,handsontable/handsontable,dream-num/univer,dream-num/luckysheet
2023-07-31,1,0.7458680832000002,1
2023-08-01,0,-1.1935262719999997,8
2023-08-02,0,-0.4599538688,0
2023-08-03,0,-0.2655981568000001,0
2023-08-04,0,0.8269439999999999,0
2023-08-05,0,4.4712064,0
2023-08-06,0,-0.22103807999999958,0
2023-08-07,1,-1.546208256,0
2023-08-08,1,0.3296941056,0
2023-08-09,2,-0.7915483136000001,0
2023-08-10,2,3.6240767999999997,0
2023-08-11,4,-1.8570905599999996,0
2023-08-12,0,0.32546508799999996,0
2023-08-13,0,-0.8112698367999999,0
2023-08-14,0,1.5963345919999998,0
2023-08-15,0,-1.0277748735999999,0
2023-08-16,0,-0.388608512,0
2023-08-17,0,1.7557676032,0
2023-08-18,2,-0.9667860479999999,0
2023-08-19,0,-0.36946718720000005,0
2023-08-20,0,-0.18908211200000002,0
2023-08-21,5,-0.13273927680000008,0
2023-08-22,3,0.909784576,0
2023-08-23,1,0.5284772864,0
2023-08-24,1,-0.5567411199999999,0
2023-08-25,1,1.785688576,0
2023-08-26,0,-0.9311963135999999,0
2023-08-27,0,-0.31155200000000005,0
2023-08-28,6,-0.18091520000000003,0
2023-08-29,3,2.8754662399999997,0
2023-08-30,1,-0.2934302719999997,1
2023-08-31,7,6.1661197312,2
2023-09-01,0,11.8384607232,0
2023-09-02,0,-5.059111423999998,0
2023-09-03,0,-1.2050523135999995,0
2023-09-04,6,12.6099584,0
2023-09-05,1,12.72026112,0
2023-09-06,0,-3.6850600959999973,0
2023-09-07,0,-5.8296961024,0
2023-09-08,2,-2.6442769408000006,0
2023-09-09,0,3.351129702399999,0
2023-09-10,0,-4.077712896,0
2023-09-11,1,1.1740058623999998,0
2023-09-12,0,-0.43663759359999954,0
2023-09-13,2,2.913804288,0
2023-09-14,0,1.9849011200000004,0
2023-09-15,0,0.8863074304000005,0
2023-09-16,0,1.1687667712000005,0
2023-09-17,0,-2.8405260288,0
2023-09-18,0,-0.2715870208000002,0
2023-09-19,0,1.8308157439999997,0
2023-09-20,0,1.1184173056,0
2023-09-21,0,1.9711115264000005,0
2023-09-22,0,-1.4987043839999998,0
2023-09-23,0,2.575152128,0
2023-09-24,0,-1.3254346752,0
2023-09-25,0,-0.3387087872000001,0
2023-09-26,0,3.9234350080000002,0
2023-09-27,0,21.414418227200002,1
2023-09-28,0,-6.6057150463999985,0
2023-09-29,0,-1.0807926784,0
2023-09-30,0,-3.0167457792,0
2023-10-01,0,1.6010852351999993,0
2023-10-02,0,-0.06078289920000035,0
2023-10-03,0,-1.7011314687999999,0
2023-10-04,0,0.20126904319999994,0
2023-10-05,1,-0.9014149119999999,0
2023-10-06,0,1.5871679488000001,0
2023-10-07,0,-0.8014948351999998,0
2023-10-08,0,2.8541278208,1
2023-10-09,0,2.8350001152,0
2023-10-10,0,-0.8597087231999998,0
2023-10-11,0,1.0992894976,1
2023-10-12,0,5.9132782592,0
2023-10-13,0,0.8653650944000004,0
2023-10-14,0,2.4465513472000002,0
2023-10-15,0,0.061447577600000525,0
2023-10-16,0,1.7261437952,0
2023-10-17,0,-1.5442179071999997,0
2023-10-18,0,-0.3884794880000002,0
2023-10-19,0,-0.03895592960000016,0
2023-10-20,0,-0.8850801663999999,0
2023-10-21,0,-0.38119997439999986,0
2023-10-22,0,-0.13432729599999993,0
2023-10-23,0,-1.0022949888000001,0
2023-10-24,1,11.5048572928,0
2023-10-25,1,-3.112521727999999,0
2023-10-26,4,3.5728359424000002,0
2023-10-27,2,3.4648065024000005,0
2023-10-28,0,1.7707142143999999,0
2023-10-29,0,-4.112948428799999,0
2023-10-30,3,1.2189837311999996,0
2023-10-31,0,3.6659167232,0
2023-11-01,0,3.424347136,0
2023-11-02,0,3.6534329344000005,0
2023-11-03,0,2.0682962944000005,0
2023-11-04,0,-0.8405582848000002,0
2023-11-05,0,-2.6723229696,0
2023-11-06,1,0.8598561791999995,0
2023-11-07,4,0.5767511039999995,0
2023-11-08,4,12.5583077376,0
2023-11-09,1,6.796006195200002,0
2023-11-10,0,3.821968486400001,0
2023-11-11,0,0.040423321600001394,0
2023-11-12,0,-6.487326105599999,0
2023-11-13,3,0.04997038079999916,0
2023-11-14,4,2.9116470271999995,0
2023-11-15,4,0.8668711935999998,0
2023-11-16,4,5.0499076096,0
2023-11-17,0,-0.5171046399999994,0
2023-11-18,0,0.7525367807999999,0
2023-11-19,0,-0.9074251776,0
2023-11-20,5,7.0605638656,0
2023-11-21,5,4.571925504000001,0
2023-11-22,0,10.8223896576,0
2023-11-23,1,1.6527214592000021,0
2023-11-24,9,0.00708300800000039,0
2023-11-25,0,0.3247756288000003,0
2023-11-26,0,-2.8952330239999995,0
2023-11-27,6,2.958420479999999,0
2023-11-28,12,6.9656964096,0
2023-11-29,9,-1.2072494079999991,0
2023-11-30,12,-0.3938744319999996,0
2023-12-01,0,2.4389556224,0
2023-12-02,0,4.0476270592,0
2023-12-03,0,-0.7933533183999995,0
2023-12-04,1,4.545081446399999,0
2023-12-05,0,13.2803296256,0
2023-12-06,2,-2.0805590015999975,0
2023-12-07,4,8.9693246464,0
2023-12-08,0,2.4120097792000017,0
2023-12-09,0,1.2578001920000013,0
2023-12-10,0,-4.890398105599999,0
2023-12-11,0,15.1341861888,0
2023-12-12,0,-1.7115704319999985,0
2023-12-13,3,4.115058380800001,0
2023-12-14,0,1.4817819647999997,0
2023-12-15,4,5.2671886336,0
2023-12-16,0,3.219325747199999,0
2023-12-17,0,-1.5882786816000003,0
2023-12-18,0,6.405047296,0
2023-12-19,4,20.5692778496,0
2023-12-20,0,-11.339019264,0
2023-12-21,0,-7.341903155200001,0
2023-12-22,0,-2.9059746816000005,0
2023-12-23,0,-0.9579709440000017,0
2023-12-24,0,-2.7303681024000004,0
2023-12-25,0,0.4117740543999997,0
2023-12-26,0,9.1191896064,0
2023-12-27,2,-0.43252592639999854,0
2023-12-28,1,3.0373634048000007,0
