,getredash/redash,metabase/metabase,apache/superset
2018-09-09,0,0,0
2018-09-10,0,14,6
2018-09-11,0,21,10
2018-09-12,1,9,9
2018-09-13,0,24,9
2018-09-14,4,7,2
2018-09-15,0,2,0
2018-09-16,4,0,1
2018-09-17,2,15,3
2018-09-18,1,33,7
2018-09-19,0,23,7
2018-09-20,3,7,10
2018-09-21,3,18,5
2018-09-22,0,0,0
2018-09-23,0,0,1
2018-09-24,1,7,1
2018-09-25,3,7,1
2018-09-26,5,19,1
2018-09-27,9,4,6
2018-09-28,9,10,1
2018-09-29,1,2,1
2018-09-30,0,0,0
2018-10-01,2,14,2
2018-10-02,3,22,1
2018-10-03,1,29,2
2018-10-04,4,28,6
2018-10-05,1,17,4
2018-10-06,0,5,1
2018-10-07,0,0,2
2018-10-08,6,16,3
2018-10-09,1,26,9
2018-10-10,3,19,0
2018-10-11,6,10,6
2018-10-12,0,0,5
2018-10-13,0,2,3
2018-10-14,8,0,1
2018-10-15,12,7,6
2018-10-16,2,21,7
2018-10-17,1,11,2
2018-10-18,8,24,6
2018-10-19,3,19,8
2018-10-20,1,0,0
2018-10-21,5,0,0
2018-10-22,0,18,1
2018-10-23,1,27,5
2018-10-24,0,4,6
2018-10-25,0,24,8
2018-10-26,0,20,5
2018-10-27,0,6,1
2018-10-28,5,0,0
2018-10-29,3,32,8
2018-10-30,0,10,5
2018-10-31,1,9,13
2018-11-01,2,3,7
2018-11-02,0,5,2
2018-11-03,0,0,2
2018-11-04,1,0,0
2018-11-05,1,10,4
2018-11-06,1,5,5
2018-11-07,6,41,4
2018-11-08,7,16,10
2018-11-09,0,6,5
2018-11-10,0,0,2
2018-11-11,0,0,1
2018-11-12,2,0,6
2018-11-13,1,0,2
2018-11-14,3,3,1
2018-11-15,3,1,6
2018-11-16,0,7,2
2018-11-17,0,0,4
2018-11-18,2,2,1
2018-11-19,5,1,5
2018-11-20,12,16,0
2018-11-21,11,20,1
2018-11-22,1,2,0
2018-11-23,1,1,0
2018-11-24,0,0,0
2018-11-25,4,0,1
2018-11-26,10,1,5
2018-11-27,1,9,6
2018-11-28,2,6,7
2018-11-29,16,5,4
2018-11-30,0,10,4
2018-12-01,0,0,1
2018-12-02,3,0,1
2018-12-03,8,9,0
2018-12-04,1,0,1
2018-12-05,5,4,3
2018-12-06,0,0,1
2018-12-07,0,1,2
2018-12-08,0,8,0
2018-12-09,2,2,3
2018-12-10,5,0,2
2018-12-11,5,4,3
2018-12-12,6,1,2
2018-12-13,4,2,0
2018-12-14,1,13,2
2018-12-15,0,9,0
2018-12-16,5,0,1
2018-12-17,2,1,2
2018-12-18,0,1,9
2018-12-19,6,0,2
2018-12-20,1,1,0
2018-12-21,0,4,5
2018-12-22,0,3,1
2018-12-23,2,0,2
2018-12-24,2,0,0
2018-12-25,0,0,0
2018-12-26,6,0,0
2018-12-27,0,3,3
2018-12-28,2,2,6
2018-12-29,0,0,0
2018-12-30,1,2,0
2018-12-31,2,0,1
2019-01-01,7,0,0
2019-01-02,0,0,0
2019-01-03,4,10,1
2019-01-04,0,12,1
2019-01-05,0,9,2
2019-01-06,6,0,0
2019-01-07,1,3,2
2019-01-08,3,13,6
2019-01-09,2,11,1
2019-01-10,1,0,3
2019-01-11,0,3,4
2019-01-12,0,0,3
2019-01-13,6,0,6
2019-01-14,2,7,4
2019-01-15,3,5,3
2019-01-16,0,2,1
2019-01-17,4,0,7
2019-01-18,1,4,8
2019-01-19,0,0,7
2019-01-20,4,0,0
2019-01-21,0,1,1
2019-01-22,4,11,5
2019-01-23,6,13,2
2019-01-24,1,9,3
2019-01-25,2,6,7
2019-01-26,0,2,0
2019-01-27,0,0,0
2019-01-28,6,2,1
2019-01-29,4,8,6
2019-01-30,13,3,2
2019-01-31,14,2,3
2019-02-01,2,5,9
2019-02-02,6,0,2
2019-02-03,4,0,1
2019-02-04,1,4,2
2019-02-05,10,6,2
2019-02-06,0,12,5
2019-02-07,4,3,2
2019-02-08,3,6,2
2019-02-09,0,6,1
2019-02-10,4,0,0
2019-02-11,3,3,2
2019-02-12,4,0,3
2019-02-13,6,17,1
2019-02-14,1,10,4
2019-02-15,0,11,6
2019-02-16,1,0,1
2019-02-17,6,3,1
2019-02-18,5,5,3
2019-02-19,4,8,3
2019-02-20,5,13,4
2019-02-21,5,13,3
2019-02-22,3,19,0
2019-02-23,0,7,3
2019-02-24,0,8,0
2019-02-25,8,10,1
2019-02-26,2,13,5
2019-02-27,3,10,2
2019-02-28,8,15,4
2019-03-01,0,3,1
2019-03-02,2,1,0
2019-03-03,0,0,1
2019-03-04,3,4,1
2019-03-05,3,6,5
2019-03-06,5,3,2
2019-03-07,7,7,2
2019-03-08,0,9,0
2019-03-09,0,0,2
2019-03-10,6,0,1
2019-03-11,3,3,0
2019-03-12,2,1,2
2019-03-13,6,8,2
2019-03-14,6,7,2
2019-03-15,2,1,6
2019-03-16,0,0,2
2019-03-17,3,0,0
2019-03-18,2,10,4
2019-03-19,0,0,4
2019-03-20,1,0,5
2019-03-21,1,14,3
2019-03-22,0,5,4
2019-03-23,2,3,2
2019-03-24,6,0,0
2019-03-25,4,3,8
2019-03-26,2,0,3
2019-03-27,15,5,5
2019-03-28,5,5,3
2019-03-29,2,21,4
2019-03-30,0,0,1
2019-03-31,0,1,0
2019-04-01,4,2,5
2019-04-02,3,14,12
2019-04-03,0,15,9
2019-04-04,1,8,3
2019-04-05,0,12,2
2019-04-06,1,12,0
2019-04-07,2,1,0
2019-04-08,1,20,6
2019-04-09,2,20,11
2019-04-10,3,21,12
2019-04-11,1,6,0
2019-04-12,0,4,5
2019-04-13,0,2,0
2019-04-14,7,0,0
2019-04-15,2,1,2
2019-04-16,0,9,2
2019-04-17,3,7,8
2019-04-18,1,7,2
2019-04-19,2,3,2
2019-04-20,0,8,3
2019-04-21,0,0,0
2019-04-22,1,1,5
2019-04-23,0,15,4
2019-04-24,1,18,10
2019-04-25,0,0,3
2019-04-26,0,0,0
2019-04-27,0,2,0
2019-04-28,1,0,0
2019-04-29,8,0,0
2019-04-30,3,3,7
2019-05-01,4,1,1
2019-05-02,1,0,6
2019-05-03,0,0,2
2019-05-04,0,0,0
2019-05-05,3,0,0
2019-05-06,5,6,1
2019-05-07,2,28,1
2019-05-08,0,12,7
2019-05-09,0,28,1
2019-05-10,1,2,0
2019-05-11,0,1,0
2019-05-12,5,0,1
2019-05-13,6,21,1
2019-05-14,2,0,4
2019-05-15,3,5,2
2019-05-16,2,2,1
2019-05-17,0,10,1
2019-05-18,0,4,2
2019-05-19,0,0,0
2019-05-20,0,0,2
2019-05-21,0,5,5
2019-05-22,2,0,3
2019-05-23,1,0,3
2019-05-24,0,1,3
2019-05-25,0,0,0
2019-05-26,4,0,1
2019-05-27,4,0,0
2019-05-28,0,3,1
2019-05-29,3,1,3
2019-05-30,3,6,3
2019-05-31,3,1,8
2019-06-01,0,0,5
2019-06-02,6,0,2
2019-06-03,1,3,6
2019-06-04,2,2,0
2019-06-05,0,3,4
2019-06-06,2,1,0
2019-06-07,0,3,6
2019-06-08,0,2,4
2019-06-09,1,0,1
2019-06-10,1,4,4
2019-06-11,2,0,1
2019-06-12,7,4,4
2019-06-13,0,6,3
2019-06-14,0,15,2
2019-06-15,1,0,0
2019-06-16,1,0,0
2019-06-17,1,6,0
2019-06-18,3,6,3
2019-06-19,3,6,5
2019-06-20,2,2,0
2019-06-21,0,0,5
2019-06-22,0,0,0
2019-06-23,2,0,3
2019-06-24,0,1,1
2019-06-25,1,6,3
2019-06-26,0,2,1
2019-06-27,0,3,2
2019-06-28,1,0,2
2019-06-29,0,1,0
2019-06-30,3,0,0
2019-07-01,1,1,8
2019-07-02,0,2,3
2019-07-03,2,3,4
2019-07-04,3,0,7
2019-07-05,1,1,0
2019-07-06,0,0,0
2019-07-07,2,0,0
2019-07-08,2,4,3
2019-07-09,1,2,4
2019-07-10,4,5,0
2019-07-11,2,2,3
2019-07-12,0,0,5
2019-07-13,1,2,1
2019-07-14,1,0,1
2019-07-15,3,0,2
2019-07-16,3,1,5
2019-07-17,3,1,1
2019-07-18,3,0,7
2019-07-19,1,1,1
2019-07-20,1,0,1
2019-07-21,3,0,0
2019-07-22,3,3,4
2019-07-23,1,2,4
2019-07-24,1,0,2
2019-07-25,0,1,1
2019-07-26,2,16,0
2019-07-27,1,1,2
2019-07-28,2,0,3
2019-07-29,2,4,5
2019-07-30,2,4,1
2019-07-31,4,2,1
2019-08-01,1,1,3
2019-08-02,0,1,2
2019-08-03,0,0,0
2019-08-04,3,0,0
2019-08-05,2,2,5
2019-08-06,2,4,7
2019-08-07,1,2,5
2019-08-08,1,6,4
2019-08-09,2,9,3
2019-08-10,0,1,0
2019-08-11,6,0,1
2019-08-12,4,6,2
2019-08-13,3,9,4
2019-08-14,3,14,3
2019-08-15,3,8,3
2019-08-16,1,6,3
2019-08-17,0,1,0
2019-08-18,3,0,0
2019-08-19,0,8,1
2019-08-20,0,8,5
2019-08-21,1,7,3
2019-08-22,1,6,3
2019-08-23,0,7,8
2019-08-24,0,1,1
2019-08-25,1,0,0
2019-08-26,1,7,4
2019-08-27,0,2,6
2019-08-28,0,12,1
2019-08-29,1,14,1
2019-08-30,2,3,6
2019-08-31,0,0,0
2019-09-01,3,0,0
2019-09-02,5,2,2
2019-09-03,1,2,2
2019-09-04,2,9,2
2019-09-05,0,4,2
2019-09-06,0,2,2
2019-09-07,0,2,0
2019-09-08,0,1,5
2019-09-09,6,0,5
2019-09-10,0,0,7
2019-09-11,2,3,3
2019-09-12,2,4,1
2019-09-13,1,9,2
2019-09-14,0,0,0
2019-09-15,2,0,0
2019-09-16,3,2,0
2019-09-17,0,2,5
2019-09-18,2,4,8
2019-09-19,0,3,5
2019-09-20,1,16,1
2019-09-21,0,2,0
2019-09-22,6,1,2
2019-09-23,1,2,5
2019-09-24,2,2,1
2019-09-25,2,1,1
2019-09-26,0,3,0
2019-09-27,1,8,2
2019-09-28,0,1,1
2019-09-29,0,0,2
2019-09-30,1,2,2
2019-10-01,0,10,4
