,apache/superset,metabase/metabase,getredash/redash
2019-10-17,3,1,3
2019-10-18,1,0,0
2019-10-19,0,1,2
2019-10-20,0,0,0
2019-10-21,3,6,0
2019-10-22,2,0,2
2019-10-23,4,2,3
2019-10-24,3,0,5
2019-10-25,3,0,1
2019-10-26,1,0,0
2019-10-27,0,0,1
2019-10-28,5,1,3
2019-10-29,2,0,1
2019-10-30,5,3,1
2019-10-31,5,8,1
2019-11-01,1,0,0
2019-11-02,2,0,1
2019-11-03,0,0,0
2019-11-04,7,3,0
2019-11-05,7,0,1
2019-11-06,3,2,1
2019-11-07,2,4,2
2019-11-08,2,8,0
2019-11-09,0,1,0
2019-11-10,2,0,1
2019-11-11,0,1,4
2019-11-12,8,2,0
2019-11-13,5,2,4
2019-11-14,2,0,4
2019-11-15,9,1,0
2019-11-16,1,2,0
2019-11-17,0,0,0
2019-11-18,3,3,1
2019-11-19,7,4,0
2019-11-20,13,0,2
2019-11-21,3,2,1
2019-11-22,3,0,0
2019-11-23,2,0,0
2019-11-24,1,0,5
2019-11-25,2,4,1
2019-11-26,3,1,2
2019-11-27,8,3,6
2019-11-28,2,0,0
2019-11-29,1,0,0
2019-11-30,0,0,0
2019-12-01,0,0,0
2019-12-02,5,7,1
2019-12-03,13,5,1
2019-12-04,15,1,4
2019-12-05,6,2,3
2019-12-06,5,4,0
2019-12-07,0,0,0
2019-12-08,7,0,0
2019-12-09,1,4,0
2019-12-10,8,1,1
2019-12-11,4,11,6
2019-12-12,3,5,1
2019-12-13,2,5,1
2019-12-14,0,9,1
2019-12-15,0,0,0
2019-12-16,4,2,1
2019-12-17,5,4,1
2019-12-18,3,6,0
2019-12-19,2,7,0
2019-12-20,4,3,1
2019-12-21,0,0,0
2019-12-22,1,0,0
2019-12-23,0,0,0
2019-12-24,0,0,5
2019-12-25,0,0,7
2019-12-26,0,1,3
2019-12-27,0,1,0
2019-12-28,0,0,0
2019-12-29,0,0,0
2019-12-30,0,0,5
2019-12-31,3,0,1
2020-01-01,0,0,1
2020-01-02,1,0,0
2020-01-03,3,2,0
2020-01-04,1,0,0
2020-01-05,0,0,0
2020-01-06,2,6,2
2020-01-07,1,4,0
2020-01-08,2,5,2
2020-01-09,0,3,1
2020-01-10,5,13,1
2020-01-11,0,4,0
2020-01-12,0,0,3
2020-01-13,4,14,3
2020-01-14,2,13,3
2020-01-15,6,1,0
2020-01-16,4,8,2
2020-01-17,1,6,0
2020-01-18,0,3,0
2020-01-19,0,0,0
2020-01-20,0,0,4
2020-01-21,2,8,4
2020-01-22,4,12,2
2020-01-23,6,9,7
2020-01-24,6,7,0
2020-01-25,3,3,0
2020-01-26,2,0,1
2020-01-27,2,3,0
2020-01-28,4,2,1
2020-01-29,7,0,1
2020-01-30,4,1,0
2020-01-31,3,8,0
2020-02-01,1,0,0
2020-02-02,3,0,0
2020-02-03,5,3,1
2020-02-04,4,6,0
2020-02-05,6,5,0
2020-02-06,2,3,1
2020-02-07,4,0,0
2020-02-08,2,0,0
2020-02-09,0,0,11
2020-02-10,1,2,4
2020-02-11,1,0,2
2020-02-12,2,0,0
2020-02-13,0,5,1
2020-02-14,6,4,0
2020-02-15,0,6,0
2020-02-16,0,0,1
2020-02-17,4,1,0
2020-02-18,3,2,3
2020-02-19,5,1,1
2020-02-20,4,3,2
2020-02-21,0,8,0
2020-02-22,1,0,0
2020-02-23,1,0,2
2020-02-24,9,1,3
2020-02-25,2,5,1
2020-02-26,5,5,4
2020-02-27,2,2,2
2020-02-28,0,0,0
2020-02-29,0,0,0
2020-03-01,0,0,6
2020-03-02,3,6,0
2020-03-03,4,3,3
2020-03-04,2,7,3
2020-03-05,6,1,0
2020-03-06,4,4,1
2020-03-07,3,2,0
2020-03-08,3,0,1
2020-03-09,3,12,0
2020-03-10,5,8,2
2020-03-11,5,6,1
2020-03-12,2,6,0
2020-03-13,6,4,0
2020-03-14,1,1,0
2020-03-15,0,0,1
2020-03-16,3,5,1
2020-03-17,4,2,3
2020-03-18,5,8,1
2020-03-19,3,1,0
2020-03-20,3,2,0
2020-03-21,0,0,0
2020-03-22,1,0,0
2020-03-23,2,3,0
2020-03-24,11,2,4
2020-03-25,3,2,0
2020-03-26,13,1,0
2020-03-27,6,5,0
2020-03-28,1,1,0
2020-03-29,2,0,0
2020-03-30,4,1,1
2020-03-31,0,4,1
2020-04-01,2,2,0
2020-04-02,5,2,1
2020-04-03,2,0,3
2020-04-04,3,0,0
2020-04-05,0,0,1
2020-04-06,4,0,2
2020-04-07,7,0,0
2020-04-08,2,6,1
2020-04-09,8,3,0
2020-04-10,2,2,0
2020-04-11,3,0,0
2020-04-12,0,0,1
2020-04-13,3,2,2
2020-04-14,8,2,13
2020-04-15,9,3,0
2020-04-16,3,2,0
2020-04-17,6,0,0
2020-04-18,1,1,0
2020-04-19,3,0,1
2020-04-20,4,4,1
2020-04-21,6,3,1
2020-04-22,6,0,0
2020-04-23,2,0,0
2020-04-24,8,1,3
2020-04-25,0,0,3
2020-04-26,0,0,0
2020-04-27,3,1,0
2020-04-28,5,4,1
2020-04-29,8,1,2
2020-04-30,9,3,2
2020-05-01,4,2,0
2020-05-02,1,2,1
2020-05-03,1,0,3
2020-05-04,2,2,2
2020-05-05,7,1,1
2020-05-06,11,2,1
2020-05-07,5,0,1
2020-05-08,5,2,4
2020-05-09,0,0,0
2020-05-10,1,0,0
2020-05-11,5,4,3
2020-05-12,2,6,5
2020-05-13,6,4,0
2020-05-14,4,8,1
2020-05-15,2,1,2
2020-05-16,0,0,0
2020-05-17,4,0,0
2020-05-18,5,0,0
2020-05-19,7,2,0
2020-05-20,12,3,3
2020-05-21,4,2,2
2020-05-22,2,1,1
2020-05-23,1,0,0
2020-05-24,1,0,4
2020-05-25,2,1,0
2020-05-26,5,29,3
2020-05-27,5,2,1
2020-05-28,5,5,0
2020-05-29,0,7,1
2020-05-30,0,1,0
2020-05-31,0,0,4
2020-06-01,2,1,0
2020-06-02,4,2,1
2020-06-03,6,1,1
2020-06-04,5,2,0
2020-06-05,3,2,0
2020-06-06,0,0,0
2020-06-07,1,0,2
2020-06-08,1,3,0
2020-06-09,3,0,4
2020-06-10,10,1,0
2020-06-11,4,0,4
2020-06-12,4,4,0
2020-06-13,0,0,0
2020-06-14,0,0,0
2020-06-15,1,5,3
2020-06-16,7,2,0
2020-06-17,11,2,1
2020-06-18,4,3,4
2020-06-19,2,10,0
2020-06-20,0,0,0
2020-06-21,3,0,0
2020-06-22,10,2,0
2020-06-23,3,2,3
2020-06-24,10,1,1
2020-06-25,7,3,5
2020-06-26,8,1,0
2020-06-27,1,0,0
2020-06-28,0,0,1
2020-06-29,8,1,3
2020-06-30,2,1,3
2020-07-01,5,0,5
