,apolloauto/apollo,commaai/openpilot,carla-simulator/carla
2021-11-13,-0.1632537841796875,7,0
2021-11-14,-0.0830078125,5,0
2021-11-15,-0.05517578125,6,3
2021-11-16,0.959564208984375,19,0
2021-11-17,-0.5314178466796875,29,0
2021-11-18,-0.14111328125,22,0
2021-11-19,0.924407958984375,15,2
2021-11-20,0.4500274658203125,5,0
2021-11-21,-0.65234375,7,0
2021-11-22,3.7919921875,5,0
2021-11-23,-2.11767578125,5,0
2021-11-24,-0.579498291015625,13,0
2021-11-25,0.6912384033203125,2,0
2021-11-26,1.30712890625,10,0
2021-11-27,-1.263580322265625,3,0
2021-11-28,-0.4185333251953125,6,0
2021-11-29,0.7605743408203125,18,0
2021-11-30,0.3421630859375,11,0
2021-12-01,0.25616455078125,10,0
2021-12-02,3.25537109375,15,0
2021-12-03,-2.271881103515625,7,0
2021-12-04,-0.6660003662109375,6,0
2021-12-05,-0.358734130859375,12,0
2021-12-06,-0.22021484375,10,0
2021-12-07,-0.159088134765625,11,0
2021-12-08,-0.1221466064453125,15,0
2021-12-09,-0.0884552001953125,11,0
2021-12-10,-0.0632781982421875,2,0
2021-12-11,1.95635986328125,8,0
2021-12-12,-1.0,5,0
2021-12-13,-0.25,7,0
2021-12-14,-0.125,20,0
2021-12-15,-0.078125,15,0
2021-12-16,-0.0546875,9,0
2021-12-17,5.958984375,4,0
2021-12-18,-3.0322265625,3,0
2021-12-19,-0.77618408203125,1,0
2021-12-20,-0.396820068359375,2,0
2021-12-21,-0.234375,6,0
2021-12-22,-0.1640625,3,0
2021-12-23,-0.123046875,2,0
2021-12-24,2.9033203125,4,0
2021-12-25,-1.57855224609375,0,0
2021-12-26,-0.440460205078125,0,0
2021-12-27,2.8125,5,0
2021-12-28,-0.6171875,6,0
2021-12-29,-0.95703125,1,0
2021-12-30,-0.3740234375,0,0
2021-12-31,-0.22802734375,1,0
2022-01-01,-0.160369873046875,5,0
2022-01-02,-0.1215972900390625,8,0
2022-01-03,-0.06884765625,11,0
2022-01-04,-0.055389404296875,40,0
2022-01-05,-0.0458221435546875,13,0
2022-01-06,-0.0109100341796875,8,0
2022-01-07,0.0,8,0
2022-01-08,0.0,2,0
2022-01-09,0.0,2,0
2022-01-10,0.0,16,0
2022-01-11,0.0,7,7
2022-01-12,0.0,11,0
2022-01-13,0.0,13,0
2022-01-14,1.0,22,0
2022-01-15,-0.5,3,0
2022-01-16,-0.125,2,0
2022-01-17,-0.0625,8,0
2022-01-18,-0.0390625,9,0
2022-01-19,-0.02734375,8,0
2022-01-20,-0.0205078125,6,0
2022-01-21,-0.01611328125,5,0
2022-01-22,-0.013092041015625,6,0
2022-01-23,-0.0109100341796875,0,0
2022-01-24,0.0,7,0
2022-01-25,0.0,12,0
2022-01-26,0.0,8,0
2022-01-27,0.0,16,0
2022-01-28,0.0,15,0
2022-01-29,0.0,3,0
2022-01-30,0.0,7,0
2022-01-31,0.0,5,0
2022-02-01,0.0,4,0
2022-02-02,0.0,2,0
2022-02-03,0.0,5,7
2022-02-04,0.0,1,0
2022-02-05,0.0,5,0
2022-02-06,0.0,5,0
2022-02-07,0.0,4,0
2022-02-08,0.0,4,16
2022-02-09,0.0,6,0
2022-02-10,0.0,9,0
2022-02-11,0.0,11,0
2022-02-12,0.0,1,0
2022-02-13,0.0,1,0
2022-02-14,1.0,3,0
2022-02-15,-0.5,5,0
2022-02-16,-0.125,6,0
2022-02-17,0.9375,4,0
2022-02-18,2.4609375,2,3
2022-02-19,-1.65234375,4,0
2022-02-20,-0.4580078125,5,0
2022-02-21,5.75732421875,9,0
2022-02-22,-1.157623291015625,10,0
2022-02-23,2.1365509033203125,13,0
2022-02-24,-2.70263671875,4,0
2022-02-25,0.079193115234375,3,0
2022-02-26,-1.0423736572265625,1,0
2022-02-27,1.5082855224609375,2,0
2022-02-28,-1.3095703125,8,0
2022-03-01,0.51812744140625,2,0
2022-03-02,-0.808441162109375,8,0
2022-03-03,-0.297821044921875,5,1
2022-03-04,-0.17694091796875,1,0
2022-03-05,-0.093170166015625,3,0
2022-03-06,0.9295196533203125,1,0
2022-03-07,1.45330810546875,9,1
2022-03-08,-1.162933349609375,5,1
2022-03-09,1.674407958984375,5,0
2022-03-10,-1.1749725341796875,3,15
2022-03-11,0.64453125,6,0
2022-03-12,0.2998046875,2,0
2022-03-13,4.23974609375,2,0
2022-03-14,-1.787506103515625,14,0
2022-03-15,5.6953277587890625,2,0
2022-03-16,-3.057952880859375,6,2
2022-03-17,-1.70684814453125,10,0
2022-03-18,-0.796722412109375,7,0
2022-03-19,0.504974365234375,4,0
2022-03-20,0.1444549560546875,3,0
2022-03-21,0.1116180419921875,4,0
2022-03-22,2.1115570068359375,7,0
2022-03-23,-1.8452301025390625,6,0
2022-03-24,2.4066314697265625,3,0
2022-03-25,-1.7853240966796875,8,0
2022-03-26,0.44384765625,8,0
2022-03-27,-0.819244384765625,4,0
2022-03-28,0.6561737060546875,5,2
2022-03-29,-0.7168731689453125,2,0
2022-03-30,0.7242279052734375,11,0
2022-03-31,0.3290863037109375,6,3
2022-04-01,-0.723846435546875,9,0
2022-04-02,-0.2636871337890625,3,0
2022-04-03,-0.135162353515625,1,0
2022-04-04,-0.0934295654296875,6,1
2022-04-05,-0.060943603515625,19,5
2022-04-06,3.9524688720703125,12,2
2022-04-07,1.970794677734375,13,0
2022-04-08,-1.5240020751953125,2,0
2022-04-09,-1.2609100341796875,2,0
2022-04-10,-0.53125,1,0
2022-04-11,-0.328125,7,0
2022-04-12,0.76953125,6,2
2022-04-13,3.326171875,8,1
2022-04-14,-2.2623291015625,6,5
2022-04-15,-0.67462158203125,7,0
2022-04-16,-0.345794677734375,4,0
2022-04-17,-0.1945037841796875,0,0
2022-04-18,-0.1298828125,8,0
2022-04-19,0.90185546875,18,0
2022-04-20,1.422454833984375,19,1
2022-04-21,1.8117218017578125,8,0
2022-04-22,-1.85614013671875,8,0
2022-04-23,0.4609375,2,0
2022-04-24,4.20703125,4,0
2022-04-25,0.1826171875,7,0
2022-04-26,-0.32666015625,9,16
2022-04-27,3.166595458984375,13,1
2022-04-28,-1.2455902099609375,7,0
2022-04-29,-2.08551025390625,16,1
2022-04-30,-0.8740386962890625,4,0
2022-05-01,-0.530181884765625,0,0
2022-05-02,0.6194305419921875,9,1
2022-05-03,0.2167205810546875,10,0
2022-05-04,0.1945037841796875,12,1
2022-05-05,0.1929931640625,6,4
2022-05-06,-0.8072967529296875,15,0
2022-05-07,-0.275726318359375,5,0
2022-05-08,-0.1494140625,1,0
2022-05-09,0.89697265625,9,1
2022-05-10,3.422943115234375,6,0
2022-05-11,0.8143768310546875,5,0
2022-05-12,-2.1026153564453125,20,0
2022-05-13,-0.6880645751953125,16,3
2022-05-14,-0.3820037841796875,5,0
2022-05-15,-0.2470703125,4,0
2022-05-16,0.81982421875,20,1
2022-05-17,0.360931396484375,14,3
2022-05-18,6.2633819580078125,13,1
2022-05-19,-1.770416259765625,8,0
2022-05-20,-2.0092926025390625,7,0
2022-05-21,1.24609375,3,0
2022-05-22,1.5537109375,1,0
2022-05-23,-1.05615234375,8,0
2022-05-24,0.772552490234375,11,1
2022-05-25,0.4315643310546875,9,0
2022-05-26,-1.6191558837890625,5,2
2022-05-27,-0.6396636962890625,6,0
2022-05-28,-0.346038818359375,1,0
2022-05-29,-0.22784423828125,0,0
2022-05-30,-0.17291259765625,6,0
2022-05-31,-0.1190643310546875,3,0
2022-06-01,-0.0693206787109375,8,2
2022-06-02,0.951995849609375,12,1
2022-06-03,1.478179931640625,19,1
2022-06-04,1.875,6,0
2022-06-05,-0.8125,0,0
2022-06-06,-0.0390625,4,0
2022-06-07,4.08203125,5,0
2022-06-08,-0.8798828125,9,0
2022-06-09,-0.86572265625,11,0
2022-06-10,-0.235748291015625,10,0
2022-06-11,-1.0785980224609375,10,0
2022-06-12,3.49993896484375,8,0
2022-06-13,0.6792755126953125,14,0
2022-06-14,-1.2119903564453125,7,0
2022-06-15,1.7185516357421875,17,0
2022-06-16,0.9138946533203125,11,0
2022-06-17,-2.215087890625,11,0
2022-06-18,-0.7896270751953125,0,0
2022-06-19,-0.4689178466796875,8,0
2022-06-20,3.6795654296875,6,0
2022-06-21,-1.242584228515625,14,40
2022-06-22,3.8443145751953125,13,1
2022-06-23,-1.9735260009765625,3,0
2022-06-24,-1.4157562255859375,8,0
2022-06-25,-0.6186676025390625,1,0
2022-06-26,-0.3671875,0,0
2022-06-27,7.7392578125,10,0
2022-06-28,0.8016357421875,11,0
2022-06-29,3.342193603515625,5,0
2022-06-30,0.2825164794921875,20,0
2022-07-01,-1.0676422119140625,12,3
2022-07-02,0.0125274658203125,2,0
2022-07-03,2.23828125,0,0
2022-07-04,0.3193359375,3,0
2022-07-05,6.604736328125,6,0
2022-07-06,-4.379791259765625,11,1
2022-07-07,4.9343719482421875,19,0
2022-07-08,-5.4196624755859375,25,0
2022-07-09,-0.8697052001953125,9,0
2022-07-10,-0.5861663818359375,0,0
2022-07-11,-0.3599090576171875,6,0
2022-07-12,0.7846832275390625,13,8
2022-07-13,2.402587890625,19,0
2022-07-14,2.356903076171875,9,0
2022-07-15,-0.338470458984375,4,0
2022-07-16,5.3956298828125,0,0
2022-07-17,5.051849365234375,0,0
2022-07-18,-4.5733184814453125,2,0
2022-07-19,4.8578338623046875,20,1
2022-07-20,-5.4736175537109375,8,1
2022-07-21,0.049346923828125,16,13
2022-07-22,5.826934814453125,10,10
2022-07-23,-4.0449981689453125,5,0
2022-07-24,5.8166351318359375,2,0
2022-07-25,-1.11761474609375,15,10
2022-07-26,-1.693878173828125,4,0
2022-07-27,0.574615478515625,5,13
2022-07-28,9.3765869140625,7,1
2022-07-29,-3.05059814453125,3,3
2022-07-30,-4.181732177734375,0,0
2022-07-31,-1.733184814453125,4,0
2022-08-01,5.9781036376953125,6,2
2022-08-02,12.7822265625,13,0
2022-08-03,4.1513671875,5,0
