,libbitcoin/libbitcoin-system,bitcoin/bitcoin,bitcoinj/bitcoinj
2023-11-10,0,18,2.0
2023-11-11,0,1,-0.20000000000000018
2023-11-12,0,0,-0.09000000000000007
2023-11-13,0,25,-0.057000000000000044
2023-11-14,0,11,-0.04132499999999985
2023-11-15,0,6,-0.032233499999999894
2023-11-16,0,20,1.9736759750000001
2023-11-17,0,17,-0.2221873925000001
2023-11-18,0,0,-0.10913662603125002
2023-11-19,0,1,2.926202294928125
2023-11-20,0,6,-0.3413250000000001
2023-11-21,0,4,0.8327665
2023-11-22,0,23,-0.21182402500000008
2023-11-23,0,10,-0.12917489249999975
2023-11-24,0,6,-0.09598687603124982
2023-11-25,0,4,-0.07694624257187477
2023-11-26,0,2,-0.04939783874999985
2023-11-27,0,2,-0.041866951546874885
2023-11-28,0,21,-0.0362902538578124
2023-11-29,0,13,-0.009568313015624975
2023-11-30,0,14,-0.008398852535937478
2023-12-01,0,7,0.0
2023-12-02,0,1,0.0
2023-12-03,0,1,0.0
2023-12-04,0,20,0.0
2023-12-05,0,14,1.0
2023-12-06,0,11,-0.10000000000000009
2023-12-07,0,15,-0.04500000000000003
2023-12-08,0,22,0.9715
2023-12-09,0,6,-0.1206625
2023-12-10,0,1,-0.061116749999999984
2023-12-11,0,20,-0.041662012499999984
2023-12-12,0,14,-0.03175619624999989
2023-12-13,0,10,-0.025685063015624923
2023-12-14,0,12,-0.02156086503593744
2023-12-15,0,13,-0.011093696249999967
2023-12-16,0,0,-0.009568313015624975
2023-12-17,0,1,-0.008398852535937478
2023-12-18,0,6,4.0
2023-12-19,0,3,1.5999999999999996
2023-12-20,0,4,2.6199999999999997
2023-12-21,0,9,-0.5040000000000004
2023-12-22,0,4,-0.27464999999999984
2023-12-23,0,1,-0.19129199999999968
2023-12-24,0,0,-0.1468690499999995
2023-12-25,0,0,-0.11904905999999964
2023-12-26,0,0,-0.09994668206249971
2023-12-27,0,4,-0.08601312492499977
2023-12-28,0,0,-0.04550264411874988
2023-12-29,0,0,-0.025196557607812434
2023-12-30,0,0,0.0
2023-12-31,0,1,0.0
2024-01-01,0,0,0.0
2024-01-02,0,7,0.0
2024-01-03,0,2,0.0
2024-01-04,0,9,0.0
2024-01-05,0,14,0.0
2024-01-06,0,2,0.0
2024-01-07,0,2,0.0
2024-01-08,0,12,0.0
2024-01-09,0,12,0.0
2024-01-10,0,7,1.0
2024-01-11,0,22,-0.10000000000000009
2024-01-12,0,9,-0.04500000000000003
2024-01-13,0,1,-0.028500000000000022
2024-01-14,0,0,-0.020662499999999924
2024-01-15,0,11,-0.016116749999999947
2024-01-16,0,20,1.9868379875
2024-01-17,0,7,-0.21109369625000016
2024-01-18,0,10,-0.09956831301562505
2024-01-19,0,9,-0.06539885253593752
2024-01-20,0,2,-0.04132499999999985
2024-01-21,0,0,-0.032233499999999894
2024-01-22,0,6,-0.02632402499999992
2024-01-23,0,16,-0.022187392499999934
2024-01-24,0,6,-0.01913662603124995
2024-01-25,0,23,-0.016797705071874957
2024-01-26,0,11,0.0
2024-01-27,3,0,0.0
2024-01-28,0,0,0.0
2024-01-29,10,11,0.0
2024-01-30,0,10,0.0
2024-01-31,0,13,4.0
2024-02-01,0,18,-0.40000000000000036
2024-02-02,0,3,-0.18000000000000013
2024-02-03,0,3,-0.11400000000000009
2024-02-04,0,0,-0.0826499999999997
2024-02-05,0,8,-0.06446699999999979
2024-02-06,0,11,-0.05264804999999984
2024-02-07,0,15,0.9556252150000001
2024-02-08,2,15,-0.1382732520625
2024-02-09,1,21,0.9214045898562501
2024-02-10,0,3,-0.12850000000000011
2024-02-11,0,4,-0.06566249999999996
2024-02-12,3,14,-0.04461674999999997
2024-02-13,1,18,-0.03382451249999988
2024-02-14,5,1,-0.027210446249999916
2024-02-15,0,10,-0.022730325515624934
2024-02-16,0,11,-0.019492548785937445
2024-02-17,4,1,-0.009568313015624975
2024-02-18,5,1,-0.008398852535937478
2024-02-19,1,4,0.0
2024-02-20,2,14,0.0
2024-02-21,1,14,0.0
2024-02-22,1,2,0.0
2024-02-23,0,3,0.0
2024-02-24,8,0,1.0
2024-02-25,1,0,-0.10000000000000009
2024-02-26,2,15,-0.04500000000000003
2024-02-27,5,19,-0.028500000000000022
2024-02-28,0,24,-0.020662499999999924
2024-02-29,2,17,-0.016116749999999947
2024-03-01,1,25,-0.01316201249999996
2024-03-02,0,3,-0.011093696249999967
2024-03-03,0,1,-0.009568313015624975
2024-03-04,0,11,-0.008398852535937478
2024-03-05,2,16,0.0
2024-03-06,1,6,0.0
2024-03-07,0,9,0.0
2024-03-08,0,11,0.0
2024-03-09,0,3,0.0
2024-03-10,0,2,1.0
2024-03-11,8,20,1.9
2024-03-12,3,28,-0.24500000000000022
2024-03-13,0,10,-0.11850000000000009
2024-03-14,1,12,0.9223375
2024-03-15,1,7,0.8425582500000002
2024-03-16,3,0,-0.19039551249999997
2024-03-17,4,5,-0.11091772124999993
2024-03-18,0,28,-0.08091820551562486
2024-03-19,0,10,-0.06431472856718731
2024-03-20,0,18,-0.04607646757187486
2024-03-21,0,12,-0.024255708749999928
2024-03-22,1,11,-0.02066200926562494
2024-03-23,2,3,-0.017967165551562456
2024-03-24,2,0,-0.008398852535937478
2024-03-25,0,13,0.0
2024-03-26,0,29,0.0
2024-03-27,0,14,0.0
2024-03-28,8,6,0.0
2024-03-29,9,7,0.0
2024-03-30,0,1,0.0
2024-03-31,0,1,0.0
2024-04-01,0,9,0.0
2024-04-02,0,15,0.0
2024-04-03,0,4,0.0
2024-04-04,0,12,0.0
2024-04-05,2,8,0.0
2024-04-06,0,9,0.0
2024-04-07,0,6,3.0
2024-04-08,0,5,-0.30000000000000027
2024-04-09,0,16,-0.1350000000000001
2024-04-10,3,10,0.9145
2024-04-11,5,5,-0.16198749999999987
2024-04-12,1,5,-0.09335024999999988
2024-04-13,0,0,-0.0679860374999999
2024-04-14,2,1,-0.05394358874999983
2024-04-15,0,13,-0.04482168904687488
2024-04-16,2,22,-0.03835857010781239
2024-04-17,0,12,-0.011093696249999967
2024-04-18,0,12,-0.009568313015624975
2024-04-19,0,12,-0.008398852535937478
2024-04-20,1,0,0.0
2024-04-21,0,1,1.0
2024-04-22,0,14,-0.10000000000000009
2024-04-23,0,7,9.955
2024-04-24,0,20,-1.0285000000000009
2024-04-25,0,20,-0.47066250000000026
2024-04-26,0,16,-0.30111675000000016
2024-04-27,0,2,6.780212987500001
2024-04-28,4,9,-0.8722611962500001
2024-04-29,11,11,7.543811561984375
2024-04-30,0,15,-1.118835815035938
2024-05-01,5,15,-0.6003206301562495
2024-05-02,0,10,-0.4248057753593746
2024-05-03,0,23,-0.25743408749999913
2024-05-04,0,6,-0.20658987374999935
2024-05-05,0,4,0.8277257088906255
2024-05-06,0,11,-0.24754153775156218
2024-05-07,0,8,-0.12154650412499984
2024-05-08,2,10,0.9043091797125001
2024-05-09,3,14,-0.1206625
2024-05-10,0,6,-0.061116749999999984
2024-05-11,0,6,-0.041662012499999984
2024-05-12,0,4,-0.03175619624999989
2024-05-13,0,12,-0.025685063015624923
2024-05-14,0,26,3.9784391349640624
2024-05-15,0,12,-0.4110936962500003
2024-05-16,3,34,-0.1895683130156251
2024-05-17,0,6,-0.12239885253593756
2024-05-18,0,1,-0.0826499999999997
2024-05-19,0,0,-0.06446699999999979
2024-05-20,0,5,-0.05264804999999984
2024-05-21,1,19,-0.04437478499999987
2024-05-22,5,18,-0.0382732520624999
2024-05-23,3,16,-0.033595410143749914
2024-05-24,7,9,0.0
2024-05-25,14,0,0.0
2024-05-26,1,0,0.0
2024-05-27,2,1,0.0
2024-05-28,7,3,0.0
2024-05-29,13,10,0.0
2024-05-30,9,16,0.0
2024-05-31,4,6,0.0
2024-06-01,5,0,6.0
2024-06-02,6,4,-0.6000000000000005
2024-06-03,3,11,-0.2700000000000002
2024-06-04,3,9,-0.17100000000000012
2024-06-05,1,18,-0.12397499999999954
2024-06-06,1,11,-0.09670049999999969
2024-06-07,0,19,-0.07897207499999977
2024-06-08,0,3,-0.0665621774999998
2024-06-09,2,3,-0.05740987809374985
2024-06-10,0,21,-0.05039311521562487
2024-06-11,0,14,0.0
2024-06-12,2,18,0.0
2024-06-13,1,17,0.0
2024-06-14,1,12,0.0
2024-06-15,0,0,0.0
2024-06-16,0,1,0.0
2024-06-17,1,12,0.0
2024-06-18,2,22,0.0
