,seleniumhq/selenium,puppeteer/puppeteer,gocolly/colly
2022-03-09,5,3.68705658088125,0
2022-03-10,2,-0.6030459626078128,1
2022-03-11,1,-0.31354282228124963,0
2022-03-12,1,-0.22094976808749975,0
2022-03-13,0,-0.15685891503593696,0
2022-03-14,0,-0.11993548124999961,0
2022-03-15,0,-0.10048961507812472,0
2022-03-16,0,-0.08636904767968726,0
2022-03-17,2,-0.0382732520624999,0
2022-03-18,0,0.9664045898562501,0
2022-03-19,0,-0.10000000000000009,0
2022-03-20,0,-0.04500000000000003,0
2022-03-21,1,-0.028500000000000022,0
2022-03-22,2,-0.020662499999999924,0
2022-03-23,5,-0.016116749999999947,0
2022-03-24,5,-0.01316201249999996,0
2022-03-25,5,-0.011093696249999967,0
2022-03-26,4,-0.009568313015624975,0
2022-03-27,2,-0.008398852535937478,0
2022-03-28,3,2.0,0
2022-03-29,4,-0.20000000000000018,0
2022-03-30,10,-0.09000000000000007,0
2022-03-31,0,2.943,0
2022-04-01,11,-0.3413250000000001,0
2022-04-02,1,-0.16723349999999998,0
2022-04-03,0,-0.11182402499999998,0
2022-04-04,2,-0.08417489249999971,0
2022-04-05,3,0.9325131239687502,0
2022-04-06,9,1.8437162574281252,0
2022-04-07,12,1.72171891125,0
2022-04-08,7,2.6527950609531246,0
2022-04-09,1,-0.49285905760781273,0
2022-04-10,1,-0.24944174999999993,0
2022-04-11,3,-0.17222051249999976,0
2022-04-12,0,-0.13163872124999956,0
2022-04-13,9,-0.10642998051562468,0
2022-04-14,13,-0.08920890856718725,0
2022-04-15,0,-0.06921541985312482,0
2022-04-16,0,-0.04550264411874988,0
2022-04-17,1,-0.025196557607812434,0
2022-04-18,2,0.0,0
2022-04-19,1,5.0,0
2022-04-20,7,2.4999999999999996,0
2022-04-21,5,-0.5250000000000005,0
2022-04-22,1,1.7224999999999997,0
2022-04-23,2,-0.38881249999999984,0
2022-04-24,0,-0.23257124999999956,2
2022-04-25,1,0.8288396875000004,0
2022-04-26,0,-0.23627951874999964,0
2022-04-27,8,1.8416438461718754,0
2022-04-28,13,2.6744767732734376,0
2022-04-29,1,0.5419535498921874,0
2022-04-30,0,-0.32725337603125015,0
2022-05-01,2,-0.20178471757187488,0
2022-05-02,7,2.8661853037500005,0
2022-05-03,5,0.595094911984375,0
2022-05-04,1,0.6788109674640626,0
2022-05-05,8,3.70392027271875,0
2022-05-06,0,0.40791615963124994,0
2022-05-07,12,-0.4122776206234374,0
2022-05-08,0,-0.24366414003593734,0
2022-05-09,15,4.82629014875,0
2022-05-10,10,1.361909852203125,0
2022-05-11,5,1.4603766331265624,0
2022-05-12,8,0.4919960369484373,0
2022-05-13,3,7.591921699151563,0
2022-05-14,3,-1.0670724731593753,0
2022-05-15,1,-0.5362674150359373,0
2022-05-16,1,1.6373114937500004,0
2022-05-17,0,1.5222302674218757,0
2022-05-18,3,0.48458570628906295,0
2022-05-19,2,12.600675872646875,0
2022-05-20,1,-0.5584405880875007,0
2022-05-21,0,-0.8720038566609376,0
2022-05-22,0,-0.5619108452874999,0
2022-05-23,7,0.6382593325000012,0
2022-05-24,19,3.615333718968751,0
2022-05-25,27,1.3207490601468752,0
2022-05-26,1,-0.5922460818374998,0
2022-05-27,21,-0.3685431179890622,0
2022-05-28,0,-0.2745201459828119,0
2022-05-29,1,-0.12735286503593707,0
2022-05-30,10,16.90402475375,0
2022-05-31,8,15.219732876984374,0
2022-06-01,3,6.466140502901561,0
2022-06-02,1,2.7977679638249984,0
2022-06-03,2,-0.7575602050718748,0
2022-06-04,0,-1.2067472499999983,0
2022-06-05,0,-0.8712014624999979,0
2022-06-06,0,-0.6892102987499978,0
2022-06-07,2,7.4290414799843765,0
2022-06-08,11,-1.287211893126562,0
2022-06-09,14,2.342474195998438,0
2022-06-10,5,7.337475065848437,0
2022-06-11,0,-1.1518625756953127,0
2022-06-12,0,-0.5828328525359374,0
2022-06-13,9,3.6047164000000005,0
2022-06-14,3,4.297600180000001,0
2022-06-15,1,3.075033458375,0
2022-06-16,2,-0.9447680090375,0
2022-06-17,4,0.4773954909531254,0
2022-06-18,1,-0.48352256173281183,0
2022-06-19,3,-0.3280726202874992,0
2022-06-20,2,2.7968481525000004,0
2022-06-21,1,-0.46705228331249976,0
2022-06-22,16,2.723071489778125,0
2022-06-23,30,7.521070472757812,0
2022-06-24,3,5.95832339360625,0
2022-06-25,0,0.7965814369843742,0
2022-06-26,0,-0.8528723900359376,0
2022-06-27,4,4.463568661250001,0
2022-06-28,2,0.10123752345312564,0
2022-06-29,5,0.3570840036421883,0
2022-06-30,0,-0.5293220965468746,0
2022-07-01,0,8.617464539517188,0
2022-07-02,0,-1.186102653896875,0
2022-07-03,0,-0.5855179062828123,0
2022-07-04,2,-0.3580449488218749,0
2022-07-05,9,4.7419402261718755,1
2022-07-06,10,3.2922929780546877,4
2022-07-07,1,1.2385747219484373,0
2022-07-08,0,0.36925788121406244,0
2022-07-09,0,-0.49342731714062465,0
2022-07-10,0,-0.3408234228234368,0
2022-07-11,0,0.7998979375000006,0
2022-07-12,4,-0.26101253124999957,0
2022-07-13,8,0.8203428749218753,0
2022-07-14,5,-0.2441169197421873,0
2022-07-15,4,-0.1294882324249998,0
2022-07-16,0,-0.0709827680874999,0
2022-07-17,0,-0.04222336503593736,0
2022-07-18,0,-0.027210446249999916,0
2022-07-19,0,-0.022730325515624934,0
2022-07-20,0,1.9805074512140626,0
2022-07-21,0,3.790431686984375,0
2022-07-22,2,-0.4983988525359379,0
2022-07-23,0,-0.23700000000000018,0
2022-07-24,0,-0.15532499999999994,0
2022-07-25,0,-0.11488349999999958,0
2022-07-26,1,-0.0907910249999997,0
2022-07-27,0,-0.07483544249999978,0
2022-07-28,0,-0.06351141103124983,0
2022-07-29,0,-0.05507095713437486,0
2022-07-30,0,-0.033595410143749914,0
2022-07-31,0,0.0,0
2022-08-01,5,0.0,0
2022-08-02,2,12.0,0
2022-08-03,12,2.799999999999999,0
2022-08-04,7,1.0599999999999992,0
2022-08-05,7,0.27799999999999947,0
2022-08-06,0,1.4480500000000007,0
2022-08-07,0,-0.5780509999999993,0
2022-08-08,1,1.6177638500000007,0
2022-08-09,5,4.504331595000001,0
2022-08-10,5,3.1670396838125,0
2022-08-11,2,4.11135761250625,0
2022-08-12,3,0.046025242574999736,0
2022-08-13,1,-0.6230994105874997,0
2022-08-14,5,-0.4045932535671869,0
2022-08-15,2,-0.30107466007187417,0
2022-08-16,4,4.771500592718751,1
2022-08-17,5,6.30905913235,0
2022-08-18,3,-0.07389800849218786,0
2022-08-19,2,-0.6500306714718751,0
2022-08-20,0,-0.39937507569531217,0
2022-08-21,7,-0.2621201025359367,0
2022-08-22,7,2.8007101875000004,0
2022-08-23,0,-0.4637193187499998,0
2022-08-24,0,1.7263405486718753,0
2022-08-25,4,4.594433849960938,0
2022-08-26,5,0.27965221923281236,0
2022-08-27,2,-0.43874910253593763,0
2022-08-28,1,-0.26831103749999985,0
2022-08-29,3,-0.19732708874999944,0
2022-08-30,6,2.8437247859531256,0
2022-08-31,4,7.5706892373921875,0
2022-09-01,3,3.9772328802187493,0
2022-09-02,8,0.9787670335999994,0
2022-09-03,4,-0.7665500756953126,0
2022-09-04,14,-0.4545491025359369,0
2022-09-05,1,2.671267462500001,0
2022-09-06,1,2.4395140612500006,0
2022-09-07,4,2.349501928453125,0
2022-09-08,0,3.2959644320171875,0
2022-09-09,0,1.180292722134375,0
2022-09-10,1,-0.6369686387109373,0
2022-09-11,9,-0.3706214925718746,0
2022-09-12,4,1.7392326237500007,0
2022-09-13,14,1.5927359347031254,0
2022-09-14,0,-0.4620641354046872,0
2022-09-15,4,9.728399693345313,0
2022-09-16,4,0.816017797829687,0
2022-09-17,0,-0.7762905361750001,0
2022-09-18,1,-0.45035523007187506,0
2022-09-19,1,6.687863582500001,0
2022-09-20,2,0.056183481468750185,0
2022-09-21,2,1.3852120438968751,0
2022-09-22,1,3.401441307428125,0
2022-09-23,1,2.2189919773437503,0
2022-09-24,2,-0.7736049013906248,0
2022-09-25,2,-0.41537354257187464,0
2022-09-26,12,-0.29120138624999936,0
2022-09-27,3,0.7691495876406257,0
2022-09-28,15,1.708454026732813,0
2022-09-29,3,0.6436036989328127,0
2022-09-30,1,-0.3068520458843749,0
2022-10-01,10,-0.18496284919062486,0
2022-10-02,10,-0.11113830760781225,0
2022-10-03,6,-0.06605801249999978,0
2022-10-04,7,1.9464655287500001,0
2022-10-05,11,9.755082281984375,0
2022-10-06,3,9.871370825182812,0
2022-10-07,1,-1.6333660180875014,0
2022-10-08,2,-0.8297238525359378,0
2022-10-09,5,-0.5523584999999993,0
2022-10-10,0,4.585220975000001,0
2022-10-11,10,2.1689082325000006,0
2022-10-12,9,-0.7998557260312497,0
2022-10-13,6,1.4879885060218756,0
2022-10-14,7,0.42194753146875064,0
2022-10-15,0,-0.4249586278953119,0
2022-10-16,0,-0.21616031249999973,0
2022-10-17,4,1.8352204812500004,0
2022-10-18,5,-0.3340186538281248,0
2022-10-19,4,3.796860023273438,0
2022-10-20,2,0.4824540373921873,0
2022-10-21,4,0.64844467771875,0
2022-10-22,0,-0.31759951808750003,0
2022-10-23,0,-0.19087287753593715,0
2022-10-24,5,1.8641831075000004,0
2022-10-25,2,2.69143607396875,0
2022-10-26,7,-0.48045125257187504,0
2022-10-27,3,1.7454710391875001,0
