,rust-lang/rust,JetBrains/kotlin,apple/swift
2025-07-24,79,26,46
2025-07-25,103,64,41
2025-07-26,75,0,19
2025-07-27,95,0,7
2025-07-28,92,107,39
2025-07-29,114,14,55
2025-07-30,73,68,39
2025-07-31,111,38,47
2025-08-01,113,14,45
2025-08-02,68,1,23
2025-08-03,78,0,11
2025-08-04,87,46,31
2025-08-05,69,45,31
2025-08-06,96,43,28
2025-08-07,84,57,38
2025-08-08,125,30,32
2025-08-09,74,1,12
2025-08-10,86,0,6
2025-08-11,109,39,34
2025-08-12,66,41,36
2025-08-13,100,20,49
2025-08-14,105,57,49
2025-08-15,110,35,41
2025-08-16,41,0,17
