,ant-design/ant-design,twbs/bootstrap,mui/material-ui
2019-10-23,10,0,3
2019-10-24,3,0,8
2019-10-25,5,3,4
2019-10-26,4,1,2
2019-10-27,7,1,6
2019-10-28,5,3,3
2019-10-29,4,0,12
2019-10-30,3,0,6
2019-10-31,1,7,4
2019-11-01,2,1,7
2019-11-02,1,0,2
2019-11-03,3,0,6
2019-11-04,16,7,7
2019-11-05,3,0,6
2019-11-06,11,0,2
2019-11-07,3,6,9
2019-11-08,5,1,6
2019-11-09,5,0,3
2019-11-10,5,0,4
2019-11-11,5,0,6
2019-11-12,4,2,9
2019-11-13,7,0,5
2019-11-14,3,0,6
2019-11-15,10,1,7
2019-11-16,4,0,10
2019-11-17,2,0,2
2019-11-18,9,1,7
2019-11-19,10,0,3
2019-11-20,11,0,5
2019-11-21,8,1,3
2019-11-22,6,1,8
2019-11-23,5,0,2
2019-11-24,7,3,1
2019-11-25,19,5,11
2019-11-26,3,2,4
2019-11-27,5,1,2
2019-11-28,5,4,2
2019-11-29,36,0,6
2019-11-30,3,0,0
2019-12-01,19,1,7
2019-12-02,13,0,4
2019-12-03,21,0,3
2019-12-04,18,1,3
2019-12-05,9,0,2
2019-12-06,15,2,4
2019-12-07,5,0,5
2019-12-08,0,1,3
2019-12-09,11,1,7
2019-12-10,7,0,6
2019-12-11,9,1,4
2019-12-12,6,0,6
2019-12-13,5,2,5
2019-12-14,2,5,4
2019-12-15,2,2,5
2019-12-16,4,0,3
2019-12-17,7,0,12
2019-12-18,22,1,4
2019-12-19,12,0,2
2019-12-20,7,1,0
2019-12-21,7,0,2
2019-12-22,1,0,1
2019-12-23,30,0,1
2019-12-24,20,1,3
2019-12-25,54,14,1
2019-12-26,35,0,4
2019-12-27,22,2,8
2019-12-28,7,0,2
2019-12-29,4,0,0
2019-12-30,11,2,15
2019-12-31,23,0,4
2020-01-01,3,0,0
2020-01-02,20,4,2
2020-01-03,28,0,6
2020-01-04,4,2,4
2020-01-05,2,0,2
2020-01-06,17,1,1
2020-01-07,9,6,2
2020-01-08,10,1,6
2020-01-09,13,1,5
2020-01-10,4,1,0
2020-01-11,2,0,7
2020-01-12,3,0,1
2020-01-13,14,3,5
2020-01-14,10,1,5
2020-01-15,8,0,6
2020-01-16,5,1,3
2020-01-17,17,1,10
2020-01-18,0,0,4
2020-01-19,3,0,5
2020-01-20,4,0,6
2020-01-21,16,0,7
2020-01-22,6,0,9
2020-01-23,0,2,1
2020-01-24,5,0,3
2020-01-25,2,3,4
2020-01-26,2,0,10
2020-01-27,3,0,3
2020-01-28,4,1,4
2020-01-29,3,0,0
2020-01-30,2,0,5
2020-01-31,1,0,4
2020-02-01,2,1,12
2020-02-02,6,0,9
2020-02-03,7,4,4
2020-02-04,22,1,6
2020-02-05,3,2,4
2020-02-06,3,1,6
2020-02-07,7,1,4
2020-02-08,1,0,0
2020-02-09,9,1,3
2020-02-10,11,3,3
2020-02-11,6,2,5
2020-02-12,4,5,2
2020-02-13,4,3,6
2020-02-14,3,6,5
2020-02-15,1,8,2
2020-02-16,3,4,4
2020-02-17,8,9,7
2020-02-18,5,0,2
2020-02-19,13,0,7
2020-02-20,4,1,5
2020-02-21,2,0,21
2020-02-22,3,2,6
2020-02-23,3,1,9
2020-02-24,5,0,16
2020-02-25,9,0,7
2020-02-26,11,0,7
2020-02-27,10,0,3
2020-02-28,26,0,1
2020-02-29,12,1,3
2020-03-01,5,0,10
2020-03-02,15,1,2
2020-03-03,18,0,13
2020-03-04,20,3,15
2020-03-05,12,5,5
2020-03-06,13,2,3
2020-03-07,7,1,4
2020-03-08,4,3,2
2020-03-09,14,5,0
2020-03-10,18,10,7
2020-03-11,19,1,4
2020-03-12,8,3,1
2020-03-13,15,1,2
2020-03-14,4,2,0
2020-03-15,8,2,6
2020-03-16,17,1,8
2020-03-17,15,4,2
2020-03-18,19,18,8
2020-03-19,20,1,7
2020-03-20,17,4,6
2020-03-21,6,1,6
2020-03-22,12,0,5
2020-03-23,22,9,7
2020-03-24,9,8,11
2020-03-25,12,7,10
2020-03-26,7,1,6
2020-03-27,16,0,9
2020-03-28,7,12,10
2020-03-29,18,2,10
2020-03-30,15,8,7
2020-03-31,5,9,3
2020-04-01,15,7,4
2020-04-02,11,2,7
2020-04-03,10,0,5
2020-04-04,3,0,4
2020-04-05,9,0,5
2020-04-06,11,3,10
2020-04-07,13,0,7
2020-04-08,15,3,10
2020-04-09,10,4,4
2020-04-10,12,1,7
2020-04-11,6,2,4
2020-04-12,10,0,5
2020-04-13,12,9,5
2020-04-14,16,10,9
2020-04-15,7,6,3
2020-04-16,4,2,7
2020-04-17,7,6,8
2020-04-18,9,3,7
2020-04-19,1,0,4
2020-04-20,11,1,12
2020-04-21,20,0,17
2020-04-22,16,0,11
2020-04-23,10,0,8
2020-04-24,12,5,9
2020-04-25,16,0,4
2020-04-26,20,0,13
2020-04-27,23,14,12
2020-04-28,20,4,7
2020-04-29,17,10,6
2020-04-30,15,2,0
2020-05-01,7,3,2
2020-05-02,12,1,5
2020-05-03,5,0,9
2020-05-04,7,7,12
2020-05-05,12,6,5
2020-05-06,10,7,9
2020-05-07,14,2,6
2020-05-08,12,2,3
2020-05-09,14,0,8
2020-05-10,8,0,0
2020-05-11,12,4,10
2020-05-12,8,4,5
2020-05-13,22,6,1
2020-05-14,15,5,5
2020-05-15,11,5,3
2020-05-16,12,0,6
2020-05-17,3,0,12
2020-05-18,16,2,3
2020-05-19,15,2,8
2020-05-20,12,10,5
2020-05-21,14,0,0
2020-05-22,12,0,5
2020-05-23,11,0,7
2020-05-24,5,0,5
2020-05-25,14,0,7
2020-05-26,11,4,7
2020-05-27,13,0,3
2020-05-28,21,2,4
2020-05-29,13,0,6
2020-05-30,12,1,2
2020-05-31,15,1,11
2020-06-01,16,0,7
2020-06-02,16,0,5
2020-06-03,13,4,5
2020-06-04,4,1,6
2020-06-05,9,0,2
2020-06-06,13,0,2
2020-06-07,5,0,6
2020-06-08,12,1,1
2020-06-09,10,5,5
2020-06-10,7,4,4
2020-06-11,19,3,6
2020-06-12,17,7,3
2020-06-13,2,0,3
2020-06-14,4,5,7
2020-06-15,8,1,4
2020-06-16,11,27,11
2020-06-17,12,17,5
2020-06-18,8,6,12
2020-06-19,11,4,6
2020-06-20,3,2,8
2020-06-21,2,1,3
2020-06-22,10,0,13
2020-06-23,5,3,4
2020-06-24,10,2,5
2020-06-25,1,6,5
2020-06-26,0,0,2
2020-06-27,0,3,6
2020-06-28,22,0,6
2020-06-29,16,0,1
2020-06-30,13,1,8
2020-07-01,19,6,7
2020-07-02,15,0,6
2020-07-03,7,4,6
2020-07-04,2,0,3
2020-07-05,0,0,3
2020-07-06,8,3,7
2020-07-07,9,3,5
2020-07-08,14,0,6
2020-07-09,11,0,5
2020-07-10,8,5,6
2020-07-11,2,6,4
2020-07-12,6,8,9
2020-07-13,8,7,8
2020-07-14,8,0,2
2020-07-15,13,0,7
2020-07-16,7,0,4
2020-07-17,6,0,3
2020-07-18,0,0,0
2020-07-19,0,0,6
2020-07-20,8,0,6
2020-07-21,17,2,5
2020-07-22,8,0,10
2020-07-23,5,0,5
2020-07-24,4,0,3
2020-07-25,2,0,6
2020-07-26,5,0,5
2020-07-27,15,0,10
2020-07-28,14,0,6
2020-07-29,5,0,6
2020-07-30,13,0,3
2020-07-31,8,5,4
2020-08-01,2,0,11
2020-08-02,6,1,5
2020-08-03,14,5,8
2020-08-04,14,3,8
2020-08-05,18,2,3
2020-08-06,4,1,4
2020-08-07,12,0,7
2020-08-08,2,0,3
2020-08-09,5,0,2
2020-08-10,11,0,6
2020-08-11,6,1,1
2020-08-12,19,0,4
2020-08-13,4,1,9
2020-08-14,6,0,6
2020-08-15,2,0,13
2020-08-16,1,0,4
2020-08-17,5,1,9
2020-08-18,8,1,2
2020-08-19,7,1,6
2020-08-20,8,0,5
2020-08-21,9,0,5
2020-08-22,9,2,4
2020-08-23,2,0,5
2020-08-24,6,0,4
2020-08-25,9,0,9
2020-08-26,8,0,3
2020-08-27,3,0,4
2020-08-28,6,0,4
2020-08-29,7,0,0
2020-08-30,0,0,8
2020-08-31,4,0,7
2020-09-01,3,4,6
2020-09-02,12,1,3
2020-09-03,8,1,4
2020-09-04,5,2,8
2020-09-05,6,1,1
2020-09-06,4,0,6
2020-09-07,11,0,1
2020-09-08,5,0,1
2020-09-09,7,1,4
2020-09-10,2,15,3
2020-09-11,6,0,5
2020-09-12,0,0,7
2020-09-13,4,0,6
2020-09-14,11,2,2
2020-09-15,1,11,7
2020-09-16,8,0,7
2020-09-17,10,2,9
2020-09-18,23,2,7
2020-09-19,2,0,1
2020-09-20,4,0,0
2020-09-21,4,1,8
2020-09-22,8,12,11
2020-09-23,3,8,7
2020-09-24,4,6,8
2020-09-25,3,3,12
2020-09-26,1,0,5
2020-09-27,3,0,4
2020-09-28,3,12,15
2020-09-29,3,11,5
2020-09-30,9,4,0
2020-10-01,0,0,2
2020-10-02,5,1,3
2020-10-03,3,0,9
2020-10-04,1,0,4
2020-10-05,1,3,19
2020-10-06,3,0,8
2020-10-07,0,1,16
2020-10-08,3,0,5
2020-10-09,9,0,12
2020-10-10,16,0,11
2020-10-11,0,0,8
2020-10-12,14,1,6
2020-10-13,7,5,9
2020-10-14,10,1,4
2020-10-15,9,1,13
2020-10-16,9,0,12
2020-10-17,1,0,11
2020-10-18,2,0,5
2020-10-19,12,10,7
2020-10-20,7,3,12
2020-10-21,13,0,5
2020-10-22,8,5,8
2020-10-23,7,0,6
2020-10-24,14,0,3
2020-10-25,2,2,1
2020-10-26,10,9,7
2020-10-27,5,2,5
2020-10-28,6,5,5
2020-10-29,5,9,9
2020-10-30,17,6,0
2020-10-31,2,5,10
2020-11-01,1,8,3
2020-11-02,46,5,7
2020-11-03,5,3,6
2020-11-04,9,1,7
2020-11-05,10,7,4
2020-11-06,15,9,5
2020-11-07,1,0,1
2020-11-08,9,6,4
2020-11-09,13,8,7
2020-11-10,5,1,10
2020-11-11,9,5,3
2020-11-12,8,2,7
2020-11-13,13,6,9
2020-11-14,7,16,8
2020-11-15,2,1,2
2020-11-16,12,1,12
2020-11-17,9,6,4
2020-11-18,12,5,6
2020-11-19,4,12,7
2020-11-20,17,4,7
2020-11-21,7,3,6
2020-11-22,3,0,5
2020-11-23,8,7,7
2020-11-24,6,2,16
2020-11-25,11,3,7
2020-11-26,3,0,10
2020-11-27,10,0,6
2020-11-28,0,0,2
2020-11-29,1,6,2
2020-11-30,18,8,5
2020-12-01,10,7,5
2020-12-02,8,3,12
2020-12-03,13,1,9
2020-12-04,7,16,6
2020-12-05,4,0,0
2020-12-06,1,10,4
2020-12-07,7,7,5
2020-12-08,5,4,4
2020-12-09,10,11,7
2020-12-10,3,8,14
2020-12-11,5,5,2
2020-12-12,1,0,14
2020-12-13,0,0,10
2020-12-14,7,10,3
2020-12-15,7,12,4
2020-12-16,4,2,0
2020-12-17,6,3,4
2020-12-18,1,3,4
2020-12-19,0,1,0
2020-12-20,0,3,8
2020-12-21,6,4,3
2020-12-22,3,1,2
2020-12-23,2,0,7
2020-12-24,6,0,7
2020-12-25,5,0,2
2020-12-26,8,0,2
2020-12-27,0,0,1
2020-12-28,16,1,6
2020-12-29,9,1,3
2020-12-30,2,0,13
2020-12-31,6,0,6
2021-01-01,2,0,7
2021-01-02,1,0,3
2021-01-03,1,0,12
2021-01-04,14,0,12
2021-01-05,3,10,2
2021-01-06,6,2,6
2021-01-07,6,4,6
2021-01-08,7,3,6
2021-01-09,1,2,2
2021-01-10,4,3,4
2021-01-11,3,2,7
2021-01-12,8,1,9
2021-01-13,14,17,6
2021-01-14,8,3,10
2021-01-15,7,5,10
2021-01-16,4,0,7
2021-01-17,0,0,2
2021-01-18,7,1,4
2021-01-19,7,2,5
2021-01-20,2,1,5
2021-01-21,8,0,12
2021-01-22,5,0,7
2021-01-23,2,0,5
2021-01-24,12,0,6
2021-01-25,7,3,46
2021-01-26,7,0,13
2021-01-27,8,3,16
2021-01-28,2,10,18
2021-01-29,7,0,1
2021-01-30,5,0,3
2021-01-31,1,0,4
2021-02-01,10,1,9
2021-02-02,13,0,2
2021-02-03,11,9,5
2021-02-04,5,2,2
2021-02-05,8,0,0
2021-02-06,2,0,0
2021-02-07,5,0,13
2021-02-08,2,3,5
2021-02-09,6,10,6
2021-02-10,11,3,4
2021-02-11,1,6,6
2021-02-12,0,2,15
2021-02-13,0,0,2
2021-02-14,0,0,8
2021-02-15,0,4,12
2021-02-16,7,5,7
2021-02-17,2,1,8
2021-02-18,0,3,8
2021-02-19,10,1,7
2021-02-20,9,0,4
2021-02-21,1,1,3
2021-02-22,7,6,6
2021-02-23,7,1,8
2021-02-24,8,1,5
2021-02-25,7,0,3
2021-02-26,4,0,11
2021-02-27,2,0,3
2021-02-28,7,0,3
2021-03-01,3,3,10
2021-03-02,9,7,4
2021-03-03,2,0,5
2021-03-04,2,0,5
2021-03-05,4,0,2
2021-03-06,7,0,7
2021-03-07,1,0,9
2021-03-08,3,2,3
2021-03-09,12,0,10
2021-03-10,4,3,5
2021-03-11,6,9,0
2021-03-12,4,0,4
2021-03-13,7,0,4
2021-03-14,6,0,9
2021-03-15,3,0,0
2021-03-16,2,7,3
2021-03-17,1,8,3
2021-03-18,2,3,12
2021-03-19,6,0,5
2021-03-20,2,0,4
2021-03-21,1,0,6
2021-03-22,1,3,9
2021-03-23,3,6,3
2021-03-24,6,0,6
2021-03-25,4,0,8
2021-03-26,2,0,5
2021-03-27,0,0,7
2021-03-28,1,0,7
2021-03-29,4,0,4
2021-03-30,3,3,3
2021-03-31,6,4,5
2021-04-01,3,2,2
2021-04-02,1,1,3
2021-04-03,2,0,0
2021-04-04,0,3,4
2021-04-05,0,2,3
2021-04-06,3,4,6
2021-04-07,0,5,5
2021-04-08,4,1,9
2021-04-09,2,2,3
2021-04-10,5,1,7
2021-04-11,1,6,1
2021-04-12,4,0,17
2021-04-13,4,2,7
2021-04-14,6,9,3
2021-04-15,1,1,10
2021-04-16,1,0,13
2021-04-17,1,5,4
2021-04-18,4,4,4
2021-04-19,4,10,15
2021-04-20,4,3,5
2021-04-21,8,2,3
2021-04-22,3,2,8
2021-04-23,7,1,21
2021-04-24,0,0,14
2021-04-25,1,5,3
2021-04-26,2,0,9
2021-04-27,0,5,11
2021-04-28,6,0,7
2021-04-29,2,1,15
2021-04-30,6,2,12
2021-05-01,0,3,6
2021-05-02,2,0,2
2021-05-03,0,0,7
2021-05-04,0,1,8
2021-05-05,4,6,4
2021-05-06,9,7,7
2021-05-07,4,0,12
2021-05-08,6,5,0
2021-05-09,0,0,2
2021-05-10,9,8,19
2021-05-11,2,10,12
2021-05-12,0,1,9
2021-05-13,3,9,7
2021-05-14,0,0,0
2021-05-15,0,0,4
2021-05-16,0,0,8
2021-05-17,6,0,8
2021-05-18,4,6,10
2021-05-19,5,3,5
2021-05-20,2,4,7
2021-05-21,1,2,11
2021-05-22,0,3,2
2021-05-23,0,0,2
2021-05-24,16,1,4
2021-05-25,8,6,6
2021-05-26,2,0,1
2021-05-27,5,1,1
2021-05-28,7,3,5
2021-05-29,1,0,0
2021-05-30,2,0,0
2021-05-31,6,1,10
2021-06-01,5,1,6
2021-06-02,3,0,2
2021-06-03,1,11,8
2021-06-04,2,0,3
2021-06-05,2,0,2
2021-06-06,2,1,0
2021-06-07,12,2,12
2021-06-08,3,2,3
2021-06-09,9,0,4
2021-06-10,1,0,2
2021-06-11,4,0,8
2021-06-12,0,0,5
2021-06-13,2,1,4
2021-06-14,2,8,3
2021-06-15,6,4,10
2021-06-16,8,1,4
2021-06-17,1,2,10
2021-06-18,4,0,6
2021-06-19,0,1,4
2021-06-20,0,0,5
2021-06-21,0,0,5
2021-06-22,3,7,9
2021-06-23,4,6,2
2021-06-24,0,2,14
2021-06-25,5,1,11
2021-06-26,0,0,2
2021-06-27,1,0,5
2021-06-28,1,1,12
2021-06-29,6,2,5
2021-06-30,7,0,4
2021-07-01,1,0,8
2021-07-02,7,0,2
2021-07-03,1,0,0
2021-07-04,1,0,2
2021-07-05,2,0,7
2021-07-06,3,3,7
2021-07-07,2,0,8
2021-07-08,5,3,9
2021-07-09,3,0,12
2021-07-10,0,0,5
2021-07-11,0,0,1
2021-07-12,13,1,7
2021-07-13,6,0,4
2021-07-14,4,3,12
2021-07-15,0,0,11
2021-07-16,3,3,2
2021-07-17,0,0,4
2021-07-18,0,1,1
2021-07-19,5,2,8
2021-07-20,6,1,9
2021-07-21,1,2,7
2021-07-22,7,15,7
2021-07-23,3,0,6
2021-07-24,0,0,4
2021-07-25,1,1,2
2021-07-26,3,5,10
2021-07-27,3,4,7
2021-07-28,5,5,2
2021-07-29,3,14,2
2021-07-30,2,1,7
2021-07-31,1,0,2
2021-08-01,0,0,0
2021-08-02,6,0,0
2021-08-03,2,5,6
2021-08-04,4,6,7
2021-08-05,1,2,9
2021-08-06,1,0,3
2021-08-07,0,0,3
2021-08-08,2,0,8
2021-08-09,2,0,11
2021-08-10,5,4,3
2021-08-11,2,0,9
2021-08-12,1,0,4
2021-08-13,3,0,8
2021-08-14,0,0,3
2021-08-15,0,0,0
2021-08-16,7,0,10
2021-08-17,6,0,19
2021-08-18,3,2,7
2021-08-19,1,0,2
2021-08-20,0,2,3
2021-08-21,0,1,2
2021-08-22,2,0,0
2021-08-23,7,2,16
2021-08-24,0,0,16
2021-08-25,2,0,6
2021-08-26,2,0,4
2021-08-27,1,0,4
2021-08-28,1,0,4
2021-08-29,1,0,3
2021-08-30,3,8,6
2021-08-31,6,6,5
2021-09-01,4,0,11
2021-09-02,2,2,16
2021-09-03,4,1,4
2021-09-04,1,1,2
2021-09-05,1,0,2
2021-09-06,10,5,5
2021-09-07,5,4,3
2021-09-08,3,7,20
2021-09-09,2,5,3
2021-09-10,2,1,5
2021-09-11,4,0,0
2021-09-12,0,0,1
2021-09-13,8,1,6
2021-09-14,4,2,9
2021-09-15,7,3,13
2021-09-16,1,0,8
2021-09-17,2,0,9
2021-09-18,2,0,3
2021-09-19,2,0,3
2021-09-20,0,0,12
2021-09-21,0,1,9
2021-09-22,3,0,7
2021-09-23,2,0,4
2021-09-24,11,0,4
2021-09-25,2,0,4
2021-09-26,1,0,0
2021-09-27,4,0,4
2021-09-28,2,8,9
2021-09-29,1,4,6
2021-09-30,6,0,3
2021-10-01,0,1,5
2021-10-02,2,0,1
2021-10-03,0,0,0
2021-10-04,0,3,9
2021-10-05,1,13,11
2021-10-06,0,0,7
2021-10-07,0,2,9
2021-10-08,3,3,4
2021-10-09,6,3,2
2021-10-10,0,2,0
2021-10-11,2,4,7
2021-10-12,2,1,9
2021-10-13,7,6,2
2021-10-14,6,0,6
2021-10-15,1,0,5
2021-10-16,0,0,0
2021-10-17,0,0,0
2021-10-18,3,0,5
2021-10-19,5,0,6
2021-10-20,2,0,12
2021-10-21,2,2,3
2021-10-22,1,0,6
2021-10-23,0,0,0
2021-10-24,0,0,2
2021-10-25,2,0,2
2021-10-26,3,1,5
2021-10-27,2,0,17
2021-10-28,3,1,15
2021-10-29,3,3,5
2021-10-30,2,0,1
2021-10-31,2,0,2
2021-11-01,1,4,12
2021-11-02,7,2,7
2021-11-03,0,2,5
2021-11-04,5,0,4
2021-11-05,4,1,3
2021-11-06,0,0,0
2021-11-07,0,0,0
2021-11-08,5,0,5
2021-11-09,0,2,14
2021-11-10,3,0,7
2021-11-11,5,0,2
2021-11-12,2,0,5
2021-11-13,1,0,1
2021-11-14,0,0,0
2021-11-15,2,2,8
2021-11-16,5,1,5
2021-11-17,6,0,7
2021-11-18,5,0,8
2021-11-19,2,0,6
2021-11-20,2,0,4
2021-11-21,0,0,1
2021-11-22,2,0,6
2021-11-23,3,4,8
2021-11-24,3,1,3
2021-11-25,5,11,12
2021-11-26,15,2,6
2021-11-27,2,0,0
2021-11-28,0,0,4
2021-11-29,1,2,17
2021-11-30,1,2,6
2021-12-01,6,30,1
2021-12-02,5,3,10
2021-12-03,5,1,4
2021-12-04,2,0,3
2021-12-05,5,0,1
2021-12-06,2,0,12
2021-12-07,2,5,0
2021-12-08,5,0,8
2021-12-09,1,4,3
2021-12-10,0,5,5
2021-12-11,0,0,2
2021-12-12,3,0,0
2021-12-13,0,0,4
2021-12-14,0,3,6
2021-12-15,2,5,9
2021-12-16,2,3,1
2021-12-17,1,1,6
2021-12-18,0,2,3
2021-12-19,0,0,0
2021-12-20,1,1,10
2021-12-21,6,9,5
2021-12-22,2,0,8
2021-12-23,2,2,5
2021-12-24,2,0,4
2021-12-25,0,0,3
2021-12-26,0,0,0
2021-12-27,7,0,4
2021-12-28,8,2,2
2021-12-29,7,0,2
2021-12-30,4,0,2
2021-12-31,4,0,5
2022-01-01,0,0,2
2022-01-02,2,0,0
2022-01-03,0,1,5
2022-01-04,9,2,2
2022-01-05,3,5,6
2022-01-06,1,0,1
2022-01-07,1,0,6
2022-01-08,0,0,0
2022-01-09,0,0,0
2022-01-10,7,0,6
2022-01-11,7,2,5
2022-01-12,6,0,6
2022-01-13,4,3,10
2022-01-14,5,0,2
2022-01-15,1,0,1
2022-01-16,0,0,0
2022-01-17,1,0,9
2022-01-18,7,1,4
2022-01-19,5,1,5
2022-01-20,6,0,6
2022-01-21,4,0,4
2022-01-22,0,0,2
2022-01-23,0,0,0
2022-01-24,4,0,8
2022-01-25,1,3,3
2022-01-26,0,0,7
2022-01-27,4,0,3
2022-01-28,1,0,5
2022-01-29,0,11,0
2022-01-30,5,12,0
2022-01-31,1,1,10
2022-02-01,0,11,9
2022-02-02,0,0,6
2022-02-03,0,1,5
2022-02-04,0,0,1
2022-02-05,0,0,0
2022-02-06,0,3,6
2022-02-07,3,4,16
2022-02-08,2,6,2
2022-02-09,2,4,2
2022-02-10,6,0,11
2022-02-11,5,4,5
2022-02-12,2,0,1
2022-02-13,0,0,1
2022-02-14,9,3,11
2022-02-15,5,5,7
2022-02-16,11,3,4
2022-02-17,6,5,3
2022-02-18,6,0,3
2022-02-19,0,11,1
2022-02-20,0,0,2
2022-02-21,5,0,4
2022-02-22,1,5,4
2022-02-23,4,2,4
2022-02-24,3,3,10
2022-02-25,5,7,3
2022-02-26,0,3,0
2022-02-27,7,0,2
2022-02-28,2,10,8
2022-03-01,6,12,9
2022-03-02,5,3,0
2022-03-03,1,0,6
2022-03-04,6,0,7
2022-03-05,0,0,1
2022-03-06,0,1,0
2022-03-07,7,0,11
2022-03-08,11,8,2
2022-03-09,5,10,8
2022-03-10,14,6,7
2022-03-11,7,11,3
2022-03-12,1,1,3
2022-03-13,3,2,2
2022-03-14,9,2,14
2022-03-15,8,1,2
2022-03-16,9,0,3
2022-03-17,7,6,1
2022-03-18,7,2,1
2022-03-19,8,2,0
2022-03-20,3,0,1
2022-03-21,11,0,7
2022-03-22,15,1,1
2022-03-23,9,0,10
2022-03-24,10,0,11
2022-03-25,18,1,5
2022-03-26,2,0,1
2022-03-27,2,0,1
2022-03-28,8,1,7
2022-03-29,10,1,5
2022-03-30,15,0,6
2022-03-31,6,6,9
2022-04-01,6,1,5
2022-04-02,4,0,3
2022-04-03,1,0,1
2022-04-04,0,4,3
2022-04-05,4,0,2
2022-04-06,7,5,9
2022-04-07,16,1,4
2022-04-08,11,1,5
2022-04-09,0,0,5
2022-04-10,0,0,0
2022-04-11,12,3,11
2022-04-12,13,3,8
2022-04-13,8,9,1
2022-04-14,10,0,2
2022-04-15,12,1,5
2022-04-16,0,1,4
2022-04-17,2,1,2
2022-04-18,9,2,9
2022-04-19,14,7,2
2022-04-20,21,2,5
2022-04-21,10,4,7
2022-04-22,21,1,1
2022-04-23,9,0,3
2022-04-24,13,0,0
2022-04-25,7,0,12
2022-04-26,8,2,5
2022-04-27,3,0,7
2022-04-28,5,0,3
2022-04-29,13,6,10
2022-04-30,6,8,1
2022-05-01,4,0,1
2022-05-02,0,0,11
2022-05-03,4,0,11
2022-05-04,4,0,27
2022-05-05,10,0,12
2022-05-06,21,5,7
2022-05-07,29,4,1
2022-05-08,5,0,0
2022-05-09,11,2,11
2022-05-10,7,1,5
2022-05-11,16,3,9
2022-05-12,4,0,9
2022-05-13,14,11,6
2022-05-14,5,1,2
2022-05-15,2,1,2
2022-05-16,8,2,4
2022-05-17,9,1,6
2022-05-18,9,0,9
2022-05-19,11,0,13
2022-05-20,5,6,5
2022-05-21,7,2,0
2022-05-22,1,0,0
2022-05-23,10,2,8
2022-05-24,8,3,7
2022-05-25,17,1,6
2022-05-26,9,3,2
2022-05-27,9,0,4
2022-05-28,3,1,1
2022-05-29,4,0,1
2022-05-30,8,2,7
2022-05-31,9,1,6
2022-06-01,19,3,7
2022-06-02,22,3,3
2022-06-03,0,2,10
2022-06-04,0,1,4
2022-06-05,0,1,2
2022-06-06,16,0,3
2022-06-07,7,1,6
2022-06-08,5,4,16
2022-06-09,7,0,7
2022-06-10,8,0,7
2022-06-11,4,0,0
2022-06-12,1,0,1
2022-06-13,5,3,10
2022-06-14,6,4,8
2022-06-15,4,1,6
2022-06-16,3,1,4
2022-06-17,10,0,8
2022-06-18,0,0,0
2022-06-19,1,0,0
2022-06-20,3,1,5
2022-06-21,13,2,8
2022-06-22,11,1,9
2022-06-23,11,0,10
2022-06-24,13,0,8
2022-06-25,0,1,0
2022-06-26,0,0,0
2022-06-27,9,2,1
2022-06-28,8,3,1
2022-06-29,10,2,2
2022-06-30,3,3,1
2022-07-01,6,0,5
2022-07-02,2,1,2
2022-07-03,2,0,1
2022-07-04,5,1,9
2022-07-05,11,1,8
2022-07-06,5,5,7
2022-07-07,6,3,1
2022-07-08,10,0,4
2022-07-09,0,1,0
2022-07-10,3,1,2
2022-07-11,6,8,10
2022-07-12,10,0,7
2022-07-13,7,2,6
