,plotly/plotly.js,highcharts/highcharts,apache/echarts
2021-12-05,2,0,1.0
2021-12-06,3,27,0.0
2021-12-07,1,13,4.0
2021-12-08,2,7,3.0
2021-12-09,10,11,9.0
2021-12-10,8,4,5.0
2021-12-11,0,5,4.0
2021-12-12,0,0,4.0
2021-12-13,0,22,2.0
2021-12-14,0,7,2.0
2021-12-15,3,7,2.0
2021-12-16,2,9,4.0
2021-12-17,0,20,3.0
2021-12-18,0,0,0.0
2021-12-19,0,0,0.0
2021-12-20,10,5,7.0
2021-12-21,0,12,6.0
2021-12-22,2,9,1.0
2021-12-23,1,6,3.0
2021-12-24,1,0,7.0
2021-12-25,0,0,0.0
2021-12-26,0,0,0.0
2021-12-27,0,0,0.0
2021-12-28,0,0,3.0
2021-12-29,0,5,7.0
2021-12-30,0,9,4.0
2021-12-31,0,0,2.0
2022-01-01,0,0,0.0
2022-01-02,0,0,0.0
2022-01-03,3,3,0.0
2022-01-04,5,21,13.0
2022-01-05,5,7,8.0
2022-01-06,6,17,8.0
2022-01-07,4,10,11.0
2022-01-08,1,0,4.0
2022-01-09,0,0,2.0
2022-01-10,3,2,8.0
2022-01-11,0,3,2.0
2022-01-12,3,5,1.0
2022-01-13,8,20,6.0
2022-01-14,0,35,6.0
2022-01-15,0,0,3.0
2022-01-16,0,3,0.0
2022-01-17,0,3,4.0
2022-01-18,0,16,2.0
2022-01-19,8,3,2.0
2022-01-20,0,5,5.0
2022-01-21,4,3,4.0
2022-01-22,0,0,2.0
2022-01-23,0,0,11.0
2022-01-24,5,3,0.0
2022-01-25,7,4,4.0
2022-01-26,1,14,3.0
2022-01-27,8,1,1.0
2022-01-28,3,12,0.0
2022-01-29,1,19,0.0
2022-01-30,2,0,0.0
2022-01-31,0,10,0.0
2022-02-01,3,10,0.0
2022-02-02,0,4,0.0
2022-02-03,15,17,0.0
2022-02-04,20,11,0.0
2022-02-05,0,3,0.0
2022-02-06,0,2,0.0
2022-02-07,4,12,3.0
2022-02-08,2,13,0.0
2022-02-09,0,14,0.0
2022-02-10,9,7,0.0
2022-02-11,3,8,6.0
2022-02-12,3,0,0.0
2022-02-13,0,0,0.0
2022-02-14,0,7,1.0
2022-02-15,3,7,8.0
2022-02-16,0,6,2.0
2022-02-17,0,6,4.0
2022-02-18,1,1,6.0
2022-02-19,0,0,0.0
2022-02-20,0,5,0.0
2022-02-21,0,1,0.0
2022-02-22,0,2,0.0
2022-02-23,0,0,0.0
2022-02-24,3,4,0.0
2022-02-25,0,0,2.0
2022-02-26,0,0,0.0
2022-02-27,0,0,1.0
2022-02-28,0,3,5.0
2022-03-01,1,2,0.0
2022-03-02,0,2,5.0
2022-03-03,0,0,1.0
2022-03-04,8,15,0.0
2022-03-05,3,0,0.0
2022-03-06,0,0,0.0
2022-03-07,10,9,4.0
2022-03-08,14,0,1.0
2022-03-09,1,2,2.0
2022-03-10,2,2,0.0
2022-03-11,18,6,3.0
2022-03-12,3,0,3.0
2022-03-13,0,0,1.0
2022-03-14,1,3,6.0
2022-03-15,6,7,5.0
2022-03-16,0,42,2.0
2022-03-17,5,4,2.0
2022-03-18,13,6,5.0
2022-03-19,2,0,1.0
2022-03-20,2,0,1.0
2022-03-21,0,1,1.0
2022-03-22,5,6,2.0
2022-03-23,20,24,3.0
2022-03-24,1,1,6.0
2022-03-25,0,6,2.0
2022-03-26,0,1,0.0
2022-03-27,0,0,3.0
2022-03-28,0,7,6.0
2022-03-29,0,4,3.0
2022-03-30,0,28,3.0
2022-03-31,0,4,0.0
2022-04-01,4,5,8.0
2022-04-02,0,0,0.0
2022-04-03,0,0,0.0
2022-04-04,0,6,0.0
2022-04-05,0,3,2.0
2022-04-06,2,3,0.0
2022-04-07,22,0,0.0
2022-04-08,0,18,1.0
2022-04-09,0,0,2.0
2022-04-10,0,0,0.0
2022-04-11,0,5,5.0
2022-04-12,0,3,3.0
2022-04-13,0,4,5.0
2022-04-14,2,2,5.0
2022-04-15,0,0,3.0
2022-04-16,0,0,1.0
2022-04-17,0,0,1.0
2022-04-18,0,0,0.0
2022-04-19,0,7,0.0
2022-04-20,5,20,0.0
2022-04-21,3,6,7.0
2022-04-22,6,15,3.0
2022-04-23,0,0,0.0
2022-04-24,0,0,1.0
2022-04-25,7,16,0.0
2022-04-26,4,10,5.0
2022-04-27,1,22,4.0
2022-04-28,1,10,2.0
2022-04-29,2,5,2.0
2022-04-30,1,0,0.0
2022-05-01,0,0,1.0
2022-05-02,10,5,2.0
2022-05-03,0,4,1.0
2022-05-04,3,0,3.0
2022-05-05,3,1,2.0
2022-05-06,17,13,0.0
2022-05-07,0,0,0.0
2022-05-08,0,1,0.0
2022-05-09,19,4,0.0
2022-05-10,0,5,0.0
2022-05-11,3,19,2.0
2022-05-12,2,6,1.0
2022-05-13,2,9,0.0
2022-05-14,5,3,0.0
2022-05-15,0,5,0.0
2022-05-16,0,9,1.0
2022-05-17,0,1,0.0
2022-05-18,0,21,1.0
2022-05-19,2,5,1.0
2022-05-20,1,24,5.0
2022-05-21,0,0,1.0
2022-05-22,0,0,0.0
2022-05-23,1,9,2.0
2022-05-24,2,4,5.0
2022-05-25,3,1,3.0
2022-05-26,6,2,1.0
2022-05-27,2,2,1.0
2022-05-28,0,0,3.0
2022-05-29,0,0,0.0
2022-05-30,2,16,0.0
2022-05-31,3,4,0.0
2022-06-01,7,5,0.0
2022-06-02,0,1,0.0
2022-06-03,0,10,3.0
2022-06-04,0,0,1.0
2022-06-05,0,0,0.0
2022-06-06,0,1,0.0
2022-06-07,0,9,6.0
2022-06-08,0,0,3.0
2022-06-09,11,0,5.0
2022-06-10,5,1,0.0
2022-06-11,0,0,0.0
2022-06-12,0,1,0.0
2022-06-13,0,13,6.0
2022-06-14,10,4,5.0
2022-06-15,8,11,2.0
2022-06-16,1,7,1.0
2022-06-17,0,10,1.0
2022-06-18,0,1,1.0
2022-06-19,0,0,3.0
2022-06-20,4,2,3.0
2022-06-21,5,17,1.0
2022-06-22,22,7,0.0
2022-06-23,0,16,0.0
2022-06-24,4,14,0.0
2022-06-25,0,2,0.0
2022-06-26,0,2,0.0
2022-06-27,7,9,0.0
2022-06-28,4,0,0.0
2022-06-29,1,0,0.0
2022-06-30,3,2,0.0
2022-07-01,2,0,0.0
2022-07-02,0,0,0.0
2022-07-03,0,0,0.0
2022-07-04,0,27,4.0
2022-07-05,20,9,3.0
2022-07-06,13,17,1.0
2022-07-07,13,5,1.0
2022-07-08,26,34,1.0
2022-07-09,2,14,0.0
2022-07-10,0,1,1.0
2022-07-11,9,9,4.0
2022-07-12,12,10,3.0
2022-07-13,3,6,1.0
2022-07-14,16,17,2.0
2022-07-15,14,2,3.0
2022-07-16,0,0,0.0
2022-07-17,0,0,0.0
2022-07-18,6,5,2.0
2022-07-19,0,6,3.0
2022-07-20,2,2,2.0
2022-07-21,2,2,1.0
2022-07-22,0,0,5.0
2022-07-23,0,0,1.0
2022-07-24,0,0,0.0
2022-07-25,6,2,3.0
2022-07-26,4,2,2.0
2022-07-27,1,4,0.0
2022-07-28,5,1,4.0
2022-07-29,0,0,1.0
2022-07-30,0,0,1.0
2022-07-31,0,0,0.0
2022-08-01,0,4,4.0
2022-08-02,3,2,1.0
2022-08-03,0,0,0.0
2022-08-04,0,35,7.0
2022-08-05,0,70,3.0
2022-08-06,0,0,3.0
2022-08-07,0,0,0.0
2022-08-08,2,14,2.0
2022-08-09,2,5,5.0
2022-08-10,4,12,0.0
2022-08-11,6,24,0.0
2022-08-12,3,2,0.0
2022-08-13,0,0,0.0
2022-08-14,0,0,2.0
2022-08-15,0,13,3.0
2022-08-16,3,19,3.0
2022-08-17,0,2,1.0
2022-08-18,0,19,1.0
2022-08-19,7,7,0.0
2022-08-20,0,0,0.0
2022-08-21,0,0,1.0
2022-08-22,1,5,7.0
2022-08-23,0,15,1.0
2022-08-24,0,17,0.0
2022-08-25,2,9,1.0
2022-08-26,3,4,1.0
2022-08-27,0,0,1.0
2022-08-28,0,0,0.0
2022-08-29,0,16,3.0
2022-08-30,3,6,2.0
2022-08-31,2,6,1.0
2022-09-01,5,4,3.0
2022-09-02,10,19,9.0
2022-09-03,0,0,1.0
2022-09-04,0,0,0.0
2022-09-05,0,0,2.0
2022-09-06,4,26,2.0
2022-09-07,6,31,0.0
2022-09-08,4,8,0.0
2022-09-09,0,2,0.0
2022-09-10,0,0,0.0
2022-09-11,0,0,0.0
2022-09-12,1,14,0.0
2022-09-13,0,15,4.0
2022-09-14,0,4,2.0
2022-09-15,3,3,0.0
2022-09-16,1,0,0.0
2022-09-17,1,0,0.0
2022-09-18,0,0,0.0
2022-09-19,9,11,0.0
2022-09-20,2,7,0.0
2022-09-21,2,23,0.0
2022-09-22,6,8,5.0
2022-09-23,9,9,2.0
2022-09-24,0,0,2.0
2022-09-25,0,3,6.0
2022-09-26,0,12,2.0
2022-09-27,0,3,1.0
2022-09-28,0,6,1.0
2022-09-29,4,5,4.0
2022-09-30,0,10,0.0
2022-10-01,0,0,0.0
2022-10-02,0,0,0.0
2022-10-03,4,6,0.0
2022-10-04,4,5,0.0
2022-10-05,6,17,1.0
2022-10-06,12,29,0.0
2022-10-07,3,10,0.0
2022-10-08,0,0,5.0
2022-10-09,0,0,0.0
2022-10-10,0,3,0.0
2022-10-11,3,2,2.0
2022-10-12,1,2,0.0
2022-10-13,6,1,0.0
2022-10-14,14,3,2.0
2022-10-15,0,0,8.0
2022-10-16,0,0,10.0
2022-10-17,0,4,8.0
2022-10-18,0,13,5.0
2022-10-19,1,0,1.0
2022-10-20,0,1,6.0
2022-10-21,17,0,5.0
2022-10-22,1,0,2.0
2022-10-23,0,0,0.0
2022-10-24,4,3,2.0
2022-10-25,0,4,3.0
2022-10-26,0,17,0.0
2022-10-27,1,13,2.0
2022-10-28,0,9,0.0
2022-10-29,0,1,1.0
2022-10-30,0,1,1.0
2022-10-31,1,23,4.0
2022-11-01,6,13,1.0
2022-11-02,2,14,2.0
2022-11-03,2,16,0.0
2022-11-04,3,10,2.0
2022-11-05,0,2,1.0
2022-11-06,1,0,3.0
2022-11-07,2,7,2.0
2022-11-08,4,11,3.0
2022-11-09,8,6,3.0
2022-11-10,5,7,6.0
2022-11-11,10,37,2.0
2022-11-12,4,0,1.0
2022-11-13,0,0,2.0
2022-11-14,14,13,2.0
2022-11-15,0,10,4.0
2022-11-16,6,14,0.0
2022-11-17,5,14,3.0
2022-11-18,0,18,0.0
2022-11-19,0,0,0.0
2022-11-20,0,0,0.0
2022-11-21,1,13,2.0
2022-11-22,0,19,0.0
2022-11-23,0,10,0.0
2022-11-24,2,17,0.0
2022-11-25,0,8,7.0
2022-11-26,1,4,0.0
2022-11-27,0,0,0.0
2022-11-28,0,20,1.0
2022-11-29,0,24,4.0
2022-11-30,1,16,4.0
2022-12-01,6,29,3.0
2022-12-02,14,18,1.0
2022-12-03,0,0,0.0
2022-12-04,2,0,0.0
2022-12-05,2,21,1.0
2022-12-06,3,29,0.0
2022-12-07,3,7,1.0
2022-12-08,0,5,2.0
2022-12-09,4,24,2.0
2022-12-10,0,7,1.0
2022-12-11,0,0,0.0
2022-12-12,3,40,3.0
2022-12-13,3,15,0.0
2022-12-14,6,21,2.0
2022-12-15,5,11,1.0
2022-12-16,5,21,1.0
2022-12-17,0,0,0.0
2022-12-18,0,0,0.0
2022-12-19,2,26,0.0
2022-12-20,10,94,1.0
2022-12-21,20,56,0.0
2022-12-22,8,12,0.0
2022-12-23,8,9,0.0
2022-12-24,1,2,0.0
2022-12-25,0,0,1.0
2022-12-26,2,0,1.0
2022-12-27,0,6,1.0
2022-12-28,0,7,1.0
2022-12-29,0,17,0.0
2022-12-30,0,11,0.0
2022-12-31,0,0,2.0
2023-01-01,0,0,0.0
2023-01-02,0,18,0.0
2023-01-03,13,27,0.0
2023-01-04,5,54,0.0
2023-01-05,1,35,0.0
2023-01-06,1,13,1.0
2023-01-07,1,1,0.0
2023-01-08,2,0,0.0
2023-01-09,4,16,0.0
2023-01-10,2,19,0.0
2023-01-11,8,16,0.0
2023-01-12,8,29,0.0
2023-01-13,0,26,0.0
2023-01-14,0,3,0.0
2023-01-15,0,2,0.0
2023-01-16,0,52,0.0
2023-01-17,2,48,0.0
2023-01-18,8,29,0.0
2023-01-19,5,31,0.0
2023-01-20,0,22,0.0
2023-01-21,0,0,0.0
2023-01-22,0,0,0.0
2023-01-23,0,32,1.0
2023-01-24,4,48,0.0
2023-01-25,0,45,0.0
2023-01-26,1,31,0.0
2023-01-27,0,30,0.0
2023-01-28,0,1,0.0
2023-01-29,1,1,0.0
2023-01-30,5,38,0.0
2023-01-31,0,28,0.0
2023-02-01,12,29,1.0
2023-02-02,6,23,3.0
2023-02-03,7,22,0.0
2023-02-04,0,1,1.0
2023-02-05,0,0,1.0
2023-02-06,10,32,0.0
2023-02-07,6,27,0.0
2023-02-08,2,22,0.0
2023-02-09,8,19,0.0
2023-02-10,7,8,0.0
2023-02-11,0,2,0.0
2023-02-12,0,0,1.0
2023-02-13,3,25,0.0
2023-02-14,2,20,0.0
2023-02-15,13,24,1.0
2023-02-16,6,17,2.0
2023-02-17,12,15,1.0
2023-02-18,1,1,1.0
2023-02-19,0,0,0.0
2023-02-20,35,12,0.0
2023-02-21,5,23,1.0
2023-02-22,0,17,1.0
2023-02-23,7,20,2.0
2023-02-24,22,18,1.0
2023-02-25,1,3,1.0
2023-02-26,0,1,0.0
2023-02-27,8,54,2.0
2023-02-28,10,34,0.0
2023-03-01,20,24,0.0
2023-03-02,8,17,0.0
2023-03-03,1,37,2.0
2023-03-04,0,1,0.0
2023-03-05,0,1,1.0
2023-03-06,26,38,5.0
2023-03-07,9,31,2.0
2023-03-08,13,20,1.0
2023-03-09,30,24,1.0
2023-03-10,31,34,0.0
2023-03-11,2,8,0.0
2023-03-12,0,1,0.0
2023-03-13,24,46,0.0
2023-03-14,8,35,2.0
2023-03-15,18,11,1.0
2023-03-16,0,18,0.0
2023-03-17,6,18,0.0
2023-03-18,0,2,0.0
2023-03-19,0,1,0.0
2023-03-20,0,36,0.0
2023-03-21,11,50,1.0
2023-03-22,1,26,0.0
2023-03-23,0,24,6.0
2023-03-24,1,16,2.0
2023-03-25,0,4,0.0
2023-03-26,0,0,0.0
2023-03-27,0,21,5.0
2023-03-28,4,25,1.0
2023-03-29,9,22,0.0
2023-03-30,0,19,0.0
2023-03-31,6,25,4.0
2023-04-01,0,1,0.0
2023-04-02,0,1,0.0
2023-04-03,3,23,5.0
2023-04-04,0,10,0.0
2023-04-05,0,4,0.0
2023-04-06,0,2,0.0
2023-04-07,1,6,0.0
2023-04-08,1,0,0.0
2023-04-09,0,0,0.0
2023-04-10,5,0,0.0
2023-04-11,0,39,1.0
2023-04-12,3,21,0.0
2023-04-13,2,24,1.0
2023-04-14,9,9,0.0
2023-04-15,3,2,0.0
2023-04-16,1,10,0.0
2023-04-17,11,40,1.0
2023-04-18,1,50,2.0
2023-04-19,0,43,4.0
2023-04-20,1,22,4.0
2023-04-21,3,26,3.0
2023-04-22,0,6,0.0
2023-04-23,0,6,1.0
2023-04-24,3,54,0.0
2023-04-25,5,35,4.0
2023-04-26,9,24,0.0
2023-04-27,11,13,1.0
2023-04-28,1,15,1.0
2023-04-29,0,1,0.0
2023-04-30,0,0,0.0
2023-05-01,3,1,0.0
2023-05-02,13,29,0.0
2023-05-03,2,15,0.0
2023-05-04,0,10,1.0
2023-05-05,3,6,0.0
2023-05-06,0,0,1.0
2023-05-07,0,1,0.0
2023-05-08,7,17,0.0
2023-05-09,1,28,0.0
2023-05-10,4,23,0.0
2023-05-11,5,18,2.0
2023-05-12,31,16,0.0
2023-05-13,2,1,0.0
2023-05-14,4,2,2.0
2023-05-15,4,19,2.0
2023-05-16,0,28,0.0
2023-05-17,8,12,0.0
2023-05-18,5,7,0.0
2023-05-19,6,7,0.0
2023-05-20,0,0,0.0
2023-05-21,0,0,0.0
2023-05-22,0,58,0.0
2023-05-23,2,37,1.0
2023-05-24,4,52,1.0
2023-05-25,1,15,0.0
2023-05-26,1,38,0.0
2023-05-27,0,1,0.0
2023-05-28,0,0,0.0
2023-05-29,4,4,0.0
2023-05-30,6,19,0.0
2023-05-31,8,18,1.0
2023-06-01,7,11,0.0
2023-06-02,7,13,0.0
2023-06-03,3,2,0.0
2023-06-04,0,0,0.0
2023-06-05,6,23,0.0
2023-06-06,8,16,0.0
2023-06-07,6,31,3.0
2023-06-08,2,7,6.0
2023-06-09,5,3,0.0
2023-06-10,0,1,0.0
2023-06-11,0,1,0.0
2023-06-12,2,9,0.0
2023-06-13,0,12,3.0
2023-06-14,0,16,2.0
2023-06-15,0,34,0.0
2023-06-16,0,33,0.0
2023-06-17,0,1,0.0
2023-06-18,0,1,0.0
2023-06-19,0,20,0.0
2023-06-20,0,39,0.0
2023-06-21,2,9,0.0
2023-06-22,0,34,0.0
2023-06-23,1,37,0.0
2023-06-24,0,0,0.0
2023-06-25,0,1,0.0
2023-06-26,0,35,4.0
2023-06-27,3,22,6.0
2023-06-28,10,43,1.0
2023-06-29,7,52,8.0
2023-06-30,4,40,0.0
2023-07-01,0,0,3.0
2023-07-02,0,5,0.0
2023-07-03,0,252,2.0
2023-07-04,8,40,3.0
2023-07-05,15,50,6.0
2023-07-06,3,42,0.0
2023-07-07,5,23,2.0
2023-07-08,0,0,0.0
2023-07-09,0,0,4.0
2023-07-10,2,30,1.0
2023-07-11,0,12,0.0
2023-07-12,0,12,0.0
2023-07-13,0,12,2.0
2023-07-14,0,22,0.0
2023-07-15,0,0,0.0
2023-07-16,0,0,0.0
2023-07-17,7,21,0.0
2023-07-18,12,12,3.0
2023-07-19,4,22,1.0
2023-07-20,3,3,0.0
2023-07-21,2,3,0.0
2023-07-22,0,0,0.0
2023-07-23,0,0,1.0
2023-07-24,4,15,0.0
2023-07-25,11,8,0.0
2023-07-26,1,7,0.0
2023-07-27,0,11,0.0
2023-07-28,4,4,0.0
2023-07-29,0,3,0.0
2023-07-30,0,0,0.0
2023-07-31,5,17,0.0
2023-08-01,3,23,0.0
2023-08-02,8,9,2.0
2023-08-03,0,16,0.0
2023-08-04,0,16,1.0
2023-08-05,2,0,1.0
2023-08-06,0,0,0.0
2023-08-07,0,15,0.0
2023-08-08,1,5,0.0
2023-08-09,0,19,0.0
2023-08-10,2,21,0.0
2023-08-11,14,14,0.0
2023-08-12,3,0,0.0
2023-08-13,0,0,0.0
2023-08-14,0,23,0.0
2023-08-15,7,3,0.0
2023-08-16,7,40,0.0
2023-08-17,2,38,0.0
2023-08-18,6,21,0.0
2023-08-19,0,0,0.0
2023-08-20,6,0,0.0
2023-08-21,2,52,0.0
2023-08-22,7,44,0.0
2023-08-23,1,34,1.0
2023-08-24,4,206,0.0
2023-08-25,0,24,0.0
2023-08-26,0,0,0.0
2023-08-27,0,1,0.0
2023-08-28,0,64,0.0
2023-08-29,1,32,1.0
2023-08-30,0,51,1.0
2023-08-31,3,68,0.0
2023-09-01,2,27,0.0
2023-09-02,1,0,1.0
2023-09-03,0,6,1.0
2023-09-04,0,45,0.0
2023-09-05,0,33,0.0
2023-09-06,0,27,0.0
2023-09-07,0,25,0.0
2023-09-08,0,21,0.0
2023-09-09,0,0,5.0
2023-09-10,0,0,1.0
2023-09-11,1,23,1.0
2023-09-12,0,30,2.0
2023-09-13,1,18,1.0
2023-09-14,3,25,0.0
2023-09-15,4,12,2.0
2023-09-16,0,0,0.0
2023-09-17,8,0,0.0
2023-09-18,0,25,0.0
2023-09-19,2,23,2.0
2023-09-20,0,28,0.0
2023-09-21,1,43,0.0
2023-09-22,10,16,2.0
2023-09-23,0,0,0.0
2023-09-24,0,0,0.0
2023-09-25,1,5,0.0
2023-09-26,0,20,3.0
2023-09-27,1,10,1.0
2023-09-28,1,28,0.0
2023-09-29,0,3,0.0
2023-09-30,3,5,0.0
2023-10-01,0,7,0.0
2023-10-02,0,15,0.0
2023-10-03,2,35,1.0
2023-10-04,14,17,1.0
2023-10-05,0,29,0.0
2023-10-06,0,51,1.0
2023-10-07,0,1,0.0
2023-10-08,0,9,2.0
2023-10-09,0,14,0.0
2023-10-10,1,6,0.0
2023-10-11,0,19,0.0
2023-10-12,0,30,1.0
2023-10-13,1,35,0.0
2023-10-14,0,0,0.0
2023-10-15,0,0,0.0
2023-10-16,1,34,0.0
2023-10-17,0,5,1.0
2023-10-18,4,16,2.0
2023-10-19,3,20,0.0
2023-10-20,6,49,3.0
2023-10-21,0,0,0.0
2023-10-22,0,1,0.0
2023-10-23,0,34,1.0
2023-10-24,2,11,2.0
2023-10-25,0,14,1.0
2023-10-26,2,23,0.0
2023-10-27,0,6,1.0
2023-10-28,0,7,0.0
2023-10-29,0,0,0.0
2023-10-30,1,12,0.0
2023-10-31,3,57,0.0
2023-11-01,0,20,1.0
2023-11-02,2,21,0.0
2023-11-03,0,30,0.0
2023-11-04,0,5,0.0
2023-11-05,0,0,0.0
2023-11-06,0,21,2.0
2023-11-07,5,19,0.0
2023-11-08,8,32,2.0
2023-11-09,6,12,0.0
2023-11-10,5,37,0.0
2023-11-11,0,1,0.0
2023-11-12,0,1,0.0
2023-11-13,2,20,0.0
2023-11-14,2,14,0.0
2023-11-15,0,34,0.0
2023-11-16,0,16,3.0
2023-11-17,0,11,0.0
2023-11-18,2,8,0.0
2023-11-19,0,1,0.0
2023-11-20,1,12,0.0
2023-11-21,0,6,0.0
2023-11-22,7,12,0.0
2023-11-23,6,34,0.0
2023-11-24,6,9,0.0
2023-11-25,1,0,1.0
2023-11-26,0,0,0.0
2023-11-27,4,8,1.0
2023-11-28,6,45,0.0
2023-11-29,2,25,0.0
2023-11-30,0,13,2.0
2023-12-01,1,7,0.0
2023-12-02,0,0,0.0
2023-12-03,0,1,0.0
2023-12-04,0,19,1.0
2023-12-05,5,36,1.0
2023-12-06,0,15,0.0
2023-12-07,1,53,0.0
2023-12-08,5,20,0.0
2023-12-09,0,13,0.0
2023-12-10,1,0,0.0
2023-12-11,0,16,0.0
2023-12-12,1,34,0.0
2023-12-13,2,15,0.0
2023-12-14,1,39,0.0
2023-12-15,11,12,0.0
2023-12-16,2,0,0.0
2023-12-17,0,1,0.0
2023-12-18,0,14,0.0
2023-12-19,1,6,0.0
2023-12-20,0,39,2.0
2023-12-21,0,5,0.0
2023-12-22,0,11,0.0
2023-12-23,0,0,0.0
2023-12-24,0,0,0.0
2023-12-25,2,0,0.0
2023-12-26,0,0,1.0
2023-12-27,1,9,0.0
2023-12-28,0,5,1.0
2023-12-29,0,4,2.0
2023-12-30,5,0,0.0
2023-12-31,0,0,5.0
2024-01-01,0,0,2.0
2024-01-02,8,13,2.0
2024-01-03,7,15,2.0
2024-01-04,3,36,2.0
2024-01-05,10,11,1.0
2024-01-06,13,2,2.0
2024-01-07,0,4,2.0
2024-01-08,4,31,2.0
2024-01-09,6,17,0.0
2024-01-10,3,29,0.0
2024-01-11,3,58,0.0
2024-01-12,2,49,2.0
2024-01-13,0,8,0.0
2024-01-14,0,9,0.0
