,django/django,pallets/flask,rails/rails
2020-10-22,4.0,0,11
2020-10-23,1.0,0,5
2020-10-24,0.0,0,4
2020-10-25,0.0,0,6
2020-10-26,6.0,0,8
2020-10-27,8.0,0,25
2020-10-28,7.0,0,13
2020-10-29,3.0,1,23
2020-10-30,7.0,0,118
2020-10-31,0.0,0,14
2020-11-01,0.0,9,17
2020-11-02,7.0,0,34
2020-11-03,6.0,0,21
2020-11-04,9.0,0,10
2020-11-05,4.0,6,13
2020-11-06,4.0,0,13
2020-11-07,1.0,0,6
2020-11-08,0.0,0,4
2020-11-09,2.0,0,32
2020-11-10,7.0,0,7
2020-11-11,8.0,0,4
2020-11-12,3.0,0,3
2020-11-13,4.0,0,4
2020-11-14,4.0,2,2
2020-11-15,0.0,0,5
2020-11-16,3.0,0,3
2020-11-17,1.0,2,9
2020-11-18,0.0,0,3
2020-11-19,3.0,0,6
2020-11-20,3.0,0,2
2020-11-21,1.0,0,3
2020-11-22,0.0,0,3
2020-11-23,0.0,0,2
2020-11-24,3.0,1,11
2020-11-25,4.0,0,18
2020-11-26,2.0,0,20
2020-11-27,3.0,0,9
2020-11-28,5.0,0,5
2020-11-29,0.0,0,1
2020-11-30,4.0,0,13
2020-12-01,2.0,0,11
2020-12-02,1.0,0,10
2020-12-03,2.0,0,12
2020-12-04,0.0,0,4
2020-12-05,0.0,0,1
2020-12-06,0.0,0,3
2020-12-07,4.0,0,3
2020-12-08,5.0,0,15
2020-12-09,1.0,0,22
2020-12-10,3.0,0,8
2020-12-11,4.0,0,13
2020-12-12,0.0,0,2
2020-12-13,0.0,0,6
2020-12-14,6.0,0,12
2020-12-15,8.0,0,9
2020-12-16,2.0,0,8
2020-12-17,3.0,0,14
2020-12-18,2.0,0,23
2020-12-19,0.0,0,3
2020-12-20,1.0,0,4
2020-12-21,5.0,0,1
2020-12-22,2.0,1,5
2020-12-23,6.0,0,7
2020-12-24,0.0,0,3
2020-12-25,0.0,0,4
2020-12-26,0.0,0,9
2020-12-27,0.0,0,7
2020-12-28,5.0,0,11
2020-12-29,5.0,0,39
2020-12-30,2.0,2,14
2020-12-31,2.0,0,4
2021-01-01,0.0,0,8
2021-01-02,2.0,0,4
2021-01-03,0.0,2,0
2021-01-04,7.0,4,4
2021-01-05,3.0,0,15
2021-01-06,3.0,2,11
2021-01-07,3.0,1,8
2021-01-08,0.0,0,19
2021-01-09,1.0,0,6
2021-01-10,0.0,0,2
2021-01-11,4.0,0,4
2021-01-12,8.0,0,11
2021-01-13,5.0,0,5
2021-01-14,43.0,0,4
2021-01-15,1.0,0,1
2021-01-16,2.0,0,11
2021-01-17,0.0,0,4
2021-01-18,5.0,0,9
2021-01-19,9.0,0,18
2021-01-20,5.0,0,15
2021-01-21,3.0,0,16
2021-01-22,3.0,0,19
2021-01-23,0.0,0,6
2021-01-24,0.0,0,14
2021-01-25,2.0,0,14
2021-01-26,3.0,0,7
2021-01-27,6.0,2,22
2021-01-28,4.0,0,12
2021-01-29,3.0,6,5
2021-01-30,0.0,0,3
2021-01-31,0.0,0,0
2021-02-01,4.0,0,8
2021-02-02,1.0,9,28
2021-02-03,2.0,0,9
2021-02-04,11.0,0,21
2021-02-05,3.0,0,23
2021-02-06,2.0,0,7
2021-02-07,0.0,0,5
2021-02-08,4.0,0,25
2021-02-09,2.0,9,16
2021-02-10,4.0,0,16
2021-02-11,7.0,0,16
2021-02-12,4.0,0,18
2021-02-13,1.0,0,6
2021-02-14,0.0,0,8
2021-02-15,3.0,0,17
2021-02-16,2.0,1,13
2021-02-17,2.0,0,11
2021-02-18,4.0,0,14
2021-02-19,5.0,2,9
2021-02-20,0.0,0,6
2021-02-21,0.0,0,4
2021-02-22,3.0,0,9
2021-02-23,6.0,0,14
2021-02-24,7.0,4,4
2021-02-25,3.0,2,13
2021-02-26,10.0,0,4
2021-02-27,0.0,0,2
2021-02-28,0.0,0,4
2021-03-01,3.0,0,12
2021-03-02,3.0,0,9
2021-03-03,7.0,0,15
2021-03-04,6.0,0,9
2021-03-05,3.0,0,14
2021-03-06,1.0,0,1
2021-03-07,0.0,0,12
2021-03-08,5.0,5,12
2021-03-09,6.0,0,7
2021-03-10,6.0,8,12
2021-03-11,3.0,0,4
2021-03-12,6.0,0,4
2021-03-13,0.0,0,0
2021-03-14,0.0,0,1
2021-03-15,6.0,1,11
2021-03-16,4.0,2,9
2021-03-17,5.0,0,2
2021-03-18,9.0,0,3
2021-03-19,8.0,0,5
2021-03-20,0.0,0,3
2021-03-21,0.0,0,4
2021-03-22,7.0,1,24
2021-03-23,6.0,0,11
2021-03-24,8.0,0,14
2021-03-25,7.0,0,11
2021-03-26,4.0,0,5
2021-03-27,0.0,0,2
2021-03-28,0.0,0,8
2021-03-29,4.0,0,4
2021-03-30,7.0,0,7
2021-03-31,4.0,0,8
2021-04-01,2.0,0,73
2021-04-02,3.0,0,11
2021-04-03,1.0,0,10
2021-04-04,0.0,0,1
2021-04-05,0.0,1,5
