,protocolbuffers/protobuf,apache/avro,apache/thrift
2020-03-16,0,0,1
2020-03-17,3,0,0
2020-03-18,1,0,0
2020-03-19,2,0,1
2020-03-20,1,0,0
2020-03-21,0,0,0
2020-03-22,0,1,5
2020-03-23,0,0,0
2020-03-24,0,1,0
2020-03-25,1,0,0
2020-03-26,0,0,0
2020-03-27,0,0,1
2020-03-28,0,0,2
2020-03-29,0,5,1
2020-03-30,0,0,0
2020-03-31,3,0,2
2020-04-01,5,1,0
2020-04-02,1,1,0
2020-04-03,0,0,3
2020-04-04,0,1,1
2020-04-05,0,0,0
2020-04-06,8,0,1
2020-04-07,7,0,0
2020-04-08,4,0,0
