,apple/swift,JetBrains/kotlin,rust-lang/rust
2025-06-23,51,23,108
2025-06-24,36,35,99
2025-06-25,37,14,97
2025-06-26,41,55,93
2025-06-27,48,33,104
2025-06-28,68,7,87
2025-06-29,4,10,83
2025-06-30,37,93,116
2025-07-01,64,30,127
2025-07-02,61,33,87
2025-07-03,32,38,124
2025-07-04,31,23,132
2025-07-05,6,0,83
2025-07-06,8,0,99
2025-07-07,32,84,122
2025-07-08,73,71,114
2025-07-09,48,63,94
2025-07-10,62,48,128
2025-07-11,53,55,105
2025-07-12,7,2,62
2025-07-13,3,2,80
2025-07-14,34,43,87
2025-07-15,57,72,107
2025-07-16,34,64,93
