,RevenueCat/purchases-ios,apphud/ApphudSDK,bizz84/swiftystorekit
2020-05-28,0.990431686984375,0,0
2020-05-29,-0.10839885253593756,0,6
2020-05-30,-0.04500000000000003,0,5
2020-05-31,-0.028500000000000022,2,1
2020-06-01,-0.020662499999999924,0,0
2020-06-02,-0.016116749999999947,0,0
2020-06-03,-0.01316201249999996,0,0
2020-06-04,-0.011093696249999967,0,0
2020-06-05,1.990431686984375,0,1
2020-06-06,-0.20839885253593765,0,5
2020-06-07,-0.09000000000000007,0,4
2020-06-08,1.943,0,0
2020-06-09,2.758675,0,0
2020-06-10,-0.42223350000000026,0,0
2020-06-11,-0.21832402500000006,0,0
2020-06-12,-0.14901239249999984,0,0
2020-06-13,-0.11335762603124962,0,0
2020-06-14,-0.09147198007187472,0,0
2020-06-15,-0.06167342999999982,0,0
2020-06-16,-0.052417714781249854,0,0
2020-06-17,-0.04550264411874988,0,0
2020-06-18,-0.025196557607812434,1,0
2020-06-19,0.0,2,0
2020-06-20,2.0,0,0
2020-06-21,-0.20000000000000018,0,0
2020-06-22,-0.09000000000000007,0,0
2020-06-23,-0.057000000000000044,0,1
2020-06-24,-0.04132499999999985,0,0
2020-06-25,-0.032233499999999894,1,4
2020-06-26,-0.02632402499999992,0,5
2020-06-27,-0.022187392499999934,0,0
2020-06-28,-0.01913662603124995,1,0
2020-06-29,-0.016797705071874957,0,0
2020-06-30,0.0,0,0
2020-07-01,1.0,0,0
2020-07-02,-0.10000000000000009,0,0
2020-07-03,-0.04500000000000003,0,0
2020-07-04,-0.028500000000000022,0,0
2020-07-05,-0.020662499999999924,0,0
2020-07-06,-0.016116749999999947,0,0
2020-07-07,-0.01316201249999996,0,0
2020-07-08,0.98890630375,0,0
2020-07-09,1.890431686984375,0,0
2020-07-10,-0.2533988525359377,0,0
2020-07-11,-0.11850000000000009,0,0
2020-07-12,-0.07766249999999997,0,0
2020-07-13,1.9425582500000003,0,0
2020-07-14,-0.24539551250000002,0,0
2020-07-15,-0.12741772124999995,1,0
2020-07-16,-0.08875570551562495,6,0
2020-07-17,0.9311395214328128,0,0
2020-07-18,-0.14903120507187495,0,1
2020-07-19,-0.07132402499999996,0,6
2020-07-20,-0.050687392499999956,0,1
2020-07-21,-0.039799126031249875,2,0
2020-07-22,3.9670855449281253,0,1
2020-07-23,1.5868379874999996,0,0
2020-07-24,-0.3910936962500003,0,0
2020-07-25,2.786431686984375,0,0
2020-07-26,-0.4480488525359375,0,0
2020-07-27,-0.24079199999999973,0,0
2020-07-28,1.8296184500000001,0,0
2020-07-29,-0.3326863099999997,0,0
2020-07-30,-0.19881089456249973,0,0
2020-07-31,0.8507819263250003,0,0
2020-08-01,0.8085962061781252,0,0
2020-08-02,-0.20593843904687495,0,0
2020-08-03,-0.1250205826078124,0,0
2020-08-04,4.9286501075,0,0
2020-08-05,1.4440841239687496,0,0
2020-08-06,0.5289235324281247,0,0
2020-08-07,0.6432442912499998,0,0
2020-08-08,-0.32597450926562477,0,0
2020-08-09,-0.2133759155515621,0,0
2020-08-10,-0.15560491503593712,1,0
2020-08-11,1.8814282437500003,0,0
2020-08-12,-0.2993077200781249,0,0
2020-08-13,-0.17538659746093732,0,0
2020-08-14,-0.09445971433749994,0,0
2020-08-15,-0.059292165551562304,0,7
2020-08-16,-0.040632352535937374,0,0
2020-08-17,-0.02632402499999992,0,0
2020-08-18,-0.022187392499999934,1,0
2020-08-19,-0.01913662603124995,0,0
2020-08-20,0.983202294928125,0,0
2020-08-21,-0.10000000000000009,0,0
2020-08-22,-0.04500000000000003,0,0
2020-08-23,-0.028500000000000022,0,0
2020-08-24,-0.020662499999999924,0,0
2020-08-25,-0.016116749999999947,0,0
2020-08-26,4.9868379875,0,0
2020-08-27,0.48890630374999955,0,0
2020-08-28,0.6654316869843748,0,0
2020-08-29,-0.29589885253593773,0,0
2020-08-30,-0.17681249999999968,0,0
2020-08-31,1.8702537500000003,1,0
2020-09-01,1.6974106875000001,0,0
2020-09-02,2.62525275625,0,0
2020-09-03,-0.5190972738281252,2,0
2020-09-04,0.7040187280546877,0,0
2020-09-05,-0.27702566555156233,0,0
2020-09-06,-0.1739438775359371,0,0
2020-09-07,-0.12536166749999972,0,0
2020-09-08,-0.10147255603124969,0,0
2020-09-09,0.9146678301468752,0,2
2020-09-10,3.84133534338125,0,0
2020-09-11,-0.48129025385781277,1,0
2020-09-12,-0.21806831301562513,0,0
2020-09-13,-0.1430613525359375,0,0
2020-09-14,2.90123325,0,0
2020-09-15,0.6223709875,0,0
2020-09-16,3.70125825375,0,0
2020-09-17,4.415556901984375,0,0
2020-09-18,-0.8171596045984377,0,0
2020-09-19,-0.44160816014374993,0,0
2020-09-20,-0.28075278749999966,0,1
2020-09-21,-0.21422260124999926,0,3
2020-09-22,0.8269695647031255,0,0
2020-09-23,-0.2449497181234372,0,0
2020-09-24,-0.14714058584843726,0,0
2020-09-25,3.8900630247781254,0,0
2020-09-26,-0.4626567626796877,0,0
2020-09-27,-0.1961167500000001,0,0
2020-09-28,0.8728379875,0,1
2020-09-29,-0.19374369624999976,0,0
2020-09-30,2.8809646869843752,0,0
2020-10-01,-0.3895469025359376,0,0
2020-10-02,-0.2000372849999999,0,0
2020-10-03,-0.1398900020624999,0,0
2020-10-04,-0.10874492264374964,0,0
2020-10-05,-0.05944394624999981,0,0
2020-10-06,-0.04905435051562486,0,0
2020-10-07,0.9583200587140626,0,0
2020-10-08,0.8712950609531249,0,0
2020-10-09,0.8298034423921874,0,0
2020-10-10,-0.17350000000000015,0,0
2020-10-11,-0.09416249999999998,0,0
2020-10-12,-0.0652792499999999,1,0
2020-10-13,-0.04994126249999983,0,0
2020-10-14,-0.040372458749999875,0,0
2020-10-15,-0.0338240217656249,0,0
2020-10-16,-0.02906086180156242,0,0
2020-10-17,-0.017967165551562456,0,0
2020-10-18,-0.008398852535937478,0,0
2020-10-19,0.0,0,0
2020-10-20,1.0,0,0
2020-10-21,0.8999999999999999,0,1
2020-10-22,2.855,1,0
2020-10-23,-0.37350000000000033,1,0
2020-10-24,-0.18416250000000003,0,0
2020-10-25,-0.12227924999999994,0,0
2020-10-26,-0.09126626249999968,0,0
2020-10-27,0.9273940412500002,0,0
2020-10-28,-0.1601480467656249,0,0
2020-10-29,-0.09624825430156239,0,0
2020-10-30,-0.06560379158281243,1,0
2020-10-31,-0.04585905760781236,0,0
2020-11-01,-0.016116749999999947,0,0
2020-11-02,-0.01316201249999996,0,0
2020-11-03,-0.011093696249999967,0,1
2020-11-04,-0.009568313015624975,0,0
2020-11-05,0.9916011474640625,0,1
2020-11-06,-0.10000000000000009,0,0
2020-11-07,-0.04500000000000003,0,0
2020-11-08,-0.028500000000000022,0,0
2020-11-09,1.9793375,0,0
2020-11-10,0.7838832499999999,0,0
2020-11-11,0.7968379874999999,0,0
2020-11-12,1.78690630375,0,0
2020-11-13,-0.324393313015625,0,0
2020-11-14,-0.17979485253593738,0,0
2020-11-15,-0.12010327499999984,0,0
2020-11-16,0.9072088450000003,0,0
2020-11-17,-0.17562583478124985,0,0
2020-11-18,0.8912162606625001,0,0
2020-11-19,2.8313454419484376,0,0
2020-11-20,4.606802021432812,0,0
2020-11-21,-0.6964144550718755,0,0
2020-11-22,-0.3443245125000001,0,0
2020-11-23,-0.2316979462499998,0,0
2020-11-24,-0.17439307551562439,0,0
2020-11-25,-0.13956233628593706,0,0
2020-11-26,-0.10865946426562469,0,0
2020-11-27,-0.09257227283281225,0,0
2020-11-28,-0.07303812268593732,0,0
2020-11-29,-0.041994262679687394,0,0
2020-11-30,0.0,0,0
2020-12-01,3.0,0,0
2020-12-02,0.6999999999999997,0,0
2020-12-03,0.7649999999999998,0,0
2020-12-04,-0.23050000000000018,0,0
2020-12-05,-0.13548749999999982,0,0
2020-12-06,-0.09751274999999979,0,0
2020-12-07,0.9237347125000003,0,0
2020-12-08,0.8374401487500001,0,0
2020-12-09,1.802039352203125,0,0
2020-12-10,0.6806414331265624,0,0
2020-12-11,-0.2571296655515626,0,0
2020-12-12,-0.14717810253593744,0,0
2020-12-13,-0.09910376249999978,0,0
2020-12-14,-0.07715170874999974,0,0
2020-12-15,1.9368972157343751,0,0
2020-12-16,1.7466834294484375,0,0
2020-12-17,9.671370825182812,0,0
2020-12-18,10.826633981912499,0,0
2020-12-19,-0.7567238525359388,0,0
2020-12-20,-0.9985585000000003,0,0
2020-12-21,-0.6521825249999994,0,0
2020-12-22,7.5138710825000015,0,0
2020-12-23,1.8129923564687505,0,0
2020-12-24,-0.9809321936031246,0,0
2020-12-25,-0.6217672027281246,0,0
2020-12-26,-0.46070197779687394,0,0
2020-12-27,-0.30127604344687403,0,0
2020-12-28,-0.16204520253593702,0,0
2020-12-29,0.8717643925000004,1,0
2020-12-30,4.7901724071250005,0,0
2020-12-31,-0.6408957593343753,0,0
2021-01-01,-0.27869655760781264,0,0
2021-01-02,-0.16316250000000002,0,0
2021-01-03,-0.11942924999999956,0,0
2021-01-04,-0.09374576249999969,0,5
2021-01-05,1.9230962412500001,0,0
2021-01-06,-0.265036794265625,1,0
2021-01-07,-0.14624041761406242,0,4
2021-01-08,9.901005737320313,0,0
2021-01-09,-1.0413250000000007,0,0
2021-01-10,-0.48223350000000026,1,0
2021-01-11,3.6886759749999998,0,0
2021-01-12,0.37118760750000046,0,0
2021-01-13,-0.4603041260312496,0,0
2021-01-14,0.6925821699281254,0,0
2021-01-15,-0.32208696249999946,1,0
2021-01-16,-0.2258126301562495,0,0
2021-01-17,-0.1812533253593746,0,0
2021-01-18,0.9218007025000002,0,0
2021-01-19,-0.1654836983124999,0,0
2021-01-20,2.898674264340625,0,0
2021-01-21,-0.3479925487859377,0,0
2021-01-22,-0.16523081301562498,0,2
2021-01-23,-0.11001560253593748,0,0
2021-01-24,-0.07514951249999974,0,0
2021-01-25,-0.05944394624999981,3,0
2021-01-26,-0.04905435051562486,0,0
2021-01-27,-0.04167994128593738,0,0
2021-01-28,-0.028704939046874926,3,0
2021-01-29,4.974803442392187,1,0
2021-01-30,-0.5000000000000004,0,0
2021-01-31,-0.22500000000000017,0,0
2021-02-01,0.8574999999999999,0,0
2021-02-02,1.7966875000000002,1,0
2021-02-03,-0.32558374999999995,0,0
2021-02-04,0.8156899375000001,0,0
2021-02-05,1.76686901875,0,0
2021-02-06,-0.3502833150781249,0,0
2021-02-07,-0.20588977517968732,0,0
2021-02-08,0.8849197787500002,0,0
2021-02-09,-0.18919745551562478,1,0
2021-02-10,-0.11793099106718732,0,0
2021-02-11,-0.08271542632187487,0,0
2021-02-12,-0.05241820551562484,0,0
2021-02-13,-0.04365222856718738,0,0
2021-02-14,-0.02995971757187492,0,0
2021-02-15,-0.011093696249999967,0,0
2021-02-16,-0.009568313015624975,0,0
2021-02-17,-0.008398852535937478,0,0
2021-02-18,3.0,0,0
2021-02-19,2.6999999999999997,0,0
2021-02-20,-0.4350000000000004,2,0
2021-02-21,-0.22050000000000014,0,0
2021-02-22,0.8525125000000002,0,0
2021-02-23,-0.2103377499999997,0,0
2021-02-24,2.8671637125,0,0
2021-02-25,-0.40126712625000005,0,0
2021-02-26,-0.21764852779687485,0,0
2021-02-27,-0.1555182466546874,0,0
2021-02-28,-0.10034607010781216,0,0
2021-03-01,-0.05944394624999981,0,0
2021-03-02,0.9509456494843751,0,0
2021-03-03,-0.14167994128593747,0,0
2021-03-04,-0.07370493904687496,0,0
2021-03-05,3.9463034423921877,0,0
2021-03-06,-0.4206625000000003,0,0
2021-03-07,-0.1961167500000001,0,0
2021-03-08,1.8728379874999999,0,0
2021-03-09,-0.29374369624999985,0,0
2021-03-10,0.8359646869843751,0,0
2021-03-11,1.7819530974640625,0,0
2021-03-12,-0.33069978499999997,0,0
2021-03-13,-0.1890067520624999,0,0
2021-03-14,-0.1375819351437498,0,0
2021-03-15,-0.07962914249999972,0,0
2021-03-16,-0.06453213853124981,0,0
2021-03-17,2.945784573678125,0,0
2021-03-18,0.6682442944843748,0,0
2021-03-19,1.7374645214328124,5,0
2021-03-20,-0.34729770507187524,0,0
2021-03-21,-0.18048749999999986,0,0
2021-03-22,-0.1260127499999998,0,0
2021-03-23,-0.09692778749999968,0,0
2021-03-24,-0.07867660124999976,0,0
2021-03-25,-0.06612266029687482,0,0
2021-03-26,1.9430477368765626,0,0
2021-03-27,-0.22753547856718762,0,0
2021-03-28,-0.10679770507187503,0,0
2021-03-29,-0.057000000000000044,0,0
2021-03-30,-0.04132499999999985,1,0
2021-03-31,-0.032233499999999894,2,0
2021-04-01,-0.02632402499999992,0,0
2021-04-02,-0.022187392499999934,0,0
2021-04-03,-0.01913662603124995,0,0
2021-04-04,-0.016797705071874957,0,0
2021-04-05,0.0,0,0
2021-04-06,0.0,0,0
2021-04-07,0.0,0,0
2021-04-08,0.0,0,0
2021-04-09,0.0,0,0
2021-04-10,0.0,0,0
2021-04-11,0.0,0,0
2021-04-12,0.0,0,0
2021-04-13,0.0,0,0
2021-04-14,0.0,1,0
2021-04-15,1.0,0,0
2021-04-16,-0.10000000000000009,1,0
2021-04-17,-0.04500000000000003,0,0
2021-04-18,-0.028500000000000022,0,0
2021-04-19,-0.020662499999999924,0,0
2021-04-20,-0.016116749999999947,0,0
2021-04-21,-0.01316201249999996,0,0
2021-04-22,1.98890630375,0,0
2021-04-23,0.7904316869843748,0,0
2021-04-24,-0.19839885253593764,0,0
2021-04-25,-0.10200000000000008,0,0
2021-04-26,-0.06982499999999987,0,0
2021-04-27,0.9471040000000002,0,0
2021-04-28,-0.14244077499999996,1,0
2021-04-29,-0.08034940499999993,0,0
2021-04-30,-0.05873032228124994,1,0
2021-05-01,-0.04702851808749986,0,0
2021-05-02,-0.024515602535937424,0,0
2021-05-03,-0.01316201249999996,2,0
2021-05-04,-0.011093696249999967,3,0
2021-05-05,2.9904316869843752,0,0
2021-05-06,0.6916011474640622,1,0
2021-05-07,-0.23500000000000018,0,0
2021-05-08,-0.1305000000000001,0,0
2021-05-09,-0.09048749999999979,0,0
2021-05-10,-0.06901274999999976,0,0
2021-05-11,-0.055602787499999834,0,0
2021-05-12,-0.04644310124999986,0,0
2021-05-13,-0.03979863529687489,0,0
2021-05-14,-0.03476487062343741,1,0
2021-05-15,-0.008398852535937478,0,0
2021-05-16,0.0,0,0
2021-05-17,0.0,2,0
2021-05-18,0.0,0,0
2021-05-19,0.0,0,0
2021-05-20,0.0,1,0
2021-05-21,1.0,0,0
2021-05-22,-0.10000000000000009,0,0
2021-05-23,-0.04500000000000003,0,0
2021-05-24,-0.028500000000000022,0,0
2021-05-25,0.9793375000000001,0,0
2021-05-26,-0.11611675000000003,0,0
2021-05-27,-0.05816201249999999,0,0
2021-05-28,-0.03959369624999999,3,0
2021-05-29,-0.0302308130156249,0,0
2021-05-30,-0.024515602535937424,0,0
2021-05-31,-0.01316201249999996,0,0
2021-06-01,0.98890630375,0,0
2021-06-02,-0.10956831301562506,2,0
2021-06-03,1.9466011474640625,0,0
2021-06-04,-0.2285000000000002,6,0
2021-06-05,-0.1106625,0,0
2021-06-06,-0.07311675,0,0
2021-06-07,-0.05448701249999981,0,0
2021-06-08,-0.04332719624999986,5,0
2021-06-09,5.964107661984375,0,0
2021-06-10,-0.630586245035938,0,0
2021-06-11,1.71086337396875,0,0
2021-06-12,-0.3877977050718753,0,0
2021-06-13,-0.2139749999999996,0,0
2021-06-14,0.8462995000000002,0,0
2021-06-15,1.7797029250000003,1,0
2021-06-16,2.6562043225,5,0
2021-06-17,-0.5022339030937502,2,0
2021-06-18,-0.28524300771562483,0,0
2021-06-19,-0.1620783760312498,0,0
2021-06-20,-0.12418071757187459,0,0
2021-06-21,-0.08576797124999974,0,0
2021-06-22,-0.0712417430156248,0,0
2021-06-23,0.9391834326828127,0,0
2021-06-24,0.8544973558812501,0,0
2021-06-25,5.829803442392188,0,0
2021-06-26,-0.6735000000000005,0,0
2021-06-27,-0.3191625000000001,1,0
2021-06-28,3.79222075,0,0
2021-06-29,2.4467462375,0,0
2021-06-30,1.39904379125,0,0
2021-07-01,2.451365915734375,1,0
2021-07-02,2.3573206569484375,1,0
2021-07-03,-0.6842632306296873,0,0
2021-07-04,-0.4132164152156246,0,0
2021-07-05,-0.2635818224999995,3,0
2021-07-06,-0.20821611581249935,1,0
2021-07-07,4.827675970809375,0,0
2021-07-08,3.3828996901109374,0,0
2021-07-09,4.29621626713125,2,0
2021-07-10,-0.876401496654688,3,0
2021-07-11,-0.46750905760781236,0,0
2021-07-12,3.6942662500000005,0,0
2021-07-13,3.3664104375000004,2,0
2021-07-14,3.23129971875,0,0
2021-07-15,2.147973587421875,1,0
2021-07-16,-0.8123859959921873,2,0
2021-07-17,-0.4775539752218745,2,0
2021-07-18,-0.3272593126796868,1,0
2021-07-19,8.776522665,6,0
2021-07-20,-0.08364633706250024,0,0
2021-07-21,2.33927051529375,0,0
2021-07-22,2.29335024904375,0,0
2021-07-23,0.2882371508093755,9,0
2021-07-24,-0.5114098076078122,0,0
2021-07-25,-0.3270623624999995,0,0
2021-07-26,-0.2518430287499993,0,0
2021-07-27,-0.2057073008906244,0,0
2021-07-28,-0.17404186208906203,3,0
2021-07-29,-0.08354689283281228,1,0
2021-07-30,2.9350048070953125,0,0
2021-07-31,-0.3347648706234377,0,0
2021-08-01,-0.14339885253593757,0,0
2021-08-02,2.9145,3,0
2021-08-03,5.6380125,0,0
2021-08-04,2.2166497499999993,0,0
2021-08-05,1.3050139624999995,0,1
2021-08-06,3.39873141125,0,0
2021-08-07,-0.7765301890468748,0,0
2021-08-08,-0.460370595107812,0,0
2021-08-09,3.6840715862500004,0,0
2021-08-10,5.3503633459531255,0,0
2021-08-11,3.0133214505484376,0,0
2021-08-12,-0.9379334967625002,0,0
2021-08-13,-0.5223579686390623,0,0
2021-08-14,-0.3575129571343743,0,0
