,flutter/flutter,NativeScript/NativeScript,facebook/react-native
2019-07-01,8,1,16
2019-07-02,5,0,17
2019-07-03,13,5,5
2019-07-04,2,2,17
2019-07-05,1,0,4
2019-07-06,0,0,1
2019-07-07,0,0,1
2019-07-08,17,2,16
2019-07-09,16,5,7
2019-07-10,13,11,14
2019-07-11,15,1,18
2019-07-12,16,0,9
2019-07-13,5,0,8
2019-07-14,0,0,0
2019-07-15,7,1,14
2019-07-16,13,13,6
2019-07-17,27,11,29
2019-07-18,14,4,23
2019-07-19,23,5,16
2019-07-20,3,1,4
2019-07-21,6,0,0
2019-07-22,19,4,8
2019-07-23,16,0,9
2019-07-24,17,1,25
2019-07-25,11,4,14
2019-07-26,15,4,9
2019-07-27,9,0,1
2019-07-28,2,2,0
2019-07-29,11,1,13
2019-07-30,16,2,6
2019-07-31,15,3,14
2019-08-01,19,4,10
2019-08-02,19,9,25
2019-08-03,5,0,1
2019-08-04,3,0,0
2019-08-05,8,2,9
2019-08-06,25,0,5
2019-08-07,19,6,7
2019-08-08,18,2,19
2019-08-09,22,0,8
2019-08-10,5,0,0
2019-08-11,0,0,1
2019-08-12,13,2,16
2019-08-13,6,2,9
2019-08-14,23,5,20
2019-08-15,30,5,18
2019-08-16,28,1,4
2019-08-17,5,0,0
2019-08-18,3,2,0
2019-08-19,14,5,16
2019-08-20,32,4,3
2019-08-21,20,2,10
2019-08-22,19,4,10
2019-08-23,16,3,10
2019-08-24,3,0,1
2019-08-25,2,0,0
2019-08-26,14,1,2
2019-08-27,17,0,6
2019-08-28,31,4,6
2019-08-29,15,3,7
2019-08-30,15,2,8
2019-08-31,10,0,19
2019-09-01,0,0,0
2019-09-02,13,0,5
2019-09-03,25,0,13
2019-09-04,5,1,14
2019-09-05,21,0,12
2019-09-06,17,0,20
2019-09-07,5,0,7
2019-09-08,0,0,1
2019-09-09,2,0,9
2019-09-10,21,5,13
2019-09-11,21,1,12
2019-09-12,19,3,12
2019-09-13,16,3,7
2019-09-14,10,0,6
2019-09-15,0,0,0
2019-09-16,27,0,0
2019-09-17,12,2,11
2019-09-18,20,1,12
2019-09-19,20,3,14
2019-09-20,13,0,14
2019-09-21,0,0,4
2019-09-22,0,0,1
2019-09-23,4,0,23
2019-09-24,25,1,4
2019-09-25,21,1,15
2019-09-26,27,0,10
2019-09-27,23,1,5
2019-09-28,7,1,3
2019-09-29,4,0,0
2019-09-30,18,1,26
2019-10-01,14,2,12
2019-10-02,23,6,9
2019-10-03,9,1,15
2019-10-04,28,3,6
2019-10-05,5,0,2
2019-10-06,2,0,0
2019-10-07,13,2,10
2019-10-08,14,5,15
2019-10-09,23,3,21
2019-10-10,35,6,13
2019-10-11,19,0,33
2019-10-12,0,0,7
2019-10-13,1,0,0
2019-10-14,16,2,9
2019-10-15,26,6,18
2019-10-16,11,6,19
2019-10-17,15,2,6
2019-10-18,24,0,8
2019-10-19,0,0,8
2019-10-20,0,0,0
2019-10-21,13,2,19
2019-10-22,11,4,29
2019-10-23,12,3,13
2019-10-24,28,2,4
2019-10-25,12,1,19
2019-10-26,9,0,1
2019-10-27,0,0,0
2019-10-28,29,2,16
2019-10-29,24,4,6
2019-10-30,20,0,10
2019-10-31,19,1,19
2019-11-01,19,1,30
2019-11-02,2,0,6
2019-11-03,0,0,9
2019-11-04,5,0,25
2019-11-05,30,0,25
2019-11-06,23,4,27
2019-11-07,19,5,14
2019-11-08,18,1,12
2019-11-09,12,0,8
2019-11-10,2,0,1
2019-11-11,10,1,13
2019-11-12,9,2,13
2019-11-13,12,0,18
2019-11-14,20,4,9
2019-11-15,17,0,17
2019-11-16,7,0,13
2019-11-17,3,0,2
2019-11-18,13,1,10
2019-11-19,24,2,16
2019-11-20,21,4,9
2019-11-21,22,7,16
2019-11-22,23,1,17
2019-11-23,9,0,10
2019-11-24,1,0,0
2019-11-25,13,0,0
2019-11-26,20,4,0
2019-11-27,21,1,25
2019-11-28,7,1,1
2019-11-29,1,2,0
2019-11-30,1,0,2
2019-12-01,0,0,1
2019-12-02,8,1,12
2019-12-03,23,5,8
2019-12-04,27,3,11
2019-12-05,19,3,16
2019-12-06,15,2,12
2019-12-07,1,0,6
2019-12-08,0,0,2
2019-12-09,13,2,7
2019-12-10,20,1,11
2019-12-11,6,0,13
2019-12-12,12,1,18
2019-12-13,16,5,3
2019-12-14,0,0,8
2019-12-15,0,0,0
2019-12-16,12,2,7
2019-12-17,16,2,10
2019-12-18,21,0,19
2019-12-19,19,0,16
2019-12-20,7,2,11
2019-12-21,7,0,2
2019-12-22,0,0,0
2019-12-23,5,0,5
2019-12-24,2,0,7
2019-12-25,0,0,0
2019-12-26,8,0,0
2019-12-27,5,0,4
2019-12-28,3,0,1
2019-12-29,1,0,0
2019-12-30,3,0,1
2019-12-31,1,0,1
2020-01-01,0,0,0
2020-01-02,6,0,4
2020-01-03,14,1,5
2020-01-04,1,0,0
2020-01-05,0,0,1
2020-01-06,14,1,6
2020-01-07,13,0,11
2020-01-08,28,2,3
2020-01-09,11,1,1
2020-01-10,18,2,0
2020-01-11,6,0,0
2020-01-12,0,0,0
2020-01-13,11,0,4
2020-01-14,18,2,24
2020-01-15,12,1,9
2020-01-16,26,3,6
2020-01-17,22,0,2
2020-01-18,2,0,7
2020-01-19,0,0,2
2020-01-20,0,0,13
2020-01-21,9,1,6
2020-01-22,26,1,8
2020-01-23,5,1,14
2020-01-24,18,0,5
2020-01-25,15,0,2
2020-01-26,3,0,0
2020-01-27,12,2,12
2020-01-28,28,1,18
2020-01-29,24,0,17
2020-01-30,19,3,11
2020-01-31,23,3,11
2020-02-01,5,0,7
2020-02-02,0,0,0
2020-02-03,8,1,12
2020-02-04,21,0,10
2020-02-05,17,7,10
2020-02-06,27,2,10
2020-02-07,24,0,7
2020-02-08,5,0,3
2020-02-09,0,0,0
2020-02-10,18,1,13
2020-02-11,14,0,7
2020-02-12,22,0,9
2020-02-13,27,2,16
2020-02-14,13,0,9
2020-02-15,4,0,1
2020-02-16,0,0,0
2020-02-17,1,3,2
2020-02-18,13,0,15
2020-02-19,10,0,14
2020-02-20,18,0,12
2020-02-21,10,6,16
2020-02-22,0,0,3
2020-02-23,5,1,0
2020-02-24,11,1,7
2020-02-25,15,4,12
2020-02-26,21,2,10
2020-02-27,22,7,35
2020-02-28,27,0,11
2020-02-29,6,0,4
2020-03-01,0,0,2
2020-03-02,7,0,9
2020-03-03,15,0,9
2020-03-04,17,0,19
2020-03-05,22,1,10
2020-03-06,25,4,8
2020-03-07,3,2,3
2020-03-08,6,0,0
2020-03-09,10,6,20
2020-03-10,23,7,14
2020-03-11,15,1,9
2020-03-12,16,0,10
2020-03-13,23,2,0
2020-03-14,10,0,9
2020-03-15,7,0,0
2020-03-16,13,3,13
2020-03-17,12,1,8
2020-03-18,25,1,5
2020-03-19,22,2,3
2020-03-20,22,2,9
2020-03-21,0,0,1
2020-03-22,0,0,1
2020-03-23,7,1,8
2020-03-24,16,1,10
2020-03-25,31,0,10
2020-03-26,11,4,13
2020-03-27,16,0,2
2020-03-28,5,0,8
2020-03-29,3,1,0
2020-03-30,12,1,14
2020-03-31,19,0,11
2020-04-01,17,2,13
2020-04-02,17,3,11
2020-04-03,21,4,18
2020-04-04,5,0,8
2020-04-05,9,0,0
2020-04-06,16,1,5
2020-04-07,21,1,9
2020-04-08,20,0,8
2020-04-09,19,0,10
2020-04-10,27,2,4
2020-04-11,9,0,2
2020-04-12,4,0,0
2020-04-13,15,0,0
2020-04-14,9,2,8
2020-04-15,12,0,7
2020-04-16,26,0,14
2020-04-17,12,0,9
2020-04-18,7,0,7
2020-04-19,1,0,3
2020-04-20,21,1,13
2020-04-21,11,0,8
2020-04-22,30,0,12
2020-04-23,17,0,14
2020-04-24,8,0,5
2020-04-25,7,0,3
2020-04-26,1,0,1
2020-04-27,22,0,13
2020-04-28,17,0,9
2020-04-29,20,0,13
2020-04-30,3,0,7
2020-05-01,11,0,11
2020-05-02,8,0,4
2020-05-03,6,0,3
2020-05-04,12,0,9
2020-05-05,21,0,9
2020-05-06,13,0,13
2020-05-07,7,0,9
2020-05-08,33,1,16
2020-05-09,1,0,1
2020-05-10,5,0,7
2020-05-11,17,0,14
2020-05-12,7,0,11
2020-05-13,12,0,13
2020-05-14,35,0,16
2020-05-15,4,0,11
2020-05-16,10,0,6
2020-05-17,0,0,1
2020-05-18,31,0,12
2020-05-19,5,0,10
2020-05-20,14,0,19
2020-05-21,7,0,20
2020-05-22,2,0,9
2020-05-23,1,0,1
2020-05-24,0,0,1
2020-05-25,0,0,0
2020-05-26,2,0,7
2020-05-27,28,0,10
2020-05-28,18,0,9
2020-05-29,17,0,9
2020-05-30,1,0,3
2020-05-31,5,0,0
2020-06-01,12,0,1
2020-06-02,12,0,3
2020-06-03,30,2,6
2020-06-04,31,3,6
2020-06-05,15,1,4
2020-06-06,5,4,6
2020-06-07,6,0,3
2020-06-08,25,1,6
2020-06-09,20,0,9
2020-06-10,15,2,5
2020-06-11,14,0,12
2020-06-12,12,0,7
2020-06-13,1,1,1
2020-06-14,0,0,3
2020-06-15,14,0,1
2020-06-16,25,3,10
2020-06-17,10,2,8
2020-06-18,25,2,7
2020-06-19,16,1,7
2020-06-20,0,1,6
2020-06-21,0,0,2
2020-06-22,4,0,3
2020-06-23,40,0,7
2020-06-24,28,2,5
2020-06-25,13,0,3
2020-06-26,17,0,0
2020-06-27,1,0,2
2020-06-28,0,0,2
2020-06-29,17,0,12
2020-06-30,17,3,14
2020-07-01,5,0,8
2020-07-02,9,0,18
2020-07-03,0,0,2
2020-07-04,0,0,1
2020-07-05,4,0,0
2020-07-06,8,2,6
2020-07-07,13,3,9
2020-07-08,24,0,3
2020-07-09,32,0,6
2020-07-10,16,0,6
2020-07-11,5,2,7
2020-07-12,0,0,1
2020-07-13,18,0,2
2020-07-14,21,0,11
2020-07-15,29,0,7
2020-07-16,23,0,13
2020-07-17,17,0,4
2020-07-18,0,0,0
2020-07-19,0,0,1
2020-07-20,14,2,7
2020-07-21,14,2,2
2020-07-22,1,3,5
2020-07-23,32,0,3
2020-07-24,17,0,5
2020-07-25,4,0,6
2020-07-26,0,0,0
2020-07-27,2,0,14
2020-07-28,45,0,10
2020-07-29,26,0,6
2020-07-30,19,0,5
2020-07-31,11,0,18
2020-08-01,1,0,11
2020-08-02,0,0,5
2020-08-03,17,0,7
2020-08-04,26,0,14
2020-08-05,30,0,14
2020-08-06,29,0,28
2020-08-07,2,2,11
2020-08-08,15,0,6
2020-08-09,9,0,2
2020-08-10,10,0,12
2020-08-11,39,0,6
2020-08-12,18,2,7
2020-08-13,23,0,6
2020-08-14,19,0,6
2020-08-15,4,0,1
2020-08-16,1,0,4
2020-08-17,20,0,10
2020-08-18,13,0,5
2020-08-19,37,1,9
2020-08-20,22,0,5
2020-08-21,22,0,13
2020-08-22,2,0,9
2020-08-23,0,0,2
2020-08-24,18,0,24
2020-08-25,20,0,20
2020-08-26,12,4,6
2020-08-27,16,3,16
2020-08-28,21,2,14
2020-08-29,7,1,1
2020-08-30,3,1,0
2020-08-31,22,0,4
2020-09-01,10,1,2
2020-09-02,18,0,10
2020-09-03,25,3,7
2020-09-04,2,0,3
2020-09-05,3,0,1
2020-09-06,0,2,0
2020-09-07,1,1,1
2020-09-08,17,0,6
2020-09-09,15,4,8
2020-09-10,14,6,4
2020-09-11,13,0,21
2020-09-12,8,3,2
2020-09-13,6,0,4
2020-09-14,1,0,6
2020-09-15,34,1,2
2020-09-16,20,1,4
2020-09-17,33,0,22
2020-09-18,14,0,11
2020-09-19,6,0,4
2020-09-20,0,1,5
2020-09-21,12,0,8
2020-09-22,20,0,9
2020-09-23,33,6,5
2020-09-24,18,1,10
2020-09-25,24,5,3
2020-09-26,4,2,8
2020-09-27,4,1,3
2020-09-28,17,0,6
2020-09-29,21,3,40
2020-09-30,23,3,11
2020-10-01,17,1,14
2020-10-02,16,0,16
2020-10-03,8,2,2
2020-10-04,4,0,1
2020-10-05,24,0,7
2020-10-06,26,3,6
2020-10-07,33,0,7
2020-10-08,34,0,4
2020-10-09,31,0,5
2020-10-10,5,3,5
2020-10-11,0,0,0
2020-10-12,36,0,5
2020-10-13,24,0,11
2020-10-14,25,0,5
2020-10-15,28,0,11
2020-10-16,22,0,13
2020-10-17,2,3,4
2020-10-18,3,1,0
2020-10-19,26,1,9
2020-10-20,13,0,16
2020-10-21,15,1,5
2020-10-22,31,0,4
2020-10-23,21,0,13
2020-10-24,5,0,12
2020-10-25,3,0,0
2020-10-26,20,2,7
2020-10-27,28,1,19
2020-10-28,18,2,5
2020-10-29,37,0,8
2020-10-30,17,0,8
2020-10-31,4,0,7
2020-11-01,4,0,0
2020-11-02,18,0,1
2020-11-03,23,0,3
2020-11-04,17,0,9
2020-11-05,29,0,3
2020-11-06,26,0,17
2020-11-07,13,1,2
2020-11-08,0,0,4
2020-11-09,24,0,6
2020-11-10,17,1,3
2020-11-11,18,3,3
2020-11-12,20,4,8
2020-11-13,17,6,4
2020-11-14,8,6,9
2020-11-15,1,0,0
2020-11-16,15,1,4
2020-11-17,12,6,4
2020-11-18,22,3,8
2020-11-19,13,5,23
2020-11-20,23,4,8
2020-11-21,6,1,5
2020-11-22,1,13,1
2020-11-23,12,6,0
2020-11-24,6,1,1
2020-11-25,11,4,0
2020-11-26,1,0,1
2020-11-27,0,0,1
2020-11-28,0,2,0
2020-11-29,0,1,1
2020-11-30,1,1,3
2020-12-01,26,3,5
2020-12-02,14,0,6
2020-12-03,20,1,4
2020-12-04,19,0,17
2020-12-05,11,0,3
2020-12-06,1,0,2
2020-12-07,13,2,5
2020-12-08,16,1,7
2020-12-09,19,0,6
2020-12-10,8,0,10
2020-12-11,19,0,13
2020-12-12,1,0,3
2020-12-13,1,0,11
2020-12-14,8,0,6
2020-12-15,24,0,8
2020-12-16,30,1,6
2020-12-17,16,0,6
2020-12-18,8,0,8
2020-12-19,0,3,8
2020-12-20,0,0,1
2020-12-21,8,0,3
2020-12-22,14,0,9
2020-12-23,13,1,10
2020-12-24,11,0,5
2020-12-25,2,0,0
2020-12-26,3,0,0
2020-12-27,0,0,1
2020-12-28,7,10,2
2020-12-29,8,0,12
2020-12-30,10,3,2
2020-12-31,5,0,1
2021-01-01,0,0,2
2021-01-02,0,1,0
2021-01-03,1,2,0
2021-01-04,5,0,10
2021-01-05,20,2,4
2021-01-06,22,0,4
2021-01-07,29,0,5
2021-01-08,26,0,12
2021-01-09,5,0,3
2021-01-10,0,0,4
2021-01-11,14,0,7
2021-01-12,17,0,6
2021-01-13,23,1,2
2021-01-14,25,3,6
2021-01-15,32,0,10
2021-01-16,11,0,5
2021-01-17,3,2,2
2021-01-18,1,0,0
2021-01-19,13,0,5
2021-01-20,27,1,3
2021-01-21,16,0,5
2021-01-22,17,3,10
2021-01-23,18,2,13
2021-01-24,3,0,0
2021-01-25,18,0,6
2021-01-26,26,4,12
2021-01-27,29,0,9
2021-01-28,27,2,32
2021-01-29,26,13,4
2021-01-30,2,0,1
2021-01-31,0,1,2
2021-02-01,22,1,7
2021-02-02,33,0,8
2021-02-03,32,0,13
2021-02-04,27,6,12
2021-02-05,7,7,16
2021-02-06,1,0,3
2021-02-07,0,2,5
2021-02-08,1,0,5
2021-02-09,34,0,9
2021-02-10,11,0,20
2021-02-11,31,1,7
2021-02-12,18,0,5
2021-02-13,5,0,1
2021-02-14,1,0,0
2021-02-15,3,0,1
2021-02-16,16,0,10
2021-02-17,27,0,10
2021-02-18,29,0,10
2021-02-19,16,0,7
2021-02-20,10,3,4
2021-02-21,0,0,1
2021-02-22,15,0,7
2021-02-23,15,0,7
2021-02-24,32,0,7
2021-02-25,20,1,6
2021-02-26,19,1,2
2021-02-27,7,6,19
2021-02-28,3,0,4
2021-03-01,16,4,1
2021-03-02,26,10,10
2021-03-03,12,76,12
2021-03-04,23,1,11
2021-03-05,24,3,6
2021-03-06,9,0,12
2021-03-07,0,2,5
2021-03-08,13,1,5
2021-03-09,19,2,7
2021-03-10,20,0,8
2021-03-11,23,4,13
2021-03-12,15,1,8
2021-03-13,16,0,0
2021-03-14,0,0,0
2021-03-15,17,0,9
2021-03-16,24,0,5
2021-03-17,27,0,14
2021-03-18,21,0,12
2021-03-19,17,0,2
2021-03-20,0,0,3
2021-03-21,0,0,0
2021-03-22,8,0,4
2021-03-23,24,0,11
2021-03-24,30,1,9
2021-03-25,28,0,11
2021-03-26,6,4,4
2021-03-27,5,0,2
2021-03-28,1,7,0
2021-03-29,5,6,4
2021-03-30,37,4,6
2021-03-31,33,2,11
2021-04-01,34,4,30
2021-04-02,30,1,7
2021-04-03,11,0,1
2021-04-04,0,0,0
2021-04-05,20,4,3
2021-04-06,27,52,12
2021-04-07,29,4,2
2021-04-08,30,0,13
2021-04-09,19,2,7
2021-04-10,5,1,0
2021-04-11,0,0,0
2021-04-12,11,5,21
2021-04-13,16,0,5
2021-04-14,24,5,15
2021-04-15,12,3,18
2021-04-16,13,0,5
2021-04-17,7,0,2
2021-04-18,8,1,1
2021-04-19,8,0,3
2021-04-20,16,1,18
2021-04-21,20,1,12
2021-04-22,33,0,6
2021-04-23,31,0,11
2021-04-24,6,4,7
2021-04-25,0,0,3
2021-04-26,15,0,13
2021-04-27,36,1,13
2021-04-28,34,0,12
2021-04-29,8,0,7
2021-04-30,13,1,12
2021-05-01,17,0,6
2021-05-02,3,1,4
2021-05-03,17,0,5
2021-05-04,5,0,5
2021-05-05,0,3,13
2021-05-06,10,2,4
2021-05-07,24,0,5
2021-05-08,3,3,2
2021-05-09,5,0,0
2021-05-10,13,2,4
2021-05-11,35,2,13
2021-05-12,20,4,6
2021-05-13,38,3,8
2021-05-14,33,0,7
2021-05-15,11,0,0
2021-05-16,3,0,0
2021-05-17,13,0,3
2021-05-18,15,0,4
2021-05-19,30,0,7
2021-05-20,30,1,4
2021-05-21,21,0,12
2021-05-22,13,0,3
2021-05-23,6,0,1
2021-05-24,20,0,5
2021-05-25,19,0,14
2021-05-26,20,1,5
2021-05-27,22,1,5
2021-05-28,16,4,0
2021-05-29,1,0,0
2021-05-30,0,2,0
2021-05-31,1,0,0
2021-06-01,16,3,5
2021-06-02,34,6,10
2021-06-03,22,2,13
2021-06-04,27,2,9
2021-06-05,5,0,2
2021-06-06,1,0,1
2021-06-07,24,0,12
2021-06-08,18,3,7
2021-06-09,21,0,4
2021-06-10,33,0,15
2021-06-11,9,0,10
2021-06-12,7,0,6
2021-06-13,6,0,2
2021-06-14,20,0,3
2021-06-15,10,2,17
2021-06-16,11,0,13
2021-06-17,10,0,8
2021-06-18,10,0,7
2021-06-19,6,0,0
2021-06-20,1,0,1
2021-06-21,7,0,3
2021-06-22,15,0,9
2021-06-23,36,0,4
2021-06-24,26,0,3
2021-06-25,30,0,1
2021-06-26,6,0,2
2021-06-27,4,0,0
2021-06-28,21,0,0
2021-06-29,19,0,4
2021-06-30,23,0,3
2021-07-01,26,3,6
2021-07-02,16,0,0
2021-07-03,4,0,0
2021-07-04,8,0,0
2021-07-05,7,0,1
2021-07-06,12,1,2
2021-07-07,11,0,9
2021-07-08,34,0,9
2021-07-09,31,0,1
2021-07-10,9,0,2
2021-07-11,3,0,0
2021-07-12,18,1,2
2021-07-13,19,1,6
2021-07-14,17,0,4
2021-07-15,13,0,2
2021-07-16,14,0,8
2021-07-17,5,0,1
2021-07-18,0,0,1
2021-07-19,16,0,2
2021-07-20,18,0,5
2021-07-21,13,0,10
2021-07-22,30,0,3
2021-07-23,11,0,7
2021-07-24,6,0,4
2021-07-25,0,0,1
2021-07-26,19,1,9
2021-07-27,23,0,8
2021-07-28,22,1,7
2021-07-29,22,0,8
2021-07-30,27,0,4
2021-07-31,2,0,1
2021-08-01,0,0,0
2021-08-02,6,0,10
2021-08-03,29,6,11
2021-08-04,27,2,13
2021-08-05,19,0,6
2021-08-06,8,0,7
2021-08-07,1,0,1
2021-08-08,1,0,0
2021-08-09,11,3,2
2021-08-10,3,1,8
2021-08-11,14,3,5
2021-08-12,17,0,8
2021-08-13,9,0,5
2021-08-14,11,0,1
2021-08-15,2,0,0
2021-08-16,17,0,10
2021-08-17,16,0,5
2021-08-18,30,1,7
2021-08-19,14,0,12
2021-08-20,18,1,4
2021-08-21,6,0,2
2021-08-22,2,0,0
2021-08-23,24,0,4
2021-08-24,13,1,9
2021-08-25,18,0,15
2021-08-26,24,0,8
2021-08-27,25,0,9
2021-08-28,10,0,3
2021-08-29,0,0,1
2021-08-30,18,0,2
2021-08-31,22,0,8
2021-09-01,11,0,13
2021-09-02,9,0,11
2021-09-03,10,0,3
2021-09-04,11,0,0
2021-09-05,3,0,0
2021-09-06,1,2,5
2021-09-07,5,0,2
2021-09-08,17,68,18
2021-09-09,10,1,14
2021-09-10,24,3,7
2021-09-11,6,1,13
2021-09-12,0,0,5
2021-09-13,10,0,7
2021-09-14,16,0,4
2021-09-15,12,2,12
2021-09-16,17,0,8
2021-09-17,17,0,10
2021-09-18,7,2,1
2021-09-19,0,1,1
2021-09-20,13,1,5
2021-09-21,9,1,7
2021-09-22,15,1,10
2021-09-23,9,1,3
2021-09-24,19,1,19
2021-09-25,3,2,9
2021-09-26,7,0,1
2021-09-27,12,0,6
2021-09-28,24,1,13
2021-09-29,16,1,18
2021-09-30,11,0,10
2021-10-01,21,0,8
2021-10-02,4,0,6
2021-10-03,0,0,0
2021-10-04,11,0,0
2021-10-05,16,0,3
2021-10-06,19,5,6
2021-10-07,26,0,3
2021-10-08,24,1,6
2021-10-09,6,2,3
2021-10-10,0,0,0
2021-10-11,8,0,3
2021-10-12,17,0,4
2021-10-13,22,0,8
2021-10-14,26,1,12
2021-10-15,16,0,7
2021-10-16,3,0,2
2021-10-17,0,0,1
2021-10-18,2,0,13
2021-10-19,21,0,6
2021-10-20,26,1,15
2021-10-21,19,0,11
2021-10-22,9,0,5
2021-10-23,1,0,0
2021-10-24,1,0,1
2021-10-25,12,0,9
2021-10-26,2,1,8
2021-10-27,26,0,6
2021-10-28,20,1,1
2021-10-29,12,1,3
2021-10-30,5,1,3
2021-10-31,0,0,0
2021-11-01,14,0,4
2021-11-02,15,1,5
2021-11-03,16,0,15
2021-11-04,22,0,4
2021-11-05,13,0,10
2021-11-06,1,0,1
2021-11-07,8,0,0
2021-11-08,27,0,4
2021-11-09,14,0,17
2021-11-10,15,2,11
2021-11-11,20,0,12
2021-11-12,13,0,4
2021-11-13,5,1,0
2021-11-14,1,0,0
2021-11-15,4,3,5
2021-11-16,9,0,4
2021-11-17,21,0,4
2021-11-18,5,0,9
2021-11-19,18,0,10
2021-11-20,9,0,0
2021-11-21,4,2,0
2021-11-22,6,0,6
2021-11-23,26,0,3
2021-11-24,14,0,12
2021-11-25,2,0,4
2021-11-26,3,0,1
2021-11-27,3,0,0
2021-11-28,4,0,0
2021-11-29,5,2,7
2021-11-30,2,2,14
2021-12-01,27,0,10
2021-12-02,15,0,9
2021-12-03,15,0,8
2021-12-04,8,0,0
2021-12-05,5,1,0
2021-12-06,9,0,8
2021-12-07,19,0,8
2021-12-08,18,0,3
2021-12-09,14,0,9
2021-12-10,10,7,3
2021-12-11,5,0,5
2021-12-12,2,0,0
2021-12-13,19,0,4
2021-12-14,21,0,11
2021-12-15,19,2,17
2021-12-16,14,0,13
2021-12-17,9,0,10
2021-12-18,1,0,5
2021-12-19,0,0,0
2021-12-20,8,0,19
2021-12-21,14,1,10
2021-12-22,19,3,5
2021-12-23,12,3,20
2021-12-24,11,0,2
2021-12-25,2,0,1
2021-12-26,3,0,0
2021-12-27,5,0,0
2021-12-28,4,0,0
2021-12-29,3,0,1
2021-12-30,2,0,2
2021-12-31,6,0,1
2022-01-01,2,0,0
2022-01-02,3,0,0
2022-01-03,5,0,1
2022-01-04,12,0,2
2022-01-05,13,0,5
2022-01-06,12,0,3
2022-01-07,14,0,2
2022-01-08,12,0,2
2022-01-09,4,0,0
2022-01-10,17,0,1
2022-01-11,10,0,17
2022-01-12,7,0,6
2022-01-13,28,0,1
2022-01-14,24,0,3
2022-01-15,3,0,3
2022-01-16,0,0,0
2022-01-17,0,0,7
2022-01-18,12,0,3
2022-01-19,12,0,14
2022-01-20,14,0,19
2022-01-21,25,0,6
2022-01-22,10,0,0
2022-01-23,6,1,0
2022-01-24,16,0,4
2022-01-25,22,0,8
2022-01-26,15,0,12
2022-01-27,8,0,9
2022-01-28,12,0,16
2022-01-29,8,0,6
2022-01-30,3,0,0
2022-01-31,8,0,7
2022-02-01,17,0,4
2022-02-02,29,2,14
2022-02-03,24,0,9
