,highcharts/highcharts,plotly/plotly.js,d3/d3
2016-10-19,22,11,1
2016-10-20,10,14,3
2016-10-21,17,4,0
2016-10-22,0,0,0
2016-10-23,0,0,0
2016-10-24,19,55,0
2016-10-25,25,37,0
2016-10-26,20,24,0
2016-10-27,16,20,3
2016-10-28,18,2,0
2016-10-29,0,5,0
2016-10-30,4,0,0
2016-10-31,11,0,0
2016-11-01,22,1,0
2016-11-02,4,7,1
2016-11-03,17,3,0
2016-11-04,16,9,2
2016-11-05,4,0,0
2016-11-06,1,0,0
2016-11-07,8,3,0
2016-11-08,5,12,0
2016-11-09,2,36,0
2016-11-10,7,14,0
2016-11-11,11,1,0
2016-11-12,0,0,0
2016-11-13,1,0,0
2016-11-14,5,10,0
2016-11-15,8,28,0
2016-11-16,16,7,0
2016-11-17,11,26,0
2016-11-18,21,3,0
2016-11-19,0,6,0
2016-11-20,0,0,0
2016-11-21,13,21,0
2016-11-22,1,9,1
2016-11-23,6,10,2
2016-11-24,3,8,0
2016-11-25,11,2,0
2016-11-26,0,5,0
2016-11-27,0,0,0
2016-11-28,12,8,0
2016-11-29,15,4,0
2016-11-30,13,6,0
2016-12-01,17,9,0
2016-12-02,16,0,0
2016-12-03,1,4,0
2016-12-04,1,3,0
2016-12-05,24,5,0
2016-12-06,18,13,0
2016-12-07,24,13,0
2016-12-08,3,4,0
2016-12-09,9,4,0
2016-12-10,0,0,0
2016-12-11,2,1,0
2016-12-12,13,3,0
2016-12-13,6,0,0
2016-12-14,8,22,0
2016-12-15,13,3,0
2016-12-16,19,2,0
2016-12-17,0,0,0
2016-12-18,0,0,0
2016-12-19,13,6,0
2016-12-20,11,0,0
2016-12-21,11,0,0
2016-12-22,8,5,0
2016-12-23,2,2,0
2016-12-24,0,3,0
2016-12-25,0,0,0
2016-12-26,0,0,0
2016-12-27,2,0,0
2016-12-28,12,0,0
2016-12-29,5,0,0
2016-12-30,5,0,0
2016-12-31,0,0,0
2017-01-01,0,0,0
2017-01-02,1,1,0
2017-01-03,3,0,0
2017-01-04,10,15,0
2017-01-05,25,4,0
2017-01-06,10,2,2
2017-01-07,0,0,0
2017-01-08,0,0,0
2017-01-09,17,12,0
2017-01-10,11,7,0
2017-01-11,13,5,0
2017-01-12,12,2,0
2017-01-13,9,17,0
2017-01-14,0,3,0
2017-01-15,0,0,0
2017-01-16,9,7,0
2017-01-17,6,18,0
2017-01-18,4,18,2
2017-01-19,11,4,0
2017-01-20,11,0,4
2017-01-21,0,0,0
2017-01-22,0,0,0
2017-01-23,7,0,2
2017-01-24,8,1,0
2017-01-25,19,4,0
2017-01-26,11,5,4
2017-01-27,16,1,0
2017-01-28,0,0,0
2017-01-29,0,0,2
2017-01-30,9,7,0
2017-01-31,7,15,0
2017-02-01,13,4,0
2017-02-02,16,11,0
2017-02-03,6,6,0
2017-02-04,0,0,0
2017-02-05,0,0,0
2017-02-06,14,11,0
2017-02-07,12,2,0
2017-02-08,6,11,0
2017-02-09,16,1,0
2017-02-10,6,8,0
2017-02-11,0,0,0
2017-02-12,0,0,0
2017-02-13,7,15,0
2017-02-14,12,4,0
2017-02-15,9,13,1
2017-02-16,4,2,0
2017-02-17,20,11,0
2017-02-18,0,0,3
2017-02-19,0,0,4
2017-02-20,10,2,0
2017-02-21,10,15,0
2017-02-22,2,12,0
2017-02-23,3,13,0
2017-02-24,22,24,0
2017-02-25,0,0,0
2017-02-26,0,0,0
2017-02-27,12,21,0
2017-02-28,8,5,2
2017-03-01,31,8,0
2017-03-02,27,6,2
2017-03-03,24,17,0
2017-03-04,0,3,0
2017-03-05,0,0,0
2017-03-06,7,15,0
2017-03-07,17,5,0
2017-03-08,16,4,0
2017-03-09,0,23,0
2017-03-10,1,6,2
2017-03-11,0,2,0
2017-03-12,0,0,0
2017-03-13,0,9,2
2017-03-14,12,22,0
2017-03-15,11,4,0
2017-03-16,7,8,0
2017-03-17,2,16,0
2017-03-18,0,1,0
2017-03-19,0,0,0
2017-03-20,6,5,0
2017-03-21,6,14,0
2017-03-22,7,3,1
2017-03-23,6,0,0
2017-03-24,5,0,2
2017-03-25,0,0,0
2017-03-26,0,0,0
2017-03-27,8,7,0
2017-03-28,18,12,0
2017-03-29,12,20,0
2017-03-30,12,10,0
2017-03-31,9,19,0
2017-04-01,0,2,0
2017-04-02,0,0,0
2017-04-03,8,4,0
2017-04-04,5,6,0
2017-04-05,6,8,0
2017-04-06,2,6,0
2017-04-07,16,40,0
2017-04-08,0,5,0
2017-04-09,2,0,0
2017-04-10,10,15,0
2017-04-11,6,7,0
2017-04-12,0,8,0
2017-04-13,0,20,0
2017-04-14,0,11,0
2017-04-15,0,0,2
2017-04-16,0,0,0
2017-04-17,0,11,0
2017-04-18,10,11,0
2017-04-19,0,1,0
2017-04-20,14,11,0
2017-04-21,8,10,0
2017-04-22,0,3,0
2017-04-23,0,0,0
2017-04-24,13,9,0
2017-04-25,7,6,0
2017-04-26,24,13,0
2017-04-27,5,8,0
2017-04-28,4,21,0
2017-04-29,0,2,0
2017-04-30,0,0,0
2017-05-01,0,20,0
2017-05-02,13,17,0
2017-05-03,13,6,0
2017-05-04,5,0,0
2017-05-05,5,0,0
2017-05-06,0,0,0
2017-05-07,0,0,0
2017-05-08,7,15,0
2017-05-09,22,17,0
2017-05-10,5,15,0
2017-05-11,9,3,0
2017-05-12,12,7,0
2017-05-13,0,0,0
2017-05-14,3,0,0
2017-05-15,8,10,2
2017-05-16,6,15,2
2017-05-17,2,3,0
2017-05-18,8,12,0
2017-05-19,20,3,0
2017-05-20,0,0,0
2017-05-21,0,0,0
2017-05-22,4,0,0
2017-05-23,9,17,0
2017-05-24,21,8,0
2017-05-25,2,26,0
2017-05-26,9,26,0
2017-05-27,0,0,0
2017-05-28,0,1,0
2017-05-29,4,2,0
2017-05-30,0,7,0
2017-05-31,0,5,0
2017-06-01,1,4,0
2017-06-02,2,2,0
2017-06-03,0,0,0
2017-06-04,0,0,0
2017-06-05,0,2,0
2017-06-06,0,22,0
2017-06-07,1,6,0
2017-06-08,5,33,0
2017-06-09,6,20,0
2017-06-10,0,3,0
2017-06-11,0,2,0
2017-06-12,1,13,0
2017-06-13,8,12,0
2017-06-14,3,21,0
2017-06-15,6,16,0
2017-06-16,5,34,0
2017-06-17,0,3,0
2017-06-18,0,0,0
2017-06-19,26,7,0
2017-06-20,4,14,0
2017-06-21,9,5,0
2017-06-22,9,7,0
2017-06-23,9,9,0
2017-06-24,0,0,0
2017-06-25,0,0,0
2017-06-26,12,18,0
2017-06-27,0,9,0
2017-06-28,0,10,0
2017-06-29,1,6,0
2017-06-30,0,21,0
2017-07-01,0,0,0
2017-07-02,0,0,0
2017-07-03,1,2,0
2017-07-04,0,0,0
2017-07-05,0,5,0
2017-07-06,0,9,0
2017-07-07,0,11,0
2017-07-08,0,0,0
2017-07-09,0,0,0
2017-07-10,0,8,0
2017-07-11,0,7,0
2017-07-12,0,3,0
2017-07-13,9,17,0
2017-07-14,0,6,2
2017-07-15,0,0,0
2017-07-16,0,0,0
2017-07-17,13,8,0
2017-07-18,10,16,0
2017-07-19,2,15,0
2017-07-20,0,2,0
2017-07-21,0,5,0
2017-07-22,0,0,0
2017-07-23,0,0,0
2017-07-24,3,3,0
2017-07-25,6,13,0
2017-07-26,0,9,0
2017-07-27,10,6,0
2017-07-28,10,3,0
2017-07-29,0,0,0
2017-07-30,0,0,0
2017-07-31,6,0,0
2017-08-01,8,8,0
2017-08-02,12,8,0
2017-08-03,13,3,0
2017-08-04,11,10,0
2017-08-05,1,13,0
2017-08-06,0,0,0
2017-08-07,13,9,0
2017-08-08,13,8,0
2017-08-09,5,0,0
2017-08-10,9,5,0
2017-08-11,4,2,0
2017-08-12,0,0,0
2017-08-13,0,0,0
2017-08-14,9,16,0
2017-08-15,1,11,0
2017-08-16,13,3,0
2017-08-17,8,0,0
2017-08-18,9,0,0
2017-08-19,0,0,0
2017-08-20,0,0,0
2017-08-21,16,2,0
2017-08-22,7,1,0
2017-08-23,14,2,0
2017-08-24,7,2,0
2017-08-25,18,1,0
2017-08-26,0,0,0
2017-08-27,0,0,0
2017-08-28,15,2,0
2017-08-29,17,0,0
2017-08-30,25,2,0
2017-08-31,31,1,0
2017-09-01,16,3,0
2017-09-02,0,0,3
2017-09-03,0,0,2
2017-09-04,13,0,0
2017-09-05,15,7,0
2017-09-06,11,5,0
2017-09-07,2,1,0
2017-09-08,4,1,0
2017-09-09,0,0,0
2017-09-10,0,0,0
2017-09-11,11,1,0
2017-09-12,15,2,0
2017-09-13,21,25,0
2017-09-14,21,3,0
2017-09-15,14,6,0
2017-09-16,4,0,0
2017-09-17,0,0,0
2017-09-18,13,3,0
2017-09-19,9,15,0
2017-09-20,15,23,0
2017-09-21,4,4,0
2017-09-22,5,28,0
2017-09-23,0,0,0
2017-09-24,0,0,0
2017-09-25,9,9,0
2017-09-26,25,2,0
2017-09-27,14,10,0
2017-09-28,36,15,0
2017-09-29,41,3,0
2017-09-30,16,5,0
2017-10-01,3,0,0
2017-10-02,42,8,3
2017-10-03,19,20,2
2017-10-04,24,23,0
2017-10-05,13,27,0
2017-10-06,9,19,0
2017-10-07,11,0,0
2017-10-08,3,0,0
2017-10-09,0,12,0
2017-10-10,3,9,0
2017-10-11,1,0,0
2017-10-12,7,5,0
2017-10-13,11,1,0
2017-10-14,3,0,0
2017-10-15,13,1,0
2017-10-16,7,14,0
2017-10-17,10,9,0
2017-10-18,12,14,0
2017-10-19,13,14,0
2017-10-20,9,19,0
2017-10-21,1,0,0
2017-10-22,3,0,0
2017-10-23,6,23,0
2017-10-24,1,14,0
2017-10-25,0,7,0
2017-10-26,1,13,0
2017-10-27,0,8,0
2017-10-28,3,0,0
2017-10-29,4,0,0
2017-10-30,11,1,0
2017-10-31,11,15,0
2017-11-01,13,6,0
2017-11-02,9,25,0
2017-11-03,13,4,0
2017-11-04,4,0,0
2017-11-05,6,0,0
2017-11-06,7,1,0
2017-11-07,4,0,0
2017-11-08,7,1,0
2017-11-09,8,0,0
2017-11-10,11,0,0
2017-11-11,2,0,0
2017-11-12,0,0,0
2017-11-13,5,4,0
2017-11-14,8,6,0
2017-11-15,15,15,0
2017-11-16,5,12,0
2017-11-17,0,8,0
2017-11-18,0,0,0
2017-11-19,0,0,0
2017-11-20,6,6,0
2017-11-21,4,2,2
2017-11-22,5,3,0
2017-11-23,2,2,0
2017-11-24,0,4,0
2017-11-25,0,0,0
2017-11-26,0,0,0
2017-11-27,9,8,0
2017-11-28,1,6,0
2017-11-29,3,1,0
2017-11-30,0,0,0
2017-12-01,2,1,0
2017-12-02,0,0,0
2017-12-03,0,0,0
2017-12-04,10,1,0
2017-12-05,25,1,0
2017-12-06,11,1,0
2017-12-07,15,11,0
2017-12-08,5,14,0
2017-12-09,0,1,0
2017-12-10,0,0,0
2017-12-11,8,19,0
2017-12-12,12,1,0
2017-12-13,1,0,0
2017-12-14,15,0,0
2017-12-15,13,17,0
2017-12-16,0,1,0
2017-12-17,0,0,0
2017-12-18,10,13,0
2017-12-19,16,8,0
2017-12-20,11,6,0
2017-12-21,7,1,0
2017-12-22,12,6,0
2017-12-23,0,1,0
2017-12-24,0,0,0
2017-12-25,0,0,0
2017-12-26,0,0,4
2017-12-27,0,1,0
2017-12-28,0,4,0
2017-12-29,0,9,0
2017-12-30,0,7,0
2017-12-31,0,0,0
2018-01-01,0,0,0
2018-01-02,12,0,0
2018-01-03,1,6,0
2018-01-04,2,10,0
2018-01-05,5,1,0
2018-01-06,0,0,0
2018-01-07,1,1,0
2018-01-08,7,4,0
2018-01-09,8,4,0
2018-01-10,11,10,0
2018-01-11,2,21,0
2018-01-12,9,4,0
2018-01-13,0,0,0
2018-01-14,0,0,0
2018-01-15,13,11,0
2018-01-16,4,6,0
2018-01-17,2,35,0
2018-01-18,0,27,2
2018-01-19,1,9,0
2018-01-20,0,1,0
2018-01-21,0,1,0
2018-01-22,5,11,0
2018-01-23,14,12,0
2018-01-24,10,10,0
2018-01-25,16,9,0
2018-01-26,23,6,0
2018-01-27,0,1,0
2018-01-28,6,0,3
2018-01-29,12,11,3
2018-01-30,12,23,0
2018-01-31,17,9,0
2018-02-01,18,17,0
2018-02-02,5,20,0
2018-02-03,0,0,0
2018-02-04,0,11,0
2018-02-05,8,12,0
2018-02-06,0,14,0
2018-02-07,0,5,3
2018-02-08,3,29,0
2018-02-09,26,10,0
2018-02-10,3,0,0
2018-02-11,0,0,0
2018-02-12,10,14,0
2018-02-13,16,4,0
2018-02-14,16,5,0
2018-02-15,8,3,0
2018-02-16,13,22,0
2018-02-17,9,6,0
2018-02-18,4,0,0
2018-02-19,5,14,0
2018-02-20,17,14,0
2018-02-21,3,5,0
2018-02-22,3,2,0
2018-02-23,2,7,0
2018-02-24,10,0,0
2018-02-25,6,4,0
2018-02-26,6,11,0
2018-02-27,19,12,0
2018-02-28,6,29,1
2018-03-01,5,22,0
2018-03-02,33,17,0
2018-03-03,0,1,0
2018-03-04,0,0,0
2018-03-05,12,26,0
2018-03-06,14,16,0
2018-03-07,12,22,0
2018-03-08,18,8,0
2018-03-09,17,10,0
2018-03-10,0,0,0
2018-03-11,0,0,0
2018-03-12,22,5,0
2018-03-13,24,5,0
2018-03-14,15,6,0
2018-03-15,22,11,0
2018-03-16,30,4,0
2018-03-17,0,1,0
2018-03-18,0,0,0
2018-03-19,9,7,0
2018-03-20,20,5,0
2018-03-21,9,2,0
2018-03-22,29,3,9
2018-03-23,9,6,0
2018-03-24,0,0,0
2018-03-25,0,0,0
2018-03-26,7,12,0
2018-03-27,11,16,0
2018-03-28,0,29,0
2018-03-29,0,16,0
2018-03-30,0,13,0
2018-03-31,0,0,1
2018-04-01,0,0,0
2018-04-02,0,2,0
2018-04-03,40,1,0
2018-04-04,7,8,0
2018-04-05,8,15,0
2018-04-06,10,18,0
2018-04-07,0,0,0
2018-04-08,0,0,0
2018-04-09,9,11,0
2018-04-10,1,11,0
2018-04-11,9,17,0
2018-04-12,2,9,0
2018-04-13,9,13,0
2018-04-14,0,0,0
2018-04-15,0,0,0
2018-04-16,38,29,2
2018-04-17,9,29,4
2018-04-18,14,7,0
2018-04-19,8,6,0
2018-04-20,46,1,0
2018-04-21,0,0,0
2018-04-22,0,8,0
2018-04-23,0,0,0
2018-04-24,4,10,0
2018-04-25,8,4,0
2018-04-26,3,20,0
2018-04-27,3,10,0
2018-04-28,0,0,0
2018-04-29,0,1,0
2018-04-30,3,20,0
2018-05-01,0,21,0
2018-05-02,11,10,0
2018-05-03,6,6,1
2018-05-04,15,0,0
2018-05-05,0,0,0
2018-05-06,0,1,0
2018-05-07,13,1,2
2018-05-08,16,1,0
2018-05-09,0,14,2
2018-05-10,1,6,0
2018-05-11,0,10,2
2018-05-12,0,0,0
2018-05-13,0,0,0
2018-05-14,2,6,0
2018-05-15,2,3,0
2018-05-16,1,10,0
2018-05-17,0,14,0
2018-05-18,0,12,0
2018-05-19,0,0,0
2018-05-20,0,0,0
2018-05-21,0,5,0
2018-05-22,0,19,0
2018-05-23,0,24,0
2018-05-24,7,9,0
2018-05-25,1,6,0
2018-05-26,0,0,0
2018-05-27,0,0,0
2018-05-28,6,7,0
2018-05-29,16,11,0
2018-05-30,6,14,0
2018-05-31,6,7,0
2018-06-01,12,9,0
2018-06-02,0,1,0
2018-06-03,0,0,0
2018-06-04,8,10,0
2018-06-05,2,12,0
2018-06-06,2,13,0
2018-06-07,0,9,0
2018-06-08,4,6,0
2018-06-09,0,0,0
2018-06-10,0,0,0
2018-06-11,10,23,0
2018-06-12,11,3,0
2018-06-13,8,3,0
2018-06-14,10,2,0
2018-06-15,9,9,0
2018-06-16,0,0,2
2018-06-17,0,0,0
2018-06-18,12,9,0
2018-06-19,11,6,0
2018-06-20,5,8,0
2018-06-21,3,15,0
2018-06-22,8,0,0
2018-06-23,0,0,0
2018-06-24,2,0,0
2018-06-25,3,0,0
2018-06-26,18,5,0
2018-06-27,8,28,0
2018-06-28,12,14,0
2018-06-29,3,11,0
2018-06-30,0,0,0
2018-07-01,0,1,0
2018-07-02,5,1,0
2018-07-03,5,11,0
2018-07-04,15,12,0
2018-07-05,5,21,0
2018-07-06,12,8,0
2018-07-07,5,0,0
2018-07-08,3,1,0
2018-07-09,24,10,0
2018-07-10,3,5,0
2018-07-11,1,7,0
2018-07-12,4,5,0
2018-07-13,7,7,0
2018-07-14,0,0,0
2018-07-15,0,0,0
2018-07-16,2,5,0
2018-07-17,9,2,0
2018-07-18,15,15,0
2018-07-19,3,4,0
2018-07-20,3,8,0
2018-07-21,0,0,0
2018-07-22,0,0,0
2018-07-23,12,3,0
2018-07-24,11,3,0
2018-07-25,14,2,0
2018-07-26,4,4,0
2018-07-27,7,4,0
2018-07-28,0,0,0
2018-07-29,0,0,0
2018-07-30,13,4,0
2018-07-31,43,19,0
2018-08-01,17,6,0
2018-08-02,17,8,0
2018-08-03,5,6,0
2018-08-04,0,1,0
2018-08-05,0,0,0
2018-08-06,3,2,0
2018-08-07,24,5,0
2018-08-08,7,5,0
2018-08-09,9,13,0
2018-08-10,9,7,0
2018-08-11,0,0,0
2018-08-12,0,0,0
2018-08-13,6,10,0
2018-08-14,8,10,0
2018-08-15,35,16,0
2018-08-16,39,23,0
2018-08-17,17,29,0
2018-08-18,0,0,0
2018-08-19,0,0,0
2018-08-20,13,11,2
2018-08-21,12,30,0
2018-08-22,35,16,0
2018-08-23,17,16,0
2018-08-24,17,9,4
2018-08-25,0,0,0
2018-08-26,0,0,0
2018-08-27,27,13,0
2018-08-28,9,5,0
2018-08-29,24,18,1
2018-08-30,15,12,0
2018-08-31,12,9,0
2018-09-01,0,12,0
2018-09-02,0,0,0
2018-09-03,34,0,0
2018-09-04,5,11,0
2018-09-05,33,20,0
2018-09-06,29,9,0
2018-09-07,30,29,0
2018-09-08,2,2,0
2018-09-09,0,0,0
2018-09-10,24,23,0
2018-09-11,7,18,0
2018-09-12,6,9,0
2018-09-13,26,7,0
2018-09-14,32,12,0
2018-09-15,0,7,0
2018-09-16,0,2,0
2018-09-17,18,13,0
2018-09-18,7,8,0
2018-09-19,86,4,0
2018-09-20,11,5,0
2018-09-21,6,9,0
2018-09-22,0,2,0
2018-09-23,0,0,0
2018-09-24,5,11,0
2018-09-25,13,10,0
2018-09-26,85,3,0
2018-09-27,29,5,0
2018-09-28,9,21,0
2018-09-29,0,0,0
2018-09-30,2,18,0
2018-10-01,7,9,0
2018-10-02,15,22,0
2018-10-03,10,17,0
2018-10-04,7,20,0
2018-10-05,12,20,0
2018-10-06,0,2,0
2018-10-07,0,2,0
2018-10-08,26,7,0
2018-10-09,15,8,0
2018-10-10,12,15,0
2018-10-11,7,11,0
2018-10-12,11,21,0
2018-10-13,0,3,0
2018-10-14,6,3,0
2018-10-15,35,14,0
2018-10-16,23,9,0
2018-10-17,16,11,0
2018-10-18,50,12,0
2018-10-19,16,21,0
2018-10-20,1,3,0
2018-10-21,1,3,0
2018-10-22,7,18,0
2018-10-23,1,23,0
2018-10-24,7,33,0
2018-10-25,3,19,0
2018-10-26,7,25,0
2018-10-27,0,0,0
2018-10-28,0,2,0
2018-10-29,21,26,0
2018-10-30,6,17,0
2018-10-31,16,20,0
2018-11-01,8,16,0
2018-11-02,5,9,0
2018-11-03,0,0,0
2018-11-04,0,12,0
2018-11-05,5,18,0
2018-11-06,5,26,0
2018-11-07,60,14,0
2018-11-08,5,20,0
2018-11-09,10,23,0
2018-11-10,0,5,0
2018-11-11,0,3,0
2018-11-12,17,23,0
2018-11-13,2,23,0
2018-11-14,0,5,0
2018-11-15,1,3,0
2018-11-16,3,21,0
2018-11-17,0,7,0
2018-11-18,0,4,0
2018-11-19,60,23,0
2018-11-20,12,18,0
2018-11-21,35,47,0
2018-11-22,11,16,0
2018-11-23,17,31,0
2018-11-24,0,6,0
2018-11-25,2,1,0
2018-11-26,13,30,0
2018-11-27,46,10,0
2018-11-28,13,8,0
2018-11-29,69,16,0
2018-11-30,24,23,0
2018-12-01,0,0,0
2018-12-02,2,2,0
2018-12-03,38,7,0
2018-12-04,133,1,0
2018-12-05,14,17,0
2018-12-06,9,21,0
2018-12-07,34,15,0
2018-12-08,33,2,0
2018-12-09,8,0,0
2018-12-10,44,0,0
2018-12-11,3,19,0
2018-12-12,22,21,0
2018-12-13,8,13,0
2018-12-14,4,4,0
2018-12-15,0,1,0
2018-12-16,0,6,0
2018-12-17,54,32,0
2018-12-18,6,8,0
2018-12-19,18,15,0
2018-12-20,15,4,0
2018-12-21,23,37,0
2018-12-22,0,2,0
2018-12-23,0,0,0
2018-12-24,2,5,0
2018-12-25,0,0,0
2018-12-26,0,5,0
2018-12-27,0,2,0
2018-12-28,0,0,0
2018-12-29,0,0,0
2018-12-30,0,0,0
2018-12-31,0,5,0
2019-01-01,0,7,0
2019-01-02,0,12,0
2019-01-03,11,16,0
2019-01-04,17,14,0
2019-01-05,0,0,0
2019-01-06,0,2,0
2019-01-07,37,20,0
2019-01-08,11,43,0
2019-01-09,18,16,0
2019-01-10,13,17,0
2019-01-11,24,5,0
2019-01-12,5,5,0
2019-01-13,3,8,0
2019-01-14,6,36,0
2019-01-15,3,21,0
2019-01-16,18,25,0
2019-01-17,16,18,0
2019-01-18,20,32,0
2019-01-19,0,0,1
2019-01-20,0,8,0
2019-01-21,11,25,0
2019-01-22,7,14,0
2019-01-23,16,14,0
2019-01-24,1,8,0
2019-01-25,24,6,0
2019-01-26,0,0,0
2019-01-27,0,0,0
2019-01-28,22,7,2
2019-01-29,23,11,0
2019-01-30,4,3,0
2019-01-31,0,8,0
2019-02-01,7,16,0
2019-02-02,2,0,0
2019-02-03,1,0,0
2019-02-04,19,12,2
2019-02-05,19,13,2
2019-02-06,14,11,0
2019-02-07,2,7,2
2019-02-08,15,6,0
2019-02-09,0,0,0
2019-02-10,0,4,2
2019-02-11,17,21,0
2019-02-12,11,26,0
2019-02-13,8,13,0
2019-02-14,12,13,0
2019-02-15,13,20,0
2019-02-16,0,1,0
2019-02-17,0,0,0
2019-02-18,0,21,0
2019-02-19,6,21,0
2019-02-20,6,17,0
2019-02-21,6,10,0
2019-02-22,5,0,0
2019-02-23,1,0,0
2019-02-24,0,0,0
2019-02-25,1,14,0
2019-02-26,11,16,0
2019-02-27,26,10,0
2019-02-28,18,5,0
2019-03-01,13,14,0
2019-03-02,0,2,0
2019-03-03,0,4,0
2019-03-04,21,16,0
2019-03-05,14,16,0
2019-03-06,42,9,0
2019-03-07,30,9,0
2019-03-08,9,9,0
2019-03-09,0,0,0
2019-03-10,1,0,0
2019-03-11,13,1,0
2019-03-12,16,11,0
2019-03-13,8,10,0
2019-03-14,18,2,2
2019-03-15,8,2,0
2019-03-16,0,1,0
2019-03-17,1,0,0
2019-03-18,31,11,0
2019-03-19,12,14,0
2019-03-20,20,16,0
2019-03-21,21,6,0
2019-03-22,38,16,0
2019-03-23,0,1,0
2019-03-24,0,2,0
2019-03-25,20,21,0
2019-03-26,18,16,0
2019-03-27,17,15,0
2019-03-28,21,30,0
2019-03-29,13,14,0
2019-03-30,0,0,0
2019-03-31,0,1,0
2019-04-01,16,20,0
2019-04-02,3,18,0
2019-04-03,8,9,0
2019-04-04,14,19,0
2019-04-05,3,14,0
2019-04-06,0,1,0
2019-04-07,0,0,0
2019-04-08,23,24,0
2019-04-09,20,13,0
2019-04-10,11,7,0
2019-04-11,17,12,0
2019-04-12,0,2,0
2019-04-13,0,0,0
2019-04-14,0,0,0
2019-04-15,3,7,0
2019-04-16,0,4,0
2019-04-17,0,13,0
2019-04-18,0,9,0
2019-04-19,0,4,0
2019-04-20,0,0,0
2019-04-21,0,0,0
2019-04-22,0,1,0
2019-04-23,45,2,0
2019-04-24,10,18,0
2019-04-25,19,8,0
2019-04-26,12,6,0
2019-04-27,0,0,0
2019-04-28,0,0,0
2019-04-29,7,17,0
2019-04-30,2,23,0
2019-05-01,0,13,0
2019-05-02,3,8,1
2019-05-03,6,3,0
2019-05-04,0,2,0
2019-05-05,0,1,0
2019-05-06,21,11,0
2019-05-07,17,16,0
2019-05-08,5,23,0
2019-05-09,21,7,0
2019-05-10,5,1,0
2019-05-11,1,0,0
2019-05-12,0,0,0
2019-05-13,6,15,0
2019-05-14,0,9,0
2019-05-15,6,13,0
2019-05-16,25,11,0
2019-05-17,1,19,0
2019-05-18,0,1,0
2019-05-19,0,0,0
2019-05-20,13,13,0
2019-05-21,10,23,0
2019-05-22,21,25,0
2019-05-23,6,14,0
2019-05-24,15,10,0
2019-05-25,0,0,0
2019-05-26,0,0,0
2019-05-27,7,7,0
2019-05-28,9,8,0
2019-05-29,8,4,0
2019-05-30,0,3,0
2019-05-31,5,7,0
2019-06-01,0,0,0
2019-06-02,0,0,0
2019-06-03,12,1,0
2019-06-04,12,1,0
2019-06-05,9,5,0
2019-06-06,15,0,0
2019-06-07,21,0,0
2019-06-08,0,0,0
2019-06-09,2,1,0
2019-06-10,0,1,0
2019-06-11,18,17,0
2019-06-12,10,0,0
2019-06-13,2,7,0
2019-06-14,3,71,0
2019-06-15,0,0,0
2019-06-16,0,0,0
2019-06-17,19,21,0
2019-06-18,11,5,0
2019-06-19,35,2,0
2019-06-20,5,3,0
2019-06-21,6,6,0
2019-06-22,0,0,0
2019-06-23,0,0,0
2019-06-24,19,0,0
2019-06-25,47,9,0
