,nuxt/nuxt,vercel/next.js,remix-run/remix
2021-07-29,1,7,0
2021-07-30,2,2,0
2021-07-31,3,1,0
2021-08-01,0,2,0
2021-08-02,0,9,0
2021-08-03,0,11,0
2021-08-04,0,6,3
2021-08-05,0,9,0
2021-08-06,0,7,0
2021-08-07,0,0,0
2021-08-08,0,1,0
2021-08-09,12,8,1
2021-08-10,3,7,0
2021-08-11,6,17,0
2021-08-12,0,16,3
2021-08-13,0,15,0
2021-08-14,0,12,0
2021-08-15,0,5,0
2021-08-16,2,10,0
2021-08-17,0,8,0
2021-08-18,0,10,3
2021-08-19,1,9,0
2021-08-20,0,7,4
2021-08-21,0,0,1
2021-08-22,0,1,0
2021-08-23,0,6,3
2021-08-24,1,10,2
2021-08-25,0,12,7
2021-08-26,1,3,2
2021-08-27,2,2,0
2021-08-28,0,1,1
2021-08-29,0,1,0
2021-08-30,3,7,0
2021-08-31,0,9,0
2021-09-01,1,6,8
2021-09-02,0,16,2
2021-09-03,1,7,0
2021-09-04,0,1,0
2021-09-05,8,1,0
2021-09-06,4,13,0
2021-09-07,3,18,4
2021-09-08,3,6,10
2021-09-09,5,8,1
2021-09-10,10,4,0
2021-09-11,0,3,0
2021-09-12,0,1,0
2021-09-13,1,14,1
2021-09-14,1,5,0
2021-09-15,0,11,0
2021-09-16,0,18,2
2021-09-17,1,13,5
2021-09-18,0,2,2
2021-09-19,0,2,0
2021-09-20,2,7,2
2021-09-21,6,19,4
2021-09-22,5,9,0
2021-09-23,4,4,0
2021-09-24,1,6,1
2021-09-25,2,0,1
2021-09-26,0,2,0
2021-09-27,2,6,2
2021-09-28,1,10,4
2021-09-29,10,10,0
2021-09-30,1,9,0
2021-10-01,0,8,0
2021-10-02,21,1,0
2021-10-03,0,2,0
2021-10-04,1,6,0
2021-10-05,12,16,0
2021-10-06,8,14,2
2021-10-07,10,5,11
2021-10-08,3,6,6
2021-10-09,0,6,4
2021-10-10,0,10,2
2021-10-11,20,21,1
2021-10-12,55,6,3
2021-10-13,32,17,4
2021-10-14,11,9,4
2021-10-15,4,16,0
2021-10-16,0,5,0
2021-10-17,0,7,0
2021-10-18,39,17,0
2021-10-19,6,11,2
2021-10-20,17,16,1
2021-10-21,12,17,7
2021-10-22,15,16,3
2021-10-23,0,7,0
2021-10-24,5,13,0
2021-10-25,6,21,2
2021-10-26,6,41,0
2021-10-27,19,26,0
2021-10-28,1,27,0
2021-10-29,13,14,14
2021-10-30,0,13,1
2021-10-31,0,3,0
2021-11-01,0,14,1
2021-11-02,23,18,1
2021-11-03,3,24,0
2021-11-04,11,14,3
2021-11-05,8,10,0
2021-11-06,0,6,0
2021-11-07,0,2,0
2021-11-08,5,18,0
2021-11-09,3,23,5
2021-11-10,10,6,1
2021-11-11,5,24,0
2021-11-12,3,7,0
2021-11-13,0,5,0
2021-11-14,0,6,0
2021-11-15,19,22,0
2021-11-16,10,15,1
2021-11-17,3,12,5
2021-11-18,3,10,14
2021-11-19,5,10,29
2021-11-20,0,2,5
2021-11-21,7,10,5
2021-11-22,12,8,28
2021-11-23,6,5,25
2021-11-24,9,4,19
2021-11-25,0,8,2
2021-11-26,0,15,2
2021-11-27,0,0,7
2021-11-28,0,3,0
2021-11-29,13,10,15
2021-11-30,2,15,2
2021-12-01,6,8,9
2021-12-02,1,8,41
2021-12-03,0,16,38
2021-12-04,0,6,5
2021-12-05,0,5,1
2021-12-06,5,4,10
2021-12-07,0,13,0
2021-12-08,0,11,11
2021-12-09,1,7,4
2021-12-10,3,7,15
2021-12-11,0,2,2
2021-12-12,0,4,5
2021-12-13,0,11,30
2021-12-14,2,9,7
2021-12-15,0,6,30
2021-12-16,0,17,36
2021-12-17,10,10,20
2021-12-18,0,5,4
2021-12-19,0,2,0
2021-12-20,9,8,0
2021-12-21,9,10,0
2021-12-22,5,8,1
2021-12-23,5,5,0
2021-12-24,0,2,0
2021-12-25,0,1,0
2021-12-26,0,2,0
2021-12-27,0,0,0
2021-12-28,1,2,1
2021-12-29,0,2,2
2021-12-30,0,0,2
2021-12-31,0,1,0
2022-01-01,0,5,2
2022-01-02,0,3,1
2022-01-03,0,9,0
2022-01-04,0,8,7
2022-01-05,7,12,9
2022-01-06,0,7,18
2022-01-07,1,1,17
2022-01-08,0,1,11
2022-01-09,0,0,1
2022-01-10,0,7,7
2022-01-11,3,5,2
2022-01-12,1,14,12
2022-01-13,4,8,0
2022-01-14,1,11,3
2022-01-15,0,1,4
2022-01-16,0,2,2
2022-01-17,15,14,3
2022-01-18,6,3,0
2022-01-19,5,9,2
2022-01-20,0,5,12
2022-01-21,10,12,1
2022-01-22,0,1,2
2022-01-23,0,3,0
2022-01-24,10,12,2
2022-01-25,6,6,1
2022-01-26,6,17,4
2022-01-27,5,28,6
2022-01-28,2,9,0
2022-01-29,2,1,2
2022-01-30,0,2,30
2022-01-31,6,9,4
2022-02-01,1,17,13
2022-02-02,1,17,28
2022-02-03,7,10,5
2022-02-04,0,18,2
2022-02-05,1,14,1
2022-02-06,0,28,0
2022-02-07,17,14,1
2022-02-08,7,17,42
2022-02-09,3,10,13
2022-02-10,6,16,39
2022-02-11,5,15,49
2022-02-12,1,3,3
2022-02-13,0,6,0
2022-02-14,2,11,7
2022-02-15,5,14,24
2022-02-16,8,20,21
2022-02-17,3,23,12
2022-02-18,5,24,7
2022-02-19,0,4,2
2022-02-20,0,0,0
2022-02-21,5,14,5
2022-02-22,2,7,12
2022-02-23,0,7,17
2022-02-24,2,10,8
2022-02-25,7,17,8
2022-02-26,1,4,9
2022-02-27,1,0,1
2022-02-28,12,8,8
2022-03-01,5,10,3
2022-03-02,1,17,4
2022-03-03,4,4,14
2022-03-04,1,3,5
2022-03-05,0,2,0
2022-03-06,0,2,0
2022-03-07,6,10,7
2022-03-08,10,13,5
2022-03-09,7,7,3
2022-03-10,9,9,3
2022-03-11,9,14,6
2022-03-12,1,3,2
2022-03-13,1,2,0
2022-03-14,12,11,8
2022-03-15,8,9,33
2022-03-16,24,11,25
2022-03-17,9,12,22
2022-03-18,8,15,39
2022-03-19,0,2,1
2022-03-20,0,1,4
2022-03-21,1,12,14
2022-03-22,9,9,22
2022-03-23,4,7,12
2022-03-24,6,11,7
2022-03-25,10,6,7
2022-03-26,0,5,2
2022-03-27,0,3,6
2022-03-28,3,15,5
2022-03-29,1,4,7
2022-03-30,18,21,0
2022-03-31,11,28,26
2022-04-01,9,19,21
2022-04-02,0,0,0
2022-04-03,0,0,2
2022-04-04,9,16,8
2022-04-05,13,19,17
2022-04-06,11,21,13
2022-04-07,27,10,15
2022-04-08,5,11,2
2022-04-09,7,1,2
2022-04-10,0,0,3
2022-04-11,11,22,9
2022-04-12,12,15,16
2022-04-13,10,16,12
2022-04-14,11,13,12
2022-04-15,10,15,10
2022-04-16,1,9,1
2022-04-17,0,1,3
2022-04-18,0,3,23
2022-04-19,14,9,9
2022-04-20,28,6,12
2022-04-21,2,11,4
2022-04-22,10,10,2
2022-04-23,0,1,1
2022-04-24,0,2,0
2022-04-25,6,31,2
2022-04-26,9,16,3
2022-04-27,5,28,12
2022-04-28,0,23,1
2022-04-29,11,9,8
2022-04-30,0,5,0
2022-05-01,0,3,0
2022-05-02,6,12,6
2022-05-03,2,11,12
2022-05-04,0,3,3
2022-05-05,1,9,8
2022-05-06,18,2,7
2022-05-07,2,4,1
2022-05-08,1,2,1
2022-05-09,1,4,10
2022-05-10,1,7,9
2022-05-11,1,7,8
2022-05-12,1,10,1
2022-05-13,3,11,5
2022-05-14,0,3,4
2022-05-15,0,1,1
2022-05-16,0,5,1
2022-05-17,1,29,17
2022-05-18,2,5,17
2022-05-19,0,15,21
2022-05-20,11,5,6
2022-05-21,0,3,5
2022-05-22,0,31,4
2022-05-23,1,27,6
2022-05-24,3,14,2
2022-05-25,1,5,0
2022-05-26,0,12,0
2022-05-27,0,12,1
2022-05-28,0,1,1
2022-05-29,0,20,0
2022-05-30,3,10,1
2022-05-31,6,10,0
2022-06-01,1,9,6
2022-06-02,0,8,2
2022-06-03,6,4,0
2022-06-04,0,2,2
2022-06-05,0,1,0
2022-06-06,0,16,1
2022-06-07,1,7,7
2022-06-08,7,20,3
2022-06-09,5,7,3
2022-06-10,13,9,2
2022-06-11,1,4,8
2022-06-12,5,1,0
2022-06-13,4,17,1
2022-06-14,0,17,7
2022-06-15,7,11,15
2022-06-16,1,16,8
2022-06-17,1,7,2
2022-06-18,0,3,0
2022-06-19,0,7,0
2022-06-20,1,17,7
2022-06-21,0,16,12
2022-06-22,5,13,7
2022-06-23,2,20,8
2022-06-24,0,35,4
2022-06-25,0,5,2
2022-06-26,0,13,0
2022-06-27,10,47,0
2022-06-28,0,29,15
2022-06-29,0,40,5
2022-06-30,2,21,3
2022-07-01,3,3,3
2022-07-02,0,3,7
2022-07-03,0,1,0
2022-07-04,0,6,0
2022-07-05,0,18,7
2022-07-06,10,28,5
2022-07-07,13,13,21
2022-07-08,1,28,1
2022-07-09,0,9,2
2022-07-10,0,2,2
2022-07-11,5,29,8
2022-07-12,11,21,4
2022-07-13,9,101,6
2022-07-14,6,20,11
2022-07-15,5,13,3
2022-07-16,0,4,4
2022-07-17,5,1,2
2022-07-18,2,52,15
2022-07-19,2,28,8
2022-07-20,4,29,6
2022-07-21,16,23,5
2022-07-22,4,19,5
2022-07-23,1,1,0
2022-07-24,0,1,2
2022-07-25,10,12,1
2022-07-26,7,15,2
2022-07-27,7,23,6
2022-07-28,2,17,1
2022-07-29,9,13,6
2022-07-30,0,3,10
2022-07-31,0,8,0
2022-08-01,2,13,0
2022-08-02,12,12,2
2022-08-03,3,15,3
2022-08-04,8,17,5
2022-08-05,4,13,2
2022-08-06,0,3,2
2022-08-07,6,8,1
2022-08-08,10,22,5
2022-08-09,7,17,2
2022-08-10,6,18,4
2022-08-11,13,22,0
2022-08-12,9,21,12
2022-08-13,4,3,0
2022-08-14,1,2,0
2022-08-15,11,10,9
2022-08-16,5,18,3
2022-08-17,7,6,7
2022-08-18,6,7,5
2022-08-19,0,1,2
2022-08-20,0,4,1
2022-08-21,0,7,0
2022-08-22,9,24,0
2022-08-23,11,24,0
2022-08-24,5,23,15
2022-08-25,3,12,16
2022-08-26,9,26,5
2022-08-27,0,2,0
2022-08-28,0,7,0
2022-08-29,7,12,3
2022-08-30,6,15,1
2022-08-31,6,11,1
2022-09-01,6,7,0
2022-09-02,2,5,0
2022-09-03,12,3,5
2022-09-04,3,1,0
2022-09-05,18,12,0
2022-09-06,9,21,1
2022-09-07,14,18,9
2022-09-08,10,41,7
2022-09-09,4,11,1
2022-09-10,5,0,0
2022-09-11,0,1,1
2022-09-12,13,16,1
2022-09-13,6,15,0
2022-09-14,17,15,4
2022-09-15,15,16,10
2022-09-16,11,19,5
2022-09-17,0,0,1
2022-09-18,0,5,2
2022-09-19,8,32,2
2022-09-20,13,15,5
2022-09-21,4,22,12
2022-09-22,9,23,0
2022-09-23,0,15,0
2022-09-24,0,3,1
2022-09-25,0,2,0
2022-09-26,10,16,4
2022-09-27,0,32,3
2022-09-28,0,36,1
2022-09-29,0,31,4
2022-09-30,3,37,0
2022-10-01,1,18,0
2022-10-02,0,8,0
2022-10-03,13,10,0
2022-10-04,0,13,0
2022-10-05,0,10,1
2022-10-06,5,25,0
2022-10-07,10,19,0
2022-10-08,3,2,0
2022-10-09,4,4,0
2022-10-10,7,22,0
2022-10-11,5,31,1
2022-10-12,7,13,5
2022-10-13,8,47,3
2022-10-14,3,14,1
2022-10-15,9,16,1
2022-10-16,5,6,0
2022-10-17,13,24,3
2022-10-18,11,47,2
2022-10-19,18,35,5
2022-10-20,0,39,5
2022-10-21,7,42,3
2022-10-22,0,25,0
2022-10-23,0,14,0
2022-10-24,9,55,0
2022-10-25,6,58,2
2022-10-26,10,17,4
2022-10-27,3,39,6
2022-10-28,0,48,6
2022-10-29,0,16,0
2022-10-30,0,20,0
2022-10-31,0,23,1
2022-11-01,0,8,4
2022-11-02,6,25,1
2022-11-03,14,37,4
2022-11-04,3,16,0
2022-11-05,0,1,1
2022-11-06,0,6,0
2022-11-07,5,19,0
2022-11-08,4,20,3
2022-11-09,15,13,2
2022-11-10,20,24,10
2022-11-11,2,8,0
2022-11-12,0,4,1
2022-11-13,0,0,1
2022-11-14,7,27,3
2022-11-15,10,13,3
2022-11-16,29,22,4
2022-11-17,11,10,7
2022-11-18,1,16,8
2022-11-19,1,4,5
2022-11-20,0,5,1
2022-11-21,12,13,3
2022-11-22,1,20,0
2022-11-23,2,23,0
2022-11-24,3,9,0
2022-11-25,1,12,1
2022-11-26,0,4,0
2022-11-27,0,1,0
2022-11-28,5,11,4
2022-11-29,2,21,1
2022-11-30,10,10,17
