,commaai/openpilot,apolloauto/apollo,carla-simulator/carla
2021-12-31,1,-0.1237685887499997,0
2022-01-01,5,-0.0977176890468747,0
2022-01-02,8,-0.08079934510781227,0
2022-01-03,11,-0.04644310124999986,0
2022-01-04,40,-0.03979863529687489,0
2022-01-05,13,-0.03476487062343741,0
2022-01-06,8,-0.008398852535937478,0
2022-01-07,8,0.0,0
2022-01-08,2,0.0,0
2022-01-09,2,0.0,0
2022-01-10,16,0.0,0
2022-01-11,7,0.0,7
2022-01-12,11,0.0,0
2022-01-13,13,0.0,0
2022-01-14,22,1.0,0
2022-01-15,3,-0.10000000000000009,0
2022-01-16,2,-0.04500000000000003,0
2022-01-17,8,-0.028500000000000022,0
2022-01-18,9,-0.020662499999999924,0
2022-01-19,8,-0.016116749999999947,0
2022-01-20,6,-0.01316201249999996,0
2022-01-21,5,-0.011093696249999967,0
2022-01-22,6,-0.009568313015624975,0
2022-01-23,0,-0.008398852535937478,0
2022-01-24,7,0.0,0
2022-01-25,12,0.0,0
2022-01-26,8,0.0,0
2022-01-27,16,0.0,0
2022-01-28,15,0.0,0
2022-01-29,3,0.0,0
2022-01-30,7,0.0,0
2022-01-31,5,0.0,0
2022-02-01,4,0.0,0
2022-02-02,2,0.0,0
2022-02-03,5,0.0,7
2022-02-04,1,0.0,0
2022-02-05,5,0.0,0
2022-02-06,5,0.0,0
2022-02-07,4,0.0,0
2022-02-08,4,0.0,16
2022-02-09,6,0.0,0
2022-02-10,9,0.0,0
2022-02-11,11,0.0,0
2022-02-12,1,0.0,0
2022-02-13,1,0.0,0
2022-02-14,3,1.0,0
2022-02-15,5,-0.10000000000000009,0
2022-02-16,6,-0.04500000000000003,0
2022-02-17,4,0.9715,0
2022-02-18,2,2.8793375,3
2022-02-19,4,-0.36111675000000026,0
2022-02-20,5,-0.17666201250000008,0
2022-02-21,9,5.88274380375,0
2022-02-22,10,1.3123274369843747,0
2022-02-23,13,3.4600888849640623,0
2022-02-24,4,-0.7115797337500004,0
2022-02-25,3,0.5961755982343754,0
2022-02-26,1,-0.3891292915828121,0
2022-02-27,2,1.7359478673921882,0
2022-02-28,8,-0.3858532024999997,0
2022-03-01,2,0.7570921794062504,0
2022-03-02,8,-0.2870212762468748,0
2022-03-03,5,-0.1545579696343747,1
2022-03-04,1,-0.1054226063937498,0
2022-03-05,3,-0.056554838015624824,0
2022-03-06,1,0.9532970049640627,0
2022-03-07,9,1.8677013614687499,1
2022-03-08,5,-0.27289140132187517,1
2022-03-09,5,1.871931686984375,0
2022-03-10,3,-0.2860613525359376,15
2022-03-11,6,0.8525582500000002,0
2022-03-12,2,0.7976044875,0
2022-03-13,2,4.77625727875,0
2022-03-14,14,0.3625107944843746,0
2022-03-15,2,6.571977996432812,0
2022-03-16,6,0.03673565242812449,2
2022-03-17,10,-0.5952278885312499,0
2022-03-18,7,-0.3867996638218747,0
2022-03-19,4,0.7242736782343758,0
2022-03-20,3,0.6799225906984381,0
2022-03-21,4,0.6794150486359378,0
2022-03-22,7,2.684119538054688,0
2022-03-23,6,-0.48063323989531254,0
2022-03-24,3,2.7313604692328126,0
2022-03-25,8,-0.4438401150359377,0
2022-03-26,8,0.7626400412500003,0
2022-03-27,4,-0.2676742717656249,0
2022-03-28,5,0.8244656006984379,2
2022-03-29,2,-0.2280985043015623,0
2022-03-30,11,0.8577476709171877,0
2022-03-31,6,0.7969056036421875,3
2022-04-01,9,-0.20752945154687494,0
2022-04-02,3,-0.1259070038578124,0
2022-04-03,1,-0.07189282551562488,0
2022-04-04,6,-0.05627179878593732,1
2022-04-05,19,-0.038847075515624885,5
2022-04-06,12,3.9673454387140628,2
2022-04-07,13,3.5793379907343748,0
2022-04-08,2,0.40203283444843707,0
2022-04-09,2,-0.40239885253593777,0
2022-04-10,1,-0.2416499999999998,0
2022-04-11,7,-0.17561699999999952,0
2022-04-12,6,0.8622224500000004,2
2022-04-13,8,3.7868604150000005,1
2022-04-14,6,-0.5408100495625001,5
2022-04-15,7,-0.29146235845624996,0
2022-04-16,4,-0.1778262231593749,0
2022-04-17,0,-0.10716560253593713,0
2022-04-18,8,-0.07762901249999975,0
2022-04-19,18,0.9362582537500002,0
2022-04-20,19,1.846056901984375,1
2022-04-21,8,2.7083278954015624,0
2022-04-22,8,-0.45209541014375026,0
2022-04-23,2,0.7873374999999999,0
2022-04-24,4,4.75705825,0
2022-04-25,7,2.3476169875,0
2022-04-26,9,1.3607320287499998,16
2022-04-27,13,4.430595756984375,1
2022-04-28,7,1.1442541826828125,0
2022-04-29,16,-0.6832359066187498,1
2022-04-30,4,-0.42427556635781205,0
2022-05-01,0,-0.2970688317656242,0
2022-05-02,9,0.7622457186359383,1
2022-05-03,10,0.7090698432734379,0
2022-05-04,12,0.7288743101109377,1
2022-05-05,6,0.7396733373500001,4
2022-05-06,15,-0.25529338871093743,0
2022-05-07,5,-0.1270769550718749,0
2022-05-08,1,-0.07844126249999986,0
2022-05-09,9,0.9389650412500002,1
2022-05-10,6,3.8500592282343753,0
2022-05-11,5,2.5127771256984373,0
2022-05-12,20,-0.5375608618015628,0
2022-05-13,16,-0.28762966555156255,3
2022-05-14,5,-0.19266560253593717,0
2022-05-15,4,-0.1396165124999995,0
2022-05-16,20,0.8879080037500003,1
2022-05-17,14,0.8065708644843752,3
2022-05-18,13,6.775046806651563,1
2022-05-19,8,1.1641996508093744,0
2022-05-20,7,-0.5893590576078127,0
2022-05-21,3,1.67372075,0
2022-05-22,1,2.5690837375000006,0
2022-05-23,8,0.43160204125000023,0
2022-05-24,11,1.5629704032343752,1
2022-05-25,9,1.5062279356984378,0
2022-05-26,5,-0.5102854361453122,2
2022-05-27,6,-0.3202653687828121,0
2022-05-28,1,-0.19291288507187462,0
2022-05-29,0,-0.13913822728124958,0
2022-05-30,6,-0.11515386536874966,0
2022-05-31,3,-0.08327628812343726,0
2022-06-01,8,-0.04972287106718737,2
2022-06-02,12,0.9640656688968751,1
2022-06-03,19,1.8832022949281249,1
2022-06-04,6,2.755,0
2022-06-05,0,0.5814999999999997,0
2022-06-06,4,0.6873374999999998,0
2022-06-07,5,4.71205825,0
2022-06-08,9,1.3191169874999997,0
2022-06-09,11,0.44006952874999994,0
2022-06-10,10,0.559479006984375,0
2022-06-11,10,-0.39540782981718703,0
2022-06-12,8,3.7348328971312506,0
2022-06-13,14,2.4069353706265626,0
2022-06-14,7,0.38346107819843755,0
2022-06-15,17,2.5432934273859376,0
2022-06-16,11,2.4014634025390627,0
2022-06-17,11,-0.6274142143374999,0
2022-06-18,0,-0.36012796555156223,0
2022-06-19,8,-0.255863925035937,0
2022-06-20,6,3.8049458966875007,0
2022-06-21,14,0.43876966705937515,40
2022-06-22,13,4.612468003126563,1
2022-06-23,3,0.2706151196671871,0
2022-06-24,8,-0.49005149665468734,0
2022-06-25,1,-0.2978260576078123,0
2022-06-26,0,-0.20057729999999943,0
2022-06-27,10,7.841216952500001,0
2022-06-28,11,4.0687062391875,0
2022-06-29,5,6.028205783090625,0
2022-06-30,20,3.7796658861359367,0
2022-07-01,12,1.8256374243046876,3
2022-07-02,2,2.034854647464063,0
2022-07-03,0,4.09198265,0
2022-07-04,3,2.9088106175000004,0
2022-07-05,6,8.922779677125,0
2022-07-06,11,0.30866392838437484,1
2022-07-07,19,6.880410277460938,0
2022-07-08,25,-1.5176344090796874,0
2022-07-09,9,0.14211764702343865,0
2022-07-10,0,0.3074894720953134,0
2022-07-11,6,0.4084334673140637,0
2022-07-12,13,1.4800374977578135,8
2022-07-13,19,3.4490754672000006,0
2022-07-14,9,4.252846028609375,0
2022-07-15,4,2.119714528303125,0
2022-07-16,0,7.2121117209625,0
2022-07-17,0,8.773792478234375,0
2022-07-18,2,0.3313356131984371,0
2022-07-19,20,6.886626141948438,1
2022-07-20,8,-1.5263705760671873,1
2022-07-21,16,1.0974155241156263,13
2022-07-22,10,7.149493336028126,10
2022-07-23,5,-0.3786023967265617,0
2022-07-24,2,7.115061950767188,0
2022-07-25,15,2.59531755705625,10
2022-07-26,4,0.8220917786093755,0
2022-07-27,5,2.1227352658031253,13
2022-07-28,7,11.1199089372125,1
2022-07-29,3,2.27536779146875,3
2022-07-30,0,-1.3410260054468748,0
2022-07-31,4,-0.8343777533031245,0
2022-08-01,6,6.434055583339064,2
2022-08-02,13,15.85681149765,0
2022-08-03,5,11.676575725074999,0
2022-08-04,6,7.4042249508812485,0
2022-08-05,7,5.556471401204687,0
2022-08-06,2,-2.2521392324937493,0
2022-08-07,1,-1.3339892476437483,0
2022-08-08,7,3.0383304137500025,0
2022-08-09,2,7.833693297640627,0
2022-08-10,1,5.282680838482813,0
2022-08-11,6,-1.711969937829687,0
2022-08-12,13,-0.9561666356593743,0
2022-08-13,6,-0.6104645294843738,0
2022-08-14,2,0.5904728797125014,0
2022-08-15,6,2.624349852500001,0
2022-08-16,11,4.424749394187501,2
2022-08-17,8,0.139133898965625,2
2022-08-18,13,-0.5737303639328124,0
2022-08-19,12,0.6756037822484378,0
2022-08-20,7,3.7066752375000007,0
2022-08-21,3,-0.5968259837499998,0
2022-08-22,2,0.6667237857343752,0
2022-08-23,12,7.659603214667188,0
2022-08-24,7,-1.0278985689359377,0
2022-08-25,10,0.48230841180468764,0
2022-08-26,8,-0.42080309878593747,2
2022-08-27,3,-0.2803598480156242,0
2022-08-28,1,-0.21726811709843694,0
2022-08-29,11,6.8293522936062505,1
2022-08-30,7,1.1855653669843749,1
2022-08-31,11,10.386892630839062,0
2022-09-01,7,3.5322154834624993,0
2022-09-02,10,-1.2062058130156252,0
2022-09-03,1,-0.7010411025359373,0
2022-09-04,3,-0.4941550874999989,10
2022-09-05,10,5.615423351250001,2
2022-09-06,6,1.0854685288906254,0
2022-09-07,11,2.264230684967188,0
2022-09-08,13,10.26148237050625,0
2022-09-09,3,0.4437960570265622,0
2022-09-10,6,-0.9605197626796875,0
2022-09-11,2,-0.5766930749999998,0
2022-09-12,3,-0.42552395249999875,0
2022-09-13,14,33.66230744190625,0
2022-09-14,10,15.320173532503123,0
2022-09-15,13,32.376142672131245,0
2022-09-16,19,26.42336460672031,4
2022-09-17,13,-6.175549003926564,0
2022-09-18,1,-2.4233547050718736,0
2022-09-19,4,2.4904233250000045,0
2022-09-20,13,5.586333090000005,0
2022-09-21,2,29.420828678718753,0
2022-09-22,11,0.9889211014812505,0
2022-09-23,4,-3.246464996745311,2
2022-09-24,2,-2.049590470293748,0
2022-09-25,0,-1.3068010398999963,0
2022-09-26,3,7.189956105734378,0
2022-09-27,5,10.537125112385938,0
2022-09-28,14,10.887488878195313,3
2022-09-29,12,11.492060985712499,0
2022-09-30,9,5.181526840756249,0
2022-10-01,3,-2.227777115215625,0
2022-10-02,1,-1.3263095999999988,0
2022-10-03,8,-0.9734864699999978,0
2022-10-04,5,-0.7717115216249977,0
2022-10-05,10,-0.6394308027249981,0
2022-10-06,21,-0.4857821471343736,0
2022-10-07,8,-0.3318910351859366,0
2022-10-08,6,5.8058695603718755,0
2022-10-09,2,-0.6671908202875003,0
2022-10-10,0,6.7299999999999995,1
2022-10-11,7,18.128999999999998,2
2022-10-12,21,15.661024999999999,0
2022-10-13,20,11.048799499999998,6
2022-10-14,7,0.024890424999998384,0
2022-10-15,5,-2.014966927499999,0
2022-10-16,6,-1.3616872155937474,0
2022-10-17,11,3.956996273534378,8
2022-10-18,21,-1.3022966448593731,3
2022-10-19,22,4.102105127451564,1
2022-10-20,15,8.830894382535938,4
2022-10-21,18,0.35327068338437506,0
2022-10-22,13,-1.0193726245499999,0
2022-10-23,8,-0.5693191201078122,0
2022-10-24,4,2.6003227687500012,3
2022-10-25,15,0.3838558724218757,6
2022-10-26,10,2.503683631070313,3
2022-10-27,12,7.384397447421875,3
2022-10-28,6,1.8146477146640623,0
2022-10-29,6,-0.9176379013906251,0
2022-10-30,3,-0.4973879925718748,0
2022-10-31,9,-0.3455933512499992,1
2022-11-01,12,10.729793827203126,0
2022-11-02,11,1.6783076906265622,18
2022-11-03,15,11.039660600917188,9
2022-11-04,16,9.216475849517186,12
2022-11-05,11,-2.0486832593343753,0
2022-11-06,6,-1.1014683076078122,0
2022-11-07,2,11.2454176125,0
2022-11-08,14,21.21779480375,0
2022-11-09,9,5.686239068078124,1
2022-11-10,22,6.324001190557812,0
2022-11-11,15,-0.47049697254531253,0
2022-11-12,7,-0.7361761736031227,0
2022-11-13,4,-1.2534792778953103,0
2022-11-14,10,-0.8688638924999976,0
2022-11-15,10,0.29669136756250214,0
2022-11-16,26,3.3079451914593765,1
2022-11-17,2,4.133427533282813,0
2022-11-18,1,17.09444610503594,0
2022-11-19,4,-2.2654824951046892,0
2022-11-20,2,-1.0776327680875002,0
2022-11-21,11,8.297659634964063,0
2022-11-22,13,-1.416250496249999,2
2022-11-23,7,1.185145339484376,7
2022-11-24,0,4.204443189151563,0
2022-11-25,2,2.9429139922781262,1
2022-11-26,1,-1.041274646960937,0
2022-11-27,0,-0.6334624581468743,0
2022-11-28,4,3.6506107337500007,1
2022-11-29,15,30.324327407859375,16
2022-11-30,10,-1.5080541278234398,3
2022-12-01,20,0.16374684271874895,5
2022-12-02,11,-1.3651640551500004,0
2022-12-03,8,-0.9322720147421849,0
2022-12-04,5,-0.684187710143748,0
2022-12-05,8,1.4740443275000015,0
2022-12-06,6,6.359264639187501,0
2022-12-07,6,0.8312754688718753,1
2022-12-08,9,0.12631155285468787,0
2022-12-09,10,2.533240668896875,0
2022-12-10,11,-0.5956687050718747,0
2022-12-11,5,0.6560337250000005,0
2022-12-12,12,14.647282520000001,0
2022-12-13,19,0.2537792252187492,0
2022-12-14,8,0.9290244488187498,0
2022-12-15,6,6.133329172467187,0
2022-12-16,2,2.7672986431625004,0
2022-12-17,3,-1.105342054082812,0
2022-12-18,0,-0.6867789413578118,0
2022-12-19,1,26.506831218234375,2
2022-12-20,3,8.904097784729686,10
2022-12-21,2,7.261092105929686,0
2022-12-22,0,11.524261745146873,1
2022-12-23,0,-1.8780381811812497,3
2022-12-24,0,-0.7951674698140607,0
2022-12-25,0,0.6670042523562523,0
2022-12-26,0,-0.18141644874999718,0
2022-12-27,0,0.012114068578127024,0
2022-12-28,1,2.124426837842189,0
2022-12-29,4,1.204115129412501,0
2022-12-30,3,-0.6585966163281245,0
2022-12-31,4,-0.3768492197687496,0
2023-01-01,2,0.8115791794484379,0
2023-01-02,4,-0.24146643731718714,0
2023-01-03,1,-0.15417925183749973,0
2023-01-04,2,4.8939277206984375,0
2023-01-05,0,2.420046315917187,0
2023-01-06,1,-0.5854499336390628,0
2023-01-07,8,-0.30745971757187507,0
2023-01-08,3,-0.19990619624999964,0
2023-01-09,3,1.8478604369843756,0
2023-01-10,7,-0.3225591650359373,0
2023-01-11,7,1.8150454812500003,1
2023-01-12,17,6.661877346171875,0
2023-01-13,10,1.097975798273437,1
2023-01-14,5,-0.6294300576078128,0
2023-01-15,7,-0.357149025,0
2023-01-16,6,5.743941607500001,5
2023-01-17,5,7.20039709896875,0
2023-01-18,7,1.7666473149281245,2
2023-01-19,9,3.0458834752187496,0
2023-01-20,17,-0.9929382886812499,0
2023-01-21,4,-0.6054290937828116,0
2023-01-22,8,-0.40069128007187416,0
2023-01-23,2,-0.30285852749999903,9
2023-01-24,8,-0.25011248559374927,3
2023-01-25,13,-0.21286875809062442,0
2023-01-26,20,-0.1402705443343746,5
2023-01-27,15,-0.06346980967031234,4
2023-01-28,4,-0.033595410143749914,0
2023-01-29,10,0.0,0
2023-01-30,6,2.0,4
2023-01-31,19,1.7999999999999998,0
2023-02-01,6,0.7099999999999997,0
2023-02-02,18,2.7529999999999997,2
2023-02-03,18,3.556675,0
2023-02-04,5,-0.6370585000000002,0
2023-02-05,5,-0.344720025,0
2023-02-06,4,-0.24061566749999969,1
2023-02-07,11,3.8145137189687506,0
2023-02-08,16,-0.5509810648531249,0
2023-02-09,19,-0.29229515683749985,0
2023-02-10,15,0.8045214234171876,0
2023-02-11,9,-0.2461198096703121,0
2023-02-12,2,-0.14306241014374974,0
2023-02-13,6,-0.08114804999999986,0
2023-02-14,13,3.934962715,0
2023-02-15,11,0.5456099979374998,4
2023-02-16,10,-0.3267574226437501,0
2023-02-17,9,0.8299063037499999,0
2023-02-18,6,-0.22071831301562478,0
2023-02-19,2,-0.13852835253593723,0
2023-02-20,15,-0.09726479999999982,0
2023-02-21,6,-0.07819929749999975,0
2023-02-22,8,-0.06548369831249981,0
2023-02-23,7,-0.05632573565937485,2
2023-02-24,5,-0.019492548785937445,1
2023-02-25,1,-0.009568313015624975,0
2023-02-26,0,-0.008398852535937478,0
2023-02-27,5,0.0,0
2023-02-28,1,0.0,0
2023-03-01,6,0.0,14
2023-03-02,7,0.0,1
2023-03-03,3,0.0,1
2023-03-04,3,0.0,0
2023-03-05,1,0.0,0
2023-03-06,4,0.0,0
2023-03-07,4,0.0,0
2023-03-08,7,0.0,0
2023-03-09,6,0.0,2
2023-03-10,8,0.0,0
2023-03-11,2,0.0,0
2023-03-12,1,0.0,0
2023-03-13,4,0.0,0
2023-03-14,8,0.0,6
2023-03-15,6,0.0,0
2023-03-16,15,0.0,0
2023-03-17,13,0.0,8
2023-03-18,1,0.0,0
2023-03-19,1,0.0,0
2023-03-20,7,0.0,6
2023-03-21,7,0.0,1
2023-03-22,10,0.0,0
2023-03-23,5,0.0,0
2023-03-24,11,0.0,0
2023-03-25,11,2.0,0
2023-03-26,0,-0.20000000000000018,0
2023-03-27,14,0.9099999999999999,0
2023-03-28,9,-0.15700000000000014,0
2023-03-29,9,-0.08632499999999987,0
2023-03-30,12,-0.06073349999999991,0
2023-03-31,11,-0.04698652499999985,0
2023-04-01,9,-0.03830414249999988,0
2023-04-02,3,-0.03229863853124991,0
2023-04-03,8,-0.027891401321874926,0
2023-04-04,6,0.990431686984375,0
2023-04-05,6,-0.10839885253593756,0
2023-04-06,8,-0.04500000000000003,0
2023-04-07,17,0.9715,0
2023-04-08,3,-0.1206625,0
2023-04-09,1,-0.061116749999999984,0
2023-04-10,2,-0.041662012499999984,0
2023-04-11,9,-0.03175619624999989,1
2023-04-12,10,-0.025685063015624923,0
2023-04-13,12,0.9784391349640625,7
2023-04-14,21,-0.11109369625000005,5
2023-04-15,3,-0.05456831301562501,0
2023-04-16,6,-0.0368988525359375,0
2023-04-17,7,-0.020662499999999924,0
2023-04-18,16,-0.016116749999999947,0
2023-04-19,19,1.9868379875,0
2023-04-20,4,-0.21109369625000016,0
2023-04-21,11,-0.09956831301562505,0
2023-04-22,10,-0.06539885253593752,0
2023-04-23,0,-0.04132499999999985,0
2023-04-24,3,-0.032233499999999894,4
2023-04-25,0,-0.02632402499999992,0
2023-04-26,13,-0.022187392499999934,1
2023-04-27,11,-0.01913662603124995,4
2023-04-28,3,0.983202294928125,0
2023-04-29,2,-0.10000000000000009,0
2023-04-30,0,-0.04500000000000003,0
2023-05-01,7,-0.028500000000000022,0
2023-05-02,6,-0.020662499999999924,0
2023-05-03,10,-0.016116749999999947,4
2023-05-04,26,-0.01316201249999996,1
2023-05-05,8,-0.011093696249999967,9
2023-05-06,1,-0.009568313015624975,0
2023-05-07,4,-0.008398852535937478,0
2023-05-08,7,0.0,0
2023-05-09,9,0.0,2
2023-05-10,11,0.0,0
2023-05-11,4,0.0,0
2023-05-12,4,0.0,1
2023-05-13,10,0.0,0
2023-05-14,4,0.0,0
2023-05-15,14,0.0,0
2023-05-16,8,0.0,0
2023-05-17,4,0.0,0
2023-05-18,12,0.0,0
2023-05-19,4,0.0,0
2023-05-20,4,0.0,0
2023-05-21,10,0.0,0
2023-05-22,12,0.0,0
2023-05-23,10,0.0,0
2023-05-24,11,0.0,0
2023-05-25,16,0.0,0
2023-05-26,14,0.0,0
2023-05-27,6,0.0,0
2023-05-28,5,0.0,0
2023-05-29,1,0.0,0
2023-05-30,5,0.0,0
2023-05-31,7,0.0,0
2023-06-01,11,0.0,0
2023-06-02,15,0.0,0
2023-06-03,8,0.0,0
2023-06-04,4,0.0,0
2023-06-05,8,0.0,0
2023-06-06,17,0.0,4
2023-06-07,16,0.0,0
2023-06-08,6,0.0,0
2023-06-09,13,0.0,0
2023-06-10,6,0.0,0
2023-06-11,13,0.0,0
2023-06-12,8,0.0,0
2023-06-13,13,0.0,0
2023-06-14,9,0.0,0
2023-06-15,15,0.0,0
2023-06-16,19,0.0,1
2023-06-17,13,0.0,0
2023-06-18,1,0.0,0
2023-06-19,3,0.0,1
2023-06-20,8,0.0,0
2023-06-21,10,0.0,10
2023-06-22,18,0.0,0
2023-06-23,19,0.0,0
2023-06-24,11,0.0,0
2023-06-25,13,0.0,0
2023-06-26,9,0.0,0
2023-06-27,10,0.0,0
2023-06-28,9,0.0,0
2023-06-29,15,0.0,0
2023-06-30,12,0.0,0
2023-07-01,7,0.0,0
2023-07-02,3,0.0,0
2023-07-03,3,0.0,1
2023-07-04,2,0.0,2
2023-07-05,5,1.0,1
2023-07-06,7,0.8999999999999999,0
2023-07-07,12,-0.14500000000000013,0
2023-07-08,5,-0.07350000000000005,0
2023-07-09,11,-0.04916249999999994,0
2023-07-10,8,-0.036779249999999875,0
2023-07-11,17,-0.02927876249999991,2
2023-07-12,5,-0.024255708749999928,0
2023-07-13,9,-0.02066200926562494,0
2023-07-14,22,1.9820328344484375,0
2023-07-15,8,-0.20839885253593765,0
2023-07-16,14,-0.09000000000000007,0
2023-07-17,13,-0.057000000000000044,0
2023-07-18,24,-0.04132499999999985,0
2023-07-19,12,-0.032233499999999894,0
2023-07-20,17,-0.02632402499999992,0
2023-07-21,12,-0.022187392499999934,0
2023-07-22,6,-0.01913662603124995,0
2023-07-23,8,-0.016797705071874957,0
2023-07-24,11,0.0,0
2023-07-25,14,0.0,0
2023-07-26,12,0.0,0
2023-07-27,8,0.0,0
2023-07-28,1,0.0,0
2023-07-29,0,0.0,0
2023-07-30,4,0.0,0
2023-07-31,9,0.0,0
2023-08-01,18,0.0,0
2023-08-02,6,1.0,0
