,scikit-learn/scikit-learn,mlpack/mlpack,statsmodels/statsmodels
2018-06-13,2,9,34
2018-06-14,9,6,1
2018-06-15,5,0,3
2018-06-16,1,7,0
2018-06-17,4,28,2
2018-06-18,5,3,1
2018-06-19,1,6,1
2018-06-20,7,2,8
2018-06-21,9,11,12
2018-06-22,4,11,1
2018-06-23,4,8,4
2018-06-24,3,5,0
2018-06-25,1,5,0
2018-06-26,5,0,2
2018-06-27,2,8,5
2018-06-28,8,4,5
2018-06-29,3,4,13
2018-06-30,1,2,2
2018-07-01,1,8,0
2018-07-02,6,9,1
2018-07-03,4,7,0
2018-07-04,5,6,3
2018-07-05,3,5,2
2018-07-06,0,4,8
2018-07-07,0,7,2
2018-07-08,1,9,0
2018-07-09,5,3,3
2018-07-10,5,2,0
2018-07-11,1,4,0
2018-07-12,5,3,0
2018-07-13,1,1,0
2018-07-14,6,3,0
2018-07-15,6,2,0
2018-07-16,19,2,0
2018-07-17,41,9,0
2018-07-18,9,5,2
2018-07-19,9,4,2
2018-07-20,8,7,5
2018-07-21,4,6,1
2018-07-22,6,7,0
2018-07-23,3,7,2
2018-07-24,3,2,0
2018-07-25,3,9,0
2018-07-26,1,5,1
2018-07-27,6,8,2
2018-07-28,1,9,2
2018-07-29,7,2,0
2018-07-30,1,1,1
2018-07-31,8,8,1
2018-08-01,2,2,5
2018-08-02,3,12,2
2018-08-03,2,7,3
2018-08-04,0,10,2
2018-08-05,1,2,0
2018-08-06,4,3,8
2018-08-07,8,7,4
2018-08-08,0,2,5
2018-08-09,4,2,15
2018-08-10,2,0,4
2018-08-11,1,4,5
2018-08-12,2,0,5
2018-08-13,2,0,14
2018-08-14,4,1,1
2018-08-15,4,1,7
2018-08-16,6,1,1
2018-08-17,2,0,15
2018-08-18,10,1,0
2018-08-19,4,0,1
2018-08-20,3,0,26
2018-08-21,5,2,6
2018-08-22,8,1,5
2018-08-23,2,2,27
2018-08-24,0,3,26
2018-08-25,3,3,9
2018-08-26,1,0,21
2018-08-27,2,0,8
2018-08-28,0,0,3
2018-08-29,4,1,2
2018-08-30,7,0,14
2018-08-31,1,1,2
2018-09-01,4,2,10
2018-09-02,3,0,6
2018-09-03,5,3,8
2018-09-04,1,3,2
2018-09-05,8,0,16
2018-09-06,5,2,3
2018-09-07,1,2,11
2018-09-08,3,0,22
2018-09-09,3,0,15
2018-09-10,0,0,13
2018-09-11,1,0,5
2018-09-12,3,0,21
2018-09-13,11,1,10
2018-09-14,4,2,15
2018-09-15,0,0,14
2018-09-16,4,6,20
2018-09-17,4,5,4
2018-09-18,1,2,3
2018-09-19,1,1,6
2018-09-20,4,3,2
2018-09-21,2,7,6
2018-09-22,3,2,1
2018-09-23,0,2,6
2018-09-24,4,1,0
2018-09-25,6,1,3
2018-09-26,10,0,1
2018-09-27,5,0,2
2018-09-28,5,5,0
2018-09-29,2,0,5
2018-09-30,3,0,0
2018-10-01,3,0,1
2018-10-02,7,0,3
2018-10-03,5,0,3
2018-10-04,13,0,2
2018-10-05,9,0,1
2018-10-06,1,0,3
2018-10-07,3,0,0
2018-10-08,2,0,0
2018-10-09,4,9,1
2018-10-10,5,0,0
2018-10-11,4,4,0
2018-10-12,0,0,2
2018-10-13,3,0,1
2018-10-14,5,3,8
2018-10-15,2,1,0
2018-10-16,2,3,4
2018-10-17,1,5,10
2018-10-18,2,3,0
2018-10-19,2,2,1
2018-10-20,0,3,0
2018-10-21,2,1,0
2018-10-22,4,6,0
2018-10-23,4,3,0
2018-10-24,3,3,1
2018-10-25,1,17,0
2018-10-26,1,6,0
2018-10-27,2,2,1
2018-10-28,0,0,3
2018-10-29,4,1,0
2018-10-30,3,2,0
2018-10-31,4,10,0
2018-11-01,0,0,0
2018-11-02,2,2,11
2018-11-03,1,2,5
2018-11-04,1,0,3
2018-11-05,3,4,0
2018-11-06,7,5,0
2018-11-07,6,1,0
2018-11-08,1,5,0
2018-11-09,0,5,0
2018-11-10,1,1,0
2018-11-11,5,0,0
2018-11-12,6,6,0
2018-11-13,4,3,0
2018-11-14,6,6,3
2018-11-15,1,8,1
2018-11-16,1,1,0
2018-11-17,1,6,1
2018-11-18,2,1,1
2018-11-19,4,2,0
2018-11-20,4,4,0
2018-11-21,4,2,0
2018-11-22,9,0,1
2018-11-23,2,0,0
2018-11-24,3,0,0
2018-11-25,2,0,0
2018-11-26,2,0,1
2018-11-27,3,0,5
2018-11-28,2,4,6
2018-11-29,0,0,1
2018-11-30,3,1,0
2018-12-01,0,0,0
2018-12-02,0,6,0
2018-12-03,3,3,0
2018-12-04,1,5,0
2018-12-05,0,3,0
2018-12-06,2,8,0
2018-12-07,2,2,0
2018-12-08,1,1,0
2018-12-09,3,4,0
2018-12-10,3,3,0
2018-12-11,1,0,0
2018-12-12,0,1,2
2018-12-13,4,3,1
2018-12-14,8,4,1
2018-12-15,4,0,0
2018-12-16,1,0,0
2018-12-17,2,3,0
2018-12-18,5,2,2
2018-12-19,9,0,0
2018-12-20,4,0,0
2018-12-21,1,0,0
2018-12-22,0,3,2
2018-12-23,3,2,0
2018-12-24,0,0,0
2018-12-25,0,4,0
2018-12-26,0,6,0
2018-12-27,2,12,4
2018-12-28,3,3,1
2018-12-29,1,1,0
2018-12-30,0,4,0
2018-12-31,1,1,0
2019-01-01,0,0,0
2019-01-02,2,10,0
2019-01-03,4,6,0
2019-01-04,0,14,1
2019-01-05,3,19,0
2019-01-06,1,20,0
2019-01-07,4,18,1
2019-01-08,5,7,0
2019-01-09,4,1,0
2019-01-10,2,14,0
2019-01-11,0,20,0
2019-01-12,1,16,1
2019-01-13,6,9,0
2019-01-14,4,16,0
2019-01-15,3,16,1
2019-01-16,4,12,0
2019-01-17,11,9,0
2019-01-18,1,13,0
2019-01-19,1,11,0
2019-01-20,1,3,0
2019-01-21,0,6,0
2019-01-22,2,0,0
2019-01-23,0,8,0
2019-01-24,0,14,0
2019-01-25,2,8,0
2019-01-26,2,7,0
2019-01-27,4,7,0
2019-01-28,1,9,0
2019-01-29,1,2,69
2019-01-30,7,3,4
2019-01-31,1,2,4
2019-02-01,1,1,1
2019-02-02,3,0,14
2019-02-03,3,2,15
2019-02-04,6,12,0
2019-02-05,2,0,0
2019-02-06,1,7,0
2019-02-07,2,1,0
2019-02-08,5,0,0
2019-02-09,0,15,0
2019-02-10,2,6,0
2019-02-11,1,18,0
2019-02-12,5,5,0
2019-02-13,3,3,1
2019-02-14,3,8,3
2019-02-15,2,7,1
2019-02-16,0,19,0
2019-02-17,0,5,0
2019-02-18,0,7,0
2019-02-19,7,9,0
2019-02-20,5,15,0
2019-02-21,6,4,2
2019-02-22,4,10,2
2019-02-23,3,6,2
2019-02-24,2,10,11
2019-02-25,12,7,0
2019-02-26,16,2,1
2019-02-27,13,1,0
2019-02-28,16,11,0
2019-03-01,17,10,0
2019-03-02,5,11,0
2019-03-03,5,9,0
2019-03-04,11,0,0
2019-03-05,2,4,0
2019-03-06,3,5,0
2019-03-07,4,0,0
2019-03-08,0,8,0
2019-03-09,0,13,0
2019-03-10,3,7,0
2019-03-11,3,3,0
2019-03-12,3,4,0
2019-03-13,2,2,0
2019-03-14,1,8,0
2019-03-15,3,8,0
2019-03-16,2,7,0
2019-03-17,1,8,0
2019-03-18,3,11,0
2019-03-19,2,9,0
2019-03-20,2,18,1
2019-03-21,4,14,0
2019-03-22,0,21,0
2019-03-23,1,9,20
2019-03-24,2,4,6
2019-03-25,3,13,2
2019-03-26,4,7,0
2019-03-27,5,11,1
2019-03-28,5,13,0
2019-03-29,1,9,0
2019-03-30,0,20,1
2019-03-31,0,10,0
2019-04-01,3,2,0
2019-04-02,2,13,0
2019-04-03,4,8,0
2019-04-04,5,19,1
2019-04-05,2,7,0
2019-04-06,3,23,0
2019-04-07,3,3,0
2019-04-08,0,50,0
2019-04-09,5,5,0
2019-04-10,2,3,0
2019-04-11,0,3,0
2019-04-12,2,3,3
2019-04-13,2,2,2
2019-04-14,2,5,0
2019-04-15,4,1,0
2019-04-16,6,14,1
2019-04-17,7,1,1
2019-04-18,6,2,0
2019-04-19,3,1,1
2019-04-20,2,2,0
2019-04-21,1,1,1
2019-04-22,3,0,0
2019-04-23,6,3,0
2019-04-24,5,7,9
2019-04-25,4,5,2
2019-04-26,6,12,0
2019-04-27,4,7,0
2019-04-28,0,4,0
2019-04-29,6,1,0
2019-04-30,5,2,35
2019-05-01,3,0,54
2019-05-02,3,0,50
2019-05-03,1,10,58
2019-05-04,4,4,25
2019-05-05,4,2,12
2019-05-06,2,2,28
2019-05-07,6,0,36
2019-05-08,7,1,52
2019-05-09,16,18,17
2019-05-10,3,10,15
2019-05-11,2,6,19
2019-05-12,1,12,14
2019-05-13,4,13,11
2019-05-14,5,1,20
2019-05-15,5,11,17
2019-05-16,3,2,11
2019-05-17,0,6,22
2019-05-18,1,9,5
2019-05-19,0,9,2
2019-05-20,4,1,1
2019-05-21,3,4,3
2019-05-22,4,5,11
2019-05-23,6,14,3
2019-05-24,2,4,8
2019-05-25,1,5,9
2019-05-26,1,3,9
2019-05-27,3,16,1
2019-05-28,8,13,3
2019-05-29,7,7,14
2019-05-30,3,11,1
2019-05-31,2,6,7
2019-06-01,2,4,4
2019-06-02,0,7,0
2019-06-03,2,0,0
2019-06-04,2,2,4
2019-06-05,1,2,4
2019-06-06,0,6,23
2019-06-07,2,4,18
2019-06-08,2,7,10
2019-06-09,0,3,14
2019-06-10,2,6,5
2019-06-11,4,2,4
2019-06-12,7,1,0
2019-06-13,10,6,0
2019-06-14,5,6,9
2019-06-15,1,6,0
2019-06-16,2,5,1
2019-06-17,3,16,0
2019-06-18,4,10,0
2019-06-19,4,10,2
2019-06-20,6,21,0
2019-06-21,6,13,2
2019-06-22,7,7,0
2019-06-23,2,1,1
2019-06-24,11,2,3
2019-06-25,3,6,0
2019-06-26,6,10,0
2019-06-27,2,8,0
2019-06-28,4,7,6
2019-06-29,0,5,3
2019-06-30,1,10,0
2019-07-01,7,3,0
2019-07-02,12,0,1
2019-07-03,3,11,6
2019-07-04,0,4,4
2019-07-05,3,2,3
2019-07-06,2,4,3
2019-07-07,0,2,18
2019-07-08,5,1,6
2019-07-09,0,4,2
2019-07-10,0,18,11
2019-07-11,1,4,4
2019-07-12,7,7,17
2019-07-13,8,5,9
2019-07-14,10,6,8
2019-07-15,7,4,12
2019-07-16,1,13,16
2019-07-17,4,10,15
2019-07-18,6,6,17
2019-07-19,15,3,19
2019-07-20,3,2,7
2019-07-21,2,5,2
2019-07-22,3,3,8
2019-07-23,3,0,13
2019-07-24,5,4,18
2019-07-25,12,1,20
2019-07-26,3,4,3
2019-07-27,4,3,0
2019-07-28,3,0,8
2019-07-29,8,2,6
2019-07-30,12,5,13
2019-07-31,6,3,22
2019-08-01,5,5,9
2019-08-02,7,8,31
2019-08-03,0,2,9
2019-08-04,1,2,6
2019-08-05,2,9,18
2019-08-06,4,19,7
2019-08-07,14,13,3
2019-08-08,5,7,4
2019-08-09,2,3,10
2019-08-10,0,23,0
2019-08-11,2,7,0
2019-08-12,6,5,1
2019-08-13,5,7,0
2019-08-14,10,8,0
2019-08-15,4,7,4
2019-08-16,2,25,11
2019-08-17,2,3,3
2019-08-18,2,2,4
2019-08-19,2,5,8
2019-08-20,7,5,2
2019-08-21,6,1,4
2019-08-22,4,20,7
2019-08-23,6,7,2
2019-08-24,11,6,0
2019-08-25,7,4,0
2019-08-26,6,17,12
2019-08-27,4,0,3
2019-08-28,6,4,0
2019-08-29,6,6,4
2019-08-30,0,9,2
2019-08-31,0,4,0
2019-09-01,0,8,2
2019-09-02,2,3,0
2019-09-03,1,5,0
2019-09-04,4,4,0
2019-09-05,3,3,0
2019-09-06,7,4,0
2019-09-07,1,7,2
2019-09-08,6,6,0
2019-09-09,5,0,0
2019-09-10,9,5,0
2019-09-11,4,6,2
2019-09-12,1,5,0
2019-09-13,7,0,0
2019-09-14,2,3,1
2019-09-15,1,5,14
2019-09-16,4,5,5
2019-09-17,1,9,0
2019-09-18,8,5,0
2019-09-19,7,0,0
2019-09-20,8,5,0
2019-09-21,1,6,0
2019-09-22,1,4,0
2019-09-23,8,11,0
2019-09-24,4,9,0
2019-09-25,1,8,0
2019-09-26,4,15,0
2019-09-27,2,8,0
2019-09-28,4,11,0
2019-09-29,1,6,0
2019-09-30,0,6,0
2019-10-01,2,6,0
2019-10-02,7,1,1
2019-10-03,3,10,2
2019-10-04,5,10,0
2019-10-05,3,14,2
2019-10-06,1,6,0
2019-10-07,6,3,0
2019-10-08,4,4,0
2019-10-09,4,10,0
2019-10-10,2,6,0
2019-10-11,1,4,0
2019-10-12,2,14,0
2019-10-13,6,5,0
2019-10-14,8,6,0
2019-10-15,6,2,0
2019-10-16,13,3,1
2019-10-17,5,2,1
2019-10-18,7,2,0
2019-10-19,2,5,0
2019-10-20,5,5,1
2019-10-21,12,8,3
2019-10-22,9,4,1
2019-10-23,8,5,3
2019-10-24,9,1,0
2019-10-25,6,3,0
2019-10-26,1,2,8
2019-10-27,6,4,1
2019-10-28,12,4,0
2019-10-29,7,4,0
2019-10-30,8,5,0
2019-10-31,7,0,1
2019-11-01,4,0,0
2019-11-02,25,2,1
2019-11-03,5,11,0
2019-11-04,11,17,0
2019-11-05,10,3,2
2019-11-06,11,4,0
2019-11-07,8,4,0
2019-11-08,2,2,0
2019-11-09,0,3,0
2019-11-10,2,12,8
2019-11-11,3,1,2
2019-11-12,4,3,10
2019-11-13,6,2,4
2019-11-14,6,17,5
2019-11-15,8,3,1
2019-11-16,3,3,0
2019-11-17,6,4,2
2019-11-18,4,4,12
2019-11-19,7,3,7
2019-11-20,10,11,1
2019-11-21,4,3,1
2019-11-22,2,3,3
2019-11-23,0,3,0
2019-11-24,1,8,0
2019-11-25,3,9,3
2019-11-26,4,2,4
2019-11-27,0,12,13
2019-11-28,0,3,11
2019-11-29,1,3,4
2019-11-30,0,14,0
2019-12-01,1,4,3
2019-12-02,4,7,1
2019-12-03,1,5,4
2019-12-04,8,10,2
2019-12-05,3,14,23
2019-12-06,6,5,3
2019-12-07,2,1,2
2019-12-08,2,5,0
2019-12-09,5,5,0
2019-12-10,12,9,3
2019-12-11,2,4,0
2019-12-12,0,2,2
2019-12-13,4,2,12
2019-12-14,3,0,11
2019-12-15,0,0,0
2019-12-16,0,0,9
2019-12-17,1,0,8
2019-12-18,6,3,2
2019-12-19,7,1,0
2019-12-20,10,0,0
2019-12-21,3,1,0
2019-12-22,0,1,0
2019-12-23,4,2,2
2019-12-24,1,2,5
2019-12-25,0,2,0
2019-12-26,12,1,0
2019-12-27,3,5,0
2019-12-28,0,10,5
2019-12-29,3,2,1
2019-12-30,1,2,3
2019-12-31,3,4,0
2020-01-01,1,6,0
2020-01-02,3,7,0
2020-01-03,4,0,0
2020-01-04,3,1,0
2020-01-05,0,7,0
2020-01-06,4,4,9
2020-01-07,0,3,2
2020-01-08,8,11,2
2020-01-09,8,8,0
2020-01-10,3,2,0
2020-01-11,1,1,0
2020-01-12,4,4,0
2020-01-13,9,12,6
2020-01-14,4,4,13
2020-01-15,3,13,12
2020-01-16,0,8,9
2020-01-17,3,2,0
2020-01-18,0,48,1
2020-01-19,0,3,0
2020-01-20,1,8,0
2020-01-21,2,12,9
2020-01-22,7,1,17
2020-01-23,0,4,2
2020-01-24,1,6,0
2020-01-25,1,3,10
2020-01-26,10,4,2
2020-01-27,8,11,4
2020-01-28,7,5,20
2020-01-29,18,13,1
2020-01-30,14,5,1
2020-01-31,10,3,0
2020-02-01,9,1,0
2020-02-02,8,1,0
2020-02-03,2,2,2
2020-02-04,5,0,7
2020-02-05,7,4,8
2020-02-06,2,7,0
2020-02-07,3,0,1
2020-02-08,0,10,0
2020-02-09,0,9,0
2020-02-10,5,9,3
2020-02-11,6,8,2
2020-02-12,6,7,0
2020-02-13,3,8,0
2020-02-14,1,15,5
2020-02-15,0,13,11
2020-02-16,2,4,5
2020-02-17,1,11,7
2020-02-18,3,5,1
2020-02-19,3,0,0
2020-02-20,6,2,3
2020-02-21,6,1,6
2020-02-22,1,5,0
2020-02-23,4,2,0
2020-02-24,5,5,4
2020-02-25,1,7,4
2020-02-26,2,3,0
2020-02-27,5,5,1
2020-02-28,6,2,6
2020-02-29,5,2,0
2020-03-01,2,0,0
2020-03-02,7,2,0
2020-03-03,8,6,3
2020-03-04,8,8,2
2020-03-05,2,1,0
2020-03-06,1,12,0
2020-03-07,0,7,5
2020-03-08,0,13,0
2020-03-09,2,5,0
2020-03-10,6,11,0
2020-03-11,5,11,0
2020-03-12,3,12,3
2020-03-13,5,20,3
2020-03-14,0,6,0
2020-03-15,0,14,0
2020-03-16,2,13,0
2020-03-17,1,26,8
2020-03-18,3,20,0
2020-03-19,3,2,0
2020-03-20,4,2,0
2020-03-21,2,1,4
2020-03-22,1,25,0
2020-03-23,1,8,0
2020-03-24,5,13,2
2020-03-25,3,2,0
2020-03-26,0,3,2
2020-03-27,4,10,5
2020-03-28,1,6,5
2020-03-29,1,3,9
2020-03-30,2,5,4
2020-03-31,6,12,0
2020-04-01,3,13,0
2020-04-02,2,11,2
2020-04-03,0,14,2
2020-04-04,2,14,0
2020-04-05,8,10,6
2020-04-06,3,8,12
2020-04-07,2,25,1
2020-04-08,0,4,1
2020-04-09,1,9,1
2020-04-10,6,5,1
2020-04-11,2,1,0
2020-04-12,0,3,0
2020-04-13,0,3,0
2020-04-14,5,2,0
2020-04-15,5,31,0
2020-04-16,0,7,0
2020-04-17,5,39,0
2020-04-18,1,22,0
2020-04-19,7,3,0
2020-04-20,3,7,0
2020-04-21,3,5,2
2020-04-22,6,18,0
2020-04-23,14,8,3
2020-04-24,8,6,1
2020-04-25,2,1,4
2020-04-26,9,2,2
2020-04-27,12,9,0
2020-04-28,9,2,0
2020-04-29,5,5,3
2020-04-30,1,2,15
2020-05-01,3,9,14
2020-05-02,1,0,0
2020-05-03,2,12,3
2020-05-04,5,7,5
2020-05-05,8,9,4
2020-05-06,1,0,3
2020-05-07,2,6,3
2020-05-08,5,10,4
2020-05-09,1,5,3
2020-05-10,6,16,0
2020-05-11,1,17,1
2020-05-12,6,6,0
2020-05-13,5,12,3
2020-05-14,7,7,16
2020-05-15,5,8,1
2020-05-16,4,3,3
2020-05-17,5,4,9
2020-05-18,9,23,6
2020-05-19,6,9,0
2020-05-20,12,24,4
2020-05-21,1,3,2
2020-05-22,3,7,0
2020-05-23,2,8,0
2020-05-24,2,6,5
2020-05-25,5,23,1
2020-05-26,4,3,1
2020-05-27,3,14,2
2020-05-28,1,9,0
2020-05-29,0,15,2
2020-05-30,0,8,1
2020-05-31,0,6,1
2020-06-01,4,4,31
2020-06-02,3,4,5
2020-06-03,7,8,3
2020-06-04,1,13,0
2020-06-05,2,5,26
2020-06-06,29,7,10
2020-06-07,8,2,10
2020-06-08,10,5,24
2020-06-09,10,10,1
2020-06-10,4,11,0
2020-06-11,4,24,3
2020-06-12,0,3,4
2020-06-13,1,2,1
2020-06-14,0,53,2
2020-06-15,13,7,1
2020-06-16,13,4,0
2020-06-17,8,3,1
2020-06-18,8,15,0
2020-06-19,8,20,1
2020-06-20,3,11,0
2020-06-21,2,9,7
2020-06-22,5,8,1
2020-06-23,10,24,3
2020-06-24,16,16,3
2020-06-25,22,6,0
2020-06-26,13,16,0
2020-06-27,7,4,2
2020-06-28,1,15,9
2020-06-29,5,8,6
2020-06-30,2,163,4
2020-07-01,3,9,18
2020-07-02,1,10,17
2020-07-03,0,7,0
2020-07-04,9,16,0
2020-07-05,4,17,0
2020-07-06,6,6,10
2020-07-07,0,37,6
2020-07-08,6,3,1
2020-07-09,10,25,12
2020-07-10,10,14,10
2020-07-11,10,23,0
2020-07-12,10,4,0
2020-07-13,0,11,1
2020-07-14,4,25,4
2020-07-15,8,9,4
2020-07-16,5,1,0
2020-07-17,7,15,8
2020-07-18,1,13,4
2020-07-19,0,10,2
2020-07-20,3,21,7
2020-07-21,2,27,18
2020-07-22,2,23,4
2020-07-23,1,55,0
2020-07-24,1,27,9
2020-07-25,3,3,3
2020-07-26,7,14,0
2020-07-27,2,28,4
2020-07-28,4,19,9
2020-07-29,4,14,3
2020-07-30,6,5,6
2020-07-31,6,29,6
2020-08-01,5,13,0
2020-08-02,6,7,3
2020-08-03,7,10,23
2020-08-04,3,18,9
2020-08-05,7,8,13
2020-08-06,10,7,10
2020-08-07,10,16,4
2020-08-08,1,18,0
2020-08-09,1,18,0
2020-08-10,1,4,6
2020-08-11,2,8,6
2020-08-12,1,52,0
2020-08-13,5,29,2
2020-08-14,3,28,8
2020-08-15,2,2,0
2020-08-16,2,7,1
2020-08-17,3,14,0
2020-08-18,5,4,3
2020-08-19,5,19,2
2020-08-20,8,11,3
2020-08-21,20,17,10
2020-08-22,3,7,0
2020-08-23,6,11,1
2020-08-24,4,22,1
2020-08-25,8,22,10
2020-08-26,4,10,3
2020-08-27,5,15,9
2020-08-28,2,11,2
2020-08-29,3,6,0
2020-08-30,0,11,0
2020-08-31,16,15,5
2020-09-01,4,15,3
2020-09-02,3,33,5
2020-09-03,6,21,3
2020-09-04,6,7,0
2020-09-05,0,4,0
2020-09-06,0,25,3
2020-09-07,6,5,5
2020-09-08,2,4,1
2020-09-09,2,8,0
2020-09-10,1,5,0
2020-09-11,0,22,2
2020-09-12,1,2,0
2020-09-13,2,52,0
2020-09-14,0,14,0
2020-09-15,2,7,17
2020-09-16,1,13,1
2020-09-17,9,27,2
2020-09-18,2,7,1
2020-09-19,0,4,3
2020-09-20,0,23,0
2020-09-21,5,4,6
2020-09-22,1,12,2
2020-09-23,6,1,3
2020-09-24,4,0,0
2020-09-25,0,8,0
2020-09-26,3,2,0
2020-09-27,0,11,2
2020-09-28,5,4,0
2020-09-29,6,6,3
2020-09-30,4,6,1
2020-10-01,2,20,5
2020-10-02,3,13,0
2020-10-03,0,21,2
2020-10-04,1,12,0
2020-10-05,3,12,0
2020-10-06,5,13,1
2020-10-07,6,9,3
2020-10-08,7,6,0
2020-10-09,6,13,4
2020-10-10,0,17,1
2020-10-11,1,13,1
2020-10-12,5,15,3
2020-10-13,2,24,0
2020-10-14,10,13,0
2020-10-15,3,7,0
2020-10-16,1,9,0
2020-10-17,0,5,0
2020-10-18,0,13,0
2020-10-19,4,12,0
2020-10-20,2,4,0
2020-10-21,4,6,3
2020-10-22,2,3,0
2020-10-23,3,2,1
2020-10-24,0,5,0
2020-10-25,0,2,0
2020-10-26,1,0,0
2020-10-27,4,4,7
2020-10-28,9,7,1
2020-10-29,2,3,2
2020-10-30,4,6,3
2020-10-31,1,9,0
2020-11-01,7,14,0
2020-11-02,9,8,0
2020-11-03,3,6,2
2020-11-04,1,2,0
2020-11-05,1,3,6
2020-11-06,8,2,3
2020-11-07,0,10,1
2020-11-08,2,4,0
2020-11-09,1,7,0
2020-11-10,6,14,0
2020-11-11,4,12,1
2020-11-12,4,5,0
2020-11-13,6,6,0
2020-11-14,1,7,0
2020-11-15,0,4,0
2020-11-16,2,3,0
2020-11-17,2,12,0
2020-11-18,6,12,1
2020-11-19,2,4,1
2020-11-20,6,14,0
2020-11-21,0,2,0
2020-11-22,1,14,1
2020-11-23,5,3,0
2020-11-24,0,9,2
2020-11-25,2,14,0
2020-11-26,5,19,0
2020-11-27,4,4,1
2020-11-28,0,8,3
2020-11-29,0,8,0
2020-11-30,2,8,0
2020-12-01,8,7,1
2020-12-02,4,10,0
2020-12-03,1,4,0
2020-12-04,3,4,0
2020-12-05,0,12,0
2020-12-06,0,13,0
2020-12-07,0,29,2
2020-12-08,0,4,0
2020-12-09,0,5,0
2020-12-10,1,3,0
2020-12-11,1,21,0
2020-12-12,0,10,0
2020-12-13,0,12,0
2020-12-14,3,0,0
2020-12-15,6,8,3
2020-12-16,4,12,0
2020-12-17,4,8,0
2020-12-18,3,9,1
2020-12-19,2,0,7
2020-12-20,3,3,0
2020-12-21,4,4,2
2020-12-22,9,2,4
2020-12-23,0,9,2
2020-12-24,0,7,0
2020-12-25,0,3,0
2020-12-26,0,8,0
2020-12-27,0,13,0
2020-12-28,0,4,0
2020-12-29,0,3,0
2020-12-30,0,3,0
2020-12-31,0,13,1
2021-01-01,0,4,0
2021-01-02,3,18,0
2021-01-03,1,6,5
2021-01-04,3,1,3
2021-01-05,3,9,0
2021-01-06,4,4,0
2021-01-07,0,3,4
2021-01-08,4,1,4
2021-01-09,1,3,0
2021-01-10,1,7,3
2021-01-11,5,9,0
2021-01-12,3,7,2
2021-01-13,5,9,0
2021-01-14,2,5,0
2021-01-15,0,11,2
2021-01-16,2,3,0
2021-01-17,1,4,0
2021-01-18,3,5,0
2021-01-19,4,6,0
2021-01-20,1,3,2
2021-01-21,2,11,1
2021-01-22,6,5,0
2021-01-23,2,9,4
2021-01-24,2,9,1
2021-01-25,5,4,7
2021-01-26,6,5,5
2021-01-27,4,5,3
2021-01-28,4,8,0
2021-01-29,3,8,6
2021-01-30,3,2,2
2021-01-31,1,2,5
2021-02-01,13,1,0
2021-02-02,1,5,0
2021-02-03,4,4,0
2021-02-04,1,6,0
2021-02-05,1,8,0
2021-02-06,5,3,0
2021-02-07,4,1,2
