,spring-projects/spring-framework,apache/tomcat,apache/struts
2021-10-11,9,3,0
2021-10-12,14,7,0
2021-10-13,19,1,0
2021-10-14,28,6,0
2021-10-15,0,0,0
2021-10-16,0,0,0
2021-10-17,6,0,0
2021-10-18,6,0,2
2021-10-19,9,0,0
2021-10-20,4,0,0
2021-10-21,6,1,0
2021-10-22,12,0,0
2021-10-23,7,0,0
2021-10-24,0,0,0
2021-10-25,7,0,0
2021-10-26,2,0,0
2021-10-27,2,0,0
2021-10-28,5,0,0
2021-10-29,3,1,0
2021-10-30,0,0,4
2021-10-31,0,0,1
2021-11-01,0,1,0
2021-11-02,2,1,1
2021-11-03,2,5,0
2021-11-04,2,4,1
2021-11-05,2,10,0
2021-11-06,0,6,1
2021-11-07,0,1,0
2021-11-08,2,12,0
2021-11-09,12,3,0
2021-11-10,10,1,3
2021-11-11,2,4,2
2021-11-12,0,1,4
2021-11-13,0,0,1
2021-11-14,0,0,0
2021-11-15,0,4,1
2021-11-16,2,0,6
2021-11-17,6,1,2
2021-11-18,3,14,0
2021-11-19,4,2,0
2021-11-20,0,0,0
2021-11-21,0,0,0
2021-11-22,24,2,0
2021-11-23,9,11,0
2021-11-24,16,8,1
2021-11-25,6,11,0
2021-11-26,0,2,0
2021-11-27,0,0,0
2021-11-28,4,0,0
2021-11-29,3,3,1
2021-11-30,12,0,0
2021-12-01,1,4,1
2021-12-02,20,7,0
2021-12-03,15,3,0
2021-12-04,0,0,0
2021-12-05,0,0,0
2021-12-06,3,6,0
2021-12-07,3,3,0
2021-12-08,2,3,0
2021-12-09,6,5,0
2021-12-10,8,4,1
2021-12-11,0,0,0
2021-12-12,5,0,9
2021-12-13,11,0,0
2021-12-14,31,0,0
2021-12-15,15,2,1
2021-12-16,2,1,0
2021-12-17,0,0,2
2021-12-18,0,0,4
2021-12-19,0,0,2
2021-12-20,0,1,4
2021-12-21,14,4,4
2021-12-22,0,0,0
2021-12-23,0,1,0
2021-12-24,0,0,3
2021-12-25,0,0,0
2021-12-26,0,0,1
2021-12-27,4,0,0
2021-12-28,0,0,1
2021-12-29,9,0,1
2021-12-30,0,0,2
2021-12-31,0,6,0
2022-01-01,0,6,2
2022-01-02,0,13,0
2022-01-03,9,4,0
2022-01-04,20,1,2
2022-01-05,0,2,0
2022-01-06,2,3,1
2022-01-07,9,4,1
2022-01-08,8,1,0
2022-01-09,9,0,0
2022-01-10,9,7,0
2022-01-11,12,2,0
2022-01-12,17,8,0
2022-01-13,10,3,6
2022-01-14,2,8,1
2022-01-15,0,2,0
2022-01-16,0,0,0
2022-01-17,7,0,0
2022-01-18,4,2,1
2022-01-19,4,0,0
2022-01-20,3,4,0
2022-01-21,8,1,0
2022-01-22,3,0,0
2022-01-23,0,0,5
2022-01-24,3,4,0
2022-01-25,9,0,0
2022-01-26,11,9,0
2022-01-27,5,2,0
2022-01-28,8,0,0
2022-01-29,3,0,5
2022-01-30,4,0,0
2022-01-31,2,2,1
2022-02-01,2,2,0
2022-02-02,4,4,0
2022-02-03,11,1,0
2022-02-04,16,0,0
2022-02-05,11,0,0
2022-02-06,0,0,2
2022-02-07,2,3,0
2022-02-08,6,2,0
2022-02-09,0,0,1
2022-02-10,9,8,1
2022-02-11,11,5,0
2022-02-12,2,0,0
2022-02-13,0,1,2
2022-02-14,17,0,0
2022-02-15,16,3,0
2022-02-16,12,1,0
2022-02-17,8,1,0
2022-02-18,6,1,0
2022-02-19,10,8,0
2022-02-20,0,0,4
2022-02-21,0,4,2
2022-02-22,1,2,0
2022-02-23,0,1,1
2022-02-24,6,1,2
2022-02-25,0,2,0
2022-02-26,0,0,0
2022-02-27,0,0,0
2022-02-28,12,2,0
2022-03-01,10,4,1
2022-03-02,3,0,0
2022-03-03,1,0,1
2022-03-04,3,0,1
2022-03-05,3,0,0
2022-03-06,2,0,0
2022-03-07,0,0,2
2022-03-08,1,4,0
2022-03-09,21,4,0
2022-03-10,8,1,0
2022-03-11,5,0,0
2022-03-12,9,0,0
2022-03-13,2,1,0
2022-03-14,3,1,0
2022-03-15,11,10,2
2022-03-16,24,2,0
2022-03-17,3,7,0
2022-03-18,6,2,0
2022-03-19,0,1,0
2022-03-20,4,0,0
2022-03-21,3,1,1
2022-03-22,7,5,0
2022-03-23,4,2,0
2022-03-24,4,5,0
2022-03-25,5,0,0
2022-03-26,0,0,0
2022-03-27,11,0,0
2022-03-28,0,0,3
2022-03-29,7,10,0
2022-03-30,0,6,0
2022-03-31,5,2,0
2022-04-01,5,3,0
2022-04-02,0,0,0
2022-04-03,0,0,0
2022-04-04,8,0,1
2022-04-05,0,3,0
2022-04-06,1,0,0
2022-04-07,4,3,1
2022-04-08,12,0,0
2022-04-09,3,0,0
2022-04-10,0,0,0
2022-04-11,7,1,0
2022-04-12,10,0,0
2022-04-13,5,0,0
2022-04-14,11,1,0
2022-04-15,1,0,0
2022-04-16,2,0,0
2022-04-17,0,0,0
2022-04-18,0,0,0
2022-04-19,0,0,0
2022-04-20,1,1,0
2022-04-21,0,3,0
2022-04-22,0,0,0
2022-04-23,0,1,0
2022-04-24,7,0,0
2022-04-25,2,1,0
2022-04-26,5,2,0
2022-04-27,9,1,0
2022-04-28,5,3,0
2022-04-29,3,2,0
2022-04-30,0,0,0
2022-05-01,0,0,1
2022-05-02,1,0,1
2022-05-03,20,0,0
2022-05-04,0,1,3
2022-05-05,45,1,2
2022-05-06,5,7,5
2022-05-07,6,0,0
2022-05-08,0,0,1
2022-05-09,16,7,0
2022-05-10,21,18,1
2022-05-11,21,1,0
2022-05-12,3,2,0
2022-05-13,1,0,0
2022-05-14,4,0,1
2022-05-15,2,0,3
2022-05-16,5,7,3
2022-05-17,6,9,4
2022-05-18,1,7,0
2022-05-19,0,4,1
2022-05-20,4,8,1
2022-05-21,3,0,0
2022-05-22,0,0,0
2022-05-23,14,2,3
2022-05-24,7,3,3
2022-05-25,4,0,2
2022-05-26,1,4,0
2022-05-27,3,1,0
2022-05-28,0,0,0
2022-05-29,0,0,0
2022-05-30,8,1,0
2022-05-31,10,13,0
2022-06-01,10,5,0
2022-06-02,4,2,2
2022-06-03,18,0,0
2022-06-04,2,0,0
2022-06-05,1,0,1
2022-06-06,2,6,1
2022-06-07,14,0,0
2022-06-08,16,5,1
2022-06-09,15,22,0
2022-06-10,4,2,2
2022-06-11,0,0,0
2022-06-12,0,1,0
2022-06-13,16,4,0
2022-06-14,31,5,4
2022-06-15,10,4,4
2022-06-16,4,10,0
2022-06-17,4,13,3
2022-06-18,0,0,6
2022-06-19,1,0,0
2022-06-20,16,7,1
2022-06-21,10,5,3
2022-06-22,0,1,1
2022-06-23,8,11,0
2022-06-24,11,0,0
2022-06-25,5,0,0
2022-06-26,0,0,0
2022-06-27,15,0,2
2022-06-28,2,4,0
2022-06-29,8,4,0
2022-06-30,18,1,0
2022-07-01,11,0,0
2022-07-02,3,0,0
2022-07-03,9,0,1
2022-07-04,11,0,0
2022-07-05,10,0,0
2022-07-06,12,0,0
2022-07-07,6,2,6
2022-07-08,7,0,4
2022-07-09,4,0,0
2022-07-10,4,0,0
2022-07-11,16,2,4
2022-07-12,29,0,0
2022-07-13,56,11,0
2022-07-14,6,1,0
2022-07-15,8,0,0
2022-07-16,0,0,0
2022-07-17,0,0,0
2022-07-18,6,0,0
2022-07-19,9,0,0
2022-07-20,5,1,0
2022-07-21,1,1,0
2022-07-22,8,0,0
2022-07-23,0,0,0
2022-07-24,0,0,1
2022-07-25,6,0,0
2022-07-26,3,0,0
2022-07-27,10,0,0
2022-07-28,9,0,0
2022-07-29,27,0,0
2022-07-30,6,0,0
2022-07-31,3,0,1
2022-08-01,12,9,0
2022-08-02,10,5,0
2022-08-03,10,3,0
2022-08-04,17,1,0
2022-08-05,5,0,0
2022-08-06,5,0,3
2022-08-07,0,0,2
2022-08-08,4,6,13
2022-08-09,5,1,3
2022-08-10,3,0,0
2022-08-11,10,5,2
2022-08-12,6,0,2
2022-08-13,2,0,0
2022-08-14,0,0,0
2022-08-15,1,0,0
2022-08-16,12,5,0
2022-08-17,7,1,0
2022-08-18,2,3,0
2022-08-19,6,1,0
2022-08-20,1,0,0
2022-08-21,3,3,1
2022-08-22,9,4,0
2022-08-23,15,6,2
2022-08-24,5,7,1
2022-08-25,5,6,4
2022-08-26,6,0,0
2022-08-27,0,0,0
2022-08-28,7,0,0
2022-08-29,0,2,2
2022-08-30,9,2,0
2022-08-31,12,4,0
2022-09-01,8,3,1
2022-09-02,25,15,3
2022-09-03,4,0,1
2022-09-04,10,1,4
2022-09-05,12,2,0
2022-09-06,17,0,0
2022-09-07,13,1,0
2022-09-08,16,4,0
2022-09-09,20,14,0
2022-09-10,7,0,0
2022-09-11,1,0,0
2022-09-12,36,6,0
2022-09-13,17,7,0
2022-09-14,32,7,5
2022-09-15,10,15,0
2022-09-16,2,2,0
2022-09-17,0,0,3
2022-09-18,2,0,1
2022-09-19,5,0,0
2022-09-20,16,3,10
2022-09-21,4,9,6
2022-09-22,2,1,0
2022-09-23,5,6,0
2022-09-24,0,0,0
2022-09-25,3,0,3
2022-09-26,32,0,0
2022-09-27,11,5,2
2022-09-28,18,10,6
2022-09-29,6,0,0
2022-09-30,21,13,6
2022-10-01,0,0,0
2022-10-02,3,0,0
2022-10-03,17,3,0
2022-10-04,21,0,0
2022-10-05,25,4,1
2022-10-06,14,8,1
2022-10-07,24,2,0
2022-10-08,11,3,0
2022-10-09,2,0,0
2022-10-10,23,3,0
2022-10-11,18,10,0
2022-10-12,6,8,0
2022-10-13,5,0,2
2022-10-14,2,2,4
2022-10-15,0,0,0
2022-10-16,2,0,4
2022-10-17,8,0,6
2022-10-18,32,0,0
2022-10-19,16,9,5
2022-10-20,7,3,2
2022-10-21,4,2,6
2022-10-22,0,0,0
2022-10-23,0,0,0
2022-10-24,4,0,7
2022-10-25,8,0,2
2022-10-26,2,1,0
2022-10-27,5,2,2
2022-10-28,2,4,0
2022-10-29,0,0,0
2022-10-30,2,0,1
2022-10-31,4,10,0
2022-11-01,9,3,0
2022-11-02,31,2,6
2022-11-03,2,0,0
2022-11-04,9,1,5
2022-11-05,6,0,3
2022-11-06,3,0,7
2022-11-07,6,4,1
2022-11-08,28,9,3
2022-11-09,3,2,0
2022-11-10,7,1,0
2022-11-11,12,2,2
2022-11-12,3,0,0
2022-11-13,4,0,3
2022-11-14,19,6,0
2022-11-15,16,0,2
2022-11-16,7,8,0
2022-11-17,11,4,0
2022-11-18,10,9,0
2022-11-19,9,0,0
2022-11-20,3,0,0
2022-11-21,10,5,0
2022-11-22,20,2,0
2022-11-23,3,0,0
2022-11-24,6,0,0
2022-11-25,9,2,0
2022-11-26,7,0,0
2022-11-27,0,0,2
2022-11-28,11,2,2
2022-11-29,8,4,0
2022-11-30,2,4,0
2022-12-01,7,2,1
2022-12-02,4,1,0
2022-12-03,5,0,0
2022-12-04,1,0,3
2022-12-05,12,3,0
2022-12-06,13,1,0
2022-12-07,10,0,0
2022-12-08,2,3,1
2022-12-09,15,2,5
2022-12-10,1,0,0
2022-12-11,2,0,0
2022-12-12,5,1,0
2022-12-13,11,0,5
2022-12-14,3,1,1
2022-12-15,1,0,0
2022-12-16,4,1,0
2022-12-17,12,0,0
2022-12-18,12,0,1
2022-12-19,1,1,0
2022-12-20,3,2,0
2022-12-21,0,1,0
2022-12-22,0,0,0
2022-12-23,5,0,0
2022-12-24,0,0,0
2022-12-25,0,0,0
2022-12-26,0,0,0
2022-12-27,0,0,0
2022-12-28,0,0,1
2022-12-29,0,0,1
2022-12-30,0,0,0
2022-12-31,0,0,0
2023-01-01,0,0,0
2023-01-02,0,0,0
2023-01-03,3,6,0
2023-01-04,1,4,1
2023-01-05,0,3,0
2023-01-06,3,5,0
2023-01-07,0,0,0
2023-01-08,0,0,0
2023-01-09,5,4,0
2023-01-10,9,0,0
2023-01-11,10,11,0
2023-01-12,0,30,0
2023-01-13,1,5,0
2023-01-14,0,0,0
2023-01-15,0,0,0
2023-01-16,6,1,1
2023-01-17,7,2,0
2023-01-18,2,12,0
2023-01-19,13,22,0
2023-01-20,11,15,0
2023-01-21,0,0,0
2023-01-22,0,0,3
2023-01-23,4,13,1
2023-01-24,2,15,0
2023-01-25,1,7,1
2023-01-26,1,1,2
2023-01-27,5,10,0
2023-01-28,3,0,0
2023-01-29,4,1,0
2023-01-30,20,2,8
2023-01-31,20,1,0
2023-02-01,6,4,1
2023-02-02,13,6,0
2023-02-03,4,2,0
2023-02-04,0,0,0
2023-02-05,0,0,0
2023-02-06,0,0,0
2023-02-07,19,0,0
2023-02-08,2,0,0
2023-02-09,3,6,0
2023-02-10,0,4,0
2023-02-11,0,0,0
2023-02-12,0,0,1
2023-02-13,17,6,0
2023-02-14,15,9,2
2023-02-15,11,17,0
2023-02-16,0,8,0
2023-02-17,1,5,0
2023-02-18,0,0,1
2023-02-19,7,0,0
2023-02-20,4,1,2
2023-02-21,4,0,0
2023-02-22,4,7,0
2023-02-23,1,8,0
2023-02-24,8,5,0
2023-02-25,0,0,1
2023-02-26,5,3,0
2023-02-27,10,9,0
2023-02-28,10,0,2
2023-03-01,5,9,1
2023-03-02,14,5,3
2023-03-03,1,7,1
2023-03-04,1,0,1
2023-03-05,9,0,0
2023-03-06,14,7,0
2023-03-07,8,7,8
2023-03-08,6,8,0
2023-03-09,4,8,0
2023-03-10,5,1,0
2023-03-11,0,0,1
2023-03-12,1,0,5
2023-03-13,4,1,4
2023-03-14,7,9,1
2023-03-15,2,10,3
2023-03-16,0,1,0
2023-03-17,6,3,0
2023-03-18,0,0,0
2023-03-19,5,0,0
2023-03-20,2,0,0
2023-03-21,4,2,1
2023-03-22,6,4,14
2023-03-23,4,7,0
2023-03-24,4,1,1
2023-03-25,3,0,0
2023-03-26,0,2,1
2023-03-27,5,5,0
2023-03-28,6,0,0
2023-03-29,5,2,3
2023-03-30,6,4,2
2023-03-31,5,0,0
2023-04-01,4,0,0
2023-04-02,1,0,0
2023-04-03,8,6,0
2023-04-04,11,0,0
2023-04-05,4,1,0
2023-04-06,4,6,0
2023-04-07,6,0,4
2023-04-08,0,0,0
2023-04-09,0,0,1
2023-04-10,1,0,2
2023-04-11,5,12,0
2023-04-12,8,9,0
2023-04-13,6,11,0
2023-04-14,9,3,0
2023-04-15,1,0,0
2023-04-16,0,0,0
2023-04-17,2,0,0
2023-04-18,5,3,0
2023-04-19,5,1,0
2023-04-20,12,3,0
2023-04-21,0,3,0
2023-04-22,0,0,0
2023-04-23,1,0,0
2023-04-24,6,0,0
2023-04-25,17,5,0
2023-04-26,10,1,0
2023-04-27,0,15,0
2023-04-28,4,5,0
2023-04-29,0,0,0
2023-04-30,5,1,0
2023-05-01,0,0,0
2023-05-02,0,12,0
2023-05-03,6,3,0
2023-05-04,39,7,0
2023-05-05,13,6,2
2023-05-06,0,1,0
2023-05-07,0,1,0
2023-05-08,9,0,0
2023-05-09,13,5,1
2023-05-10,24,5,0
2023-05-11,6,22,0
2023-05-12,6,6,0
2023-05-13,3,4,0
2023-05-14,0,0,0
2023-05-15,8,0,0
2023-05-16,4,0,10
2023-05-17,0,0,1
2023-05-18,0,0,0
2023-05-19,0,2,1
2023-05-20,0,0,2
2023-05-21,0,2,0
2023-05-22,9,7,0
2023-05-23,26,1,1
2023-05-24,4,5,1
2023-05-25,17,0,0
2023-05-26,6,1,0
2023-05-27,0,0,0
2023-05-28,0,0,3
2023-05-29,0,1,3
2023-05-30,21,2,0
2023-05-31,5,8,0
2023-06-01,3,8,0
2023-06-02,9,4,0
2023-06-03,3,0,0
2023-06-04,14,0,1
2023-06-05,8,2,0
2023-06-06,9,0,0
2023-06-07,24,5,0
2023-06-08,19,3,0
2023-06-09,19,2,0
2023-06-10,0,2,0
2023-06-11,6,0,0
2023-06-12,27,1,0
2023-06-13,18,4,0
2023-06-14,37,7,0
2023-06-15,9,1,0
2023-06-16,4,3,0
2023-06-17,6,1,0
2023-06-18,0,0,0
2023-06-19,7,0,1
2023-06-20,17,4,0
2023-06-21,26,3,0
2023-06-22,20,4,0
2023-06-23,15,5,0
2023-06-24,7,0,0
2023-06-25,10,0,0
2023-06-26,13,2,0
2023-06-27,4,1,4
2023-06-28,6,5,3
2023-06-29,13,17,1
2023-06-30,13,1,0
2023-07-01,3,0,0
2023-07-02,2,0,0
2023-07-03,23,1,0
2023-07-04,21,14,0
2023-07-05,21,6,1
2023-07-06,21,2,0
2023-07-07,21,1,0
2023-07-08,7,0,0
2023-07-09,11,0,0
2023-07-10,18,0,0
2023-07-11,26,1,0
2023-07-12,24,1,7
2023-07-13,4,0,0
2023-07-14,18,0,4
2023-07-15,28,0,0
2023-07-16,18,0,1
2023-07-17,1,0,1
2023-07-18,12,0,0
2023-07-19,14,0,0
2023-07-20,1,3,0
2023-07-21,8,0,7
2023-07-22,1,0,0
2023-07-23,0,0,0
2023-07-24,5,5,4
2023-07-25,8,1,0
2023-07-26,9,6,0
2023-07-27,5,4,0
2023-07-28,2,0,0
2023-07-29,0,0,0
2023-07-30,0,0,7
2023-07-31,17,0,5
2023-08-01,25,1,4
2023-08-02,15,8,0
2023-08-03,16,7,0
2023-08-04,21,11,0
2023-08-05,7,0,0
2023-08-06,9,2,0
2023-08-07,11,6,0
2023-08-08,8,12,0
2023-08-09,7,10,0
2023-08-10,3,9,0
2023-08-11,1,0,1
2023-08-12,14,0,0
2023-08-13,7,0,0
2023-08-14,11,3,0
2023-08-15,9,0,0
2023-08-16,25,5,1
2023-08-17,6,0,16
