,gohugoio/hugo,hexojs/hexo,sphinx-doc/sphinx
2014-05-17,0,1,0
2014-05-18,0,3,0
2014-05-19,1,0,0
2014-05-20,0,0,0
2014-05-21,0,0,0
2014-05-22,0,0,0
2014-05-23,0,7,0
2014-05-24,0,0,2
2014-05-25,0,4,1
2014-05-26,0,3,0
2014-05-27,6,0,4
2014-05-28,10,0,0
2014-05-29,7,0,0
2014-05-30,0,1,0
2014-05-31,0,8,0
2014-06-01,0,0,0
2014-06-02,0,0,0
2014-06-03,4,0,0
2014-06-04,1,0,0
2014-06-05,0,0,2
2014-06-06,2,8,0
2014-06-07,0,0,2
2014-06-08,0,3,1
2014-06-09,0,4,4
2014-06-10,0,2,0
2014-06-11,0,5,3
2014-06-12,0,0,0
2014-06-13,0,0,1
2014-06-14,0,6,2
2014-06-15,0,0,2
2014-06-16,0,0,0
2014-06-17,0,0,0
2014-06-18,0,0,4
2014-06-19,0,0,2
2014-06-20,0,3,0
2014-06-21,0,1,1
2014-06-22,0,2,0
2014-06-23,0,0,0
2014-06-24,0,0,0
2014-06-25,0,0,0
2014-06-26,0,0,0
2014-06-27,0,1,0
2014-06-28,0,0,0
2014-06-29,0,2,0
2014-06-30,13,0,1
2014-07-01,2,0,1
2014-07-02,0,0,0
2014-07-03,0,2,2
2014-07-04,0,4,3
2014-07-05,0,0,2
2014-07-06,0,8,2
2014-07-07,0,0,1
2014-07-08,0,0,0
2014-07-09,0,0,0
2014-07-10,0,1,0
2014-07-11,0,3,0
2014-07-12,0,4,2
2014-07-13,0,4,2
2014-07-14,0,1,0
2014-07-15,0,0,0
2014-07-16,0,0,0
2014-07-17,0,0,0
2014-07-18,0,2,1
2014-07-19,0,2,1
2014-07-20,0,0,0
2014-07-21,0,0,0
2014-07-22,0,0,1
2014-07-23,0,18,2
2014-07-24,0,0,2
2014-07-25,0,0,1
2014-07-26,0,0,3
2014-07-27,1,0,4
2014-07-28,0,0,3
2014-07-29,0,0,1
2014-07-30,0,8,0
2014-07-31,0,0,2
2014-08-01,0,1,0
2014-08-02,0,11,2
2014-08-03,0,9,8
2014-08-04,0,1,2
2014-08-05,3,0,0
2014-08-06,3,0,3
2014-08-07,0,0,1
2014-08-08,0,0,0
2014-08-09,0,0,0
2014-08-10,3,0,16
2014-08-11,0,0,8
2014-08-12,0,0,6
2014-08-13,0,0,4
2014-08-14,0,0,4
2014-08-15,0,0,8
2014-08-16,0,0,1
2014-08-17,0,0,0
2014-08-18,9,0,6
2014-08-19,0,1,14
2014-08-20,11,1,6
2014-08-21,0,2,9
2014-08-22,0,2,3
2014-08-23,0,0,3
2014-08-24,0,0,7
2014-08-25,11,0,4
2014-08-26,8,0,3
2014-08-27,1,0,0
2014-08-28,4,0,2
2014-08-29,0,0,1
2014-08-30,14,2,8
2014-08-31,1,0,0
2014-09-01,5,0,6
2014-09-02,2,0,0
2014-09-03,2,0,2
2014-09-04,0,2,1
2014-09-05,1,1,0
2014-09-06,0,10,0
2014-09-07,0,1,3
2014-09-08,8,0,0
2014-09-09,1,0,1
2014-09-10,0,2,0
2014-09-11,7,1,0
2014-09-12,1,0,0
2014-09-13,0,0,1
2014-09-14,2,0,5
2014-09-15,0,0,1
2014-09-16,0,0,0
2014-09-17,0,0,7
2014-09-18,1,0,0
2014-09-19,2,0,16
2014-09-20,0,0,16
2014-09-21,0,0,19
2014-09-22,2,2,22
2014-09-23,2,0,13
2014-09-24,2,0,1
2014-09-25,0,0,13
2014-09-26,0,0,5
2014-09-27,0,0,6
2014-09-28,0,0,13
2014-09-29,1,0,1
2014-09-30,0,0,3
2014-10-01,0,0,8
2014-10-02,5,2,6
2014-10-03,0,1,0
2014-10-04,0,0,6
2014-10-05,0,0,7
2014-10-06,0,0,17
2014-10-07,8,0,5
2014-10-08,0,0,7
2014-10-09,0,0,14
2014-10-10,0,0,0
2014-10-11,0,0,0
2014-10-12,0,0,0
2014-10-13,0,0,0
2014-10-14,0,0,1
2014-10-15,9,0,0
2014-10-16,0,0,0
2014-10-17,3,0,0
2014-10-18,0,0,3
2014-10-19,0,0,4
2014-10-20,2,0,2
2014-10-21,1,0,1
2014-10-22,0,0,0
2014-10-23,0,0,1
2014-10-24,0,0,1
2014-10-25,0,0,0
2014-10-26,0,0,0
2014-10-27,0,0,1
2014-10-28,0,0,3
2014-10-29,0,0,0
2014-10-30,0,0,4
2014-10-31,0,0,2
2014-11-01,2,0,0
2014-11-02,18,0,0
2014-11-03,1,0,0
2014-11-04,13,0,3
2014-11-05,12,0,2
2014-11-06,0,0,5
2014-11-07,0,0,3
2014-11-08,0,0,0
2014-11-09,0,0,2
2014-11-10,0,0,0
2014-11-11,0,0,0
2014-11-12,0,0,1
2014-11-13,7,0,1
2014-11-14,16,0,0
2014-11-15,0,1,1
2014-11-16,0,0,0
2014-11-17,5,0,3
2014-11-18,4,0,0
2014-11-19,1,0,0
2014-11-20,2,0,1
2014-11-21,0,0,3
2014-11-22,0,0,0
2014-11-23,0,0,0
2014-11-24,9,0,1
2014-11-25,4,0,1
2014-11-26,0,0,1
2014-11-27,0,0,4
2014-11-28,1,0,0
2014-11-29,0,0,0
2014-11-30,0,0,0
2014-12-01,0,0,0
2014-12-02,0,0,0
2014-12-03,6,2,2
2014-12-04,0,0,2
2014-12-05,0,0,6
2014-12-06,0,2,0
2014-12-07,0,1,0
2014-12-08,6,2,0
2014-12-09,3,1,0
2014-12-10,2,1,0
2014-12-11,3,2,0
2014-12-12,2,0,0
2014-12-13,0,0,1
2014-12-14,0,2,0
2014-12-15,0,0,0
2014-12-16,0,2,0
2014-12-17,0,0,0
2014-12-18,0,1,1
2014-12-19,6,0,0
2014-12-20,0,4,0
2014-12-21,0,0,0
2014-12-22,0,0,0
2014-12-23,0,0,0
2014-12-24,3,1,0
2014-12-25,0,0,0
2014-12-26,11,0,0
2014-12-27,2,1,0
2014-12-28,0,2,0
2014-12-29,2,0,0
2014-12-30,3,3,1
2014-12-31,0,0,2
2015-01-01,3,0,2
2015-01-02,4,0,8
2015-01-03,0,0,7
2015-01-04,1,0,0
2015-01-05,10,2,1
2015-01-06,0,4,9
2015-01-07,0,1,0
2015-01-08,3,0,1
2015-01-09,5,2,2
2015-01-10,1,0,1
2015-01-11,1,1,0
2015-01-12,2,0,1
2015-01-13,3,1,2
2015-01-14,5,1,8
2015-01-15,3,3,11
2015-01-16,4,0,0
2015-01-17,4,3,7
2015-01-18,6,4,3
2015-01-19,15,0,1
2015-01-20,23,0,0
2015-01-21,8,1,0
2015-01-22,4,1,0
2015-01-23,4,3,0
2015-01-24,5,2,0
2015-01-25,2,8,11
2015-01-26,9,2,1
2015-01-27,10,3,0
2015-01-28,5,0,2
2015-01-29,2,5,2
2015-01-30,14,4,0
2015-01-31,10,2,1
2015-02-01,3,0,0
2015-02-02,1,0,2
2015-02-03,0,2,1
2015-02-04,2,0,6
2015-02-05,3,1,1
2015-02-06,3,1,5
2015-02-07,0,1,11
2015-02-08,1,5,10
2015-02-09,6,2,3
2015-02-10,3,2,0
2015-02-11,7,1,0
2015-02-12,2,4,0
2015-02-13,1,2,0
2015-02-14,5,3,10
2015-02-15,0,0,3
2015-02-16,6,0,0
2015-02-17,22,0,1
2015-02-18,4,0,0
2015-02-19,2,0,0
2015-02-20,2,0,1
2015-02-21,2,1,2
2015-02-22,3,0,11
2015-02-23,1,0,5
2015-02-24,0,6,9
2015-02-25,0,0,8
2015-02-26,0,0,1
2015-02-27,1,0,4
2015-02-28,2,0,4
2015-03-01,0,0,1
2015-03-02,1,0,9
2015-03-03,0,0,1
2015-03-04,7,1,0
2015-03-05,4,2,4
2015-03-06,7,0,1
2015-03-07,9,0,16
2015-03-08,0,0,29
2015-03-09,2,0,7
2015-03-10,6,0,4
2015-03-11,3,1,3
2015-03-12,7,0,2
2015-03-13,4,0,0
2015-03-14,1,0,19
2015-03-15,0,0,2
2015-03-16,1,0,9
2015-03-17,2,0,5
2015-03-18,15,0,0
2015-03-19,3,0,0
2015-03-20,0,0,1
2015-03-21,0,0,1
2015-03-22,2,0,2
2015-03-23,5,2,2
2015-03-24,0,0,1
2015-03-25,1,0,0
2015-03-26,1,3,0
2015-03-27,1,0,0
2015-03-28,2,0,0
2015-03-29,4,0,0
2015-03-30,3,0,1
2015-03-31,4,0,2
2015-04-01,2,1,0
2015-04-02,1,0,2
2015-04-03,5,2,1
2015-04-04,3,0,2
2015-04-05,2,0,4
2015-04-06,3,10,1
2015-04-07,2,4,0
2015-04-08,0,3,0
2015-04-09,0,0,1
2015-04-10,3,0,0
2015-04-11,1,1,0
2015-04-12,0,0,0
2015-04-13,0,0,0
2015-04-14,1,2,0
2015-04-15,2,7,0
2015-04-16,2,0,0
2015-04-17,2,9,0
2015-04-18,3,0,2
2015-04-19,2,0,0
2015-04-20,0,0,0
2015-04-21,2,1,0
2015-04-22,2,1,1
2015-04-23,0,0,1
2015-04-24,2,3,0
2015-04-25,0,2,0
2015-04-26,0,1,0
2015-04-27,1,7,0
2015-04-28,1,2,1
2015-04-29,4,0,0
2015-04-30,5,0,0
2015-05-01,3,7,0
2015-05-02,1,1,0
2015-05-03,6,0,2
2015-05-04,1,0,0
2015-05-05,1,1,0
2015-05-06,1,1,0
2015-05-07,8,1,0
2015-05-08,1,0,0
2015-05-09,9,0,0
2015-05-10,6,0,0
2015-05-11,6,0,0
2015-05-12,4,0,0
2015-05-13,0,0,2
2015-05-14,3,0,1
2015-05-15,4,3,2
2015-05-16,7,0,0
2015-05-17,4,0,2
2015-05-18,0,1,8
2015-05-19,2,0,1
2015-05-20,4,7,0
2015-05-21,4,0,2
2015-05-22,9,0,1
2015-05-23,2,0,0
2015-05-24,2,0,0
2015-05-25,11,0,0
2015-05-26,7,0,0
2015-05-27,3,0,3
2015-05-28,3,0,0
2015-05-29,1,0,1
2015-05-30,0,0,1
2015-05-31,7,1,0
2015-06-01,1,0,0
2015-06-02,0,0,2
2015-06-03,4,0,0
2015-06-04,0,0,2
2015-06-05,0,0,1
2015-06-06,3,0,1
2015-06-07,0,0,3
2015-06-08,0,0,2
2015-06-09,0,0,0
2015-06-10,0,0,1
2015-06-11,5,0,8
2015-06-12,1,0,1
2015-06-13,0,0,0
2015-06-14,0,0,1
2015-06-15,6,0,0
2015-06-16,3,0,0
2015-06-17,4,0,0
2015-06-18,0,0,0
2015-06-19,1,0,1
2015-06-20,0,0,0
2015-06-21,11,1,0
2015-06-22,2,1,1
2015-06-23,0,3,1
2015-06-24,0,3,3
2015-06-25,4,0,1
2015-06-26,3,0,4
2015-06-27,0,0,0
2015-06-28,5,0,0
2015-06-29,1,0,0
2015-06-30,0,0,0
2015-07-01,0,0,0
2015-07-02,3,0,0
2015-07-03,0,0,0
2015-07-04,0,0,0
2015-07-05,0,0,3
2015-07-06,0,0,3
2015-07-07,0,0,0
2015-07-08,5,0,0
2015-07-09,5,0,3
2015-07-10,1,0,0
2015-07-11,0,0,5
2015-07-12,3,0,1
2015-07-13,2,0,1
2015-07-14,2,0,0
2015-07-15,0,0,1
2015-07-16,0,2,0
2015-07-17,0,0,0
2015-07-18,1,0,0
2015-07-19,5,0,0
2015-07-20,4,0,0
2015-07-21,3,1,2
2015-07-22,0,0,2
2015-07-23,3,0,0
2015-07-24,7,0,13
2015-07-25,6,0,32
2015-07-26,1,0,0
2015-07-27,0,0,3
2015-07-28,1,0,0
2015-07-29,1,0,0
2015-07-30,1,0,0
2015-07-31,1,0,3
2015-08-01,1,0,1
2015-08-02,2,1,0
2015-08-03,1,0,0
2015-08-04,7,0,0
2015-08-05,2,0,0
2015-08-06,2,0,0
2015-08-07,9,0,0
2015-08-08,10,0,0
2015-08-09,3,0,3
2015-08-10,0,0,0
2015-08-11,1,0,0
2015-08-12,0,0,0
2015-08-13,1,0,4
2015-08-14,1,0,0
2015-08-15,1,0,0
2015-08-16,0,0,1
2015-08-17,0,0,0
2015-08-18,0,0,0
2015-08-19,3,0,3
2015-08-20,0,0,1
2015-08-21,2,0,4
2015-08-22,2,0,0
2015-08-23,2,0,0
2015-08-24,0,0,0
2015-08-25,0,0,0
2015-08-26,1,0,0
2015-08-27,0,0,0
2015-08-28,0,0,0
2015-08-29,0,3,0
2015-08-30,1,0,1
2015-08-31,1,0,1
2015-09-01,2,0,0
2015-09-02,0,0,2
2015-09-03,0,0,0
2015-09-04,0,0,0
2015-09-05,0,0,0
2015-09-06,0,0,5
2015-09-07,0,0,0
2015-09-08,12,0,0
2015-09-09,4,0,1
2015-09-10,1,0,0
2015-09-11,0,0,5
2015-09-12,3,0,2
2015-09-13,4,0,12
2015-09-14,8,0,1
2015-09-15,1,0,1
2015-09-16,4,0,0
2015-09-17,0,0,0
2015-09-18,0,0,1
2015-09-19,1,0,1
2015-09-20,3,0,0
2015-09-21,1,1,0
2015-09-22,4,0,0
2015-09-23,1,3,0
2015-09-24,1,1,0
2015-09-25,3,0,1
2015-09-26,0,0,0
2015-09-27,0,0,0
2015-09-28,0,1,3
2015-09-29,0,0,0
2015-09-30,4,1,0
2015-10-01,0,0,6
2015-10-02,2,0,1
2015-10-03,0,0,0
2015-10-04,3,0,5
2015-10-05,5,0,0
2015-10-06,2,2,0
2015-10-07,3,0,0
2015-10-08,0,3,0
2015-10-09,3,4,2
2015-10-10,2,0,0
2015-10-11,0,0,0
2015-10-12,6,0,4
2015-10-13,1,0,1
2015-10-14,1,0,1
2015-10-15,6,0,0
2015-10-16,2,0,2
2015-10-17,5,0,0
2015-10-18,1,0,0
2015-10-19,0,0,3
2015-10-20,3,0,0
2015-10-21,1,0,0
2015-10-22,0,0,2
2015-10-23,0,1,0
2015-10-24,0,0,0
2015-10-25,0,0,1
2015-10-26,0,0,1
2015-10-27,0,0,1
2015-10-28,0,0,0
2015-10-29,0,1,0
2015-10-30,5,1,0
2015-10-31,8,0,0
2015-11-01,0,7,0
2015-11-02,1,0,0
2015-11-03,1,0,0
2015-11-04,1,3,0
2015-11-05,0,0,0
2015-11-06,1,3,0
2015-11-07,1,7,0
2015-11-08,1,0,0
2015-11-09,1,0,2
2015-11-10,5,0,6
2015-11-11,1,6,0
2015-11-12,1,0,2
2015-11-13,5,0,2
2015-11-14,1,0,0
2015-11-15,5,0,4
2015-11-16,6,0,1
2015-11-17,6,0,0
2015-11-18,2,0,3
2015-11-19,2,2,4
2015-11-20,15,2,0
2015-11-21,4,0,14
2015-11-22,2,0,1
2015-11-23,7,2,0
2015-11-24,12,1,0
2015-11-25,6,0,1
2015-11-26,1,0,2
2015-11-27,3,0,1
2015-11-28,2,1,0
2015-11-29,0,0,15
2015-11-30,5,0,4
2015-12-01,7,2,3
2015-12-02,12,0,6
2015-12-03,5,0,4
2015-12-04,2,4,0
2015-12-05,0,5,0
2015-12-06,1,4,3
2015-12-07,3,0,0
2015-12-08,5,0,0
2015-12-09,0,0,8
2015-12-10,1,0,3
2015-12-11,7,0,2
2015-12-12,1,0,0
2015-12-13,1,0,5
2015-12-14,1,1,1
2015-12-15,0,0,0
2015-12-16,5,0,1
2015-12-17,5,0,2
2015-12-18,8,0,9
2015-12-19,9,0,22
2015-12-20,1,0,2
2015-12-21,7,8,3
2015-12-22,5,0,4
2015-12-23,4,0,0
2015-12-24,1,0,2
2015-12-25,1,0,4
2015-12-26,0,0,8
2015-12-27,3,0,1
2015-12-28,0,0,0
2015-12-29,0,0,6
2015-12-30,0,1,0
2015-12-31,2,0,1
2016-01-01,4,2,11
2016-01-02,3,0,12
2016-01-03,2,0,4
2016-01-04,14,0,10
2016-01-05,5,2,5
2016-01-06,2,0,16
2016-01-07,2,0,4
2016-01-08,1,0,9
2016-01-09,3,6,10
2016-01-10,0,0,6
2016-01-11,0,3,2
2016-01-12,1,0,12
2016-01-13,3,0,1
2016-01-14,3,0,4
2016-01-15,4,0,7
2016-01-16,0,0,4
2016-01-17,0,0,18
2016-01-18,0,0,11
2016-01-19,0,0,5
2016-01-20,2,0,7
2016-01-21,2,0,4
2016-01-22,0,0,4
2016-01-23,0,0,2
2016-01-24,1,0,7
2016-01-25,2,0,0
2016-01-26,10,0,3
2016-01-27,1,0,3
2016-01-28,3,0,1
2016-01-29,4,0,0
2016-01-30,5,0,2
2016-01-31,0,0,2
2016-02-01,2,0,0
2016-02-02,1,0,2
2016-02-03,1,0,0
2016-02-04,1,0,1
2016-02-05,8,0,3
2016-02-06,16,0,0
2016-02-07,21,0,9
2016-02-08,1,0,7
2016-02-09,1,0,11
2016-02-10,1,2,2
2016-02-11,0,1,5
2016-02-12,3,0,1
2016-02-13,8,5,16
2016-02-14,4,1,35
2016-02-15,1,0,7
2016-02-16,2,0,6
2016-02-17,2,0,2
2016-02-18,0,0,0
2016-02-19,0,0,7
2016-02-20,1,3,4
2016-02-21,0,0,0
2016-02-22,0,0,13
2016-02-23,0,3,8
2016-02-24,7,1,0
2016-02-25,2,2,3
2016-02-26,1,3,0
2016-02-27,5,3,0
2016-02-28,2,1,2
2016-02-29,2,0,8
2016-03-01,3,1,3
2016-03-02,0,0,12
2016-03-03,6,0,8
2016-03-04,1,0,3
2016-03-05,3,5,0
2016-03-06,7,0,16
2016-03-07,5,0,0
2016-03-08,0,0,1
2016-03-09,2,0,1
2016-03-10,14,0,0
2016-03-11,7,0,2
2016-03-12,6,0,0
2016-03-13,3,0,0
2016-03-14,13,0,0
2016-03-15,2,0,2
2016-03-16,2,0,0
2016-03-17,7,0,0
2016-03-18,1,0,0
2016-03-19,4,0,0
2016-03-20,2,0,0
2016-03-21,7,0,0
2016-03-22,18,0,0
2016-03-23,13,0,4
2016-03-24,17,0,0
2016-03-25,5,0,0
2016-03-26,0,0,0
2016-03-27,1,0,0
2016-03-28,6,0,5
2016-03-29,0,0,3
2016-03-30,2,0,3
2016-03-31,3,0,2
2016-04-01,2,0,1
2016-04-02,7,0,3
2016-04-03,4,0,5
2016-04-04,2,0,5
2016-04-05,2,0,6
2016-04-06,0,0,6
2016-04-07,14,0,2
2016-04-08,10,0,0
2016-04-09,14,0,1
2016-04-10,2,0,8
2016-04-11,3,0,2
2016-04-12,6,0,7
2016-04-13,3,2,1
2016-04-14,2,0,13
2016-04-15,6,0,0
2016-04-16,0,0,8
2016-04-17,2,0,3
2016-04-18,2,1,6
2016-04-19,0,0,2
2016-04-20,2,0,10
2016-04-21,3,0,10
2016-04-22,12,0,8
2016-04-23,1,1,0
2016-04-24,0,0,4
2016-04-25,0,0,11
2016-04-26,1,0,4
2016-04-27,4,0,6
2016-04-28,0,0,4
2016-04-29,0,0,0
2016-04-30,0,0,4
2016-05-01,0,0,7
2016-05-02,0,0,7
2016-05-03,1,0,5
2016-05-04,3,0,0
2016-05-05,0,0,8
2016-05-06,2,0,1
2016-05-07,1,0,0
2016-05-08,1,0,2
2016-05-09,2,0,2
2016-05-10,0,1,0
2016-05-11,1,0,0
2016-05-12,0,0,0
2016-05-13,0,0,1
2016-05-14,0,0,0
2016-05-15,0,0,0
2016-05-16,0,0,3
2016-05-17,1,0,1
2016-05-18,2,0,5
2016-05-19,0,0,0
2016-05-20,0,0,3
2016-05-21,0,0,2
2016-05-22,3,3,0
2016-05-23,0,2,2
2016-05-24,0,1,11
2016-05-25,0,0,13
2016-05-26,0,0,6
2016-05-27,4,0,4
2016-05-28,0,0,10
2016-05-29,1,0,13
2016-05-30,1,0,9
2016-05-31,0,0,9
2016-06-01,0,1,2
2016-06-02,4,0,2
2016-06-03,5,0,5
2016-06-04,1,0,5
2016-06-05,2,0,13
2016-06-06,3,0,8
2016-06-07,0,0,12
2016-06-08,1,0,14
2016-06-09,3,0,5
2016-06-10,0,2,16
2016-06-11,1,0,19
2016-06-12,0,0,10
2016-06-13,0,2,0
2016-06-14,18,0,6
2016-06-15,2,0,5
2016-06-16,2,0,4
2016-06-17,1,0,3
2016-06-18,2,0,7
2016-06-19,1,0,5
2016-06-20,3,0,8
2016-06-21,0,0,3
2016-06-22,2,0,13
2016-06-23,0,0,2
2016-06-24,0,0,12
2016-06-25,2,0,7
2016-06-26,1,0,12
2016-06-27,1,0,1
2016-06-28,1,7,0
2016-06-29,0,0,4
2016-06-30,7,0,12
2016-07-01,2,0,4
2016-07-02,0,6,15
2016-07-03,1,1,6
2016-07-04,3,0,0
2016-07-05,1,0,3
2016-07-06,2,0,9
2016-07-07,1,0,21
2016-07-08,2,0,7
2016-07-09,0,0,3
2016-07-10,8,0,1
2016-07-11,2,0,0
2016-07-12,0,0,4
2016-07-13,4,0,13
2016-07-14,3,0,13
2016-07-15,0,0,11
2016-07-16,0,0,2
2016-07-17,0,0,1
2016-07-18,3,0,4
2016-07-19,2,0,8
2016-07-20,0,0,7
2016-07-21,5,0,5
2016-07-22,1,0,2
2016-07-23,0,0,0
2016-07-24,0,3,0
2016-07-25,0,0,0
2016-07-26,1,0,9
2016-07-27,0,0,2
2016-07-28,0,0,7
2016-07-29,11,0,0
2016-07-30,10,0,0
2016-07-31,1,0,0
2016-08-01,0,0,0
2016-08-02,1,0,1
2016-08-03,1,0,3
2016-08-04,2,0,0
2016-08-05,0,0,4
2016-08-06,2,0,1
2016-08-07,0,0,9
2016-08-08,2,0,0
2016-08-09,0,0,8
2016-08-10,0,0,1
2016-08-11,0,0,3
2016-08-12,3,0,1
2016-08-13,2,0,2
2016-08-14,0,0,0
2016-08-15,0,0,2
2016-08-16,4,0,2
2016-08-17,2,0,3
2016-08-18,6,0,7
2016-08-19,3,0,5
2016-08-20,3,0,10
2016-08-21,0,0,2
2016-08-22,0,0,23
2016-08-23,0,0,3
2016-08-24,0,0,4
2016-08-25,1,0,3
2016-08-26,0,0,2
2016-08-27,0,0,14
2016-08-28,0,0,0
2016-08-29,3,0,4
2016-08-30,1,0,9
2016-08-31,0,0,3
2016-09-01,1,0,16
2016-09-02,1,0,8
2016-09-03,2,0,0
2016-09-04,1,0,0
2016-09-05,0,0,2
2016-09-06,54,0,0
2016-09-07,2,0,4
2016-09-08,5,0,0
