,libbitcoin/libbitcoin-system,bitcoin/bitcoin,bitcoinj/bitcoinj
2019-12-18,0.0,7,0
2019-12-19,0.0,7,0
2019-12-20,0.0,2,0
2019-12-21,0.0,0,0
2019-12-22,0.0,1,0
2019-12-23,0.0,3,0
2019-12-24,0.0,0,0
2019-12-25,0.0,1,0
2019-12-26,0.0,1,0
2019-12-27,0.0,2,0
2019-12-28,0.0,4,0
2019-12-29,0.0,2,0
2019-12-30,0.0,3,0
2019-12-31,0.0,4,0
2020-01-01,0.0,0,0
2020-01-02,0.0,13,0
2020-01-03,0.0,19,0
2020-01-04,0.0,7,0
2020-01-05,0.0,4,0
2020-01-06,0.0,5,0
2020-01-07,0.0,12,0
2020-01-08,0.0,13,0
2020-01-09,0.0,7,0
2020-01-10,0.0,4,0
2020-01-11,0.0,3,0
2020-01-12,0.0,1,1
2020-01-13,0.0,8,0
2020-01-14,0.0,13,0
2020-01-15,0.0,9,0
2020-01-16,0.0,12,0
2020-01-17,0.0,8,0
2020-01-18,0.0,3,0
2020-01-19,0.0,2,0
2020-01-20,0.0,4,0
2020-01-21,0.0,1,0
2020-01-22,0.0,16,0
2020-01-23,0.0,26,4
2020-01-24,0.0,2,0
2020-01-25,0.0,3,0
2020-01-26,0.0,3,0
2020-01-27,0.0,10,0
2020-01-28,0.0,18,0
2020-01-29,0.0,12,0
2020-01-30,0.0,18,1
2020-01-31,0.0,14,0
2020-02-01,0.0,4,0
2020-02-02,0.0,2,0
2020-02-03,0.0,8,0
2020-02-04,0.0,6,0
2020-02-05,0.0,12,0
2020-02-06,0.0,8,0
2020-02-07,0.0,4,0
2020-02-08,0.0,0,0
2020-02-09,0.0,7,0
2020-02-10,0.0,19,0
2020-02-11,0.0,11,0
2020-02-12,0.0,11,0
2020-02-13,0.0,12,0
2020-02-14,0.0,5,0
2020-02-15,0.0,2,0
2020-02-16,0.0,6,3
2020-02-17,0.0,6,0
2020-02-18,0.0,4,0
2020-02-19,0.0,11,0
2020-02-20,0.0,3,0
2020-02-21,0.0,9,0
2020-02-22,0.0,2,0
2020-02-23,0.0,0,0
2020-02-24,0.0,1,0
2020-02-25,0.0,13,0
2020-02-26,0.0,4,0
2020-02-27,0.0,6,4
2020-02-28,0.0,23,3
2020-02-29,0.0,2,2
2020-03-01,0.0,2,0
2020-03-02,0.0,15,0
2020-03-03,0.0,2,0
2020-03-04,0.0,17,9
2020-03-05,0.0,18,2
2020-03-06,0.0,13,1
2020-03-07,0.0,21,4
2020-03-08,0.0,4,1
2020-03-09,0.0,26,0
2020-03-10,0.0,16,0
2020-03-11,0.0,43,2
2020-03-12,0.0,9,1
2020-03-13,0.0,6,5
2020-03-14,0.0,4,0
2020-03-15,0.0,9,0
2020-03-16,0.0,14,0
2020-03-17,0.0,19,0
2020-03-18,0.0,11,0
2020-03-19,0.0,13,1
2020-03-20,0.0,1,0
2020-03-21,0.0,7,0
2020-03-22,0.0,8,0
2020-03-23,0.0,7,0
2020-03-24,0.0,15,0
2020-03-25,0.0,13,0
2020-03-26,0.0,19,0
2020-03-27,0.0,23,0
2020-03-28,0.0,6,0
2020-03-29,0.0,9,0
2020-03-30,0.0,13,0
2020-03-31,0.0,26,0
2020-04-01,0.0,10,0
2020-04-02,0.0,36,0
2020-04-03,0.0,16,0
2020-04-04,0.0,11,0
2020-04-05,0.0,7,0
2020-04-06,0.0,34,0
2020-04-07,0.0,10,0
2020-04-08,0.0,30,1
2020-04-09,0.0,10,0
2020-04-10,0.0,21,0
2020-04-11,0.0,9,0
2020-04-12,0.0,16,0
2020-04-13,0.0,17,1
2020-04-14,0.0,11,0
2020-04-15,0.0,28,0
2020-04-16,0.0,22,2
2020-04-17,0.0,23,0
2020-04-18,0.0,4,0
2020-04-19,0.0,12,0
2020-04-20,0.0,11,0
2020-04-21,0.0,15,0
2020-04-22,0.0,18,1
2020-04-23,0.0,61,2
2020-04-24,0.0,14,0
2020-04-25,0.0,9,2
2020-04-26,0.0,14,1
2020-04-27,0.0,12,0
2020-04-28,0.0,20,0
2020-04-29,0.0,22,0
2020-04-30,0.0,26,0
2020-05-01,0.0,24,0
2020-05-02,0.0,3,0
2020-05-03,0.0,6,2
2020-05-04,0.0,15,0
2020-05-05,0.0,26,0
2020-05-06,0.0,11,0
2020-05-07,0.0,17,0
2020-05-08,0.0,14,0
2020-05-09,0.0,5,1
2020-05-10,1.0,10,0
2020-05-11,-0.19999999999999996,8,0
2020-05-12,0.9199999999999999,24,4
2020-05-13,-0.248,21,0
2020-05-14,-0.11360000000000009,15,0
2020-05-15,-0.07353600000000005,9,0
2020-05-16,-0.05402880000000002,3,0
2020-05-17,-0.04246272000000002,6,2
2020-05-18,-0.03481651199999995,13,0
2020-05-19,-0.029396070399999974,24,0
2020-05-20,-0.01438771199999994,10,0
2020-05-21,-0.012469350399999964,27,0
2020-05-22,0.0,14,0
2020-05-23,0.0,11,0
2020-05-24,0.0,3,0
2020-05-25,0.0,22,0
2020-05-26,0.0,17,0
2020-05-27,0.0,14,0
2020-05-28,0.0,25,2
2020-05-29,0.0,25,0
2020-05-30,0.0,18,0
2020-05-31,0.0,11,1
2020-06-01,0.0,10,0
2020-06-02,0.0,21,0
2020-06-03,0.0,12,0
2020-06-04,0.0,17,0
2020-06-05,0.0,17,0
2020-06-06,0.0,7,0
2020-06-07,0.0,8,0
2020-06-08,0.0,26,0
2020-06-09,0.0,13,0
2020-06-10,0.0,20,0
2020-06-11,0.0,12,0
2020-06-12,0.0,6,0
2020-06-13,0.0,12,0
2020-06-14,0.0,6,0
2020-06-15,0.0,15,0
2020-06-16,0.0,23,0
2020-06-17,0.0,17,0
2020-06-18,0.0,12,0
2020-06-19,0.0,45,0
2020-06-20,0.0,6,0
2020-06-21,0.0,26,0
2020-06-22,0.0,22,0
2020-06-23,0.0,10,0
2020-06-24,0.0,20,0
2020-06-25,0.0,21,0
2020-06-26,0.0,6,0
2020-06-27,0.0,9,0
2020-06-28,0.0,2,1
2020-06-29,0.0,21,0
2020-06-30,0.0,5,2
2020-07-01,0.0,23,0
2020-07-02,0.0,8,1
2020-07-03,0.0,9,0
2020-07-04,0.0,7,0
2020-07-05,0.0,7,0
2020-07-06,0.0,3,0
2020-07-07,0.0,3,0
2020-07-08,0.0,11,0
2020-07-09,0.0,29,0
2020-07-10,0.0,11,0
2020-07-11,0.0,25,0
2020-07-12,0.0,6,0
2020-07-13,0.0,14,0
2020-07-14,0.0,22,0
2020-07-15,0.0,27,0
2020-07-16,0.0,14,0
2020-07-17,0.0,4,0
2020-07-18,0.0,9,0
2020-07-19,0.0,17,0
2020-07-20,0.0,1,0
2020-07-21,0.0,13,0
2020-07-22,0.0,13,0
2020-07-23,0.0,8,0
2020-07-24,0.0,7,0
2020-07-25,0.0,4,0
2020-07-26,0.0,6,0
2020-07-27,0.0,7,0
2020-07-28,0.0,11,0
2020-07-29,0.0,14,0
2020-07-30,0.0,28,0
2020-07-31,0.0,13,0
2020-08-01,0.0,2,0
2020-08-02,0.0,11,0
2020-08-03,0.0,6,0
2020-08-04,0.0,10,0
2020-08-05,0.0,8,0
2020-08-06,0.0,10,0
2020-08-07,0.0,4,0
2020-08-08,0.0,25,0
2020-08-09,0.0,7,0
2020-08-10,0.0,5,0
2020-08-11,0.0,5,0
2020-08-12,0.0,23,0
2020-08-13,0.0,13,0
2020-08-14,0.0,17,0
2020-08-15,0.0,14,0
2020-08-16,0.0,9,0
2020-08-17,0.0,7,0
2020-08-18,0.0,17,0
2020-08-19,0.0,6,1
2020-08-20,0.0,6,0
2020-08-21,0.0,10,0
2020-08-22,0.0,1,0
2020-08-23,0.0,3,0
2020-08-24,0.0,17,0
2020-08-25,0.0,26,6
2020-08-26,0.0,30,1
2020-08-27,0.0,15,0
2020-08-28,0.0,17,0
2020-08-29,0.0,15,0
2020-08-30,0.0,6,0
2020-08-31,0.0,29,3
2020-09-01,0.0,14,2
2020-09-02,0.0,14,0
2020-09-03,0.0,32,0
2020-09-04,0.0,12,0
2020-09-05,0.0,12,0
2020-09-06,0.0,8,0
2020-09-07,0.0,38,10
2020-09-08,0.0,5,1
2020-09-09,0.0,10,0
2020-09-10,0.0,12,0
2020-09-11,0.0,6,0
2020-09-12,0.0,2,0
2020-09-13,0.0,2,0
2020-09-14,0.0,12,0
2020-09-15,0.0,10,0
2020-09-16,0.0,5,0
2020-09-17,0.0,6,0
2020-09-18,0.0,11,0
2020-09-19,0.0,7,0
2020-09-20,0.0,3,3
2020-09-21,0.0,9,0
2020-09-22,0.0,19,1
2020-09-23,0.0,16,0
2020-09-24,0.0,9,0
2020-09-25,0.0,3,0
2020-09-26,0.0,6,0
2020-09-27,0.0,2,0
2020-09-28,0.0,15,0
2020-09-29,0.0,23,0
2020-09-30,0.0,17,0
2020-10-01,0.0,12,0
2020-10-02,0.0,18,0
2020-10-03,0.0,9,1
2020-10-04,0.0,5,0
2020-10-05,0.0,5,0
2020-10-06,0.0,8,1
2020-10-07,0.0,2,1
2020-10-08,0.0,14,0
2020-10-09,0.0,24,0
2020-10-10,0.0,0,1
2020-10-11,0.0,5,2
2020-10-12,0.0,19,0
2020-10-13,0.0,22,0
2020-10-14,0.0,48,0
2020-10-15,0.0,21,0
2020-10-16,0.0,15,4
2020-10-17,0.0,4,0
2020-10-18,0.0,3,0
2020-10-19,0.0,14,0
2020-10-20,0.0,8,0
2020-10-21,0.0,11,0
2020-10-22,0.0,9,0
2020-10-23,0.0,8,0
2020-10-24,0.0,3,1
2020-10-25,0.0,8,0
2020-10-26,0.0,7,0
2020-10-27,0.0,17,0
2020-10-28,0.0,18,0
2020-10-29,0.0,10,0
2020-10-30,0.0,4,0
2020-10-31,0.0,2,0
2020-11-01,0.0,26,0
2020-11-02,0.0,16,0
2020-11-03,0.0,14,0
2020-11-04,0.0,21,0
2020-11-05,0.0,14,0
2020-11-06,0.0,9,0
2020-11-07,0.0,3,0
2020-11-08,0.0,0,0
2020-11-09,0.0,21,0
2020-11-10,0.0,6,0
2020-11-11,0.0,19,0
2020-11-12,0.0,19,0
2020-11-13,0.0,4,0
2020-11-14,0.0,11,0
2020-11-15,0.0,5,0
2020-11-16,0.0,8,0
2020-11-17,0.0,7,0
2020-11-18,0.0,24,0
2020-11-19,0.0,31,0
2020-11-20,0.0,14,0
2020-11-21,0.0,2,0
2020-11-22,0.0,3,0
2020-11-23,0.0,29,0
2020-11-24,0.0,21,0
2020-11-25,0.0,16,0
2020-11-26,0.0,14,0
2020-11-27,0.0,6,0
2020-11-28,0.0,4,0
2020-11-29,15.0,0,0
2020-11-30,-2.999999999999999,20,0
2020-12-01,-1.200000000000001,13,0
2020-12-02,-0.7200000000000005,13,0
2020-12-03,-0.5040000000000002,16,0
2020-12-04,0.6169599999999997,25,0
2020-12-05,-0.5064320000000001,2,0
2020-12-06,-0.3339008000000002,7,1
2020-12-07,-0.2638156799999991,30,0
2020-12-08,-0.22064025599999948,12,0
2020-12-09,-0.025536000000000014,14,0
2020-12-10,-0.02042880000000001,29,0
2020-12-11,-0.01692672000000001,6,0
2020-12-12,-0.01438771199999994,3,0
2020-12-13,-0.012469350399999964,7,0
2020-12-14,0.0,14,0
2020-12-15,0.0,15,0
2020-12-16,0.0,31,0
2020-12-17,0.0,28,0
2020-12-18,0.0,8,0
2020-12-19,0.0,4,0
2020-12-20,0.0,10,0
2020-12-21,0.0,22,0
2020-12-22,0.0,10,0
2020-12-23,0.0,3,0
2020-12-24,0.0,8,0
2020-12-25,0.0,6,0
2020-12-26,0.0,6,0
2020-12-27,0.0,9,0
2020-12-28,0.0,9,0
2020-12-29,0.0,3,0
2020-12-30,0.0,4,0
2020-12-31,0.0,8,0
2021-01-01,0.0,1,0
2021-01-02,0.0,16,0
2021-01-03,0.0,6,0
2021-01-04,0.0,8,0
2021-01-05,0.0,15,0
2021-01-06,0.0,6,1
2021-01-07,0.0,45,0
2021-01-08,0.0,27,0
2021-01-09,0.0,10,1
2021-01-10,0.0,10,0
2021-01-11,0.0,10,0
2021-01-12,0.0,12,0
2021-01-13,0.0,9,0
2021-01-14,0.0,4,0
2021-01-15,0.0,10,0
2021-01-16,0.0,1,0
2021-01-17,0.0,5,0
2021-01-18,0.0,13,0
2021-01-19,0.0,9,0
2021-01-20,0.0,3,0
2021-01-21,0.0,23,0
2021-01-22,0.0,8,0
2021-01-23,0.0,9,0
2021-01-24,0.0,8,0
2021-01-25,0.0,11,0
2021-01-26,0.0,13,0
2021-01-27,0.0,19,0
2021-01-28,0.0,36,0
2021-01-29,0.0,24,0
2021-01-30,0.0,6,0
2021-01-31,0.0,11,0
2021-02-01,0.0,18,0
2021-02-02,0.0,25,0
2021-02-03,0.0,13,0
2021-02-04,0.0,13,0
2021-02-05,0.0,8,0
2021-02-06,0.0,10,0
2021-02-07,0.0,1,0
2021-02-08,0.0,15,0
2021-02-09,0.0,24,0
2021-02-10,0.0,18,0
2021-02-11,0.0,15,4
2021-02-12,0.0,27,0
2021-02-13,0.0,5,0
2021-02-14,0.0,1,0
2021-02-15,0.0,15,0
2021-02-16,1.0,23,1
2021-02-17,0.8,30,3
2021-02-18,-0.28,39,0
2021-02-19,-0.1280000000000001,13,0
2021-02-20,-0.08160000000000005,2,0
2021-02-21,-0.05913600000000002,10,0
2021-02-22,-0.04596480000000003,25,0
2021-02-23,-0.03735552000000002,34,0
2021-02-24,-0.03131443199999995,7,0
2021-02-25,-0.026857062399999902,25,0
2021-02-26,-0.012469350399999964,16,0
2021-02-27,0.0,3,0
2021-02-28,0.0,4,0
2021-03-01,3.0,36,0
2021-03-02,-0.5999999999999999,20,0
2021-03-03,-0.2400000000000002,37,0
2021-03-04,-0.1440000000000001,18,0
2021-03-05,9.8992,15,1
2021-03-06,-0.07660799999999979,3,1
2021-03-07,4.738713599999999,14,3
2021-03-08,0.10921983999999973,19,0
2021-03-09,0.6448368639999997,11,0
2021-03-10,-1.2079680512000004,19,0
2021-03-11,-0.7129600000000004,13,0
2021-03-12,-0.5265408000000003,10,0
2021-03-13,-0.4185753599999995,3,0
2021-03-14,-0.34695884799999965,3,0
2021-03-15,5.814023987200001,23,0
2021-03-16,-0.33744496639999944,40,3
2021-03-17,0.2662858751999998,6,0
2021-03-18,15.4070612992,14,0
2021-03-19,5.470400000000001,20,0
2021-03-20,0.6851839999999991,7,0
2021-03-21,0.5302911999999989,11,0
2021-03-22,5.962874879999999,8,0
2021-03-23,1.1333422080000002,21,0
2021-03-24,-2.3812153344000007,13,0
2021-03-25,-0.3884877824000008,5,0
2021-03-26,12.7858635776,2,0
2021-03-27,-2.6766802943999988,1,0
2021-03-28,0.14587043839999936,7,0
2021-03-29,-1.4957694976000002,26,0
2021-03-30,-0.9241526271999998,19,0
2021-03-31,-0.6648384511999997,12,0
2021-04-01,-0.44554332160000004,24,0
2021-04-02,-0.3228625920000001,11,0
2021-04-03,-0.27168163839999915,10,0
2021-04-04,-0.22281205759999945,7,0
2021-04-05,-0.041244774399999844,37,0
2021-04-06,1.9750612992,20,0
2021-04-07,-0.3999999999999999,18,0
2021-04-08,-0.16000000000000014,15,0
2021-04-09,-0.09600000000000007,14,0
2021-04-10,-0.06720000000000002,2,0
2021-04-11,1.948928,6,0
2021-04-12,-0.44085759999999996,16,0
2021-04-13,-0.19385344000000015,21,0
2021-04-14,79.875224576,26,1
2021-04-15,2.907861299200004,14,0
2021-04-16,-1.2510720000000042,7,0
2021-04-17,-4.2008576000000035,14,3
2021-04-18,-2.9538534400000023,12,0
2021-04-19,-3.782055424000002,34,0
2021-04-20,11.249173299199999,18,0
2021-04-21,-4.9689088,11,0
2021-04-22,1.0797081600000036,15,5
2021-04-23,4.9923865600000035,19,1
2021-04-24,-2.848444825599999,1,2
2021-04-25,-1.3787447296000006,7,0
2021-04-26,-0.8705866752000002,10,0
2021-04-27,-0.6328567808000003,11,0
2021-04-28,-0.4874311679999993,22,2
2021-04-29,-0.4057081855999996,22,0
2021-04-30,-0.19296460799999984,11,2
2021-05-01,10.8350209024,31,0
2021-05-02,20.7002451968,9,0
2021-05-03,6.5200000000000005,24,1
2021-05-04,-4.768000000000002,26,0
2021-05-05,-1.433600000000002,24,0
2021-05-06,-0.8296960000000009,7,0
2021-05-07,1.5047551999999993,7,0
2021-05-08,-1.6904883200000005,2,0
2021-05-09,6.885675008,21,0
2021-05-10,10.525663129600002,19,0
2021-05-11,3.1537875968000013,23,0
2021-05-12,10.9124042752,25,0
2021-05-13,6.654599168,14,0
2021-05-14,6.6252747776,9,0
2021-05-15,-4.538230886400001,5,0
2021-05-16,3.5044517887999986,2,0
2021-05-17,-1.9332546560000003,13,0
2021-05-18,4.9782187008,10,0
2021-05-19,7.2265975808,31,0
2021-05-20,21.4907758592,14,0
2021-05-21,31.158154342400003,14,0
2021-05-22,-1.7587364864000001,6,0
2021-05-23,-4.813903974400003,2,0
2021-05-24,-4.285614592000002,43,0
2021-05-25,-2.919178854400001,23,0
2021-05-26,24.8380614656,18,0
2021-05-27,0.8723510272000015,32,0
2021-05-28,6.877467136,24,0
2021-05-29,3.6123351040000022,4,0
2021-05-30,3.3116218368000006,11,0
2021-05-31,-0.995271577600001,22,0
2021-06-01,-0.8560043008000013,13,0
2021-06-02,-1.2532838400000008,23,0
2021-06-03,2.228348416000001,37,0
2021-06-04,-2.119841996799999,9,0
2021-06-05,4.9000137728,10,0
2021-06-06,-1.9524937727999991,4,0
2021-06-07,4.0411003904000005,14,0
2021-06-08,-0.5873441791999996,8,0
2021-06-09,12.0335746048,21,0
2021-06-10,25.8197507072,36,0
2021-06-11,-3.2485929983999995,14,0
2021-06-12,-4.056717721600002,25,0
2021-06-13,-2.362806272000001,13,0
2021-06-14,-1.6782465024000006,30,0
2021-06-15,-1.2293836800000004,10,0
2021-06-16,-0.9913610240000001,11,0
2021-06-17,-0.7720996863999996,14,0
2021-06-18,-0.6470520831999977,21,0
2021-06-19,18.580837990400003,2,0
2021-06-20,0.1501225984000012,3,0
2021-06-21,10.68,17,0
2021-06-22,-1.8320000000000007,17,0
2021-06-23,-1.2704000000000013,20,0
2021-06-24,7.396415999999999,23,0
2021-06-25,-2.9030912000000004,4,0
2021-06-26,19.42950912,1,0
2021-06-27,7.676680192000001,2,0
2021-06-28,-0.16330946560000115,19,0
2021-06-29,-1.569023897600001,16,0
2021-06-30,1.4787371007999996,8,0
2021-07-01,10.6352771072,24,0
2021-07-02,2.9130684416,4,0
2021-07-03,2.439860326399999,4,0
2021-07-04,-3.1938053119999994,4,0
2021-07-05,-1.9293318143999996,12,0
2021-07-06,-1.2047767551999997,10,0
2021-07-07,-0.8047554560000001,13,0
2021-07-08,-0.5987545087999999,17,0
2021-07-09,-0.4779774975999992,16,0
2021-07-10,-0.36437585919999915,1,0
2021-07-11,2.8263882752000007,1,0
2021-07-12,9.3251838976,8,0
2021-07-13,-1.2399999999999998,7,0
2021-07-14,-1.1440000000000008,12,0
2021-07-15,-0.6608000000000005,25,0
2021-07-16,-0.46060800000000024,7,0
2021-07-17,-0.3502464000000002,0,0
2021-07-18,-0.28060416000000016,9,0
2021-07-19,-0.2328591359999999,16,0
2021-07-20,-0.19821189119999927,27,0
2021-07-21,-0.1390812159999996,19,0
2021-07-22,-0.012469350399999964,19,0
2021-07-23,0.0,7,0
2021-07-24,0.0,1,0
2021-07-25,0.0,11,0
2021-07-26,0.0,4,0
2021-07-27,8.0,13,0
2021-07-28,-1.5999999999999996,15,0
2021-07-29,2.3599999999999994,8,0
2021-07-30,3.016,26,0
2021-07-31,-1.3088000000000002,2,0
2021-08-01,-0.6682880000000004,3,0
2021-08-02,-0.45623040000000026,13,0
2021-08-03,-0.34642176000000013,12,0
2021-08-04,2.7214679040000003,17,0
2021-08-05,11.1677498368,19,0
2021-08-06,-2.7508700159999995,14,0
2021-08-07,-1.1989588992000006,5,0
2021-08-08,-0.7266774016000003,1,0
2021-08-09,-0.4798080000000001,7,0
2021-08-10,-0.36771840000000017,4,7
2021-08-11,-0.29592576000000015,11,0
2021-08-12,-0.24628377599999995,4,0
2021-08-13,1.7899394048000008,8,0
2021-08-14,1.4503677952000005,6,1
2021-08-15,3.44,3,0
2021-08-16,2.944,19,0
2021-08-17,-1.2832000000000003,9,0
2021-08-18,-0.6302720000000005,37,0
2021-08-19,-0.41832960000000025,23,0
2021-08-20,0.6887449599999999,17,0
2021-08-21,-0.44648806399999996,6,0
2021-08-22,0.7168637952000001,4,0
2021-08-23,-0.3981964287999997,15,3
2021-08-24,0.7789717504000003,18,0
2021-08-25,-0.3234134015999999,5,0
2021-08-26,-0.1340288000000001,25,0
2021-08-27,-0.09046272000000005,15,0
2021-08-28,-0.06841651199999996,1,0
2021-08-29,-0.05493207039999999,1,0
2021-08-30,-0.03481651199999995,4,0
2021-08-31,-0.029396070399999974,20,5
2021-09-01,-0.01438771199999994,9,6
2021-09-02,-0.012469350399999964,30,1
2021-09-03,0.0,14,1
2021-09-04,0.0,3,5
2021-09-05,0.0,8,4
