,facebook/react-native,flutter/flutter,NativeScript/NativeScript
2019-09-03,13,25,0
2019-09-04,14,5,1
2019-09-05,12,21,0
2019-09-06,20,17,0
2019-09-07,7,5,0
2019-09-08,1,0,0
2019-09-09,9,2,0
2019-09-10,13,21,5
2019-09-11,12,21,1
2019-09-12,12,19,3
2019-09-13,7,16,3
2019-09-14,6,10,0
2019-09-15,0,0,0
2019-09-16,0,27,0
2019-09-17,11,12,2
2019-09-18,12,20,1
2019-09-19,14,20,3
2019-09-20,14,13,0
2019-09-21,4,0,0
2019-09-22,1,0,0
2019-09-23,23,4,0
2019-09-24,4,25,1
2019-09-25,15,21,1
2019-09-26,10,27,0
2019-09-27,5,23,1
2019-09-28,3,7,1
2019-09-29,0,4,0
2019-09-30,26,18,1
2019-10-01,12,14,2
2019-10-02,9,23,6
2019-10-03,15,9,1
2019-10-04,6,28,3
2019-10-05,2,5,0
2019-10-06,0,2,0
2019-10-07,10,13,2
2019-10-08,15,14,5
2019-10-09,21,23,3
2019-10-10,13,35,6
2019-10-11,33,19,0
2019-10-12,7,0,0
2019-10-13,0,1,0
2019-10-14,9,16,2
2019-10-15,18,26,6
2019-10-16,19,11,6
2019-10-17,6,15,2
2019-10-18,8,24,0
2019-10-19,8,0,0
2019-10-20,0,0,0
2019-10-21,19,13,2
2019-10-22,29,11,4
2019-10-23,13,12,3
2019-10-24,4,28,2
2019-10-25,19,12,1
2019-10-26,1,9,0
2019-10-27,0,0,0
2019-10-28,16,29,2
2019-10-29,6,24,4
2019-10-30,10,20,0
2019-10-31,19,19,1
2019-11-01,30,19,1
2019-11-02,6,2,0
2019-11-03,9,0,0
2019-11-04,25,5,0
2019-11-05,25,30,0
2019-11-06,27,23,4
2019-11-07,14,19,5
2019-11-08,12,18,1
2019-11-09,8,12,0
2019-11-10,1,2,0
2019-11-11,13,10,1
2019-11-12,13,9,2
2019-11-13,18,12,0
2019-11-14,9,20,4
2019-11-15,17,17,0
2019-11-16,13,7,0
2019-11-17,2,3,0
2019-11-18,10,13,1
2019-11-19,16,24,2
2019-11-20,9,21,4
2019-11-21,16,22,7
2019-11-22,17,23,1
2019-11-23,10,9,0
2019-11-24,0,1,0
2019-11-25,0,13,0
2019-11-26,0,20,4
2019-11-27,25,21,1
2019-11-28,1,7,1
2019-11-29,0,1,2
2019-11-30,2,1,0
2019-12-01,1,0,0
2019-12-02,12,8,1
2019-12-03,8,23,5
2019-12-04,11,27,3
2019-12-05,16,19,3
2019-12-06,12,15,2
2019-12-07,6,1,0
2019-12-08,2,0,0
2019-12-09,7,13,2
2019-12-10,11,20,1
2019-12-11,13,6,0
2019-12-12,18,12,1
2019-12-13,3,16,5
2019-12-14,8,0,0
2019-12-15,0,0,0
2019-12-16,7,12,2
2019-12-17,10,16,2
2019-12-18,19,21,0
2019-12-19,16,19,0
2019-12-20,11,7,2
2019-12-21,2,7,0
2019-12-22,0,0,0
2019-12-23,5,5,0
2019-12-24,7,2,0
2019-12-25,0,0,0
2019-12-26,0,8,0
2019-12-27,4,5,0
2019-12-28,1,3,0
2019-12-29,0,1,0
2019-12-30,1,3,0
2019-12-31,1,1,0
2020-01-01,0,0,0
2020-01-02,4,6,0
2020-01-03,5,14,1
2020-01-04,0,1,0
2020-01-05,1,0,0
2020-01-06,6,14,1
2020-01-07,11,13,0
2020-01-08,3,28,2
2020-01-09,1,11,1
2020-01-10,0,18,2
2020-01-11,0,6,0
2020-01-12,0,0,0
2020-01-13,4,11,0
2020-01-14,24,18,2
2020-01-15,9,12,1
2020-01-16,6,26,3
2020-01-17,2,22,0
2020-01-18,7,2,0
2020-01-19,2,0,0
2020-01-20,13,0,0
2020-01-21,6,9,1
2020-01-22,8,26,1
2020-01-23,14,5,1
2020-01-24,5,18,0
2020-01-25,2,15,0
2020-01-26,0,3,0
2020-01-27,12,12,2
2020-01-28,18,28,1
2020-01-29,17,24,0
2020-01-30,11,19,3
2020-01-31,11,23,3
2020-02-01,7,5,0
2020-02-02,0,0,0
2020-02-03,12,8,1
2020-02-04,10,21,0
2020-02-05,10,17,7
2020-02-06,10,27,2
2020-02-07,7,24,0
2020-02-08,3,5,0
2020-02-09,0,0,0
2020-02-10,13,18,1
2020-02-11,7,14,0
2020-02-12,9,22,0
2020-02-13,16,27,2
2020-02-14,9,13,0
2020-02-15,1,4,0
2020-02-16,0,0,0
2020-02-17,2,1,3
2020-02-18,15,13,0
2020-02-19,14,10,0
2020-02-20,12,18,0
2020-02-21,16,10,6
2020-02-22,3,0,0
2020-02-23,0,5,1
2020-02-24,7,11,1
2020-02-25,12,15,4
2020-02-26,10,21,2
2020-02-27,35,22,7
2020-02-28,11,27,0
2020-02-29,4,6,0
2020-03-01,2,0,0
2020-03-02,9,7,0
2020-03-03,9,15,0
2020-03-04,19,17,0
2020-03-05,10,22,1
2020-03-06,8,25,4
2020-03-07,3,3,2
2020-03-08,0,6,0
2020-03-09,20,10,6
2020-03-10,14,23,7
2020-03-11,9,15,1
2020-03-12,10,16,0
2020-03-13,0,23,2
2020-03-14,9,10,0
2020-03-15,0,7,0
2020-03-16,13,13,3
2020-03-17,8,12,1
2020-03-18,5,25,1
2020-03-19,3,22,2
2020-03-20,9,22,2
2020-03-21,1,0,0
2020-03-22,1,0,0
2020-03-23,8,7,1
2020-03-24,10,16,1
2020-03-25,10,31,0
2020-03-26,13,11,4
2020-03-27,2,16,0
2020-03-28,8,5,0
2020-03-29,0,3,1
2020-03-30,14,12,1
2020-03-31,11,19,0
2020-04-01,13,17,2
2020-04-02,11,17,3
2020-04-03,18,21,4
2020-04-04,8,5,0
2020-04-05,0,9,0
2020-04-06,5,16,1
2020-04-07,9,21,1
2020-04-08,8,20,0
2020-04-09,10,19,0
2020-04-10,4,27,2
2020-04-11,2,9,0
2020-04-12,0,4,0
2020-04-13,0,15,0
2020-04-14,8,9,2
2020-04-15,7,12,0
2020-04-16,14,26,0
2020-04-17,9,12,0
2020-04-18,7,7,0
2020-04-19,3,1,0
2020-04-20,13,21,1
2020-04-21,8,11,0
2020-04-22,12,30,0
2020-04-23,14,17,0
2020-04-24,5,8,0
2020-04-25,3,7,0
2020-04-26,1,1,0
2020-04-27,13,22,0
2020-04-28,9,17,0
2020-04-29,13,20,0
2020-04-30,7,3,0
2020-05-01,11,11,0
2020-05-02,4,8,0
2020-05-03,3,6,0
2020-05-04,9,12,0
2020-05-05,9,21,0
2020-05-06,13,13,0
2020-05-07,9,7,0
2020-05-08,16,33,1
2020-05-09,1,1,0
2020-05-10,7,5,0
2020-05-11,14,17,0
2020-05-12,11,7,0
2020-05-13,13,12,0
2020-05-14,16,35,0
2020-05-15,11,4,0
2020-05-16,6,10,0
2020-05-17,1,0,0
2020-05-18,12,31,0
2020-05-19,10,5,0
2020-05-20,19,14,0
2020-05-21,20,7,0
2020-05-22,9,2,0
2020-05-23,1,1,0
2020-05-24,1,0,0
2020-05-25,0,0,0
2020-05-26,7,2,0
2020-05-27,10,28,0
2020-05-28,9,18,0
2020-05-29,9,17,0
2020-05-30,3,1,0
2020-05-31,0,5,0
2020-06-01,1,12,0
2020-06-02,3,12,0
2020-06-03,6,30,2
2020-06-04,6,31,3
2020-06-05,4,15,1
2020-06-06,6,5,4
2020-06-07,3,6,0
2020-06-08,6,25,1
2020-06-09,9,20,0
2020-06-10,5,15,2
2020-06-11,12,14,0
2020-06-12,7,12,0
2020-06-13,1,1,1
2020-06-14,3,0,0
2020-06-15,1,14,0
2020-06-16,10,25,3
2020-06-17,8,10,2
2020-06-18,7,25,2
2020-06-19,7,16,1
2020-06-20,6,0,1
2020-06-21,2,0,0
2020-06-22,3,4,0
2020-06-23,7,40,0
2020-06-24,5,28,2
2020-06-25,3,13,0
2020-06-26,0,17,0
2020-06-27,2,1,0
2020-06-28,2,0,0
2020-06-29,12,17,0
2020-06-30,14,17,3
2020-07-01,8,5,0
2020-07-02,18,9,0
2020-07-03,2,0,0
2020-07-04,1,0,0
2020-07-05,0,4,0
2020-07-06,6,8,2
2020-07-07,9,13,3
2020-07-08,3,24,0
2020-07-09,6,32,0
2020-07-10,6,16,0
2020-07-11,7,5,2
2020-07-12,1,0,0
2020-07-13,2,18,0
2020-07-14,11,21,0
2020-07-15,7,29,0
2020-07-16,13,23,0
2020-07-17,4,17,0
2020-07-18,0,0,0
2020-07-19,1,0,0
2020-07-20,7,14,2
2020-07-21,2,14,2
2020-07-22,5,1,3
2020-07-23,3,32,0
2020-07-24,5,17,0
2020-07-25,6,4,0
2020-07-26,0,0,0
2020-07-27,14,2,0
2020-07-28,10,45,0
2020-07-29,6,26,0
2020-07-30,5,19,0
2020-07-31,18,11,0
2020-08-01,11,1,0
2020-08-02,5,0,0
2020-08-03,7,17,0
2020-08-04,14,26,0
2020-08-05,14,30,0
2020-08-06,28,29,0
2020-08-07,11,2,2
2020-08-08,6,15,0
2020-08-09,2,9,0
2020-08-10,12,10,0
2020-08-11,6,39,0
2020-08-12,7,18,2
2020-08-13,6,23,0
2020-08-14,6,19,0
2020-08-15,1,4,0
2020-08-16,4,1,0
2020-08-17,10,20,0
2020-08-18,5,13,0
2020-08-19,9,37,1
2020-08-20,5,22,0
2020-08-21,13,22,0
2020-08-22,9,2,0
2020-08-23,2,0,0
2020-08-24,24,18,0
2020-08-25,20,20,0
2020-08-26,6,12,4
2020-08-27,16,16,3
2020-08-28,14,21,2
2020-08-29,1,7,1
2020-08-30,0,3,1
2020-08-31,4,22,0
2020-09-01,2,10,1
2020-09-02,10,18,0
2020-09-03,7,25,3
2020-09-04,3,2,0
2020-09-05,1,3,0
2020-09-06,0,0,2
2020-09-07,1,1,1
2020-09-08,6,17,0
2020-09-09,8,15,4
2020-09-10,4,14,6
2020-09-11,21,13,0
2020-09-12,2,8,3
2020-09-13,4,6,0
2020-09-14,6,1,0
2020-09-15,2,34,1
2020-09-16,4,20,1
2020-09-17,22,33,0
2020-09-18,11,14,0
2020-09-19,4,6,0
2020-09-20,5,0,1
2020-09-21,8,12,0
2020-09-22,9,20,0
2020-09-23,5,33,6
2020-09-24,10,18,1
2020-09-25,3,24,5
2020-09-26,8,4,2
2020-09-27,3,4,1
2020-09-28,6,17,0
2020-09-29,40,21,3
2020-09-30,11,23,3
2020-10-01,14,17,1
2020-10-02,16,16,0
2020-10-03,2,8,2
2020-10-04,1,4,0
2020-10-05,7,24,0
2020-10-06,6,26,3
2020-10-07,7,33,0
2020-10-08,4,34,0
2020-10-09,5,31,0
2020-10-10,5,5,3
2020-10-11,0,0,0
2020-10-12,5,36,0
2020-10-13,11,24,0
2020-10-14,5,25,0
2020-10-15,11,28,0
2020-10-16,13,22,0
2020-10-17,4,2,3
2020-10-18,0,3,1
2020-10-19,9,26,1
2020-10-20,16,13,0
2020-10-21,5,15,1
2020-10-22,4,31,0
2020-10-23,13,21,0
2020-10-24,12,5,0
2020-10-25,0,3,0
2020-10-26,7,20,2
2020-10-27,19,28,1
2020-10-28,5,18,2
2020-10-29,8,37,0
2020-10-30,8,17,0
2020-10-31,7,4,0
2020-11-01,0,4,0
2020-11-02,1,18,0
2020-11-03,3,23,0
2020-11-04,9,17,0
2020-11-05,3,29,0
2020-11-06,17,26,0
2020-11-07,2,13,1
2020-11-08,4,0,0
2020-11-09,6,24,0
2020-11-10,3,17,1
2020-11-11,3,18,3
2020-11-12,8,20,4
2020-11-13,4,17,6
2020-11-14,9,8,6
2020-11-15,0,1,0
2020-11-16,4,15,1
2020-11-17,4,12,6
2020-11-18,8,22,3
2020-11-19,23,13,5
2020-11-20,8,23,4
2020-11-21,5,6,1
2020-11-22,1,1,13
2020-11-23,0,12,6
2020-11-24,1,6,1
2020-11-25,0,11,4
2020-11-26,1,1,0
2020-11-27,1,0,0
2020-11-28,0,0,2
2020-11-29,1,0,1
2020-11-30,3,1,1
2020-12-01,5,26,3
2020-12-02,6,14,0
2020-12-03,4,20,1
2020-12-04,17,19,0
2020-12-05,3,11,0
2020-12-06,2,1,0
2020-12-07,5,13,2
2020-12-08,7,16,1
2020-12-09,6,19,0
2020-12-10,10,8,0
2020-12-11,13,19,0
2020-12-12,3,1,0
2020-12-13,11,1,0
2020-12-14,6,8,0
2020-12-15,8,24,0
2020-12-16,6,30,1
2020-12-17,6,16,0
2020-12-18,8,8,0
2020-12-19,8,0,3
2020-12-20,1,0,0
2020-12-21,3,8,0
2020-12-22,9,14,0
2020-12-23,10,13,1
2020-12-24,5,11,0
2020-12-25,0,2,0
2020-12-26,0,3,0
2020-12-27,1,0,0
2020-12-28,2,7,10
2020-12-29,12,8,0
2020-12-30,2,10,3
2020-12-31,1,5,0
2021-01-01,2,0,0
2021-01-02,0,0,1
2021-01-03,0,1,2
2021-01-04,10,5,0
2021-01-05,4,20,2
2021-01-06,4,22,0
2021-01-07,5,29,0
2021-01-08,12,26,0
2021-01-09,3,5,0
2021-01-10,4,0,0
2021-01-11,7,14,0
2021-01-12,6,17,0
2021-01-13,2,23,1
2021-01-14,6,25,3
2021-01-15,10,32,0
2021-01-16,5,11,0
2021-01-17,2,3,2
2021-01-18,0,1,0
2021-01-19,5,13,0
2021-01-20,3,27,1
2021-01-21,5,16,0
2021-01-22,10,17,3
2021-01-23,13,18,2
2021-01-24,0,3,0
2021-01-25,6,18,0
2021-01-26,12,26,4
2021-01-27,9,29,0
2021-01-28,32,27,2
2021-01-29,4,26,13
2021-01-30,1,2,0
2021-01-31,2,0,1
2021-02-01,7,22,1
2021-02-02,8,33,0
2021-02-03,13,32,0
2021-02-04,12,27,6
2021-02-05,16,7,7
2021-02-06,3,1,0
2021-02-07,5,0,2
2021-02-08,5,1,0
2021-02-09,9,34,0
2021-02-10,20,11,0
2021-02-11,7,31,1
2021-02-12,5,18,0
2021-02-13,1,5,0
2021-02-14,0,1,0
2021-02-15,1,3,0
2021-02-16,10,16,0
2021-02-17,10,27,0
2021-02-18,10,29,0
2021-02-19,7,16,0
2021-02-20,4,10,3
2021-02-21,1,0,0
2021-02-22,7,15,0
2021-02-23,7,15,0
2021-02-24,7,32,0
2021-02-25,6,20,1
2021-02-26,2,19,1
2021-02-27,19,7,6
2021-02-28,4,3,0
2021-03-01,1,16,4
2021-03-02,10,26,10
2021-03-03,12,12,76
2021-03-04,11,23,1
2021-03-05,6,24,3
2021-03-06,12,9,0
2021-03-07,5,0,2
2021-03-08,5,13,1
2021-03-09,7,19,2
2021-03-10,8,20,0
2021-03-11,13,23,4
2021-03-12,8,15,1
2021-03-13,0,16,0
2021-03-14,0,0,0
2021-03-15,9,17,0
2021-03-16,5,24,0
2021-03-17,14,27,0
2021-03-18,12,21,0
2021-03-19,2,17,0
2021-03-20,3,0,0
2021-03-21,0,0,0
2021-03-22,4,8,0
2021-03-23,11,24,0
2021-03-24,9,30,1
2021-03-25,11,28,0
2021-03-26,4,6,4
2021-03-27,2,5,0
2021-03-28,0,1,7
2021-03-29,4,5,6
2021-03-30,6,37,4
2021-03-31,11,33,2
2021-04-01,30,34,4
2021-04-02,7,30,1
2021-04-03,1,11,0
2021-04-04,0,0,0
2021-04-05,3,20,4
2021-04-06,12,27,52
2021-04-07,2,29,4
2021-04-08,13,30,0
2021-04-09,7,19,2
2021-04-10,0,5,1
2021-04-11,0,0,0
2021-04-12,21,11,5
2021-04-13,5,16,0
2021-04-14,15,24,5
2021-04-15,18,12,3
2021-04-16,5,13,0
2021-04-17,2,7,0
2021-04-18,1,8,1
2021-04-19,3,8,0
2021-04-20,18,16,1
2021-04-21,12,20,1
2021-04-22,6,33,0
2021-04-23,11,31,0
2021-04-24,7,6,4
2021-04-25,3,0,0
2021-04-26,13,15,0
2021-04-27,13,36,1
2021-04-28,12,34,0
2021-04-29,7,8,0
2021-04-30,12,13,1
2021-05-01,6,17,0
2021-05-02,4,3,1
2021-05-03,5,17,0
2021-05-04,5,5,0
2021-05-05,13,0,3
2021-05-06,4,10,2
2021-05-07,5,24,0
2021-05-08,2,3,3
2021-05-09,0,5,0
2021-05-10,4,13,2
2021-05-11,13,35,2
2021-05-12,6,20,4
2021-05-13,8,38,3
2021-05-14,7,33,0
2021-05-15,0,11,0
2021-05-16,0,3,0
2021-05-17,3,13,0
2021-05-18,4,15,0
2021-05-19,7,30,0
2021-05-20,4,30,1
2021-05-21,12,21,0
2021-05-22,3,13,0
2021-05-23,1,6,0
2021-05-24,5,20,0
2021-05-25,14,19,0
2021-05-26,5,20,1
2021-05-27,5,22,1
2021-05-28,0,16,4
2021-05-29,0,1,0
2021-05-30,0,0,2
2021-05-31,0,1,0
2021-06-01,5,16,3
2021-06-02,10,34,6
2021-06-03,13,22,2
2021-06-04,9,27,2
2021-06-05,2,5,0
2021-06-06,1,1,0
2021-06-07,12,24,0
2021-06-08,7,18,3
2021-06-09,4,21,0
2021-06-10,15,33,0
2021-06-11,10,9,0
2021-06-12,6,7,0
2021-06-13,2,6,0
2021-06-14,3,20,0
2021-06-15,17,10,2
2021-06-16,13,11,0
2021-06-17,8,10,0
2021-06-18,7,10,0
2021-06-19,0,6,0
2021-06-20,1,1,0
2021-06-21,3,7,0
2021-06-22,9,15,0
2021-06-23,4,36,0
2021-06-24,3,26,0
2021-06-25,1,30,0
2021-06-26,2,6,0
2021-06-27,0,4,0
2021-06-28,0,21,0
2021-06-29,4,19,0
2021-06-30,3,23,0
2021-07-01,6,26,3
2021-07-02,0,16,0
2021-07-03,0,4,0
2021-07-04,0,8,0
2021-07-05,1,7,0
2021-07-06,2,12,1
2021-07-07,9,11,0
2021-07-08,9,34,0
2021-07-09,1,31,0
2021-07-10,2,9,0
2021-07-11,0,3,0
2021-07-12,2,18,1
2021-07-13,6,19,1
2021-07-14,4,17,0
2021-07-15,2,13,0
2021-07-16,8,14,0
2021-07-17,1,5,0
2021-07-18,1,0,0
2021-07-19,2,16,0
2021-07-20,5,18,0
2021-07-21,10,13,0
2021-07-22,3,30,0
2021-07-23,7,11,0
2021-07-24,4,6,0
2021-07-25,1,0,0
2021-07-26,9,19,1
2021-07-27,8,23,0
2021-07-28,7,22,1
2021-07-29,8,22,0
2021-07-30,4,27,0
2021-07-31,1,2,0
2021-08-01,0,0,0
2021-08-02,10,6,0
2021-08-03,11,29,6
2021-08-04,13,27,2
2021-08-05,6,19,0
2021-08-06,7,8,0
2021-08-07,1,1,0
2021-08-08,0,1,0
2021-08-09,2,11,3
2021-08-10,8,3,1
2021-08-11,5,14,3
2021-08-12,8,17,0
2021-08-13,5,9,0
2021-08-14,1,11,0
2021-08-15,0,2,0
2021-08-16,10,17,0
2021-08-17,5,16,0
2021-08-18,7,30,1
2021-08-19,12,14,0
2021-08-20,4,18,1
2021-08-21,2,6,0
2021-08-22,0,2,0
2021-08-23,4,24,0
2021-08-24,9,13,1
2021-08-25,15,18,0
2021-08-26,8,24,0
2021-08-27,9,25,0
2021-08-28,3,10,0
2021-08-29,1,0,0
2021-08-30,2,18,0
2021-08-31,8,22,0
2021-09-01,13,11,0
2021-09-02,11,9,0
2021-09-03,3,10,0
2021-09-04,0,11,0
2021-09-05,0,3,0
2021-09-06,5,1,2
2021-09-07,2,5,0
2021-09-08,18,17,68
2021-09-09,14,10,1
2021-09-10,7,24,3
2021-09-11,13,6,1
2021-09-12,5,0,0
2021-09-13,7,10,0
2021-09-14,4,16,0
2021-09-15,12,12,2
2021-09-16,8,17,0
2021-09-17,10,17,0
2021-09-18,1,7,2
2021-09-19,1,0,1
2021-09-20,5,13,1
2021-09-21,7,9,1
2021-09-22,10,15,1
2021-09-23,3,9,1
2021-09-24,19,19,1
2021-09-25,9,3,2
2021-09-26,1,7,0
2021-09-27,6,12,0
2021-09-28,13,24,1
2021-09-29,18,16,1
2021-09-30,10,11,0
2021-10-01,8,21,0
2021-10-02,6,4,0
2021-10-03,0,0,0
2021-10-04,0,11,0
2021-10-05,3,16,0
2021-10-06,6,19,5
2021-10-07,3,26,0
2021-10-08,6,24,1
2021-10-09,3,6,2
2021-10-10,0,0,0
2021-10-11,3,8,0
2021-10-12,4,17,0
2021-10-13,8,22,0
2021-10-14,12,26,1
2021-10-15,7,16,0
2021-10-16,2,3,0
2021-10-17,1,0,0
2021-10-18,13,2,0
2021-10-19,6,21,0
2021-10-20,15,26,1
2021-10-21,11,19,0
2021-10-22,5,9,0
2021-10-23,0,1,0
2021-10-24,1,1,0
2021-10-25,9,12,0
2021-10-26,8,2,1
2021-10-27,6,26,0
2021-10-28,1,20,1
2021-10-29,3,12,1
2021-10-30,3,5,1
2021-10-31,0,0,0
2021-11-01,4,14,0
2021-11-02,5,15,1
2021-11-03,15,16,0
2021-11-04,4,22,0
2021-11-05,10,13,0
2021-11-06,1,1,0
2021-11-07,0,8,0
2021-11-08,4,27,0
2021-11-09,17,14,0
2021-11-10,11,15,2
2021-11-11,12,20,0
2021-11-12,4,13,0
2021-11-13,0,5,1
2021-11-14,0,1,0
2021-11-15,5,4,3
2021-11-16,4,9,0
2021-11-17,4,21,0
2021-11-18,9,5,0
2021-11-19,10,18,0
2021-11-20,0,9,0
2021-11-21,0,4,2
2021-11-22,6,6,0
2021-11-23,3,26,0
2021-11-24,12,14,0
2021-11-25,4,2,0
2021-11-26,1,3,0
2021-11-27,0,3,0
2021-11-28,0,4,0
2021-11-29,7,5,2
2021-11-30,14,2,2
2021-12-01,10,27,0
2021-12-02,9,15,0
2021-12-03,8,15,0
2021-12-04,0,8,0
2021-12-05,0,5,1
2021-12-06,8,9,0
2021-12-07,8,19,0
2021-12-08,3,18,0
2021-12-09,9,14,0
2021-12-10,3,10,7
2021-12-11,5,5,0
2021-12-12,0,2,0
2021-12-13,4,19,0
2021-12-14,11,21,0
2021-12-15,17,19,2
2021-12-16,13,14,0
2021-12-17,10,9,0
2021-12-18,5,1,0
2021-12-19,0,0,0
2021-12-20,19,8,0
2021-12-21,10,14,1
2021-12-22,5,19,3
2021-12-23,20,12,3
2021-12-24,2,11,0
2021-12-25,1,2,0
2021-12-26,0,3,0
2021-12-27,0,5,0
2021-12-28,0,4,0
2021-12-29,1,3,0
2021-12-30,2,2,0
2021-12-31,1,6,0
2022-01-01,0,2,0
2022-01-02,0,3,0
2022-01-03,1,5,0
2022-01-04,2,12,0
2022-01-05,5,13,0
2022-01-06,3,12,0
2022-01-07,2,14,0
2022-01-08,2,12,0
2022-01-09,0,4,0
2022-01-10,1,17,0
2022-01-11,17,10,0
2022-01-12,6,7,0
2022-01-13,1,28,0
2022-01-14,3,24,0
2022-01-15,3,3,0
2022-01-16,0,0,0
2022-01-17,7,0,0
2022-01-18,3,12,0
2022-01-19,14,12,0
2022-01-20,19,14,0
2022-01-21,6,25,0
2022-01-22,0,10,0
2022-01-23,0,6,1
2022-01-24,4,16,0
2022-01-25,8,22,0
2022-01-26,12,15,0
2022-01-27,9,8,0
2022-01-28,16,12,0
2022-01-29,6,8,0
2022-01-30,0,3,0
2022-01-31,7,8,0
2022-02-01,4,17,0
2022-02-02,14,29,2
2022-02-03,9,24,0
