,grafana/grafana,netdata/netdata,cacti/cacti
2015-06-01,9,0.0,2
2015-06-02,11,0.0,0
2015-06-03,24,0.0,0
2015-06-04,6,0.0,0
2015-06-05,5,0.0,0
2015-06-06,1,0.0,0
2015-06-07,0,0.0,0
2015-06-08,6,0.0,3
2015-06-09,4,0.0,0
2015-06-10,6,0.0,1
2015-06-11,6,0.0,0
2015-06-12,3,0.0,0
2015-06-13,11,0.0,0
2015-06-14,2,0.0,0
2015-06-15,2,0.0,4
2015-06-16,0,0.0,1
2015-06-17,1,0.0,5
2015-06-18,4,0.0,0
2015-06-19,8,0.0,0
2015-06-20,0,0.0,0
2015-06-21,0,0.0,0
2015-06-22,10,0.0,0
2015-06-23,1,0.0,0
2015-06-24,2,0.0,0
2015-06-25,3,0.0,0
2015-06-26,13,0.0,0
2015-06-27,1,0.0,0
2015-06-28,1,0.0,0
2015-06-29,10,0.0,0
2015-06-30,11,0.0,0
2015-07-01,1,0.0,2
2015-07-02,3,0.0,1
2015-07-03,4,0.0,2
2015-07-04,2,0.0,0
2015-07-05,0,0.0,0
2015-07-06,11,0.0,3
2015-07-07,7,0.0,0
2015-07-08,18,0.0,1
2015-07-09,8,0.0,0
2015-07-10,12,0.0,0
2015-07-11,0,0.0,0
2015-07-12,1,0.0,8
2015-07-13,6,0.0,0
2015-07-14,5,0.0,0
2015-07-15,11,0.0,0
2015-07-16,6,0.0,0
2015-07-17,10,0.0,1
2015-07-18,7,0.0,0
2015-07-19,1,0.0,7
2015-07-20,10,0.0,4
2015-07-21,11,0.0,0
2015-07-22,1,0.0,0
2015-07-23,1,0.0,0
2015-07-24,2,0.0,0
2015-07-25,0,0.0,0
2015-07-26,0,0.0,3
2015-07-27,2,0.0,4
2015-07-28,0,0.0,4
2015-07-29,6,0.0,0
2015-07-30,5,0.0,6
2015-07-31,6,0.0,1
2015-08-01,3,0.0,0
2015-08-02,0,0.0,15
2015-08-03,2,0.0,6
2015-08-04,9,0.0,0
2015-08-05,10,0.0,1
2015-08-06,4,0.0,0
2015-08-07,4,0.0,8
2015-08-08,6,0.0,4
2015-08-09,7,0.0,13
2015-08-10,18,0.0,3
2015-08-11,49,0.0,3
2015-08-12,5,0.0,0
2015-08-13,5,0.0,5
2015-08-14,5,0.0,0
2015-08-15,4,0.0,0
2015-08-16,5,0.0,0
2015-08-17,14,0.0,0
2015-08-18,16,0.0,0
2015-08-19,4,0.0,0
2015-08-20,7,0.0,0
2015-08-21,13,0.0,0
2015-08-22,5,0.0,5
2015-08-23,2,0.0,2
2015-08-24,6,0.0,0
2015-08-25,9,0.0,0
2015-08-26,4,0.0,1
2015-08-27,2,0.0,0
2015-08-28,3,0.0,0
2015-08-29,0,0.0,0
2015-08-30,3,0.0,0
2015-08-31,20,0.0,0
2015-09-01,10,0.0,0
2015-09-02,11,0.0,0
2015-09-03,13,0.0,0
2015-09-04,11,0.0,0
2015-09-05,10,0.0,0
2015-09-06,5,0.0,0
2015-09-07,6,0.0,0
2015-09-08,18,0.0,7
2015-09-09,14,0.0,0
2015-09-10,16,0.0,0
2015-09-11,10,0.0,0
2015-09-12,2,1.0,0
2015-09-13,2,3.4,0
2015-09-14,5,0.47999999999999954,0
2015-09-15,11,-2.3360000000000003,0
2015-09-16,9,0.3824000000000001,0
2015-09-17,10,-0.925248,0
2015-09-18,19,-0.32894719999999994,0
2015-09-19,9,-0.20449024000000005,3
2015-09-20,0,-0.14590771200000002,0
2015-09-21,12,13.8885122048,0
2015-09-22,9,-8.481784524800002,0
2015-09-23,19,-0.7184316416000001,0
2015-09-24,6,-1.394340352,0
2015-09-25,7,-0.5989020671999996,0
2015-09-26,1,-0.37587200000000004,0
2015-09-27,2,0.7318271999999999,0
2015-09-28,11,-0.8038041600000002,0
2015-09-29,15,2.7184798719999996,0
2015-09-30,15,-1.9879543808000004,0
2015-10-01,13,-0.40394035199999995,0
2015-10-02,7,-0.19935006719999998,0
2015-10-03,1,10.8824448,0
2015-10-04,1,-5.681469440000002,0
2015-10-05,1,-1.980605952,0
2015-10-06,7,-0.7832783871999999,0
2015-10-07,3,-0.4566210559999997,0
2015-10-08,11,-0.3104342016,0
2015-10-09,3,-0.2071552000000001,0
2015-10-10,6,-0.15893504000000008,0
2015-10-11,1,0.8733306879999999,0
2015-10-12,0,1.2961369087999999,0
2015-10-13,4,0.6714979327999999,1
2015-10-14,15,-1.4960000000000002,1
2015-10-15,1,0.6144000000000001,0
2015-10-16,7,-0.8020480000000001,0
2015-10-17,2,0.7503488,0
2015-10-18,0,2.25186816,0
2015-10-19,1,-2.0233016320000003,0
2015-10-20,1,0.5061183488,0
2015-10-21,5,0.1439599615999999,0
2015-10-22,17,-0.8735775744000001,0
2015-10-23,11,-0.271639552,0
2015-10-24,3,0.8387068928,0
2015-10-25,1,3.294435328,0
2015-10-26,22,-2.5991263232000006,0
2015-10-27,10,1.4088131584,0
2015-10-28,15,-1.4808657920000001,0
2015-10-29,17,-0.4160904191999999,0
2015-10-30,15,-0.2286492672,0
2015-10-31,7,-0.14714623999999998,0
2015-11-01,2,-0.10773811200000005,0
2015-11-02,12,-0.08337387520000006,0
