,golang/go,pote/gpm,masterminds/glide
2015-01-31,1,0,0
2015-02-01,0,0,0
2015-02-02,11,0,0
2015-02-03,29,0,0
2015-02-04,23,0,0
2015-02-05,13,0,0
2015-02-06,26,0,0
2015-02-07,5,0,0
2015-02-08,7,0,0
2015-02-09,11,0,0
2015-02-10,13,0,0
2015-02-11,22,0,0
2015-02-12,17,0,0
2015-02-13,34,0,0
2015-02-14,10,0,0
2015-02-15,4,0,0
2015-02-16,8,0,0
2015-02-17,29,0,0
2015-02-18,14,0,0
2015-02-19,21,0,0
2015-02-20,22,0,0
2015-02-21,8,0,0
2015-02-22,3,0,0
2015-02-23,30,0,0
2015-02-24,15,0,0
2015-02-25,38,0,0
2015-02-26,27,0,0
2015-02-27,12,0,0
2015-02-28,11,0,0
2015-03-01,20,0,0
2015-03-02,28,0,0
2015-03-03,30,0,0
2015-03-04,24,1,0
2015-03-05,31,1,1
2015-03-06,15,0,0
2015-03-07,3,0,0
2015-03-08,4,0,0
2015-03-09,8,0,0
2015-03-10,12,0,0
2015-03-11,12,0,0
2015-03-12,18,0,0
2015-03-13,10,0,1
2015-03-14,8,0,0
2015-03-15,7,0,0
2015-03-16,26,0,0
2015-03-17,25,0,0
2015-03-18,10,0,0
2015-03-19,15,0,0
2015-03-20,28,0,0
2015-03-21,3,0,0
2015-03-22,0,0,0
2015-03-23,13,0,0
2015-03-24,27,0,0
2015-03-25,10,0,0
2015-03-26,11,0,0
2015-03-27,15,0,0
2015-03-28,11,0,0
2015-03-29,1,0,0
2015-03-30,16,0,0
2015-03-31,12,0,0
2015-04-01,16,1,0
2015-04-02,21,0,0
2015-04-03,20,0,0
2015-04-04,5,0,0
2015-04-05,0,0,0
2015-04-06,12,0,0
2015-04-07,24,0,0
2015-04-08,38,0,0
2015-04-09,20,0,0
2015-04-10,24,0,0
2015-04-11,11,0,0
2015-04-12,15,0,0
2015-04-13,32,0,0
2015-04-14,13,0,0
2015-04-15,22,0,0
2015-04-16,36,0,0
2015-04-17,30,0,0
2015-04-18,9,0,0
2015-04-19,2,0,0
2015-04-20,16,0,0
2015-04-21,31,0,0
2015-04-22,22,0,0
2015-04-23,11,0,0
2015-04-24,22,1,0
2015-04-25,1,0,0
2015-04-26,11,1,0
2015-04-27,24,0,0
2015-04-28,24,0,0
2015-04-29,32,0,0
2015-04-30,22,0,0
2015-05-01,21,0,0
2015-05-02,5,0,0
2015-05-03,6,0,0
2015-05-04,12,0,0
2015-05-05,20,0,0
2015-05-06,41,0,0
2015-05-07,21,0,0
2015-05-08,6,0,0
2015-05-09,3,2,0
2015-05-10,2,0,0
2015-05-11,28,0,0
2015-05-12,19,0,0
2015-05-13,16,0,0
2015-05-14,21,0,0
2015-05-15,29,0,0
2015-05-16,4,0,0
2015-05-17,3,0,0
2015-05-18,17,0,0
2015-05-19,16,0,0
2015-05-20,8,0,0
2015-05-21,11,0,0
2015-05-22,16,0,0
2015-05-23,3,0,0
2015-05-24,0,0,0
2015-05-25,2,0,0
2015-05-26,8,0,0
2015-05-27,13,0,0
2015-05-28,16,0,0
2015-05-29,8,0,0
2015-05-30,5,0,0
2015-05-31,2,0,0
2015-06-01,8,0,4
2015-06-02,15,0,0
2015-06-03,35,1,0
2015-06-04,22,0,0
2015-06-05,29,0,0
2015-06-06,5,0,0
2015-06-07,4,0,0
2015-06-08,7,0,0
2015-06-09,14,0,0
2015-06-10,7,2,1
2015-06-11,14,0,0
2015-06-12,14,0,3
2015-06-13,4,0,0
2015-06-14,15,0,0
2015-06-15,17,0,1
2015-06-16,18,0,1
2015-06-17,25,0,1
2015-06-18,25,0,1
2015-06-19,20,0,1
2015-06-20,2,0,0
2015-06-21,2,0,0
2015-06-22,13,0,1
2015-06-23,9,0,0
2015-06-24,13,0,1
2015-06-25,14,0,2
2015-06-26,34,0,10
2015-06-27,7,0,0
2015-06-28,2,0,0
2015-06-29,36,0,1
2015-06-30,18,0,1
2015-07-01,7,0,1
2015-07-02,9,0,0
2015-07-03,2,0,0
2015-07-04,0,0,0
2015-07-05,7,0,0
2015-07-06,2,0,3
2015-07-07,11,0,1
2015-07-08,1,0,1
2015-07-09,8,0,0
2015-07-10,9,0,3
2015-07-11,9,0,0
2015-07-12,9,0,0
2015-07-13,19,0,2
2015-07-14,13,0,0
2015-07-15,56,0,0
2015-07-16,15,0,15
2015-07-17,13,0,3
2015-07-18,9,0,0
2015-07-19,1,0,0
2015-07-20,12,0,0
2015-07-21,24,0,2
2015-07-22,27,0,3
2015-07-23,27,0,2
2015-07-24,9,0,3
2015-07-25,0,0,0
2015-07-26,4,0,0
2015-07-27,46,0,0
2015-07-28,34,0,0
2015-07-29,21,0,0
2015-07-30,31,0,1
2015-07-31,16,0,2
2015-08-01,0,0,1
2015-08-02,3,0,0
2015-08-03,10,0,0
2015-08-04,27,0,0
2015-08-05,23,0,0
2015-08-06,20,0,0
2015-08-07,5,0,1
2015-08-08,0,0,0
2015-08-09,0,0,0
2015-08-10,5,0,2
2015-08-11,12,0,2
2015-08-12,9,0,1
2015-08-13,6,0,3
2015-08-14,2,0,2
2015-08-15,4,0,0
2015-08-16,1,0,0
2015-08-17,6,0,11
2015-08-18,10,0,3
2015-08-19,10,0,7
2015-08-20,3,0,0
2015-08-21,19,0,2
2015-08-22,5,0,0
2015-08-23,2,0,0
2015-08-24,16,0,1
2015-08-25,17,0,2
2015-08-26,15,0,9
2015-08-27,11,0,2
2015-08-28,19,0,7
2015-08-29,13,0,0
2015-08-30,6,0,3
2015-08-31,16,0,1
2015-09-01,13,0,5
2015-09-02,8,0,1
2015-09-03,16,0,2
2015-09-04,21,0,0
2015-09-05,12,0,0
2015-09-06,5,0,0
2015-09-07,12,0,0
2015-09-08,18,0,1
2015-09-09,25,0,4
2015-09-10,25,0,4
2015-09-11,13,0,4
2015-09-12,7,0,0
2015-09-13,2,0,0
2015-09-14,12,0,2
2015-09-15,17,0,2
2015-09-16,16,0,3
2015-09-17,14,0,0
2015-09-18,17,0,0
2015-09-19,6,0,0
2015-09-20,5,0,3
2015-09-21,10,0,1
2015-09-22,7,0,0
2015-09-23,18,0,1
2015-09-24,8,0,2
2015-09-25,8,0,3
2015-09-26,0,0,0
2015-09-27,2,0,0
2015-09-28,7,0,3
2015-09-29,9,0,0
2015-09-30,10,0,3
2015-10-01,9,0,0
2015-10-02,14,0,1
2015-10-03,6,0,0
2015-10-04,3,0,0
2015-10-05,7,0,3
2015-10-06,16,0,2
2015-10-07,4,0,0
2015-10-08,11,0,0
2015-10-09,18,0,4
2015-10-10,4,0,4
2015-10-11,2,0,0
2015-10-12,4,0,0
2015-10-13,5,0,0
2015-10-14,10,0,0
2015-10-15,6,0,0
2015-10-16,9,0,1
2015-10-17,4,0,3
2015-10-18,9,0,4
2015-10-19,23,0,1
2015-10-20,24,0,2
2015-10-21,22,0,7
2015-10-22,16,0,0
2015-10-23,17,0,1
2015-10-24,0,0,2
2015-10-25,1,0,0
2015-10-26,14,0,4
2015-10-27,7,0,1
2015-10-28,20,0,7
2015-10-29,14,0,10
2015-10-30,18,0,2
2015-10-31,1,0,2
2015-11-01,4,0,0
2015-11-02,4,0,5
2015-11-03,16,0,0
2015-11-04,11,0,0
2015-11-05,23,0,1
2015-11-06,6,0,0
2015-11-07,5,0,1
2015-11-08,10,0,0
2015-11-09,6,0,3
2015-11-10,19,0,3
2015-11-11,19,0,0
2015-11-12,62,0,0
2015-11-13,24,0,0
2015-11-14,12,0,2
2015-11-15,7,0,0
2015-11-16,16,0,1
2015-11-17,18,0,2
2015-11-18,22,0,0
2015-11-19,22,0,4
2015-11-20,21,0,3
2015-11-21,5,0,0
2015-11-22,1,0,0
2015-11-23,9,0,5
2015-11-24,25,0,0
2015-11-25,18,0,2
2015-11-26,8,0,0
2015-11-27,2,0,0
2015-11-28,5,0,0
2015-11-29,3,0,0
2015-11-30,7,0,1
2015-12-01,15,2,3
2015-12-02,17,0,3
2015-12-03,21,0,2
2015-12-04,18,0,5
2015-12-05,19,0,0
2015-12-06,2,0,0
2015-12-07,15,0,3
2015-12-08,5,0,3
2015-12-09,17,0,4
2015-12-10,11,0,5
2015-12-11,14,0,0
2015-12-12,2,1,0
2015-12-13,0,1,0
2015-12-14,17,0,0
2015-12-15,20,0,3
2015-12-16,23,0,0
2015-12-17,50,0,0
2015-12-18,17,0,0
2015-12-19,3,0,0
2015-12-20,0,0,17
2015-12-21,2,0,7
2015-12-22,7,0,1
2015-12-23,0,0,2
2015-12-24,4,0,1
2015-12-25,0,0,0
2015-12-26,0,0,0
2015-12-27,0,0,0
2015-12-28,1,0,4
2015-12-29,11,0,3
2015-12-30,2,0,8
2015-12-31,2,0,0
2016-01-01,1,0,1
2016-01-02,1,0,2
2016-01-03,1,0,3
2016-01-04,8,0,3
2016-01-05,18,0,3
2016-01-06,40,0,0
2016-01-07,22,0,2
2016-01-08,36,0,1
2016-01-09,5,0,0
2016-01-10,5,0,0
2016-01-11,8,0,2
2016-01-12,7,0,2
2016-01-13,29,0,1
2016-01-14,15,0,3
2016-01-15,3,0,5
2016-01-16,3,0,0
2016-01-17,0,0,0
2016-01-18,6,0,1
2016-01-19,10,0,0
2016-01-20,6,2,5
2016-01-21,10,0,6
2016-01-22,6,0,3
2016-01-23,3,0,0
2016-01-24,15,0,0
2016-01-25,7,0,2
2016-01-26,17,0,5
2016-01-27,29,0,3
2016-01-28,4,0,9
2016-01-29,15,0,3
2016-01-30,1,0,0
2016-01-31,1,0,2
2016-02-01,4,0,7
2016-02-02,11,0,2
2016-02-03,6,0,0
2016-02-04,13,0,4
2016-02-05,6,0,4
2016-02-06,2,0,0
2016-02-07,2,0,0
2016-02-08,7,0,0
2016-02-09,9,0,0
2016-02-10,4,0,6
2016-02-11,3,0,3
2016-02-12,5,0,1
2016-02-13,2,0,0
2016-02-14,0,0,1
2016-02-15,0,0,5
2016-02-16,10,0,7
2016-02-17,7,0,4
2016-02-18,11,0,2
2016-02-19,22,0,10
2016-02-20,12,0,0
2016-02-21,23,0,0
2016-02-22,16,0,0
2016-02-23,21,0,10
2016-02-24,32,0,7
2016-02-25,30,0,2
2016-02-26,37,0,0
2016-02-27,12,0,1
2016-02-28,14,0,0
2016-02-29,22,0,0
2016-03-01,23,0,0
2016-03-02,25,0,0
2016-03-03,25,0,0
2016-03-04,27,0,1
2016-03-05,11,0,4
2016-03-06,9,0,3
2016-03-07,27,0,8
2016-03-08,32,0,3
2016-03-09,27,0,5
2016-03-10,29,0,0
2016-03-11,28,0,0
2016-03-12,13,0,0
2016-03-13,10,0,0
2016-03-14,25,0,0
2016-03-15,24,0,1
2016-03-16,43,0,10
2016-03-17,24,0,3
2016-03-18,25,0,0
2016-03-19,3,0,0
2016-03-20,13,0,0
2016-03-21,33,0,0
2016-03-22,18,0,6
2016-03-23,18,0,1
2016-03-24,20,0,13
2016-03-25,28,0,4
2016-03-26,8,0,0
2016-03-27,6,0,0
2016-03-28,17,0,0
2016-03-29,21,0,0
2016-03-30,32,0,0
2016-03-31,32,0,1
2016-04-01,22,0,1
2016-04-02,7,0,0
2016-04-03,12,0,1
2016-04-04,16,0,0
2016-04-05,29,0,2
2016-04-06,37,0,8
2016-04-07,23,0,0
2016-04-08,15,0,0
2016-04-09,8,0,0
2016-04-10,14,0,0
2016-04-11,25,0,0
2016-04-12,37,0,0
2016-04-13,28,0,0
2016-04-14,32,0,1
2016-04-15,18,0,8
2016-04-16,10,0,2
2016-04-17,6,0,0
2016-04-18,17,0,5
2016-04-19,20,0,6
2016-04-20,20,0,1
2016-04-21,28,0,1
2016-04-22,26,0,5
2016-04-23,5,0,1
2016-04-24,9,0,0
2016-04-25,13,0,5
2016-04-26,23,0,2
2016-04-27,40,0,3
2016-04-28,25,0,1
2016-04-29,29,0,1
2016-04-30,7,0,0
2016-05-01,19,0,0
2016-05-02,8,0,0
2016-05-03,9,0,0
2016-05-04,24,0,2
2016-05-05,21,0,2
2016-05-06,27,0,0
2016-05-07,4,0,0
2016-05-08,3,0,0
2016-05-09,11,0,0
2016-05-10,15,0,0
2016-05-11,17,0,3
2016-05-12,11,0,2
2016-05-13,5,0,3
2016-05-14,8,0,0
2016-05-15,6,0,0
2016-05-16,13,0,0
2016-05-17,6,0,0
2016-05-18,29,0,0
2016-05-19,19,0,1
2016-05-20,13,0,8
2016-05-21,3,0,0
2016-05-22,1,0,3
2016-05-23,3,0,5
2016-05-24,19,0,1
2016-05-25,19,0,7
2016-05-26,17,0,8
2016-05-27,26,0,1
2016-05-28,1,0,0
2016-05-29,4,0,0
2016-05-30,3,0,0
2016-05-31,18,0,1
2016-06-01,18,0,4
2016-06-02,22,0,4
2016-06-03,15,0,1
2016-06-04,0,0,0
2016-06-05,2,0,0
2016-06-06,4,0,8
2016-06-07,3,0,6
2016-06-08,8,0,0
2016-06-09,9,0,1
2016-06-10,5,0,1
2016-06-11,1,0,0
2016-06-12,2,0,0
2016-06-13,6,0,0
2016-06-14,8,0,6
2016-06-15,6,0,0
2016-06-16,8,0,0
2016-06-17,2,0,1
2016-06-18,0,0,3
2016-06-19,1,0,0
2016-06-20,6,0,4
2016-06-21,6,0,6
2016-06-22,5,0,1
2016-06-23,6,0,7
2016-06-24,9,0,0
2016-06-25,1,0,0
2016-06-26,2,0,0
2016-06-27,10,0,2
2016-06-28,13,0,0
2016-06-29,7,0,0
2016-06-30,9,0,4
2016-07-01,2,0,4
2016-07-02,2,0,0
2016-07-03,1,0,0
2016-07-04,4,0,0
2016-07-05,1,0,2
2016-07-06,6,0,1
2016-07-07,3,0,0
2016-07-08,7,0,1
2016-07-09,0,0,0
2016-07-10,0,0,0
2016-07-11,5,0,0
2016-07-12,4,0,0
2016-07-13,7,0,0
2016-07-14,1,0,0
2016-07-15,4,0,0
2016-07-16,3,0,0
2016-07-17,1,0,0
2016-07-18,12,0,1
2016-07-19,1,0,2
2016-07-20,5,0,0
2016-07-21,8,0,1
2016-07-22,2,0,0
2016-07-23,1,0,0
2016-07-24,1,0,0
2016-07-25,1,0,0
2016-07-26,8,0,1
2016-07-27,4,0,1
2016-07-28,2,0,3
2016-07-29,1,0,0
2016-07-30,0,0,1
2016-07-31,0,0,0
2016-08-01,1,0,0
2016-08-02,10,0,5
2016-08-03,1,0,2
2016-08-04,5,0,1
2016-08-05,4,0,4
2016-08-06,2,0,0
2016-08-07,1,0,0
2016-08-08,2,0,3
2016-08-09,4,0,0
2016-08-10,4,0,1
2016-08-11,3,0,9
2016-08-12,0,0,3
2016-08-13,0,0,0
2016-08-14,0,0,0
2016-08-15,5,0,1
2016-08-16,65,0,2
2016-08-17,29,0,2
2016-08-18,21,0,11
2016-08-19,18,0,11
2016-08-20,3,0,0
2016-08-21,18,0,0
2016-08-22,27,0,6
2016-08-23,44,0,6
2016-08-24,14,0,0
2016-08-25,19,0,1
2016-08-26,23,0,0
2016-08-27,4,0,0
2016-08-28,6,0,0
2016-08-29,20,0,2
2016-08-30,30,0,3
2016-08-31,21,0,6
2016-09-01,11,0,1
2016-09-02,12,0,0
2016-09-03,2,0,0
2016-09-04,11,0,0
2016-09-05,7,0,0
2016-09-06,19,0,0
2016-09-07,13,0,0
2016-09-08,30,0,1
2016-09-09,18,0,2
2016-09-10,12,0,0
2016-09-11,17,0,0
2016-09-12,23,0,1
2016-09-13,18,0,1
2016-09-14,24,0,0
2016-09-15,24,0,0
2016-09-16,32,0,0
2016-09-17,9,0,0
2016-09-18,3,0,0
2016-09-19,13,0,0
2016-09-20,18,0,0
2016-09-21,16,0,2
2016-09-22,9,0,0
2016-09-23,7,0,0
2016-09-24,4,0,0
2016-09-25,10,0,0
2016-09-26,20,0,2
2016-09-27,21,0,0
2016-09-28,8,0,0
2016-09-29,17,0,1
2016-09-30,14,0,4
2016-10-01,7,0,0
2016-10-02,4,0,0
2016-10-03,16,0,2
2016-10-04,27,0,1
2016-10-05,30,0,5
2016-10-06,22,0,1
2016-10-07,11,0,0
2016-10-08,2,0,0
2016-10-09,7,0,0
2016-10-10,5,0,1
2016-10-11,18,0,1
2016-10-12,42,0,0
2016-10-13,23,0,0
2016-10-14,3,0,0
2016-10-15,8,0,0
2016-10-16,6,0,0
2016-10-17,43,0,0
2016-10-18,33,0,0
2016-10-19,35,0,0
2016-10-20,16,0,0
2016-10-21,15,0,0
2016-10-22,9,0,0
2016-10-23,2,0,0
2016-10-24,41,0,0
2016-10-25,52,0,0
2016-10-26,35,0,0
2016-10-27,38,0,0
2016-10-28,69,0,0
2016-10-29,12,0,0
2016-10-30,10,0,0
2016-10-31,28,0,0
2016-11-01,33,0,0
2016-11-02,19,0,0
2016-11-03,50,0,0
2016-11-04,19,0,0
2016-11-05,11,0,0
2016-11-06,1,0,0
2016-11-07,20,0,0
2016-11-08,17,0,0
2016-11-09,8,0,0
2016-11-10,25,0,0
2016-11-11,30,0,0
2016-11-12,12,0,0
2016-11-13,7,0,0
2016-11-14,6,0,0
2016-11-15,14,0,0
2016-11-16,19,0,0
2016-11-17,22,0,0
2016-11-18,11,0,1
2016-11-19,1,0,0
2016-11-20,2,0,0
2016-11-21,8,0,0
2016-11-22,21,0,1
2016-11-23,8,0,0
2016-11-24,3,0,0
2016-11-25,1,0,0
2016-11-26,1,0,0
2016-11-27,0,0,0
2016-11-28,6,0,0
2016-11-29,20,0,0
2016-11-30,21,0,0
2016-12-01,31,0,0
2016-12-02,8,0,1
2016-12-03,3,0,2
2016-12-04,3,0,0
2016-12-05,7,0,0
2016-12-06,10,0,0
2016-12-07,13,0,1
2016-12-08,11,0,0
2016-12-09,22,0,0
2016-12-10,3,0,0
2016-12-11,1,0,1
2016-12-12,6,0,0
2016-12-13,11,0,0
2016-12-14,13,0,0
2016-12-15,20,0,0
2016-12-16,6,0,1
2016-12-17,0,0,0
2016-12-18,0,0,0
2016-12-19,7,0,0
2016-12-20,14,0,0
2016-12-21,11,0,0
2016-12-22,4,0,0
2016-12-23,3,0,0
2016-12-24,2,0,0
2016-12-25,0,0,0
2016-12-26,0,0,0
2016-12-27,0,0,0
2016-12-28,1,0,0
2016-12-29,1,0,0
2016-12-30,1,0,0
2016-12-31,1,0,0
2017-01-01,0,0,0
2017-01-02,3,0,0
2017-01-03,5,0,0
2017-01-04,6,0,0
2017-01-05,8,0,0
2017-01-06,11,0,0
2017-01-07,6,0,0
2017-01-08,1,0,0
2017-01-09,7,0,1
2017-01-10,13,0,0
2017-01-11,4,0,0
2017-01-12,10,0,1
2017-01-13,9,0,0
2017-01-14,4,0,0
2017-01-15,0,0,0
2017-01-16,4,0,0
2017-01-17,5,0,0
2017-01-18,4,0,0
2017-01-19,2,0,0
2017-01-20,6,0,4
2017-01-21,1,0,0
2017-01-22,0,0,0
2017-01-23,1,0,0
2017-01-24,9,0,4
2017-01-25,7,0,1
2017-01-26,5,0,0
2017-01-27,1,0,0
2017-01-28,1,0,0
2017-01-29,2,0,0
2017-01-30,2,0,4
2017-01-31,3,0,0
2017-02-01,34,0,0
2017-02-02,29,0,2
2017-02-03,28,0,0
2017-02-04,9,0,1
2017-02-05,1,0,0
2017-02-06,16,0,0
2017-02-07,31,0,0
2017-02-08,21,0,0
2017-02-09,25,0,0
2017-02-10,26,0,0
2017-02-11,9,0,0
2017-02-12,3,0,0
2017-02-13,24,0,0
2017-02-14,21,0,0
2017-02-15,17,0,0
2017-02-16,12,0,1
2017-02-17,19,0,0
2017-02-18,4,0,0
2017-02-19,7,0,0
2017-02-20,1,0,0
2017-02-21,22,0,0
2017-02-22,15,0,0
2017-02-23,8,0,1
2017-02-24,21,0,0
2017-02-25,6,0,0
2017-02-26,1,0,0
2017-02-27,15,0,4
2017-02-28,26,0,0
2017-03-01,28,0,0
2017-03-02,27,0,0
2017-03-03,19,0,0
2017-03-04,12,0,0
2017-03-05,2,0,0
2017-03-06,32,0,0
2017-03-07,24,0,0
2017-03-08,11,0,0
2017-03-09,14,0,0
2017-03-10,9,0,0
2017-03-11,4,0,0
2017-03-12,2,0,0
2017-03-13,17,0,0
2017-03-14,19,0,0
2017-03-15,10,0,0
2017-03-16,15,0,0
2017-03-17,26,0,0
2017-03-18,4,0,0
2017-03-19,9,0,0
2017-03-20,21,0,0
2017-03-21,25,0,1
2017-03-22,25,0,0
2017-03-23,23,0,0
2017-03-24,25,0,0
2017-03-25,7,0,0
2017-03-26,7,0,0
2017-03-27,11,0,0
2017-03-28,11,0,0
2017-03-29,23,0,0
2017-03-30,25,0,0
2017-03-31,34,0,0
2017-04-01,5,0,0
2017-04-02,1,0,0
2017-04-03,19,0,0
2017-04-04,6,0,0
2017-04-05,10,0,0
2017-04-06,16,0,0
2017-04-07,28,0,4
2017-04-08,4,0,0
2017-04-09,3,0,0
2017-04-10,13,0,3
2017-04-11,16,0,1
2017-04-12,26,0,0
2017-04-13,26,0,0
2017-04-14,8,0,2
2017-04-15,4,0,0
2017-04-16,3,0,0
2017-04-17,20,0,0
2017-04-18,21,0,0
2017-04-19,31,0,0
2017-04-20,22,0,0
2017-04-21,46,0,0
2017-04-22,6,0,0
2017-04-23,7,0,0
2017-04-24,18,0,0
2017-04-25,27,0,0
2017-04-26,33,0,1
2017-04-27,19,0,0
2017-04-28,38,0,0
2017-04-29,7,0,3
2017-04-30,8,0,0
2017-05-01,11,0,1
2017-05-02,8,0,2
2017-05-03,8,0,1
2017-05-04,10,0,0
2017-05-05,8,0,0
2017-05-06,3,0,0
2017-05-07,5,0,0
2017-05-08,4,0,0
2017-05-09,20,0,0
2017-05-10,15,0,0
2017-05-11,7,0,0
2017-05-12,7,0,0
2017-05-13,3,0,0
2017-05-14,3,0,0
2017-05-15,8,0,0
2017-05-16,8,0,0
2017-05-17,8,0,0
2017-05-18,16,0,1
2017-05-19,12,0,0
2017-05-20,2,0,0
2017-05-21,0,0,0
2017-05-22,14,0,0
2017-05-23,14,0,0
2017-05-24,16,0,1
2017-05-25,5,0,0
2017-05-26,7,0,0
2017-05-27,0,0,0
2017-05-28,1,0,0
2017-05-29,3,0,0
2017-05-30,5,0,0
2017-05-31,6,0,0
2017-06-01,2,0,0
2017-06-02,7,1,0
2017-06-03,2,0,0
2017-06-04,0,0,0
2017-06-05,14,0,0
2017-06-06,11,0,0
2017-06-07,16,0,0
2017-06-08,21,0,0
2017-06-09,12,0,0
2017-06-10,0,0,0
2017-06-11,1,0,0
2017-06-12,6,0,0
2017-06-13,16,0,0
2017-06-14,30,0,0
2017-06-15,20,0,0
2017-06-16,9,0,0
2017-06-17,2,0,0
2017-06-18,1,0,0
2017-06-19,4,0,0
2017-06-20,9,0,0
2017-06-21,6,0,0
2017-06-22,13,0,0
2017-06-23,14,0,0
2017-06-24,1,0,0
2017-06-25,1,0,0
2017-06-26,8,0,0
2017-06-27,11,0,0
2017-06-28,19,0,0
2017-06-29,13,0,1
2017-06-30,9,0,0
2017-07-01,0,0,0
2017-07-02,0,0,0
2017-07-03,1,0,0
2017-07-04,1,0,0
2017-07-05,1,0,0
2017-07-06,13,0,0
2017-07-07,8,0,2
2017-07-08,1,0,0
2017-07-09,1,0,0
2017-07-10,1,0,0
2017-07-11,3,0,0
2017-07-12,4,0,0
2017-07-13,4,0,0
2017-07-14,8,0,0
2017-07-15,25,0,0
2017-07-16,3,0,0
