,elastic/elasticsearch,meilisearch/meilisearch,typesense/typesense
2024-12-06,38,0.0,3
2024-12-07,7,2.0,0
2024-12-08,7,0.0,0
2024-12-09,35,7.0,1
2024-12-10,52,8.0,1
2024-12-11,46,41.0,3
2024-12-12,46,6.0,0
2024-12-13,40,1.0,0
2024-12-14,3,0.0,0
2024-12-15,5,0.0,0
2024-12-16,29,7.0,2
2024-12-17,41,5.0,0
2024-12-18,63,1.0,1
2024-12-19,62,1.0,1
2024-12-20,3,1.0,1
2024-12-21,1,2.0,0
2024-12-22,5,0.0,0
2024-12-23,25,0.0,1
2024-12-24,6,4.0,0
2024-12-25,1,0.0,1
2024-12-26,24,1.0,0
2024-12-27,15,1.0,1
2024-12-28,2,2.0,0
2024-12-29,1,0.0,0
2024-12-30,22,0.0,23
2024-12-31,11,2.0,1
2025-01-01,0,0.0,0
2025-01-02,18,0.0,0
2025-01-03,22,0.0,16
2025-01-04,10,0.0,0
2025-01-05,2,0.0,0
2025-01-06,25,3.0,1
2025-01-07,39,34.0,9
2025-01-08,54,15.0,5
2025-01-09,63,26.0,1
2025-01-10,41,2.0,0
2025-01-11,2,0.0,0
2025-01-12,2,0.0,0
2025-01-13,32,8.0,14
2025-01-14,38,20.0,5
2025-01-15,32,3.0,1
2025-01-16,54,4.0,2
2025-01-17,34,0.0,13
2025-01-18,2,0.0,1
2025-01-19,1,0.0,0
2025-01-20,22,1.0,0
2025-01-21,38,2.0,6
2025-01-22,63,20.0,13
2025-01-23,37,36.0,0
2025-01-24,50,5.0,0
2025-01-25,3,0.0,0
2025-01-26,0,1.0,0
2025-01-27,52,7.0,0
2025-01-28,78,9.0,0
2025-01-29,77,9.0,0
2025-01-30,62,5.0,6
2025-01-31,37,0.0,3
2025-02-01,11,0.0,2
2025-02-02,11,0.0,0
2025-02-03,32,17.0,3
2025-02-04,53,2.0,2
2025-02-05,36,21.0,2
2025-02-06,39,15.0,6
2025-02-07,44,0.0,6
2025-02-08,7,0.0,0
2025-02-09,7,0.0,4
2025-02-10,38,9.0,2
2025-02-11,40,12.0,21
2025-02-12,42,13.0,19
2025-02-13,52,0.0,0
2025-02-14,32,0.0,7
2025-02-15,25,0.0,0
2025-02-16,12,0.0,0
2025-02-17,34,0.0,6
2025-02-18,29,6.0,2
2025-02-19,33,6.0,8
2025-02-20,35,7.0,11
2025-02-21,56,0.0,1
2025-02-22,7,0.0,0
2025-02-23,2,0.0,0
2025-02-24,38,9.0,3
2025-02-25,28,3.0,2
2025-02-26,35,17.0,1
2025-02-27,34,5.0,2
2025-02-28,29,0.0,4
2025-03-01,5,0.0,1
2025-03-02,7,0.0,0
2025-03-03,36,18.0,2
2025-03-04,46,0.0,4
2025-03-05,41,14.0,3
2025-03-06,34,4.0,0
2025-03-07,31,0.0,5
2025-03-08,12,0.0,0
2025-03-09,6,0.0,0
2025-03-10,27,14.0,1
2025-03-11,27,8.0,3
2025-03-12,30,8.0,7
2025-03-13,40,35.0,1
2025-03-14,33,1.0,4
2025-03-15,12,0.0,0
2025-03-16,11,0.0,0
2025-03-17,26,9.0,0
2025-03-18,35,3.0,0
2025-03-19,23,6.0,3
2025-03-20,38,19.0,6
2025-03-21,29,1.0,10
2025-03-22,3,0.0,1
2025-03-23,1,1.0,0
2025-03-24,26,5.0,13
2025-03-25,29,21.0,8
2025-03-26,45,11.0,3
2025-03-27,23,7.0,4
2025-03-28,37,0.0,8
2025-03-29,1,0.0,3
2025-03-30,5,0.0,0
2025-03-31,33,11.0,6
2025-04-01,34,8.0,4
2025-04-02,40,6.0,2
2025-04-03,37,9.0,2
2025-04-04,44,0.0,6
2025-04-05,13,0.0,0
2025-04-06,1,0.0,1
2025-04-07,25,0.0,2
2025-04-08,26,1.0,1
2025-04-09,33,0.0,9
2025-04-10,27,0.0,3
2025-04-11,44,0.0,7
2025-04-12,3,0.0,2
2025-04-13,0,0.0,1
2025-04-14,25,15.0,6
2025-04-15,40,9.0,2
2025-04-16,34,6.0,3
2025-04-17,36,10.0,1
2025-04-18,22,0.0,4
2025-04-19,4,0.0,1
2025-04-20,2,0.0,4
2025-04-21,14,0.0,0
2025-04-22,29,1.0,0
2025-04-23,44,3.0,2
2025-04-24,30,13.0,2
2025-04-25,25,0.0,2
2025-04-26,4,1.0,0
2025-04-27,0,0.0,0
2025-04-28,20,1.0,0
2025-04-29,22,9.0,3
2025-04-30,23,4.0,6
2025-05-01,21,1.0,0
2025-05-02,13,0.0,13
2025-05-03,5,0.0,1
2025-05-04,5,0.0,1
2025-05-05,26,3.0,2
2025-05-06,38,1.0,1
2025-05-07,38,1.0,1
2025-05-08,27,2.0,1
2025-05-09,24,1.0,1
2025-05-10,3,0.0,1
2025-05-11,4,0.0,0
2025-05-12,10,11.0,1
2025-05-13,4,3.0,1
2025-05-14,7,10.0,4
2025-05-15,2,7.0,4
2025-05-16,4,7.0,7
2025-05-17,2,0.0,0
2025-05-18,1,0.0,0
2025-05-19,13,11.0,0
2025-05-20,23,7.0,4
2025-05-21,25,9.0,3
