,nuxt/nuxt,vercel/next.js,remix-run/remix
2021-07-29,1,7,0
2021-07-30,2,2,0
2021-07-31,3,1,0
2021-08-01,0,2,0
2021-08-02,0,9,0
2021-08-03,0,11,0
2021-08-04,0,6,3
2021-08-05,0,9,0
2021-08-06,0,7,0
2021-08-07,0,0,0
2021-08-08,0,1,0
2021-08-09,12,8,1
2021-08-10,3,7,0
2021-08-11,6,17,0
2021-08-12,0,16,3
2021-08-13,0,15,0
2021-08-14,0,12,0
2021-08-15,0,5,0
2021-08-16,2,10,0
2021-08-17,0,8,0
2021-08-18,0,10,3
2021-08-19,1,9,0
2021-08-20,0,7,4
2021-08-21,0,0,1
2021-08-22,0,1,0
2021-08-23,0,6,3
2021-08-24,1,10,2
2021-08-25,0,12,7
2021-08-26,1,3,2
2021-08-27,2,2,0
2021-08-28,0,1,1
2021-08-29,0,1,0
2021-08-30,3,7,0
2021-08-31,0,9,0
2021-09-01,1,6,8
2021-09-02,0,16,2
2021-09-03,1,7,0
2021-09-04,0,1,0
2021-09-05,8,1,0
2021-09-06,4,13,0
2021-09-07,3,18,4
2021-09-08,3,6,10
2021-09-09,5,8,1
2021-09-10,10,4,0
2021-09-11,0,3,0
2021-09-12,0,1,0
2021-09-13,1,14,1
2021-09-14,1,5,0
2021-09-15,0,11,0
2021-09-16,0,18,2
2021-09-17,1,13,5
2021-09-18,0,2,2
2021-09-19,0,2,0
2021-09-20,2,7,2
2021-09-21,6,19,4
2021-09-22,5,9,0
2021-09-23,4,4,0
2021-09-24,1,6,1
2021-09-25,2,0,1
2021-09-26,0,2,0
2021-09-27,2,6,2
2021-09-28,1,10,4
2021-09-29,10,10,0
2021-09-30,1,9,0
2021-10-01,0,8,0
2021-10-02,21,1,0
2021-10-03,0,2,0
2021-10-04,1,6,0
2021-10-05,12,16,0
2021-10-06,8,14,2
2021-10-07,10,5,11
2021-10-08,3,6,6
2021-10-09,0,6,4
2021-10-10,0,10,2
2021-10-11,20,21,1
2021-10-12,55,6,3
2021-10-13,32,17,4
2021-10-14,11,9,4
2021-10-15,4,16,0
2021-10-16,0,5,0
2021-10-17,0,7,0
2021-10-18,39,17,0
2021-10-19,6,11,2
2021-10-20,17,16,1
2021-10-21,12,17,7
2021-10-22,15,16,3
2021-10-23,0,7,0
2021-10-24,5,13,0
2021-10-25,6,21,2
2021-10-26,6,41,0
2021-10-27,19,26,0
2021-10-28,1,27,0
2021-10-29,13,14,14
2021-10-30,0,13,1
2021-10-31,0,3,0
2021-11-01,0,14,1
2021-11-02,23,18,1
2021-11-03,3,24,0
2021-11-04,11,14,3
2021-11-05,8,10,0
2021-11-06,0,6,0
2021-11-07,0,2,0
2021-11-08,5,18,0
2021-11-09,3,23,5
2021-11-10,10,6,1
2021-11-11,5,24,0
2021-11-12,3,7,0
2021-11-13,0,5,0
2021-11-14,0,6,0
2021-11-15,19,22,0
2021-11-16,10,15,1
2021-11-17,3,12,5
2021-11-18,3,10,14
2021-11-19,5,10,29
2021-11-20,0,2,5
2021-11-21,7,10,5
2021-11-22,12,8,28
2021-11-23,6,5,25
2021-11-24,9,4,19
2021-11-25,0,8,2
2021-11-26,0,15,2
2021-11-27,0,0,7
2021-11-28,0,3,0
2021-11-29,13,10,15
2021-11-30,2,15,2
2021-12-01,6,8,9
2021-12-02,1,8,41
2021-12-03,0,16,38
2021-12-04,0,6,5
2021-12-05,0,5,1
2021-12-06,5,4,10
2021-12-07,0,13,0
2021-12-08,0,11,11
2021-12-09,1,7,4
2021-12-10,3,7,15
2021-12-11,0,2,2
2021-12-12,0,4,5
2021-12-13,0,11,30
2021-12-14,2,9,7
2021-12-15,0,6,30
2021-12-16,0,17,36
2021-12-17,10,10,20
2021-12-18,0,5,4
2021-12-19,0,2,0
2021-12-20,9,8,0
2021-12-21,9,10,0
2021-12-22,5,8,1
2021-12-23,5,5,0
2021-12-24,0,2,0
2021-12-25,0,1,0
2021-12-26,0,2,0
2021-12-27,0,0,0
2021-12-28,1,2,1
2021-12-29,0,2,2
2021-12-30,0,0,2
2021-12-31,0,1,0
2022-01-01,0,5,2
2022-01-02,0,3,1
2022-01-03,0,9,0
2022-01-04,0,8,7
2022-01-05,7,12,9
2022-01-06,0,7,18
2022-01-07,1,1,17
2022-01-08,0,1,11
2022-01-09,0,0,1
2022-01-10,0,7,7
2022-01-11,3,5,2
2022-01-12,1,14,12
2022-01-13,4,8,0
2022-01-14,1,11,3
2022-01-15,0,1,4
2022-01-16,0,2,2
2022-01-17,15,14,3
2022-01-18,6,3,0
2022-01-19,5,9,2
2022-01-20,0,5,12
2022-01-21,10,12,1
2022-01-22,0,1,2
2022-01-23,0,3,0
2022-01-24,10,12,2
2022-01-25,6,6,1
2022-01-26,6,17,4
2022-01-27,5,28,6
2022-01-28,2,9,0
2022-01-29,2,1,2
2022-01-30,0,2,30
2022-01-31,6,9,4
2022-02-01,1,17,13
2022-02-02,1,17,28
2022-02-03,7,10,5
2022-02-04,0,18,2
2022-02-05,1,14,1
2022-02-06,0,28,0
2022-02-07,17,14,1
2022-02-08,7,17,42
2022-02-09,3,10,13
2022-02-10,6,16,39
2022-02-11,5,15,49
2022-02-12,1,3,3
2022-02-13,0,6,0
2022-02-14,2,11,7
2022-02-15,5,14,24
2022-02-16,8,20,21
2022-02-17,3,23,12
2022-02-18,5,24,7
2022-02-19,0,4,2
2022-02-20,0,0,0
2022-02-21,5,14,5
2022-02-22,2,7,12
2022-02-23,0,7,17
2022-02-24,2,10,8
2022-02-25,7,17,8
2022-02-26,1,4,9
2022-02-27,1,0,1
2022-02-28,12,8,8
2022-03-01,5,10,3
2022-03-02,1,17,4
2022-03-03,4,4,14
2022-03-04,1,3,5
2022-03-05,0,2,0
2022-03-06,0,2,0
2022-03-07,6,10,7
2022-03-08,10,13,5
2022-03-09,7,7,3
2022-03-10,9,9,3
2022-03-11,9,14,6
2022-03-12,1,3,2
2022-03-13,1,2,0
2022-03-14,12,11,8
2022-03-15,8,9,33
2022-03-16,24,11,25
2022-03-17,9,12,22
2022-03-18,8,15,39
2022-03-19,0,2,1
2022-03-20,0,1,4
2022-03-21,1,12,14
2022-03-22,9,9,22
2022-03-23,4,7,12
2022-03-24,6,11,7
2022-03-25,10,6,7
2022-03-26,0,5,2
2022-03-27,0,3,6
2022-03-28,3,15,5
2022-03-29,1,4,7
2022-03-30,18,21,0
2022-03-31,11,28,26
2022-04-01,9,19,21
2022-04-02,0,0,0
2022-04-03,0,0,2
2022-04-04,9,16,8
2022-04-05,13,19,17
2022-04-06,11,21,13
2022-04-07,27,10,15
2022-04-08,5,11,2
2022-04-09,7,1,2
2022-04-10,0,0,3
2022-04-11,11,22,9
2022-04-12,12,15,16
2022-04-13,10,16,12
2022-04-14,11,13,12
2022-04-15,10,15,10
2022-04-16,1,9,1
2022-04-17,0,1,3
2022-04-18,0,3,23
2022-04-19,14,9,9
2022-04-20,28,6,12
2022-04-21,2,11,4
2022-04-22,10,10,2
2022-04-23,0,1,1
2022-04-24,0,2,0
2022-04-25,6,31,2
2022-04-26,9,16,3
2022-04-27,5,28,12
2022-04-28,0,23,1
2022-04-29,11,9,8
2022-04-30,0,5,0
2022-05-01,0,3,0
2022-05-02,6,12,6
2022-05-03,2,11,12
2022-05-04,0,3,3
2022-05-05,1,9,8
2022-05-06,18,2,7
2022-05-07,2,4,1
2022-05-08,1,2,1
2022-05-09,1,4,10
2022-05-10,1,7,9
2022-05-11,1,7,8
2022-05-12,1,10,1
2022-05-13,3,11,5
2022-05-14,0,3,4
2022-05-15,0,1,1
2022-05-16,0,5,1
2022-05-17,1,29,17
2022-05-18,2,5,17
2022-05-19,0,15,21
2022-05-20,11,5,6
2022-05-21,0,3,5
2022-05-22,0,31,4
2022-05-23,1,27,6
2022-05-24,3,14,2
2022-05-25,1,5,0
2022-05-26,0,12,0
2022-05-27,0,12,1
2022-05-28,0,1,1
2022-05-29,0,20,0
2022-05-30,3,10,1
2022-05-31,6,10,0
2022-06-01,1,9,6
2022-06-02,0,8,2
2022-06-03,6,4,0
2022-06-04,0,2,2
2022-06-05,0,1,0
2022-06-06,0,16,1
2022-06-07,1,7,7
2022-06-08,7,20,3
2022-06-09,5,7,3
2022-06-10,13,9,2
2022-06-11,1,4,8
2022-06-12,5,1,0
2022-06-13,4,17,1
2022-06-14,0,17,7
2022-06-15,7,11,15
2022-06-16,1,16,8
2022-06-17,1,7,2
2022-06-18,0,3,0
2022-06-19,0,7,0
2022-06-20,1,17,7
2022-06-21,0,16,12
2022-06-22,5,13,7
2022-06-23,2,20,8
2022-06-24,0,35,4
2022-06-25,0,5,2
2022-06-26,0,13,0
2022-06-27,10,47,0
2022-06-28,0,29,15
2022-06-29,0,40,5
2022-06-30,2,21,3
2022-07-01,3,3,3
2022-07-02,0,3,7
2022-07-03,0,1,0
2022-07-04,0,6,0
2022-07-05,0,18,7
2022-07-06,10,28,5
2022-07-07,13,13,21
2022-07-08,1,28,1
2022-07-09,0,9,2
2022-07-10,0,2,2
2022-07-11,5,29,8
2022-07-12,11,21,4
2022-07-13,9,101,6
2022-07-14,6,20,11
2022-07-15,5,13,3
2022-07-16,0,4,4
2022-07-17,5,1,2
2022-07-18,2,52,15
2022-07-19,2,28,8
2022-07-20,4,29,6
2022-07-21,16,23,5
2022-07-22,4,19,5
2022-07-23,1,1,0
2022-07-24,0,1,2
2022-07-25,10,12,1
2022-07-26,7,15,2
2022-07-27,7,23,6
2022-07-28,2,17,1
2022-07-29,9,13,6
2022-07-30,0,3,10
2022-07-31,0,8,0
2022-08-01,2,13,0
2022-08-02,12,12,2
2022-08-03,3,15,3
2022-08-04,8,17,5
2022-08-05,4,13,2
2022-08-06,0,3,2
2022-08-07,6,8,1
2022-08-08,10,22,5
2022-08-09,7,17,2
2022-08-10,6,18,4
2022-08-11,13,22,0
2022-08-12,9,21,12
2022-08-13,4,3,0
2022-08-14,1,2,0
2022-08-15,11,10,9
2022-08-16,5,18,3
2022-08-17,7,6,7
2022-08-18,6,7,5
2022-08-19,0,1,2
2022-08-20,0,4,1
2022-08-21,0,7,0
2022-08-22,9,24,0
2022-08-23,11,24,0
2022-08-24,5,23,15
2022-08-25,3,12,16
2022-08-26,9,26,5
2022-08-27,0,2,0
2022-08-28,0,7,0
2022-08-29,7,12,3
2022-08-30,6,15,1
2022-08-31,6,11,1
2022-09-01,6,7,0
2022-09-02,2,5,0
2022-09-03,12,3,5
2022-09-04,3,1,0
2022-09-05,18,12,0
2022-09-06,9,21,1
2022-09-07,14,18,9
2022-09-08,10,41,7
2022-09-09,4,11,1
2022-09-10,5,0,0
2022-09-11,0,1,1
2022-09-12,13,16,1
2022-09-13,6,15,0
2022-09-14,17,15,4
2022-09-15,15,16,10
2022-09-16,11,19,5
2022-09-17,0,0,1
2022-09-18,0,5,2
2022-09-19,8,32,2
2022-09-20,13,15,5
2022-09-21,4,22,12
2022-09-22,9,23,0
2022-09-23,0,15,0
2022-09-24,0,3,1
2022-09-25,0,2,0
2022-09-26,10,16,4
2022-09-27,0,32,3
2022-09-28,0,36,1
2022-09-29,0,31,4
2022-09-30,3,37,0
2022-10-01,1,18,0
2022-10-02,0,8,0
2022-10-03,13,10,0
2022-10-04,0,13,0
2022-10-05,0,10,1
2022-10-06,5,25,0
2022-10-07,10,19,0
2022-10-08,3,2,0
2022-10-09,4,4,0
2022-10-10,7,22,0
2022-10-11,5,31,1
2022-10-12,7,13,5
2022-10-13,8,47,3
2022-10-14,3,14,1
2022-10-15,9,16,1
2022-10-16,5,6,0
2022-10-17,13,24,3
2022-10-18,11,47,2
2022-10-19,18,35,5
2022-10-20,0,39,5
2022-10-21,7,42,3
2022-10-22,0,25,0
2022-10-23,0,14,0
2022-10-24,9,55,0
2022-10-25,6,58,2
2022-10-26,10,17,4
2022-10-27,3,39,6
2022-10-28,0,48,6
2022-10-29,0,16,0
2022-10-30,0,20,0
2022-10-31,0,23,1
2022-11-01,0,8,4
2022-11-02,6,25,1
2022-11-03,14,37,4
2022-11-04,3,16,0
2022-11-05,0,1,1
2022-11-06,0,6,0
2022-11-07,5,19,0
2022-11-08,4,20,3
2022-11-09,15,13,2
2022-11-10,20,24,10
2022-11-11,2,8,0
2022-11-12,0,4,1
2022-11-13,0,0,1
2022-11-14,7,27,3
2022-11-15,10,13,3
2022-11-16,29,22,4
2022-11-17,11,10,7
2022-11-18,1,16,8
2022-11-19,1,4,5
2022-11-20,0,5,1
2022-11-21,12,13,3
2022-11-22,1,20,0
2022-11-23,2,23,0
2022-11-24,3,9,0
2022-11-25,1,12,1
2022-11-26,0,4,0
2022-11-27,0,1,0
2022-11-28,5,11,4
2022-11-29,2,21,1
2022-11-30,10,10,17
2022-12-01,2,24,3
2022-12-02,3,17,12
2022-12-03,1,8,1
2022-12-04,1,7,0
2022-12-05,7,16,11
2022-12-06,7,12,5
2022-12-07,1,23,18
2022-12-08,1,23,3
2022-12-09,0,16,7
2022-12-10,3,5,4
2022-12-11,3,1,1
2022-12-12,8,22,5
2022-12-13,2,24,10
2022-12-14,4,11,8
2022-12-15,3,13,5
2022-12-16,1,13,23
2022-12-17,0,6,1
2022-12-18,0,8,0
2022-12-19,4,29,5
2022-12-20,3,33,3
2022-12-21,1,26,8
2022-12-22,3,16,4
2022-12-23,2,8,8
2022-12-24,0,3,0
2022-12-25,0,0,2
2022-12-26,0,0,0
2022-12-27,0,2,0
2022-12-28,0,1,0
2022-12-29,1,0,0
2022-12-30,0,3,0
2022-12-31,0,4,0
2023-01-01,0,2,1
2023-01-02,7,0,2
2023-01-03,5,24,3
2023-01-04,5,11,14
2023-01-05,2,14,3
2023-01-06,2,25,3
2023-01-07,0,2,0
2023-01-08,0,1,0
2023-01-09,5,10,3
2023-01-10,5,17,12
2023-01-11,4,12,10
2023-01-12,3,35,0
2023-01-13,6,15,11
2023-01-14,6,6,0
2023-01-15,0,1,0
2023-01-16,6,13,0
2023-01-17,2,20,3
2023-01-18,0,16,25
2023-01-19,14,22,21
2023-01-20,9,32,6
2023-01-21,9,9,9
2023-01-22,2,2,4
2023-01-23,9,17,13
2023-01-24,11,23,8
2023-01-25,9,18,15
2023-01-26,4,25,7
2023-01-27,0,30,3
2023-01-28,2,23,8
2023-01-29,1,4,1
2023-01-30,10,13,16
2023-01-31,5,17,1
2023-02-01,4,27,7
2023-02-02,5,27,6
2023-02-03,5,16,0
2023-02-04,6,5,0
2023-02-05,1,2,1
2023-02-06,10,20,6
2023-02-07,9,35,6
2023-02-08,3,16,3
2023-02-09,7,20,10
2023-02-10,4,28,1
2023-02-11,0,10,0
2023-02-12,2,3,3
2023-02-13,6,26,1
2023-02-14,7,28,3
2023-02-15,3,32,6
2023-02-16,15,27,4
2023-02-17,7,30,3
2023-02-18,0,22,0
2023-02-19,0,4,0
2023-02-20,6,13,0
2023-02-21,4,20,3
2023-02-22,2,51,3
2023-02-23,0,37,4
2023-02-24,1,18,2
2023-02-25,0,14,0
2023-02-26,0,1,0
2023-02-27,4,25,6
2023-02-28,4,24,1
2023-03-01,7,36,7
2023-03-02,3,44,1
2023-03-03,16,10,1
2023-03-04,3,15,1
2023-03-05,3,8,0
2023-03-06,5,13,4
2023-03-07,11,37,2
2023-03-08,7,29,3
2023-03-09,14,20,12
2023-03-10,7,16,6
2023-03-11,8,3,1
2023-03-12,4,1,0
2023-03-13,4,26,6
2023-03-14,10,16,18
2023-03-15,9,6,22
2023-03-16,3,19,2
2023-03-17,7,28,2
2023-03-18,4,1,1
2023-03-19,8,3,1
2023-03-20,7,23,4
2023-03-21,2,20,14
2023-03-22,3,23,4
2023-03-23,9,23,3
2023-03-24,2,31,8
2023-03-25,0,12,1
2023-03-26,0,2,4
2023-03-27,0,25,3
2023-03-28,6,17,2
2023-03-29,1,12,0
2023-03-30,3,21,6
2023-03-31,6,31,11
2023-04-01,3,18,2
2023-04-02,4,14,0
2023-04-03,8,17,4
2023-04-04,8,23,0
2023-04-05,0,33,1
2023-04-06,9,32,0
2023-04-07,10,14,2
2023-04-08,2,4,3
2023-04-09,0,0,0
2023-04-10,8,6,4
2023-04-11,12,10,8
2023-04-12,2,19,6
2023-04-13,5,17,6
2023-04-14,3,22,4
2023-04-15,4,2,0
2023-04-16,1,1,1
2023-04-17,0,20,6
2023-04-18,2,22,3
2023-04-19,10,17,5
2023-04-20,12,19,6
2023-04-21,0,23,4
2023-04-22,0,1,0
2023-04-23,0,6,0
2023-04-24,5,19,8
2023-04-25,7,16,15
2023-04-26,7,25,23
2023-04-27,2,22,16
2023-04-28,3,22,4
2023-04-29,10,10,5
2023-04-30,4,6,1
2023-05-01,8,31,15
2023-05-02,3,26,11
2023-05-03,3,43,6
2023-05-04,5,44,6
2023-05-05,5,9,5
2023-05-06,1,1,4
2023-05-07,0,2,0
2023-05-08,1,18,3
2023-05-09,6,22,1
2023-05-10,9,22,0
2023-05-11,8,23,1
2023-05-12,0,9,0
2023-05-13,4,5,1
2023-05-14,3,0,0
2023-05-15,15,14,8
2023-05-16,8,9,6
2023-05-17,8,9,5
2023-05-18,7,11,0
2023-05-19,3,19,1
2023-05-20,6,2,0
2023-05-21,1,3,0
2023-05-22,11,15,4
2023-05-23,0,23,5
2023-05-24,0,16,6
2023-05-25,6,18,14
2023-05-26,1,15,4
2023-05-27,1,3,0
2023-05-28,4,7,1
2023-05-29,1,2,0
2023-05-30,5,8,0
2023-05-31,5,10,6
2023-06-01,0,9,5
2023-06-02,3,12,8
2023-06-03,0,0,0
2023-06-04,2,0,0
2023-06-05,8,14,0
2023-06-06,5,20,8
2023-06-07,13,9,1
2023-06-08,4,35,6
2023-06-09,9,30,0
2023-06-10,6,13,0
2023-06-11,4,3,1
2023-06-12,1,28,1
2023-06-13,0,22,4
2023-06-14,5,57,9
2023-06-15,2,20,7
2023-06-16,5,16,6
2023-06-17,4,0,1
2023-06-18,2,0,0
2023-06-19,7,17,2
2023-06-20,13,13,4
2023-06-21,3,19,8
2023-06-22,6,24,4
2023-06-23,5,24,1
2023-06-24,1,12,0
2023-06-25,9,7,0
2023-06-26,6,13,4
2023-06-27,5,16,1
2023-06-28,6,19,2
2023-06-29,2,31,9
2023-06-30,1,20,7
2023-07-01,1,2,0
2023-07-02,5,3,0
2023-07-03,4,17,5
2023-07-04,4,24,2
2023-07-05,10,25,11
2023-07-06,8,32,4
2023-07-07,4,20,0
2023-07-08,0,1,1
2023-07-09,0,9,0
2023-07-10,2,28,3
2023-07-11,0,9,12
2023-07-12,2,22,4
2023-07-13,4,11,6
2023-07-14,5,9,2
2023-07-15,1,1,1
2023-07-16,0,3,1
2023-07-17,0,16,6
2023-07-18,8,18,2
2023-07-19,5,18,8
2023-07-20,8,17,15
2023-07-21,1,25,26
2023-07-22,0,7,0
2023-07-23,1,4,1
2023-07-24,5,16,3
2023-07-25,6,7,1
2023-07-26,5,19,5
2023-07-27,0,15,0
2023-07-28,2,15,1
2023-07-29,5,8,1
2023-07-30,13,4,5
2023-07-31,12,14,13
2023-08-01,2,20,13
2023-08-02,2,21,9
2023-08-03,8,20,8
2023-08-04,4,26,11
2023-08-05,6,5,0
2023-08-06,1,5,0
2023-08-07,10,25,6
2023-08-08,9,11,22
2023-08-09,4,18,18
2023-08-10,3,8,6
2023-08-11,5,19,3
2023-08-12,4,6,1
2023-08-13,3,0,2
2023-08-14,4,29,10
2023-08-15,4,19,6
2023-08-16,2,20,25
2023-08-17,3,20,0
2023-08-18,1,16,2
2023-08-19,1,4,5
2023-08-20,0,10,0
2023-08-21,0,17,3
2023-08-22,0,16,28
2023-08-23,8,15,13
2023-08-24,7,24,5
2023-08-25,10,21,36
2023-08-26,1,6,1
2023-08-27,1,11,0
2023-08-28,2,16,13
2023-08-29,2,22,6
2023-08-30,6,24,10
2023-08-31,3,17,14
2023-09-01,1,22,5
2023-09-02,0,9,0
2023-09-03,0,9,2
2023-09-04,12,10,0
2023-09-05,6,17,11
2023-09-06,3,17,5
2023-09-07,2,13,6
2023-09-08,1,15,4
2023-09-09,0,1,0
2023-09-10,2,4,0
2023-09-11,11,14,2
2023-09-12,8,19,0
2023-09-13,5,16,10
2023-09-14,7,40,0
2023-09-15,4,18,15
2023-09-16,2,5,1
2023-09-17,2,1,0
2023-09-18,2,33,10
2023-09-19,6,24,9
2023-09-20,1,26,10
2023-09-21,3,24,8
2023-09-22,5,20,0
2023-09-23,2,8,0
2023-09-24,0,4,0
2023-09-25,0,19,0
2023-09-26,3,35,0
2023-09-27,4,25,12
2023-09-28,8,33,14
2023-09-29,2,21,0
2023-09-30,1,5,3
2023-10-01,2,1,0
2023-10-02,7,26,2
2023-10-03,2,16,3
2023-10-04,0,16,0
2023-10-05,1,10,2
2023-10-06,1,22,0
2023-10-07,0,9,0
2023-10-08,0,0,0
2023-10-09,0,5,0
2023-10-10,5,15,2
2023-10-11,4,9,1
2023-10-12,8,28,10
2023-10-13,2,19,3
2023-10-14,0,8,0
2023-10-15,1,3,2
2023-10-16,9,16,8
2023-10-17,7,22,3
2023-10-18,11,14,2
2023-10-19,7,21,2
2023-10-20,9,29,5
2023-10-21,2,19,1
2023-10-22,4,7,1
2023-10-23,9,42,4
2023-10-24,0,40,2
2023-10-25,9,32,3
2023-10-26,2,60,5
2023-10-27,3,16,5
2023-10-28,1,6,7
2023-10-29,0,3,0
2023-10-30,7,17,12
2023-10-31,6,24,12
2023-11-01,1,22,0
2023-11-02,3,11,6
2023-11-03,6,14,4
2023-11-04,0,4,0
2023-11-05,0,7,1
2023-11-06,2,18,6
2023-11-07,4,19,5
