,godotengine/godot,MonoGame/MonoGame,4ian/GDevelop
2024-04-16,37,2,2
2024-04-17,50,0,2
2024-04-18,52,0,2
2024-04-19,33,0,3
2024-04-20,9,0,0
2024-04-21,3,0,2
2024-04-22,51,0,1
2024-04-23,41,0,3
2024-04-24,35,1,1
2024-04-25,33,1,3
2024-04-26,67,0,0
2024-04-27,10,0,0
2024-04-28,5,0,0
2024-04-29,45,0,2
2024-04-30,31,0,0
2024-05-01,45,0,0
2024-05-02,63,0,1
2024-05-03,22,0,0
2024-05-04,22,0,0
2024-05-05,6,0,1
2024-05-06,26,0,1
2024-05-07,60,0,0
2024-05-08,51,1,0
2024-05-09,14,3,0
