,apache/echarts,highcharts/highcharts,plotly/plotly.js
2022-01-21,4.0,3,4
2022-01-22,2.0,0,0
2022-01-23,11.0,0,0
2022-01-24,0.0,3,5
2022-01-25,4.0,4,7
2022-01-26,3.0,14,1
2022-01-27,1.0,1,8
2022-01-28,0.0,12,3
2022-01-29,0.0,19,1
2022-01-30,0.0,0,2
2022-01-31,0.0,10,0
2022-02-01,0.0,10,3
2022-02-02,0.0,4,0
2022-02-03,0.0,17,15
2022-02-04,0.0,11,20
2022-02-05,0.0,3,0
2022-02-06,0.0,2,0
2022-02-07,3.0,12,4
2022-02-08,0.0,13,2
2022-02-09,0.0,14,0
2022-02-10,0.0,7,9
2022-02-11,6.0,8,3
2022-02-12,0.0,0,3
2022-02-13,0.0,0,0
2022-02-14,1.0,7,0
2022-02-15,8.0,7,3
2022-02-16,2.0,6,0
2022-02-17,4.0,6,0
2022-02-18,6.0,1,1
2022-02-19,0.0,0,0
2022-02-20,0.0,5,0
2022-02-21,0.0,1,0
2022-02-22,0.0,2,0
2022-02-23,0.0,0,0
2022-02-24,0.0,4,3
2022-02-25,2.0,0,0
2022-02-26,0.0,0,0
2022-02-27,1.0,0,0
2022-02-28,5.0,3,0
2022-03-01,0.0,2,1
2022-03-02,5.0,2,0
2022-03-03,1.0,0,0
2022-03-04,0.0,15,8
2022-03-05,0.0,0,3
2022-03-06,0.0,0,0
2022-03-07,4.0,9,10
2022-03-08,1.0,0,14
2022-03-09,2.0,2,1
2022-03-10,0.0,2,2
2022-03-11,3.0,6,18
2022-03-12,3.0,0,3
2022-03-13,1.0,0,0
2022-03-14,6.0,3,1
2022-03-15,5.0,7,6
2022-03-16,2.0,42,0
2022-03-17,2.0,4,5
2022-03-18,5.0,6,13
2022-03-19,1.0,0,2
2022-03-20,1.0,0,2
2022-03-21,1.0,1,0
2022-03-22,2.0,6,5
2022-03-23,3.0,24,20
2022-03-24,6.0,1,1
2022-03-25,2.0,6,0
2022-03-26,0.0,1,0
2022-03-27,3.0,0,0
2022-03-28,6.0,7,0
2022-03-29,3.0,4,0
2022-03-30,3.0,28,0
2022-03-31,0.0,4,0
2022-04-01,8.0,5,4
2022-04-02,0.0,0,0
2022-04-03,0.0,0,0
2022-04-04,0.0,6,0
2022-04-05,2.0,3,0
2022-04-06,0.0,3,2
2022-04-07,0.0,0,22
2022-04-08,1.0,18,0
2022-04-09,2.0,0,0
2022-04-10,0.0,0,0
2022-04-11,5.0,5,0
2022-04-12,3.0,3,0
2022-04-13,5.0,4,0
2022-04-14,5.0,2,2
2022-04-15,3.0,0,0
2022-04-16,1.0,0,0
2022-04-17,1.0,0,0
2022-04-18,0.0,0,0
2022-04-19,0.0,7,0
2022-04-20,0.0,20,5
2022-04-21,7.0,6,3
2022-04-22,3.0,15,6
2022-04-23,0.0,0,0
2022-04-24,1.0,0,0
2022-04-25,0.0,16,7
2022-04-26,5.0,10,4
2022-04-27,4.0,22,1
2022-04-28,2.0,10,1
2022-04-29,2.0,5,2
2022-04-30,0.0,0,1
2022-05-01,1.0,0,0
2022-05-02,2.0,5,10
2022-05-03,1.0,4,0
2022-05-04,3.0,0,3
2022-05-05,2.0,1,3
2022-05-06,0.0,13,17
2022-05-07,0.0,0,0
2022-05-08,0.0,1,0
2022-05-09,0.0,4,19
2022-05-10,0.0,5,0
2022-05-11,2.0,19,3
2022-05-12,1.0,6,2
2022-05-13,0.0,9,2
2022-05-14,0.0,3,5
2022-05-15,0.0,5,0
2022-05-16,1.0,9,0
2022-05-17,0.0,1,0
2022-05-18,1.0,21,0
2022-05-19,1.0,5,2
2022-05-20,5.0,24,1
2022-05-21,1.0,0,0
2022-05-22,0.0,0,0
2022-05-23,2.0,9,1
2022-05-24,5.0,4,2
2022-05-25,3.0,1,3
2022-05-26,1.0,2,6
2022-05-27,1.0,2,2
2022-05-28,3.0,0,0
2022-05-29,0.0,0,0
2022-05-30,0.0,16,2
2022-05-31,0.0,4,3
2022-06-01,0.0,5,7
2022-06-02,0.0,1,0
2022-06-03,3.0,10,0
2022-06-04,1.0,0,0
2022-06-05,0.0,0,0
2022-06-06,0.0,1,0
2022-06-07,6.0,9,0
2022-06-08,3.0,0,0
2022-06-09,5.0,0,11
2022-06-10,0.0,1,5
2022-06-11,0.0,0,0
2022-06-12,0.0,1,0
2022-06-13,6.0,13,0
2022-06-14,5.0,4,10
2022-06-15,2.0,11,8
2022-06-16,1.0,7,1
2022-06-17,1.0,10,0
2022-06-18,1.0,1,0
2022-06-19,3.0,0,0
2022-06-20,3.0,2,4
2022-06-21,1.0,17,5
2022-06-22,0.0,7,22
2022-06-23,0.0,16,0
2022-06-24,0.0,14,4
2022-06-25,0.0,2,0
2022-06-26,0.0,2,0
2022-06-27,0.0,9,7
2022-06-28,0.0,0,4
2022-06-29,0.0,0,1
2022-06-30,0.0,2,3
2022-07-01,0.0,0,2
2022-07-02,0.0,0,0
2022-07-03,0.0,0,0
2022-07-04,4.0,27,0
2022-07-05,3.0,9,20
2022-07-06,1.0,17,13
2022-07-07,1.0,5,13
2022-07-08,1.0,34,26
2022-07-09,0.0,14,2
2022-07-10,1.0,1,0
2022-07-11,4.0,9,9
2022-07-12,3.0,10,12
2022-07-13,1.0,6,3
2022-07-14,2.0,17,16
2022-07-15,3.0,2,14
2022-07-16,0.0,0,0
2022-07-17,0.0,0,0
2022-07-18,2.0,5,6
2022-07-19,3.0,6,0
2022-07-20,2.0,2,2
2022-07-21,1.0,2,2
2022-07-22,5.0,0,0
2022-07-23,1.0,0,0
2022-07-24,0.0,0,0
2022-07-25,3.0,2,6
2022-07-26,2.0,2,4
2022-07-27,0.0,4,1
2022-07-28,4.0,1,5
2022-07-29,1.0,0,0
2022-07-30,1.0,0,0
2022-07-31,0.0,0,0
2022-08-01,4.0,4,0
2022-08-02,1.0,2,3
2022-08-03,0.0,0,0
2022-08-04,7.0,35,0
2022-08-05,3.0,70,0
2022-08-06,3.0,0,0
2022-08-07,0.0,0,0
2022-08-08,2.0,14,2
2022-08-09,5.0,5,2
2022-08-10,0.0,12,4
2022-08-11,0.0,24,6
2022-08-12,0.0,2,3
2022-08-13,0.0,0,0
2022-08-14,2.0,0,0
2022-08-15,3.0,13,0
2022-08-16,3.0,19,3
2022-08-17,1.0,2,0
2022-08-18,1.0,19,0
2022-08-19,0.0,7,7
2022-08-20,0.0,0,0
2022-08-21,1.0,0,0
2022-08-22,7.0,5,1
2022-08-23,1.0,15,0
2022-08-24,0.0,17,0
2022-08-25,1.0,9,2
2022-08-26,1.0,4,3
2022-08-27,1.0,0,0
2022-08-28,0.0,0,0
2022-08-29,3.0,16,0
2022-08-30,2.0,6,3
2022-08-31,1.0,6,2
2022-09-01,3.0,4,5
2022-09-02,9.0,19,10
2022-09-03,1.0,0,0
2022-09-04,0.0,0,0
2022-09-05,2.0,0,0
2022-09-06,2.0,26,4
2022-09-07,0.0,31,6
2022-09-08,0.0,8,4
2022-09-09,0.0,2,0
2022-09-10,0.0,0,0
2022-09-11,0.0,0,0
2022-09-12,0.0,14,1
2022-09-13,4.0,15,0
2022-09-14,2.0,4,0
2022-09-15,0.0,3,3
2022-09-16,0.0,0,1
2022-09-17,0.0,0,1
2022-09-18,0.0,0,0
2022-09-19,0.0,11,9
2022-09-20,0.0,7,2
2022-09-21,0.0,23,2
2022-09-22,5.0,8,6
2022-09-23,2.0,9,9
2022-09-24,2.0,0,0
2022-09-25,6.0,3,0
2022-09-26,2.0,12,0
2022-09-27,1.0,3,0
2022-09-28,1.0,6,0
2022-09-29,4.0,5,4
2022-09-30,0.0,10,0
2022-10-01,0.0,0,0
2022-10-02,0.0,0,0
2022-10-03,0.0,6,4
2022-10-04,0.0,5,4
2022-10-05,1.0,17,6
2022-10-06,0.0,29,12
2022-10-07,0.0,10,3
2022-10-08,5.0,0,0
2022-10-09,0.0,0,0
2022-10-10,0.0,3,0
2022-10-11,2.0,2,3
2022-10-12,0.0,2,1
2022-10-13,0.0,1,6
2022-10-14,2.0,3,14
2022-10-15,8.0,0,0
2022-10-16,10.0,0,0
2022-10-17,8.0,4,0
2022-10-18,5.0,13,0
2022-10-19,1.0,0,1
2022-10-20,6.0,1,0
2022-10-21,5.0,0,17
2022-10-22,2.0,0,1
2022-10-23,0.0,0,0
2022-10-24,2.0,3,4
2022-10-25,3.0,4,0
2022-10-26,0.0,17,0
2022-10-27,2.0,13,1
2022-10-28,0.0,9,0
2022-10-29,1.0,1,0
2022-10-30,1.0,1,0
2022-10-31,4.0,23,1
2022-11-01,1.0,13,6
2022-11-02,2.0,14,2
2022-11-03,0.0,16,2
2022-11-04,2.0,10,3
2022-11-05,1.0,2,0
2022-11-06,3.0,0,1
2022-11-07,2.0,7,2
2022-11-08,3.0,11,4
2022-11-09,3.0,6,8
2022-11-10,6.0,7,5
2022-11-11,2.0,37,10
2022-11-12,1.0,0,4
2022-11-13,2.0,0,0
2022-11-14,2.0,13,14
2022-11-15,4.0,10,0
2022-11-16,0.0,14,6
2022-11-17,3.0,14,5
2022-11-18,0.0,18,0
2022-11-19,0.0,0,0
2022-11-20,0.0,0,0
2022-11-21,2.0,13,1
2022-11-22,0.0,19,0
2022-11-23,0.0,10,0
2022-11-24,0.0,17,2
2022-11-25,7.0,8,0
2022-11-26,0.0,4,1
2022-11-27,0.0,0,0
2022-11-28,1.0,20,0
2022-11-29,4.0,24,0
2022-11-30,4.0,16,1
2022-12-01,3.0,29,6
2022-12-02,1.0,18,14
2022-12-03,0.0,0,0
2022-12-04,0.0,0,2
2022-12-05,1.0,21,2
2022-12-06,0.0,29,3
2022-12-07,1.0,7,3
2022-12-08,2.0,5,0
2022-12-09,2.0,24,4
2022-12-10,1.0,7,0
2022-12-11,0.0,0,0
2022-12-12,3.0,40,3
2022-12-13,0.0,15,3
2022-12-14,2.0,21,6
2022-12-15,1.0,11,5
2022-12-16,1.0,21,5
2022-12-17,0.0,0,0
2022-12-18,0.0,0,0
2022-12-19,0.0,26,2
2022-12-20,1.0,94,10
2022-12-21,0.0,56,20
2022-12-22,0.0,12,8
2022-12-23,0.0,9,8
2022-12-24,0.0,2,1
2022-12-25,1.0,0,0
2022-12-26,1.0,0,2
2022-12-27,1.0,6,0
2022-12-28,1.0,7,0
2022-12-29,0.0,17,0
2022-12-30,0.0,11,0
2022-12-31,2.0,0,0
2023-01-01,0.0,0,0
2023-01-02,0.0,18,0
2023-01-03,0.0,27,13
2023-01-04,0.0,54,5
2023-01-05,0.0,35,1
2023-01-06,1.0,13,1
2023-01-07,0.0,1,1
2023-01-08,0.0,0,2
2023-01-09,0.0,16,4
2023-01-10,0.0,19,2
2023-01-11,0.0,16,8
2023-01-12,0.0,29,8
2023-01-13,0.0,26,0
2023-01-14,0.0,3,0
2023-01-15,0.0,2,0
2023-01-16,0.0,52,0
2023-01-17,0.0,48,2
2023-01-18,0.0,29,8
2023-01-19,0.0,31,5
2023-01-20,0.0,22,0
2023-01-21,0.0,0,0
2023-01-22,0.0,0,0
2023-01-23,1.0,32,0
2023-01-24,0.0,48,4
2023-01-25,0.0,45,0
2023-01-26,0.0,31,1
2023-01-27,0.0,30,0
2023-01-28,0.0,1,0
2023-01-29,0.0,1,1
2023-01-30,0.0,38,5
2023-01-31,0.0,28,0
2023-02-01,1.0,29,12
2023-02-02,3.0,23,6
2023-02-03,0.0,22,7
2023-02-04,1.0,1,0
2023-02-05,1.0,0,0
2023-02-06,0.0,32,10
2023-02-07,0.0,27,6
2023-02-08,0.0,22,2
2023-02-09,0.0,19,8
2023-02-10,0.0,8,7
2023-02-11,0.0,2,0
2023-02-12,1.0,0,0
2023-02-13,0.0,25,3
2023-02-14,0.0,20,2
2023-02-15,1.0,24,13
2023-02-16,2.0,17,6
2023-02-17,1.0,15,12
2023-02-18,1.0,1,1
2023-02-19,0.0,0,0
2023-02-20,0.0,12,35
2023-02-21,1.0,23,5
2023-02-22,1.0,17,0
2023-02-23,2.0,20,7
2023-02-24,1.0,18,22
2023-02-25,1.0,3,1
2023-02-26,0.0,1,0
2023-02-27,2.0,54,8
2023-02-28,0.0,34,10
2023-03-01,0.0,24,20
2023-03-02,0.0,17,8
2023-03-03,2.0,37,1
2023-03-04,0.0,1,0
2023-03-05,1.0,1,0
2023-03-06,5.0,38,26
2023-03-07,2.0,31,9
2023-03-08,1.0,20,13
2023-03-09,1.0,24,30
2023-03-10,0.0,34,31
2023-03-11,0.0,8,2
2023-03-12,0.0,1,0
2023-03-13,0.0,46,24
2023-03-14,2.0,35,8
2023-03-15,1.0,11,18
2023-03-16,0.0,18,0
2023-03-17,0.0,18,6
2023-03-18,0.0,2,0
2023-03-19,0.0,1,0
2023-03-20,0.0,36,0
2023-03-21,1.0,50,11
2023-03-22,0.0,26,1
2023-03-23,6.0,24,0
2023-03-24,2.0,16,1
2023-03-25,0.0,4,0
2023-03-26,0.0,0,0
2023-03-27,5.0,21,0
2023-03-28,1.0,25,4
2023-03-29,0.0,22,9
2023-03-30,0.0,19,0
2023-03-31,4.0,25,6
2023-04-01,0.0,1,0
2023-04-02,0.0,1,0
2023-04-03,5.0,23,3
2023-04-04,0.0,10,0
2023-04-05,0.0,4,0
2023-04-06,0.0,2,0
2023-04-07,0.0,6,1
2023-04-08,0.0,0,1
2023-04-09,0.0,0,0
2023-04-10,0.0,0,5
2023-04-11,1.0,39,0
2023-04-12,0.0,21,3
2023-04-13,1.0,24,2
2023-04-14,0.0,9,9
2023-04-15,0.0,2,3
2023-04-16,0.0,10,1
2023-04-17,1.0,40,11
2023-04-18,2.0,50,1
2023-04-19,4.0,43,0
2023-04-20,4.0,22,1
2023-04-21,3.0,26,3
2023-04-22,0.0,6,0
2023-04-23,1.0,6,0
2023-04-24,0.0,54,3
2023-04-25,4.0,35,5
2023-04-26,0.0,24,9
2023-04-27,1.0,13,11
2023-04-28,1.0,15,1
2023-04-29,0.0,1,0
2023-04-30,0.0,0,0
2023-05-01,0.0,1,3
2023-05-02,0.0,29,13
2023-05-03,0.0,15,2
2023-05-04,1.0,10,0
2023-05-05,0.0,6,3
2023-05-06,1.0,0,0
2023-05-07,0.0,1,0
2023-05-08,0.0,17,7
2023-05-09,0.0,28,1
2023-05-10,0.0,23,4
2023-05-11,2.0,18,5
2023-05-12,0.0,16,31
2023-05-13,0.0,1,2
2023-05-14,2.0,2,4
2023-05-15,2.0,19,4
2023-05-16,0.0,28,0
2023-05-17,0.0,12,8
2023-05-18,0.0,7,5
2023-05-19,0.0,7,6
2023-05-20,0.0,0,0
2023-05-21,0.0,0,0
2023-05-22,0.0,58,0
2023-05-23,1.0,37,2
2023-05-24,1.0,52,4
2023-05-25,0.0,15,1
2023-05-26,0.0,38,1
2023-05-27,0.0,1,0
2023-05-28,0.0,0,0
2023-05-29,0.0,4,4
2023-05-30,0.0,19,6
2023-05-31,1.0,18,8
2023-06-01,0.0,11,7
2023-06-02,0.0,13,7
2023-06-03,0.0,2,3
2023-06-04,0.0,0,0
2023-06-05,0.0,23,6
2023-06-06,0.0,16,8
2023-06-07,3.0,31,6
2023-06-08,6.0,7,2
2023-06-09,0.0,3,5
2023-06-10,0.0,1,0
2023-06-11,0.0,1,0
2023-06-12,0.0,9,2
2023-06-13,3.0,12,0
2023-06-14,2.0,16,0
2023-06-15,0.0,34,0
2023-06-16,0.0,33,0
2023-06-17,0.0,1,0
2023-06-18,0.0,1,0
2023-06-19,0.0,20,0
2023-06-20,0.0,39,0
2023-06-21,0.0,9,2
2023-06-22,0.0,34,0
2023-06-23,0.0,37,1
2023-06-24,0.0,0,0
2023-06-25,0.0,1,0
2023-06-26,4.0,35,0
2023-06-27,6.0,22,3
2023-06-28,1.0,43,10
2023-06-29,8.0,52,7
2023-06-30,0.0,40,4
2023-07-01,3.0,0,0
2023-07-02,0.0,5,0
2023-07-03,2.0,252,0
2023-07-04,3.0,40,8
2023-07-05,6.0,50,15
2023-07-06,0.0,42,3
2023-07-07,2.0,23,5
2023-07-08,0.0,0,0
2023-07-09,4.0,0,0
2023-07-10,1.0,30,2
2023-07-11,0.0,12,0
2023-07-12,0.0,12,0
2023-07-13,2.0,12,0
2023-07-14,0.0,22,0
2023-07-15,0.0,0,0
2023-07-16,0.0,0,0
2023-07-17,0.0,21,7
2023-07-18,3.0,12,12
2023-07-19,1.0,22,4
2023-07-20,0.0,3,3
2023-07-21,0.0,3,2
2023-07-22,0.0,0,0
2023-07-23,1.0,0,0
2023-07-24,0.0,15,4
2023-07-25,0.0,8,11
2023-07-26,0.0,7,1
2023-07-27,0.0,11,0
2023-07-28,0.0,4,4
2023-07-29,0.0,3,0
2023-07-30,0.0,0,0
2023-07-31,0.0,17,5
2023-08-01,0.0,23,3
2023-08-02,2.0,9,8
2023-08-03,0.0,16,0
2023-08-04,1.0,16,0
2023-08-05,1.0,0,2
2023-08-06,0.0,0,0
2023-08-07,0.0,15,0
2023-08-08,0.0,5,1
2023-08-09,0.0,19,0
2023-08-10,0.0,21,2
2023-08-11,0.0,14,14
2023-08-12,0.0,0,3
2023-08-13,0.0,0,0
2023-08-14,0.0,23,0
2023-08-15,0.0,3,7
2023-08-16,0.0,40,7
2023-08-17,0.0,38,2
2023-08-18,0.0,21,6
2023-08-19,0.0,0,0
2023-08-20,0.0,0,6
2023-08-21,0.0,52,2
2023-08-22,0.0,44,7
2023-08-23,1.0,34,1
2023-08-24,0.0,206,4
2023-08-25,0.0,24,0
2023-08-26,0.0,0,0
2023-08-27,0.0,1,0
2023-08-28,0.0,64,0
2023-08-29,1.0,32,1
2023-08-30,1.0,51,0
2023-08-31,0.0,68,3
2023-09-01,0.0,27,2
2023-09-02,1.0,0,1
2023-09-03,1.0,6,0
2023-09-04,0.0,45,0
2023-09-05,0.0,33,0
2023-09-06,0.0,27,0
2023-09-07,0.0,25,0
2023-09-08,0.0,21,0
2023-09-09,5.0,0,0
2023-09-10,1.0,0,0
2023-09-11,1.0,23,1
2023-09-12,2.0,30,0
2023-09-13,1.0,18,1
2023-09-14,0.0,25,3
2023-09-15,2.0,12,4
2023-09-16,0.0,0,0
2023-09-17,0.0,0,8
2023-09-18,0.0,25,0
2023-09-19,2.0,23,2
2023-09-20,0.0,28,0
2023-09-21,0.0,43,1
2023-09-22,2.0,16,10
2023-09-23,0.0,0,0
2023-09-24,0.0,0,0
2023-09-25,0.0,5,1
2023-09-26,3.0,20,0
2023-09-27,1.0,10,1
2023-09-28,0.0,28,1
2023-09-29,0.0,3,0
2023-09-30,0.0,5,3
2023-10-01,0.0,7,0
2023-10-02,0.0,15,0
2023-10-03,1.0,35,2
2023-10-04,1.0,17,14
2023-10-05,0.0,29,0
2023-10-06,1.0,51,0
2023-10-07,0.0,1,0
2023-10-08,2.0,9,0
2023-10-09,0.0,14,0
2023-10-10,0.0,6,1
2023-10-11,0.0,19,0
2023-10-12,1.0,30,0
2023-10-13,0.0,35,1
2023-10-14,0.0,0,0
2023-10-15,0.0,0,0
2023-10-16,0.0,34,1
2023-10-17,1.0,5,0
2023-10-18,2.0,16,4
2023-10-19,0.0,20,3
2023-10-20,3.0,49,6
2023-10-21,0.0,0,0
2023-10-22,0.0,1,0
2023-10-23,1.0,34,0
2023-10-24,2.0,11,2
2023-10-25,1.0,14,0
2023-10-26,0.0,23,2
2023-10-27,1.0,6,0
2023-10-28,0.0,7,0
2023-10-29,0.0,0,0
2023-10-30,0.0,12,1
2023-10-31,0.0,57,3
2023-11-01,1.0,20,0
2023-11-02,0.0,21,2
2023-11-03,0.0,30,0
2023-11-04,0.0,5,0
2023-11-05,0.0,0,0
2023-11-06,2.0,21,0
2023-11-07,0.0,19,5
2023-11-08,2.0,32,8
2023-11-09,0.0,12,6
2023-11-10,0.0,37,5
2023-11-11,0.0,1,0
2023-11-12,0.0,1,0
2023-11-13,0.0,20,2
2023-11-14,0.0,14,2
2023-11-15,0.0,34,0
2023-11-16,3.0,16,0
2023-11-17,0.0,11,0
2023-11-18,0.0,8,2
2023-11-19,0.0,1,0
2023-11-20,0.0,12,1
2023-11-21,0.0,6,0
2023-11-22,0.0,12,7
2023-11-23,0.0,34,6
2023-11-24,0.0,9,6
2023-11-25,1.0,0,1
2023-11-26,0.0,0,0
2023-11-27,1.0,8,4
2023-11-28,0.0,45,6
2023-11-29,0.0,25,2
2023-11-30,2.0,13,0
2023-12-01,0.0,7,1
2023-12-02,0.0,0,0
2023-12-03,0.0,1,0
2023-12-04,1.0,19,0
2023-12-05,1.0,36,5
2023-12-06,0.0,15,0
2023-12-07,0.0,53,1
2023-12-08,0.0,20,5
2023-12-09,0.0,13,0
2023-12-10,0.0,0,1
2023-12-11,0.0,16,0
2023-12-12,0.0,34,1
2023-12-13,0.0,15,2
2023-12-14,0.0,39,1
2023-12-15,0.0,12,11
2023-12-16,0.0,0,2
2023-12-17,0.0,1,0
2023-12-18,0.0,14,0
2023-12-19,0.0,6,1
2023-12-20,2.0,39,0
2023-12-21,0.0,5,0
2023-12-22,0.0,11,0
2023-12-23,0.0,0,0
2023-12-24,0.0,0,0
2023-12-25,0.0,0,2
2023-12-26,1.0,0,0
2023-12-27,0.0,9,1
2023-12-28,1.0,5,0
2023-12-29,2.0,4,0
2023-12-30,0.0,0,5
2023-12-31,5.0,0,0
2024-01-01,2.0,0,0
2024-01-02,2.0,13,8
2024-01-03,2.0,15,7
2024-01-04,2.0,36,3
2024-01-05,1.0,11,10
2024-01-06,2.0,2,13
2024-01-07,2.0,4,0
2024-01-08,2.0,31,4
2024-01-09,0.0,17,6
2024-01-10,0.0,29,3
2024-01-11,0.0,58,3
2024-01-12,2.0,49,2
2024-01-13,0.0,8,0
2024-01-14,0.0,9,0
