,typesense/typesense,meilisearch/meilisearch,elastic/elasticsearch
2023-02-12,2,0.0,1
2023-02-13,1,13.0,25
2023-02-14,2,14.0,28
2023-02-15,2,2.0,13
2023-02-16,33,13.0,19
2023-02-17,3,1.0,6
2023-02-18,2,0.0,1
2023-02-19,0,0.0,0
2023-02-20,4,19.0,21
2023-02-21,4,8.0,26
2023-02-22,3,16.0,25
2023-02-23,0,21.0,27
2023-02-24,1,0.0,14
2023-02-25,0,0.0,1
2023-02-26,3,0.0,0
2023-02-27,4,2.0,18
2023-02-28,1,1.0,24
2023-03-01,2,1.0,27
2023-03-02,3,0.0,26
2023-03-03,9,3.0,3
2023-03-04,0,0.0,2
2023-03-05,3,0.0,0
2023-03-06,3,9.0,26
2023-03-07,2,4.0,23
2023-03-08,0,10.0,35
2023-03-09,0,15.0,17
2023-03-10,54,0.0,32
2023-03-11,2,0.0,3
2023-03-12,0,0.0,0
2023-03-13,2,3.0,3
2023-03-14,3,2.0,7
2023-03-15,2,6.0,5
2023-03-16,8,1.0,6
2023-03-17,0,0.0,1
2023-03-18,4,0.0,3
2023-03-19,4,0.0,0
2023-03-20,2,75.0,22
2023-03-21,0,3.0,32
2023-03-22,3,2.0,28
2023-03-23,3,8.0,20
2023-03-24,0,0.0,22
2023-03-25,1,0.0,1
2023-03-26,0,1.0,2
2023-03-27,0,8.0,41
2023-03-28,1,6.0,36
2023-03-29,1,11.0,29
2023-03-30,0,25.0,34
2023-03-31,2,1.0,34
2023-04-01,1,0.0,0
2023-04-02,4,0.0,0
2023-04-03,2,16.0,12
2023-04-04,0,12.0,23
2023-04-05,6,12.0,34
2023-04-06,1,25.0,20
2023-04-07,2,6.0,6
2023-04-08,0,0.0,0
2023-04-09,0,0.0,2
2023-04-10,4,0.0,16
2023-04-11,3,1.0,39
2023-04-12,1,16.0,25
2023-04-13,2,16.0,24
2023-04-14,0,0.0,5
2023-04-15,0,0.0,1
2023-04-16,0,0.0,0
2023-04-17,2,0.0,48
2023-04-18,3,4.0,40
2023-04-19,2,0.0,22
2023-04-20,1,0.0,43
2023-04-21,1,0.0,35
2023-04-22,1,0.0,4
2023-04-23,0,0.0,0
2023-04-24,1,8.0,33
2023-04-25,1,7.0,24
2023-04-26,0,9.0,22
2023-04-27,0,3.0,29
2023-04-28,1,1.0,20
2023-04-29,1,4.0,3
2023-04-30,0,0.0,1
2023-05-01,6,0.0,13
2023-05-02,2,18.0,28
2023-05-03,3,33.0,39
2023-05-04,8,14.0,33
2023-05-05,0,0.0,21
2023-05-06,4,1.0,1
2023-05-07,2,0.0,2
2023-05-08,4,3.0,18
2023-05-09,4,0.0,32
2023-05-10,4,6.0,25
2023-05-11,2,1.0,25
2023-05-12,59,0.0,17
2023-05-13,3,0.0,1
2023-05-14,3,0.0,0
2023-05-15,3,7.0,22
2023-05-16,57,10.0,31
2023-05-17,19,2.0,28
2023-05-18,4,0.0,10
2023-05-19,5,0.0,1
2023-05-20,2,0.0,0
2023-05-21,0,0.0,0
2023-05-22,5,2.0,29
2023-05-23,8,4.0,24
2023-05-24,7,4.0,29
2023-05-25,8,11.0,29
2023-05-26,5,0.0,22
2023-05-27,2,0.0,2
2023-05-28,0,0.0,2
2023-05-29,2,11.0,8
2023-05-30,8,2.0,24
2023-05-31,80,0.0,16
2023-06-01,6,0.0,32
2023-06-02,2,0.0,20
2023-06-03,2,0.0,3
2023-06-04,1,0.0,0
2023-06-05,7,1.0,24
2023-06-06,2,3.0,32
2023-06-07,4,1.0,33
2023-06-08,3,3.0,29
2023-06-09,0,0.0,20
2023-06-10,0,0.0,2
2023-06-11,0,0.0,0
2023-06-12,1,1.0,27
2023-06-13,3,0.0,25
2023-06-14,7,3.0,39
2023-06-15,5,0.0,22
2023-06-16,15,0.0,6
2023-06-17,5,0.0,1
2023-06-18,4,0.0,3
2023-06-19,7,1.0,17
2023-06-20,4,7.0,36
2023-06-21,3,1.0,16
2023-06-22,5,14.0,36
2023-06-23,6,3.0,16
2023-06-24,2,0.0,7
2023-06-25,0,0.0,1
2023-06-26,84,23.0,29
2023-06-27,42,43.0,27
2023-06-28,4,39.0,28
2023-06-29,2,28.0,34
2023-06-30,6,2.0,21
2023-07-01,5,1.0,2
2023-07-02,5,0.0,3
2023-07-03,10,9.0,19
2023-07-04,14,2.0,20
2023-07-05,0,2.0,20
2023-07-06,10,10.0,20
2023-07-07,10,0.0,33
2023-07-08,5,0.0,2
2023-07-09,2,0.0,2
2023-07-10,4,6.0,36
2023-07-11,6,0.0,34
2023-07-12,4,6.0,29
2023-07-13,4,4.0,22
2023-07-14,2,11.0,20
2023-07-15,0,0.0,3
2023-07-16,0,0.0,0
2023-07-17,0,2.0,19
2023-07-18,6,6.0,29
2023-07-19,3,1.0,22
2023-07-20,5,3.0,27
2023-07-21,5,0.0,4
