,elastic/elasticsearch,typesense/typesense,meilisearch/meilisearch
2025-02-05,36,2,21.0
2025-02-06,39,6,15.0
2025-02-07,44,6,0.0
2025-02-08,7,0,0.0
2025-02-09,7,4,0.0
2025-02-10,38,2,9.0
2025-02-11,40,21,12.0
2025-02-12,42,19,13.0
2025-02-13,52,0,0.0
2025-02-14,32,7,0.0
2025-02-15,25,0,0.0
2025-02-16,12,0,0.0
2025-02-17,34,6,0.0
2025-02-18,29,2,6.0
2025-02-19,33,8,6.0
2025-02-20,35,11,7.0
2025-02-21,56,1,0.0
2025-02-22,7,0,0.0
2025-02-23,2,0,0.0
2025-02-24,38,3,9.0
2025-02-25,28,2,3.0
2025-02-26,35,1,17.0
2025-02-27,34,2,5.0
2025-02-28,29,4,0.0
2025-03-01,5,1,0.0
2025-03-02,7,0,0.0
2025-03-03,36,2,18.0
2025-03-04,46,4,0.0
2025-03-05,41,3,14.0
2025-03-06,34,0,4.0
2025-03-07,31,5,0.0
2025-03-08,12,0,0.0
2025-03-09,6,0,0.0
2025-03-10,27,1,14.0
2025-03-11,27,3,8.0
2025-03-12,30,7,8.0
2025-03-13,40,1,35.0
2025-03-14,33,4,1.0
2025-03-15,12,0,0.0
2025-03-16,11,0,0.0
2025-03-17,26,0,9.0
2025-03-18,35,0,3.0
2025-03-19,23,3,6.0
2025-03-20,38,6,19.0
2025-03-21,29,10,1.0
2025-03-22,3,1,0.0
2025-03-23,1,0,1.0
2025-03-24,26,13,5.0
2025-03-25,29,8,21.0
2025-03-26,45,3,11.0
2025-03-27,23,4,7.0
2025-03-28,37,8,0.0
2025-03-29,1,3,0.0
2025-03-30,5,0,0.0
2025-03-31,33,6,11.0
2025-04-01,34,4,8.0
2025-04-02,40,2,6.0
2025-04-03,37,2,9.0
2025-04-04,44,6,0.0
2025-04-05,13,0,0.0
2025-04-06,1,1,0.0
2025-04-07,25,2,0.0
2025-04-08,26,1,1.0
2025-04-09,33,9,0.0
2025-04-10,27,3,0.0
2025-04-11,44,7,0.0
2025-04-12,3,2,0.0
2025-04-13,0,1,0.0
2025-04-14,25,6,15.0
2025-04-15,40,2,9.0
2025-04-16,34,3,6.0
2025-04-17,36,1,10.0
2025-04-18,22,4,0.0
2025-04-19,4,1,0.0
2025-04-20,2,4,0.0
2025-04-21,14,0,0.0
2025-04-22,29,0,1.0
2025-04-23,44,2,3.0
2025-04-24,30,2,13.0
2025-04-25,25,2,0.0
2025-04-26,4,0,1.0
2025-04-27,0,0,0.0
2025-04-28,20,0,1.0
2025-04-29,22,3,9.0
2025-04-30,23,6,4.0
2025-05-01,21,0,1.0
2025-05-02,13,13,0.0
2025-05-03,5,1,0.0
2025-05-04,5,1,0.0
2025-05-05,26,2,3.0
2025-05-06,38,1,1.0
2025-05-07,38,1,1.0
2025-05-08,27,1,2.0
2025-05-09,24,1,1.0
2025-05-10,3,1,0.0
2025-05-11,4,0,0.0
2025-05-12,10,1,11.0
2025-05-13,4,1,3.0
2025-05-14,7,4,10.0
2025-05-15,2,4,7.0
2025-05-16,4,7,7.0
2025-05-17,2,0,0.0
2025-05-18,1,0,0.0
2025-05-19,13,0,11.0
2025-05-20,23,4,7.0
2025-05-21,25,3,9.0
2025-05-22,25,1,8.0
2025-05-23,29,6,0.0
2025-05-24,4,1,0.0
2025-05-25,3,1,1.0
2025-05-26,12,2,10.0
2025-05-27,28,1,6.0
2025-05-28,17,1,29.0
2025-05-29,22,1,8.0
2025-05-30,20,1,4.0
2025-05-31,11,0,0.0
2025-06-01,3,0,0.0
2025-06-02,29,1,23.0
2025-06-03,40,1,88.0
2025-06-04,31,1,18.0
2025-06-05,19,0,13.0
2025-06-06,39,3,12.0
2025-06-07,1,0,0.0
2025-06-08,1,0,0.0
2025-06-09,12,0,6.0
2025-06-10,21,1,43.0
2025-06-11,31,0,14.0
2025-06-12,26,0,19.0
2025-06-13,23,2,0.0
2025-06-14,1,0,4.0
2025-06-15,2,0,0.0
2025-06-16,35,1,8.0
2025-06-17,57,2,5.0
2025-06-18,34,2,3.0
2025-06-19,25,0,15.0
2025-06-20,28,0,1.0
2025-06-21,1,0,0.0
2025-06-22,4,0,4.0
2025-06-23,43,2,7.0
2025-06-24,37,5,11.0
2025-06-25,34,2,21.0
2025-06-26,39,1,28.0
2025-06-27,37,0,7.0
2025-06-28,8,3,0.0
2025-06-29,3,1,0.0
2025-06-30,31,3,16.0
2025-07-01,20,2,65.0
2025-07-02,35,0,17.0
2025-07-03,38,0,35.0
2025-07-04,34,1,10.0
2025-07-05,3,0,0.0
2025-07-06,4,0,0.0
2025-07-07,36,2,19.0
2025-07-08,43,5,24.0
2025-07-09,22,1,3.0
2025-07-10,35,1,10.0
2025-07-11,28,0,13.0
2025-07-12,7,0,3.0
2025-07-13,2,0,2.0
2025-07-14,25,0,0.0
2025-07-15,46,0,18.0
2025-07-16,31,2,7.0
2025-07-17,30,0,12.0
2025-07-18,35,0,0.0
2025-07-19,2,0,0.0
2025-07-20,1,0,8.0
2025-07-21,25,0,12.0
