,facebook/react-native,NativeScript/NativeScript,flutter/flutter
2020-05-10,7,0,5
2020-05-11,14,0,17
2020-05-12,11,0,7
2020-05-13,13,0,12
2020-05-14,16,0,35
2020-05-15,11,0,4
2020-05-16,6,0,10
2020-05-17,1,0,0
2020-05-18,12,0,31
2020-05-19,10,0,5
2020-05-20,19,0,14
2020-05-21,20,0,7
2020-05-22,9,0,2
2020-05-23,1,0,1
2020-05-24,1,0,0
2020-05-25,0,0,0
2020-05-26,7,0,2
2020-05-27,10,0,28
2020-05-28,9,0,18
2020-05-29,9,0,17
2020-05-30,3,0,1
2020-05-31,0,0,5
2020-06-01,1,0,12
2020-06-02,3,0,12
2020-06-03,6,2,30
2020-06-04,6,3,31
2020-06-05,4,1,15
2020-06-06,6,4,5
2020-06-07,3,0,6
2020-06-08,6,1,25
2020-06-09,9,0,20
2020-06-10,5,2,15
2020-06-11,12,0,14
2020-06-12,7,0,12
2020-06-13,1,1,1
2020-06-14,3,0,0
2020-06-15,1,0,14
2020-06-16,10,3,25
2020-06-17,8,2,10
2020-06-18,7,2,25
2020-06-19,7,1,16
2020-06-20,6,1,0
2020-06-21,2,0,0
2020-06-22,3,0,4
2020-06-23,7,0,40
2020-06-24,5,2,28
2020-06-25,3,0,13
2020-06-26,0,0,17
2020-06-27,2,0,1
2020-06-28,2,0,0
2020-06-29,12,0,17
2020-06-30,14,3,17
2020-07-01,8,0,5
2020-07-02,18,0,9
2020-07-03,2,0,0
2020-07-04,1,0,0
2020-07-05,0,0,4
2020-07-06,6,2,8
2020-07-07,9,3,13
2020-07-08,3,0,24
2020-07-09,6,0,32
2020-07-10,6,0,16
2020-07-11,7,2,5
2020-07-12,1,0,0
2020-07-13,2,0,18
2020-07-14,11,0,21
2020-07-15,7,0,29
2020-07-16,13,0,23
2020-07-17,4,0,17
2020-07-18,0,0,0
2020-07-19,1,0,0
2020-07-20,7,2,14
2020-07-21,2,2,14
2020-07-22,5,3,1
2020-07-23,3,0,32
2020-07-24,5,0,17
2020-07-25,6,0,4
2020-07-26,0,0,0
2020-07-27,14,0,2
2020-07-28,10,0,45
2020-07-29,6,0,26
2020-07-30,5,0,19
2020-07-31,18,0,11
2020-08-01,11,0,1
2020-08-02,5,0,0
2020-08-03,7,0,17
2020-08-04,14,0,26
2020-08-05,14,0,30
2020-08-06,28,0,29
2020-08-07,11,2,2
2020-08-08,6,0,15
2020-08-09,2,0,9
2020-08-10,12,0,10
2020-08-11,6,0,39
2020-08-12,7,2,18
2020-08-13,6,0,23
2020-08-14,6,0,19
2020-08-15,1,0,4
2020-08-16,4,0,1
2020-08-17,10,0,20
2020-08-18,5,0,13
2020-08-19,9,1,37
2020-08-20,5,0,22
2020-08-21,13,0,22
2020-08-22,9,0,2
2020-08-23,2,0,0
2020-08-24,24,0,18
2020-08-25,20,0,20
2020-08-26,6,4,12
2020-08-27,16,3,16
2020-08-28,14,2,21
2020-08-29,1,1,7
2020-08-30,0,1,3
2020-08-31,4,0,22
2020-09-01,2,1,10
2020-09-02,10,0,18
2020-09-03,7,3,25
2020-09-04,3,0,2
2020-09-05,1,0,3
2020-09-06,0,2,0
2020-09-07,1,1,1
2020-09-08,6,0,17
2020-09-09,8,4,15
2020-09-10,4,6,14
2020-09-11,21,0,13
2020-09-12,2,3,8
2020-09-13,4,0,6
2020-09-14,6,0,1
2020-09-15,2,1,34
2020-09-16,4,1,20
2020-09-17,22,0,33
2020-09-18,11,0,14
2020-09-19,4,0,6
2020-09-20,5,1,0
2020-09-21,8,0,12
2020-09-22,9,0,20
2020-09-23,5,6,33
2020-09-24,10,1,18
2020-09-25,3,5,24
2020-09-26,8,2,4
2020-09-27,3,1,4
2020-09-28,6,0,17
2020-09-29,40,3,21
2020-09-30,11,3,23
2020-10-01,14,1,17
2020-10-02,16,0,16
2020-10-03,2,2,8
2020-10-04,1,0,4
2020-10-05,7,0,24
2020-10-06,6,3,26
2020-10-07,7,0,33
2020-10-08,4,0,34
2020-10-09,5,0,31
2020-10-10,5,3,5
2020-10-11,0,0,0
2020-10-12,5,0,36
2020-10-13,11,0,24
2020-10-14,5,0,25
2020-10-15,11,0,28
2020-10-16,13,0,22
2020-10-17,4,3,2
2020-10-18,0,1,3
2020-10-19,9,1,26
2020-10-20,16,0,13
2020-10-21,5,1,15
2020-10-22,4,0,31
2020-10-23,13,0,21
2020-10-24,12,0,5
2020-10-25,0,0,3
2020-10-26,7,2,20
2020-10-27,19,1,28
2020-10-28,5,2,18
2020-10-29,8,0,37
2020-10-30,8,0,17
2020-10-31,7,0,4
2020-11-01,0,0,4
2020-11-02,1,0,18
2020-11-03,3,0,23
2020-11-04,9,0,17
2020-11-05,3,0,29
2020-11-06,17,0,26
2020-11-07,2,1,13
2020-11-08,4,0,0
2020-11-09,6,0,24
2020-11-10,3,1,17
2020-11-11,3,3,18
2020-11-12,8,4,20
2020-11-13,4,6,17
2020-11-14,9,6,8
2020-11-15,0,0,1
2020-11-16,4,1,15
2020-11-17,4,6,12
2020-11-18,8,3,22
2020-11-19,23,5,13
2020-11-20,8,4,23
2020-11-21,5,1,6
2020-11-22,1,13,1
2020-11-23,0,6,12
2020-11-24,1,1,6
2020-11-25,0,4,11
2020-11-26,1,0,1
2020-11-27,1,0,0
2020-11-28,0,2,0
2020-11-29,1,1,0
2020-11-30,3,1,1
2020-12-01,5,3,26
2020-12-02,6,0,14
2020-12-03,4,1,20
2020-12-04,17,0,19
2020-12-05,3,0,11
2020-12-06,2,0,1
2020-12-07,5,2,13
2020-12-08,7,1,16
2020-12-09,6,0,19
2020-12-10,10,0,8
2020-12-11,13,0,19
2020-12-12,3,0,1
2020-12-13,11,0,1
2020-12-14,6,0,8
2020-12-15,8,0,24
2020-12-16,6,1,30
2020-12-17,6,0,16
2020-12-18,8,0,8
2020-12-19,8,3,0
2020-12-20,1,0,0
2020-12-21,3,0,8
2020-12-22,9,0,14
2020-12-23,10,1,13
2020-12-24,5,0,11
2020-12-25,0,0,2
2020-12-26,0,0,3
2020-12-27,1,0,0
2020-12-28,2,10,7
2020-12-29,12,0,8
2020-12-30,2,3,10
2020-12-31,1,0,5
2021-01-01,2,0,0
2021-01-02,0,1,0
2021-01-03,0,2,1
2021-01-04,10,0,5
2021-01-05,4,2,20
2021-01-06,4,0,22
2021-01-07,5,0,29
2021-01-08,12,0,26
2021-01-09,3,0,5
2021-01-10,4,0,0
2021-01-11,7,0,14
2021-01-12,6,0,17
2021-01-13,2,1,23
2021-01-14,6,3,25
2021-01-15,10,0,32
2021-01-16,5,0,11
2021-01-17,2,2,3
2021-01-18,0,0,1
2021-01-19,5,0,13
2021-01-20,3,1,27
2021-01-21,5,0,16
2021-01-22,10,3,17
2021-01-23,13,2,18
2021-01-24,0,0,3
2021-01-25,6,0,18
2021-01-26,12,4,26
2021-01-27,9,0,29
2021-01-28,32,2,27
2021-01-29,4,13,26
2021-01-30,1,0,2
2021-01-31,2,1,0
2021-02-01,7,1,22
2021-02-02,8,0,33
2021-02-03,13,0,32
2021-02-04,12,6,27
2021-02-05,16,7,7
2021-02-06,3,0,1
2021-02-07,5,2,0
2021-02-08,5,0,1
2021-02-09,9,0,34
2021-02-10,20,0,11
2021-02-11,7,1,31
2021-02-12,5,0,18
2021-02-13,1,0,5
2021-02-14,0,0,1
2021-02-15,1,0,3
2021-02-16,10,0,16
2021-02-17,10,0,27
2021-02-18,10,0,29
2021-02-19,7,0,16
2021-02-20,4,3,10
2021-02-21,1,0,0
2021-02-22,7,0,15
2021-02-23,7,0,15
2021-02-24,7,0,32
2021-02-25,6,1,20
2021-02-26,2,1,19
2021-02-27,19,6,7
2021-02-28,4,0,3
2021-03-01,1,4,16
2021-03-02,10,10,26
2021-03-03,12,76,12
2021-03-04,11,1,23
2021-03-05,6,3,24
2021-03-06,12,0,9
2021-03-07,5,2,0
2021-03-08,5,1,13
2021-03-09,7,2,19
2021-03-10,8,0,20
2021-03-11,13,4,23
2021-03-12,8,1,15
2021-03-13,0,0,16
2021-03-14,0,0,0
2021-03-15,9,0,17
2021-03-16,5,0,24
2021-03-17,14,0,27
2021-03-18,12,0,21
2021-03-19,2,0,17
2021-03-20,3,0,0
2021-03-21,0,0,0
2021-03-22,4,0,8
2021-03-23,11,0,24
2021-03-24,9,1,30
2021-03-25,11,0,28
2021-03-26,4,4,6
2021-03-27,2,0,5
2021-03-28,0,7,1
2021-03-29,4,6,5
2021-03-30,6,4,37
2021-03-31,11,2,33
2021-04-01,30,4,34
2021-04-02,7,1,30
2021-04-03,1,0,11
2021-04-04,0,0,0
2021-04-05,3,4,20
2021-04-06,12,52,27
2021-04-07,2,4,29
2021-04-08,13,0,30
2021-04-09,7,2,19
2021-04-10,0,1,5
2021-04-11,0,0,0
2021-04-12,21,5,11
2021-04-13,5,0,16
2021-04-14,15,5,24
2021-04-15,18,3,12
2021-04-16,5,0,13
2021-04-17,2,0,7
2021-04-18,1,1,8
2021-04-19,3,0,8
2021-04-20,18,1,16
2021-04-21,12,1,20
2021-04-22,6,0,33
2021-04-23,11,0,31
2021-04-24,7,4,6
2021-04-25,3,0,0
2021-04-26,13,0,15
2021-04-27,13,1,36
2021-04-28,12,0,34
2021-04-29,7,0,8
2021-04-30,12,1,13
2021-05-01,6,0,17
2021-05-02,4,1,3
2021-05-03,5,0,17
2021-05-04,5,0,5
2021-05-05,13,3,0
2021-05-06,4,2,10
2021-05-07,5,0,24
2021-05-08,2,3,3
2021-05-09,0,0,5
2021-05-10,4,2,13
2021-05-11,13,2,35
2021-05-12,6,4,20
2021-05-13,8,3,38
2021-05-14,7,0,33
2021-05-15,0,0,11
2021-05-16,0,0,3
2021-05-17,3,0,13
2021-05-18,4,0,15
2021-05-19,7,0,30
2021-05-20,4,1,30
2021-05-21,12,0,21
2021-05-22,3,0,13
2021-05-23,1,0,6
2021-05-24,5,0,20
2021-05-25,14,0,19
2021-05-26,5,1,20
2021-05-27,5,1,22
2021-05-28,0,4,16
2021-05-29,0,0,1
2021-05-30,0,2,0
2021-05-31,0,0,1
2021-06-01,5,3,16
2021-06-02,10,6,34
2021-06-03,13,2,22
2021-06-04,9,2,27
2021-06-05,2,0,5
2021-06-06,1,0,1
2021-06-07,12,0,24
2021-06-08,7,3,18
2021-06-09,4,0,21
2021-06-10,15,0,33
2021-06-11,10,0,9
2021-06-12,6,0,7
2021-06-13,2,0,6
2021-06-14,3,0,20
2021-06-15,17,2,10
2021-06-16,13,0,11
2021-06-17,8,0,10
2021-06-18,7,0,10
2021-06-19,0,0,6
2021-06-20,1,0,1
2021-06-21,3,0,7
2021-06-22,9,0,15
2021-06-23,4,0,36
2021-06-24,3,0,26
2021-06-25,1,0,30
2021-06-26,2,0,6
2021-06-27,0,0,4
2021-06-28,0,0,21
2021-06-29,4,0,19
2021-06-30,3,0,23
2021-07-01,6,3,26
2021-07-02,0,0,16
2021-07-03,0,0,4
2021-07-04,0,0,8
2021-07-05,1,0,7
2021-07-06,2,1,12
2021-07-07,9,0,11
2021-07-08,9,0,34
2021-07-09,1,0,31
2021-07-10,2,0,9
2021-07-11,0,0,3
2021-07-12,2,1,18
2021-07-13,6,1,19
2021-07-14,4,0,17
2021-07-15,2,0,13
2021-07-16,8,0,14
2021-07-17,1,0,5
2021-07-18,1,0,0
2021-07-19,2,0,16
2021-07-20,5,0,18
2021-07-21,10,0,13
2021-07-22,3,0,30
2021-07-23,7,0,11
2021-07-24,4,0,6
2021-07-25,1,0,0
2021-07-26,9,1,19
2021-07-27,8,0,23
2021-07-28,7,1,22
2021-07-29,8,0,22
2021-07-30,4,0,27
2021-07-31,1,0,2
2021-08-01,0,0,0
2021-08-02,10,0,6
2021-08-03,11,6,29
2021-08-04,13,2,27
2021-08-05,6,0,19
2021-08-06,7,0,8
2021-08-07,1,0,1
2021-08-08,0,0,1
2021-08-09,2,3,11
2021-08-10,8,1,3
2021-08-11,5,3,14
2021-08-12,8,0,17
2021-08-13,5,0,9
2021-08-14,1,0,11
2021-08-15,0,0,2
2021-08-16,10,0,17
2021-08-17,5,0,16
2021-08-18,7,1,30
2021-08-19,12,0,14
2021-08-20,4,1,18
2021-08-21,2,0,6
2021-08-22,0,0,2
2021-08-23,4,0,24
2021-08-24,9,1,13
2021-08-25,15,0,18
2021-08-26,8,0,24
2021-08-27,9,0,25
2021-08-28,3,0,10
2021-08-29,1,0,0
2021-08-30,2,0,18
2021-08-31,8,0,22
2021-09-01,13,0,11
2021-09-02,11,0,9
2021-09-03,3,0,10
2021-09-04,0,0,11
2021-09-05,0,0,3
2021-09-06,5,2,1
2021-09-07,2,0,5
2021-09-08,18,68,17
2021-09-09,14,1,10
2021-09-10,7,3,24
2021-09-11,13,1,6
2021-09-12,5,0,0
2021-09-13,7,0,10
2021-09-14,4,0,16
2021-09-15,12,2,12
2021-09-16,8,0,17
2021-09-17,10,0,17
2021-09-18,1,2,7
2021-09-19,1,1,0
2021-09-20,5,1,13
2021-09-21,7,1,9
2021-09-22,10,1,15
2021-09-23,3,1,9
2021-09-24,19,1,19
2021-09-25,9,2,3
2021-09-26,1,0,7
2021-09-27,6,0,12
2021-09-28,13,1,24
2021-09-29,18,1,16
2021-09-30,10,0,11
2021-10-01,8,0,21
2021-10-02,6,0,4
2021-10-03,0,0,0
2021-10-04,0,0,11
2021-10-05,3,0,16
2021-10-06,6,5,19
2021-10-07,3,0,26
2021-10-08,6,1,24
2021-10-09,3,2,6
2021-10-10,0,0,0
2021-10-11,3,0,8
2021-10-12,4,0,17
2021-10-13,8,0,22
2021-10-14,12,1,26
2021-10-15,7,0,16
2021-10-16,2,0,3
2021-10-17,1,0,0
2021-10-18,13,0,2
2021-10-19,6,0,21
2021-10-20,15,1,26
2021-10-21,11,0,19
2021-10-22,5,0,9
2021-10-23,0,0,1
2021-10-24,1,0,1
2021-10-25,9,0,12
2021-10-26,8,1,2
2021-10-27,6,0,26
2021-10-28,1,1,20
2021-10-29,3,1,12
2021-10-30,3,1,5
2021-10-31,0,0,0
2021-11-01,4,0,14
2021-11-02,5,1,15
2021-11-03,15,0,16
2021-11-04,4,0,22
2021-11-05,10,0,13
2021-11-06,1,0,1
2021-11-07,0,0,8
2021-11-08,4,0,27
2021-11-09,17,0,14
2021-11-10,11,2,15
2021-11-11,12,0,20
2021-11-12,4,0,13
2021-11-13,0,1,5
2021-11-14,0,0,1
2021-11-15,5,3,4
2021-11-16,4,0,9
2021-11-17,4,0,21
2021-11-18,9,0,5
2021-11-19,10,0,18
2021-11-20,0,0,9
2021-11-21,0,2,4
2021-11-22,6,0,6
2021-11-23,3,0,26
2021-11-24,12,0,14
2021-11-25,4,0,2
2021-11-26,1,0,3
2021-11-27,0,0,3
2021-11-28,0,0,4
2021-11-29,7,2,5
2021-11-30,14,2,2
2021-12-01,10,0,27
2021-12-02,9,0,15
2021-12-03,8,0,15
2021-12-04,0,0,8
2021-12-05,0,1,5
2021-12-06,8,0,9
2021-12-07,8,0,19
2021-12-08,3,0,18
2021-12-09,9,0,14
2021-12-10,3,7,10
2021-12-11,5,0,5
2021-12-12,0,0,2
2021-12-13,4,0,19
2021-12-14,11,0,21
2021-12-15,17,2,19
2021-12-16,13,0,14
2021-12-17,10,0,9
2021-12-18,5,0,1
2021-12-19,0,0,0
2021-12-20,19,0,8
2021-12-21,10,1,14
2021-12-22,5,3,19
2021-12-23,20,3,12
2021-12-24,2,0,11
2021-12-25,1,0,2
2021-12-26,0,0,3
2021-12-27,0,0,5
2021-12-28,0,0,4
2021-12-29,1,0,3
2021-12-30,2,0,2
2021-12-31,1,0,6
2022-01-01,0,0,2
2022-01-02,0,0,3
2022-01-03,1,0,5
2022-01-04,2,0,12
2022-01-05,5,0,13
2022-01-06,3,0,12
2022-01-07,2,0,14
2022-01-08,2,0,12
2022-01-09,0,0,4
2022-01-10,1,0,17
2022-01-11,17,0,10
2022-01-12,6,0,7
2022-01-13,1,0,28
2022-01-14,3,0,24
2022-01-15,3,0,3
2022-01-16,0,0,0
2022-01-17,7,0,0
2022-01-18,3,0,12
2022-01-19,14,0,12
2022-01-20,19,0,14
2022-01-21,6,0,25
2022-01-22,0,0,10
2022-01-23,0,1,6
2022-01-24,4,0,16
2022-01-25,8,0,22
2022-01-26,12,0,15
2022-01-27,9,0,8
2022-01-28,16,0,12
2022-01-29,6,0,8
2022-01-30,0,0,3
2022-01-31,7,0,8
2022-02-01,4,0,17
2022-02-02,14,2,29
2022-02-03,9,0,24
2022-02-04,6,0,26
2022-02-05,5,0,7
2022-02-06,0,0,2
2022-02-07,11,0,3
2022-02-08,8,0,26
2022-02-09,18,0,18
2022-02-10,14,0,2
2022-02-11,10,0,26
2022-02-12,0,0,6
2022-02-13,0,0,4
2022-02-14,4,0,8
2022-02-15,13,0,27
2022-02-16,10,1,16
2022-02-17,6,0,14
2022-02-18,7,4,19
2022-02-19,2,0,7
2022-02-20,2,1,0
2022-02-21,4,0,1
2022-02-22,10,0,13
2022-02-23,5,0,15
2022-02-24,3,0,8
2022-02-25,11,0,19
2022-02-26,1,0,4
2022-02-27,0,0,1
2022-02-28,12,0,18
2022-03-01,11,72,16
2022-03-02,10,0,13
2022-03-03,7,3,16
2022-03-04,14,5,19
2022-03-05,2,8,8
2022-03-06,0,2,7
2022-03-07,7,2,16
2022-03-08,12,10,15
2022-03-09,3,2,26
2022-03-10,6,0,14
2022-03-11,13,0,3
2022-03-12,5,0,0
2022-03-13,1,0,0
2022-03-14,7,0,13
2022-03-15,12,0,10
2022-03-16,12,1,12
2022-03-17,8,0,24
2022-03-18,3,0,23
2022-03-19,0,3,9
2022-03-20,0,0,0
2022-03-21,5,0,16
2022-03-22,6,0,31
2022-03-23,10,0,16
2022-03-24,6,0,8
2022-03-25,5,0,24
2022-03-26,0,0,8
2022-03-27,0,0,5
2022-03-28,9,0,15
2022-03-29,8,0,16
2022-03-30,10,0,18
2022-03-31,11,0,22
2022-04-01,11,1,17
2022-04-02,9,2,1
2022-04-03,0,0,0
2022-04-04,4,0,12
2022-04-05,7,3,12
