,bitcoin/bitcoin,libbitcoin/libbitcoin-system,bitcoinj/bitcoinj
2020-12-26,6,0.0,0
2020-12-27,9,0.0,0
2020-12-28,9,0.0,0
2020-12-29,3,0.0,0
2020-12-30,4,0.0,0
2020-12-31,8,0.0,0
2021-01-01,1,0.0,0
2021-01-02,16,0.0,0
2021-01-03,6,0.0,0
2021-01-04,8,0.0,0
2021-01-05,15,0.0,0
2021-01-06,6,0.0,1
2021-01-07,45,0.0,0
2021-01-08,27,0.0,0
2021-01-09,10,0.0,1
2021-01-10,10,0.0,0
2021-01-11,10,0.0,0
2021-01-12,12,0.0,0
2021-01-13,9,0.0,0
2021-01-14,4,0.0,0
2021-01-15,10,0.0,0
2021-01-16,1,0.0,0
2021-01-17,5,0.0,0
2021-01-18,13,0.0,0
2021-01-19,9,0.0,0
2021-01-20,3,0.0,0
2021-01-21,23,0.0,0
2021-01-22,8,0.0,0
2021-01-23,9,0.0,0
2021-01-24,8,0.0,0
2021-01-25,11,0.0,0
2021-01-26,13,0.0,0
2021-01-27,19,0.0,0
2021-01-28,36,0.0,0
2021-01-29,24,0.0,0
2021-01-30,6,0.0,0
2021-01-31,11,0.0,0
2021-02-01,18,0.0,0
2021-02-02,25,0.0,0
2021-02-03,13,0.0,0
2021-02-04,13,0.0,0
2021-02-05,8,0.0,0
2021-02-06,10,0.0,0
2021-02-07,1,0.0,0
2021-02-08,15,0.0,0
2021-02-09,24,0.0,0
2021-02-10,18,0.0,0
2021-02-11,15,0.0,4
2021-02-12,27,0.0,0
2021-02-13,5,0.0,0
2021-02-14,1,0.0,0
2021-02-15,15,0.0,0
2021-02-16,23,1.0,1
2021-02-17,30,0.7,3
2021-02-18,39,-0.40499999999999997,0
2021-02-19,13,-0.1644999999999999,0
2021-02-20,2,-0.09966249999999996,0
2021-02-21,10,-0.06988275,0
2021-02-22,25,-0.05300111249999999,0
2021-02-23,34,-0.04223813625,0
2021-02-24,7,-0.03483399051562505,0
2021-02-25,25,-0.02946012999843757,0
2021-02-26,16,-0.013583413232812524,0
2021-02-27,3,0.0,0
2021-02-28,4,0.0,0
2021-03-01,36,3.0,0
2021-03-02,20,-0.9000000000000001,0
2021-03-03,37,-0.3149999999999998,0
2021-03-04,18,-0.1784999999999999,0
2021-03-05,15,9.8795125,1
2021-03-06,3,-1.0891607500000005,1
2021-03-07,14,4.2801574125,3
2021-03-08,19,-0.6618718212500001,0
2021-03-09,11,0.20174484970312534,0
2021-03-10,19,-1.5852777396984372,0
2021-03-11,13,-0.8622241249999997,0
2021-03-12,10,-0.6137809624999999,0
2021-03-13,3,-0.4761323901562504,0
2021-03-14,3,-0.38733343335937537,0
2021-03-15,23,5.793096600440625,0
2021-03-16,40,-0.9511684604281254,3
2021-03-17,6,0.011079740003125282,0
2021-03-18,14,15.210833173534375,0
2021-03-19,20,3.7945249999999993,0
2021-03-20,7,-0.657983999999999,0
2021-03-21,11,-0.3065679249999991,0
2021-03-22,8,5.335155245000001,0
2021-03-23,21,0.07251506315625011,0
2021-03-24,13,-3.1354605199125,0
2021-03-25,5,-0.677672772498437,0
2021-03-26,2,12.520189454767188,0
2021-03-27,1,-4.209308745115627,0
2021-03-28,7,-0.3772573074078114,0
2021-03-29,26,-1.9249079432281249,0
2021-03-30,19,-1.1050883188234377,0
2021-03-31,12,-0.7707010354250001,0
2021-04-01,24,-0.50926825168125,0
2021-04-02,11,-0.3639999117656251,0
2021-04-03,10,-0.30137644670156316,0
2021-04-04,7,-0.2439590495250004,0
2021-04-05,37,-0.04533684676406261,0
2021-04-06,20,1.972833173534375,0
2021-04-07,18,-0.6000000000000001,0
2021-04-08,15,-0.20999999999999985,0
2021-04-09,14,-0.11899999999999994,0
2021-04-10,2,-0.080325,0
2021-04-11,6,1.9405595,0
2021-04-12,16,-0.6465617250000001,0
2021-04-13,21,-0.24791454749999986,0
2021-04-14,26,79.84924656646875,1
2021-04-15,14,-5.10749182646563,0
2021-04-16,7,-5.159440499999995,0
2021-04-17,14,-6.501561724999997,3
2021-04-18,12,-4.226414547499999,0
2021-04-19,34,-4.62296093353125,0
2021-04-20,18,10.795716923534375,0
2021-04-21,11,-6.6658880375,0
2021-04-22,15,0.5206609449999973,5
2021-04-23,19,4.278770771578122,1
2021-04-24,1,-3.886683848564063,2
2021-04-25,7,-1.701878916892187,0
2021-04-26,10,-1.0350857482296874,0
2021-04-27,11,-0.732749658965625,0
2021-04-28,22,-0.5531594847187506,2
2021-04-29,22,-0.4522437802593753,0
2021-04-30,11,-0.21516505706250022,2
2021-05-01,31,10.81865261294375,0
2021-05-02,9,19.5913326941375,0
2021-05-03,24,3.9450000000000003,1
2021-05-04,26,-6.669499999999998,0
2021-05-05,24,-2.0702874999999983,0
2021-05-06,7,-1.2646602499999995,0
2021-05-07,7,1.1733947625,0
2021-05-08,2,-2.16513284875,0
2021-05-09,21,6.695305969328125,0
2021-05-10,19,9.609547933829687,0
2021-05-11,23,1.583572281957812,0
2021-05-12,25,9.76460015495625,0
2021-05-13,14,4.865523421984375,0
2021-05-14,9,4.967293548751563,0
2021-05-15,5,-6.2029612135296865,0
2021-05-16,2,2.925123607801564,0
2021-05-17,13,-2.848795330375,0
2021-05-18,10,4.527592134934375,0
