,meilisearch/meilisearch,elastic/elasticsearch,typesense/typesense
2018-08-02,0.0,19,-0.1440000000000001
2018-08-03,0.0,29,0.8992
2018-08-04,0.0,1,-0.27660799999999997
2018-08-05,0.0,1,-0.1412864000000001
2018-08-06,0.0,23,-0.09878016000000006
2018-08-07,0.0,24,-0.07676313599999983
2018-08-08,0.0,16,-0.0629440511999999
2018-08-09,0.0,19,-0.02042880000000001
2018-08-10,0.0,26,0.9830732799999999
2018-08-11,0.0,1,-0.2143877119999999
2018-08-12,0.0,0,-0.09246935040000004
2018-08-13,0.0,18,-0.048000000000000036
2018-08-14,0.0,19,-0.03360000000000001
2018-08-15,0.0,24,1.974464
2018-08-16,0.0,24,-0.42042879999999994
2018-08-17,0.0,24,-0.17692672000000015
2018-08-18,0.0,7,0.889612288
2018-08-19,0.0,0,-0.27966935039999996
2018-08-20,0.0,29,-0.1310720000000001
2018-08-21,0.0,30,-0.08885760000000006
2018-08-22,0.0,23,-0.06745344000000003
2018-08-23,0.0,22,-0.05431142399999989
2018-08-24,0.0,26,-0.04536750079999994
2018-08-25,46.0,3,-0.01692672000000001
2018-08-26,0.0,5,0.9856122880000001
2018-08-27,0.0,23,-0.21246935039999992
2018-08-28,0.0,28,-0.08000000000000007
2018-08-29,1.0,25,-0.048000000000000036
2018-08-30,0.0,27,-0.03360000000000001
2018-08-31,0.0,36,0.974464
2018-09-01,0.0,4,0.7795712
2018-09-02,0.0,6,-0.29692672000000003
2018-09-03,0.0,19,-0.14238771200000006
2018-09-04,0.0,20,1.9059306496
2018-09-05,0.0,31,-0.45913599999999993
2018-09-06,0.0,23,-0.20596480000000017
2018-09-07,0.0,26,-0.1333555200000001
2018-09-08,0.0,7,0.901485568
2018-09-09,3.0,10,-0.27792906239999987
2018-09-10,2.0,20,-0.13332695040000006
2018-09-11,0.0,20,-0.08185344000000006
2018-09-12,0.0,28,-0.06237542399999989
2018-09-13,0.0,24,-0.05047470079999994
2018-09-14,2.0,31,-0.02042880000000001
2018-09-15,3.0,3,-0.01692672000000001
2018-09-16,0.0,4,-0.01438771199999994
2018-09-17,0.0,28,-0.012469350399999964
2018-09-18,1.0,33,0.0
2018-09-19,0.0,32,0.0
2018-09-20,1.0,32,0.0
2018-09-21,3.0,12,0.0
2018-09-22,0.0,8,0.0
2018-09-23,0.0,0,0.0
2018-09-24,3.0,24,0.0
2018-09-25,1.0,27,0.0
2018-09-26,2.0,26,0.0
2018-09-27,3.0,20,0.0
2018-09-28,0.0,30,0.0
2018-09-29,0.0,3,0.0
2018-09-30,0.0,5,0.0
2018-10-01,0.0,14,0.0
2018-10-02,0.0,33,0.0
2018-10-03,1.0,21,0.0
2018-10-04,1.0,22,0.0
2018-10-05,0.0,23,0.0
2018-10-06,0.0,6,0.0
2018-10-07,0.0,0,0.0
2018-10-08,0.0,7,0.0
2018-10-09,1.0,1,0.0
2018-10-10,1.0,4,0.0
2018-10-11,2.0,4,0.0
2018-10-12,0.0,6,0.0
2018-10-13,0.0,1,0.0
2018-10-14,0.0,4,0.0
2018-10-15,0.0,20,0.0
2018-10-16,0.0,32,0.0
2018-10-17,3.0,26,0.0
2018-10-18,3.0,22,0.0
2018-10-19,0.0,34,0.0
2018-10-20,0.0,16,0.0
2018-10-21,4.0,3,0.0
2018-10-22,0.0,19,0.0
2018-10-23,0.0,44,0.0
2018-10-24,0.0,37,0.0
2018-10-25,0.0,36,0.0
2018-10-26,0.0,38,0.0
2018-10-27,0.0,3,0.0
2018-10-28,0.0,3,0.0
2018-10-29,0.0,31,0.0
2018-10-30,0.0,35,0.0
2018-10-31,0.0,24,0.0
2018-11-01,0.0,27,0.0
2018-11-02,0.0,26,0.0
2018-11-03,0.0,2,0.0
2018-11-04,0.0,2,0.0
2018-11-05,0.0,21,0.0
2018-11-06,0.0,30,0.0
2018-11-07,0.0,26,0.0
2018-11-08,0.0,39,0.0
2018-11-09,0.0,17,0.0
2018-11-10,0.0,3,0.0
2018-11-11,0.0,1,0.0
2018-11-12,0.0,19,0.0
2018-11-13,0.0,29,0.0
2018-11-14,0.0,26,0.0
2018-11-15,0.0,24,0.0
2018-11-16,0.0,23,0.0
2018-11-17,0.0,3,0.0
2018-11-18,0.0,1,0.0
2018-11-19,0.0,23,0.0
2018-11-20,0.0,24,0.0
2018-11-21,0.0,39,0.0
2018-11-22,0.0,13,0.0
2018-11-23,0.0,15,0.0
2018-11-24,0.0,3,0.0
2018-11-25,0.0,1,0.0
2018-11-26,0.0,30,0.0
2018-11-27,0.0,41,0.0
2018-11-28,0.0,30,0.0
2018-11-29,0.0,38,0.0
2018-11-30,0.0,32,0.0
2018-12-01,0.0,5,0.0
2018-12-02,22.0,2,0.0
2018-12-03,0.0,22,0.0
2018-12-04,0.0,23,0.0
2018-12-05,0.0,38,0.0
2018-12-06,11.0,28,0.0
2018-12-07,8.0,38,0.0
2018-12-08,0.0,4,0.0
2018-12-09,5.0,7,0.0
2018-12-10,10.0,27,0.0
2018-12-11,4.0,38,0.0
2018-12-12,0.0,27,0.0
2018-12-13,3.0,29,0.0
2018-12-14,0.0,33,0.0
2018-12-15,2.0,3,0.0
2018-12-16,0.0,2,0.0
2018-12-17,4.0,29,0.0
2018-12-18,4.0,42,0.0
2018-12-19,2.0,52,0.0
2018-12-20,0.0,24,0.0
2018-12-21,0.0,17,0.0
2018-12-22,0.0,5,0.0
2018-12-23,0.0,9,0.0
2018-12-24,4.0,6,0.0
2018-12-25,0.0,0,0.0
2018-12-26,0.0,0,0.0
2018-12-27,3.0,8,0.0
2018-12-28,4.0,11,0.0
2018-12-29,7.0,0,0.0
2018-12-30,0.0,0,0.0
2018-12-31,13.0,7,0.0
2019-01-01,6.0,1,0.0
2019-01-02,5.0,23,0.0
2019-01-03,0.0,25,0.0
2019-01-04,0.0,19,0.0
2019-01-05,1.0,2,0.0
2019-01-06,21.0,1,0.0
2019-01-07,1.0,32,0.0
2019-01-08,4.0,21,0.0
2019-01-09,3.0,36,0.0
2019-01-10,12.0,30,0.0
2019-01-11,0.0,35,0.0
2019-01-12,6.0,3,0.0
2019-01-13,0.0,3,0.0
2019-01-14,5.0,22,0.0
2019-01-15,1.0,43,0.0
2019-01-16,2.0,23,0.0
2019-01-17,0.0,20,0.0
2019-01-18,0.0,29,0.0
2019-01-19,0.0,2,0.0
2019-01-20,0.0,3,0.0
2019-01-21,0.0,22,0.0
2019-01-22,0.0,30,0.0
2019-01-23,1.0,32,0.0
2019-01-24,1.0,46,0.0
2019-01-25,4.0,45,0.0
2019-01-26,0.0,6,0.0
2019-01-27,0.0,6,0.0
2019-01-28,2.0,25,0.0
2019-01-29,0.0,32,0.0
2019-01-30,2.0,46,0.0
2019-01-31,0.0,43,0.0
2019-02-01,0.0,56,0.0
2019-02-02,7.0,10,0.0
2019-02-03,8.0,8,0.0
2019-02-04,0.0,37,0.0
2019-02-05,0.0,50,0.0
2019-02-06,5.0,19,0.0
2019-02-07,4.0,0,0.0
2019-02-08,0.0,18,0.0
2019-02-09,0.0,8,2.0
2019-02-10,2.0,1,-0.3999999999999999
2019-02-11,6.0,32,-0.16000000000000014
2019-02-12,5.0,25,-0.09600000000000007
2019-02-13,3.0,15,-0.06720000000000002
2019-02-14,0.0,21,-0.05107200000000003
2019-02-15,0.0,38,-0.04085760000000002
2019-02-16,0.0,8,-0.03385344000000002
2019-02-17,8.0,1,-0.02877542399999988
2019-02-18,4.0,27,-0.02493870079999993
2019-02-19,0.0,35,0.0
2019-02-20,1.0,38,0.0
2019-02-21,14.0,20,0.0
2019-02-22,10.0,22,0.0
2019-02-23,6.0,2,0.0
2019-02-24,4.0,0,0.0
2019-02-25,2.0,24,0.0
2019-02-26,0.0,17,0.0
2019-02-27,0.0,31,0.0
2019-02-28,0.0,17,0.0
2019-03-01,0.0,17,0.0
2019-03-02,0.0,3,0.0
2019-03-03,0.0,1,0.0
2019-03-04,0.0,35,0.0
2019-03-05,6.0,26,0.0
2019-03-06,0.0,19,0.0
2019-03-07,0.0,20,0.0
2019-03-08,0.0,23,0.0
2019-03-09,0.0,3,0.0
2019-03-10,4.0,3,0.0
2019-03-11,0.0,18,0.0
2019-03-12,0.0,22,0.0
2019-03-13,0.0,17,0.0
2019-03-14,0.0,21,0.0
2019-03-15,0.0,27,0.0
2019-03-16,0.0,5,0.0
2019-03-17,0.0,5,0.0
2019-03-18,0.0,23,0.0
2019-03-19,0.0,23,0.0
2019-03-20,0.0,28,0.0
2019-03-21,0.0,28,0.0
2019-03-22,0.0,18,0.0
2019-03-23,0.0,10,0.0
2019-03-24,3.0,0,0.0
2019-03-25,0.0,9,0.0
2019-03-26,0.0,28,0.0
2019-03-27,0.0,38,0.0
2019-03-28,0.0,30,0.0
2019-03-29,0.0,24,0.0
2019-03-30,0.0,6,0.0
2019-03-31,0.0,1,0.0
2019-04-01,0.0,26,0.0
2019-04-02,0.0,22,0.0
2019-04-03,0.0,22,0.0
2019-04-04,0.0,27,0.0
2019-04-05,0.0,24,0.0
2019-04-06,0.0,3,0.0
2019-04-07,0.0,5,0.0
2019-04-08,0.0,32,0.0
2019-04-09,0.0,25,0.0
2019-04-10,0.0,25,0.0
2019-04-11,0.0,17,0.0
2019-04-12,0.0,16,0.0
2019-04-13,1.0,0,0.0
2019-04-14,0.0,2,0.0
2019-04-15,1.0,14,0.0
2019-04-16,0.0,21,0.0
2019-04-17,0.0,23,0.0
2019-04-18,0.0,23,0.0
2019-04-19,0.0,23,0.0
2019-04-20,0.0,3,0.0
2019-04-21,0.0,0,0.0
2019-04-22,0.0,12,1.0
2019-04-23,0.0,18,1.8
2019-04-24,0.0,16,-0.48
2019-04-25,0.0,22,-0.20800000000000018
2019-04-26,0.0,19,-0.12960000000000008
2019-04-27,0.0,3,-0.09273600000000004
2019-04-28,0.0,1,0.9284992
2019-04-29,45.0,17,0.74221568
2019-04-30,0.0,20,0.6717588480000001
2019-05-01,0.0,20,-0.3692447743999999
2019-05-02,2.0,21,-0.18653870080000004
2019-05-03,0.0,15,-0.10713600000000006
2019-05-04,0.0,5,0.9204352
2019-05-05,0.0,1,-0.26289152
2019-05-06,2.0,22,-0.13174323200000004
2019-05-07,0.0,25,-0.09178378239999996
2019-05-08,0.0,27,-0.060457062399999914
2019-05-09,0.0,36,-0.03800535039999998
2019-05-10,0.0,25,-0.02042880000000001
2019-05-11,0.0,0,2.98307328
2019-05-12,0.0,2,-0.6143877119999998
2019-05-13,0.0,1,-0.2524693504000002
2019-05-14,0.0,9,1.8559999999999999
2019-05-15,19.0,8,-0.5007999999999999
2019-05-16,10.0,7,-0.23660800000000018
2019-05-17,0.0,4,-0.1572864000000001
2019-05-18,0.0,2,-0.11798016000000006
2019-05-19,0.0,1,-0.09423513599999984
2019-05-20,6.0,19,-0.07826565119999991
2019-05-21,8.0,34,-0.03385344000000002
2019-05-22,4.0,44,-0.02877542399999988
2019-05-23,3.0,28,-0.02493870079999993
2019-05-24,2.0,34,0.0
2019-05-25,1.0,8,1.0
2019-05-26,1.0,2,1.8
2019-05-27,0.0,10,0.52
2019-05-28,1.0,32,-0.40800000000000014
2019-05-29,2.0,19,-0.20960000000000015
2019-05-30,0.0,27,-0.14073600000000008
2019-05-31,0.0,17,1.8948992
2019-06-01,0.0,1,-0.48332031999999997
2019-06-02,0.0,1,0.7713300479999998
2019-06-03,1.0,21,-0.3541714943999999
2019-06-04,0.0,14,-0.18652641279999996
2019-06-05,0.0,28,-0.11154135040000002
2019-06-06,0.0,24,-0.07445760000000004
2019-06-07,0.0,17,0.94061056
2019-06-08,0.0,3,-0.24920422399999986
2019-06-09,0.0,3,-0.12186542080000001
2019-06-10,0.0,34,-0.06238771199999998
2019-06-11,0.0,30,-0.04606935039999997
2019-06-12,0.0,22,0.974464
2019-06-13,0.0,27,-0.22042879999999998
2019-06-14,0.0,15,0.9030732799999999
2019-06-15,0.0,0,-0.26238771199999994
2019-06-16,0.0,1,-0.12606935040000006
2019-06-17,0.0,14,-0.07353600000000005
2019-06-18,2.0,23,-0.05402880000000002
2019-06-19,0.0,24,-0.04246272000000002
2019-06-20,0.0,31,-0.03481651199999995
2019-06-21,0.0,20,-0.029396070399999974
2019-06-22,2.0,1,-0.01438771199999994
2019-06-23,0.0,2,-0.012469350399999964
2019-06-24,0.0,26,0.0
2019-06-25,2.0,37,1.0
2019-06-26,17.0,25,0.8
2019-06-27,1.0,25,-0.28
2019-06-28,5.0,21,-0.1280000000000001
2019-06-29,0.0,5,-0.08160000000000005
2019-06-30,0.0,7,-0.05913600000000002
2019-07-01,6.0,27,-0.04596480000000003
2019-07-02,0.0,23,-0.03735552000000002
2019-07-03,0.0,27,-0.03131443199999995
2019-07-04,0.0,18,-0.026857062399999902
2019-07-05,0.0,20,-0.012469350399999964
2019-07-06,0.0,0,0.0
2019-07-07,0.0,0,0.0
2019-07-08,0.0,16,0.0
2019-07-09,0.0,23,1.0
2019-07-10,0.0,33,-0.19999999999999996
2019-07-11,0.0,29,-0.08000000000000007
2019-07-12,0.0,38,-0.048000000000000036
2019-07-13,0.0,4,-0.03360000000000001
2019-07-14,0.0,3,-0.025536000000000014
2019-07-15,0.0,36,-0.02042880000000001
2019-07-16,0.0,34,-0.01692672000000001
2019-07-17,0.0,38,-0.01438771199999994
2019-07-18,0.0,32,-0.012469350399999964
2019-07-19,0.0,18,0.0
2019-07-20,0.0,4,0.0
2019-07-21,0.0,3,0.0
2019-07-22,0.0,26,0.0
2019-07-23,0.0,21,0.0
2019-07-24,0.0,26,0.0
2019-07-25,0.0,25,0.0
2019-07-26,0.0,17,0.0
2019-07-27,0.0,0,0.0
2019-07-28,0.0,2,0.0
2019-07-29,0.0,28,0.0
2019-07-30,0.0,22,0.0
2019-07-31,0.0,17,0.0
2019-08-01,0.0,25,0.0
2019-08-02,0.0,19,0.0
2019-08-03,0.0,3,0.0
2019-08-04,0.0,4,0.0
2019-08-05,0.0,14,0.0
2019-08-06,0.0,27,0.0
2019-08-07,0.0,21,0.0
2019-08-08,0.0,35,0.0
2019-08-09,0.0,19,0.0
2019-08-10,0.0,2,1.0
2019-08-11,0.0,4,-0.19999999999999996
2019-08-12,0.0,27,-0.08000000000000007
2019-08-13,0.0,33,-0.048000000000000036
2019-08-14,0.0,28,-0.03360000000000001
2019-08-15,0.0,19,-0.025536000000000014
2019-08-16,14.0,31,-0.02042880000000001
2019-08-17,0.0,2,2.98307328
2019-08-18,0.0,0,0.38561228800000025
2019-08-19,3.0,10,-0.45246935040000014
2019-08-20,0.0,25,-0.22400000000000017
2019-08-21,0.0,32,-0.14880000000000007
2019-08-22,0.0,29,-0.11020800000000006
2019-08-23,0.0,26,-0.08682240000000005
2019-08-24,0.0,4,-0.07120896000000004
2019-08-25,0.0,2,-0.06008985599999983
2019-08-26,0.0,29,-0.05179576319999983
2019-08-27,0.0,12,-0.012469350399999964
2019-08-28,3.0,19,0.0
2019-08-29,4.0,36,0.0
2019-08-30,5.0,11,0.0
2019-08-31,0.0,3,0.0
2019-09-01,2.0,1,0.0
2019-09-02,2.0,11,0.0
2019-09-03,1.0,16,1.0
2019-09-04,2.0,35,0.8
2019-09-05,19.0,23,-0.28
2019-09-06,0.0,19,-0.1280000000000001
2019-09-07,0.0,4,0.9184
2019-09-08,0.0,0,-0.259136
2019-09-09,0.0,22,-0.1259648000000001
2019-09-10,0.0,27,0.91464448
2019-09-11,0.0,43,0.7350855680000001
2019-09-12,1.0,15,-0.33239306239999994
2019-09-13,0.0,9,-0.16089815040000008
2019-09-14,6.0,0,-0.09852672000000007
2019-09-15,0.0,2,-0.07352371199999996
2019-09-16,9.0,18,-0.058434150399999996
2019-09-17,7.0,17,0.96264448
2019-09-18,8.0,25,-0.2313144319999999
2019-09-19,15.0,24,-0.10685706239999998
2019-09-20,0.0,21,-0.060469350399999997
2019-09-21,0.0,0,-0.03360000000000001
2019-09-22,0.0,1,-0.025536000000000014
2019-09-23,0.0,26,-0.02042880000000001
2019-09-24,7.0,27,-0.01692672000000001
2019-09-25,0.0,47,4.9856122880000004
2019-09-26,2.0,14,-0.012469350399999746
2019-09-27,0.0,24,-0.6000000000000003
2019-09-28,0.0,4,1.6799999999999997
2019-09-29,0.0,0,-0.616
2019-09-30,0.0,35,0.6787199999999998
2019-10-01,0.0,32,-0.4236800000000001
2019-10-02,2.0,24,-0.25226240000000016
2019-10-03,6.0,19,0.8120627200000002
2019-10-04,8.0,33,-0.35119206399999975
2019-10-05,0.0,7,-0.15185879040000005
2019-10-06,0.0,0,0.902795776
2019-10-07,6.0,27,-0.2754654207999999
2019-10-08,10.0,18,-0.11992371200000002
2019-10-09,15.0,25,-0.08089815040000001
2019-10-10,16.0,23,-0.050526720000000025
2019-10-11,7.0,26,-0.03992371199999995
2019-10-12,0.0,5,-0.03289815039999998
2019-10-13,0.0,6,1.98307328
2019-10-14,5.0,31,-0.41438771199999985
2019-10-15,8.0,32,-0.1724693504000001
2019-10-16,4.0,15,-0.09600000000000007
2019-10-17,10.0,14,-0.06720000000000002
2019-10-18,7.0,19,1.948928
2019-10-19,0.0,1,-0.44085759999999996
2019-10-20,0.0,0,-0.19385344000000015
2019-10-21,3.0,22,-0.12477542399999995
2019-10-22,4.0,16,-0.09213870079999995
2019-10-23,9.0,27,-0.05107200000000003
2019-10-24,2.0,22,-0.04085760000000002
2019-10-25,0.0,21,-0.03385344000000002
2019-10-26,4.0,1,2.971224576
2019-10-27,0.0,0,1.3750612992000002
2019-10-28,5.0,21,-0.6400000000000001
2019-10-29,9.0,41,0.6959999999999997
2019-10-30,6.0,26,-0.39680000000000004
2019-10-31,12.0,36,-0.22380800000000012
2019-11-01,0.0,23,-0.1603584000000001
2019-11-02,0.0,2,-0.12523776000000006
2019-11-03,0.0,0,0.8974474240000001
2019-11-04,14.0,5,-0.28661227519999977
2019-11-05,13.0,6,-0.12186542080000001
2019-11-06,6.0,5,-0.06238771199999998
2019-11-07,0.0,8,-0.04606935039999997
2019-11-08,0.0,3,-0.025536000000000014
2019-11-09,6.0,2,-0.02042880000000001
2019-11-10,5.0,0,-0.01692672000000001
2019-11-11,4.0,20,-0.01438771199999994
2019-11-12,10.0,18,0.9875306496
2019-11-13,10.0,20,0.8
2019-11-14,2.0,22,0.72
2019-11-15,2.0,25,-0.32800000000000007
2019-11-16,0.0,1,-0.16160000000000013
2019-11-17,10.0,2,-0.10713600000000006
2019-11-18,4.0,26,-0.07956480000000005
2019-11-19,5.0,28,1.93710848
2019-11-20,30.0,22,0.5482567680000001
2019-11-21,6.0,26,-0.4037837824
2019-11-22,11.0,32,-0.20285706240000004
2019-11-23,0.0,1,-0.12766935040000002
2019-11-24,0.0,1,-0.08467200000000004
2019-11-25,13.0,16,-0.06639360000000004
2019-11-26,5.0,21,-0.05428224000000003
2019-11-27,8.0,19,-0.04570214399999989
2019-11-28,14.0,12,-0.03932641279999987
2019-11-29,10.0,14,-0.012469350399999964
2019-11-30,0.0,0,0.0
2019-12-01,0.0,0,0.0
2019-12-02,5.0,14,0.0
2019-12-03,2.0,11,0.0
2019-12-04,4.0,20,0.0
2019-12-05,6.0,9,0.0
2019-12-06,2.0,22,0.0
2019-12-07,4.0,1,0.0
2019-12-08,4.0,1,0.0
2019-12-09,6.0,20,1.0
2019-12-10,5.0,15,-0.19999999999999996
2019-12-11,0.0,16,-0.08000000000000007
2019-12-12,8.0,26,-0.048000000000000036
2019-12-13,36.0,15,-0.03360000000000001
2019-12-14,0.0,0,-0.025536000000000014
2019-12-15,0.0,3,1.9795712
2019-12-16,0.0,16,-0.4169267199999999
2019-12-17,4.0,17,-0.17438771200000008
2019-12-18,2.0,22,-0.10846935040000004
2019-12-19,2.0,22,-0.06720000000000002
2019-12-20,2.0,29,-0.05107200000000003
2019-12-21,0.0,0,-0.04085760000000002
2019-12-22,0.0,0,-0.03385344000000002
2019-12-23,0.0,7,-0.02877542399999988
2019-12-24,0.0,9,-0.02493870079999993
2019-12-25,0.0,0,0.0
2019-12-26,0.0,7,0.0
2019-12-27,0.0,2,0.0
2019-12-28,0.0,0,0.0
2019-12-29,0.0,1,0.0
2019-12-30,14.0,5,0.0
2019-12-31,4.0,0,0.0
2020-01-01,0.0,0,0.0
2020-01-02,0.0,12,0.0
2020-01-03,0.0,21,0.0
2020-01-04,0.0,0,0.0
2020-01-05,0.0,2,0.0
2020-01-06,0.0,31,0.0
2020-01-07,2.0,20,0.0
2020-01-08,7.0,34,0.0
2020-01-09,3.0,25,0.0
2020-01-10,0.0,21,0.0
2020-01-11,0.0,1,0.0
2020-01-12,0.0,1,0.0
2020-01-13,2.0,24,0.0
2020-01-14,6.0,47,0.0
2020-01-15,2.0,27,0.0
2020-01-16,10.0,24,0.0
2020-01-17,1.0,23,0.0
2020-01-18,0.0,0,0.0
2020-01-19,4.0,0,0.0
2020-01-20,0.0,21,0.0
2020-01-21,2.0,13,0.0
2020-01-22,3.0,28,0.0
2020-01-23,1.0,19,0.0
2020-01-24,2.0,30,0.0
2020-01-25,0.0,4,0.0
2020-01-26,0.0,0,0.0
2020-01-27,0.0,27,0.0
2020-01-28,0.0,30,0.0
2020-01-29,0.0,22,0.0
2020-01-30,2.0,30,5.0
2020-01-31,0.0,33,-0.9999999999999998
2020-02-01,0.0,3,-0.40000000000000036
2020-02-02,0.0,5,-0.24000000000000019
2020-02-03,0.0,22,0.832
2020-02-04,0.0,17,-0.32768
2020-02-05,0.0,27,-0.18214400000000014
2020-02-06,0.0,22,-0.13263360000000007
2020-02-07,0.0,31,-0.1055385599999997
2020-02-08,0.0,7,-0.08788275199999984
2020-02-09,0.0,5,-0.02042880000000001
2020-02-10,4.0,30,1.98307328
2020-02-11,53.0,25,0.5856122880000001
2020-02-12,2.0,31,0.6275306495999999
2020-02-13,2.0,15,-0.3760000000000001
2020-02-14,3.0,17,-0.19520000000000012
2020-02-15,0.0,3,0.8673279999999999
2020-02-16,0.0,3,2.7000064
2020-02-17,2.0,9,0.24018176000000002
2020-02-18,0.0,21,1.4458690559999998
2020-02-19,0.0,25,1.2861468672
2020-02-20,0.0,26,1.2388069376
2020-02-21,0.0,24,1.2008938496
2020-02-22,0.0,3,1.17305088
2020-02-23,0.0,3,1.1401313279999998
2020-02-24,0.0,25,-0.8876888063999999
2020-02-25,3.0,29,0.49922119679999977
2020-02-26,0.0,30,0.4697721856
2020-02-27,9.0,27,2.4733028352
2020-02-28,3.0,14,-0.9074971647999999
2020-02-29,0.0,3,-0.4500251648000001
2020-03-01,0.0,1,0.7092964352000001
2020-03-02,2.0,26,0.5995210752000002
2020-03-03,1.0,27,-0.4189022208
2020-03-04,1.0,24,1.7793991679999999
2020-03-05,1.0,28,2.4407627776
2020-03-06,12.0,17,2.1252315136
2020-03-07,0.0,3,0.9806271488
2020-03-08,0.0,3,0.11144447999999973
2020-03-09,3.0,30,0.3128135679999998
2020-03-10,5.0,26,-0.6211226624000001
2020-03-11,5.0,30,2.6205828095999997
2020-03-12,0.0,21,-0.8735139839999999
2020-03-13,0.0,25,-0.4588755968
2020-03-14,0.0,2,-0.30438942719999984
2020-03-15,0.0,0,3.7956610048000003
2020-03-16,4.0,25,-0.9328611327999997
2020-03-17,0.0,21,2.5918565376
2020-03-18,0.0,41,1.1447504896
2020-03-19,2.0,30,-0.817563136
2020-03-20,2.0,30,1.5564479487999998
2020-03-21,0.0,2,0.3214847999999999
2020-03-22,0.0,0,1.4284851199999997
2020-03-23,0.0,59,3.254090752
2020-03-24,3.0,57,-1.2167151615999998
2020-03-25,10.0,33,2.4223114239999997
2020-03-26,22.0,38,4.0082229248
2020-03-27,16.0,25,-0.5046929408
2020-03-28,3.0,8,-0.9327037440000003
2020-03-29,0.0,2,-0.5756950528000002
