,moment/moment,date-fns/date-fns,moment/luxon
2016-11-07,10,0,-0.12
2016-11-08,3,0,-0.064
2016-11-09,0,0,-0.04160000000000005
2016-11-10,5,0,-0.029952000000000017
2016-11-11,1,0,-0.022963200000000007
2016-11-12,13,0,-0.018370559999999994
2016-11-13,0,0,1.984844288
2016-11-14,0,0,0.18720184320000022
2016-11-15,0,0,-0.6399999999999999
2016-11-16,0,0,2.752
2016-11-17,0,0,-1.3472
2016-11-18,0,0,-0.4615040000000001
2016-11-19,0,0,1.7321216
2016-11-20,0,0,-0.9845043199999999
2016-11-21,0,0,-0.37853798400000005
2016-11-22,7,4,-0.23764162560000002
2016-11-23,0,8,-0.15110983680000006
2016-11-24,0,4,-0.105371136
2016-11-25,0,0,-0.0843208704
2016-11-26,0,0,-0.03674111999999999
2016-11-27,0,0,-0.030311423999999986
2016-11-28,0,9,-0.025596313599999993
2016-11-29,1,0,0.0
2016-11-30,1,0,0.0
2016-12-01,0,0,0.0
2016-12-02,0,0,0.0
2016-12-03,0,0,0.0
2016-12-04,10,3,0.0
2016-12-05,0,14,0.0
2016-12-06,0,24,0.0
2016-12-07,0,16,0.0
2016-12-08,0,8,0.0
2016-12-09,0,6,0.0
2016-12-10,0,10,0.0
2016-12-11,0,0,0.0
2016-12-12,0,6,0.0
2016-12-13,0,7,0.0
2016-12-14,0,3,0.0
2016-12-15,0,0,0.0
2016-12-16,0,7,0.0
2016-12-17,0,0,0.0
2016-12-18,0,3,0.0
2016-12-19,0,0,0.0
2016-12-20,0,0,0.0
2016-12-21,0,0,0.0
2016-12-22,0,0,0.0
2016-12-23,0,0,0.0
2016-12-24,0,0,0.0
2016-12-25,0,0,0.0
2016-12-26,0,0,3.0
2016-12-27,0,0,-1.1999999999999997
2016-12-28,0,3,-0.36
2016-12-29,0,0,-0.192
2016-12-30,0,0,-0.12480000000000013
2016-12-31,0,0,-0.08985600000000005
2017-01-01,0,0,-0.06888960000000002
2017-01-02,0,0,-0.05511167999999998
2017-01-03,0,0,-0.04546713599999998
2017-01-04,0,0,-0.03839447039999999
2017-01-05,0,14,0.0
2017-01-06,4,4,0.0
2017-01-07,0,0,0.0
2017-01-08,0,0,0.0
2017-01-09,0,0,0.0
2017-01-10,0,0,0.0
2017-01-11,0,4,0.0
2017-01-12,0,0,0.0
2017-01-13,0,0,0.0
2017-01-14,0,0,0.0
2017-01-15,0,4,0.0
2017-01-16,0,0,0.0
2017-01-17,0,0,0.0
2017-01-18,0,0,0.0
2017-01-19,0,3,0.0
2017-01-20,0,3,0.0
2017-01-21,0,0,0.0
2017-01-22,0,0,0.0
2017-01-23,0,0,0.0
2017-01-24,0,0,0.0
2017-01-25,0,0,0.0
2017-01-26,0,0,0.0
2017-01-27,0,0,0.0
2017-01-28,0,0,0.0
2017-01-29,1,0,0.0
2017-01-30,0,0,0.0
2017-01-31,0,0,0.0
2017-02-01,0,4,0.0
2017-02-02,0,0,0.0
2017-02-03,0,0,0.0
2017-02-04,0,0,0.0
2017-02-05,0,0,0.0
2017-02-06,0,0,0.0
2017-02-07,0,0,0.0
2017-02-08,0,0,0.0
2017-02-09,0,0,0.0
2017-02-10,0,1,0.0
2017-02-11,0,0,0.0
2017-02-12,0,0,0.0
2017-02-13,0,0,0.0
2017-02-14,0,0,0.0
2017-02-15,0,0,0.0
2017-02-16,0,0,0.0
2017-02-17,0,0,0.0
2017-02-18,0,0,0.0
2017-02-19,0,0,3.0
2017-02-20,0,0,-1.1999999999999997
2017-02-21,0,0,-0.36
2017-02-22,0,0,1.808
2017-02-23,0,0,-0.9248
2017-02-24,0,4,-0.32985600000000004
2017-02-25,0,0,-0.19688960000000003
2017-02-26,0,0,-0.13831168000000008
2017-02-27,0,4,-0.105371136
2017-02-28,0,0,-0.0843208704
2017-03-01,0,0,-0.03674111999999999
2017-03-02,63,0,-0.030311423999999986
2017-03-03,0,0,4.9744036864
2017-03-04,0,0,-1.9999999999999996
2017-03-05,2,0,-0.6
2017-03-06,0,0,-0.32
2017-03-07,0,0,-0.20800000000000024
2017-03-08,0,0,-0.1497600000000001
2017-03-09,0,0,-0.11481600000000003
2017-03-10,0,0,-0.09185279999999997
2017-03-11,51,0,1.92422144
2017-03-12,56,0,-0.8639907839999998
2017-03-13,1,0,-0.24
2017-03-14,0,0,-0.128
2017-03-15,0,0,-0.0832000000000001
2017-03-16,0,0,-0.059904000000000034
2017-03-17,1,0,-0.04592640000000001
2017-03-18,10,0,-0.03674111999999999
2017-03-19,0,4,-0.030311423999999986
2017-03-20,0,0,-0.025596313599999993
2017-03-21,7,0,0.0
2017-03-22,0,0,0.0
2017-03-23,0,0,4.0
2017-03-24,0,0,-0.5999999999999996
2017-03-25,0,0,-0.8799999999999999
2017-03-26,0,0,1.624
2017-03-27,0,3,0.9696
2017-03-28,0,0,-1.2014079999999998
2017-03-29,0,0,-0.48980480000000004
2017-03-30,0,0,-0.30764544000000005
2017-03-31,0,0,-0.2220974080000001
2017-04-01,0,0,0.8278212608
2017-04-02,0,0,0.5045343232000001
2017-04-03,0,0,-0.5870525439999998
2017-04-04,0,0,-0.23990773759999998
2017-04-05,0,0,-0.13119631360000006
2017-04-06,0,0,-0.07155200000000006
2017-04-07,0,0,-0.05291520000000002
2017-04-08,0,0,0.95866624
2017-04-09,0,0,-0.4335262719999999
2017-04-10,0,0,-0.1479538688
2017-04-11,0,0,-0.0767981568
2017-04-12,0,0,-0.04160000000000005
2017-04-13,0,0,-0.029952000000000017
2017-04-14,0,6,-0.022963200000000007
2017-04-15,0,0,1.98162944
2017-04-16,0,0,0.1848442880000002
2017-04-17,0,0,0.34720184320000014
2017-04-18,0,0,1.352
2017-04-19,0,0,-1.0672
2017-04-20,0,0,-0.4055040000000001
2017-04-21,0,0,1.7545216
2017-04-22,0,0,5.02714368
2017-04-23,0,0,7.2284508160000005
2017-04-24,0,0,-4.953048985599999
2017-04-25,0,0,-1.7318949888000001
2017-04-26,0,4,1.0073864191999997
2017-04-27,0,0,0.5327652863999996
2017-04-28,0,0,0.4859596800000001
2017-04-29,0,0,-1.538166784
2017-04-30,0,0,-0.7514361856
2017-05-01,0,0,0.5005499391999999
2017-05-02,0,0,-0.717011968
2017-05-03,0,0,-0.26257152000000006
2017-05-04,0,0,-0.176978944
2017-05-05,0,0,-0.13424885760000002
2017-05-06,0,0,-0.0858597376
2017-05-07,0,0,-0.0485595136
2017-05-08,0,0,-0.018370559999999994
2017-05-09,0,0,-0.015155711999999993
2017-05-10,0,0,-0.012798156799999997
2017-05-11,0,0,0.0
2017-05-12,0,0,0.0
2017-05-13,0,0,0.0
2017-05-14,0,0,0.0
2017-05-15,0,0,0.0
2017-05-16,0,0,0.0
2017-05-17,0,0,0.0
2017-05-18,0,0,1.0
2017-05-19,0,3,-0.3999999999999999
2017-05-20,0,0,0.88
2017-05-21,0,0,-0.4639999999999999
2017-05-22,0,0,0.8383999999999999
2017-05-23,0,0,4.506048
2017-05-24,0,0,3.8154368000000005
2017-05-25,0,0,-2.1123225599999995
2017-05-26,0,0,-1.5197189119999999
2017-05-27,0,0,0.22687928319999973
2017-05-28,0,0,-0.9014789120000002
2017-05-29,0,0,2.5127032832
2017-05-30,0,0,-1.5387397119999997
2017-05-31,0,0,-0.6233632767999999
2017-06-01,0,0,-0.3952476159999999
2017-06-02,0,0,-0.23970785280000012
2017-06-03,0,0,6.8789752832
2017-06-04,0,0,0.11595468800000042
2017-06-05,0,0,-2.1079098367999998
2017-06-06,0,0,-0.8534671359999999
2017-06-07,0,0,-0.5215944704000004
2017-06-08,0,0,-0.33446400000000026
2017-06-09,0,0,-0.2505984000000001
2017-06-10,0,0,2.80251648
2017-06-11,0,0,0.6387983360000002
2017-06-12,0,0,-1.2950542335999997
2017-06-13,0,0,-0.4703944704
2017-06-14,0,0,-0.25280000000000014
2017-06-15,0,0,-0.17305600000000015
2017-06-16,0,0,-0.12879360000000006
2017-06-17,0,0,-0.10103808
2017-06-18,0,0,-0.08220825599999997
2017-06-19,0,0,-0.06870589439999998
2017-06-20,0,58,-0.025596313599999993
2017-06-21,0,1,0.0
2017-06-22,0,0,0.0
2017-06-23,0,1,0.0
2017-06-24,0,0,2.0
2017-06-25,0,0,-0.7999999999999998
2017-06-26,0,0,-0.24
2017-06-27,0,0,-0.128
2017-06-28,0,0,-0.0832000000000001
2017-06-29,0,0,-0.059904000000000034
2017-06-30,0,0,-0.04592640000000001
2017-07-01,0,0,0.96325888
2017-07-02,0,0,0.5696885760000001
2017-07-03,0,0,2.4544036864
2017-07-04,0,0,-1.3839999999999997
2017-07-05,0,0,17.5344
2017-07-06,0,0,-5.463551999999998
2017-07-07,0,0,-3.1377152
2017-07-08,0,0,-1.5231897600000002
2017-07-09,0,0,-0.9792158720000008
2017-07-10,0,0,-0.7054015488000003
2017-07-11,2,0,-0.5315068928000002
2017-07-12,1,0,-0.4149909503999999
2017-07-13,0,1,0.6904560640000001
2017-07-14,0,0,-0.6606782463999998
2017-07-15,0,1,-0.1455963136
2017-07-16,0,0,0.9359999999999999
2017-07-17,0,0,-0.44159999999999994
2017-07-18,0,0,-0.149952
2017-07-19,0,0,-0.0869632
2017-07-20,0,0,-0.05997056000000004
2017-07-21,0,0,-0.04510771200000001
2017-07-22,0,0,-0.035761356800000005
2017-07-23,0,0,-0.018370559999999994
2017-07-24,0,0,-0.015155711999999993
2017-07-25,0,0,-0.012798156799999997
2017-07-26,0,0,0.0
2017-07-27,0,0,0.0
2017-07-28,0,4,0.0
2017-07-29,0,0,0.0
2017-07-30,0,0,0.0
2017-07-31,0,0,0.0
2017-08-01,0,0,3.0
2017-08-02,0,0,3.8000000000000003
2017-08-03,9,0,-0.35999999999999943
2017-08-04,0,0,-1.5919999999999999
2017-08-05,0,0,-0.6848000000000001
2017-08-06,34,0,-0.4258560000000003
2017-08-07,35,0,-0.3018496000000002
2017-08-08,0,0,-0.22983168000000007
2017-08-09,19,0,-0.18324633599999995
2017-08-10,0,0,-0.15091415039999995
2017-08-11,0,0,-0.09430220799999997
2017-08-12,0,0,-0.025596313599999993
2017-08-13,0,0,0.0
2017-08-14,0,0,0.0
2017-08-15,0,0,0.0
2017-08-16,0,0,0.0
2017-08-17,0,0,0.0
2017-08-18,0,0,0.0
2017-08-19,0,0,0.0
2017-08-20,0,0,2.0
2017-08-21,0,0,-0.7999999999999998
2017-08-22,0,0,-0.24
2017-08-23,0,0,-0.128
2017-08-24,0,0,-0.0832000000000001
2017-08-25,0,0,-0.059904000000000034
2017-08-26,0,0,0.9540736
2017-08-27,0,0,-0.43674111999999987
2017-08-28,0,0,1.8496885760000001
2017-08-29,1,0,-0.8895963135999998
2017-08-30,2,0,-0.2816
2017-08-31,0,0,-0.157952
2017-09-01,0,6,-0.1061632000000001
2017-09-02,0,2,-0.07827456000000002
2017-09-03,0,0,-0.06108211200000001
2017-09-04,0,0,1.9504607232
2017-09-05,0,0,1.1696885760000002
2017-09-06,0,0,-1.0655963135999997
2017-09-07,0,0,-0.368
2017-09-08,0,0,-0.2112000000000001
2017-09-09,0,0,-0.14310400000000012
2017-09-10,0,0,-0.10583040000000005
2017-09-11,0,0,-0.08266752
2017-09-12,0,1,-0.06705254399999998
2017-09-13,0,4,-0.05590773759999998
2017-09-14,0,1,16.9744036864
2017-09-15,0,2,-5.799999999999999
2017-09-16,0,0,-1.44
2017-09-17,0,0,-1.608
2017-09-18,0,3,-0.8912000000000008
2017-09-19,0,0,-0.6147840000000004
2017-09-20,0,0,2.5380735999999997
2017-09-21,0,6,-1.5652147199999997
2017-09-22,0,1,-0.6589808639999999
2017-09-23,0,0,0.5569050624
2017-09-24,0,0,0.4472461312
2017-09-25,0,0,11.3773458432
2017-09-26,0,1,-5.0528895999999985
2017-09-27,0,0,-1.6007116799999999
2017-09-28,0,0,-0.885019136
2017-09-29,0,4,-0.5905096704000006
2017-09-30,0,0,-0.4007577600000002
2017-10-01,0,0,-0.30908467200000006
2017-10-02,0,0,7.7515994112
2017-10-03,0,0,-3.3946667007999993
2017-10-04,0,0,-0.11357788159999993
2017-10-05,0,0,-0.9119999999999999
2017-10-06,0,0,-0.45280000000000037
2017-10-07,0,0,-0.3036160000000001
2017-10-08,0,0,-0.2253056000000001
2017-10-09,15,0,-0.17691647999999996
2017-10-10,13,0,4.855791104
2017-10-11,5,0,0.8792441856000006
2017-10-12,0,0,3.1848442880000003
2017-10-13,0,1,-2.6927981567999995
2017-10-14,0,0,-1.0000000000000002
2017-10-15,0,0,-0.5945600000000002
2017-10-16,0,0,-0.4126720000000003
2017-10-17,0,0,1.6894976
2017-10-18,0,0,3.95429376
2017-10-19,0,2,-1.4413107199999997
2017-10-20,0,0,0.7578269696000002
2017-10-21,0,0,-1.387190784
2017-10-22,0,0,1.4280959999999998
2017-10-23,0,0,5.834713600000001
2017-10-24,0,0,-1.3047091199999996
2017-10-25,0,0,-1.9730314239999998
2017-10-26,0,0,9.0631281664
2017-10-27,0,0,11.405008384
2017-10-28,0,0,-6.981899980799999
2017-10-29,0,0,1.7570161664000001
2017-10-30,0,0,-2.764831744
2017-10-31,0,0,0.8024525823999991
2017-11-01,0,0,1.4896374783999997
2017-11-02,0,0,8.1613348864
2017-11-03,0,0,-0.7318092799999985
2017-11-04,1,0,10.765588480000002
2017-11-05,0,0,-4.894998220799998
2017-11-06,0,0,-2.0732448768000005
2017-11-07,0,0,-2.883582976
2017-11-08,0,0,-1.5901027328000006
2017-11-09,0,0,-1.1179894784000002
2017-11-10,0,0,4.1727377408
2017-11-11,7,0,-2.6209102847999994
2017-11-12,0,0,0.00763545600000004
2017-11-13,0,0,-0.9941806079999997
2017-11-14,0,0,2.6032941056
2017-11-15,0,0,0.5606436864000002
2017-11-16,0,4,15.683584
2017-11-17,0,1,-6.353804799999999
2017-11-18,0,0,-0.7915417599999999
2017-11-19,0,0,4.7365826559999995
2017-11-20,0,0,12.044850688
2017-11-21,0,4,-0.0326202367999997
2017-11-22,0,0,-1.1537346559999992
2017-11-23,0,0,-1.7390726143999995
2017-11-24,0,0,4.4651956224
2017-11-25,0,0,-4.1222398976
2017-11-26,0,1,-1.5387307008000004
2017-11-27,0,1,9.0841191424
2017-11-28,0,0,0.39948503040000105
2017-11-29,5,0,-2.5519746048
