,square/okhttp,apache/httpcomponents-client,jetty/jetty.project
2023-08-22,-0.01913662603124995,0,12
2023-08-23,-0.016797705071874957,0,11
2023-08-24,0.0,0,29
2023-08-25,0.0,0,35
2023-08-26,0.0,0,3
2023-08-27,0.0,0,1
2023-08-28,0.0,0,4
2023-08-29,0.0,0,28
2023-08-30,0.0,0,0
2023-08-31,0.0,4,8
2023-09-01,0.0,0,3
2023-09-02,0.0,0,4
2023-09-03,0.0,0,3
2023-09-04,0.0,0,2
2023-09-05,0.0,0,0
2023-09-06,0.0,0,1
2023-09-07,0.0,0,1
2023-09-08,0.0,0,0
2023-09-09,0.0,0,0
2023-09-10,0.0,0,0
2023-09-11,0.0,0,5
2023-09-12,0.0,0,1
2023-09-13,0.0,0,3
2023-09-14,0.0,0,16
2023-09-15,1.0,0,11
2023-09-16,0.8999999999999999,0,2
2023-09-17,-0.14500000000000013,0,0
2023-09-18,-0.07350000000000005,0,9
2023-09-19,-0.04916249999999994,0,2
2023-09-20,-0.036779249999999875,0,7
2023-09-21,-0.02927876249999991,0,3
2023-09-22,-0.024255708749999928,1,4
2023-09-23,-0.02066200926562494,1,2
2023-09-24,-0.017967165551562456,0,0
2023-09-25,-0.008398852535937478,0,6
2023-09-26,0.0,1,10
2023-09-27,0.0,0,17
2023-09-28,0.0,0,10
2023-09-29,0.0,1,1
2023-09-30,0.0,0,0
2023-10-01,0.0,0,4
2023-10-02,3.0,0,1
2023-10-03,-0.30000000000000027,1,3
2023-10-04,-0.1350000000000001,0,2
2023-10-05,-0.08550000000000006,0,9
2023-10-06,-0.06198749999999977,0,4
2023-10-07,-0.048350249999999845,0,1
2023-10-08,-0.03948603749999988,0,1
2023-10-09,-0.0332810887499999,0,13
2023-10-10,-0.028704939046874926,0,15
2023-10-11,-0.025196557607812434,0,1
2023-10-12,0.0,1,5
2023-10-13,0.0,0,6
2023-10-14,0.0,0,0
2023-10-15,1.0,0,0
2023-10-16,-0.10000000000000009,0,11
2023-10-17,1.955,0,14
2023-10-18,2.7714999999999996,0,12
2023-10-19,-0.41066250000000026,0,5
2023-10-20,-0.20811675000000007,0,3
2023-10-21,-0.13998701249999987,0,1
2023-10-22,-0.10531469624999963,0,0
2023-10-23,-0.08424258801562474,0,1
2023-10-24,-0.0700722825359373,0,7
2023-10-25,-0.052417714781249854,0,20
2023-10-26,-0.04550264411874988,0,13
2023-10-27,-0.025196557607812434,0,17
2023-10-28,0.0,0,0
2023-10-29,0.0,0,0
2023-10-30,0.0,0,7
2023-10-31,0.0,0,2
2023-11-01,0.0,0,8
2023-11-02,0.0,2,0
2023-11-03,0.0,0,0
2023-11-04,0.0,0,0
2023-11-05,0.0,0,1
2023-11-06,0.0,0,1
2023-11-07,0.0,0,3
2023-11-08,0.0,0,3
2023-11-09,1.0,0,4
2023-11-10,-0.10000000000000009,0,0
2023-11-11,-0.04500000000000003,0,2
2023-11-12,-0.028500000000000022,0,0
2023-11-13,-0.020662499999999924,0,4
2023-11-14,-0.016116749999999947,0,2
2023-11-15,-0.01316201249999996,0,7
2023-11-16,-0.011093696249999967,0,1
2023-11-17,-0.009568313015624975,0,4
2023-11-18,-0.008398852535937478,0,2
2023-11-19,0.0,1,4
2023-11-20,2.0,0,4
2023-11-21,-0.20000000000000018,0,2
2023-11-22,-0.09000000000000007,0,1
2023-11-23,-0.057000000000000044,1,7
2023-11-24,-0.04132499999999985,0,0
2023-11-25,-0.032233499999999894,0,0
2023-11-26,-0.02632402499999992,0,0
2023-11-27,0.9778126075000001,0,6
2023-11-28,-0.11913662603125004,3,5
2023-11-29,-0.061797705071874987,1,15
2023-11-30,-0.028500000000000022,1,8
2023-12-01,-0.020662499999999924,0,19
2023-12-02,0.9838832500000001,1,0
2023-12-03,1.8868379874999999,1,0
2023-12-04,1.7439063037499998,0,5
2023-12-05,-0.3280683130156252,0,3
2023-12-06,-0.17606135253593752,4,13
2023-12-07,0.8855582500000001,0,2
2023-12-08,-0.1867205124999998,0,1
2023-12-09,-0.11465122124999982,0,4
2023-12-10,-0.08657973051562486,1,0
2023-12-11,0.9296146289328127,1,3
2023-12-12,-0.15205108110312493,0,8
2023-12-13,-0.07495971757187495,77,14
2023-12-14,-0.03959369624999999,0,9
2023-12-15,-0.0302308130156249,2,15
2023-12-16,-0.024515602535937424,0,0
2023-12-17,4.9868379875,0,3
2023-12-18,1.4889063037499994,0,2
2023-12-19,0.5654316869843747,0,4
2023-12-20,0.6591011474640622,0,4
2023-12-21,1.6946875000000001,0,0
2023-12-22,-0.3954087499999998,0,0
2023-12-23,1.7627939375000004,5,0
2023-12-24,4.62442824375,4,0
2023-12-25,-0.7306327200781251,0,0
2023-12-26,-0.3996200974609374,3,0
2023-12-27,-0.24760873933749977,0,0
2023-12-28,-0.1757005580515619,0,0
2023-12-29,-0.1344432535671871,1,1
2023-12-30,-0.1047951600718747,0,0
2023-12-31,-0.07460510728124978,0,0
2024-01-01,-0.06463927014999983,0,51
2024-01-02,-0.041994262679687394,0,11
2024-01-03,1.0,1,26
2024-01-04,1.9,0,0
2024-01-05,-0.24500000000000022,1,0
2024-01-06,0.8815,1,0
2024-01-07,1.8223375,1,1
2024-01-08,0.6975582499999999,1,5
2024-01-09,0.7361044875,0,3
2024-01-10,-0.26008022124999997,0,0
2024-01-11,-0.16269745551562476,0,5
2024-01-12,-0.12209349106718723,4,3
2024-01-13,-0.09099467632187472,0,0
2024-01-14,0.9389655319843752,2,0
2024-01-15,-0.15179118731718744,0,7
2024-01-16,-0.08245971433749993,2,8
2024-01-17,-0.04646716555156248,1,2
2024-01-18,-0.029061352535937404,2,2
2024-01-19,0.9838832500000001,0,0
2024-01-20,2.8868379875,0,0
2024-01-21,-0.35609369625000026,0,0
2024-01-22,1.8269316869843748,1,0
2024-01-23,0.6854386474640624,0,1
2024-01-24,-0.2681042499999999,0,9
2024-01-25,0.8364877375000002,1,14
2024-01-26,-0.2204047337499998,7,12
2024-01-27,-0.14074540176562472,0,1
2024-01-28,-0.1080445665828123,0,0
2024-01-29,0.9187915373921878,4,16
2024-01-30,1.8536529277187501,0,7
2024-01-31,-0.2845280305875001,2,3
2024-02-01,-0.13799254878593753,3,1
2024-02-02,-0.08723081301562494,0,3
2024-02-03,0.9341593974640627,0,0
2024-02-04,-0.14539551249999993,0,0
2024-02-05,-0.08241772124999992,1,1
2024-02-06,-0.06025570551562494,0,6
2024-02-07,-0.048197978567187355,0,1
2024-02-08,-0.032914455071874904,0,3
2024-02-09,-0.01316201249999996,0,1
2024-02-10,0.98890630375,2,1
2024-02-11,1.890431686984375,0,0
2024-02-12,-0.2533988525359377,0,0
2024-02-13,-0.11850000000000009,0,0
2024-02-14,-0.07766249999999997,1,4
2024-02-15,-0.05744174999999979,0,4
2024-02-16,-0.04539551249999985,0,1
2024-02-17,-0.03741772124999989,0,0
2024-02-18,-0.03175570551562491,0,0
2024-02-19,-0.02753547856718743,0,5
2024-02-20,-0.016797705071874957,0,4
2024-02-21,0.0,0,8
2024-02-22,0.0,0,4
2024-02-23,0.0,2,5
2024-02-24,0.0,0,0
2024-02-25,0.0,0,0
2024-02-26,0.0,0,9
2024-02-27,0.0,0,9
2024-02-28,0.0,0,7
2024-02-29,0.0,2,6
2024-03-01,0.0,0,9
2024-03-02,0.0,0,2
2024-03-03,0.0,0,0
2024-03-04,0.0,0,0
2024-03-05,0.0,0,1
2024-03-06,1.0,1,2
2024-03-07,-0.10000000000000009,0,0
2024-03-08,-0.04500000000000003,0,0
2024-03-09,-0.028500000000000022,0,0
2024-03-10,-0.020662499999999924,0,0
2024-03-11,-0.016116749999999947,1,0
2024-03-12,-0.01316201249999996,0,1
2024-03-13,-0.011093696249999967,0,8
2024-03-14,-0.009568313015624975,0,0
2024-03-15,-0.008398852535937478,0,1
2024-03-16,0.0,0,0
2024-03-17,1.0,0,0
2024-03-18,-0.10000000000000009,1,0
2024-03-19,-0.04500000000000003,0,5
2024-03-20,-0.028500000000000022,0,3
2024-03-21,-0.020662499999999924,0,2
2024-03-22,0.9838832500000001,0,3
2024-03-23,0.8868379875,0,0
2024-03-24,0.8439063037499999,0,5
2024-03-25,-0.18306831301562512,0,11
2024-03-26,-0.10256135253593746,0,4
2024-03-27,-0.0652792499999999,0,11
2024-03-28,-0.04994126249999983,0,4
2024-03-29,-0.040372458749999875,0,7
2024-03-30,-0.0338240217656249,0,3
2024-03-31,1.9709391381984376,0,0
2024-04-01,5.7820328344484375,0,10
2024-04-02,2.301601147464062,1,10
2024-04-03,1.3729999999999996,1,4
2024-04-04,0.4526749999999997,0,7
2024-04-05,1.5682915000000004,0,1
2024-04-06,8.512987975,0,0
2024-04-07,-1.2093347175000002,0,0
2024-04-08,-0.6400808410312497,0,0
2024-04-09,0.5522455530843754,1,1
2024-04-10,0.567356540737501,0,1
2024-04-11,1.628198345110938,0,2
2024-04-12,0.5594884769125003,0,1
2024-04-13,-0.36654124481718725,0,1
2024-04-14,1.7583082277875004,0,0
2024-04-15,3.6253065646765625,0,2
2024-04-16,-0.5671517087500002,0,2
2024-04-17,3.6998972157343752,0,9
2024-04-18,2.391358429448437,0,7
2024-04-19,-0.6335126748171874,0,5
2024-04-20,0.6338429569125001,0,0
2024-04-21,-0.3513842950359371,0,0
2024-04-22,-0.23496591103124945,0,7
2024-04-23,-0.18456925713437458,0,7
2024-04-24,0.8618812673562504,0,10
2024-04-25,-0.18767109081249983,1,2
2024-04-26,-0.12046236169062483,0,5
2024-04-27,-0.06479025385781242,0,0
2024-04-28,-0.0302308130156249,1,0
2024-04-29,0.9754843974640626,0,0
2024-04-30,-0.11316201250000005,0,3
2024-05-01,-0.05609369625,0,7
2024-05-02,-0.038068313015624994,0,11
2024-05-03,-0.029061352535937404,0,13
2024-05-04,-0.016116749999999947,0,6
2024-05-05,-0.01316201249999996,0,0
2024-05-06,-0.011093696249999967,0,2
2024-05-07,-0.009568313015624975,0,3
2024-05-08,-0.008398852535937478,0,0
2024-05-09,0.0,0,0
2024-05-10,0.0,0,3
2024-05-11,0.0,0,0
2024-05-12,0.0,0,2
2024-05-13,1.0,0,6
2024-05-14,0.8999999999999999,0,3
2024-05-15,-0.14500000000000013,0,0
2024-05-16,-0.07350000000000005,1,4
2024-05-17,-0.04916249999999994,0,1
2024-05-18,-0.036779249999999875,0,0
2024-05-19,-0.02927876249999991,0,1
2024-05-20,-0.024255708749999928,0,7
2024-05-21,-0.02066200926562494,0,2
2024-05-22,-0.017967165551562456,2,7
2024-05-23,-0.008398852535937478,0,10
2024-05-24,0.0,0,0
2024-05-25,0.0,0,1
2024-05-26,0.0,0,0
2024-05-27,0.0,0,14
2024-05-28,0.0,0,5
2024-05-29,0.0,0,1
2024-05-30,0.0,0,6
2024-05-31,0.0,0,0
2024-06-01,0.0,0,0
2024-06-02,0.0,0,1
2024-06-03,0.0,0,1
2024-06-04,0.0,0,8
2024-06-05,0.0,1,0
2024-06-06,0.0,1,1
2024-06-07,0.0,0,0
2024-06-08,0.0,0,0
2024-06-09,0.0,0,0
2024-06-10,0.0,2,1
2024-06-11,0.0,0,5
2024-06-12,0.0,0,10
2024-06-13,0.0,0,8
2024-06-14,0.0,0,2
2024-06-15,0.0,0,0
2024-06-16,0.0,0,0
2024-06-17,0.0,0,2
2024-06-18,0.0,0,5
2024-06-19,0.0,0,15
2024-06-20,1.0,1,10
2024-06-21,-0.10000000000000009,4,16
2024-06-22,1.955,2,1
2024-06-23,0.7714999999999999,0,1
2024-06-24,-0.21066250000000009,0,13
