,moby/moby,containerd/containerd,canonical/lxd
2024-11-17,1.0,2,0
2024-11-18,13.0,5,20
2024-11-19,26.0,8,46
2024-11-20,2.0,3,11
2024-11-21,8.0,0,22
2024-11-22,17.0,1,15
2024-11-23,0.0,1,0
2024-11-24,0.0,0,0
2024-11-25,21.0,4,9
2024-11-26,8.0,5,20
2024-11-27,11.0,4,31
2024-11-28,23.0,2,16
2024-11-29,6.0,2,22
2024-11-30,4.0,0,11
2024-12-01,0.0,0,2
2024-12-02,11.0,2,14
2024-12-03,7.0,2,7
2024-12-04,20.0,3,18
