,protocolbuffers/protobuf,apache/avro,apache/thrift
2017-12-07,13,0,0
2017-12-08,6,0,0
2017-12-09,3,0,3
2017-12-10,0,0,0
2017-12-11,3,1,0
2017-12-12,7,0,1
2017-12-13,19,4,1
2017-12-14,12,2,1
2017-12-15,6,2,0
2017-12-16,0,0,0
2017-12-17,0,0,0
2017-12-18,1,1,0
2017-12-19,13,1,0
2017-12-20,11,0,0
2017-12-21,4,1,0
2017-12-22,3,4,0
2017-12-23,0,0,0
2017-12-24,0,0,0
2017-12-25,0,0,0
2017-12-26,0,0,0
2017-12-27,0,0,0
2017-12-28,0,1,1
2017-12-29,1,8,0
2017-12-30,0,0,0
2017-12-31,0,0,0
2018-01-01,0,0,0
2018-01-02,3,1,0
2018-01-03,9,0,0
2018-01-04,1,1,5
2018-01-05,7,0,0
2018-01-06,2,0,0
2018-01-07,0,0,0
2018-01-08,2,0,0
2018-01-09,1,0,0
2018-01-10,1,0,0
2018-01-11,1,0,8
2018-01-12,2,0,2
2018-01-13,0,0,1
2018-01-14,0,0,6
2018-01-15,2,0,0
2018-01-16,0,0,1
2018-01-17,2,0,0
2018-01-18,3,1,0
2018-01-19,1,0,2
2018-01-20,0,0,0
2018-01-21,1,0,0
2018-01-22,1,0,0
2018-01-23,0,1,0
2018-01-24,3,0,8
2018-01-25,10,0,1
2018-01-26,4,1,0
2018-01-27,2,0,0
2018-01-28,0,0,0
2018-01-29,1,0,1
2018-01-30,8,3,2
2018-01-31,8,0,0
2018-02-01,9,0,0
2018-02-02,1,0,2
2018-02-03,0,0,0
2018-02-04,0,0,0
2018-02-05,0,0,0
2018-02-06,3,0,0
2018-02-07,2,0,0
2018-02-08,2,43,1
2018-02-09,3,1,0
2018-02-10,0,0,1
2018-02-11,0,0,0
2018-02-12,1,0,0
2018-02-13,1,2,0
2018-02-14,1,0,0
2018-02-15,0,1,0
2018-02-16,0,0,0
2018-02-17,0,0,1
2018-02-18,0,0,0
2018-02-19,0,0,0
2018-02-20,4,0,0
2018-02-21,2,1,0
2018-02-22,1,4,0
2018-02-23,0,5,0
2018-02-24,3,0,0
2018-02-25,0,0,0
2018-02-26,5,0,0
2018-02-27,0,0,0
2018-02-28,0,0,0
2018-03-01,2,0,0
2018-03-02,1,1,3
2018-03-03,0,0,3
2018-03-04,0,0,0
2018-03-05,2,0,5
2018-03-06,4,0,5
2018-03-07,13,0,0
2018-03-08,11,0,2
2018-03-09,5,1,3
2018-03-10,1,0,0
2018-03-11,2,0,1
2018-03-12,3,0,6
2018-03-13,6,0,4
2018-03-14,8,1,1
2018-03-15,0,5,2
2018-03-16,1,1,0
2018-03-17,0,0,1
2018-03-18,0,0,0
2018-03-19,6,0,3
2018-03-20,12,1,3
2018-03-21,1,0,2
2018-03-22,5,2,2
2018-03-23,7,1,2
2018-03-24,0,0,0
2018-03-25,1,0,0
2018-03-26,12,0,0
2018-03-27,10,0,0
2018-03-28,4,2,1
2018-03-29,4,0,1
2018-03-30,0,0,1
2018-03-31,0,0,1
2018-04-01,0,3,1
2018-04-02,11,0,2
2018-04-03,0,1,0
2018-04-04,2,0,1
2018-04-05,2,0,2
2018-04-06,4,3,4
2018-04-07,0,0,0
2018-04-08,0,0,1
2018-04-09,3,0,4
2018-04-10,6,1,0
2018-04-11,0,0,2
2018-04-12,0,1,0
2018-04-13,2,0,2
2018-04-14,0,0,0
2018-04-15,0,0,0
2018-04-16,3,0,0
2018-04-17,1,0,2
2018-04-18,2,0,2
2018-04-19,1,1,0
2018-04-20,2,0,0
2018-04-21,1,0,0
2018-04-22,0,0,0
2018-04-23,0,0,0
2018-04-24,2,0,0
2018-04-25,3,1,0
2018-04-26,0,0,0
2018-04-27,8,0,0
2018-04-28,1,0,0
2018-04-29,0,0,0
2018-04-30,5,0,0
2018-05-01,0,1,4
2018-05-02,4,3,1
2018-05-03,3,2,1
2018-05-04,1,1,0
2018-05-05,0,0,0
2018-05-06,1,0,0
2018-05-07,7,0,1
2018-05-08,4,0,0
