,getredash/redash,apache/superset,metabase/metabase
2019-10-10,2.71063118771875,3,2
2019-10-11,-0.2876514600187505,2,0
2019-10-12,-1.8391380066265626,1,0
2019-10-13,-0.43484546926562484,0,0
2019-10-14,0.7615175590296877,0,0
2019-10-15,4.1452074692093746,2,7
2019-10-16,-1.6886286732531257,1,1
2019-10-17,0.9766416587499998,3,1
2019-10-18,-2.6045371127968755,1,0
2019-10-19,1.4132088478390628,0,1
2019-10-20,-1.6995056982531254,0,0
2019-10-21,-0.3942658512499998,3,6
2019-10-22,1.7782223194843751,2,0
2019-10-23,1.4489339832953123,4,2
2019-10-24,2.582675895835937,3,0
2019-10-25,-2.9648548460500006,3,0
2019-10-26,-1.4505184561296876,1,0
2019-10-27,0.5397209764687502,0,0
2019-10-28,2.0351664392468747,5,1
2019-10-29,-1.3733624150000003,2,0
2019-10-30,-0.18250720228124995,5,3
2019-10-31,-0.06099017729999989,5,8
2019-11-01,-1.0104712262078126,1,0
2019-11-02,0.7218584113515626,2,0
2019-11-03,-0.8414086691265625,0,0
2019-11-04,-0.19629174051562492,7,3
2019-11-05,0.8873680205765626,7,0
2019-11-06,0.22676020835468735,3,2
2019-11-07,1.1549999066078125,2,4
2019-11-08,-1.5762381671421877,2,8
2019-11-09,-0.2970168316265624,0,1
2019-11-10,0.8581917382343751,2,0
2019-11-11,3.2120480946234373,0,1
2019-11-12,-2.9612789012500005,8,2
2019-11-13,3.4930022244843753,5,2
2019-11-14,0.9597351178578117,2,0
2019-11-15,-3.362659066407813,9,1
2019-11-16,-0.6954134482531248,1,2
2019-11-17,-0.34551898874999987,0,0
2019-11-18,0.7814243332343751,3,3
2019-11-19,-0.8540672899390626,7,4
2019-11-20,1.78408322349375,13,0
2019-11-21,-0.5124922020625002,3,2
2019-11-22,-0.9896157185687501,3,0
2019-11-23,-0.23720642150624993,2,0
2019-11-24,4.8898001375,1,0
2019-11-25,-2.570066538750001,2,4
2019-11-26,0.7256045132343751,3,1
2019-11-27,4.230401267123437,8,3
2019-11-28,-4.610439062281251,2,0
2019-11-29,-0.8528468475187496,1,0
2019-11-30,-0.41045135537656235,0,0
2019-12-01,-0.25073205624999984,0,0
2019-12-02,0.8253846774218752,5,7
2019-12-03,0.16970927135156244,13,5
2019-12-04,3.1180409510921874,15,1
2019-12-05,-0.006740656346875706,6,2
2019-12-06,-2.6275712572593752,5,4
2019-12-07,-0.5404297499999998,0,0
2019-12-08,-0.2707921124999999,7,0
2019-12-09,-0.1693009012499999,1,4
2019-12-10,0.881950749484375,8,1
2019-12-11,5.212033952857812,4,11
2019-12-12,-3.3686074561890633,3,5
2019-12-13,-0.42157470680312503,2,5
2019-12-14,-0.12211687862968756,0,9
2019-12-15,-1.02474225,0,0
2019-12-16,0.7073591375000001,4,2
2019-12-17,0.12745153624999994,5,4
2019-12-18,-0.924400356765625,3,6
2019-12-19,-0.23976751472031238,2,7
2019-12-20,0.863305829725,4,3
2019-12-21,-0.7661625933921876,0,0
2019-12-22,-0.14800541714218746,1,0
2019-12-23,-0.07322919412656248,0,0
2019-12-24,4.957089449484375,0,0
2019-12-25,3.4693694453578114,0,0
2019-12-26,-2.4433596553765637,0,1
2019-12-27,-3.07186953875,0,1
2019-12-28,-0.7716910117656247,0,0
2019-12-29,-0.4119585428765623,0,0
2019-12-30,4.7387674375,0,0
2019-12-31,-2.6852734812500008,3,0
2020-01-01,-0.3646039175781248,0,0
2020-01-02,-1.1421821629921876,1,0
2020-01-03,-0.3453415854328124,3,2
2020-01-04,-0.17595312862968743,1,0
2020-01-05,-0.10530406249999995,0,0
2020-01-06,1.92351019375,2,6
2020-01-07,-1.4586369600781253,1,4
2020-01-08,1.7433279851015626,2,5
2020-01-09,-0.5043633046421878,0,3
2020-01-10,0.0316902071234374,5,13
2020-01-11,-0.9305345,0,4
2020-01-12,2.7724252750000002,0,0
2020-01-13,0.7750639224999993,4,14
2020-01-14,0.5020635014687498,2,13
2020-01-15,-2.6118507757531253,6,1
2020-01-16,1.4335110752187503,4,8
2020-01-17,-1.6955068862687503,1,6
2020-01-18,-0.39077714214218734,0,3
2020-01-19,-0.2140197466265624,0,0
2020-01-20,3.860306260953125,0,0
2020-01-21,1.097266969823437,2,8
2020-01-22,-1.284839638926563,4,12
2020-01-23,4.961306543870313,6,9
2020-01-24,-5.411407023531251,6,7
2020-01-25,-1.0116885857531246,3,3
2020-01-26,0.5106065500000002,2,0
2020-01-27,-1.004649605,2,3
2020-01-28,0.6823873229375002,4,2
2020-01-29,0.09568366643124993,7,0
2020-01-30,-0.9354454662875,4,1
2020-01-31,-0.23138641811249988,3,8
2020-02-01,-0.12593091263593748,1,0
2020-02-02,-0.05279928874999998,3,0
2020-02-03,0.962979375734375,5,3
2020-02-04,-0.7277291941265627,4,6
2020-02-05,-0.12174805051562496,6,5
2020-02-06,0.9411366953578125,2,3
2020-02-07,-0.7321472928765627,4,0
2020-02-08,-0.12226724999999997,2,0
2020-02-09,10.9421251375,0,0
2020-02-10,-3.7355320387500015,1,2
2020-02-11,-1.9796457617656253,1,0
2020-02-12,-2.3388596553765626,2,0
2020-02-13,0.3108429612500002,0,5
2020-02-14,-1.0929682617656251,6,4
2020-02-15,-0.36850228037656235,0,6
2020-02-16,0.7674011237500001,0,0
2020-02-17,-0.869554009421875,4,1
2020-02-18,2.7636469037953124,3,2
2020-02-19,-1.1965710575375006,5,1
2020-02-20,0.9374983754968749,4,3
2020-02-21,-1.6661457617656252,0,8
2020-02-22,-0.35234715537656236,1,0
2020-02-23,1.8216662112500002,1,0
2020-02-24,1.4859046507343747,9,1
2020-02-25,-1.391002771626563,2,5
2020-02-26,2.837745200953125,5,5
2020-02-27,-1.1378969678953132,2,2
2020-02-28,-1.9992638164078127,0,0
2020-02-29,-0.5066835607531248,0,0
2020-03-01,5.731219085,0,0
2020-03-02,-4.3766345022812505,3,6
2020-03-03,2.2424913902000005,4,3
2020-03-04,0.539439229604687,2,7
2020-03-05,-2.6262129174390627,6,1
2020-03-06,0.40620030496250026,4,4
2020-03-07,-1.0012062607531251,3,2
2020-03-08,0.7084935175000001,3,0
2020-03-09,-0.87869740809375,3,12
2020-03-10,1.767695538990625,5,8
2020-03-11,-0.5130114015468752,5,6
2020-03-12,-0.9886272764265626,2,6
2020-03-13,-0.24059116737968744,6,4
2020-03-14,-0.11757837426562494,1,1
2020-03-15,0.9239486683734375,0,0
2020-03-16,0.2506045132343748,3,5
2020-03-17,2.1579012671234374,4,2
2020-03-18,-1.2746265622812505,5,8
2020-03-19,-1.10601059751875,3,1
2020-03-20,-0.29091454287656243,3,2
2020-03-21,-0.15362961249999993,0,0
2020-03-22,-0.09970865124999995,1,0
2020-03-23,-0.07113988801562494,2,3
2020-03-24,3.9461532166078124,11,2
2020-03-25,-2.837489866923438,3,2
2020-03-26,-0.4453328903953124,13,1
2020-03-27,-0.18798479287656245,6,5
2020-03-28,-0.10464999999999995,1,1
2020-03-29,-0.06906899999999996,2,0
2020-03-30,0.95050055,4,1
2020-03-31,0.26252184499999986,0,4
2020-04-01,-0.8345140470625001,2,2
2020-04-02,0.82556082849375,5,2
2020-04-03,2.2283375,2,0
2020-04-04,-2.2484297500000006,3,0
2020-04-05,0.6098578875000001,0,0
2020-04-06,1.1155930987499998,4,0
2020-04-07,-1.6175028005156253,7,0
2020-04-08,0.6669600828578126,2,6
2020-04-09,-0.8696414191265627,8,3
2020-04-10,-0.2100793780156249,2,2
2020-04-11,-0.12052969067343743,3,0
2020-04-12,0.9217638576203125,0,0
2020-04-13,1.2566151607343747,3,2
2020-04-14,11.461883321092188,8,2
2020-04-15,-9.376839124503126,9,3
2020-04-16,-1.4895410117656245,3,2
2020-04-17,-0.6670770428765622,6,0
2020-04-18,-0.3870218624999998,1,1
2020-04-19,0.7414064862500002,3,0
2020-04-20,0.11300919823437494,4,4
2020-04-21,0.052454179842187365,6,3
2020-04-22,-0.95839023870625,6,0
2020-04-23,-0.2544648073953125,2,0
2020-04-24,2.91107025,8,1
2020-04-25,0.8441953874999997,0,0
2020-04-26,-2.4540116512500005,0,0
2020-04-27,-0.4806229130156248,3,1
2020-04-28,0.7622796566078126,5,4
2020-04-29,1.1563474453578124,8,1
2020-04-30,0.40008886962343726,9,3
2020-05-01,-1.7207332037500003,4,2
2020-05-02,0.6225933484531252,1,2
2020-05-03,2.0993178360734372,1,0
2020-05-04,-0.322188741129688,2,2
2020-05-05,-0.8291537637500002,7,1
2020-05-06,-0.12352981426562515,11,2
2020-05-07,-0.031235643907812527,5,0
2020-05-08,3.006271778215625,5,2
2020-05-09,-3.0696607120031256,0,0
2020-05-10,-0.5691666030156248,1,0
2020-05-11,2.7153359818265628,5,4
2020-05-12,2.723626946589062,2,6
2020-05-13,-3.925161498768751,6,4
2020-05-14,0.26626770660781274,4,8
2020-05-15,0.9431710403578124,2,1
2020-05-16,-1.7231130899390628,0,0
2020-05-17,-0.4029000090062499,4,0
2020-05-18,-0.20714542874999992,5,0
2020-05-19,-0.1385754790468749,7,2
2020-05-20,2.8982437000421877,12,3
2020-05-21,-0.16404322813281302,4,2
2020-05-22,-0.7411175892656252,2,1
2020-05-23,-1.0672418164078126,1,0
2020-05-24,3.713542914246875,1,0
2020-05-25,-2.9496267500000006,2,1
2020-05-26,2.4821784125,5,29
2020-05-27,-1.3521255912500005,5,2
2020-05-28,-1.1728994752968749,5,5
2020-05-29,0.6473500590890626,0,7
2020-05-30,-0.8928350475187501,0,1
2020-05-31,3.7735728021234376,0,0
2020-06-01,-2.9294058845625006,2,1
2020-06-02,0.48941484974375016,4,2
2020-06-03,0.06922767595312496,6,1
2020-06-04,-0.9473577528953125,5,2
2020-06-05,-0.23492333162656243,3,2
2020-06-06,-0.12854046176562492,0,0
2020-06-07,1.9131073021234375,1,0
2020-06-08,-1.4591561595625002,1,3
2020-06-09,3.74431642724375,3,0
2020-06-10,-2.9077480505156257,10,1
2020-06-11,3.5143116953578124,4,0
2020-06-12,-3.022519292876563,4,4
2020-06-13,-0.5493997249999998,0,0
2020-06-14,-0.2698080774999999,0,0
2020-06-15,2.83109352646875,1,5
2020-06-16,-2.2185167407531257,7,2
2020-06-17,0.6059865029375002,11,2
2020-06-18,3.10208267349375,4,3
2020-06-19,-3.0130015470625007,2,10
2020-06-20,-0.5412409215062498,0,0
2020-06-21,-0.2452870874999999,3,0
2020-06-22,-0.15002586624999992,10,2
2020-06-23,2.896420602203125,3,2
2020-06-24,-1.1768233673796882,10,1
2020-06-25,3.940143333234375,7,3
2020-06-26,-3.776998839939063,8,1
2020-06-27,-0.6729266715062497,1,0
2020-06-28,0.6945357500000001,0,0
2020-06-29,2.1147956624999997,8,1
2020-06-30,0.6681802712499998,2,1
2020-07-01,2.446120613453125,5,0
2020-07-02,-0.04984308414531302,7,5
2020-07-03,-1.6001321017046877,2,1
2020-07-04,-2.2200880768828126,3,0
2020-07-05,-0.6211083762499998,1,1
2020-07-06,-0.35459796551562484,5,7
2020-07-07,0.7605027430765626,4,1
2020-07-08,1.1290284423234374,6,9
2020-07-09,-0.6220748174578128,9,8
2020-07-10,-1.0336770889453126,9,4
2020-07-11,-0.2608586950374999,1,1
2020-07-12,1.872938164246875,1,0
2020-07-13,-0.47307186250000033,4,6
2020-07-14,1.03861348625,13,2
2020-07-15,-0.6344924517656252,7,3
2020-07-16,2.9620636448421873,5,9
2020-07-17,-2.0760450975187505,5,5
2020-07-18,-1.2658267678765625,0,3
2020-07-19,-0.3788109399999999,1,0
2020-07-20,-0.2162935372812499,5,9
2020-07-21,-0.14569353751874992,5,13
2020-07-22,-0.09687805515781242,6,12
2020-07-23,1.93079888498125,8,1
2020-07-24,-1.4448683786890628,3,4
2020-07-25,-0.24131768327187494,1,0
2020-07-26,-0.09698479287656248,1,0
2020-07-27,2.947675,5,4
2020-07-28,-1.1345345000000004,8,9
2020-07-29,-1.039749725,11,6
2020-07-30,0.7397609225000001,3,4
2020-07-31,0.16125547646874994,8,7
2020-08-01,-0.8949338357531251,0,0
2020-08-02,-0.2048918374999999,1,0
2020-08-03,-0.11214597874999994,3,1
2020-08-04,0.9250651759531251,10,7
2020-08-05,2.2450249971046876,7,1
2020-08-06,-2.232729194126563,5,1
2020-08-07,-0.3772480505156249,10,1
2020-08-08,-0.17602580464218742,2,1
2020-08-09,0.8982604571234376,1,0
2020-08-10,-0.7641766125000001,6,3
2020-08-11,-0.15149412624999994,7,4
2020-08-12,-0.08098712801562495,5,2
2020-08-13,-0.05428282817343745,4,1
2020-08-14,-0.0352216286296875,4,0
2020-08-15,-0.012374862499999991,0,0
2020-08-16,-0.009369538749999995,1,0
2020-08-17,1.992621488234375,5,8
2020-08-18,-1.4059847928765628,4,1
2020-08-19,3.79,7,1
2020-08-20,-0.8910000000000009,3,1
2020-08-21,0.12767499999999976,4,0
2020-08-22,-1.8265345000000002,2,1
2020-08-23,-0.43039972499999984,0,0
2020-08-24,-0.2311330774999999,4,3
2020-08-25,2.8488840264687503,4,0
2020-08-26,-2.2087319657531257,4,0
2020-08-27,-0.3880028495624998,11,1
2020-08-28,-0.19393527253749993,5,2
2020-08-29,-0.10521410928437494,2,2
2020-08-30,1.9362286642468751,1,0
2020-08-31,-1.4371245875000003,3,0
2020-09-01,0.7618913837500001,5,0
2020-09-02,-0.8131355352968751,12,1
2020-09-03,-0.17527937862968745,6,0
2020-09-04,1.9199655,4,0
2020-09-05,-0.4509122250000004,0,0
2020-09-06,-0.9460063275000001,0,0
2020-09-07,-0.2231318860312499,2,0
2020-09-08,-0.11916412450312497,1,2
2020-09-09,-0.06807551176562496,9,0
2020-09-10,1.9519982321234375,7,0
2020-09-11,-1.4311139400000004,4,13
2020-09-12,-0.2341265622812499,3,1
2020-09-13,-0.11034809751874997,0,0
2020-09-14,0.9416902071234375,19,1
2020-09-15,-0.7345345000000002,12,2
2020-09-16,-0.12974972499999995,19,2
2020-09-17,0.9357609225,8,3
2020-09-18,-0.7409195235312501,9,4
2020-09-19,-0.13423683575312498,0,0
2020-09-20,-0.05787486249999998,1,0
2020-09-21,1.96446796125,13,5
2020-09-22,-1.4246457617656254,14,3
2020-09-23,1.7716403446234374,16,1
2020-09-24,-0.5003695387500002,12,0
2020-09-25,-0.9697035117656251,5,2
2020-09-26,-0.23651929287656243,5,1
2020-09-27,-0.12257472499999994,0,0
2020-09-28,0.9205639225000001,13,4
2020-09-29,1.24322600146875,11,0
2020-09-30,-1.5480835257531254,4,0
2020-10-01,-0.2796265622812499,11,0
2020-10-02,-0.13651059751874994,10,3
2020-10-03,0.9244229571234375,2,1
2020-10-04,0.2530906374999998,1,0
2020-10-05,-0.8391192637500001,4,4
2020-10-06,0.823382410734375,12,2
2020-10-07,-0.7924043164078126,6,9
2020-10-08,-0.16039933575312496,4,10
2020-10-09,1.9248578875,5,6
2020-10-10,-1.4479069012500003,3,3
2020-10-11,-0.24401530051562492,2,0
2020-10-12,-0.11673816714218746,6,11
2020-10-13,-0.06767933162656248,10,3
2020-10-14,-0.041913011765624966,14,10
2020-10-15,1.9692654821234374,3,11
2020-10-16,-0.4187390775000004,7,15
2020-10-17,-0.9247570235312501,0,0
2020-10-18,-0.20796958575312496,0,0
2020-10-19,-0.09782499999999997,5,11
2020-10-20,-0.06069699999999997,8,7
2020-10-21,-0.04201697499999997,9,8
2020-10-22,-0.03111393999999998,21,21
2020-10-23,-0.02412656228124997,9,19
2020-10-24,-0.019348097518749996,2,1
2020-10-25,0.9940152071234375,1,1
2020-10-26,0.2999999999999998,15,0
2020-10-27,-0.8050000000000002,16,9
2020-10-28,1.8495,12,2
2020-10-29,-0.4716625000000003,11,5
2020-10-30,-0.9534297500000001,11,7
2020-10-31,-0.22564211249999994,5,1
2020-11-01,-0.11956940124999994,1,0
2020-11-02,0.922554949484375,7,4
2020-11-03,0.24461972035781232,5,4
2020-11-04,0.15790126712343744,12,5
2020-11-05,0.12537343771874987,3,9
2020-11-06,-0.8960105975187501,5,10
2020-11-07,-0.19991454287656243,2,2
2020-11-08,0.8986953875,0,0
2020-11-09,-0.7651741512500001,8,8
2020-11-10,0.8486098369843751,13,4
2020-11-11,-0.7806077058921876,8,5
2020-11-12,-0.15389534339218744,13,7
2020-11-13,-0.07613055464218746,4,12
2020-11-14,-0.04452215537656248,3,0
2020-11-15,-0.026636788749999987,1,0
2020-11-16,-0.019753374265624978,5,5
2020-11-17,-0.015354331626562499,8,3
2020-11-18,-0.007378511765624987,4,5
2020-11-19,-0.005984792876562504,4,11
2020-11-20,1.0,4,0
2020-11-21,-0.7000000000000002,2,0
2020-11-22,0.895,0,0
2020-11-23,-0.7455000000000002,3,5
2020-11-24,0.8688375,12,7
2020-11-25,-0.7627672500000001,12,4
2020-11-26,-0.14353736249999993,3,3
2020-11-27,-0.07213678874999997,1,4
2020-11-28,-0.04591587426562496,1,0
2020-11-29,-0.03262158162656249,0,0
2020-11-30,0.980246625734375,17,4
2020-12-01,-0.7153543316265627,5,9
2020-12-02,-0.11237851176562495,10,3
2020-12-03,-0.05148479287656249,12,4
2020-12-04,-0.026162499999999988,6,3
2020-12-05,-0.01726724999999999,7,4
2020-12-06,0.9876251375,0,0
2020-12-07,1.2906304612499997,2,4
2020-12-08,-0.5123785117656252,6,7
2020-12-09,-0.9614847928765626,12,16
2020-12-10,0.7778375000000001,8,11
2020-12-11,-0.8150922500000002,7,9
2020-12-12,-0.17807186249999993,3,0
2020-12-13,-0.09688651374999996,2,0
2020-12-14,0.935345048234375,6,8
2020-12-15,-0.7473786051578126,16,8
2020-12-16,2.86327703998125,16,7
2020-12-17,-2.160854331626563,15,8
2020-12-18,0.6514589882343751,20,4
2020-12-19,-0.8597520428765626,7,4
2020-12-20,-0.19586236249999991,0,1
2020-12-21,-0.10667128874999995,7,5
2020-12-22,-0.07066559926562495,10,9
2020-12-23,-0.05136065912656248,9,5
2020-12-24,-0.03451039779687495,2,0
2020-12-25,-0.027323917379687507,1,3
2020-12-26,-0.007378511765624987,0,0
2020-12-27,-0.005984792876562504,0,0
2020-12-28,0.0,0,6
2020-12-29,0.0,0,5
2020-12-30,0.0,0,2
2020-12-31,0.0,0,0
2021-01-01,0.0,0,0
2021-01-02,0.0,1,0
2021-01-03,0.0,0,0
2021-01-04,0.0,6,4
2021-01-05,3.0,9,9
2021-01-06,-1.1000000000000005,21,9
2021-01-07,-1.0150000000000001,12,8
2021-01-08,0.7585000000000001,20,10
2021-01-09,-0.8239875000000001,10,1
2021-01-10,-0.18296424999999994,3,0
2021-01-11,0.9001081625,11,2
2021-01-12,-0.7666459787500002,11,4
2021-01-13,0.8462276759531251,16,4
2021-01-14,-0.7832077528953126,6,10
2021-01-15,-0.14651683162656245,16,10
2021-01-16,-0.07014576176562497,2,8
2021-01-17,-0.04452215537656248,2,0
2021-01-18,-0.026636788749999987,5,0
2021-01-19,-0.019753374265624978,13,5
2021-01-20,0.9846456683734375,6,4
2021-01-21,2.2926214882343747,15,8
2021-01-22,-2.210984792876563,21,6
2021-01-23,0.6395000000000002,7,3
2021-01-24,-0.8626625000000001,3,0
2021-01-25,-0.20075474999999993,17,5
2021-01-26,-0.10967661249999995,13,11
2021-01-27,-0.07265662624999995,10,9
2021-01-28,1.947245621984375,14,7
2021-01-29,-1.4404951906734378,17,15
2021-01-30,-0.23732391737968744,4,11
2021-01-31,-0.09837851176562495,1,0
2021-02-01,-0.05830979287656248,3,8
2021-02-02,2.9654655,13,8
2021-02-03,-2.1247497250000005,10,5
2021-02-04,-0.33373907749999987,9,5
2021-02-05,-0.15125702353124992,11,8
2021-02-06,-0.09045708575312497,0,1
2021-02-07,-0.05180174999999997,4,1
2021-02-08,-0.03712458749999997,5,12
2021-02-09,-0.028108616249999982,11,13
2021-02-10,-0.02213553529687496,6,11
2021-02-11,-0.01795437862968751,11,6
2021-02-12,0.0,2,10
2021-02-13,0.0,6,4
2021-02-14,1.0,2,0
2021-02-15,0.2999999999999998,10,12
2021-02-16,-0.8050000000000002,11,9
2021-02-17,-0.15049999999999997,15,6
2021-02-18,-0.07166249999999998,17,3
2021-02-19,-0.043429749999999975,1,12
2021-02-20,-0.029642112499999984,6,1
2021-02-21,-0.021744401249999986,0,0
2021-02-22,-0.01674805051562498,15,7
2021-02-23,-0.01336330464218749,15,3
2021-02-24,-0.005984792876562504,5,4
2021-02-25,0.0,12,10
2021-02-26,0.0,9,10
2021-02-27,0.0,0,1
2021-02-28,0.0,1,0
2021-03-01,0.0,11,12
2021-03-02,0.0,4,34
2021-03-03,0.0,17,7
2021-03-04,1.0,9,8
2021-03-05,-0.7000000000000002,6,7
2021-03-06,-0.10499999999999997,8,2
2021-03-07,-0.045499999999999985,4,0
2021-03-08,-0.026162499999999988,2,5
2021-03-09,-0.01726724999999999,11,3
2021-03-10,0.9876251375,6,3
2021-03-11,0.2906304612499998,4,10
2021-03-12,2.1876214882343747,14,10
2021-03-13,-2.256484792876563,1,4
2021-03-14,-0.38666249999999985,1,0
2021-03-15,-0.17992974999999994,11,10
2021-03-16,-0.10812961249999994,8,10
2021-03-17,0.92645384875,10,8
2021-03-18,-0.7538726380156251,16,4
2021-03-19,-0.14647192089218744,4,18
2021-03-20,-0.07362032817343744,2,3
2021-03-21,-0.044116878629687495,1,0
2021-03-22,0.98273275,5,8
2021-03-23,-0.7123748625000001,3,12
2021-03-24,2.88563046125,9,6
2021-03-25,-1.1528785117656257,8,3
2021-03-26,0.9528527071234374,15,1
2021-03-27,-1.6587672500000004,0,3
2021-03-28,-0.34636236249999985,0,1
2021-03-29,-0.17833378874999994,5,10
2021-03-30,0.8859046507343751,11,11
2021-03-31,1.2189972283734374,9,19
2021-04-01,-1.5612547990468753,13,8
2021-04-02,-0.2995719678953124,7,13
2021-04-03,-0.13790431640781242,3,1
2021-04-04,-0.08156183575312498,1,1
2021-04-05,-0.046909362499999975,15,10
2021-04-06,-0.034119263749999976,9,8
2021-04-07,0.973882410734375,12,10
2021-04-08,0.27925818359218735,10,5
2021-04-09,0.18303041424687483,15,4
2021-04-10,1.1494999999999997,1,1
2021-04-11,-1.5766625000000003,2,0
2021-04-12,-0.2989297499999999,13,10
2021-04-13,-0.14680461249999993,15,12
2021-04-14,-0.09133665124999996,8,11
2021-04-15,-0.06365741301562496,9,12
2021-04-16,-0.047482568392187466,17,4
2021-04-17,-0.03210238214218748,1,1
2021-04-18,-0.020741816407812478,1,0
2021-04-19,1.988030414246875,5,11
2021-04-20,-1.4000000000000004,17,7
2021-04-21,0.79,6,7
2021-04-22,-0.7910000000000001,6,11
2021-04-23,-0.15732499999999994,13,10
2021-04-24,-0.08003449999999997,4,0
2021-04-25,-0.05091222499999997,2,0
2021-04-26,0.9639936725,14,14
2021-04-27,-0.7271318860312501,15,7
2021-04-28,-0.12633912450312496,8,8
2021-04-29,-0.05287851176562497,11,8
2021-04-30,-0.03214729287656249,9,11
2021-05-01,-0.01726724999999999,0,3
2021-05-02,-0.012374862499999991,2,4
2021-05-03,-0.009369538749999995,6,7
2021-05-04,-0.007378511765624987,8,10
2021-05-05,0.9940152071234375,11,9
2021-05-06,-0.7000000000000002,9,7
2021-05-07,-0.10499999999999997,9,6
2021-05-08,-0.045499999999999985,5,0
2021-05-09,-0.026162499999999988,0,0
2021-05-10,0.98273275,7,11
2021-05-11,-0.7123748625000001,6,4
2021-05-12,-0.11436953874999996,6,11
2021-05-13,-0.05287851176562497,11,12
2021-05-14,5.967852707123438,14,4
2021-05-15,-4.217267250000001,1,0
2021-05-16,-0.6423748624999998,0,0
2021-05-17,-0.2823695387499999,12,4
2021-05-18,-0.1643535117656249,6,6
2021-05-19,-0.10958829287656245,12,10
2021-05-20,-0.07424917499999995,8,8
2021-05-21,-0.056217232499999964,15,5
2021-05-22,-0.04427107059374992,3,3
2021-05-23,-0.03590875725937502,1,0
2021-05-24,0.0,11,8
2021-05-25,0.0,9,8
2021-05-26,0.0,8,4
2021-05-27,0.0,10,5
2021-05-28,0.0,9,5
2021-05-29,0.0,3,0
2021-05-30,0.0,0,0
2021-05-31,0.0,4,2
2021-06-01,0.0,4,5
2021-06-02,0.0,7,7
2021-06-03,0.0,6,5
2021-06-04,0.0,6,11
2021-06-05,0.0,3,0
2021-06-06,0.0,1,0
2021-06-07,0.0,8,8
2021-06-08,0.0,14,10
2021-06-09,0.0,8,15
2021-06-10,0.0,12,7
2021-06-11,0.0,5,13
2021-06-12,0.0,2,1
2021-06-13,0.0,1,0
2021-06-14,0.0,9,3
2021-06-15,1.0,13,26
2021-06-16,-0.7000000000000002,15,27
2021-06-17,-0.10499999999999997,9,11
2021-06-18,-0.045499999999999985,3,13
2021-06-19,-0.026162499999999988,2,1
2021-06-20,-0.01726724999999999,2,1
2021-06-21,-0.012374862499999991,6,10
2021-06-22,-0.009369538749999995,8,9
2021-06-23,-0.007378511765624987,11,16
2021-06-24,-0.005984792876562504,8,5
2021-06-25,0.0,10,6
2021-06-26,0.0,1,3
2021-06-27,0.0,6,0
2021-06-28,0.0,15,8
2021-06-29,0.0,16,6
