,rescript-lang/rescript-compiler,microsoft/typescript,google/closure-compiler
2017-07-14,3,12,0
2017-07-15,0,4,0
2017-07-16,0,3,0
2017-07-17,0,24,0
2017-07-18,2,15,44
2017-07-19,3,10,4
2017-07-20,4,12,29
2017-07-21,3,6,15
2017-07-22,2,2,0
2017-07-23,7,0,0
2017-07-24,4,4,0
2017-07-25,11,20,29
2017-07-26,10,18,21
2017-07-27,2,25,10
2017-07-28,20,14,17
2017-07-29,4,2,0
2017-07-30,0,9,0
2017-07-31,8,8,23
2017-08-01,19,3,14
2017-08-02,13,19,5
2017-08-03,4,5,11
2017-08-04,17,5,8
2017-08-05,0,10,0
2017-08-06,4,0,0
2017-08-07,3,34,16
2017-08-08,10,31,25
2017-08-09,3,26,14
2017-08-10,10,18,20
2017-08-11,7,20,28
2017-08-12,1,3,0
2017-08-13,5,3,0
2017-08-14,10,14,0
2017-08-15,11,24,18
2017-08-16,20,14,17
2017-08-17,9,18,0
2017-08-18,11,31,17
2017-08-19,15,11,0
2017-08-20,2,0,0
2017-08-21,2,13,4
2017-08-22,6,31,3
2017-08-23,7,14,4
2017-08-24,7,20,0
2017-08-25,15,18,10
2017-08-26,6,1,0
2017-08-27,5,2,0
2017-08-28,2,19,13
2017-08-29,14,29,6
2017-08-30,2,9,2
2017-08-31,1,19,1
2017-09-01,11,8,6
2017-09-02,2,2,0
2017-09-03,0,4,0
2017-09-04,7,2,0
2017-09-05,2,11,4
2017-09-06,4,19,0
2017-09-07,12,62,0
2017-09-08,5,21,17
2017-09-09,3,9,0
2017-09-10,3,0,0
2017-09-11,12,13,0
2017-09-12,6,7,22
2017-09-13,5,31,6
2017-09-14,8,32,9
2017-09-15,11,23,14
2017-09-16,4,2,0
2017-09-17,2,0,0
2017-09-18,1,10,8
2017-09-19,8,25,6
2017-09-20,22,13,6
2017-09-21,8,16,7
2017-09-22,1,21,13
2017-09-23,2,2,0
2017-09-24,9,0,0
2017-09-25,3,12,0
2017-09-26,8,15,4
2017-09-27,6,11,13
2017-09-28,8,33,5
2017-09-29,10,7,0
2017-09-30,2,11,0
2017-10-01,2,1,0
2017-10-02,4,25,6
2017-10-03,1,38,12
2017-10-04,7,22,18
2017-10-05,5,27,6
2017-10-06,0,15,9
2017-10-07,0,1,0
2017-10-08,0,0,0
2017-10-09,3,20,0
2017-10-10,6,27,29
2017-10-11,9,50,7
2017-10-12,3,30,0
2017-10-13,5,18,17
2017-10-14,4,8,0
2017-10-15,9,0,0
2017-10-16,3,23,15
2017-10-17,13,29,15
2017-10-18,14,43,11
2017-10-19,13,13,6
2017-10-20,7,14,6
2017-10-21,10,7,0
2017-10-22,5,3,0
2017-10-23,8,14,0
2017-10-24,12,26,20
2017-10-25,10,10,4
2017-10-26,20,32,6
2017-10-27,8,21,19
2017-10-28,6,7,0
2017-10-29,4,8,0
2017-10-30,13,25,6
2017-10-31,7,31,17
2017-11-01,12,14,11
2017-11-02,0,16,14
2017-11-03,1,34,12
2017-11-04,17,8,0
2017-11-05,2,2,0
2017-11-06,0,35,10
2017-11-07,0,43,12
2017-11-08,0,23,6
2017-11-09,1,21,7
2017-11-10,0,36,11
2017-11-11,2,6,0
2017-11-12,3,1,0
2017-11-13,12,24,15
2017-11-14,5,20,22
2017-11-15,14,20,10
2017-11-16,14,30,3
2017-11-17,2,35,23
2017-11-18,7,8,0
2017-11-19,1,3,0
2017-11-20,10,15,0
2017-11-21,12,27,20
2017-11-22,15,29,7
2017-11-23,0,10,0
2017-11-24,6,2,0
2017-11-25,1,3,0
2017-11-26,1,0,0
2017-11-27,2,10,2
2017-11-28,23,22,9
2017-11-29,11,19,12
2017-11-30,10,24,19
2017-12-01,0,8,7
2017-12-02,1,11,0
2017-12-03,6,6,0
2017-12-04,11,19,23
2017-12-05,7,18,11
2017-12-06,8,23,2
2017-12-07,12,20,20
2017-12-08,3,15,10
2017-12-09,4,1,14
2017-12-10,4,0,0
2017-12-11,6,13,11
2017-12-12,4,16,7
2017-12-13,2,25,11
2017-12-14,3,15,16
2017-12-15,8,16,12
2017-12-16,8,9,0
2017-12-17,7,1,0
2017-12-18,11,9,9
2017-12-19,9,15,0
2017-12-20,4,15,0
2017-12-21,9,6,35
2017-12-22,3,7,0
2017-12-23,2,4,0
2017-12-24,2,4,0
2017-12-25,9,2,0
2017-12-26,9,0,0
2017-12-27,7,3,0
2017-12-28,5,9,0
2017-12-29,5,10,0
2017-12-30,9,0,0
2017-12-31,0,0,0
2018-01-01,0,0,0
2018-01-02,5,0,29
2018-01-03,2,16,11
2018-01-04,8,19,4
2018-01-05,9,20,12
2018-01-06,2,10,0
2018-01-07,2,6,0
2018-01-08,5,43,4
2018-01-09,4,19,4
2018-01-10,5,29,13
2018-01-11,3,27,11
2018-01-12,5,13,5
2018-01-13,9,6,0
2018-01-14,4,1,0
2018-01-15,8,8,0
2018-01-16,7,16,13
2018-01-17,5,70,4
2018-01-18,4,31,9
2018-01-19,0,25,4
2018-01-20,0,18,0
2018-01-21,1,3,0
2018-01-22,15,16,10
2018-01-23,6,14,8
2018-01-24,0,18,8
2018-01-25,6,21,0
2018-01-26,4,8,7
2018-01-27,4,3,8
2018-01-28,8,1,0
2018-01-29,7,8,0
2018-01-30,13,30,19
2018-01-31,3,16,0
2018-02-01,10,19,23
2018-02-02,4,10,11
2018-02-03,4,13,0
2018-02-04,2,0,0
2018-02-05,9,23,4
2018-02-06,4,31,10
2018-02-07,4,50,9
2018-02-08,5,23,0
2018-02-09,3,24,16
2018-02-10,9,17,0
2018-02-11,3,5,0
2018-02-12,14,23,3
2018-02-13,1,12,12
2018-02-14,1,11,9
2018-02-15,0,15,12
2018-02-16,2,17,15
2018-02-17,1,8,0
2018-02-18,0,1,0
2018-02-19,0,0,0
2018-02-20,0,19,8
2018-02-21,0,17,4
2018-02-22,9,21,8
2018-02-23,9,26,0
2018-02-24,3,5,0
2018-02-25,0,0,16
2018-02-26,2,12,0
2018-02-27,0,11,16
2018-02-28,11,20,5
2018-03-01,1,32,0
2018-03-02,12,15,1
2018-03-03,4,11,27
2018-03-04,0,3,0
2018-03-05,13,14,5
2018-03-06,10,15,5
2018-03-07,7,6,0
2018-03-08,16,23,7
2018-03-09,9,23,24
2018-03-10,0,2,0
2018-03-11,0,0,0
2018-03-12,7,9,14
2018-03-13,15,17,4
2018-03-14,16,17,9
2018-03-15,7,7,15
2018-03-16,7,16,3
2018-03-17,6,5,9
2018-03-18,8,0,0
2018-03-19,18,13,2
2018-03-20,8,14,9
2018-03-21,5,21,12
2018-03-22,5,24,4
2018-03-23,0,17,8
2018-03-24,7,4,0
2018-03-25,0,7,0
2018-03-26,5,17,0
2018-03-27,16,15,16
2018-03-28,7,26,0
2018-03-29,5,50,0
2018-03-30,2,12,19
2018-03-31,0,2,0
2018-04-01,0,0,0
2018-04-02,8,33,0
2018-04-03,15,26,15
2018-04-04,5,17,22
2018-04-05,5,25,0
2018-04-06,3,22,9
2018-04-07,0,1,10
2018-04-08,0,3,0
2018-04-09,4,19,6
2018-04-10,3,20,15
2018-04-11,0,29,10
2018-04-12,11,24,11
2018-04-13,8,10,0
2018-04-14,2,15,14
2018-04-15,5,8,0
2018-04-16,0,23,8
2018-04-17,3,34,7
2018-04-18,1,34,5
2018-04-19,2,24,7
2018-04-20,2,25,11
2018-04-21,1,9,0
2018-04-22,1,0,0
2018-04-23,1,9,4
2018-04-24,3,36,6
2018-04-25,0,16,2
2018-04-26,2,9,9
2018-04-27,3,16,7
2018-04-28,2,14,0
2018-04-29,3,4,0
2018-04-30,1,21,9
2018-05-01,1,13,0
2018-05-02,0,17,11
2018-05-03,13,47,4
2018-05-04,0,29,0
2018-05-05,0,14,8
2018-05-06,1,1,0
2018-05-07,6,14,0
2018-05-08,0,35,5
2018-05-09,0,27,10
2018-05-10,5,29,8
2018-05-11,3,22,11
2018-05-12,0,6,0
2018-05-13,0,0,0
2018-05-14,2,17,0
2018-05-15,2,20,28
2018-05-16,0,39,0
2018-05-17,4,27,35
2018-05-18,8,20,15
2018-05-19,2,10,0
2018-05-20,5,0,0
2018-05-21,9,19,6
2018-05-22,2,36,13
2018-05-23,10,24,4
2018-05-24,1,36,8
2018-05-25,3,20,14
2018-05-26,9,8,0
2018-05-27,1,12,0
2018-05-28,0,3,0
2018-05-29,2,28,6
2018-05-30,0,34,0
2018-05-31,0,26,7
2018-06-01,0,21,14
2018-06-02,0,5,0
2018-06-03,8,8,0
2018-06-04,1,41,0
2018-06-05,4,25,5
2018-06-06,3,13,5
2018-06-07,1,27,0
2018-06-08,2,24,5
2018-06-09,5,8,10
2018-06-10,0,12,0
2018-06-11,0,42,9
2018-06-12,0,27,3
2018-06-13,6,42,9
2018-06-14,4,27,10
2018-06-15,4,16,6
2018-06-16,0,6,0
2018-06-17,0,0,0
2018-06-18,6,7,4
2018-06-19,0,20,7
2018-06-20,3,7,16
2018-06-21,14,30,12
2018-06-22,5,20,6
2018-06-23,3,0,0
2018-06-24,3,0,0
2018-06-25,0,34,6
2018-06-26,10,30,15
2018-06-27,5,11,8
2018-06-28,1,18,17
2018-06-29,6,26,3
2018-06-30,0,16,0
2018-07-01,8,2,0
2018-07-02,6,41,18
2018-07-03,4,27,8
2018-07-04,5,14,0
2018-07-05,0,17,0
2018-07-06,6,20,7
2018-07-07,0,1,0
2018-07-08,3,1,0
2018-07-09,0,9,3
2018-07-10,1,26,0
2018-07-11,1,25,4
2018-07-12,2,17,5
2018-07-13,0,9,2
2018-07-14,2,2,0
2018-07-15,1,0,0
2018-07-16,3,12,0
2018-07-17,2,10,8
2018-07-18,0,17,16
2018-07-19,1,7,6
2018-07-20,0,20,0
2018-07-21,0,4,5
2018-07-22,0,0,0
2018-07-23,3,2,3
2018-07-24,8,16,3
2018-07-25,1,20,6
2018-07-26,0,21,5
2018-07-27,4,11,7
2018-07-28,6,8,0
2018-07-29,0,4,0
2018-07-30,6,13,7
2018-07-31,5,23,4
2018-08-01,6,22,10
2018-08-02,7,15,0
2018-08-03,2,13,11
2018-08-04,1,4,0
2018-08-05,0,2,0
2018-08-06,5,23,3
2018-08-07,0,6,3
