,ionic-team/ionic-framework,flutter/flutter,NativeScript/NativeScript
2020-03-12,3,16,0
2020-03-13,1,23,2
2020-03-14,0,10,0
2020-03-15,0,7,0
2020-03-16,3,13,3
2020-03-17,1,12,1
2020-03-18,5,25,1
2020-03-19,1,22,2
2020-03-20,1,22,2
2020-03-21,0,0,0
2020-03-22,0,0,0
2020-03-23,1,7,1
2020-03-24,6,16,1
2020-03-25,36,31,0
2020-03-26,4,11,4
2020-03-27,0,16,0
2020-03-28,0,5,0
2020-03-29,0,3,1
2020-03-30,3,12,1
2020-03-31,1,19,0
2020-04-01,2,17,2
2020-04-02,2,17,3
2020-04-03,2,21,4
2020-04-04,0,5,0
2020-04-05,0,9,0
2020-04-06,0,16,1
2020-04-07,1,21,1
2020-04-08,2,20,0
2020-04-09,0,19,0
2020-04-10,1,27,2
2020-04-11,0,9,0
2020-04-12,0,4,0
2020-04-13,0,15,0
2020-04-14,0,9,2
2020-04-15,3,12,0
2020-04-16,2,26,0
2020-04-17,1,12,0
2020-04-18,0,7,0
2020-04-19,0,1,0
2020-04-20,0,21,1
2020-04-21,0,11,0
2020-04-22,2,30,0
2020-04-23,15,17,0
2020-04-24,3,8,0
2020-04-25,0,7,0
2020-04-26,0,1,0
2020-04-27,12,22,0
2020-04-28,2,17,0
2020-04-29,3,20,0
2020-04-30,9,3,0
2020-05-01,0,11,0
2020-05-02,0,8,0
2020-05-03,0,6,0
2020-05-04,0,12,0
2020-05-05,0,21,0
2020-05-06,0,13,0
2020-05-07,2,7,0
2020-05-08,5,33,1
2020-05-09,0,1,0
2020-05-10,0,5,0
2020-05-11,3,17,0
2020-05-12,2,7,0
2020-05-13,6,12,0
2020-05-14,2,35,0
2020-05-15,1,4,0
2020-05-16,0,10,0
2020-05-17,0,0,0
2020-05-18,3,31,0
2020-05-19,1,5,0
2020-05-20,4,14,0
2020-05-21,0,7,0
2020-05-22,3,2,0
2020-05-23,0,1,0
2020-05-24,0,0,0
2020-05-25,0,0,0
2020-05-26,3,2,0
2020-05-27,4,28,0
2020-05-28,0,18,0
2020-05-29,3,17,0
2020-05-30,0,1,0
2020-05-31,0,5,0
2020-06-01,1,12,0
2020-06-02,1,12,0
2020-06-03,2,30,2
2020-06-04,0,31,3
2020-06-05,1,15,1
2020-06-06,0,5,4
2020-06-07,0,6,0
2020-06-08,4,25,1
2020-06-09,1,20,0
2020-06-10,7,15,2
2020-06-11,5,14,0
2020-06-12,1,12,0
2020-06-13,0,1,1
2020-06-14,0,0,0
2020-06-15,2,14,0
2020-06-16,1,25,3
2020-06-17,3,10,2
2020-06-18,0,25,2
2020-06-19,1,16,1
2020-06-20,0,0,1
2020-06-21,0,0,0
2020-06-22,0,4,0
2020-06-23,3,40,0
2020-06-24,0,28,2
2020-06-25,1,13,0
2020-06-26,1,17,0
2020-06-27,0,1,0
2020-06-28,0,0,0
2020-06-29,2,17,0
2020-06-30,2,17,3
2020-07-01,2,5,0
2020-07-02,1,9,0
2020-07-03,0,0,0
2020-07-04,0,0,0
2020-07-05,0,4,0
2020-07-06,1,8,2
2020-07-07,2,13,3
2020-07-08,1,24,0
2020-07-09,0,32,0
2020-07-10,3,16,0
2020-07-11,0,5,2
2020-07-12,0,0,0
2020-07-13,0,18,0
2020-07-14,5,21,0
2020-07-15,0,29,0
2020-07-16,0,23,0
2020-07-17,3,17,0
2020-07-18,0,0,0
2020-07-19,0,0,0
2020-07-20,5,14,2
2020-07-21,3,14,2
2020-07-22,4,1,3
2020-07-23,5,32,0
2020-07-24,2,17,0
2020-07-25,0,4,0
2020-07-26,0,0,0
2020-07-27,3,2,0
2020-07-28,0,45,0
2020-07-29,2,26,0
2020-07-30,0,19,0
2020-07-31,0,11,0
2020-08-01,0,1,0
2020-08-02,0,0,0
2020-08-03,0,17,0
2020-08-04,1,26,0
2020-08-05,0,30,0
2020-08-06,3,29,0
2020-08-07,0,2,2
2020-08-08,0,15,0
2020-08-09,0,9,0
2020-08-10,1,10,0
2020-08-11,0,39,0
2020-08-12,0,18,2
2020-08-13,0,23,0
2020-08-14,0,19,0
2020-08-15,0,4,0
2020-08-16,0,1,0
2020-08-17,1,20,0
2020-08-18,0,13,0
2020-08-19,0,37,1
2020-08-20,0,22,0
2020-08-21,6,22,0
2020-08-22,0,2,0
2020-08-23,0,0,0
2020-08-24,2,18,0
2020-08-25,0,20,0
2020-08-26,0,12,4
2020-08-27,9,16,3
2020-08-28,0,21,2
2020-08-29,0,7,1
2020-08-30,0,3,1
2020-08-31,0,22,0
2020-09-01,0,10,1
2020-09-02,0,18,0
2020-09-03,2,25,3
2020-09-04,1,2,0
2020-09-05,0,3,0
2020-09-06,0,0,2
2020-09-07,0,1,1
2020-09-08,2,17,0
2020-09-09,1,15,4
2020-09-10,1,14,6
2020-09-11,9,13,0
2020-09-12,0,8,3
2020-09-13,0,6,0
2020-09-14,1,1,0
2020-09-15,2,34,1
2020-09-16,1,20,1
2020-09-17,9,33,0
2020-09-18,0,14,0
2020-09-19,0,6,0
2020-09-20,0,0,1
2020-09-21,2,12,0
2020-09-22,4,20,0
2020-09-23,2,33,6
2020-09-24,10,18,1
2020-09-25,2,24,5
2020-09-26,0,4,2
2020-09-27,0,4,1
2020-09-28,2,17,0
2020-09-29,3,21,3
2020-09-30,3,23,3
2020-10-01,10,17,1
2020-10-02,1,16,0
2020-10-03,0,8,2
2020-10-04,0,4,0
2020-10-05,1,24,0
2020-10-06,4,26,3
2020-10-07,6,33,0
2020-10-08,6,34,0
2020-10-09,1,31,0
2020-10-10,0,5,3
2020-10-11,0,0,0
2020-10-12,3,36,0
2020-10-13,5,24,0
2020-10-14,6,25,0
2020-10-15,4,28,0
2020-10-16,0,22,0
2020-10-17,0,2,3
2020-10-18,0,3,1
2020-10-19,0,26,1
2020-10-20,0,13,0
2020-10-21,2,15,1
2020-10-22,4,31,0
2020-10-23,0,21,0
2020-10-24,0,5,0
2020-10-25,0,3,0
2020-10-26,0,20,2
2020-10-27,2,28,1
2020-10-28,0,18,2
2020-10-29,3,37,0
2020-10-30,2,17,0
2020-10-31,0,4,0
2020-11-01,0,4,0
2020-11-02,4,18,0
2020-11-03,0,23,0
2020-11-04,4,17,0
2020-11-05,9,29,0
2020-11-06,5,26,0
2020-11-07,0,13,1
2020-11-08,0,0,0
2020-11-09,2,24,0
2020-11-10,3,17,1
2020-11-11,1,18,3
2020-11-12,7,20,4
2020-11-13,2,17,6
2020-11-14,0,8,6
2020-11-15,0,1,0
2020-11-16,2,15,1
2020-11-17,1,12,6
2020-11-18,4,22,3
2020-11-19,3,13,5
2020-11-20,2,23,4
2020-11-21,0,6,1
2020-11-22,0,1,13
2020-11-23,3,12,6
2020-11-24,2,6,1
2020-11-25,6,11,4
2020-11-26,0,1,0
2020-11-27,0,0,0
2020-11-28,0,0,2
2020-11-29,0,0,1
2020-11-30,2,1,1
2020-12-01,0,26,3
2020-12-02,1,14,0
2020-12-03,3,20,1
2020-12-04,0,19,0
2020-12-05,0,11,0
2020-12-06,0,1,0
2020-12-07,6,13,2
2020-12-08,4,16,1
2020-12-09,2,19,0
2020-12-10,1,8,0
2020-12-11,0,19,0
2020-12-12,0,1,0
2020-12-13,0,1,0
2020-12-14,2,8,0
2020-12-15,2,24,0
2020-12-16,3,30,1
2020-12-17,0,16,0
2020-12-18,1,8,0
2020-12-19,0,0,3
2020-12-20,0,0,0
2020-12-21,0,8,0
2020-12-22,0,14,0
2020-12-23,0,13,1
2020-12-24,0,11,0
2020-12-25,0,2,0
2020-12-26,0,3,0
2020-12-27,0,0,0
2020-12-28,0,7,10
2020-12-29,0,8,0
2020-12-30,0,10,3
2020-12-31,0,5,0
2021-01-01,0,0,0
2021-01-02,0,0,1
2021-01-03,0,1,2
2021-01-04,0,5,0
2021-01-05,0,20,2
2021-01-06,0,22,0
2021-01-07,3,29,0
2021-01-08,1,26,0
2021-01-09,0,5,0
2021-01-10,0,0,0
2021-01-11,0,14,0
2021-01-12,0,17,0
2021-01-13,3,23,1
2021-01-14,1,25,3
2021-01-15,0,32,0
2021-01-16,0,11,0
2021-01-17,0,3,2
2021-01-18,0,1,0
2021-01-19,0,13,0
2021-01-20,3,27,1
2021-01-21,0,16,0
2021-01-22,2,17,3
2021-01-23,0,18,2
2021-01-24,0,3,0
2021-01-25,0,18,0
2021-01-26,0,26,4
2021-01-27,0,29,0
2021-01-28,2,27,2
2021-01-29,0,26,13
2021-01-30,0,2,0
2021-01-31,0,0,1
2021-02-01,4,22,1
2021-02-02,2,33,0
2021-02-03,0,32,0
2021-02-04,3,27,6
2021-02-05,2,7,7
2021-02-06,0,1,0
2021-02-07,0,0,2
2021-02-08,2,1,0
2021-02-09,2,34,0
2021-02-10,1,11,0
2021-02-11,7,31,1
2021-02-12,2,18,0
2021-02-13,0,5,0
2021-02-14,0,1,0
2021-02-15,0,3,0
2021-02-16,0,16,0
2021-02-17,1,27,0
2021-02-18,1,29,0
2021-02-19,0,16,0
2021-02-20,0,10,3
2021-02-21,0,0,0
2021-02-22,0,15,0
2021-02-23,5,15,0
2021-02-24,2,32,0
2021-02-25,1,20,1
2021-02-26,5,19,1
2021-02-27,0,7,6
2021-02-28,0,3,0
2021-03-01,3,16,4
2021-03-02,1,26,10
2021-03-03,5,12,76
2021-03-04,6,23,1
2021-03-05,1,24,3
2021-03-06,0,9,0
2021-03-07,0,0,2
2021-03-08,0,13,1
2021-03-09,0,19,2
2021-03-10,1,20,0
2021-03-11,0,23,4
2021-03-12,0,15,1
2021-03-13,0,16,0
2021-03-14,0,0,0
2021-03-15,3,17,0
2021-03-16,3,24,0
2021-03-17,2,27,0
2021-03-18,1,21,0
2021-03-19,0,17,0
2021-03-20,0,0,0
2021-03-21,0,0,0
2021-03-22,4,8,0
2021-03-23,4,24,0
2021-03-24,2,30,1
2021-03-25,0,28,0
2021-03-26,0,6,4
2021-03-27,0,5,0
2021-03-28,0,1,7
2021-03-29,3,5,6
2021-03-30,0,37,4
2021-03-31,0,33,2
2021-04-01,3,34,4
2021-04-02,2,30,1
2021-04-03,0,11,0
2021-04-04,0,0,0
2021-04-05,3,20,4
2021-04-06,3,27,52
2021-04-07,2,29,4
2021-04-08,3,30,0
2021-04-09,0,19,2
2021-04-10,0,5,1
2021-04-11,0,0,0
2021-04-12,2,11,5
2021-04-13,0,16,0
2021-04-14,0,24,5
2021-04-15,3,12,3
2021-04-16,0,13,0
2021-04-17,0,7,0
2021-04-18,0,8,1
2021-04-19,0,8,0
2021-04-20,1,16,1
2021-04-21,2,20,1
2021-04-22,3,33,0
2021-04-23,4,31,0
2021-04-24,0,6,4
2021-04-25,0,0,0
2021-04-26,3,15,0
2021-04-27,0,36,1
2021-04-28,1,34,0
2021-04-29,2,8,0
2021-04-30,0,13,1
2021-05-01,0,17,0
2021-05-02,0,3,1
2021-05-03,5,17,0
2021-05-04,0,5,0
2021-05-05,0,0,3
2021-05-06,0,10,2
2021-05-07,1,24,0
2021-05-08,0,3,3
2021-05-09,0,5,0
2021-05-10,2,13,2
2021-05-11,2,35,2
2021-05-12,0,20,4
2021-05-13,2,38,3
2021-05-14,1,33,0
2021-05-15,0,11,0
2021-05-16,0,3,0
2021-05-17,2,13,0
2021-05-18,0,15,0
2021-05-19,0,30,0
2021-05-20,1,30,1
2021-05-21,6,21,0
2021-05-22,0,13,0
2021-05-23,0,6,0
2021-05-24,3,20,0
2021-05-25,1,19,0
2021-05-26,3,20,1
2021-05-27,2,22,1
2021-05-28,1,16,4
2021-05-29,0,1,0
2021-05-30,0,0,2
2021-05-31,0,1,0
2021-06-01,6,16,3
2021-06-02,1,34,6
2021-06-03,1,22,2
2021-06-04,1,27,2
2021-06-05,0,5,0
2021-06-06,0,1,0
2021-06-07,2,24,0
2021-06-08,5,18,3
2021-06-09,0,21,0
2021-06-10,1,33,0
2021-06-11,2,9,0
2021-06-12,0,7,0
2021-06-13,0,6,0
2021-06-14,1,20,0
2021-06-15,0,10,2
2021-06-16,2,11,0
2021-06-17,4,10,0
2021-06-18,2,10,0
2021-06-19,0,6,0
2021-06-20,0,1,0
2021-06-21,8,7,0
2021-06-22,9,15,0
2021-06-23,8,36,0
2021-06-24,2,26,0
2021-06-25,0,30,0
2021-06-26,0,6,0
2021-06-27,0,4,0
2021-06-28,1,21,0
2021-06-29,7,19,0
2021-06-30,3,23,0
2021-07-01,11,26,3
2021-07-02,0,16,0
2021-07-03,0,4,0
2021-07-04,0,8,0
2021-07-05,0,7,0
2021-07-06,4,12,1
2021-07-07,2,11,0
2021-07-08,3,34,0
2021-07-09,4,31,0
2021-07-10,0,9,0
2021-07-11,0,3,0
2021-07-12,2,18,1
2021-07-13,2,19,1
2021-07-14,8,17,0
2021-07-15,5,13,0
2021-07-16,0,14,0
2021-07-17,0,5,0
2021-07-18,0,0,0
2021-07-19,0,16,0
2021-07-20,7,18,0
2021-07-21,7,13,0
2021-07-22,0,30,0
2021-07-23,3,11,0
2021-07-24,0,6,0
2021-07-25,0,0,0
2021-07-26,2,19,1
2021-07-27,0,23,0
2021-07-28,0,22,1
2021-07-29,0,22,0
2021-07-30,0,27,0
2021-07-31,0,2,0
2021-08-01,0,0,0
2021-08-02,4,6,0
2021-08-03,3,29,6
2021-08-04,10,27,2
2021-08-05,0,19,0
2021-08-06,2,8,0
2021-08-07,0,1,0
2021-08-08,0,1,0
2021-08-09,4,11,3
2021-08-10,1,3,1
2021-08-11,0,14,3
2021-08-12,1,17,0
2021-08-13,0,9,0
2021-08-14,0,11,0
2021-08-15,0,2,0
2021-08-16,2,17,0
2021-08-17,2,16,0
2021-08-18,13,30,1
2021-08-19,0,14,0
2021-08-20,0,18,1
2021-08-21,0,6,0
2021-08-22,0,2,0
2021-08-23,1,24,0
2021-08-24,1,13,1
2021-08-25,2,18,0
2021-08-26,3,24,0
2021-08-27,1,25,0
2021-08-28,0,10,0
2021-08-29,0,0,0
2021-08-30,2,18,0
2021-08-31,5,22,0
2021-09-01,8,11,0
2021-09-02,0,9,0
2021-09-03,0,10,0
2021-09-04,0,11,0
2021-09-05,0,3,0
2021-09-06,0,1,2
2021-09-07,3,5,0
2021-09-08,4,17,68
2021-09-09,5,10,1
2021-09-10,0,24,3
2021-09-11,0,6,1
2021-09-12,0,0,0
2021-09-13,2,10,0
2021-09-14,4,16,0
2021-09-15,13,12,2
2021-09-16,3,17,0
2021-09-17,0,17,0
2021-09-18,0,7,2
2021-09-19,0,0,1
2021-09-20,1,13,1
2021-09-21,3,9,1
2021-09-22,3,15,1
2021-09-23,3,9,1
2021-09-24,2,19,1
2021-09-25,0,3,2
2021-09-26,0,7,0
2021-09-27,2,12,0
2021-09-28,0,24,1
2021-09-29,0,16,1
2021-09-30,1,11,0
2021-10-01,1,21,0
2021-10-02,0,4,0
2021-10-03,0,0,0
2021-10-04,3,11,0
2021-10-05,8,16,0
2021-10-06,11,19,5
2021-10-07,6,26,0
2021-10-08,2,24,1
2021-10-09,0,6,2
2021-10-10,0,0,0
2021-10-11,3,8,0
2021-10-12,2,17,0
2021-10-13,2,22,0
2021-10-14,2,26,1
2021-10-15,2,16,0
2021-10-16,0,3,0
2021-10-17,0,0,0
2021-10-18,0,2,0
2021-10-19,1,21,0
2021-10-20,0,26,1
2021-10-21,2,19,0
2021-10-22,11,9,0
2021-10-23,0,1,0
2021-10-24,0,1,0
2021-10-25,0,12,0
2021-10-26,0,2,1
2021-10-27,14,26,0
2021-10-28,1,20,1
2021-10-29,0,12,1
2021-10-30,0,5,1
2021-10-31,0,0,0
2021-11-01,6,14,0
2021-11-02,9,15,1
2021-11-03,4,16,0
2021-11-04,1,22,0
2021-11-05,2,13,0
2021-11-06,0,1,0
2021-11-07,0,8,0
2021-11-08,4,27,0
2021-11-09,5,14,0
2021-11-10,1,15,2
2021-11-11,7,20,0
2021-11-12,3,13,0
2021-11-13,0,5,1
2021-11-14,0,1,0
2021-11-15,0,4,3
2021-11-16,1,9,0
2021-11-17,13,21,0
2021-11-18,1,5,0
2021-11-19,0,18,0
2021-11-20,0,9,0
2021-11-21,0,4,2
2021-11-22,2,6,0
2021-11-23,3,26,0
2021-11-24,4,14,0
2021-11-25,1,2,0
2021-11-26,0,3,0
2021-11-27,0,3,0
2021-11-28,0,4,0
2021-11-29,0,5,2
2021-11-30,3,2,2
2021-12-01,4,27,0
2021-12-02,1,15,0
2021-12-03,1,15,0
2021-12-04,0,8,0
2021-12-05,0,5,1
2021-12-06,6,9,0
2021-12-07,7,19,0
2021-12-08,5,18,0
2021-12-09,1,14,0
2021-12-10,7,10,7
2021-12-11,0,5,0
2021-12-12,0,2,0
2021-12-13,9,19,0
2021-12-14,5,21,0
2021-12-15,6,19,2
2021-12-16,4,14,0
2021-12-17,1,9,0
2021-12-18,0,1,0
2021-12-19,0,0,0
2021-12-20,0,8,0
2021-12-21,0,14,1
2021-12-22,2,19,3
2021-12-23,0,12,3
2021-12-24,0,11,0
2021-12-25,0,2,0
2021-12-26,0,3,0
2021-12-27,0,5,0
2021-12-28,0,4,0
2021-12-29,0,3,0
2021-12-30,0,2,0
2021-12-31,0,6,0
2022-01-01,0,2,0
2022-01-02,0,3,0
2022-01-03,0,5,0
2022-01-04,5,12,0
2022-01-05,4,13,0
2022-01-06,3,12,0
2022-01-07,2,14,0
2022-01-08,0,12,0
2022-01-09,0,4,0
2022-01-10,2,17,0
2022-01-11,9,10,0
2022-01-12,8,7,0
2022-01-13,2,28,0
2022-01-14,2,24,0
2022-01-15,0,3,0
2022-01-16,0,0,0
2022-01-17,0,0,0
2022-01-18,1,12,0
2022-01-19,12,12,0
2022-01-20,3,14,0
2022-01-21,2,25,0
2022-01-22,0,10,0
2022-01-23,0,6,1
2022-01-24,4,16,0
2022-01-25,5,22,0
2022-01-26,2,15,0
2022-01-27,3,8,0
2022-01-28,1,12,0
2022-01-29,0,8,0
2022-01-30,0,3,0
2022-01-31,1,8,0
2022-02-01,2,17,0
2022-02-02,6,29,2
2022-02-03,3,24,0
2022-02-04,3,26,0
2022-02-05,0,7,0
2022-02-06,0,2,0
2022-02-07,3,3,0
2022-02-08,4,26,0
2022-02-09,10,18,0
2022-02-10,0,2,0
2022-02-11,3,26,0
2022-02-12,0,6,0
2022-02-13,0,4,0
2022-02-14,3,8,0
2022-02-15,2,27,0
2022-02-16,1,16,1
2022-02-17,2,14,0
2022-02-18,3,19,4
2022-02-19,0,7,0
2022-02-20,0,0,1
2022-02-21,1,1,0
2022-02-22,5,13,0
2022-02-23,6,15,0
2022-02-24,2,8,0
2022-02-25,4,19,0
2022-02-26,0,4,0
2022-02-27,0,1,0
2022-02-28,2,18,0
2022-03-01,0,16,72
2022-03-02,6,13,0
2022-03-03,2,16,3
2022-03-04,1,19,5
2022-03-05,0,8,8
2022-03-06,0,7,2
2022-03-07,8,16,2
2022-03-08,3,15,10
2022-03-09,5,26,2
2022-03-10,4,14,0
2022-03-11,6,3,0
2022-03-12,0,0,0
2022-03-13,0,0,0
2022-03-14,2,13,0
2022-03-15,2,10,0
2022-03-16,2,12,1
2022-03-17,4,24,0
2022-03-18,0,23,0
2022-03-19,1,9,3
2022-03-20,0,0,0
2022-03-21,2,16,0
2022-03-22,3,31,0
2022-03-23,3,16,0
2022-03-24,1,8,0
2022-03-25,0,24,0
2022-03-26,0,8,0
2022-03-27,0,5,0
2022-03-28,0,15,0
2022-03-29,1,16,0
2022-03-30,2,18,0
2022-03-31,3,22,0
2022-04-01,2,17,1
2022-04-02,0,1,2
2022-04-03,0,0,0
2022-04-04,13,12,0
2022-04-05,2,12,3
2022-04-06,2,25,0
2022-04-07,8,17,3
2022-04-08,8,19,0
2022-04-09,0,12,0
2022-04-10,0,5,0
2022-04-11,0,18,0
2022-04-12,8,26,0
2022-04-13,6,27,0
2022-04-14,2,27,0
2022-04-15,5,24,3
2022-04-16,0,6,0
2022-04-17,0,1,0
2022-04-18,1,15,0
2022-04-19,1,17,1
2022-04-20,8,13,1
