,netdata/netdata,grafana/grafana,cacti/cacti
2024-07-25,1,24,0
2024-07-26,2,23,0
2024-07-27,1,0,0
2024-07-28,0,1,0
2024-07-29,3,29,0
2024-07-30,4,29,0
2024-07-31,2,35,4
2024-08-01,2,24,0
2024-08-02,1,18,0
2024-08-03,0,0,0
2024-08-04,0,0,4
2024-08-05,7,15,0
2024-08-06,9,20,0
2024-08-07,4,10,0
2024-08-08,10,21,3
2024-08-09,8,24,8
2024-08-10,2,0,0
2024-08-11,8,3,0
2024-08-12,13,26,0
2024-08-13,4,29,0
2024-08-14,8,22,0
2024-08-15,1,24,0
2024-08-16,9,17,0
2024-08-17,4,0,0
2024-08-18,12,1,4
2024-08-19,22,19,0
2024-08-20,5,20,0
2024-08-21,7,29,0
2024-08-22,4,24,5
2024-08-23,7,12,0
2024-08-24,5,0,0
2024-08-25,3,0,2
2024-08-26,10,27,0
2024-08-27,2,39,0
2024-08-28,7,22,0
2024-08-29,14,33,0
2024-08-30,5,35,0
2024-08-31,1,0,0
2024-09-01,4,0,0
2024-09-02,2,23,0
2024-09-03,3,19,0
2024-09-04,17,18,0
2024-09-05,3,23,0
2024-09-06,1,22,0
2024-09-07,0,1,14
2024-09-08,3,1,0
2024-09-09,2,30,3
2024-09-10,13,34,0
2024-09-11,9,21,0
2024-09-12,5,28,8
2024-09-13,6,25,0
2024-09-14,9,0,0
2024-09-15,1,0,4
2024-09-16,9,1,2
2024-09-17,7,15,4
2024-09-18,7,12,7
2024-09-19,1,20,4
2024-09-20,1,17,2
2024-09-21,3,1,0
2024-09-22,4,0,0
2024-09-23,3,29,2
2024-09-24,5,33,1
2024-09-25,4,34,2
2024-09-26,2,30,1
2024-09-27,7,37,3
2024-09-28,3,4,2
2024-09-29,3,0,4
2024-09-30,8,38,0
2024-10-01,5,29,3
2024-10-02,7,25,0
2024-10-03,16,18,1
2024-10-04,10,33,0
2024-10-05,1,0,0
2024-10-06,7,0,0
2024-10-07,7,30,0
2024-10-08,16,23,6
2024-10-09,9,25,0
2024-10-10,16,32,0
2024-10-11,9,30,0
2024-10-12,1,0,3
2024-10-13,0,0,6
2024-10-14,7,19,6
2024-10-15,10,32,2
2024-10-16,8,21,11
2024-10-17,12,39,5
2024-10-18,10,24,0
2024-10-19,7,0,0
2024-10-20,3,0,2
2024-10-21,12,31,1
2024-10-22,7,26,0
2024-10-23,8,36,0
2024-10-24,5,42,0
2024-10-25,5,21,0
2024-10-26,2,0,0
2024-10-27,4,0,0
2024-10-28,5,28,0
2024-10-29,6,25,17
2024-10-30,11,20,11
2024-10-31,11,25,1
2024-11-01,7,15,8
2024-11-02,4,0,7
2024-11-03,2,0,7
2024-11-04,9,21,13
2024-11-05,10,32,9
2024-11-06,6,32,8
2024-11-07,11,33,11
2024-11-08,10,25,12
2024-11-09,3,1,14
2024-11-10,2,0,6
2024-11-11,4,26,9
2024-11-12,11,41,0
2024-11-13,3,19,2
2024-11-14,18,31,3
2024-11-15,4,36,14
2024-11-16,1,1,6
2024-11-17,1,0,7
2024-11-18,4,20,1
2024-11-19,8,33,4
2024-11-20,8,24,1
2024-11-21,4,33,0
2024-11-22,6,21,4
2024-11-23,2,0,0
2024-11-24,1,0,7
2024-11-25,13,26,4
2024-11-26,2,28,4
2024-11-27,9,24,6
2024-11-28,4,22,3
2024-11-29,5,10,15
2024-11-30,5,0,24
2024-12-01,1,0,12
2024-12-02,3,26,15
2024-12-03,3,22,16
2024-12-04,6,12,8
2024-12-05,10,23,15
2024-12-06,9,17,9
2024-12-07,7,2,3
2024-12-08,2,0,4
2024-12-09,14,19,36
2024-12-10,6,28,8
2024-12-11,8,21,14
2024-12-12,10,36,23
2024-12-13,2,23,15
2024-12-14,4,0,6
2024-12-15,7,0,18
2024-12-16,12,20,16
2024-12-17,9,27,4
2024-12-18,5,28,7
2024-12-19,7,25,23
2024-12-20,5,14,20
2024-12-21,6,0,16
2024-12-22,1,0,9
2024-12-23,9,1,15
2024-12-24,4,1,20
2024-12-25,4,1,1
2024-12-26,2,1,0
2024-12-27,4,4,8
2024-12-28,2,0,10
2024-12-29,4,1,21
2024-12-30,7,5,31
2024-12-31,6,6,19
2025-01-01,2,0,8
2025-01-02,6,11,18
2025-01-03,3,16,16
2025-01-04,1,0,12
2025-01-05,1,0,5
2025-01-06,3,22,0
2025-01-07,9,37,0
2025-01-08,14,22,7
2025-01-09,13,30,11
2025-01-10,11,38,15
2025-01-11,2,2,4
2025-01-12,7,0,1
2025-01-13,6,30,7
2025-01-14,10,30,5
2025-01-15,11,29,7
2025-01-16,8,31,15
2025-01-17,14,33,15
2025-01-18,2,0,0
2025-01-19,3,2,2
2025-01-20,6,22,0
2025-01-21,6,30,0
2025-01-22,7,19,0
2025-01-23,7,37,0
2025-01-24,5,25,0
2025-01-25,3,0,0
2025-01-26,2,1,2
2025-01-27,12,37,1
2025-01-28,14,35,2
2025-01-29,5,36,4
2025-01-30,14,24,2
2025-01-31,19,21,0
2025-02-01,2,0,0
2025-02-02,4,0,3
2025-02-03,10,33,0
2025-02-04,3,28,0
2025-02-05,9,26,0
2025-02-06,5,34,0
2025-02-07,10,36,4
2025-02-08,3,1,1
2025-02-09,1,0,1
2025-02-10,12,23,0
2025-02-11,6,38,0
2025-02-12,10,34,0
2025-02-13,10,48,0
2025-02-14,2,37,0
2025-02-15,1,1,0
2025-02-16,1,0,0
2025-02-17,8,23,0
2025-02-18,8,24,0
2025-02-19,7,38,1
2025-02-20,6,44,0
2025-02-21,7,33,0
2025-02-22,1,4,13
2025-02-23,10,0,4
2025-02-24,8,20,5
2025-02-25,6,33,2
2025-02-26,14,25,0
2025-02-27,6,31,1
2025-02-28,13,19,3
2025-03-01,3,1,0
2025-03-02,6,0,0
2025-03-03,9,18,0
2025-03-04,10,23,2
2025-03-05,11,23,2
2025-03-06,6,42,3
2025-03-07,10,35,3
2025-03-08,10,3,6
2025-03-09,2,1,19
2025-03-10,7,31,6
2025-03-11,9,54,7
2025-03-12,13,41,1
2025-03-13,12,40,3
2025-03-14,8,31,1
2025-03-15,8,0,0
2025-03-16,4,1,0
2025-03-17,15,37,8
2025-03-18,6,40,1
2025-03-19,9,37,0
2025-03-20,11,46,3
2025-03-21,9,38,3
2025-03-22,5,4,8
2025-03-23,2,0,18
2025-03-24,7,35,3
2025-03-25,6,32,1
2025-03-26,8,51,0
2025-03-27,12,56,0
2025-03-28,6,3,0
2025-03-29,6,1,0
2025-03-30,3,2,0
2025-03-31,16,36,1
2025-04-01,10,39,0
2025-04-02,8,54,2
2025-04-03,14,47,2
2025-04-04,5,30,1
2025-04-05,3,1,2
2025-04-06,8,3,0
2025-04-07,12,40,4
2025-04-08,13,52,3
2025-04-09,13,46,0
2025-04-10,5,54,0
2025-04-11,3,73,1
2025-04-12,1,0,0
2025-04-13,1,0,2
2025-04-14,5,25,1
2025-04-15,7,32,0
2025-04-16,4,24,0
2025-04-17,10,18,0
2025-04-18,5,6,2
2025-04-19,1,1,0
2025-04-20,2,0,0
2025-04-21,1,10,0
2025-04-22,5,46,0
2025-04-23,7,38,0
2025-04-24,7,34,1
2025-04-25,6,29,1
2025-04-26,2,0,0
2025-04-27,4,0,0
2025-04-28,13,11,0
2025-04-29,7,6,0
2025-04-30,7,49,2
2025-05-01,2,19,0
2025-05-02,10,21,0
2025-05-03,2,1,0
2025-05-04,1,0,0
2025-05-05,5,27,0
2025-05-06,5,34,0
2025-05-07,7,29,0
2025-05-08,7,30,3
2025-05-09,5,27,1
2025-05-10,1,0,0
2025-05-11,0,1,0
2025-05-12,4,31,0
2025-05-13,2,32,0
2025-05-14,5,30,0
2025-05-15,4,36,0
2025-05-16,5,25,1
2025-05-17,1,2,0
2025-05-18,2,0,0
2025-05-19,7,34,0
2025-05-20,8,33,0
2025-05-21,11,33,0
2025-05-22,5,35,0
2025-05-23,4,22,1
2025-05-24,1,1,0
2025-05-25,2,1,0
2025-05-26,5,11,0
2025-05-27,7,26,0
2025-05-28,10,35,0
2025-05-29,11,24,0
2025-05-30,5,2,0
2025-05-31,1,0,1
2025-06-01,2,1,1
2025-06-02,5,13,0
2025-06-03,2,16,1
2025-06-04,8,17,0
2025-06-05,13,18,0
2025-06-06,6,9,0
2025-06-07,2,1,0
2025-06-08,3,0,1
2025-06-09,3,14,0
2025-06-10,7,34,0
2025-06-11,7,33,0
2025-06-12,2,29,0
2025-06-13,11,27,0
2025-06-14,0,0,0
2025-06-15,3,1,1
2025-06-16,8,33,2
2025-06-17,10,32,1
2025-06-18,15,51,0
2025-06-19,5,16,0
2025-06-20,4,21,0
2025-06-21,2,2,0
2025-06-22,2,1,0
2025-06-23,7,4,2
2025-06-24,12,41,0
2025-06-25,6,42,2
2025-06-26,7,32,0
2025-06-27,6,30,2
2025-06-28,1,0,1
2025-06-29,25,1,5
2025-06-30,12,37,2
2025-07-01,10,25,3
2025-07-02,5,22,2
2025-07-03,6,25,3
2025-07-04,3,24,10
2025-07-05,2,0,0
2025-07-06,2,0,1
2025-07-07,4,28,2
2025-07-08,8,28,0
2025-07-09,2,38,1
2025-07-10,2,39,0
2025-07-11,8,39,7
2025-07-12,2,1,0
2025-07-13,10,1,11
2025-07-14,10,18,1
2025-07-15,7,34,0
2025-07-16,5,34,0
2025-07-17,2,33,0
2025-07-18,6,29,0
2025-07-19,3,1,0
2025-07-20,1,0,0
2025-07-21,2,26,1
2025-07-22,3,23,2
2025-07-23,5,34,0
2025-07-24,7,36,0
2025-07-25,4,29,1
2025-07-26,1,1,0
2025-07-27,1,0,0
2025-07-28,3,45,1
2025-07-29,3,37,0
2025-07-30,5,40,0
2025-07-31,6,43,0
2025-08-01,3,31,0
2025-08-02,2,1,0
2025-08-03,3,0,0
2025-08-04,7,24,0
2025-08-05,6,29,0
2025-08-06,8,49,0
2025-08-07,2,27,0
2025-08-08,6,30,0
2025-08-09,3,1,1
2025-08-10,3,0,0
2025-08-11,8,28,2
2025-08-12,10,24,0
2025-08-13,3,33,0
2025-08-14,3,34,12
2025-08-15,1,16,1
2025-08-16,2,2,0
