,gfx-rs/wgpu,vulkano-rs/vulkano,gfx-rs/gfx
2019-02-01,1,0,-0.7815391490453125
2019-02-02,0,0,-0.4275999867593752
2019-02-03,5,0,-0.2607431786640626
2019-02-04,4,0,-0.14184113625
2019-02-05,1,0,-0.11111596551562505
2019-02-06,5,1,-0.09065553999843758
2019-02-07,1,1,4.935705879485937
2019-02-08,0,0,-0.5430435432312504
2019-02-09,0,1,-0.8385834132328123
2019-02-10,0,0,-0.4024999999999998
2019-02-11,0,0,-0.26031249999999995
2019-02-12,3,0,1.81123625
2019-02-13,0,0,-0.7461245625
2019-02-14,1,0,-0.32806723124999987
2019-02-15,1,0,0.7826591424218748
2019-02-16,0,0,0.5358812170703122
2019-02-17,0,0,-0.47802391323281246
2019-02-18,0,0,0.7889382750000001
2019-02-19,0,0,0.5624229525
2019-02-20,0,0,-0.5066361835312501
2019-02-21,9,0,-0.24466793896562494
2019-02-22,7,0,0.8580993637500001
2019-02-23,1,0,4.595283259484375
2019-02-24,0,0,-1.6874612424984377
2019-02-25,0,0,3.3596784505171877
2019-02-26,9,0,2.427503509484375
2019-02-27,5,0,-1.8799928799984373
2019-02-28,5,0,-0.8434655257328121
2019-03-01,3,0,-0.5340115862499999
2019-03-02,0,0,-0.39019408551562507
2019-03-03,0,0,2.6950285529390623
2019-03-04,1,0,2.863130388835937
2019-03-05,1,0,1.3456640379374998
2019-03-06,5,0,0.38365948000625005
2019-03-07,3,0,-0.3278211529312498
2019-03-08,5,0,0.06168925000000025
2019-03-09,1,0,-0.8332110874999998
2019-03-10,0,0,-0.4839810212499999
2019-03-11,2,0,0.6475951672031249
2019-03-12,0,3,3.4224265969890624
2019-03-13,1,0,-1.4978794632281254
2019-03-14,0,0,2.405758190520313
2019-03-15,0,1,0.75983668301875
2019-03-16,0,0,-1.1348303799984374
2019-03-17,0,0,3.4557547242671878
2019-03-18,0,0,-0.5515682237500001
2019-03-19,2,0,-0.9811915617656248
2019-03-20,3,0,-0.5493733677953125
2019-03-21,1,0,-0.3779171991812501
2019-03-22,0,0,0.7554118022031249
2019-03-23,0,0,0.5046526267703123
2019-03-24,0,0,0.46872321603437495
2019-03-25,1,0,-0.5469641408125001
2019-03-26,0,0,3.725127130303125
2019-03-27,0,0,-0.3429661632328127
2019-03-28,0,0,-0.8131636124999997
2019-03-29,0,0,-0.4149583862499998
2019-03-30,0,0,-0.278264853015625
2019-03-31,5,0,-0.20746090374843756
2019-04-01,3,0,-0.15230382999843756
2019-04-02,1,0,-0.11269337073281253
2019-04-03,1,0,0.9175358591874998
2019-04-04,0,0,1.629789630303125
2019-04-05,0,0,0.2814165867671875
2019-04-06,0,0,-0.5694999999999999
2019-04-07,1,0,-0.26416249999999986
2019-04-08,0,0,-0.16954524999999995
2019-04-09,0,0,0.8771161375000001
2019-04-10,0,0,0.60476075125
2019-04-11,0,0,0.517927873234375
2019-04-12,1,0,1.4712058794859375
2019-04-13,0,0,-0.8477060432312501
2019-04-14,0,0,-0.3529661632328123
2019-04-15,0,1,-0.21216361249999993
2019-04-16,0,0,-0.15228338624999999
2019-04-17,0,0,-0.11755535301562504
2019-04-18,0,0,-0.09497912874843756
2019-04-19,0,0,-0.06737467749843758
2019-04-20,0,0,1.9546631532359373
2019-04-21,0,0,0.37283317353437484
2019-04-22,2,0,-0.5099999999999999
2019-04-23,4,0,1.7760000000000002
2019-04-24,0,0,-0.7398250000000001
2019-04-25,3,0,0.6903970000000001
2019-04-26,2,0,0.5047180250000001
2019-04-27,2,0,-0.54652041
2019-04-28,0,0,4.72534879271875
2019-04-29,0,0,-1.6892677682312502
2019-04-30,4,0,-0.6463807107328122
2019-05-01,7,0,-0.38225454603125
2019-05-02,0,0,-0.270217462715625
2019-05-03,4,0,0.816564759484375
2019-05-04,2,0,-0.4458644424984376
2019-05-05,0,0,-0.21336978198281248
2019-05-06,0,0,-0.1388835838281252
2019-05-07,2,1,-0.10807956616406261
2019-05-08,0,0,-0.029720249999999997
2019-05-09,2,0,0.9767191375000001
2019-05-10,3,0,0.68104272625
2019-05-11,4,0,10.579123283234376
2019-05-12,0,0,-3.478083413232813
2019-05-13,4,0,-1.2546624999999991
2019-05-14,6,0,-0.7243827499999996
2019-05-15,1,0,0.5052113875
2019-05-16,2,0,-0.66916088625
2019-05-17,2,0,-0.39592347801562494
2019-05-18,0,0,-0.29749014124843753
2019-05-19,1,1,4.771610202345312
2019-05-20,0,0,0.3208622044390621
2019-05-21,1,0,3.8517191375000004
2019-05-22,1,0,-2.02645727375
2019-05-23,5,0,0.1393107832343754
2019-05-24,3,0,0.15999033676718755
2019-05-25,2,1,-0.7816573124999999
2019-05-26,2,0,-0.45444934374999996
2019-05-27,1,0,-0.3333649438281252
2019-05-28,1,0,-0.26433961844531273
2019-05-29,1,0,-0.15955152279375026
2019-05-30,8,0,2.8898447975859374
2019-05-31,3,0,0.06516600948437479
2019-06-01,1,0,2.3555398700015626
2019-06-02,1,0,-0.19708341323281253
2019-06-03,2,0,0.20501250000000026
2019-06-04,2,0,0.2871767500000002
2019-06-05,3,0,2.3154496625
2019-06-06,3,0,25.726024066249998
2019-06-07,2,0,-6.680812761546877
2019-06-08,0,0,-0.8201623902140609
2019-06-09,0,0,-1.970159449779687
2019-06-10,1,1,-2.0064133427140622
2019-06-11,0,0,1.7154682587515626
2019-06-12,8,0,7.145656761251562
2019-06-13,12,0,-2.7639449297796874
2019-06-14,6,0,-1.030398977370313
2019-06-15,0,0,-0.5396457745671881
2019-06-16,2,0,4.9911224994875
2019-06-17,4,0,-1.3986142939640627
2019-06-18,1,0,-0.3393657469828122
2019-06-19,0,0,15.926590773453125
2019-06-20,2,0,-2.761074076839064
2019-06-21,0,0,3.856650427889063
2019-06-22,0,0,1.315514671251563
2019-06-23,2,0,-2.292467384998437
2019-06-24,2,0,14.981686399923438
2019-06-25,0,0,-5.3849073824125
2019-06-26,0,0,5.025069378751564
2019-06-27,0,0,4.791410793001562
2019-06-28,0,0,-4.839636154004688
2019-06-29,1,0,-2.236361238307812
2019-06-30,0,0,-1.4757196627078124
2019-07-01,0,1,-1.0285727991796876
2019-07-02,2,3,2.2438259780015617
2019-07-03,0,0,-0.5079806942234382
2019-07-04,1,0,-0.9262126111078128
2019-07-05,4,1,1.4649422432468746
2019-07-06,0,0,0.09776178090468723
2019-07-07,0,0,1.36067675
2019-07-08,1,0,-0.9235628374999999
2019-07-09,0,0,0.5700223162500002
2019-07-10,0,0,1.414809575953125
2019-07-11,2,0,0.08176606853593738
2019-07-12,0,0,0.2962806767671876
2019-07-13,0,0,-0.66143493228125
2019-07-14,0,0,-0.35550334073124995
2019-07-15,0,0,-0.22772070926406254
2019-07-16,0,0,-0.16256857521562504
2019-07-17,1,0,2.893207623234375
2019-07-18,0,0,0.012425016985937232
2019-07-19,1,0,-0.6770008169812499
2019-07-20,0,0,-0.3129601299984374
2019-07-21,0,0,0.8064290867671875
2019-07-22,2,0,-0.42932325000000005
2019-07-23,1,0,1.7954371625
2019-07-24,3,0,0.26034731624999996
2019-07-25,0,0,-0.616749924046875
2019-07-26,1,0,0.6896527935359376
2019-07-27,3,0,1.5233107242671875
2019-07-28,0,0,1.17643972625
2019-07-29,5,0,0.03834130823437509
2019-07-30,1,0,1.2560586767671875
2019-07-31,1,0,-0.9847559572812501
2019-08-01,0,0,4.52441009426875
2019-08-02,0,0,-1.7977054119828126
2019-08-03,0,2,3.2646017607343754
2019-08-04,0,0,-1.6634727567640626
2019-08-05,1,0,-0.7452517587468748
2019-08-06,0,0,-0.46755934073124994
2019-08-07,1,0,0.6776088407359374
2019-08-08,1,0,1.459165804784375
2019-08-09,0,0,1.1224929661718748
2019-08-10,2,0,0.9867538388359374
2019-08-11,1,0,-1.0326693670625
2019-08-12,7,1,0.5066210970687501
2019-08-13,0,0,1.4179536375000001
2019-08-14,3,0,0.08971550124999994
2019-08-15,3,0,0.2707065107343751
2019-08-16,1,0,4.306024380735938
2019-08-17,2,2,-1.8713800574968753
2019-08-18,3,0,-0.7663041224968747
2019-08-19,0,0,-0.46006857521562494
2019-08-20,5,0,-0.30760487676562503
2019-08-21,3,0,-0.2361762330140626
2019-08-22,4,0,6.82159487051875
2019-08-23,1,0,-2.224246498748438
2019-08-24,0,0,-0.8279669970609371
2019-08-25,0,0,-0.4844170661640624
2019-08-26,0,0,-0.2811375
2019-08-27,0,0,-0.20804174999999997
2019-08-28,4,0,-0.16296603749999997
2019-08-29,1,0,-0.13270091625000002
2019-08-30,3,0,0.8888629826406247
2019-08-31,3,0,-0.3950838926296877
2019-09-01,0,0,2.895
2019-09-02,0,0,0.04049999999999987
2019-09-03,2,0,-0.6551624999999999
2019-09-04,0,0,-0.31322024999999987
2019-09-05,3,0,3.7967316375
2019-09-06,1,0,1.6517194762499998
2019-09-07,1,0,-0.43543955426562486
2019-09-08,1,0,1.0532639030171878
2019-09-09,1,0,2.8892625759531247
2019-09-10,6,0,-1.7654954564640626
2019-09-11,1,0,0.22496988676718788
2019-09-12,1,0,-0.7937169325
2019-09-13,0,0,1.5312499491875
2019-09-14,1,0,1.0541361980218746
2019-09-15,1,0,0.9621725460359376
2019-09-16,1,0,-1.0798861917640625
2019-09-17,0,0,2.476720443971875
2019-09-18,0,0,-1.2320564266812501
2019-09-19,0,0,0.4827960582343752
2019-09-20,0,0,-0.6360001857328125
2019-09-21,0,0,0.65828279396875
2019-09-22,2,0,-0.5454955574968752
2019-09-23,1,0,-0.273925347496875
2019-09-24,1,0,-0.17325889771562503
