,pallets/flask,rails/rails,django/django
2010-09-25,0.0,32,0.0
2010-09-26,0.0,8,7.0
2010-09-27,0.0,89,23.0
2010-09-28,0.0,73,19.0
2010-09-29,0.0,60,3.0
2010-09-30,0.0,38,0.0
2010-10-01,0.0,4,8.0
2010-10-02,0.0,19,2.0
2010-10-03,0.0,32,0.0
2010-10-04,0.0,19,2.0
2010-10-05,0.0,14,3.0
2010-10-06,0.0,14,8.0
2010-10-07,4.0,13,5.0
2010-10-08,-0.40000000000000036,11,24.0
2010-10-09,-0.18000000000000013,15,28.0
2010-10-10,-0.11400000000000009,18,20.0
2010-10-11,-0.0826499999999997,22,17.0
2010-10-12,-0.06446699999999979,38,18.0
2010-10-13,-0.05264804999999984,17,9.0
2010-10-14,-0.04437478499999987,26,8.0
2010-10-15,-0.0382732520624999,16,11.0
2010-10-16,-0.033595410143749914,15,3.0
2010-10-17,0.0,9,3.0
2010-10-18,0.0,32,21.0
2010-10-19,3.0,35,14.0
2010-10-20,-0.30000000000000027,21,10.0
2010-10-21,-0.1350000000000001,7,9.0
2010-10-22,2.9145,8,1.0
2010-10-23,-0.3619875,3,10.0
2010-10-24,-0.18335024999999994,8,5.0
2010-10-25,0.8750139625000001,5,4.0
2010-10-26,-0.19526858874999975,43,4.0
2010-10-27,-0.12205518904687482,6,7.0
2010-10-28,-0.09318259510781235,1,12.0
2010-10-29,4.94605641125,5,5.0
2010-10-30,-0.5448216890468753,12,6.0
2010-10-31,-0.26335857010781255,4,6.0
2010-11-01,1.8464063037499998,0,6.0
2010-11-02,-0.31288081301562476,41,17.0
2010-11-03,-0.17898260253593729,6,0.0
2010-11-04,-0.12281006249999984,7,13.0
2010-11-05,-0.09679348124999967,15,0.0
2010-11-06,-0.08007506507812477,5,10.0
2010-11-07,0.9316817123203127,28,9.0
2010-11-08,0.8778126075,8,2.0
2010-11-09,-0.16413662603125007,10,5.0
2010-11-10,-0.09029770507187501,4,0.0
2010-11-11,-0.04916249999999994,28,21.0
2010-11-12,-0.036779249999999875,2,9.0
2010-11-13,-0.02927876249999991,9,7.0
2010-11-14,-0.024255708749999928,18,5.0
2010-11-15,-0.02066200926562494,32,0.0
2010-11-16,-0.017967165551562456,26,10.0
2010-11-17,-0.008398852535937478,52,16.0
2010-11-18,0.0,15,6.0
2010-11-19,2.0,107,9.0
2010-11-20,-0.20000000000000018,13,13.0
2010-11-21,-0.09000000000000007,21,15.0
2010-11-22,-0.057000000000000044,32,7.0
2010-11-23,-0.04132499999999985,42,4.0
2010-11-24,-0.032233499999999894,29,4.0
2010-11-25,-0.02632402499999992,13,1.0
2010-11-26,-0.022187392499999934,37,15.0
2010-11-27,-0.01913662603124995,6,8.0
2010-11-28,-0.016797705071874957,7,6.0
2010-11-29,1.0,40,3.0
2010-11-30,-0.10000000000000009,27,4.0
2010-12-01,0.955,38,5.0
2010-12-02,-0.12850000000000011,29,11.0
2010-12-03,-0.06566249999999996,18,3.0
2010-12-04,-0.04461674999999997,11,20.0
2010-12-05,-0.03382451249999988,11,11.0
2010-12-06,0.9727895537500001,5,7.0
2010-12-07,0.877269674484375,27,2.0
2010-12-08,-0.16449254878593755,24,6.0
2010-12-09,-0.08306831301562503,42,3.0
2010-12-10,-0.05756135253593743,22,1.0
2010-12-11,-0.036779249999999875,18,3.0
2010-12-12,-0.02927876249999991,3,23.0
2010-12-13,-0.024255708749999928,9,5.0
2010-12-14,-0.02066200926562494,18,4.0
2010-12-15,-0.017967165551562456,81,1.0
2010-12-16,-0.008398852535937478,7,2.0
2010-12-17,0.0,10,0.0
2010-12-18,0.0,6,31.0
2010-12-19,0.0,28,9.0
2010-12-20,0.0,19,0.0
2010-12-21,0.0,11,16.0
2010-12-22,0.0,14,11.0
2010-12-23,3.0,48,6.0
2010-12-24,-0.30000000000000027,19,1.0
2010-12-25,-0.1350000000000001,16,3.0
2010-12-26,-0.08550000000000006,22,4.0
2010-12-27,-0.06198749999999977,15,7.0
2010-12-28,-0.048350249999999845,23,9.0
2010-12-29,-0.03948603749999988,10,14.0
2010-12-30,-0.0332810887499999,3,2.0
2010-12-31,0.9712950609531251,18,6.0
2011-01-01,-0.1251965576078125,9,1.0
2011-01-02,-0.04500000000000003,2,5.0
2011-01-03,-0.028500000000000022,21,7.0
2011-01-04,-0.020662499999999924,28,4.0
2011-01-05,-0.016116749999999947,20,6.0
2011-01-06,-0.01316201249999996,6,0.0
2011-01-07,0.98890630375,13,0.0
2011-01-08,-0.10956831301562506,8,8.0
2011-01-09,-0.05339885253593751,10,1.0
2011-01-10,-0.028500000000000022,5,2.0
2011-01-11,-0.020662499999999924,29,2.0
2011-01-12,-0.016116749999999947,24,2.0
2011-01-13,1.9868379875,5,10.0
2011-01-14,-0.21109369625000016,14,4.0
2011-01-15,-0.09956831301562505,16,10.0
2011-01-16,1.9346011474640625,15,7.0
2011-01-17,-0.241325,6,5.0
2011-01-18,-0.12223349999999997,20,3.0
2011-01-19,-0.08332402499999997,13,6.0
2011-01-20,2.9364876075,3,4.0
2011-01-21,-0.3513701260312501,7,25.0
2011-01-22,-0.17812173007187498,10,3.0
2011-01-23,-0.10768739249999999,4,0.0
2011-01-24,3.91887587396875,0,11.0
2011-01-25,-0.4651479550718752,3,6.0
2011-01-26,-0.2194860375,0,14.0
2011-01-27,-0.14728108874999998,3,10.0
2011-01-28,-0.11135493904687463,10,6.0
2011-01-29,-0.08966355760781222,19,3.0
2011-01-30,-0.05264804999999984,25,11.0
2011-01-31,-0.04437478499999987,7,3.0
2011-02-01,-0.0382732520624999,24,9.0
2011-02-02,-0.033595410143749914,28,5.0
2011-02-03,0.0,19,2.0
2011-02-04,0.0,10,8.0
2011-02-05,2.0,12,8.0
2011-02-06,0.7999999999999998,9,7.0
2011-02-07,-0.19000000000000017,20,7.0
2011-02-08,-0.10200000000000008,19,6.0
2011-02-09,-0.06982499999999987,30,7.0
2011-02-10,0.9471040000000002,13,3.0
2011-02-11,-0.14244077499999996,8,1.0
2011-02-12,-0.08034940499999993,19,20.0
2011-02-13,-0.05873032228124994,14,4.0
2011-02-14,-0.04702851808749986,22,11.0
2011-02-15,-0.024515602535937424,21,2.0
2011-02-16,-0.01316201249999996,9,9.0
2011-02-17,1.98890630375,6,4.0
2011-02-18,-0.20956831301562515,32,4.0
2011-02-19,-0.09839885253593754,9,14.0
2011-02-20,-0.057000000000000044,11,4.0
2011-02-21,1.9586750000000002,43,12.0
2011-02-22,-0.23223350000000006,8,4.0
2011-02-23,-0.11632402499999998,4,3.0
2011-02-24,-0.07918739249999998,6,2.0
2011-02-25,-0.0604616260312498,7,5.0
2011-02-26,-0.04903120507187485,6,7.0
2011-02-27,-0.02632402499999992,7,5.0
2011-02-28,-0.022187392499999934,14,4.0
2011-03-01,-0.01913662603124995,11,23.0
2011-03-02,-0.016797705071874957,16,6.0
2011-03-03,0.0,7,19.0
2011-03-04,0.0,20,11.0
2011-03-05,0.0,39,2.0
2011-03-06,0.0,28,2.0
2011-03-07,0.0,15,6.0
2011-03-08,0.0,6,4.0
2011-03-09,0.0,11,7.0
2011-03-10,0.0,8,4.0
2011-03-11,0.0,5,0.0
2011-03-12,0.0,15,0.0
2011-03-13,0.0,12,0.0
2011-03-14,18.0,6,12.0
2011-03-15,4.199999999999998,3,29.0
2011-03-16,-1.410000000000001,7,10.0
2011-03-17,-0.7830000000000006,6,10.0
2011-03-18,3.4570750000000015,4,4.0
2011-03-19,0.18592350000000102,4,3.0
2011-03-20,-0.6136167249999992,0,3.0
2011-03-21,-0.4376586074999993,10,1.0
2011-03-22,-0.3499418117812491,21,9.0
2011-03-23,-0.29371872374062413,9,4.0
2011-03-24,-0.11915791521562465,10,5.0
2011-03-25,-0.05753679749999983,23,1.0
2011-03-26,-0.04936694831249987,9,6.0
2011-03-27,-0.04316372315937489,21,1.0
2011-03-28,-0.008398852535937478,24,16.0
2011-03-29,0.0,35,1.0
2011-03-30,0.0,23,17.0
2011-03-31,0.0,22,2.0
2011-04-01,0.0,1,2.0
2011-04-02,0.0,2,39.0
2011-04-03,0.0,12,2.0
2011-04-04,0.0,5,3.0
2011-04-05,0.0,10,2.0
2011-04-06,0.0,10,4.0
2011-04-07,0.0,9,1.0
2011-04-08,0.0,3,0.0
2011-04-09,0.0,0,1.0
2011-04-10,0.0,10,0.0
2011-04-11,0.0,42,2.0
2011-04-12,0.0,4,0.0
2011-04-13,0.0,66,1.0
2011-04-14,0.0,39,0.0
2011-04-15,0.0,26,1.0
2011-04-16,0.0,28,0.0
2011-04-17,1.0,29,7.0
2011-04-18,7.9,25,4.0
2011-04-19,-0.8450000000000008,34,3.0
2011-04-20,-0.3885000000000003,4,12.0
2011-04-21,-0.2486625000000001,5,1.0
2011-04-22,-0.18141674999999935,48,25.0
2011-04-23,-0.14209601249999954,12,3.0
2011-04-24,-0.11638979624999965,7,2.0
2011-04-25,1.9016821169843752,29,2.0
2011-04-26,-0.28494535666093745,34,3.0
2011-04-27,1.8428091797125001,23,3.0
2011-04-28,-0.25700000000000023,30,10.0
2011-04-29,-0.13132499999999991,31,5.0
2011-04-30,-0.08923349999999994,13,7.0
2011-05-01,0.9323509750000002,35,4.0
2011-05-02,-0.1544208924999999,34,0.0
2011-05-03,-0.0904606510312499,33,9.0
2011-05-04,-0.06748509757187492,33,5.0
2011-05-05,-0.039799126031249875,30,7.0
