,rails/rails,django/django,sinatra/sinatra
2024-06-13,20,4.0,0
2024-06-14,6,2.0,0
2024-06-15,2,0.0,0
2024-06-16,2,0.0,0
2024-06-17,6,1.0,0
2024-06-18,6,4.0,0
2024-06-19,10,0.0,0
2024-06-20,5,4.0,0
2024-06-21,15,4.0,0
2024-06-22,3,0.0,0
2024-06-23,2,0.0,0
2024-06-24,7,4.0,0
2024-06-25,2,8.0,0
2024-06-26,21,2.0,0
2024-06-27,0,2.0,0
2024-06-28,6,4.0,0
2024-06-29,4,0.0,0
2024-06-30,3,0.0,0
2024-07-01,4,1.0,0
2024-07-02,4,1.0,0
2024-07-03,4,5.0,0
2024-07-04,1,7.0,0
2024-07-05,8,0.0,0
2024-07-06,5,0.0,0
2024-07-07,2,0.0,0
2024-07-08,4,0.0,0
2024-07-09,2,10.0,0
2024-07-10,1,2.0,0
2024-07-11,13,4.0,9
2024-07-12,0,1.0,0
2024-07-13,13,0.0,0
2024-07-14,3,0.0,0
2024-07-15,4,6.0,0
2024-07-16,12,1.0,0
2024-07-17,6,4.0,0
2024-07-18,2,2.0,0
2024-07-19,9,1.0,0
2024-07-20,0,0.0,0
2024-07-21,1,0.0,0
2024-07-22,9,7.0,0
2024-07-23,9,3.0,0
2024-07-24,5,4.0,0
2024-07-25,11,5.0,0
2024-07-26,10,1.0,0
2024-07-27,7,0.0,0
2024-07-28,8,0.0,0
2024-07-29,20,3.0,0
2024-07-30,13,1.0,0
2024-07-31,39,3.0,0
2024-08-01,16,4.0,0
2024-08-02,10,5.0,0
2024-08-03,1,1.0,0
2024-08-04,5,0.0,0
2024-08-05,4,10.0,0
2024-08-06,11,5.0,0
2024-08-07,14,6.0,0
2024-08-08,23,5.0,0
2024-08-09,13,3.0,0
2024-08-10,4,0.0,0
2024-08-11,19,0.0,0
2024-08-12,23,8.0,0
2024-08-13,11,3.0,0
2024-08-14,9,1.0,0
2024-08-15,15,1.0,0
2024-08-16,25,0.0,0
2024-08-17,7,0.0,0
2024-08-18,1,0.0,0
2024-08-19,7,2.0,0
2024-08-20,11,4.0,0
2024-08-21,36,1.0,0
2024-08-22,11,1.0,0
2024-08-23,25,5.0,0
2024-08-24,5,0.0,0
2024-08-25,3,0.0,0
2024-08-26,11,2.0,0
2024-08-27,28,3.0,0
2024-08-28,17,16.0,0
2024-08-29,1,0.0,0
2024-08-30,6,6.0,0
2024-08-31,0,0.0,0
2024-09-01,5,0.0,0
2024-09-02,22,3.0,0
2024-09-03,10,9.0,0
2024-09-04,22,0.0,0
2024-09-05,9,2.0,0
2024-09-06,16,1.0,0
2024-09-07,13,1.0,0
2024-09-08,12,0.0,0
2024-09-09,15,3.0,0
2024-09-10,9,2.0,0
2024-09-11,21,8.0,0
2024-09-12,7,2.0,0
2024-09-13,21,3.0,0
2024-09-14,18,0.0,0
2024-09-15,9,0.0,0
2024-09-16,17,5.0,0
2024-09-17,2,6.0,0
2024-09-18,14,1.0,0
2024-09-19,22,6.0,0
2024-09-20,19,1.0,0
2024-09-21,8,0.0,0
2024-09-22,0,0.0,0
2024-09-23,5,1.0,0
2024-09-24,9,0.0,0
2024-09-25,15,1.0,0
2024-09-26,18,2.0,0
2024-09-27,6,0.0,0
2024-09-28,13,0.0,0
2024-09-29,8,0.0,0
2024-09-30,25,2.0,0
2024-10-01,19,0.0,0
2024-10-02,16,2.0,0
2024-10-03,9,1.0,0
2024-10-04,20,0.0,0
2024-10-05,20,0.0,0
2024-10-06,10,0.0,0
2024-10-07,12,5.0,0
