,grafana/grafana,cacti/cacti,netdata/netdata
2022-01-05,19,0,1
2022-01-06,14,0,0
2022-01-07,26,0,0
2022-01-08,0,2,0
2022-01-09,0,0,0
2022-01-10,21,0,12
2022-01-11,18,0,8
2022-01-12,15,0,5
2022-01-13,19,0,8
2022-01-14,14,0,5
2022-01-15,0,0,1
2022-01-16,0,0,0
2022-01-17,19,1,3
2022-01-18,15,0,13
2022-01-19,19,0,15
2022-01-20,19,0,6
2022-01-21,22,0,5
2022-01-22,1,0,1
2022-01-23,1,0,0
2022-01-24,17,2,2
2022-01-25,17,45,2
2022-01-26,15,0,4
2022-01-27,21,0,4
2022-01-28,17,0,4
2022-01-29,1,27,1
2022-01-30,0,69,0
2022-01-31,30,2,1
2022-02-01,22,0,2
2022-02-02,25,0,5
2022-02-03,33,2,3
2022-02-04,26,27,4
2022-02-05,1,3,1
2022-02-06,0,29,0
2022-02-07,25,0,2
2022-02-08,39,3,5
2022-02-09,40,2,2
2022-02-10,36,0,8
2022-02-11,33,0,6
2022-02-12,0,1,1
2022-02-13,0,6,0
2022-02-14,1,1,4
2022-02-15,27,15,4
2022-02-16,25,2,5
2022-02-17,30,0,11
2022-02-18,28,2,7
2022-02-19,2,13,2
2022-02-20,0,12,1
2022-02-21,17,35,10
2022-02-22,13,5,12
2022-02-23,20,8,7
2022-02-24,25,30,7
2022-02-25,22,2,6
2022-02-26,1,0,2
2022-02-27,0,27,1
2022-02-28,17,3,7
2022-03-01,18,18,7
2022-03-02,27,14,6
2022-03-03,33,4,8
2022-03-04,23,1,4
2022-03-05,0,0,0
2022-03-06,0,0,2
2022-03-07,8,0,4
2022-03-08,11,0,11
2022-03-09,11,2,9
2022-03-10,12,6,6
2022-03-11,11,11,6
2022-03-12,1,3,1
2022-03-13,0,7,1
2022-03-14,17,3,11
2022-03-15,18,25,12
2022-03-16,21,13,12
2022-03-17,19,4,7
2022-03-18,17,2,8
2022-03-19,1,3,1
2022-03-20,0,2,0
2022-03-21,25,1,5
2022-03-22,19,2,5
2022-03-23,22,0,7
2022-03-24,18,0,10
2022-03-25,12,2,3
2022-03-26,4,0,1
2022-03-27,0,0,0
2022-03-28,0,1,9
2022-03-29,23,4,4
2022-03-30,26,1,11
2022-03-31,31,2,11
2022-04-01,24,0,7
2022-04-02,2,24,1
2022-04-03,0,1,0
2022-04-04,28,0,7
2022-04-05,32,2,5
2022-04-06,35,1,7
2022-04-07,19,0,3
2022-04-08,22,0,3
2022-04-09,0,2,1
2022-04-10,0,0,0
2022-04-11,15,3,12
2022-04-12,33,6,8
2022-04-13,27,8,7
2022-04-14,23,16,3
2022-04-15,13,53,8
2022-04-16,0,8,1
2022-04-17,0,0,0
2022-04-18,4,3,2
2022-04-19,13,4,10
2022-04-20,41,4,11
2022-04-21,35,0,2
2022-04-22,22,0,2
2022-04-23,2,1,2
2022-04-24,2,4,1
2022-04-25,19,1,8
2022-04-26,22,0,4
2022-04-27,24,0,7
2022-04-28,38,0,8
2022-04-29,28,0,2
2022-04-30,0,1,1
2022-05-01,0,1,0
2022-05-02,22,2,15
2022-05-03,26,1,12
2022-05-04,31,1,8
2022-05-05,36,0,9
2022-05-06,24,1,5
2022-05-07,0,0,4
2022-05-08,1,1,1
2022-05-09,6,0,6
2022-05-10,4,0,8
2022-05-11,8,0,9
2022-05-12,13,0,5
2022-05-13,8,0,7
2022-05-14,0,0,3
2022-05-15,2,1,3
2022-05-16,28,0,11
2022-05-17,35,0,10
2022-05-18,29,1,7
2022-05-19,30,0,4
2022-05-20,27,0,7
2022-05-21,5,0,3
2022-05-22,4,0,1
2022-05-23,62,0,7
2022-05-24,36,0,10
2022-05-25,39,0,4
2022-05-26,36,0,4
2022-05-27,9,0,8
2022-05-28,1,0,2
2022-05-29,0,0,1
2022-05-30,24,0,3
2022-05-31,39,0,9
2022-06-01,35,0,7
2022-06-02,37,0,7
2022-06-03,32,0,4
2022-06-04,5,2,1
2022-06-05,3,0,0
2022-06-06,15,1,5
2022-06-07,33,0,4
2022-06-08,31,1,5
2022-06-09,38,1,3
2022-06-10,29,5,4
2022-06-11,3,5,1
2022-06-12,0,0,0
2022-06-13,32,1,4
2022-06-14,40,4,9
2022-06-15,24,1,7
2022-06-16,25,3,12
2022-06-17,34,42,8
2022-06-18,1,12,1
2022-06-19,0,34,0
2022-06-20,30,3,4
2022-06-21,30,6,3
2022-06-22,40,6,8
2022-06-23,29,2,4
2022-06-24,21,6,2
2022-06-25,1,0,2
2022-06-26,0,6,2
2022-06-27,29,0,9
2022-06-28,22,3,12
2022-06-29,34,0,8
2022-06-30,27,28,19
2022-07-01,2,2,4
2022-07-02,0,0,1
2022-07-03,0,1,0
2022-07-04,17,0,2
2022-07-05,14,1,6
2022-07-06,39,1,8
2022-07-07,46,1,8
2022-07-08,27,0,6
2022-07-09,1,0,2
2022-07-10,0,0,1
2022-07-11,19,3,6
2022-07-12,20,0,9
2022-07-13,20,0,8
2022-07-14,37,0,4
2022-07-15,22,0,2
2022-07-16,1,0,1
2022-07-17,1,0,0
2022-07-18,24,0,2
2022-07-19,37,3,3
2022-07-20,33,6,5
2022-07-21,22,0,4
2022-07-22,23,4,3
2022-07-23,7,0,1
2022-07-24,3,0,1
2022-07-25,31,0,3
2022-07-26,28,0,4
2022-07-27,32,0,4
2022-07-28,22,0,7
2022-07-29,18,0,5
2022-07-30,0,0,1
2022-07-31,0,1,0
2022-08-01,30,0,4
2022-08-02,30,0,5
2022-08-03,42,0,4
2022-08-04,18,0,7
2022-08-05,5,0,5
2022-08-06,0,0,2
2022-08-07,0,4,1
2022-08-08,30,0,2
2022-08-09,26,25,4
2022-08-10,37,6,3
2022-08-11,34,0,4
2022-08-12,26,4,3
2022-08-13,2,0,5
2022-08-14,0,1,1
2022-08-15,9,0,3
2022-08-16,21,0,4
2022-08-17,21,0,2
2022-08-18,27,2,8
2022-08-19,15,2,4
2022-08-20,0,0,1
2022-08-21,0,9,0
2022-08-22,30,5,4
2022-08-23,22,2,7
2022-08-24,26,2,3
2022-08-25,28,0,4
2022-08-26,34,0,3
2022-08-27,1,0,4
2022-08-28,1,0,1
2022-08-29,12,0,0
2022-08-30,19,0,0
2022-08-31,21,0,6
2022-09-01,28,0,6
2022-09-02,30,0,4
2022-09-03,0,0,2
2022-09-04,0,0,2
2022-09-05,24,0,3
2022-09-06,28,0,4
2022-09-07,23,0,9
2022-09-08,20,0,4
2022-09-09,34,1,2
2022-09-10,1,0,1
2022-09-11,0,2,0
2022-09-12,27,0,1
2022-09-13,22,0,2
2022-09-14,34,0,7
2022-09-15,23,1,2
2022-09-16,26,2,3
