,mlpack/mlpack,statsmodels/statsmodels,scikit-learn/scikit-learn
2022-12-30,0,0,0
2022-12-31,0,0,4
2023-01-01,1,0,0
2023-01-02,0,0,4
2023-01-03,0,1,8
2023-01-04,0,0,3
2023-01-05,3,0,6
2023-01-06,0,9,3
2023-01-07,0,0,0
2023-01-08,0,3,0
2023-01-09,3,8,5
2023-01-10,2,5,2
2023-01-11,3,0,12
2023-01-12,4,0,10
2023-01-13,1,0,11
2023-01-14,0,0,6
2023-01-15,0,0,0
2023-01-16,0,0,3
2023-01-17,1,2,2
2023-01-18,2,0,12
2023-01-19,0,1,4
2023-01-20,0,1,5
2023-01-21,0,0,0
2023-01-22,0,0,0
2023-01-23,1,0,6
2023-01-24,12,0,9
2023-01-25,5,3,3
2023-01-26,11,2,5
2023-01-27,7,2,5
2023-01-28,6,0,0
2023-01-29,2,1,0
2023-01-30,0,0,3
2023-01-31,0,0,0
2023-02-01,22,3,1
2023-02-02,3,3,1
2023-02-03,2,2,4
2023-02-04,9,0,3
2023-02-05,1,0,1
2023-02-06,9,0,2
2023-02-07,6,3,7
2023-02-08,0,4,7
2023-02-09,8,1,8
2023-02-10,4,2,2
2023-02-11,7,0,1
2023-02-12,20,0,1
2023-02-13,8,2,2
2023-02-14,19,3,1
2023-02-15,3,3,0
2023-02-16,1,0,0
2023-02-17,9,4,3
2023-02-18,0,0,0
2023-02-19,1,2,7
2023-02-20,1,5,4
2023-02-21,1,0,1
2023-02-22,1,0,1
2023-02-23,0,0,3
2023-02-24,0,2,12
2023-02-25,0,2,1
2023-02-26,3,1,1
2023-02-27,0,0,8
2023-02-28,1,0,16
2023-03-01,3,0,0
2023-03-02,0,0,3
2023-03-03,0,0,2
2023-03-04,0,0,0
2023-03-05,1,0,0
2023-03-06,1,0,14
2023-03-07,0,0,5
2023-03-08,2,1,6
2023-03-09,0,0,11
2023-03-10,1,0,12
2023-03-11,0,0,0
2023-03-12,0,0,0
2023-03-13,0,0,12
2023-03-14,0,0,10
2023-03-15,0,0,9
2023-03-16,0,1,10
2023-03-17,0,0,7
2023-03-18,0,1,0
2023-03-19,1,5,0
2023-03-20,0,0,7
2023-03-21,0,0,9
2023-03-22,0,0,11
2023-03-23,0,0,4
2023-03-24,0,0,5
2023-03-25,0,0,1
2023-03-26,0,1,0
2023-03-27,6,0,7
2023-03-28,0,0,6
2023-03-29,0,0,11
2023-03-30,0,0,7
2023-03-31,0,0,0
2023-04-01,0,0,0
2023-04-02,4,0,4
2023-04-03,2,0,17
2023-04-04,1,0,18
