,pytorch/vision,huggingface/transformers,tensorflow/models
2021-12-05,2,1,0
2021-12-06,2,15,2
2021-12-07,5,5,3
2021-12-08,11,19,1
2021-12-09,8,10,4
2021-12-10,2,10,1
2021-12-11,0,2,1
2021-12-12,0,3,0
2021-12-13,3,19,7
2021-12-14,4,3,1
2021-12-15,1,12,5
2021-12-16,3,11,3
2021-12-17,1,8,2
2021-12-18,0,0,0
2021-12-19,2,0,0
2021-12-20,2,12,2
2021-12-21,2,17,3
2021-12-22,2,14,2
2021-12-23,0,16,0
2021-12-24,1,1,0
2021-12-25,0,0,0
2021-12-26,0,0,0
2021-12-27,1,8,0
2021-12-28,0,8,2
2021-12-29,0,2,4
2021-12-30,2,6,0
2021-12-31,1,0,0
2022-01-01,1,0,0
2022-01-02,1,0,0
2022-01-03,0,7,0
2022-01-04,2,6,6
2022-01-05,4,6,0
2022-01-06,8,16,2
2022-01-07,4,5,5
2022-01-08,0,1,2
2022-01-09,1,0,1
2022-01-10,4,30,2
2022-01-11,1,17,4
2022-01-12,1,8,14
2022-01-13,1,8,3
2022-01-14,2,11,4
2022-01-15,0,1,0
2022-01-16,0,1,0
2022-01-17,6,5,0
2022-01-18,3,19,4
2022-01-19,6,18,11
2022-01-20,9,9,4
2022-01-21,3,15,4
2022-01-22,0,0,8
2022-01-23,1,0,0
2022-01-24,8,12,3
2022-01-25,4,4,1
2022-01-26,6,8,2
2022-01-27,7,15,3
2022-01-28,3,11,4
2022-01-29,1,4,0
2022-01-30,0,1,0
2022-01-31,2,25,3
2022-02-01,6,11,2
2022-02-02,6,12,2
2022-02-03,2,8,2
2022-02-04,3,6,2
2022-02-05,0,0,3
2022-02-06,0,0,0
2022-02-07,1,12,1
2022-02-08,5,6,1
2022-02-09,4,18,2
2022-02-10,2,9,2
2022-02-11,2,12,1
2022-02-12,0,0,0
2022-02-13,0,0,0
2022-02-14,2,6,5
2022-02-15,3,21,8
2022-02-16,5,10,1
2022-02-17,0,5,2
2022-02-18,2,12,1
2022-02-19,0,0,0
2022-02-20,2,0,0
2022-02-21,1,6,0
2022-02-22,1,8,2
2022-02-23,4,20,3
2022-02-24,6,7,5
2022-02-25,5,11,7
2022-02-26,0,0,4
2022-02-27,2,0,1
2022-02-28,3,5,0
2022-03-01,8,12,1
2022-03-02,4,17,7
2022-03-03,3,13,7
2022-03-04,4,12,3
2022-03-05,1,0,3
2022-03-06,0,0,3
2022-03-07,8,9,2
2022-03-08,0,10,6
2022-03-09,5,14,8
2022-03-10,2,17,5
2022-03-11,4,18,9
2022-03-12,1,6,0
2022-03-13,0,1,1
2022-03-14,8,29,5
2022-03-15,4,26,7
2022-03-16,4,15,13
2022-03-17,2,19,1
2022-03-18,1,14,12
2022-03-19,0,1,0
2022-03-20,1,0,7
2022-03-21,2,30,3
2022-03-22,3,13,7
2022-03-23,7,16,13
2022-03-24,3,13,2
2022-03-25,4,11,22
2022-03-26,0,0,1
2022-03-27,0,1,1
2022-03-28,5,13,12
2022-03-29,3,18,5
2022-03-30,1,9,6
2022-03-31,3,9,2
2022-04-01,7,12,5
2022-04-02,0,0,0
2022-04-03,0,0,1
2022-04-04,7,11,2
2022-04-05,4,13,2
2022-04-06,3,17,4
2022-04-07,3,8,5
2022-04-08,2,9,4
2022-04-09,0,0,2
2022-04-10,1,0,0
2022-04-11,4,18,2
2022-04-12,1,15,1
2022-04-13,1,14,3
2022-04-14,1,9,1
2022-04-15,0,4,1
2022-04-16,0,0,0
2022-04-17,0,1,1
2022-04-18,1,13,1
2022-04-19,9,19,1
2022-04-20,2,6,5
2022-04-21,6,9,5
2022-04-22,6,7,7
2022-04-23,0,1,1
2022-04-24,1,0,2
2022-04-25,7,11,7
2022-04-26,5,7,4
2022-04-27,12,14,6
2022-04-28,10,6,12
2022-04-29,0,9,3
2022-04-30,0,2,0
2022-05-01,0,0,2
2022-05-02,1,17,3
2022-05-03,11,7,3
2022-05-04,4,13,3
2022-05-05,1,6,2
2022-05-06,0,2,6
2022-05-07,0,0,1
2022-05-08,0,0,2
2022-05-09,11,10,0
2022-05-10,3,10,2
2022-05-11,3,13,10
2022-05-12,9,17,4
2022-05-13,4,13,3
2022-05-14,0,0,2
2022-05-15,0,0,1
2022-05-16,9,21,3
2022-05-17,7,17,1
2022-05-18,7,17,12
2022-05-19,4,7,1
2022-05-20,5,2,3
2022-05-21,0,0,2
2022-05-22,0,0,0
2022-05-23,5,8,2
2022-05-24,2,4,2
2022-05-25,2,12,2
2022-05-26,4,4,1
2022-05-27,0,1,9
2022-05-28,0,0,0
2022-05-29,0,0,0
2022-05-30,3,0,0
2022-05-31,2,17,2
2022-06-01,0,17,5
2022-06-02,2,11,2
2022-06-03,0,9,5
2022-06-04,0,0,0
2022-06-05,0,0,0
2022-06-06,3,8,3
2022-06-07,0,9,5
2022-06-08,2,10,2
2022-06-09,4,14,1
2022-06-10,2,16,3
2022-06-11,1,0,1
2022-06-12,0,0,1
2022-06-13,2,10,6
2022-06-14,2,10,1
2022-06-15,3,8,3
2022-06-16,2,5,2
2022-06-17,0,4,1
2022-06-18,0,2,0
2022-06-19,0,0,3
2022-06-20,1,5,1
2022-06-21,1,16,1
2022-06-22,1,5,5
2022-06-23,6,17,0
2022-06-24,1,13,1
2022-06-25,0,1,1
2022-06-26,0,0,0
2022-06-27,1,9,3
2022-06-28,0,14,7
2022-06-29,3,22,4
2022-06-30,0,8,4
2022-07-01,3,14,5
2022-07-02,0,0,5
2022-07-03,0,0,1
2022-07-04,0,10,4
2022-07-05,4,4,2
2022-07-06,1,6,6
2022-07-07,1,5,5
2022-07-08,3,4,0
2022-07-09,0,0,0
2022-07-10,0,1,0
2022-07-11,1,8,2
2022-07-12,0,6,2
2022-07-13,0,9,4
2022-07-14,2,0,4
2022-07-15,1,2,3
2022-07-16,0,0,2
2022-07-17,0,0,0
2022-07-18,0,17,5
2022-07-19,0,10,3
2022-07-20,0,6,3
2022-07-21,2,12,2
2022-07-22,3,8,1
2022-07-23,0,1,1
2022-07-24,0,0,1
2022-07-25,3,3,6
2022-07-26,2,20,1
2022-07-27,2,19,2
2022-07-28,4,10,3
2022-07-29,1,6,5
2022-07-30,0,1,0
2022-07-31,1,0,0
2022-08-01,2,17,2
2022-08-02,3,10,6
2022-08-03,4,10,9
2022-08-04,0,10,5
2022-08-05,0,13,3
2022-08-06,0,2,0
2022-08-07,0,0,0
2022-08-08,4,17,2
2022-08-09,2,9,6
2022-08-10,4,11,1
2022-08-11,3,11,3
2022-08-12,3,14,5
2022-08-13,0,0,0
2022-08-14,0,1,0
2022-08-15,9,0,4
2022-08-16,3,7,1
2022-08-17,4,4,3
2022-08-18,11,12,1
2022-08-19,3,3,5
2022-08-20,0,0,0
2022-08-21,0,0,0
2022-08-22,3,3,3
2022-08-23,8,4,2
2022-08-24,6,7,4
2022-08-25,8,4,3
2022-08-26,8,3,2
2022-08-27,0,0,0
2022-08-28,0,0,0
2022-08-29,1,8,4
2022-08-30,5,12,2
2022-08-31,6,14,2
2022-09-01,4,16,2
2022-09-02,0,15,2
2022-09-03,0,0,0
2022-09-04,1,0,1
2022-09-05,3,7,0
2022-09-06,1,8,2
2022-09-07,1,14,4
2022-09-08,3,2,4
2022-09-09,4,8,4
2022-09-10,0,3,1
2022-09-11,0,0,0
2022-09-12,2,14,6
2022-09-13,7,10,3
2022-09-14,7,22,6
2022-09-15,8,12,2
2022-09-16,6,14,2
2022-09-17,0,0,1
2022-09-18,0,0,2
2022-09-19,4,13,4
2022-09-20,2,8,3
2022-09-21,7,11,7
2022-09-22,4,10,2
2022-09-23,9,10,9
2022-09-24,0,0,1
2022-09-25,0,0,0
2022-09-26,3,8,6
2022-09-27,3,8,3
2022-09-28,7,8,5
2022-09-29,5,17,1
2022-09-30,3,12,1
2022-10-01,0,0,0
2022-10-02,0,0,0
2022-10-03,2,5,0
2022-10-04,9,18,1
2022-10-05,4,17,1
2022-10-06,6,3,2
2022-10-07,3,22,4
2022-10-08,0,1,0
2022-10-09,0,0,0
2022-10-10,7,28,2
2022-10-11,6,27,5
2022-10-12,3,31,6
2022-10-13,6,22,3
2022-10-14,6,35,5
2022-10-15,1,1,0
2022-10-16,0,0,1
2022-10-17,3,35,3
2022-10-18,3,29,6
2022-10-19,2,16,4
2022-10-20,2,12,4
2022-10-21,10,16,2
2022-10-22,0,0,0
2022-10-23,0,1,0
2022-10-24,9,19,0
2022-10-25,3,8,4
2022-10-26,3,11,1
2022-10-27,5,16,1
2022-10-28,8,8,1
2022-10-29,0,0,1
2022-10-30,0,0,0
2022-10-31,5,11,2
2022-11-01,4,12,4
2022-11-02,4,13,8
2022-11-03,8,11,2
2022-11-04,11,14,2
2022-11-05,0,0,0
2022-11-06,0,0,1
2022-11-07,6,12,2
2022-11-08,1,7,0
2022-11-09,3,11,4
2022-11-10,4,9,5
2022-11-11,3,3,0
2022-11-12,0,0,0
2022-11-13,0,0,1
2022-11-14,3,16,5
2022-11-15,2,25,5
2022-11-16,1,29,2
2022-11-17,2,14,7
2022-11-18,1,15,3
2022-11-19,0,0,2
2022-11-20,0,0,0
2022-11-21,2,15,4
2022-11-22,0,12,4
2022-11-23,0,11,4
2022-11-24,1,0,1
2022-11-25,1,3,0
2022-11-26,0,1,1
2022-11-27,0,0,0
2022-11-28,6,21,3
2022-11-29,2,9,3
2022-11-30,5,20,5
2022-12-01,2,12,0
2022-12-02,1,4,5
2022-12-03,0,0,0
2022-12-04,0,0,0
2022-12-05,3,29,1
2022-12-06,2,16,4
2022-12-07,2,12,5
2022-12-08,2,15,4
2022-12-09,1,7,6
2022-12-10,0,0,0
2022-12-11,0,0,0
2022-12-12,3,18,3
2022-12-13,1,8,5
2022-12-14,0,8,3
2022-12-15,0,9,1
2022-12-16,0,6,10
2022-12-17,0,0,0
2022-12-18,0,0,1
2022-12-19,2,6,6
2022-12-20,1,10,3
2022-12-21,3,13,1
2022-12-22,0,3,1
2022-12-23,0,6,2
2022-12-24,0,1,0
2022-12-25,0,0,1
2022-12-26,0,2,0
2022-12-27,0,3,1
2022-12-28,0,2,2
