,gitbucket/gitbucket,gitlabhq/gitlabhq,gogs/gogs
2017-03-18,7,7,1
2017-03-19,1,4,1
2017-03-20,0,76,3
2017-03-21,0,97,0
2017-03-22,0,75,5
2017-03-23,8,130,7
2017-03-24,0,84,10
2017-03-25,0,13,3
2017-03-26,0,4,0
2017-03-27,1,70,7
2017-03-28,0,82,5
2017-03-29,1,63,2
2017-03-30,0,50,4
2017-03-31,1,42,9
2017-04-01,3,3,3
2017-04-02,18,17,0
2017-04-03,0,126,3
2017-04-04,4,110,10
2017-04-05,1,115,9
2017-04-06,0,294,10
2017-04-07,0,132,10
2017-04-08,0,18,3
2017-04-09,14,20,0
2017-04-10,1,81,0
2017-04-11,1,76,0
2017-04-12,0,86,0
2017-04-13,2,70,0
2017-04-14,1,73,0
2017-04-15,1,11,0
2017-04-16,6,3,0
2017-04-17,0,56,0
2017-04-18,4,55,0
2017-04-19,5,66,0
2017-04-20,5,71,0
2017-04-21,2,74,0
2017-04-22,7,7,0
2017-04-23,1,3,0
2017-04-24,0,115,0
2017-04-25,3,78,0
2017-04-26,1,94,1
2017-04-27,2,112,0
2017-04-28,2,90,0
2017-04-29,9,7,0
2017-04-30,10,12,0
2017-05-01,3,63,0
2017-05-02,7,144,0
2017-05-03,2,100,0
2017-05-04,5,119,0
2017-05-05,5,136,0
2017-05-06,2,23,0
2017-05-07,2,17,0
2017-05-08,2,74,0
2017-05-09,0,68,0
2017-05-10,3,98,0
2017-05-11,2,104,0
2017-05-12,1,101,0
2017-05-13,2,12,0
2017-05-14,0,4,0
2017-05-15,1,96,0
2017-05-16,0,99,0
2017-05-17,1,86,6
2017-05-18,1,107,0
2017-05-19,0,72,0
2017-05-20,0,5,2
2017-05-21,1,11,3
2017-05-22,1,73,0
2017-05-23,2,99,0
2017-05-24,4,88,0
2017-05-25,8,90,1
2017-05-26,1,87,0
2017-05-27,3,6,0
2017-05-28,3,1,0
2017-05-29,0,55,2
2017-05-30,2,119,8
2017-05-31,0,137,1
2017-06-01,2,118,0
2017-06-02,5,114,5
2017-06-03,0,8,8
2017-06-04,0,6,1
2017-06-05,2,106,5
2017-06-06,0,128,4
2017-06-07,0,139,1
2017-06-08,1,91,6
2017-06-09,2,75,0
2017-06-10,0,4,2
2017-06-11,16,3,7
2017-06-12,2,61,0
2017-06-13,0,88,0
2017-06-14,0,77,0
2017-06-15,0,76,1
2017-06-16,0,88,0
2017-06-17,0,9,0
2017-06-18,3,15,0
2017-06-19,0,73,0
2017-06-20,1,88,1
2017-06-21,0,103,1
2017-06-22,0,73,0
2017-06-23,1,103,0
2017-06-24,10,8,0
2017-06-25,5,1,1
2017-06-26,0,107,0
2017-06-27,1,102,4
2017-06-28,0,128,2
2017-06-29,5,112,0
2017-06-30,1,65,0
2017-07-01,4,3,0
2017-07-02,1,6,0
2017-07-03,0,72,0
2017-07-04,9,71,0
2017-07-05,7,185,0
2017-07-06,2,126,0
2017-07-07,1,203,0
2017-07-08,9,7,0
2017-07-09,0,7,0
2017-07-10,0,41,1
2017-07-11,0,77,0
2017-07-12,5,54,0
2017-07-13,1,33,0
2017-07-14,0,73,6
2017-07-15,0,5,0
2017-07-16,1,16,0
2017-07-17,9,67,0
2017-07-18,2,109,1
2017-07-19,0,105,2
2017-07-20,0,116,0
2017-07-21,3,163,0
2017-07-22,4,13,0
2017-07-23,0,6,0
2017-07-24,4,78,0
2017-07-25,2,82,0
2017-07-26,1,106,0
2017-07-27,0,207,1
2017-07-28,1,156,0
2017-07-29,1,25,0
2017-07-30,3,5,1
2017-07-31,3,65,0
2017-08-01,0,102,0
2017-08-02,0,73,0
2017-08-03,0,151,0
2017-08-04,0,113,0
2017-08-05,6,6,0
2017-08-06,1,23,0
2017-08-07,1,170,0
2017-08-08,2,80,0
2017-08-09,0,62,0
2017-08-10,0,79,0
2017-08-11,4,113,0
2017-08-12,5,9,0
2017-08-13,1,17,1
2017-08-14,12,82,0
2017-08-15,0,67,1
2017-08-16,1,65,0
2017-08-17,3,67,0
2017-08-18,3,106,0
2017-08-19,0,6,0
2017-08-20,9,9,0
2017-08-21,1,75,0
2017-08-22,0,81,0
2017-08-23,0,64,0
2017-08-24,0,58,0
2017-08-25,1,68,0
2017-08-26,0,32,0
2017-08-27,0,4,0
2017-08-28,4,66,0
2017-08-29,0,106,0
2017-08-30,0,119,0
2017-08-31,1,114,0
2017-09-01,3,96,0
2017-09-02,4,6,0
2017-09-03,1,38,0
2017-09-04,2,84,0
2017-09-05,10,199,0
2017-09-06,2,208,0
2017-09-07,0,119,0
2017-09-08,0,64,0
2017-09-09,0,6,0
2017-09-10,1,13,0
2017-09-11,0,48,0
2017-09-12,9,69,0
2017-09-13,2,64,0
2017-09-14,3,65,0
2017-09-15,2,36,0
2017-09-16,3,10,0
2017-09-17,2,3,0
2017-09-18,3,73,0
2017-09-19,2,79,0
2017-09-20,4,70,0
2017-09-21,5,45,1
2017-09-22,0,82,0
2017-09-23,0,30,0
2017-09-24,5,6,0
2017-09-25,0,75,0
2017-09-26,0,86,1
2017-09-27,0,70,0
2017-09-28,0,87,0
2017-09-29,3,73,0
2017-09-30,0,19,0
2017-10-01,0,7,0
2017-10-02,2,72,0
2017-10-03,0,111,0
2017-10-04,1,157,0
2017-10-05,0,166,0
2017-10-06,0,95,0
2017-10-07,1,72,0
2017-10-08,4,4,0
2017-10-09,4,60,0
2017-10-10,5,76,1
2017-10-11,1,63,0
2017-10-12,4,57,0
2017-10-13,2,56,1
2017-10-14,0,6,1
2017-10-15,0,2,3
2017-10-16,3,57,0
2017-10-17,3,56,0
2017-10-18,0,41,0
2017-10-19,6,33,0
2017-10-20,7,40,0
2017-10-21,6,51,0
2017-10-22,5,15,2
2017-10-23,2,72,0
2017-10-24,3,47,0
2017-10-25,3,10,0
2017-10-26,0,39,0
2017-10-27,0,35,0
2017-10-28,1,1,0
2017-10-29,2,4,0
2017-10-30,0,89,0
2017-10-31,1,91,0
2017-11-01,0,75,0
2017-11-02,1,141,0
2017-11-03,2,88,0
2017-11-04,5,5,0
2017-11-05,0,7,0
2017-11-06,0,160,1
2017-11-07,0,143,0
2017-11-08,0,47,0
2017-11-09,2,40,0
2017-11-10,3,48,0
2017-11-11,1,9,0
2017-11-12,0,7,0
2017-11-13,0,50,0
2017-11-14,0,37,1
2017-11-15,1,36,0
2017-11-16,2,51,9
2017-11-17,4,87,4
2017-11-18,0,7,8
2017-11-19,0,3,4
2017-11-20,0,62,0
2017-11-21,0,55,2
2017-11-22,0,56,4
2017-11-23,2,78,0
2017-11-24,0,39,0
2017-11-25,0,5,0
2017-11-26,2,2,0
2017-11-27,0,57,0
2017-11-28,3,77,0
2017-11-29,2,38,0
2017-11-30,0,44,0
2017-12-01,2,100,0
2017-12-02,10,6,0
2017-12-03,1,74,0
2017-12-04,8,74,0
2017-12-05,4,83,0
2017-12-06,3,51,0
2017-12-07,5,96,0
2017-12-08,2,67,0
2017-12-09,0,2,0
2017-12-10,4,3,0
2017-12-11,9,74,0
2017-12-12,8,84,0
2017-12-13,0,56,0
2017-12-14,1,40,0
2017-12-15,1,65,0
2017-12-16,0,20,0
2017-12-17,0,2,0
2017-12-18,0,57,0
2017-12-19,0,46,0
2017-12-20,0,48,0
2017-12-21,7,84,0
2017-12-22,3,59,0
2017-12-23,0,8,0
2017-12-24,0,4,0
2017-12-25,0,10,0
2017-12-26,0,21,0
2017-12-27,8,22,0
2017-12-28,5,27,0
2017-12-29,1,9,0
2017-12-30,0,2,0
2017-12-31,0,0,0
2018-01-01,0,5,0
2018-01-02,0,65,0
2018-01-03,1,76,0
2018-01-04,1,117,0
2018-01-05,2,90,0
2018-01-06,7,29,0
2018-01-07,7,13,0
2018-01-08,2,96,0
2018-01-09,0,78,0
2018-01-10,0,81,0
2018-01-11,4,122,0
2018-01-12,0,78,0
2018-01-13,8,3,0
2018-01-14,0,5,0
2018-01-15,0,84,0
2018-01-16,0,81,0
2018-01-17,1,74,0
2018-01-18,1,87,0
2018-01-19,4,53,0
2018-01-20,4,4,0
2018-01-21,0,5,0
2018-01-22,1,84,0
2018-01-23,4,60,0
2018-01-24,2,60,0
2018-01-25,4,75,0
2018-01-26,2,58,0
2018-01-27,12,7,0
2018-01-28,1,8,0
2018-01-29,0,114,0
2018-01-30,1,87,0
2018-01-31,1,69,0
2018-02-01,0,82,0
2018-02-02,0,84,0
2018-02-03,1,8,0
2018-02-04,0,12,0
2018-02-05,2,107,0
2018-02-06,0,115,0
2018-02-07,1,95,0
2018-02-08,2,73,0
2018-02-09,5,52,0
2018-02-10,2,1,0
2018-02-11,4,2,0
2018-02-12,4,67,0
2018-02-13,0,88,0
2018-02-14,0,60,0
2018-02-15,1,67,0
2018-02-16,0,85,0
2018-02-17,0,5,0
2018-02-18,0,4,0
2018-02-19,0,42,0
2018-02-20,0,98,0
2018-02-21,0,99,0
2018-02-22,2,74,0
2018-02-23,4,98,0
2018-02-24,0,7,0
2018-02-25,0,5,0
2018-02-26,1,70,0
2018-02-27,3,72,0
2018-02-28,0,147,0
2018-03-01,0,124,0
2018-03-02,3,52,1
2018-03-03,0,23,0
2018-03-04,0,5,0
2018-03-05,0,108,1
2018-03-06,1,154,15
2018-03-07,0,118,1
2018-03-08,1,60,6
2018-03-09,3,46,5
2018-03-10,1,1,0
2018-03-11,4,5,0
2018-03-12,7,72,3
2018-03-13,0,51,0
2018-03-14,0,59,1
2018-03-15,0,46,0
2018-03-16,0,66,0
2018-03-17,1,10,0
2018-03-18,1,7,0
2018-03-19,2,56,0
2018-03-20,4,48,2
2018-03-21,8,76,3
2018-03-22,0,89,0
2018-03-23,0,64,0
2018-03-24,0,1,0
2018-03-25,1,2,0
2018-03-26,4,82,0
2018-03-27,3,70,0
2018-03-28,0,169,0
2018-03-29,2,81,3
2018-03-30,6,53,5
2018-03-31,3,0,3
2018-04-01,10,4,0
2018-04-02,1,43,1
2018-04-03,0,66,0
2018-04-04,0,69,0
2018-04-05,0,151,2
2018-04-06,0,104,0
2018-04-07,1,32,0
2018-04-08,1,13,0
2018-04-09,4,72,3
2018-04-10,0,70,0
2018-04-11,0,72,2
