,nwjs/nw.js,AvaloniaUI/Avalonia,electron/electron
2019-10-18,1,14,9
2019-10-19,0,3,1
2019-10-20,0,2,1
2019-10-21,0,6,11
2019-10-22,1,2,4
2019-10-23,2,5,10
2019-10-24,0,0,5
2019-10-25,0,18,3
2019-10-26,0,6,1
2019-10-27,0,8,2
2019-10-28,4,10,5
2019-10-29,2,6,7
2019-10-30,3,7,7
2019-10-31,0,11,10
2019-11-01,1,10,9
2019-11-02,1,7,4
2019-11-03,0,13,2
2019-11-04,0,38,10
2019-11-05,0,13,11
2019-11-06,5,35,3
2019-11-07,3,18,8
2019-11-08,5,11,7
2019-11-09,2,6,1
2019-11-10,0,3,1
2019-11-11,0,1,2
2019-11-12,0,3,6
2019-11-13,9,1,10
2019-11-14,5,8,6
2019-11-15,3,9,2
2019-11-16,0,12,1
2019-11-17,5,3,1
2019-11-18,4,8,6
2019-11-19,3,0,6
2019-11-20,1,4,6
2019-11-21,9,7,6
2019-11-22,3,2,4
2019-11-23,5,0,2
2019-11-24,3,8,1
2019-11-25,3,20,5
2019-11-26,1,8,3
2019-11-27,3,6,5
2019-11-28,2,11,3
2019-11-29,2,6,1
2019-11-30,5,5,2
2019-12-01,0,1,3
2019-12-02,0,3,6
2019-12-03,0,10,1
2019-12-04,1,20,5
2019-12-05,0,4,7
2019-12-06,0,13,7
2019-12-07,1,14,1
2019-12-08,0,4,1
2019-12-09,0,5,4
2019-12-10,2,9,3
2019-12-11,2,20,6
2019-12-12,8,9,2
2019-12-13,0,4,10
2019-12-14,1,1,3
2019-12-15,0,1,1
2019-12-16,2,1,4
2019-12-17,0,5,7
2019-12-18,6,8,7
2019-12-19,1,7,3
2019-12-20,2,15,2
2019-12-21,2,0,1
2019-12-22,5,2,1
2019-12-23,0,7,1
2019-12-24,1,0,1
2019-12-25,0,0,1
2019-12-26,0,0,1
2019-12-27,0,0,0
2019-12-28,2,0,1
2019-12-29,9,0,1
2019-12-30,4,5,4
2019-12-31,2,0,2
2020-01-01,2,0,1
2020-01-02,1,2,1
2020-01-03,2,0,3
2020-01-04,3,0,1
2020-01-05,5,2,1
2020-01-06,3,2,3
2020-01-07,5,0,2
2020-01-08,5,3,1
2020-01-09,6,14,8
2020-01-10,2,5,3
2020-01-11,5,0,1
2020-01-12,11,2,1
2020-01-13,7,0,18
2020-01-14,3,3,6
2020-01-15,3,0,6
2020-01-16,5,0,2
2020-01-17,12,19,6
2020-01-18,4,1,1
2020-01-19,14,3,1
2020-01-20,1,20,2
2020-01-21,2,2,5
2020-01-22,3,7,7
2020-01-23,1,8,7
2020-01-24,3,6,2
2020-01-25,2,7,2
2020-01-26,0,9,4
2020-01-27,0,4,7
2020-01-28,1,24,10
2020-01-29,1,6,8
2020-01-30,1,7,7
2020-01-31,0,5,11
2020-02-01,1,1,1
2020-02-02,0,1,1
2020-02-03,0,16,7
2020-02-04,1,19,6
2020-02-05,3,17,9
2020-02-06,3,16,10
2020-02-07,0,9,8
2020-02-08,2,7,2
2020-02-09,3,8,4
2020-02-10,3,15,8
2020-02-11,4,13,8
2020-02-12,1,26,9
2020-02-13,0,6,6
2020-02-14,1,21,3
2020-02-15,11,14,2
2020-02-16,4,3,1
2020-02-17,3,13,4
2020-02-18,3,7,2
2020-02-19,6,1,1
2020-02-20,1,7,4
2020-02-21,0,5,6
2020-02-22,1,8,1
2020-02-23,1,1,1
2020-02-24,1,3,8
2020-02-25,1,3,6
2020-02-26,3,9,4
2020-02-27,3,6,7
2020-02-28,1,5,3
2020-02-29,0,2,0
2020-03-01,1,2,0
2020-03-02,0,15,6
2020-03-03,0,13,7
2020-03-04,0,13,8
2020-03-05,1,25,9
2020-03-06,2,2,2
2020-03-07,0,0,1
2020-03-08,0,3,0
2020-03-09,3,13,5
2020-03-10,2,4,10
2020-03-11,0,7,7
2020-03-12,0,4,3
2020-03-13,0,1,5
2020-03-14,0,3,2
2020-03-15,0,5,0
2020-03-16,1,0,4
2020-03-17,1,24,5
2020-03-18,3,7,12
2020-03-19,0,2,7
2020-03-20,0,3,9
2020-03-21,0,2,0
2020-03-22,0,1,1
2020-03-23,0,6,3
2020-03-24,0,1,5
2020-03-25,0,0,4
2020-03-26,0,5,6
2020-03-27,0,9,4
2020-03-28,0,0,1
2020-03-29,0,5,0
2020-03-30,2,4,9
2020-03-31,1,20,6
2020-04-01,5,5,7
2020-04-02,0,10,5
2020-04-03,0,5,3
2020-04-04,1,16,0
2020-04-05,2,6,0
2020-04-06,2,25,3
2020-04-07,1,5,3
2020-04-08,1,11,7
2020-04-09,3,35,9
2020-04-10,1,4,2
2020-04-11,0,9,0
2020-04-12,2,0,0
2020-04-13,5,19,11
2020-04-14,0,4,5
2020-04-15,2,3,4
2020-04-16,4,6,7
2020-04-17,2,6,2
2020-04-18,3,6,0
2020-04-19,3,3,0
2020-04-20,0,17,9
2020-04-21,1,12,10
2020-04-22,1,1,8
2020-04-23,3,6,4
2020-04-24,1,4,2
2020-04-25,2,2,0
2020-04-26,0,3,0
2020-04-27,2,14,8
2020-04-28,1,25,3
2020-04-29,1,10,4
2020-04-30,0,51,9
2020-05-01,0,35,6
2020-05-02,2,14,0
2020-05-03,0,5,0
2020-05-04,3,5,4
2020-05-05,6,14,3
2020-05-06,2,14,2
2020-05-07,0,13,4
2020-05-08,0,31,5
2020-05-09,4,13,1
2020-05-10,3,2,1
2020-05-11,0,40,12
2020-05-12,0,24,5
2020-05-13,0,17,10
2020-05-14,0,42,4
2020-05-15,1,23,3
2020-05-16,1,6,0
2020-05-17,0,12,1
2020-05-18,0,19,8
2020-05-19,6,27,13
2020-05-20,5,17,5
2020-05-21,1,15,12
2020-05-22,0,14,4
2020-05-23,0,2,0
2020-05-24,0,0,0
2020-05-25,0,8,1
2020-05-26,0,14,8
2020-05-27,0,6,6
2020-05-28,0,50,4
2020-05-29,0,63,3
2020-05-30,2,37,2
2020-05-31,3,33,0
2020-06-01,0,9,6
2020-06-02,0,2,14
2020-06-03,3,9,6
2020-06-04,2,18,6
2020-06-05,2,56,3
2020-06-06,4,1,0
2020-06-07,3,1,0
2020-06-08,1,3,5
2020-06-09,0,13,6
2020-06-10,0,13,1
2020-06-11,2,7,10
2020-06-12,1,17,5
2020-06-13,0,20,1
2020-06-14,2,38,0
2020-06-15,0,28,3
2020-06-16,0,45,8
2020-06-17,0,143,6
2020-06-18,0,11,2
2020-06-19,0,13,2
2020-06-20,3,9,0
2020-06-21,2,3,0
2020-06-22,0,24,5
2020-06-23,0,47,5
2020-06-24,1,16,5
2020-06-25,5,24,4
2020-06-26,0,28,2
2020-06-27,0,9,0
2020-06-28,0,5,0
2020-06-29,0,12,5
2020-06-30,0,58,5
2020-07-01,0,21,7
2020-07-02,0,28,2
2020-07-03,2,12,5
2020-07-04,0,12,0
2020-07-05,0,38,0
2020-07-06,0,37,8
2020-07-07,0,24,4
2020-07-08,9,22,5
2020-07-09,0,13,9
2020-07-10,0,9,6
2020-07-11,0,1,0
2020-07-12,0,2,0
2020-07-13,0,9,5
2020-07-14,0,24,4
2020-07-15,4,21,6
2020-07-16,1,15,9
2020-07-17,1,17,2
2020-07-18,3,8,0
2020-07-19,3,4,0
2020-07-20,0,25,6
2020-07-21,0,29,11
2020-07-22,0,28,5
2020-07-23,0,17,9
2020-07-24,3,18,2
2020-07-25,0,8,0
2020-07-26,0,3,0
2020-07-27,0,16,5
2020-07-28,3,7,12
2020-07-29,0,20,4
2020-07-30,1,30,5
2020-07-31,0,6,2
2020-08-01,6,15,0
2020-08-02,2,0,0
2020-08-03,0,7,4
2020-08-04,0,8,4
2020-08-05,2,15,5
2020-08-06,2,17,9
2020-08-07,0,9,9
2020-08-08,1,0,0
2020-08-09,0,0,0
2020-08-10,1,8,7
2020-08-11,0,8,10
2020-08-12,1,29,2
2020-08-13,1,6,3
2020-08-14,1,13,1
2020-08-15,1,0,1
2020-08-16,4,4,0
2020-08-17,0,7,4
2020-08-18,0,18,6
2020-08-19,0,14,5
2020-08-20,0,72,4
2020-08-21,0,10,5
2020-08-22,0,2,9
2020-08-23,5,9,1
2020-08-24,0,12,12
2020-08-25,0,36,3
2020-08-26,1,12,4
2020-08-27,1,15,7
2020-08-28,0,25,4
2020-08-29,3,4,0
2020-08-30,0,0,0
2020-08-31,0,8,6
2020-09-01,3,29,0
2020-09-02,0,14,7
2020-09-03,0,16,6
2020-09-04,0,15,3
2020-09-05,0,3,0
2020-09-06,2,1,0
2020-09-07,2,2,1
2020-09-08,2,29,6
2020-09-09,0,6,1
2020-09-10,2,22,6
2020-09-11,2,33,2
2020-09-12,0,8,1
2020-09-13,2,5,0
2020-09-14,0,13,10
2020-09-15,2,12,5
2020-09-16,0,29,5
2020-09-17,0,33,6
2020-09-18,0,34,2
2020-09-19,2,5,1
2020-09-20,1,4,0
2020-09-21,0,4,7
2020-09-22,0,8,6
2020-09-23,0,11,12
2020-09-24,3,1,5
2020-09-25,0,8,1
2020-09-26,3,6,0
2020-09-27,0,8,0
2020-09-28,0,21,5
2020-09-29,0,17,8
2020-09-30,0,30,8
2020-10-01,3,14,3
2020-10-02,0,19,8
2020-10-03,3,5,0
2020-10-04,6,10,0
2020-10-05,0,18,13
2020-10-06,2,19,11
2020-10-07,3,20,4
2020-10-08,0,39,6
2020-10-09,0,5,7
2020-10-10,2,0,1
2020-10-11,4,15,0
2020-10-12,0,29,1
2020-10-13,0,22,11
2020-10-14,0,6,3
2020-10-15,1,24,4
2020-10-16,3,11,6
2020-10-17,0,22,1
2020-10-18,3,2,0
2020-10-19,0,3,13
2020-10-20,0,15,12
2020-10-21,0,30,10
2020-10-22,1,29,6
2020-10-23,3,39,6
2020-10-24,0,7,0
2020-10-25,3,29,1
2020-10-26,0,7,13
2020-10-27,0,5,13
2020-10-28,0,26,12
2020-10-29,0,19,10
2020-10-30,3,4,2
2020-10-31,0,6,0
2020-11-01,5,12,0
2020-11-02,0,26,8
2020-11-03,0,5,4
2020-11-04,0,5,3
2020-11-05,0,12,5
2020-11-06,0,7,1
2020-11-07,0,5,1
2020-11-08,0,4,0
2020-11-09,0,1,11
2020-11-10,0,6,7
2020-11-11,0,4,3
2020-11-12,0,1,5
2020-11-13,0,18,2
2020-11-14,0,14,2
2020-11-15,5,35,0
2020-11-16,0,20,7
2020-11-17,0,13,19
2020-11-18,1,20,11
2020-11-19,2,7,4
2020-11-20,0,1,2
2020-11-21,0,8,0
2020-11-22,4,1,0
2020-11-23,0,19,7
2020-11-24,2,10,8
2020-11-25,4,11,5
2020-11-26,0,11,2
2020-11-27,0,3,1
2020-11-28,1,3,0
2020-11-29,0,10,1
2020-11-30,0,7,9
2020-12-01,0,4,11
2020-12-02,0,6,6
2020-12-03,0,3,3
2020-12-04,0,0,3
2020-12-05,1,1,0
2020-12-06,2,0,1
2020-12-07,0,4,6
2020-12-08,0,7,10
2020-12-09,0,23,9
2020-12-10,0,16,4
2020-12-11,0,2,6
2020-12-12,1,8,0
2020-12-13,0,0,0
2020-12-14,1,7,2
2020-12-15,1,0,8
2020-12-16,0,2,8
2020-12-17,0,2,4
2020-12-18,0,2,4
2020-12-19,0,0,0
2020-12-20,0,6,0
2020-12-21,0,9,1
2020-12-22,0,0,2
2020-12-23,2,6,1
2020-12-24,0,1,0
2020-12-25,0,0,0
2020-12-26,0,0,0
2020-12-27,0,0,0
2020-12-28,0,0,0
2020-12-29,0,0,0
2020-12-30,0,0,0
2020-12-31,0,0,0
2021-01-01,0,0,0
2021-01-02,0,2,0
2021-01-03,0,5,0
2021-01-04,0,2,7
2021-01-05,1,4,9
2021-01-06,0,2,1
2021-01-07,0,2,8
2021-01-08,0,0,2
2021-01-09,0,0,0
2021-01-10,0,9,0
2021-01-11,1,9,9
