,filamentphp/filament,thedevdojo/wave,thedevdojo/voyager
2021-12-13,49,0,0
2021-12-14,29,4,0
2021-12-15,48,0,0
2021-12-16,16,1,0
2021-12-17,36,0,0
2021-12-18,4,0,0
2021-12-19,33,0,0
2021-12-20,27,0,0
2021-12-21,13,0,0
2021-12-22,19,0,0
2021-12-23,52,0,0
2021-12-24,5,0,0
2021-12-25,18,0,0
2021-12-26,12,0,0
2021-12-27,20,0,0
2021-12-28,30,0,0
2021-12-29,43,0,0
2021-12-30,36,0,0
2021-12-31,7,0,0
2022-01-01,13,0,0
2022-01-02,36,0,0
2022-01-03,2,0,0
2022-01-04,36,0,0
2022-01-05,29,0,0
2022-01-06,2,0,0
2022-01-07,2,0,0
2022-01-08,0,0,0
2022-01-09,12,0,0
2022-01-10,18,0,0
2022-01-11,18,0,0
2022-01-12,40,0,0
2022-01-13,13,0,0
2022-01-14,11,0,0
2022-01-15,10,0,0
2022-01-16,43,0,0
2022-01-17,9,0,0
2022-01-18,21,0,0
2022-01-19,4,0,0
2022-01-20,0,0,0
2022-01-21,12,0,0
2022-01-22,4,0,0
2022-01-23,23,0,0
2022-01-24,14,0,0
2022-01-25,8,0,0
2022-01-26,13,0,0
2022-01-27,14,0,0
2022-01-28,17,0,0
2022-01-29,10,0,0
2022-01-30,13,0,0
2022-01-31,10,0,0
2022-02-01,5,0,0
2022-02-02,18,0,0
2022-02-03,20,0,0
2022-02-04,26,0,0
2022-02-05,6,0,0
2022-02-06,25,0,0
2022-02-07,41,0,0
2022-02-08,38,0,0
2022-02-09,37,0,0
2022-02-10,33,0,0
2022-02-11,57,0,0
2022-02-12,16,0,0
2022-02-13,37,0,0
2022-02-14,14,0,0
2022-02-15,14,0,0
2022-02-16,27,0,0
2022-02-17,17,0,0
2022-02-18,8,0,12
2022-02-19,1,0,0
2022-02-20,3,0,0
2022-02-21,22,0,0
2022-02-22,15,0,0
2022-02-23,5,0,8
2022-02-24,31,0,0
2022-02-25,8,0,0
2022-02-26,2,0,0
2022-02-27,24,0,0
2022-02-28,21,1,0
2022-03-01,40,0,0
2022-03-02,16,0,0
2022-03-03,27,0,0
2022-03-04,30,0,0
2022-03-05,9,0,0
2022-03-06,18,0,0
2022-03-07,15,0,0
2022-03-08,12,0,0
2022-03-09,8,0,0
2022-03-10,15,0,0
2022-03-11,49,0,0
2022-03-12,4,0,0
2022-03-13,10,0,0
2022-03-14,10,0,0
2022-03-15,15,0,0
2022-03-16,15,0,0
2022-03-17,15,0,0
2022-03-18,3,0,0
2022-03-19,3,0,0
2022-03-20,70,0,0
2022-03-21,15,0,0
2022-03-22,22,0,0
2022-03-23,27,0,0
2022-03-24,35,0,0
2022-03-25,20,0,0
2022-03-26,11,0,0
2022-03-27,3,0,0
2022-03-28,17,0,0
2022-03-29,17,0,0
2022-03-30,16,0,0
2022-03-31,8,0,0
2022-04-01,6,0,0
2022-04-02,0,0,0
2022-04-03,6,0,0
2022-04-04,5,0,0
2022-04-05,14,4,0
2022-04-06,11,0,0
2022-04-07,35,0,0
2022-04-08,4,0,0
2022-04-09,2,0,0
2022-04-10,2,0,0
2022-04-11,3,0,0
2022-04-12,7,0,0
2022-04-13,17,2,0
2022-04-14,7,0,0
2022-04-15,4,0,0
2022-04-16,6,0,0
2022-04-17,25,1,0
2022-04-18,6,2,0
2022-04-19,43,0,0
2022-04-20,27,0,0
2022-04-21,11,0,0
2022-04-22,9,0,0
2022-04-23,2,0,0
2022-04-24,10,0,0
2022-04-25,14,0,0
2022-04-26,61,0,0
2022-04-27,22,0,0
2022-04-28,24,0,0
2022-04-29,7,0,0
2022-04-30,3,0,0
2022-05-01,11,0,0
2022-05-02,11,0,0
2022-05-03,1,0,1
2022-05-04,27,0,5
2022-05-05,31,0,0
2022-05-06,28,0,0
2022-05-07,9,0,0
2022-05-08,15,0,0
2022-05-09,19,0,0
2022-05-10,26,0,0
2022-05-11,60,0,0
2022-05-12,30,0,0
2022-05-13,13,0,0
2022-05-14,3,0,0
2022-05-15,22,0,0
2022-05-16,6,0,0
2022-05-17,4,0,0
2022-05-18,23,0,0
2022-05-19,22,0,0
2022-05-20,28,0,0
2022-05-21,0,0,0
2022-05-22,30,0,0
2022-05-23,5,0,0
2022-05-24,26,0,0
2022-05-25,49,0,0
2022-05-26,63,0,0
2022-05-27,20,0,0
2022-05-28,7,0,0
2022-05-29,26,0,0
2022-05-30,12,0,0
2022-05-31,12,0,0
2022-06-01,16,0,0
2022-06-02,23,0,0
2022-06-03,25,1,0
2022-06-04,21,0,0
2022-06-05,5,0,0
2022-06-06,5,0,0
2022-06-07,29,0,0
2022-06-08,92,1,0
2022-06-09,16,0,0
2022-06-10,10,0,0
2022-06-11,10,0,0
2022-06-12,36,0,0
2022-06-13,39,0,0
2022-06-14,22,0,0
2022-06-15,39,0,0
2022-06-16,8,0,0
2022-06-17,20,2,0
2022-06-18,34,0,0
2022-06-19,3,0,0
2022-06-20,37,0,0
2022-06-21,26,1,0
2022-06-22,13,0,0
2022-06-23,12,0,0
2022-06-24,8,0,0
2022-06-25,5,1,0
2022-06-26,6,0,0
2022-06-27,23,1,0
2022-06-28,10,0,0
2022-06-29,29,0,2
2022-06-30,37,0,1
2022-07-01,14,1,0
2022-07-02,8,0,0
2022-07-03,19,0,0
2022-07-04,16,0,0
2022-07-05,13,0,0
2022-07-06,18,0,0
2022-07-07,18,0,0
2022-07-08,16,0,0
2022-07-09,5,0,0
2022-07-10,5,0,0
2022-07-11,5,0,0
2022-07-12,29,0,0
2022-07-13,29,0,0
2022-07-14,7,0,0
2022-07-15,20,0,0
2022-07-16,27,0,0
2022-07-17,42,0,0
2022-07-18,47,0,0
2022-07-19,16,0,0
2022-07-20,26,0,0
2022-07-21,19,0,0
2022-07-22,8,0,7
2022-07-23,7,0,0
2022-07-24,50,0,0
2022-07-25,52,0,0
2022-07-26,31,0,0
2022-07-27,6,0,0
2022-07-28,6,0,0
2022-07-29,40,0,0
2022-07-30,32,0,0
2022-07-31,24,0,0
2022-08-01,63,0,0
2022-08-02,19,0,0
2022-08-03,13,0,1
2022-08-04,21,0,0
2022-08-05,16,0,0
2022-08-06,25,0,0
2022-08-07,0,0,0
2022-08-08,18,0,0
2022-08-09,17,0,0
2022-08-10,27,0,0
2022-08-11,12,0,0
2022-08-12,18,0,0
2022-08-13,13,0,0
2022-08-14,0,0,0
2022-08-15,10,0,0
2022-08-16,10,0,0
2022-08-17,23,0,0
2022-08-18,17,0,0
2022-08-19,29,0,0
2022-08-20,28,0,0
2022-08-21,29,0,0
2022-08-22,51,6,0
2022-08-23,29,0,0
2022-08-24,36,0,0
2022-08-25,52,0,0
2022-08-26,49,0,0
2022-08-27,13,0,0
2022-08-28,33,0,0
2022-08-29,37,1,0
2022-08-30,43,0,0
2022-08-31,41,0,0
2022-09-01,48,0,0
2022-09-02,35,5,1
2022-09-03,20,0,0
2022-09-04,15,0,0
2022-09-05,24,0,0
2022-09-06,21,0,0
2022-09-07,14,0,0
2022-09-08,18,0,0
2022-09-09,36,0,0
2022-09-10,57,0,0
2022-09-11,6,0,0
2022-09-12,46,0,0
2022-09-13,7,0,0
2022-09-14,17,0,0
2022-09-15,18,0,0
2022-09-16,65,0,0
2022-09-17,67,0,0
2022-09-18,20,0,0
2022-09-19,28,0,0
2022-09-20,5,0,0
2022-09-21,15,0,0
2022-09-22,52,0,0
2022-09-23,45,0,0
2022-09-24,3,0,0
2022-09-25,25,0,0
2022-09-26,21,0,0
2022-09-27,26,0,0
2022-09-28,9,0,0
2022-09-29,30,0,0
2022-09-30,21,0,0
2022-10-01,7,0,0
2022-10-02,7,0,0
2022-10-03,14,0,0
2022-10-04,23,2,0
2022-10-05,21,0,0
2022-10-06,32,0,0
2022-10-07,80,0,0
2022-10-08,34,0,0
2022-10-09,44,0,0
2022-10-10,31,0,0
2022-10-11,60,1,0
2022-10-12,26,0,0
2022-10-13,48,0,0
2022-10-14,54,0,0
2022-10-15,24,0,0
2022-10-16,15,0,0
2022-10-17,22,1,0
2022-10-18,49,0,0
2022-10-19,79,0,1
2022-10-20,58,0,4
2022-10-21,9,0,0
2022-10-22,27,0,0
2022-10-23,11,0,0
2022-10-24,28,0,0
2022-10-25,12,2,0
2022-10-26,18,0,1
2022-10-27,40,1,0
2022-10-28,9,0,0
2022-10-29,9,0,0
2022-10-30,16,0,0
2022-10-31,36,1,0
2022-11-01,31,1,0
2022-11-02,50,0,0
2022-11-03,85,0,0
2022-11-04,27,1,0
2022-11-05,39,0,0
2022-11-06,5,3,0
2022-11-07,27,0,0
2022-11-08,4,0,0
2022-11-09,29,0,0
2022-11-10,7,0,0
2022-11-11,23,0,0
2022-11-12,33,0,0
2022-11-13,18,0,0
2022-11-14,24,0,0
2022-11-15,26,0,0
2022-11-16,11,0,0
2022-11-17,59,0,0
2022-11-18,41,0,0
2022-11-19,32,0,0
2022-11-20,43,0,0
2022-11-21,5,0,0
2022-11-22,26,0,0
2022-11-23,0,0,0
2022-11-24,7,0,0
2022-11-25,9,0,0
2022-11-26,47,0,0
2022-11-27,12,0,0
2022-11-28,17,0,0
2022-11-29,33,0,0
2022-11-30,17,0,0
2022-12-01,37,0,0
2022-12-02,21,0,0
2022-12-03,13,0,0
2022-12-04,9,0,0
2022-12-05,33,0,0
2022-12-06,29,0,0
2022-12-07,7,0,0
2022-12-08,18,0,0
2022-12-09,15,0,0
2022-12-10,4,0,0
2022-12-11,13,0,0
2022-12-12,5,0,0
2022-12-13,18,0,0
2022-12-14,11,0,0
2022-12-15,62,0,0
2022-12-16,0,0,0
2022-12-17,9,0,0
2022-12-18,13,0,0
2022-12-19,3,0,0
2022-12-20,9,0,0
2022-12-21,2,0,0
2022-12-22,7,0,0
2022-12-23,0,0,0
2022-12-24,5,0,0
2022-12-25,0,0,0
2022-12-26,1,0,0
2022-12-27,0,0,0
2022-12-28,1,0,0
2022-12-29,17,0,0
2022-12-30,14,0,0
2022-12-31,59,0,0
2023-01-01,10,0,0
2023-01-02,14,0,0
2023-01-03,12,1,0
2023-01-04,2,0,0
2023-01-05,6,0,0
2023-01-06,21,0,0
2023-01-07,28,0,0
2023-01-08,21,0,0
2023-01-09,12,0,0
2023-01-10,2,3,0
2023-01-11,10,0,0
2023-01-12,24,1,0
2023-01-13,6,0,0
2023-01-14,9,0,0
2023-01-15,14,0,0
2023-01-16,5,0,0
2023-01-17,2,0,0
2023-01-18,15,0,0
2023-01-19,5,0,0
2023-01-20,7,0,0
2023-01-21,0,0,0
2023-01-22,22,0,0
2023-01-23,24,0,0
2023-01-24,11,0,0
2023-01-25,25,1,0
2023-01-26,9,0,0
2023-01-27,23,1,0
2023-01-28,10,1,0
2023-01-29,17,0,0
2023-01-30,32,0,0
2023-01-31,19,0,0
2023-02-01,12,0,0
2023-02-02,13,0,0
2023-02-03,0,0,0
2023-02-04,13,0,0
2023-02-05,1,1,0
2023-02-06,7,0,0
2023-02-07,16,0,0
2023-02-08,24,0,0
2023-02-09,5,0,0
2023-02-10,1,0,0
2023-02-11,15,0,0
2023-02-12,25,0,0
2023-02-13,39,0,0
2023-02-14,48,0,0
2023-02-15,18,0,0
2023-02-16,113,0,0
2023-02-17,6,0,0
2023-02-18,77,0,0
2023-02-19,4,0,0
2023-02-20,54,0,0
2023-02-21,50,0,0
2023-02-22,9,0,0
2023-02-23,9,0,0
2023-02-24,51,0,0
2023-02-25,52,0,0
2023-02-26,10,0,0
2023-02-27,13,0,3
2023-02-28,21,0,0
2023-03-01,37,0,1
2023-03-02,14,0,0
2023-03-03,8,0,0
2023-03-04,37,0,0
2023-03-05,5,0,0
2023-03-06,15,0,0
2023-03-07,20,0,0
2023-03-08,3,0,0
2023-03-09,16,0,0
2023-03-10,11,0,0
2023-03-11,7,0,0
2023-03-12,64,0,0
2023-03-13,19,0,0
2023-03-14,7,0,0
2023-03-15,26,0,0
2023-03-16,4,0,0
2023-03-17,18,0,0
2023-03-18,25,0,0
2023-03-19,7,0,0
2023-03-20,26,0,0
2023-03-21,23,0,0
2023-03-22,6,0,0
2023-03-23,30,0,0
2023-03-24,6,0,0
2023-03-25,33,0,0
2023-03-26,12,0,0
2023-03-27,3,0,0
2023-03-28,0,0,0
2023-03-29,2,0,0
2023-03-30,41,0,0
2023-03-31,43,0,0
2023-04-01,7,0,0
2023-04-02,4,0,0
2023-04-03,6,0,0
2023-04-04,2,0,0
2023-04-05,21,0,0
2023-04-06,10,0,0
2023-04-07,15,0,0
2023-04-08,17,0,0
2023-04-09,4,0,0
2023-04-10,16,0,0
2023-04-11,34,0,0
2023-04-12,10,0,0
2023-04-13,12,0,0
2023-04-14,12,0,0
2023-04-15,85,0,0
2023-04-16,9,0,0
2023-04-17,27,0,0
2023-04-18,8,0,0
2023-04-19,23,0,0
2023-04-20,5,0,0
2023-04-21,15,0,0
2023-04-22,27,0,0
2023-04-23,19,0,0
2023-04-24,7,0,0
2023-04-25,5,0,0
2023-04-26,11,0,0
2023-04-27,50,0,0
2023-04-28,5,0,0
2023-04-29,6,0,0
2023-04-30,79,0,0
2023-05-01,11,0,0
2023-05-02,15,0,0
2023-05-03,30,0,0
2023-05-04,53,0,0
2023-05-05,24,0,0
2023-05-06,14,0,0
2023-05-07,6,0,0
2023-05-08,26,0,0
2023-05-09,16,0,0
2023-05-10,36,0,0
2023-05-11,31,1,0
2023-05-12,37,0,0
2023-05-13,44,0,0
2023-05-14,13,0,0
2023-05-15,23,0,0
2023-05-16,29,0,0
2023-05-17,33,0,0
2023-05-18,11,0,0
2023-05-19,20,0,0
2023-05-20,36,0,0
2023-05-21,34,0,0
2023-05-22,26,0,0
2023-05-23,12,0,0
2023-05-24,11,0,0
