,bitcoinj/bitcoinj,libbitcoin/libbitcoin-system,bitcoin/bitcoin
2019-08-11,0,-0.23328086249999985,6
2019-08-12,0,-0.13795727374999994,5
2019-08-13,0,-0.09620171676562504,6
2019-08-14,0,-0.07302391323281252,31
2019-08-15,0,3.953438275,20
2019-08-16,0,3.7620854525,23
2019-08-17,0,-1.95175343353125,1
2019-08-18,0,1.2098331735343755,4
2019-08-19,0,-0.058149999999999924,20
2019-08-20,0,-0.8296934999999999,8
2019-08-21,0,-0.4657246999999998,6
2019-08-22,0,-0.33205840749999993,7
2019-08-23,0,-0.2578962358125002,12
2019-08-24,0,-0.20999921175937533,11
2019-08-25,0,-0.12911247616406263,5
2019-08-26,0,-0.05071070728125009,9
2019-08-27,1,-0.04304354323125009,9
2019-08-28,0,-0.013583413232812524,11
2019-08-29,0,0.0,21
2019-08-30,0,6.0,9
2019-08-31,3,-1.8000000000000003,5
2019-09-01,0,-0.6299999999999996,1
2019-09-02,0,10.643,4
2019-09-03,0,-1.5409750000000009,13
2019-09-04,0,0.06667850000000075,11
2019-09-05,0,9.395814825,14
2019-09-06,0,-4.184531142500001,8
2019-09-07,0,-1.7765080505937494,5
2019-09-08,0,-1.1318554668968748,10
2019-09-09,0,-0.75631973625,9
2019-09-10,0,-0.5860429069218756,10
2019-09-11,3,-0.47517501409218776,5
2019-09-12,0,-0.26745027124687515,8
2019-09-13,0,-0.20181071088750055,7
2019-09-14,0,-0.14941754556093775,4
2019-09-15,0,0.0,4
2019-09-16,0,0.0,16
2019-09-17,0,0.0,13
2019-09-18,1,0.0,13
2019-09-19,0,0.0,16
2019-09-20,0,0.0,9
2019-09-21,0,1.0,4
2019-09-22,0,-0.30000000000000004,5
2019-09-23,0,0.895,7
2019-09-24,0,-0.35950000000000004,7
2019-09-25,0,0.8548375000000001,11
2019-09-26,0,-0.38922025000000005,12
2019-09-27,0,2.8315566375000003,4
2019-09-28,0,-1.0081775237500001,2
2019-09-29,0,-0.39432007926562485,1
2019-09-30,0,0.7592390630171876,26
2019-10-01,3,-0.4596450792656251,23
2019-10-02,0,-0.22670143698281242,27
2019-10-03,0,-0.14521930426562502,11
2019-10-04,0,-0.11061773448281254,7
2019-10-05,0,-0.07735040029687512,1
2019-10-06,0,-0.06403110219843756,3
2019-10-07,0,-0.018957273750000003,6
2019-10-08,1,-0.015876716765625045,19
2019-10-09,0,-0.013583413232812524,25
2019-10-10,0,0.0,20
2019-10-11,0,1.0,7
2019-10-12,0,-0.30000000000000004,4
2019-10-13,1,0.895,6
2019-10-14,0,-0.35950000000000004,16
2019-10-15,0,-0.14516249999999992,20
2019-10-16,0,0.91077975,10
2019-10-17,0,-0.36344336250000003,11
2019-10-18,0,-0.15367752374999993,17
2019-10-19,0,-0.09865757926562502,1
2019-10-20,0,0.9272968130171875,4
2019-10-21,3,1.6544030332343749,18
2019-10-22,4,-0.7418642757328126,7
2019-10-23,0,-0.28845727374999985,15
2019-10-24,0,-0.17503921676562498,26
2019-10-25,0,-0.12362866323281252,17
2019-10-26,0,1.9172786375,11
2019-10-27,0,-0.6655189987500001,1
2019-10-28,0,6.736208735734375,21
2019-10-29,0,4.735663153235937,20
2019-10-30,0,1.0575081735343748,32
2019-10-31,0,-2.4109404999999993,10
2019-11-01,0,2.8358007750000005,19
2019-11-02,0,-1.9650937975,23
2019-11-03,0,-0.9834112210312497,6
2019-11-04,0,-0.6797147802156249,29
2019-11-05,0,-0.4976113836093753,41
2019-11-06,2,-0.400931004989063,25
2019-11-07,0,4.748285790307812,17
2019-11-08,0,-1.6301627479312504,17
2019-11-09,0,-0.5885068670624999,3
2019-11-10,5,-0.35183365293124996,8
2019-11-11,0,-0.20081249999999998,11
2019-11-12,0,-0.14860125,18
2019-11-13,0,-0.11640431249999998,16
2019-11-14,0,-0.09478636875000002,7
2019-11-15,0,0.9206164161718747,11
2019-11-16,0,-0.36791706616406267,3
2019-11-17,0,-0.10499999999999993,3
2019-11-18,0,-0.05949999999999997,26
2019-11-19,0,-0.0401625,19
2019-11-20,4,-0.029720249999999997,16
2019-11-21,1,-0.023280862499999996,18
2019-11-22,0,-0.018957273750000003,18
2019-11-23,0,-0.015876716765625045,9
2019-11-24,0,-0.013583413232812524,14
2019-11-25,0,0.0,14
2019-11-26,5,0.0,13
2019-11-27,0,0.0,3
2019-11-28,0,10.0,3
2019-11-29,1,-3.0000000000000004,3
2019-11-30,0,-1.0499999999999994,2
2019-12-01,0,-0.5949999999999998,3
2019-12-02,0,-0.40162499999999995,6
2019-12-03,0,-0.2972025,9
2019-12-04,0,-0.23280862499999996,10
2019-12-05,0,-0.18957273750000003,15
2019-12-06,0,-0.15876716765625046,27
2019-12-07,0,-0.13583413232812525,4
2019-12-08,3,0.0,4
2019-12-09,0,0.0,19
2019-12-10,0,0.0,18
2019-12-11,0,0.0,13
2019-12-12,0,0.0,15
2019-12-13,0,0.0,12
2019-12-14,1,0.0,1
2019-12-15,0,0.0,8
2019-12-16,0,0.0,19
2019-12-17,0,0.0,13
2019-12-18,0,0.0,7
2019-12-19,0,0.0,7
2019-12-20,0,0.0,2
2019-12-21,0,0.0,0
2019-12-22,0,0.0,1
2019-12-23,0,0.0,3
2019-12-24,0,0.0,0
2019-12-25,0,0.0,1
2019-12-26,0,0.0,1
2019-12-27,0,0.0,2
2019-12-28,0,0.0,4
2019-12-29,0,0.0,2
2019-12-30,0,0.0,3
2019-12-31,0,0.0,4
2020-01-01,0,0.0,0
2020-01-02,0,0.0,13
2020-01-03,0,0.0,19
2020-01-04,0,0.0,7
2020-01-05,0,0.0,4
2020-01-06,0,0.0,5
2020-01-07,0,0.0,12
2020-01-08,0,0.0,13
2020-01-09,0,0.0,7
2020-01-10,0,0.0,4
2020-01-11,0,0.0,3
2020-01-12,1,0.0,1
2020-01-13,0,0.0,8
2020-01-14,0,0.0,13
2020-01-15,0,0.0,9
2020-01-16,0,0.0,12
2020-01-17,0,0.0,8
2020-01-18,0,0.0,3
2020-01-19,0,0.0,2
2020-01-20,0,0.0,4
2020-01-21,0,0.0,1
2020-01-22,0,0.0,16
2020-01-23,4,0.0,26
2020-01-24,0,0.0,2
2020-01-25,0,0.0,3
2020-01-26,0,0.0,3
2020-01-27,0,0.0,10
2020-01-28,0,0.0,18
2020-01-29,0,0.0,12
2020-01-30,1,0.0,18
2020-01-31,0,0.0,14
2020-02-01,0,0.0,4
2020-02-02,0,0.0,2
2020-02-03,0,0.0,8
2020-02-04,0,0.0,6
2020-02-05,0,0.0,12
2020-02-06,0,0.0,8
2020-02-07,0,0.0,4
2020-02-08,0,0.0,0
2020-02-09,0,0.0,7
2020-02-10,0,0.0,19
2020-02-11,0,0.0,11
2020-02-12,0,0.0,11
2020-02-13,0,0.0,12
2020-02-14,0,0.0,5
2020-02-15,0,0.0,2
2020-02-16,3,0.0,6
2020-02-17,0,0.0,6
2020-02-18,0,0.0,4
2020-02-19,0,0.0,11
2020-02-20,0,0.0,3
2020-02-21,0,0.0,9
2020-02-22,0,0.0,2
2020-02-23,0,0.0,0
2020-02-24,0,0.0,1
2020-02-25,0,0.0,13
2020-02-26,0,0.0,4
2020-02-27,4,0.0,6
2020-02-28,3,0.0,23
2020-02-29,2,0.0,2
2020-03-01,0,0.0,2
2020-03-02,0,0.0,15
2020-03-03,0,0.0,2
2020-03-04,9,0.0,17
2020-03-05,2,0.0,18
2020-03-06,1,0.0,13
2020-03-07,4,0.0,21
2020-03-08,1,0.0,4
2020-03-09,0,0.0,26
2020-03-10,0,0.0,16
2020-03-11,2,0.0,43
2020-03-12,1,0.0,9
2020-03-13,5,0.0,6
2020-03-14,0,0.0,4
2020-03-15,0,0.0,9
2020-03-16,0,0.0,14
2020-03-17,0,0.0,19
2020-03-18,0,0.0,11
2020-03-19,1,0.0,13
2020-03-20,0,0.0,1
2020-03-21,0,0.0,7
2020-03-22,0,0.0,8
2020-03-23,0,0.0,7
2020-03-24,0,0.0,15
2020-03-25,0,0.0,13
2020-03-26,0,0.0,19
2020-03-27,0,0.0,23
2020-03-28,0,0.0,6
2020-03-29,0,0.0,9
2020-03-30,0,0.0,13
2020-03-31,0,0.0,26
2020-04-01,0,0.0,10
2020-04-02,0,0.0,36
2020-04-03,0,0.0,16
2020-04-04,0,0.0,11
2020-04-05,0,0.0,7
2020-04-06,0,0.0,34
2020-04-07,0,0.0,10
2020-04-08,1,0.0,30
2020-04-09,0,0.0,10
2020-04-10,0,0.0,21
2020-04-11,0,0.0,9
2020-04-12,0,0.0,16
2020-04-13,1,0.0,17
2020-04-14,0,0.0,11
2020-04-15,0,0.0,28
2020-04-16,2,0.0,22
2020-04-17,0,0.0,23
2020-04-18,0,0.0,4
2020-04-19,0,0.0,12
2020-04-20,0,0.0,11
2020-04-21,0,0.0,15
2020-04-22,1,0.0,18
2020-04-23,2,0.0,61
2020-04-24,0,0.0,14
2020-04-25,2,0.0,9
2020-04-26,1,0.0,14
2020-04-27,0,0.0,12
2020-04-28,0,0.0,20
2020-04-29,0,0.0,22
2020-04-30,0,0.0,26
2020-05-01,0,0.0,24
2020-05-02,0,0.0,3
2020-05-03,2,0.0,6
2020-05-04,0,0.0,15
2020-05-05,0,0.0,26
2020-05-06,0,0.0,11
2020-05-07,0,0.0,17
2020-05-08,0,0.0,14
2020-05-09,1,0.0,5
2020-05-10,0,1.0,10
2020-05-11,0,-0.30000000000000004,8
2020-05-12,4,0.895,24
2020-05-13,0,-0.35950000000000004,21
2020-05-14,0,-0.14516249999999992,15
2020-05-15,0,-0.08922024999999997,9
2020-05-16,0,-0.06344336249999999,3
2020-05-17,2,-0.04867752375,6
2020-05-18,0,-0.03915757926562504,13
2020-05-19,0,-0.032540686982812525,24
2020-05-20,0,-0.015876716765625045,10
2020-05-21,0,-0.013583413232812524,27
2020-05-22,0,0.0,14
2020-05-23,0,0.0,11
2020-05-24,0,0.0,3
2020-05-25,0,0.0,22
2020-05-26,0,0.0,17
2020-05-27,0,0.0,14
2020-05-28,2,0.0,25
2020-05-29,0,0.0,25
2020-05-30,0,0.0,18
2020-05-31,1,0.0,11
2020-06-01,0,0.0,10
2020-06-02,0,0.0,21
2020-06-03,0,0.0,12
2020-06-04,0,0.0,17
2020-06-05,0,0.0,17
2020-06-06,0,0.0,7
2020-06-07,0,0.0,8
2020-06-08,0,0.0,26
2020-06-09,0,0.0,13
2020-06-10,0,0.0,20
2020-06-11,0,0.0,12
2020-06-12,0,0.0,6
2020-06-13,0,0.0,12
2020-06-14,0,0.0,6
2020-06-15,0,0.0,15
2020-06-16,0,0.0,23
2020-06-17,0,0.0,17
2020-06-18,0,0.0,12
2020-06-19,0,0.0,45
2020-06-20,0,0.0,6
2020-06-21,0,0.0,26
2020-06-22,0,0.0,22
2020-06-23,0,0.0,10
2020-06-24,0,0.0,20
2020-06-25,0,0.0,21
2020-06-26,0,0.0,6
2020-06-27,0,0.0,9
2020-06-28,1,0.0,2
2020-06-29,0,0.0,21
2020-06-30,2,0.0,5
2020-07-01,0,0.0,23
2020-07-02,1,0.0,8
2020-07-03,0,0.0,9
2020-07-04,0,0.0,7
2020-07-05,0,0.0,7
2020-07-06,0,0.0,3
2020-07-07,0,0.0,3
2020-07-08,0,0.0,11
2020-07-09,0,0.0,29
2020-07-10,0,0.0,11
2020-07-11,0,0.0,25
2020-07-12,0,0.0,6
2020-07-13,0,0.0,14
2020-07-14,0,0.0,22
2020-07-15,0,0.0,27
2020-07-16,0,0.0,14
2020-07-17,0,0.0,4
2020-07-18,0,0.0,9
2020-07-19,0,0.0,17
2020-07-20,0,0.0,1
2020-07-21,0,0.0,13
2020-07-22,0,0.0,13
2020-07-23,0,0.0,8
2020-07-24,0,0.0,7
2020-07-25,0,0.0,4
2020-07-26,0,0.0,6
2020-07-27,0,0.0,7
2020-07-28,0,0.0,11
2020-07-29,0,0.0,14
2020-07-30,0,0.0,28
2020-07-31,0,0.0,13
2020-08-01,0,0.0,2
2020-08-02,0,0.0,11
2020-08-03,0,0.0,6
2020-08-04,0,0.0,10
2020-08-05,0,0.0,8
2020-08-06,0,0.0,10
2020-08-07,0,0.0,4
2020-08-08,0,0.0,25
2020-08-09,0,0.0,7
2020-08-10,0,0.0,5
2020-08-11,0,0.0,5
2020-08-12,0,0.0,23
2020-08-13,0,0.0,13
2020-08-14,0,0.0,17
2020-08-15,0,0.0,14
2020-08-16,0,0.0,9
2020-08-17,0,0.0,7
2020-08-18,0,0.0,17
2020-08-19,1,0.0,6
2020-08-20,0,0.0,6
2020-08-21,0,0.0,10
2020-08-22,0,0.0,1
2020-08-23,0,0.0,3
2020-08-24,0,0.0,17
2020-08-25,6,0.0,26
2020-08-26,1,0.0,30
2020-08-27,0,0.0,15
2020-08-28,0,0.0,17
2020-08-29,0,0.0,15
2020-08-30,0,0.0,6
2020-08-31,3,0.0,29
2020-09-01,2,0.0,14
2020-09-02,0,0.0,14
2020-09-03,0,0.0,32
2020-09-04,0,0.0,12
2020-09-05,0,0.0,12
2020-09-06,0,0.0,8
2020-09-07,10,0.0,38
2020-09-08,1,0.0,5
2020-09-09,0,0.0,10
2020-09-10,0,0.0,12
2020-09-11,0,0.0,6
2020-09-12,0,0.0,2
2020-09-13,0,0.0,2
2020-09-14,0,0.0,12
2020-09-15,0,0.0,10
2020-09-16,0,0.0,5
2020-09-17,0,0.0,6
2020-09-18,0,0.0,11
2020-09-19,0,0.0,7
2020-09-20,3,0.0,3
2020-09-21,0,0.0,9
2020-09-22,1,0.0,19
2020-09-23,0,0.0,16
2020-09-24,0,0.0,9
2020-09-25,0,0.0,3
2020-09-26,0,0.0,6
2020-09-27,0,0.0,2
2020-09-28,0,0.0,15
2020-09-29,0,0.0,23
2020-09-30,0,0.0,17
2020-10-01,0,0.0,12
2020-10-02,0,0.0,18
2020-10-03,1,0.0,9
2020-10-04,0,0.0,5
2020-10-05,0,0.0,5
2020-10-06,1,0.0,8
2020-10-07,1,0.0,2
2020-10-08,0,0.0,14
2020-10-09,0,0.0,24
2020-10-10,1,0.0,0
2020-10-11,2,0.0,5
2020-10-12,0,0.0,19
2020-10-13,0,0.0,22
2020-10-14,0,0.0,48
2020-10-15,0,0.0,21
2020-10-16,4,0.0,15
2020-10-17,0,0.0,4
2020-10-18,0,0.0,3
2020-10-19,0,0.0,14
2020-10-20,0,0.0,8
2020-10-21,0,0.0,11
2020-10-22,0,0.0,9
2020-10-23,0,0.0,8
2020-10-24,1,0.0,3
2020-10-25,0,0.0,8
2020-10-26,0,0.0,7
2020-10-27,0,0.0,17
2020-10-28,0,0.0,18
2020-10-29,0,0.0,10
2020-10-30,0,0.0,4
2020-10-31,0,0.0,2
2020-11-01,0,0.0,26
2020-11-02,0,0.0,16
2020-11-03,0,0.0,14
2020-11-04,0,0.0,21
2020-11-05,0,0.0,14
2020-11-06,0,0.0,9
2020-11-07,0,0.0,3
2020-11-08,0,0.0,0
2020-11-09,0,0.0,21
2020-11-10,0,0.0,6
2020-11-11,0,0.0,19
2020-11-12,0,0.0,19
2020-11-13,0,0.0,4
2020-11-14,0,0.0,11
2020-11-15,0,0.0,5
2020-11-16,0,0.0,8
2020-11-17,0,0.0,7
2020-11-18,0,0.0,24
2020-11-19,0,0.0,31
2020-11-20,0,0.0,14
2020-11-21,0,0.0,2
2020-11-22,0,0.0,3
2020-11-23,0,0.0,29
2020-11-24,0,0.0,21
2020-11-25,0,0.0,16
2020-11-26,0,0.0,14
2020-11-27,0,0.0,6
2020-11-28,0,0.0,4
2020-11-29,0,15.0,0
2020-11-30,0,-4.500000000000001,20
2020-12-01,0,-1.5749999999999988,13
2020-12-02,0,-0.8924999999999995,13
2020-12-03,0,-0.6024375,16
2020-12-04,0,0.5541962500000001,25
2020-12-05,0,-0.6492129375,2
2020-12-06,1,-0.38935910625,7
2020-12-07,0,-0.29765075148437564,30
2020-12-08,0,-0.24391369849218783,12
2020-12-09,0,-0.029720249999999997,14
2020-12-10,0,-0.023280862499999996,29
2020-12-11,0,-0.018957273750000003,6
2020-12-12,0,-0.015876716765625045,3
2020-12-13,0,-0.013583413232812524,7
2020-12-14,0,0.0,14
2020-12-15,0,0.0,15
2020-12-16,0,0.0,31
2020-12-17,0,0.0,28
2020-12-18,0,0.0,8
2020-12-19,0,0.0,4
2020-12-20,0,0.0,10
2020-12-21,0,0.0,22
2020-12-22,0,0.0,10
2020-12-23,0,0.0,3
2020-12-24,0,0.0,8
2020-12-25,0,0.0,6
2020-12-26,0,0.0,6
2020-12-27,0,0.0,9
2020-12-28,0,0.0,9
2020-12-29,0,0.0,3
2020-12-30,0,0.0,4
2020-12-31,0,0.0,8
2021-01-01,0,0.0,1
2021-01-02,0,0.0,16
2021-01-03,0,0.0,6
2021-01-04,0,0.0,8
2021-01-05,0,0.0,15
2021-01-06,1,0.0,6
2021-01-07,0,0.0,45
2021-01-08,0,0.0,27
2021-01-09,1,0.0,10
2021-01-10,0,0.0,10
2021-01-11,0,0.0,10
2021-01-12,0,0.0,12
2021-01-13,0,0.0,9
2021-01-14,0,0.0,4
2021-01-15,0,0.0,10
2021-01-16,0,0.0,1
2021-01-17,0,0.0,5
2021-01-18,0,0.0,13
2021-01-19,0,0.0,9
2021-01-20,0,0.0,3
2021-01-21,0,0.0,23
2021-01-22,0,0.0,8
2021-01-23,0,0.0,9
2021-01-24,0,0.0,8
2021-01-25,0,0.0,11
2021-01-26,0,0.0,13
2021-01-27,0,0.0,19
2021-01-28,0,0.0,36
2021-01-29,0,0.0,24
2021-01-30,0,0.0,6
2021-01-31,0,0.0,11
2021-02-01,0,0.0,18
2021-02-02,0,0.0,25
2021-02-03,0,0.0,13
2021-02-04,0,0.0,13
2021-02-05,0,0.0,8
2021-02-06,0,0.0,10
2021-02-07,0,0.0,1
2021-02-08,0,0.0,15
2021-02-09,0,0.0,24
2021-02-10,0,0.0,18
2021-02-11,4,0.0,15
2021-02-12,0,0.0,27
2021-02-13,0,0.0,5
2021-02-14,0,0.0,1
2021-02-15,0,0.0,15
2021-02-16,1,1.0,23
2021-02-17,3,0.7,30
2021-02-18,0,-0.40499999999999997,39
2021-02-19,0,-0.1644999999999999,13
2021-02-20,0,-0.09966249999999996,2
2021-02-21,0,-0.06988275,10
2021-02-22,0,-0.05300111249999999,25
2021-02-23,0,-0.04223813625,34
2021-02-24,0,-0.03483399051562505,7
2021-02-25,0,-0.02946012999843757,25
2021-02-26,0,-0.013583413232812524,16
2021-02-27,0,0.0,3
2021-02-28,0,0.0,4
2021-03-01,0,3.0,36
2021-03-02,0,-0.9000000000000001,20
2021-03-03,0,-0.3149999999999998,37
2021-03-04,0,-0.1784999999999999,18
2021-03-05,1,9.8795125,15
2021-03-06,1,-1.0891607500000005,3
2021-03-07,3,4.2801574125,14
2021-03-08,0,-0.6618718212500001,19
2021-03-09,0,0.20174484970312534,11
2021-03-10,0,-1.5852777396984372,19
2021-03-11,0,-0.8622241249999997,13
2021-03-12,0,-0.6137809624999999,10
2021-03-13,0,-0.4761323901562504,3
2021-03-14,0,-0.38733343335937537,3
2021-03-15,0,5.793096600440625,23
2021-03-16,3,-0.9511684604281254,40
2021-03-17,0,0.011079740003125282,6
2021-03-18,0,15.210833173534375,14
2021-03-19,0,3.7945249999999993,20
2021-03-20,0,-0.657983999999999,7
2021-03-21,0,-0.3065679249999991,11
2021-03-22,0,5.335155245000001,8
2021-03-23,0,0.07251506315625011,21
2021-03-24,0,-3.1354605199125,13
2021-03-25,0,-0.677672772498437,5
2021-03-26,0,12.520189454767188,2
2021-03-27,0,-4.209308745115627,1
2021-03-28,0,-0.3772573074078114,7
2021-03-29,0,-1.9249079432281249,26
2021-03-30,0,-1.1050883188234377,19
2021-03-31,0,-0.7707010354250001,12
2021-04-01,0,-0.50926825168125,24
2021-04-02,0,-0.3639999117656251,11
2021-04-03,0,-0.30137644670156316,10
2021-04-04,0,-0.2439590495250004,7
2021-04-05,0,-0.04533684676406261,37
2021-04-06,0,1.972833173534375,20
2021-04-07,0,-0.6000000000000001,18
2021-04-08,0,-0.20999999999999985,15
2021-04-09,0,-0.11899999999999994,14
2021-04-10,0,-0.080325,2
2021-04-11,0,1.9405595,6
2021-04-12,0,-0.6465617250000001,16
2021-04-13,0,-0.24791454749999986,21
2021-04-14,1,79.84924656646875,26
2021-04-15,0,-5.10749182646563,14
2021-04-16,0,-5.159440499999995,7
2021-04-17,3,-6.501561724999997,14
2021-04-18,0,-4.226414547499999,12
2021-04-19,0,-4.62296093353125,34
2021-04-20,0,10.795716923534375,18
2021-04-21,0,-6.6658880375,11
2021-04-22,5,0.5206609449999973,15
2021-04-23,1,4.278770771578122,19
2021-04-24,2,-3.886683848564063,1
2021-04-25,0,-1.701878916892187,7
2021-04-26,0,-1.0350857482296874,10
2021-04-27,0,-0.732749658965625,11
2021-04-28,2,-0.5531594847187506,22
2021-04-29,0,-0.4522437802593753,22
2021-04-30,2,-0.21516505706250022,11
2021-05-01,0,10.81865261294375,31
2021-05-02,0,19.5913326941375,9
2021-05-03,1,3.9450000000000003,24
2021-05-04,0,-6.669499999999998,26
2021-05-05,0,-2.0702874999999983,24
2021-05-06,0,-1.2646602499999995,7
2021-05-07,0,1.1733947625,7
2021-05-08,0,-2.16513284875,2
2021-05-09,0,6.695305969328125,21
2021-05-10,0,9.609547933829687,19
2021-05-11,0,1.583572281957812,23
2021-05-12,0,9.76460015495625,25
2021-05-13,0,4.865523421984375,14
2021-05-14,0,4.967293548751563,9
2021-05-15,0,-6.2029612135296865,5
2021-05-16,0,2.925123607801564,2
2021-05-17,0,-2.848795330375,13
2021-05-18,0,4.527592134934375,10
