,bitcoinj/bitcoinj,bitcoin/bitcoin,libbitcoin/libbitcoin-system
2023-09-14,8,21,0.0
2023-09-15,0,16,0.0
2023-09-16,9,2,0.0
2023-09-17,0,0,0.0
2023-09-18,0,1,0.0
2023-09-19,1,16,0.0
2023-09-20,0,16,0.0
2023-09-21,7,6,0.0
2023-09-22,0,3,0.0
2023-09-23,0,2,0.0
2023-09-24,0,1,0.0
2023-09-25,7,1,0.0
2023-09-26,0,2,0.0
2023-09-27,0,13,0.0
2023-09-28,0,6,0.0
2023-09-29,0,10,0.0
2023-09-30,6,24,0.0
2023-10-01,6,0,0.0
2023-10-02,8,32,0.0
2023-10-03,1,29,0.0
2023-10-04,0,31,0.0
2023-10-05,1,29,0.0
2023-10-06,0,14,0.0
2023-10-07,0,2,0.0
2023-10-08,0,31,0.0
2023-10-09,1,18,0.0
2023-10-10,0,12,0.0
2023-10-11,1,8,0.0
2023-10-12,1,15,0.0
2023-10-13,0,27,0.0
2023-10-14,0,0,0.0
2023-10-15,1,3,0.0
2023-10-16,0,10,0.0
2023-10-17,0,11,0.0
2023-10-18,0,7,0.0
2023-10-19,0,14,0.0
2023-10-20,0,25,0.0
2023-10-21,0,0,0.0
2023-10-22,0,0,0.0
2023-10-23,0,17,0.0
2023-10-24,13,18,0.0
2023-10-25,0,8,0.0
2023-10-26,0,10,0.0
2023-10-27,0,2,0.0
2023-10-28,0,0,0.0
2023-10-29,0,3,0.0
2023-10-30,0,18,0.0
2023-10-31,0,11,0.0
2023-11-01,0,12,0.0
2023-11-02,0,11,0.0
2023-11-03,0,21,0.0
2023-11-04,0,1,0.0
2023-11-05,0,6,0.0
2023-11-06,0,7,0.0
2023-11-07,0,16,0.0
2023-11-08,0,17,0.0
2023-11-09,0,15,0.0
2023-11-10,2,18,0.0
2023-11-11,0,1,0.0
2023-11-12,0,0,0.0
2023-11-13,0,25,0.0
2023-11-14,0,11,0.0
2023-11-15,0,6,0.0
2023-11-16,2,20,0.0
2023-11-17,0,17,0.0
2023-11-18,0,0,0.0
2023-11-19,3,1,0.0
2023-11-20,0,6,0.0
2023-11-21,1,4,0.0
2023-11-22,0,23,0.0
2023-11-23,0,10,0.0
2023-11-24,0,6,0.0
2023-11-25,0,4,0.0
2023-11-26,0,2,0.0
2023-11-27,0,2,0.0
2023-11-28,0,21,0.0
2023-11-29,0,13,0.0
2023-11-30,0,14,0.0
2023-12-01,0,7,0.0
2023-12-02,0,1,0.0
2023-12-03,0,1,0.0
2023-12-04,0,20,0.0
2023-12-05,1,14,0.0
2023-12-06,0,11,0.0
2023-12-07,0,15,0.0
2023-12-08,1,22,0.0
2023-12-09,0,6,0.0
2023-12-10,0,1,0.0
2023-12-11,0,20,0.0
2023-12-12,0,14,0.0
2023-12-13,0,10,0.0
2023-12-14,0,12,0.0
2023-12-15,0,13,0.0
2023-12-16,0,0,0.0
2023-12-17,0,1,0.0
2023-12-18,4,6,0.0
2023-12-19,2,3,0.0
2023-12-20,3,4,0.0
2023-12-21,0,9,0.0
2023-12-22,0,4,0.0
2023-12-23,0,1,0.0
2023-12-24,0,0,0.0
2023-12-25,0,0,0.0
2023-12-26,0,0,0.0
2023-12-27,0,4,0.0
2023-12-28,0,0,0.0
2023-12-29,0,0,0.0
2023-12-30,0,0,0.0
2023-12-31,0,1,0.0
2024-01-01,0,0,0.0
2024-01-02,0,7,0.0
2024-01-03,0,2,0.0
2024-01-04,0,9,0.0
2024-01-05,0,14,0.0
2024-01-06,0,2,0.0
2024-01-07,0,2,0.0
2024-01-08,0,12,0.0
2024-01-09,0,12,0.0
2024-01-10,1,7,0.0
2024-01-11,0,22,0.0
2024-01-12,0,9,0.0
2024-01-13,0,1,0.0
2024-01-14,0,0,0.0
2024-01-15,0,11,0.0
2024-01-16,2,20,0.0
2024-01-17,0,7,0.0
2024-01-18,0,10,0.0
2024-01-19,0,9,0.0
2024-01-20,0,2,0.0
2024-01-21,0,0,0.0
2024-01-22,0,6,0.0
2024-01-23,0,16,0.0
2024-01-24,0,6,0.0
2024-01-25,0,23,0.0
2024-01-26,0,11,0.0
2024-01-27,0,0,3.0
2024-01-28,0,0,-1.1999999999999997
2024-01-29,0,11,9.64
2024-01-30,0,10,-4.191999999999999
2024-01-31,4,13,-1.3248000000000002
2024-02-01,0,18,-0.7298560000000001
2024-02-02,0,3,-0.4848896000000005
2024-02-03,0,3,-0.35463168000000017
2024-02-04,0,0,-0.275099136
2024-02-05,0,8,-0.22210007039999993
2024-02-06,0,11,-0.15155711999999993
2024-02-07,1,15,-0.12798156799999996
2024-02-08,0,15,2.0
2024-02-09,1,21,0.20000000000000018
2024-02-10,0,3,-0.6399999999999999
2024-02-11,0,4,-0.248
2024-02-12,0,14,2.8528
2024-02-13,0,18,-0.30150399999999977
2024-02-14,0,1,4.1641216
2024-02-15,0,10,-2.3717043199999996
2024-02-16,0,11,-0.8374819840000001
2024-02-17,0,1,3.5077919744
2024-02-18,0,1,3.0803602432000003
2024-02-19,0,4,-1.7078348799999996
2024-02-20,0,14,0.5653463040000002
2024-02-21,0,14,-0.5518029823999999
2024-02-22,0,2,-0.12038471680000029
2024-02-23,0,3,-0.995203584
2024-02-24,1,0,7.5145497599999995
2024-02-25,0,0,-2.5409428479999994
2024-02-26,0,15,0.3771798528000001
2024-02-27,0,19,3.399197184
2024-02-28,0,24,-2.7212433408
2024-02-29,0,17,0.9316614143999999
2024-03-01,0,25,-0.4448114688
2024-03-02,0,3,-1.0906298368000003
2024-03-03,0,1,-0.5833026560000001
2024-03-04,0,11,-0.4162980864000001
2024-03-05,0,16,1.7635336192
2024-03-06,0,6,0.022746726400000195
2024-03-07,0,9,-0.7636951039999998
2024-03-08,0,11,-0.296681984
2024-03-09,0,3,-0.18795202560000007
2024-03-10,1,2,-0.11430215680000008
2024-03-11,2,20,7.9241216
2024-03-12,0,28,-0.2597043199999991
2024-03-13,0,10,-2.2086819839999996
2024-03-14,1,12,0.08724797439999998
2024-03-15,1,7,0.06240184319999975
2024-03-16,0,0,2.1155839999999997
2024-03-17,0,5,2.3424384000000003
2024-03-18,0,28,-2.2814540799999996
2024-03-19,0,10,-0.919909376
2024-03-20,0,18,-0.5815675904000002
2024-03-21,0,12,-0.33598423040000025
2024-03-22,0,11,0.777776128
2024-03-23,0,3,1.4250816512000002
2024-03-24,0,0,0.9482524672000001
2024-03-25,0,13,-1.2030173183999997
2024-03-26,0,29,-0.4607926272
2024-03-27,0,14,-0.24115200000000012
2024-03-28,0,6,7.8339327999999995
2024-03-29,0,7,5.675799040000001
2024-03-30,0,1,-4.657823231999999
2024-03-31,0,1,-1.6718507008
2024-04-01,0,9,-0.9647077376000004
2024-04-02,0,15,-0.6396123136000005
2024-04-03,0,4,-0.45327360000000017
2024-04-04,0,12,-0.35363328000000005
2024-04-05,0,8,1.713419264
2024-04-06,0,9,-1.0387866623999997
2024-04-07,3,6,-0.35518341119999997
2024-04-08,0,5,-0.128
2024-04-09,0,16,-0.0832000000000001
2024-04-10,1,10,2.940096
2024-04-11,0,5,3.7540736000000003
2024-04-12,0,5,-1.3967411199999997
2024-04-13,0,0,-1.222311424
2024-04-14,0,1,1.4096036863999999
2024-04-15,0,13,-1.1618560000000002
2024-04-16,0,22,1.4997504
2024-04-17,0,12,-1.12787968
2024-04-18,0,12,-0.48348313600000004
2024-04-19,0,12,-0.32044759040000004
2024-04-20,0,0,0.7917271039999999
2024-04-21,1,1,-0.5094432767999999
2024-04-22,0,14,-0.196237824
2024-04-23,10,7,-0.1263374336
2024-04-24,0,20,-0.07191142400000003
2024-04-25,0,20,-0.05554831360000001
2024-04-26,0,16,-0.022963200000000007
2024-04-27,7,2,-0.018370559999999994
2024-04-28,0,9,3.984844288
2024-04-29,8,11,9.3872018432
2024-04-30,0,15,-4.879999999999999
2024-05-01,0,15,3.4240000000000004
2024-05-02,0,10,-2.8703999999999996
2024-05-03,0,23,-1.1774080000000007
2024-05-04,0,6,-0.7413248000000002
2024-05-05,1,4,-0.5340774400000003
2024-05-06,0,11,-0.412459008
2024-05-07,0,8,-0.33272145919999996
2024-05-08,1,10,1.7673674752000001
2024-05-09,0,14,2.1242214400000003
2024-05-10,0,6,-1.5039907839999997
2024-05-11,0,6,-0.488
2024-05-12,0,4,-0.2752000000000001
2024-05-13,0,12,-0.18470400000000017
2024-05-14,4,26,-0.13578240000000005
2024-05-15,0,12,-0.10563072000000001
2024-05-16,0,34,2.914576896
2024-05-17,0,6,-1.2710634495999997
2024-05-18,0,1,-0.3983944704
