,puppeteer/puppeteer,gocolly/colly,seleniumhq/selenium
2022-03-21,-0.028500000000000022,0,1
2022-03-22,-0.020662499999999924,0,2
2022-03-23,-0.016116749999999947,0,5
2022-03-24,-0.01316201249999996,0,5
2022-03-25,-0.011093696249999967,0,5
2022-03-26,-0.009568313015624975,0,4
2022-03-27,-0.008398852535937478,0,2
2022-03-28,2.0,0,3
2022-03-29,-0.20000000000000018,0,4
2022-03-30,-0.09000000000000007,0,10
2022-03-31,2.943,0,0
2022-04-01,-0.3413250000000001,0,11
2022-04-02,-0.16723349999999998,0,1
2022-04-03,-0.11182402499999998,0,0
2022-04-04,-0.08417489249999971,0,2
2022-04-05,0.9325131239687502,0,3
2022-04-06,1.8437162574281252,0,9
2022-04-07,1.72171891125,0,12
2022-04-08,2.6527950609531246,0,7
2022-04-09,-0.49285905760781273,0,1
2022-04-10,-0.24944174999999993,0,1
2022-04-11,-0.17222051249999976,0,3
2022-04-12,-0.13163872124999956,0,0
2022-04-13,-0.10642998051562468,0,9
2022-04-14,-0.08920890856718725,0,13
2022-04-15,-0.06921541985312482,0,0
2022-04-16,-0.04550264411874988,0,0
2022-04-17,-0.025196557607812434,0,1
2022-04-18,0.0,0,2
2022-04-19,5.0,0,1
2022-04-20,2.4999999999999996,0,7
2022-04-21,-0.5250000000000005,0,5
2022-04-22,1.7224999999999997,0,1
2022-04-23,-0.38881249999999984,0,2
2022-04-24,-0.23257124999999956,2,0
2022-04-25,0.8288396875000004,0,1
2022-04-26,-0.23627951874999964,0,0
2022-04-27,1.8416438461718754,0,8
2022-04-28,2.6744767732734376,0,13
2022-04-29,0.5419535498921874,0,1
2022-04-30,-0.32725337603125015,0,0
2022-05-01,-0.20178471757187488,0,2
2022-05-02,2.8661853037500005,0,7
2022-05-03,0.595094911984375,0,5
2022-05-04,0.6788109674640626,0,1
2022-05-05,3.70392027271875,0,8
2022-05-06,0.40791615963124994,0,0
2022-05-07,-0.4122776206234374,0,12
2022-05-08,-0.24366414003593734,0,0
2022-05-09,4.82629014875,0,15
2022-05-10,1.361909852203125,0,10
2022-05-11,1.4603766331265624,0,5
2022-05-12,0.4919960369484373,0,8
2022-05-13,7.591921699151563,0,3
2022-05-14,-1.0670724731593753,0,3
2022-05-15,-0.5362674150359373,0,1
2022-05-16,1.6373114937500004,0,1
2022-05-17,1.5222302674218757,0,0
2022-05-18,0.48458570628906295,0,3
2022-05-19,12.600675872646875,0,2
2022-05-20,-0.5584405880875007,0,1
2022-05-21,-0.8720038566609376,0,0
2022-05-22,-0.5619108452874999,0,0
2022-05-23,0.6382593325000012,0,7
2022-05-24,3.615333718968751,0,19
2022-05-25,1.3207490601468752,0,27
2022-05-26,-0.5922460818374998,0,1
2022-05-27,-0.3685431179890622,0,21
2022-05-28,-0.2745201459828119,0,0
2022-05-29,-0.12735286503593707,0,1
2022-05-30,16.90402475375,0,10
2022-05-31,15.219732876984374,0,8
2022-06-01,6.466140502901561,0,3
2022-06-02,2.7977679638249984,0,1
2022-06-03,-0.7575602050718748,0,2
2022-06-04,-1.2067472499999983,0,0
2022-06-05,-0.8712014624999979,0,0
2022-06-06,-0.6892102987499978,0,0
2022-06-07,7.4290414799843765,0,2
2022-06-08,-1.287211893126562,0,11
2022-06-09,2.342474195998438,0,14
2022-06-10,7.337475065848437,0,5
2022-06-11,-1.1518625756953127,0,0
2022-06-12,-0.5828328525359374,0,0
2022-06-13,3.6047164000000005,0,9
2022-06-14,4.297600180000001,0,3
2022-06-15,3.075033458375,0,1
2022-06-16,-0.9447680090375,0,2
2022-06-17,0.4773954909531254,0,4
2022-06-18,-0.48352256173281183,0,1
2022-06-19,-0.3280726202874992,0,3
2022-06-20,2.7968481525000004,0,2
2022-06-21,-0.46705228331249976,0,1
2022-06-22,2.723071489778125,0,16
2022-06-23,7.521070472757812,0,30
2022-06-24,5.95832339360625,0,3
2022-06-25,0.7965814369843742,0,0
2022-06-26,-0.8528723900359376,0,0
2022-06-27,4.463568661250001,0,4
2022-06-28,0.10123752345312564,0,2
2022-06-29,0.3570840036421883,0,5
2022-06-30,-0.5293220965468746,0,0
2022-07-01,8.617464539517188,0,0
2022-07-02,-1.186102653896875,0,0
2022-07-03,-0.5855179062828123,0,0
2022-07-04,-0.3580449488218749,0,2
2022-07-05,4.7419402261718755,1,9
2022-07-06,3.2922929780546877,4,10
2022-07-07,1.2385747219484373,0,1
2022-07-08,0.36925788121406244,0,0
2022-07-09,-0.49342731714062465,0,0
2022-07-10,-0.3408234228234368,0,0
2022-07-11,0.7998979375000006,0,0
2022-07-12,-0.26101253124999957,0,4
2022-07-13,0.8203428749218753,0,8
2022-07-14,-0.2441169197421873,0,5
2022-07-15,-0.1294882324249998,0,4
2022-07-16,-0.0709827680874999,0,0
2022-07-17,-0.04222336503593736,0,0
2022-07-18,-0.027210446249999916,0,0
2022-07-19,-0.022730325515624934,0,0
2022-07-20,1.9805074512140626,0,0
2022-07-21,3.790431686984375,0,0
2022-07-22,-0.4983988525359379,0,2
2022-07-23,-0.23700000000000018,0,0
2022-07-24,-0.15532499999999994,0,0
2022-07-25,-0.11488349999999958,0,0
2022-07-26,-0.0907910249999997,0,1
2022-07-27,-0.07483544249999978,0,0
2022-07-28,-0.06351141103124983,0,0
2022-07-29,-0.05507095713437486,0,0
2022-07-30,-0.033595410143749914,0,0
2022-07-31,0.0,0,0
2022-08-01,0.0,0,5
2022-08-02,12.0,0,2
2022-08-03,2.799999999999999,0,12
2022-08-04,1.0599999999999992,0,7
2022-08-05,0.27799999999999947,0,7
2022-08-06,1.4480500000000007,0,0
2022-08-07,-0.5780509999999993,0,0
2022-08-08,1.6177638500000007,0,1
2022-08-09,4.504331595000001,0,5
2022-08-10,3.1670396838125,0,5
2022-08-11,4.11135761250625,0,2
2022-08-12,0.046025242574999736,0,3
2022-08-13,-0.6230994105874997,0,1
2022-08-14,-0.4045932535671869,0,5
2022-08-15,-0.30107466007187417,0,2
2022-08-16,4.771500592718751,1,4
2022-08-17,6.30905913235,0,5
2022-08-18,-0.07389800849218786,0,3
2022-08-19,-0.6500306714718751,0,2
2022-08-20,-0.39937507569531217,0,0
2022-08-21,-0.2621201025359367,0,7
2022-08-22,2.8007101875000004,0,7
2022-08-23,-0.4637193187499998,0,0
2022-08-24,1.7263405486718753,0,0
2022-08-25,4.594433849960938,0,4
2022-08-26,0.27965221923281236,0,5
2022-08-27,-0.43874910253593763,0,2
2022-08-28,-0.26831103749999985,0,1
2022-08-29,-0.19732708874999944,0,3
2022-08-30,2.8437247859531256,0,6
2022-08-31,7.5706892373921875,0,4
2022-09-01,3.9772328802187493,0,3
2022-09-02,0.9787670335999994,0,8
2022-09-03,-0.7665500756953126,0,4
2022-09-04,-0.4545491025359369,0,14
2022-09-05,2.671267462500001,0,1
2022-09-06,2.4395140612500006,0,1
2022-09-07,2.349501928453125,0,4
2022-09-08,3.2959644320171875,0,0
2022-09-09,1.180292722134375,0,0
2022-09-10,-0.6369686387109373,0,1
2022-09-11,-0.3706214925718746,0,9
2022-09-12,1.7392326237500007,0,4
2022-09-13,1.5927359347031254,0,14
2022-09-14,-0.4620641354046872,0,0
2022-09-15,9.728399693345313,0,4
2022-09-16,0.816017797829687,0,4
2022-09-17,-0.7762905361750001,0,0
2022-09-18,-0.45035523007187506,0,1
2022-09-19,6.687863582500001,0,1
2022-09-20,0.056183481468750185,0,2
2022-09-21,1.3852120438968751,0,2
2022-09-22,3.401441307428125,0,1
2022-09-23,2.2189919773437503,0,1
2022-09-24,-0.7736049013906248,0,2
2022-09-25,-0.41537354257187464,0,2
2022-09-26,-0.29120138624999936,0,12
2022-09-27,0.7691495876406257,0,3
2022-09-28,1.708454026732813,0,15
2022-09-29,0.6436036989328127,0,3
2022-09-30,-0.3068520458843749,0,1
2022-10-01,-0.18496284919062486,0,10
2022-10-02,-0.11113830760781225,0,10
2022-10-03,-0.06605801249999978,0,6
2022-10-04,1.9464655287500001,0,7
2022-10-05,9.755082281984375,0,11
2022-10-06,9.871370825182812,0,3
2022-10-07,-1.6333660180875014,0,1
2022-10-08,-0.8297238525359378,0,2
2022-10-09,-0.5523584999999993,0,5
2022-10-10,4.585220975000001,0,0
2022-10-11,2.1689082325000006,0,10
2022-10-12,-0.7998557260312497,0,9
2022-10-13,1.4879885060218756,0,6
2022-10-14,0.42194753146875064,0,7
2022-10-15,-0.4249586278953119,0,0
2022-10-16,-0.21616031249999973,0,0
2022-10-17,1.8352204812500004,0,4
2022-10-18,-0.3340186538281248,0,5
2022-10-19,3.796860023273438,0,4
2022-10-20,0.4824540373921873,0,2
2022-10-21,0.64844467771875,0,4
2022-10-22,-0.31759951808750003,0,0
2022-10-23,-0.19087287753593715,0,0
2022-10-24,1.8641831075000004,0,5
2022-10-25,2.69143607396875,0,2
2022-10-26,-0.48045125257187504,0,7
2022-10-27,1.7454710391875001,0,3
2022-10-28,4.618917580590625,0,19
2022-10-29,-0.7021881655515626,0,3
2022-10-30,-0.36507312753593746,0,0
2022-10-31,-0.24549842999999977,0,8
2022-11-01,-0.18796371478124935,0,5
2022-11-02,2.8475895808812504,0,7
2022-11-03,4.586805987392188,0,5
2022-11-04,-0.7096051072812504,0,6
2022-11-05,-0.37513927015000004,0,2
2022-11-06,-0.24648176267968727,0,1
2022-11-07,-0.15166274999999946,0,8
2022-11-08,0.8799302125000004,0,5
2022-11-09,0.8009088487500002,0,5
2022-11-10,2.770826579703125,0,0
2022-11-11,3.5534618773140623,0,7
2022-11-12,-0.6261567626796878,0,2
2022-11-13,-0.30227925000000005,0,0
2022-11-14,4.7947337375000005,0,0
2022-11-15,0.34474404125,0,2
2022-11-16,-0.44961504676562486,0,9
2022-11-17,3.7086036956984376,0,3
2022-11-18,-0.6132910765828122,0,0
2022-11-19,-0.34471605967031216,0,0
2022-11-20,-0.22952222264374975,0,0
2022-11-21,-0.1512804937499995,0,6
2022-11-22,0.8765977386718754,0,10
2022-11-23,8.795789374304688,0,3
2022-11-24,4.002226362464062,0,7
2022-11-25,0.028226747937499352,0,3
2022-11-26,-0.6357579101437503,0,20
2022-11-27,-0.3895792499999994,0,5
2022-11-28,0.709974737500001,0,2
2022-11-29,1.6692019412500008,0,11
2022-11-30,0.5636616082343753,0,10
2022-12-01,-0.3816441634265622,0,15
2022-12-02,-0.25718743415156214,0,13
2022-12-03,0.8624956743046879,0,4
2022-12-04,-0.17445686503593735,0,1
2022-12-05,0.9014655287500002,0,3
2022-12-06,1.8265822819843751,0,0
2022-12-07,1.6957083251828124,0,14
2022-12-08,0.6390172319124998,0,1
2022-12-09,3.7107766349640623,0,3
2022-12-10,-0.5705354462500002,0,21
2022-12-11,-0.3047888255156248,0,4
2022-12-12,2.787287426214063,0,13
2022-12-13,1.5431535194843753,0,10
2022-12-14,0.5376481164328126,0,4
2022-12-15,-0.37517607735312497,0,3
2022-12-16,5.7652716969125,0,4
2022-12-17,0.23515264540156244,0,2
2022-12-18,-0.49597744764374985,0,0
2022-12-19,2.70827813625,0,2
2022-12-20,1.4834706559531252,0,9
2022-12-21,-0.5077898798890622,0,5
2022-12-22,-0.29695484308749975,0,7
2022-12-23,-0.20711054253593705,0,6
2022-12-24,-0.15817882434374952,0,5
2022-12-25,-0.13168096573124963,0,7
2022-12-26,-0.0680039662859373,0,5
2022-12-27,-0.050892331546874864,0,1
2022-12-28,-0.044333183639062385,0,3
2022-12-29,-0.016797705071874957,0,0
2022-12-30,0.0,0,2
2022-12-31,0.0,0,3
2023-01-01,0.0,0,3
2023-01-02,2.0,0,8
2023-01-03,-0.20000000000000018,0,2
2023-01-04,-0.09000000000000007,0,14
2023-01-05,-0.057000000000000044,1,1
2023-01-06,-0.04132499999999985,0,9
2023-01-07,-0.032233499999999894,0,3
2023-01-08,-0.02632402499999992,0,0
2023-01-09,-0.022187392499999934,0,3
2023-01-10,0.98086337396875,0,1
2023-01-11,8.883202294928125,0,0
2023-01-12,0.05499999999999916,0,8
2023-01-13,2.4664999999999995,0,8
2023-01-14,-0.6221625000000004,0,13
2023-01-15,-0.36557924999999936,0,6
2023-01-16,0.7356247375000005,9,2
2023-01-17,2.6923439412500008,0,0
2023-01-18,1.4840761582343753,0,3
2023-01-19,3.4914065965734373,0,4
2023-01-20,1.2853984254109374,0,0
2023-01-21,-0.5522080415828124,0,1
2023-01-22,-0.33203382010781224,0,0
2023-01-23,4.777536766250001,0,6
2023-01-24,3.325034573234375,0,1
2023-01-25,-0.7691727340828126,0,2
2023-01-26,3.5624680063609375,0,1
2023-01-27,1.305429150365625,0,2
2023-01-28,-0.5959657861749996,0,0
2023-01-29,-0.3510747675718747,0,0
2023-01-30,1.7522334687500005,0,3
2023-01-31,1.6019916499218754,0,2
2023-02-01,1.5448509352578128,0,2
2023-02-02,3.54870577985625,0,9
2023-02-03,2.3512143554374996,0,0
2023-02-04,-0.6632905361750001,0,0
2023-02-05,-0.3656802300718748,0,0
2023-02-06,1.7511050825000005,0,1
2023-02-07,-0.3941025435312495,0,3
2023-02-08,-0.24912002360312457,0,2
2023-02-09,2.8232048463968753,0,0
2023-02-10,1.5703229541156252,0,0
2023-02-11,-0.429533849190625,0,1
2023-02-12,-0.2270205826078125,0,0
2023-02-13,7.8588251075,0,2
2023-02-14,3.0911881239687498,0,2
2023-02-15,5.151482757428124,0,2
2023-02-16,-1.0676051137500007,0,0
2023-02-17,4.399807668453126,0,11
2023-02-18,-0.9269171836390623,0,0
2023-02-19,-0.5355358050718741,0,0
2023-02-20,4.619401880000001,0,1
2023-02-21,5.196794135875001,0,5
2023-02-22,5.92239000015,0,6
2023-02-23,1.7306846492624994,0,0
2023-02-24,0.0048259035343750645,0,1
2023-02-25,-0.6869003150781245,0,0
2023-02-26,-0.47964232517968647,0,0
2023-02-27,-0.337745306249999,0,4
2023-02-28,1.7244494199218758,0,5
2023-03-01,2.567337197976563,0,3
2023-03-02,-0.5538144075749999,0,1
2023-03-03,-0.29059060304843737,0,2
2023-03-04,-0.16158987062343733,0,0
2023-03-05,0.8973801474640628,0,0
2023-03-06,10.825325725,0,6
2023-03-07,1.7933265699999992,0,2
2023-03-08,1.1240822852187495,0,3
2023-03-09,5.28533485588125,0,0
2023-03-10,2.955899192392188,0,7
2023-03-11,-0.9794337624999998,0,13
2023-03-12,-0.5965510837499995,0,0
2023-03-13,3.558706490734376,0,1
2023-03-14,6.247394090542188,0,0
2023-03-15,3.8332812155578124,0,4
2023-03-16,2.907456588860937,0,16
2023-03-17,1.9742676318343748,0,0
2023-03-18,-0.9202708672781246,0,1
2023-03-19,-0.5513732101437492,0,1
2023-03-20,1.6147573775000008,0,4
2023-03-21,6.491806311687501,0,6
2023-03-22,4.952959617496875,0,3
2023-03-23,2.837505644670312,0,3
2023-03-24,3.9756263965078125,0,9
2023-03-25,-1.090171349190625,0,4
2023-03-26,-0.6273128326078118,0,2
2023-03-27,2.5638280200000008,0,6
2023-03-28,7.356455925218751,0,10
2023-03-29,1.78143012631875,0,3
2023-03-30,0.028113306654687475,0,0
2023-03-31,0.3308776514718752,0,0
2023-04-01,-0.5255872252218743,0,0
2023-04-02,-0.3459018001796867,0,0
2023-04-03,2.7639100612500007,0,3
2023-04-04,6.506280203453125,0,2
2023-04-05,4.000697087017187,0,10
2023-04-06,6.979348531915624,0,0
2023-04-07,-1.3323460668734382,0,1
2023-04-08,-0.7134549155515622,0,1
2023-04-09,-0.49201464003593676,0,0
2023-04-10,-0.3712989262499987,2,1
2023-04-11,3.698895124703126,0,1
2023-04-12,4.347060670032813,0,0
2023-04-13,0.12461689717031244,0,4
2023-04-14,2.4424592331953123,0,2
2023-04-15,-0.6373408202874999,0,4
2023-04-16,-0.3312794999999995,0,1
2023-04-17,0.7606057000000004,1,10
2023-04-18,1.7117109025000006,0,3
2023-04-19,2.5997460041875002,0,7
2023-04-20,3.449483291028125,0,9
2023-04-21,3.3024938355546873,0,14
2023-04-22,-0.7600455415828128,1,0
2023-04-23,-0.42657957010781233,0,1
2023-04-24,2.7175820287500003,0,1
2023-04-25,6.481641256984376,0,5
2023-04-26,4.987068382682812,0,6
2023-04-27,0.8569745208812496,0,2
2023-04-28,-0.8393320946703124,0,6
2023-04-29,-0.5258564122062493,0,0
2023-04-30,-0.36687369764374905,0,0
2023-05-01,-0.2634406762499992,0,3
2023-05-02,5.782433612203126,0,10
2023-05-03,1.2149390487828124,0,5
2023-05-04,3.3916107616546878,0,8
2023-05-05,2.269470258753125,0,8
2023-05-06,-0.6777727050718749,0,7
2023-05-07,-0.3870254999999997,0,0
2023-05-08,3.7206444250000006,0,5
2023-05-09,-0.6193407024999996,0,2
2023-05-10,0.6394044294062504,2,8
2023-05-11,3.632609436253125,0,3
2023-05-12,0.3839979541156251,0,6
2023-05-13,-0.4352673491906249,0,0
2023-05-14,-0.2575071076078123,0,3
2023-05-15,6.828358465000001,0,8
2023-05-16,2.1634352354375,0,2
2023-05-17,2.2715460936062497,1,7
2023-05-18,-0.7016051105156254,0,13
2023-05-19,0.577096699151563,0,9
2023-05-20,-0.40346847315937445,0,0
2023-05-21,-0.2558706900359368,0,0
2023-05-22,2.8060078387500003,0,5
2023-05-23,5.539592182640625,0,8
2023-05-24,4.128105254451562,0,2
2023-05-25,-0.922563509154688,0,3
2023-05-26,5.505722246142188,0,0
2023-05-27,-0.924393563015625,0,3
2023-05-28,-0.5178978900359369,0,1
2023-05-29,-0.3638369137499995,0,6
2023-05-30,7.714947820953126,0,5
2023-05-31,3.965224583048437,0,7
2023-06-01,4.9627932447062495,0,5
2023-06-02,10.838443559820313,0,5
2023-06-03,-1.8352098780937507,0,6
2023-06-04,-0.9936396152156246,0,2
2023-06-05,1.3481451500000008,0,17
2023-06-06,10.3007898675,0,13
2023-06-07,5.405611939625,0,15
2023-06-08,-1.591538712865625,0,10
2023-06-09,-0.9023534957734372,0,3
2023-06-10,-0.6242338714031238,0,0
2023-06-11,-0.44903200543124855,0,0
2023-06-12,4.720213220000001,0,4
2023-06-13,6.26669862771875,0,0
2023-06-14,-0.12470502199375022,0,2
2023-06-15,4.283134430995313,0,3
2023-06-16,2.0933955322484374,0,9
2023-06-17,-0.7787212499999997,0,1
2023-06-18,-0.4767898124999995,0,1
2023-06-19,7.647468181250001,3,27
2023-06-20,1.9187692986718752,1,6
2023-06-21,2.1057735374609376,0,1
2023-06-22,0.17368520048281244,0,0
2023-06-23,3.424678493635938,0,6
2023-06-24,-0.7921207017265621,0,0
2023-06-25,-0.44933040760781184,0,0
2023-06-26,2.6887516425000006,0,0
2023-06-27,-0.5480803803749995,0,15
2023-06-28,6.658194139415626,0,16
2023-06-29,5.0968567570953125,0,4
2023-06-30,0.9438728443765623,0,0
2023-07-01,-0.7645223545984376,0,2
2023-07-02,-0.47871894764374945,0,6
2023-07-03,6.672926661250001,0,1
2023-07-04,0.04113547345312518,0,3
2023-07-05,-0.6290580063578122,0,1
2023-07-06,1.5956356063906254,0,1
2023-07-07,0.4884732616546882,0,0
2023-07-08,-0.3930094912468745,0,0
2023-07-09,-0.22704854257187473,0,0
2023-07-10,1.8393571137500004,0,3
2023-07-11,2.6690321126406253,0,3
2023-07-12,1.4991989442328124,0,12
2023-07-13,2.5642517424640623,0,4
2023-07-14,0.4529446777187498,0,2
2023-07-15,-0.41258701808749987,0,0
2023-07-16,-0.25489812753593716,0,1
2023-07-17,1.8156055700000004,0,2
2023-07-18,10.65224551021875,0,0
2023-07-19,4.686707175881249,0,5
2023-07-20,5.757223715110937,0,2
2023-07-21,3.6185786596312495,0,16
2023-07-22,-1.2802858706234372,0,1
2023-07-23,-0.7604821275359367,0,3
2023-07-24,1.4491924700000012,0,27
2023-07-25,7.3637308902187515,0,11
2023-07-26,0.7486708367562502,0,6
2023-07-27,4.0897368077609375,0,9
2023-07-28,-0.03216478757500019,0,3
2023-07-29,-0.6861670328296868,0,3
2023-07-30,-0.4260772876796869,0,4
2023-07-31,-0.29152949249999915,0,13
2023-08-01,6.76454352896875,0,23
2023-08-02,0.10254158580312489,0,5
2023-08-03,3.43004205993125,0,3
2023-08-04,2.2797670335999998,0,3
2023-08-05,-0.7047000756953122,0,8
2023-08-06,-0.3908786025359372,0,1
2023-08-07,4.7235991625,0,8
2023-08-08,4.2827276137500006,0,13
2023-08-09,1.095929812640625,0,10
2023-08-10,0.2802788967328125,0,4
2023-08-11,0.48423430665156286,0,10
2023-08-12,-0.4481965991906243,0,2
2023-08-13,-0.2864153701078119,0,0
2023-08-14,-0.20267454374999946,0,20
2023-08-15,-0.1664133213281245,0,9
2023-08-16,4.858698017242188,0,12
2023-08-17,2.414613402539062,0,0
2023-08-18,8.4375402856625,0,1
2023-08-19,-1.1954671655515634,0,1
2023-08-20,-0.6022113525359374,0,0
2023-08-21,1.6009287500000005,0,2
2023-08-22,2.499877187500001,0,4
2023-08-23,2.3699947312500003,0,11
2023-08-24,3.3084192336718754,0,3
