,definitelytyped/definitelytyped,sindresorhus/type-fest,microsoft/TypeScript
2020-02-25,76,0,23
2020-02-26,54,0,14
2020-02-27,21,0,24
2020-02-28,17,0,7
2020-02-29,0,0,6
2020-03-01,0,0,0
2020-03-02,40,0,12
2020-03-03,14,0,12
2020-03-04,16,0,9
2020-03-05,20,0,8
2020-03-06,36,0,6
2020-03-07,4,0,3
2020-03-08,0,0,1
2020-03-09,12,3,4
2020-03-10,15,1,9
2020-03-11,4,0,15
2020-03-12,22,1,17
2020-03-13,25,0,16
2020-03-14,18,0,2
2020-03-15,13,0,0
2020-03-16,2,0,2
2020-03-17,7,0,13
2020-03-18,25,0,7
2020-03-19,1,0,11
2020-03-20,43,0,3
2020-03-21,1,0,2
2020-03-22,30,0,2
2020-03-23,24,0,2
2020-03-24,7,0,5
2020-03-25,13,0,11
2020-03-26,7,0,5
2020-03-27,58,0,4
2020-03-28,4,0,1
2020-03-29,1,0,0
2020-03-30,23,0,10
2020-03-31,111,0,8
2020-04-01,30,0,9
2020-04-02,23,0,9
2020-04-03,18,0,7
2020-04-04,5,0,1
2020-04-05,0,4,0
2020-04-06,29,0,2
2020-04-07,32,0,7
2020-04-08,23,2,7
2020-04-09,17,0,13
2020-04-10,18,0,9
2020-04-11,24,0,2
2020-04-12,1,0,0
2020-04-13,41,0,8
2020-04-14,1,0,3
2020-04-15,32,0,9
2020-04-16,14,0,1
2020-04-17,41,0,2
2020-04-18,1,0,0
2020-04-19,0,0,3
2020-04-20,3,0,11
2020-04-21,3,1,14
2020-04-22,3,0,10
2020-04-23,36,0,4
2020-04-24,6,0,14
2020-04-25,0,0,3
2020-04-26,46,0,0
2020-04-27,83,0,4
2020-04-28,7,0,7
2020-04-29,4,0,6
2020-04-30,5,0,9
2020-05-01,10,0,0
2020-05-02,1,0,1
2020-05-03,3,0,0
2020-05-04,46,0,9
2020-05-05,17,0,5
2020-05-06,11,2,14
2020-05-07,10,0,8
2020-05-08,8,0,8
2020-05-09,5,0,1
2020-05-10,6,0,0
2020-05-11,23,0,13
2020-05-12,44,0,14
2020-05-13,66,0,2
2020-05-14,37,0,4
2020-05-15,35,0,4
2020-05-16,0,0,23
2020-05-17,4,0,1
2020-05-18,34,0,7
2020-05-19,90,0,15
2020-05-20,26,0,17
2020-05-21,33,2,15
2020-05-22,9,0,19
2020-05-23,4,0,5
2020-05-24,3,0,0
2020-05-25,4,0,7
2020-05-26,16,2,14
2020-05-27,46,0,8
2020-05-28,12,0,2
2020-05-29,18,0,39
2020-05-30,25,0,4
2020-05-31,2,0,2
2020-06-01,16,0,16
2020-06-02,9,0,6
2020-06-03,13,0,7
2020-06-04,39,0,8
2020-06-05,11,0,9
2020-06-06,3,0,0
2020-06-07,1,0,0
2020-06-08,15,0,0
2020-06-09,22,2,7
2020-06-10,20,0,7
2020-06-11,15,0,5
2020-06-12,30,0,6
2020-06-13,4,0,4
2020-06-14,4,0,0
2020-06-15,5,0,4
2020-06-16,26,0,13
2020-06-17,13,0,12
2020-06-18,9,0,11
2020-06-19,3,0,15
2020-06-20,2,0,1
2020-06-21,23,0,1
2020-06-22,14,0,8
2020-06-23,44,0,14
2020-06-24,59,0,8
2020-06-25,31,0,5
2020-06-26,16,0,13
2020-06-27,3,2,0
2020-06-28,7,0,3
2020-06-29,19,0,10
2020-06-30,7,0,13
2020-07-01,12,0,5
2020-07-02,5,0,8
2020-07-03,2,0,7
2020-07-04,3,0,3
2020-07-05,2,0,0
2020-07-06,69,0,10
2020-07-07,43,0,21
2020-07-08,13,0,19
2020-07-09,4,0,7
2020-07-10,51,0,10
2020-07-11,8,0,1
2020-07-12,19,0,0
2020-07-13,15,0,8
2020-07-14,14,0,6
2020-07-15,11,0,7
2020-07-16,6,0,5
2020-07-17,11,0,6
2020-07-18,21,0,0
2020-07-19,1,0,0
2020-07-20,21,0,1
2020-07-21,26,0,7
2020-07-22,17,0,8
2020-07-23,24,0,1
2020-07-24,15,0,3
2020-07-25,2,0,0
2020-07-26,3,0,0
2020-07-27,11,0,5
2020-07-28,30,0,3
2020-07-29,15,0,3
2020-07-30,12,0,11
2020-07-31,22,0,1
2020-08-01,7,0,1
2020-08-02,5,0,0
2020-08-03,7,0,12
2020-08-04,4,0,11
2020-08-05,11,0,8
2020-08-06,22,0,4
2020-08-07,4,0,1
2020-08-08,16,0,1
2020-08-09,4,0,0
2020-08-10,13,0,2
2020-08-11,13,0,2
2020-08-12,28,0,2
2020-08-13,30,0,5
2020-08-14,17,0,3
2020-08-15,4,0,1
2020-08-16,8,0,1
2020-08-17,20,0,5
2020-08-18,6,0,11
2020-08-19,19,0,9
2020-08-20,12,0,8
2020-08-21,33,1,8
2020-08-22,7,0,5
2020-08-23,19,0,1
2020-08-24,11,0,2
2020-08-25,12,0,6
2020-08-26,22,0,6
2020-08-27,29,0,10
2020-08-28,66,0,4
2020-08-29,5,0,4
2020-08-30,10,0,0
2020-08-31,25,0,4
2020-09-01,23,0,6
2020-09-02,16,0,3
2020-09-03,22,0,4
2020-09-04,5,0,8
2020-09-05,4,0,4
2020-09-06,4,0,0
2020-09-07,6,0,0
2020-09-08,62,0,11
2020-09-09,23,0,4
2020-09-10,34,0,13
2020-09-11,50,0,12
2020-09-12,5,0,6
2020-09-13,2,0,2
2020-09-14,69,0,12
2020-09-15,16,0,10
2020-09-16,26,0,4
2020-09-17,50,0,4
2020-09-18,30,0,3
2020-09-19,4,0,3
2020-09-20,2,0,0
2020-09-21,52,0,7
2020-09-22,64,0,10
2020-09-23,208,0,11
2020-09-24,26,0,8
2020-09-25,19,0,11
2020-09-26,6,0,6
2020-09-27,2,0,2
2020-09-28,13,0,4
2020-09-29,43,2,8
2020-09-30,59,2,5
2020-10-01,37,0,11
2020-10-02,13,0,8
2020-10-03,30,0,2
2020-10-04,5,0,0
2020-10-05,26,0,11
2020-10-06,10,0,21
2020-10-07,7,0,14
2020-10-08,24,0,5
2020-10-09,18,0,11
2020-10-10,10,0,2
2020-10-11,9,0,1
2020-10-12,38,0,9
2020-10-13,40,3,7
2020-10-14,6,0,7
2020-10-15,23,0,7
2020-10-16,61,0,0
2020-10-17,13,0,3
2020-10-18,4,0,0
2020-10-19,12,0,13
2020-10-20,55,0,3
2020-10-21,16,0,7
2020-10-22,17,0,7
2020-10-23,19,0,8
2020-10-24,14,0,3
2020-10-25,13,0,0
2020-10-26,21,0,8
2020-10-27,14,0,18
2020-10-28,39,0,13
2020-10-29,23,0,9
2020-10-30,23,0,12
2020-10-31,9,0,1
2020-11-01,2,0,1
2020-11-02,16,0,15
2020-11-03,24,0,11
2020-11-04,18,0,5
2020-11-05,17,0,3
2020-11-06,17,0,10
2020-11-07,19,0,2
2020-11-08,1,0,0
2020-11-09,34,0,3
2020-11-10,21,0,8
2020-11-11,18,0,15
2020-11-12,14,3,6
2020-11-13,6,0,1
2020-11-14,5,0,0
2020-11-15,7,0,1
2020-11-16,31,2,1
2020-11-17,42,0,1
2020-11-18,11,0,4
2020-11-19,24,0,2
2020-11-20,18,1,4
2020-11-21,12,0,2
2020-11-22,3,0,0
2020-11-23,27,0,3
2020-11-24,26,1,12
2020-11-25,11,5,5
2020-11-26,5,0,4
2020-11-27,1,2,1
2020-11-28,3,0,0
2020-11-29,3,0,0
2020-11-30,13,0,5
2020-12-01,21,0,10
2020-12-02,46,0,7
2020-12-03,30,1,8
2020-12-04,13,0,7
2020-12-05,4,0,5
2020-12-06,4,0,1
2020-12-07,12,1,4
2020-12-08,37,0,5
2020-12-09,13,0,10
2020-12-10,23,0,4
2020-12-11,13,0,5
2020-12-12,13,0,2
2020-12-13,5,0,1
2020-12-14,24,0,1
2020-12-15,15,0,5
2020-12-16,21,3,5
2020-12-17,3,0,5
2020-12-18,19,0,11
2020-12-19,7,0,2
2020-12-20,2,0,0
2020-12-21,10,0,1
2020-12-22,19,0,6
2020-12-23,30,0,2
2020-12-24,6,0,1
2020-12-25,4,0,0
2020-12-26,3,0,0
2020-12-27,2,0,0
2020-12-28,11,0,4
2020-12-29,12,0,0
2020-12-30,6,0,4
2020-12-31,5,1,1
2021-01-01,32,0,1
2021-01-02,5,0,1
2021-01-03,9,1,0
2021-01-04,8,0,13
2021-01-05,16,0,4
2021-01-06,18,0,3
2021-01-07,24,0,2
2021-01-08,27,0,6
2021-01-09,4,0,3
2021-01-10,11,0,3
2021-01-11,29,0,3
2021-01-12,18,0,6
2021-01-13,18,0,2
2021-01-14,34,0,2
2021-01-15,15,0,6
2021-01-16,8,0,3
2021-01-17,4,0,0
2021-01-18,25,0,2
2021-01-19,14,0,3
2021-01-20,17,0,7
2021-01-21,14,0,2
2021-01-22,14,0,3
2021-01-23,3,0,3
2021-01-24,2,0,0
2021-01-25,32,1,8
2021-01-26,22,0,1
2021-01-27,12,0,4
2021-01-28,19,0,3
2021-01-29,16,0,7
2021-01-30,6,0,0
2021-01-31,9,0,0
2021-02-01,14,0,2
2021-02-02,18,0,4
2021-02-03,15,0,7
2021-02-04,29,0,8
2021-02-05,18,0,6
2021-02-06,8,0,0
2021-02-07,7,0,1
2021-02-08,15,0,2
2021-02-09,14,0,4
2021-02-10,9,0,3
2021-02-11,11,0,5
2021-02-12,17,2,7
2021-02-13,13,0,2
2021-02-14,8,0,1
2021-02-15,11,2,1
2021-02-16,9,0,6
2021-02-17,37,0,3
2021-02-18,26,0,11
2021-02-19,25,0,6
2021-02-20,6,0,1
2021-02-21,3,0,1
2021-02-22,13,2,2
2021-02-23,8,0,7
2021-02-24,9,0,6
2021-02-25,9,0,8
2021-02-26,7,0,4
2021-02-27,6,0,1
2021-02-28,7,0,1
2021-03-01,24,0,7
2021-03-02,9,0,7
2021-03-03,9,0,8
2021-03-04,5,0,5
2021-03-05,10,0,6
2021-03-06,8,0,3
2021-03-07,73,0,1
2021-03-08,27,1,1
2021-03-09,17,0,5
2021-03-10,16,2,6
2021-03-11,13,0,11
2021-03-12,18,0,5
