,jetbrains/kotlin,apache/groovy,scala/scala
2024-06-08,1,0,0
2024-06-09,0,0,1
2024-06-10,35,1,1
2024-06-11,66,0,2
2024-06-12,24,3,1
2024-06-13,28,1,2
2024-06-14,34,5,1
2024-06-15,1,12,0
2024-06-16,9,4,0
2024-06-17,88,2,2
2024-06-18,80,2,0
2024-06-19,84,2,3
2024-06-20,38,4,2
2024-06-21,89,2,1
2024-06-22,17,4,4
2024-06-23,1,3,3
2024-06-24,69,13,5
2024-06-25,57,3,1
2024-06-26,45,2,3
2024-06-27,42,1,0
2024-06-28,54,0,0
2024-06-29,23,0,0
2024-06-30,4,1,0
2024-07-01,60,1,0
2024-07-02,95,2,0
2024-07-03,34,1,2
2024-07-04,19,0,0
2024-07-05,48,1,0
2024-07-06,1,5,0
2024-07-07,0,1,0
2024-07-08,37,0,0
2024-07-09,56,2,1
2024-07-10,49,2,5
2024-07-11,33,0,6
2024-07-12,30,1,4
2024-07-13,4,1,0
2024-07-14,0,1,1
2024-07-15,36,0,7
2024-07-16,53,0,1
2024-07-17,39,0,1
2024-07-18,50,1,6
2024-07-19,14,1,0
2024-07-20,1,0,0
2024-07-21,0,0,3
2024-07-22,72,0,3
2024-07-23,37,1,0
2024-07-24,45,0,0
2024-07-25,53,0,0
2024-07-26,29,0,1
2024-07-27,2,0,0
2024-07-28,0,0,0
2024-07-29,34,0,0
2024-07-30,43,0,2
2024-07-31,24,0,3
2024-08-01,18,0,0
2024-08-02,39,0,0
2024-08-03,0,0,0
2024-08-04,0,1,0
2024-08-05,50,0,0
2024-08-06,25,0,1
2024-08-07,54,0,14
2024-08-08,14,0,10
2024-08-09,22,0,2
2024-08-10,1,3,0
2024-08-11,1,0,0
2024-08-12,41,0,0
2024-08-13,21,1,9
2024-08-14,50,0,17
2024-08-15,12,0,11
2024-08-16,17,0,5
2024-08-17,0,0,0
2024-08-18,0,0,0
2024-08-19,25,0,0
2024-08-20,34,0,0
2024-08-21,93,0,1
2024-08-22,38,0,0
2024-08-23,27,0,0
2024-08-24,3,6,0
2024-08-25,0,0,0
2024-08-26,28,0,0
2024-08-27,51,0,0
2024-08-28,33,0,0
2024-08-29,55,1,1
2024-08-30,22,1,0
2024-08-31,4,1,1
2024-09-01,0,0,0
2024-09-02,55,1,3
2024-09-03,104,9,0
2024-09-04,33,3,2
2024-09-05,58,4,0
2024-09-06,76,2,0
2024-09-07,1,1,0
2024-09-08,0,3,0
2024-09-09,39,3,0
2024-09-10,27,2,1
2024-09-11,22,4,1
2024-09-12,31,2,3
2024-09-13,20,3,0
2024-09-14,14,1,0
2024-09-15,5,0,0
2024-09-16,23,0,3
2024-09-17,43,1,1
2024-09-18,33,4,1
2024-09-19,49,2,0
2024-09-20,35,1,0
2024-09-21,102,0,0
2024-09-22,1,0,0
2024-09-23,60,4,1
2024-09-24,40,3,1
2024-09-25,38,1,2
2024-09-26,56,2,1
2024-09-27,59,1,0
2024-09-28,7,1,4
2024-09-29,7,1,2
2024-09-30,27,1,1
2024-10-01,25,1,0
2024-10-02,32,0,0
2024-10-03,18,0,0
2024-10-04,17,0,0
2024-10-05,5,2,0
2024-10-06,0,2,0
2024-10-07,67,1,0
2024-10-08,36,1,0
2024-10-09,73,2,2
2024-10-10,38,1,11
2024-10-11,30,1,1
2024-10-12,0,3,2
2024-10-13,1,1,0
2024-10-14,40,2,2
2024-10-15,40,1,14
2024-10-16,54,1,1
2024-10-17,49,0,0
2024-10-18,22,7,2
2024-10-19,1,0,0
2024-10-20,0,11,1
2024-10-21,14,0,5
2024-10-22,26,0,3
2024-10-23,19,2,7
2024-10-24,14,0,0
2024-10-25,21,0,5
2024-10-26,1,8,1
2024-10-27,0,4,1
2024-10-28,25,1,5
2024-10-29,24,0,2
2024-10-30,53,0,3
2024-10-31,20,0,0
2024-11-01,3,3,2
2024-11-02,1,0,0
2024-11-03,0,5,1
2024-11-04,26,2,4
2024-11-05,26,0,6
2024-11-06,53,0,11
2024-11-07,45,0,2
2024-11-08,38,0,0
2024-11-09,5,4,1
2024-11-10,0,0,1
2024-11-11,47,0,3
2024-11-12,39,1,4
2024-11-13,53,1,8
2024-11-14,53,0,2
2024-11-15,18,0,2
2024-11-16,7,0,0
2024-11-17,0,0,0
2024-11-18,44,1,1
2024-11-19,53,0,0
2024-11-20,24,0,0
2024-11-21,30,0,2
2024-11-22,29,2,5
2024-11-23,0,2,2
2024-11-24,1,3,1
2024-11-25,41,2,5
2024-11-26,39,3,0
2024-11-27,75,0,3
2024-11-28,45,0,2
2024-11-29,33,0,0
2024-11-30,0,0,0
2024-12-01,4,0,0
2024-12-02,53,5,0
2024-12-03,55,3,1
2024-12-04,28,19,0
2024-12-05,54,0,0
2024-12-06,35,0,0
2024-12-07,0,0,0
2024-12-08,0,4,0
2024-12-09,59,1,4
2024-12-10,28,3,0
2024-12-11,30,2,4
2024-12-12,61,0,9
2024-12-13,24,2,4
2024-12-14,10,0,0
2024-12-15,3,0,0
2024-12-16,35,0,3
2024-12-17,15,0,1
2024-12-18,16,0,1
2024-12-19,63,0,8
2024-12-20,30,1,2
2024-12-21,0,0,0
2024-12-22,0,8,3
2024-12-23,7,0,0
2024-12-24,17,0,0
2024-12-25,1,0,2
2024-12-26,0,0,0
2024-12-27,0,5,0
2024-12-28,0,3,2
2024-12-29,0,1,0
2024-12-30,0,0,0
2024-12-31,2,2,0
2025-01-01,0,1,0
2025-01-02,17,4,1
2025-01-03,236,3,1
2025-01-04,0,7,0
2025-01-05,0,7,0
2025-01-06,18,7,9
2025-01-07,69,0,5
2025-01-08,52,0,0
2025-01-09,32,1,0
2025-01-10,50,3,1
2025-01-11,10,10,1
2025-01-12,1,1,0
2025-01-13,59,0,0
2025-01-14,52,3,3
2025-01-15,34,0,1
2025-01-16,36,2,3
2025-01-17,64,1,0
2025-01-18,1,9,0
2025-01-19,0,3,2
2025-01-20,31,3,1
2025-01-21,25,1,2
2025-01-22,37,0,0
2025-01-23,58,0,3
2025-01-24,21,3,0
2025-01-25,0,0,0
2025-01-26,2,0,0
2025-01-27,58,1,0
2025-01-28,63,0,1
2025-01-29,39,0,0
2025-01-30,15,1,11
2025-01-31,61,0,15
2025-02-01,0,0,0
2025-02-02,0,0,0
2025-02-03,47,1,4
2025-02-04,45,0,1
2025-02-05,50,0,0
2025-02-06,59,0,8
2025-02-07,78,0,6
2025-02-08,0,2,0
2025-02-09,0,2,1
2025-02-10,46,1,3
2025-02-11,24,0,1
2025-02-12,75,0,3
2025-02-13,47,0,4
2025-02-14,40,1,1
2025-02-15,9,0,1
2025-02-16,0,4,0
2025-02-17,50,0,4
2025-02-18,53,2,0
2025-02-19,94,0,1
2025-02-20,49,1,1
2025-02-21,44,0,0
2025-02-22,0,1,0
2025-02-23,0,2,0
2025-02-24,27,3,1
2025-02-25,99,0,2
2025-02-26,50,0,2
2025-02-27,44,0,2
2025-02-28,27,1,1
2025-03-01,0,1,1
2025-03-02,0,0,0
2025-03-03,37,0,2
2025-03-04,55,0,1
2025-03-05,15,0,1
2025-03-06,41,0,1
2025-03-07,41,0,0
2025-03-08,0,0,2
2025-03-09,0,1,3
2025-03-10,61,1,3
2025-03-11,66,0,2
2025-03-12,52,0,3
2025-03-13,51,2,1
2025-03-14,40,0,1
2025-03-15,12,2,0
2025-03-16,0,3,0
2025-03-17,79,0,2
2025-03-18,80,0,6
2025-03-19,44,0,0
2025-03-20,49,3,2
2025-03-21,56,1,0
2025-03-22,1,18,0
2025-03-23,0,4,0
2025-03-24,34,0,2
2025-03-25,48,0,2
2025-03-26,43,0,0
2025-03-27,86,0,0
2025-03-28,40,0,1
2025-03-29,1,18,1
2025-03-30,0,7,1
2025-03-31,30,0,1
2025-04-01,55,0,1
2025-04-02,74,1,2
2025-04-03,61,8,4
2025-04-04,47,3,2
2025-04-05,2,0,0
2025-04-06,0,3,0
2025-04-07,35,5,1
2025-04-08,68,2,3
2025-04-09,70,3,0
2025-04-10,38,2,0
2025-04-11,42,2,0
2025-04-12,11,10,0
2025-04-13,4,4,0
2025-04-14,84,7,7
2025-04-15,32,4,14
2025-04-16,53,6,19
2025-04-17,40,2,1
2025-04-18,7,0,0
2025-04-19,0,6,0
2025-04-20,0,0,0
2025-04-21,1,3,0
2025-04-22,111,0,4
2025-04-23,67,0,0
2025-04-24,56,2,0
2025-04-25,32,0,0
2025-04-26,0,2,1
2025-04-27,0,0,0
2025-04-28,45,2,1
2025-04-29,60,0,2
2025-04-30,39,8,0
2025-05-01,13,8,0
2025-05-02,7,1,0
2025-05-03,0,1,0
2025-05-04,0,1,0
2025-05-05,55,3,0
2025-05-06,70,8,6
2025-05-07,78,4,1
2025-05-08,43,1,0
2025-05-09,46,1,0
2025-05-10,0,1,0
2025-05-11,1,0,0
2025-05-12,44,2,0
2025-05-13,78,1,1
2025-05-14,35,3,3
2025-05-15,63,3,4
2025-05-16,25,1,0
2025-05-17,0,1,0
2025-05-18,0,4,0
2025-05-19,67,5,5
2025-05-20,43,0,3
2025-05-21,34,3,1
2025-05-22,14,1,1
2025-05-23,11,2,2
2025-05-24,1,2,1
2025-05-25,0,1,0
2025-05-26,18,4,1
2025-05-27,47,2,0
2025-05-28,7,1,1
2025-05-29,11,1,0
2025-05-30,18,1,0
2025-05-31,0,13,0
2025-06-01,0,2,0
2025-06-02,30,0,2
2025-06-03,46,1,1
2025-06-04,39,5,0
2025-06-05,33,0,3
2025-06-06,23,0,0
2025-06-07,1,2,0
2025-06-08,0,5,0
2025-06-09,2,0,0
2025-06-10,35,1,3
2025-06-11,31,1,0
2025-06-12,68,0,1
2025-06-13,20,0,0
2025-06-14,0,6,0
2025-06-15,0,0,1
2025-06-16,43,0,4
2025-06-17,27,1,2
2025-06-18,25,1,0
2025-06-19,38,1,1
2025-06-20,27,0,0
2025-06-21,0,5,1
2025-06-22,0,1,0
2025-06-23,23,1,0
2025-06-24,35,0,1
2025-06-25,14,0,2
2025-06-26,55,0,0
2025-06-27,33,0,1
2025-06-28,7,3,0
2025-06-29,10,0,0
2025-06-30,93,0,3
2025-07-01,30,0,1
2025-07-02,33,0,0
2025-07-03,38,1,0
2025-07-04,23,9,1
2025-07-05,0,0,1
2025-07-06,0,0,0
2025-07-07,84,0,0
2025-07-08,71,1,0
2025-07-09,63,0,2
2025-07-10,48,2,0
2025-07-11,55,1,0
2025-07-12,2,0,0
2025-07-13,2,0,0
2025-07-14,43,0,6
2025-07-15,72,4,6
2025-07-16,64,9,3
2025-07-17,113,2,1
2025-07-18,46,5,0
2025-07-19,2,5,0
2025-07-20,0,5,0
2025-07-21,36,3,1
