,grafana/grafana,elastic/kibana,getsentry/sentry
2022-02-12,0,2,0
2022-02-13,0,0,0
2022-02-14,1,35,31
2022-02-15,27,43,38
2022-02-16,25,48,28
2022-02-17,30,43,21
2022-02-18,28,2,17
2022-02-19,2,0,0
2022-02-20,0,0,0
2022-02-21,17,14,9
2022-02-22,13,22,24
2022-02-23,20,37,50
2022-02-24,25,34,27
2022-02-25,22,4,25
2022-02-26,1,0,1
2022-02-27,0,1,0
2022-02-28,17,30,27
2022-03-01,18,34,40
2022-03-02,27,24,43
2022-03-03,33,40,41
2022-03-04,23,32,38
2022-03-05,0,0,3
2022-03-06,0,1,0
2022-03-07,8,39,46
2022-03-08,11,41,30
2022-03-09,11,59,29
2022-03-10,12,46,23
2022-03-11,11,3,28
2022-03-12,1,0,3
2022-03-13,0,0,0
2022-03-14,17,37,36
2022-03-15,18,61,44
2022-03-16,21,56,32
2022-03-17,19,38,34
2022-03-18,17,42,32
2022-03-19,1,2,0
2022-03-20,0,1,0
2022-03-21,25,51,21
2022-03-22,19,36,23
2022-03-23,22,39,28
2022-03-24,18,64,29
2022-03-25,12,9,22
2022-03-26,4,0,1
2022-03-27,0,3,0
2022-03-28,0,59,31
2022-03-29,23,79,53
2022-03-30,26,58,60
2022-03-31,31,50,28
2022-04-01,24,40,32
2022-04-02,2,3,1
2022-04-03,0,0,0
2022-04-04,28,37,42
2022-04-05,32,27,48
2022-04-06,35,32,29
2022-04-07,19,44,52
2022-04-08,22,6,28
2022-04-09,0,1,0
2022-04-10,0,1,0
2022-04-11,15,41,27
2022-04-12,33,39,33
2022-04-13,27,46,32
2022-04-14,23,52,30
2022-04-15,13,21,17
2022-04-16,0,5,1
2022-04-17,0,2,0
2022-04-18,4,28,28
2022-04-19,13,63,46
2022-04-20,41,39,43
2022-04-21,35,29,31
2022-04-22,22,5,24
2022-04-23,2,0,0
2022-04-24,2,1,0
2022-04-25,19,16,47
2022-04-26,22,33,35
2022-04-27,24,36,42
2022-04-28,38,29,39
2022-04-29,28,28,38
2022-04-30,0,1,0
2022-05-01,0,1,0
2022-05-02,22,25,16
2022-05-03,26,36,45
2022-05-04,31,55,33
2022-05-05,36,27,44
2022-05-06,24,34,23
2022-05-07,0,0,3
2022-05-08,1,1,1
2022-05-09,6,27,40
2022-05-10,4,35,47
2022-05-11,8,48,42
2022-05-12,13,46,38
2022-05-13,8,2,25
2022-05-14,0,0,14
2022-05-15,2,3,1
2022-05-16,28,35,42
2022-05-17,35,50,37
2022-05-18,29,53,43
2022-05-19,30,45,36
2022-05-20,27,51,33
2022-05-21,5,0,0
2022-05-22,4,1,0
2022-05-23,62,51,22
2022-05-24,36,70,33
2022-05-25,39,61,33
2022-05-26,36,28,31
2022-05-27,9,2,10
2022-05-28,1,0,0
2022-05-29,0,0,0
2022-05-30,24,28,25
2022-05-31,39,38,29
2022-06-01,35,32,49
2022-06-02,37,25,35
2022-06-03,32,33,36
2022-06-04,5,1,1
2022-06-05,3,1,0
2022-06-06,15,31,35
2022-06-07,33,52,37
2022-06-08,31,40,36
2022-06-09,38,44,20
2022-06-10,29,8,14
2022-06-11,3,0,0
2022-06-12,0,0,0
2022-06-13,32,46,35
2022-06-14,40,45,37
2022-06-15,24,49,45
2022-06-16,25,34,50
2022-06-17,34,25,12
2022-06-18,1,1,1
2022-06-19,0,2,0
2022-06-20,30,34,11
2022-06-21,30,36,41
2022-06-22,40,28,45
2022-06-23,29,52,41
2022-06-24,21,24,31
2022-06-25,1,2,0
2022-06-26,0,5,0
2022-06-27,29,28,50
2022-06-28,22,49,37
2022-06-29,34,57,56
2022-06-30,27,55,42
2022-07-01,2,6,4
2022-07-02,0,1,0
2022-07-03,0,1,0
2022-07-04,17,22,5
2022-07-05,14,53,29
2022-07-06,39,39,46
2022-07-07,46,42,29
2022-07-08,27,50,23
2022-07-09,1,3,1
2022-07-10,0,2,0
2022-07-11,19,45,45
2022-07-12,20,49,41
2022-07-13,20,46,45
2022-07-14,37,51,38
2022-07-15,22,5,34
2022-07-16,1,2,0
2022-07-17,1,1,0
2022-07-18,24,54,27
2022-07-19,37,52,32
2022-07-20,33,53,43
2022-07-21,22,47,38
2022-07-22,23,54,33
2022-07-23,7,1,0
2022-07-24,3,2,1
2022-07-25,31,78,25
2022-07-26,28,70,37
2022-07-27,32,44,48
2022-07-28,22,48,48
2022-07-29,18,31,42
2022-07-30,0,1,0
2022-07-31,0,1,0
2022-08-01,30,38,19
2022-08-02,30,51,59
2022-08-03,42,62,61
2022-08-04,18,43,43
2022-08-05,5,7,20
2022-08-06,0,1,0
2022-08-07,0,1,0
2022-08-08,30,48,46
2022-08-09,26,58,39
2022-08-10,37,40,40
2022-08-11,34,30,47
2022-08-12,26,34,37
2022-08-13,2,3,2
2022-08-14,0,4,0
2022-08-15,9,31,40
2022-08-16,21,38,54
2022-08-17,21,32,49
2022-08-18,27,29,29
2022-08-19,15,3,36
2022-08-20,0,3,1
2022-08-21,0,2,0
2022-08-22,30,31,4
2022-08-23,22,46,4
2022-08-24,26,31,0
2022-08-25,28,24,0
2022-08-26,34,24,0
2022-08-27,1,3,0
2022-08-28,1,1,0
2022-08-29,12,29,80
2022-08-30,19,42,44
2022-08-31,21,32,52
2022-09-01,28,44,41
2022-09-02,30,3,9
2022-09-03,0,1,1
2022-09-04,0,2,0
2022-09-05,24,14,6
2022-09-06,28,41,28
2022-09-07,23,41,44
2022-09-08,20,41,40
2022-09-09,34,54,38
2022-09-10,1,2,0
2022-09-11,0,3,0
2022-09-12,27,42,62
2022-09-13,22,52,42
2022-09-14,34,38,49
2022-09-15,23,56,69
2022-09-16,26,12,31
2022-09-17,1,1,0
2022-09-18,0,2,0
2022-09-19,35,70,60
2022-09-20,42,108,48
2022-09-21,40,58,31
2022-09-22,29,66,22
2022-09-23,29,73,72
2022-09-24,0,5,0
2022-09-25,0,1,0
2022-09-26,29,42,49
2022-09-27,47,58,48
2022-09-28,36,49,55
2022-09-29,23,47,43
2022-09-30,27,35,13
2022-10-01,1,2,1
2022-10-02,0,1,0
2022-10-03,23,35,31
2022-10-04,49,76,44
2022-10-05,32,61,44
2022-10-06,29,46,43
2022-10-07,28,2,22
2022-10-08,2,1,1
2022-10-09,0,2,0
2022-10-10,32,34,39
2022-10-11,47,46,34
2022-10-12,24,42,60
2022-10-13,25,35,52
2022-10-14,27,32,58
2022-10-15,3,1,2
2022-10-16,2,1,0
2022-10-17,31,35,61
2022-10-18,32,38,71
2022-10-19,42,48,62
2022-10-20,34,51,41
2022-10-21,25,5,48
2022-10-22,3,1,2
2022-10-23,0,1,0
2022-10-24,26,30,53
2022-10-25,31,43,76
2022-10-26,26,34,41
2022-10-27,31,40,70
2022-10-28,25,32,36
2022-10-29,0,3,1
2022-10-30,0,3,0
2022-10-31,27,38,46
2022-11-01,24,39,59
2022-11-02,32,55,63
2022-11-03,41,44,54
2022-11-04,28,36,37
2022-11-05,2,3,2
2022-11-06,1,1,1
2022-11-07,32,50,50
2022-11-08,40,57,45
2022-11-09,25,49,39
2022-11-10,26,42,35
2022-11-11,21,5,29
2022-11-12,2,2,1
2022-11-13,1,1,0
2022-11-14,16,60,37
2022-11-15,17,54,72
2022-11-16,30,64,53
2022-11-17,14,49,42
2022-11-18,26,42,36
2022-11-19,0,2,3
2022-11-20,0,1,0
2022-11-21,25,44,34
2022-11-22,38,41,42
2022-11-23,45,46,42
2022-11-24,29,36,18
2022-11-25,2,4,8
2022-11-26,0,1,0
2022-11-27,0,1,0
2022-11-28,32,48,32
2022-11-29,30,60,48
2022-11-30,47,39,29
2022-12-01,32,22,33
2022-12-02,27,33,19
2022-12-03,0,2,4
2022-12-04,1,2,0
2022-12-05,16,33,37
2022-12-06,17,39,39
2022-12-07,26,33,45
2022-12-08,24,23,24
2022-12-09,21,4,44
2022-12-10,1,1,1
2022-12-11,1,3,0
2022-12-12,31,41,15
2022-12-13,32,23,28
2022-12-14,41,43,34
2022-12-15,34,45,38
2022-12-16,15,35,31
2022-12-17,0,2,4
2022-12-18,0,1,0
2022-12-19,34,37,23
2022-12-20,30,32,31
2022-12-21,31,37,43
2022-12-22,23,30,37
2022-12-23,11,10,2
2022-12-24,0,1,0
2022-12-25,1,2,0
2022-12-26,5,5,0
2022-12-27,6,13,3
2022-12-28,5,12,4
2022-12-29,12,21,1
2022-12-30,4,9,3
2022-12-31,0,1,0
2023-01-01,0,1,0
2023-01-02,7,3,0
2023-01-03,21,37,34
2023-01-04,31,54,33
2023-01-05,22,34,39
2023-01-06,21,2,50
2023-01-07,2,1,10
2023-01-08,0,1,0
2023-01-09,25,43,62
2023-01-10,36,43,38
2023-01-11,32,35,75
2023-01-12,38,38,47
2023-01-13,44,26,58
2023-01-14,1,2,5
2023-01-15,0,5,2
2023-01-16,25,21,25
2023-01-17,39,44,39
2023-01-18,37,45,41
2023-01-19,38,39,38
2023-01-20,26,6,35
2023-01-21,2,0,4
2023-01-22,1,2,0
2023-01-23,48,36,48
2023-01-24,35,52,42
2023-01-25,44,43,31
2023-01-26,57,41,50
2023-01-27,60,49,35
2023-01-28,1,4,0
2023-01-29,0,3,0
2023-01-30,54,56,40
2023-01-31,43,49,44
2023-02-01,39,56,49
2023-02-02,47,59,58
2023-02-03,38,12,40
2023-02-04,0,3,1
2023-02-05,0,1,0
2023-02-06,26,53,40
2023-02-07,41,75,49
2023-02-08,26,59,39
2023-02-09,27,65,33
2023-02-10,25,46,63
2023-02-11,3,4,3
2023-02-12,2,1,0
2023-02-13,2,36,69
2023-02-14,4,44,52
2023-02-15,0,57,56
2023-02-16,4,55,44
2023-02-17,1,4,47
2023-02-18,1,1,0
2023-02-19,0,1,2
2023-02-20,15,20,0
2023-02-21,16,68,34
2023-02-22,27,55,48
2023-02-23,33,42,39
2023-02-24,24,44,27
2023-02-25,0,2,2
2023-02-26,0,4,0
2023-02-27,20,47,42
2023-02-28,30,33,53
2023-03-01,31,36,42
2023-03-02,31,40,56
2023-03-03,32,3,34
2023-03-04,1,0,1
2023-03-05,0,1,0
2023-03-06,40,38,36
2023-03-07,34,36,37
2023-03-08,48,43,27
2023-03-09,37,38,46
2023-03-10,31,25,40
2023-03-11,1,5,3
2023-03-12,1,2,0
2023-03-13,18,4,43
2023-03-14,25,7,47
2023-03-15,20,6,69
2023-03-16,26,9,54
2023-03-17,21,3,34
2023-03-18,0,2,2
2023-03-19,1,3,0
2023-03-20,36,37,50
2023-03-21,28,32,54
2023-03-22,41,34,35
2023-03-23,25,40,56
2023-03-24,0,21,39
2023-03-25,0,3,0
2023-03-26,0,2,0
2023-03-27,23,40,45
2023-03-28,38,37,62
2023-03-29,25,37,51
2023-03-30,43,45,43
2023-03-31,37,31,37
2023-04-01,1,2,1
2023-04-02,0,1,0
2023-04-03,39,41,48
2023-04-04,26,37,50
2023-04-05,35,27,53
2023-04-06,19,41,37
2023-04-07,12,2,27
2023-04-08,0,1,2
2023-04-09,1,1,0
2023-04-10,3,30,27
2023-04-11,33,55,45
2023-04-12,33,37,60
2023-04-13,47,42,47
2023-04-14,31,4,49
2023-04-15,2,1,2
2023-04-16,0,1,0
2023-04-17,29,54,55
2023-04-18,39,48,66
2023-04-19,30,50,62
2023-04-20,37,65,71
2023-04-21,37,49,28
2023-04-22,2,5,0
2023-04-23,0,5,0
2023-04-24,36,40,41
2023-04-25,37,87,61
2023-04-26,35,67,55
2023-04-27,56,47,62
2023-04-28,53,27,66
2023-04-29,1,2,2
2023-04-30,0,3,0
2023-05-01,13,22,46
2023-05-02,21,52,58
2023-05-03,33,52,76
2023-05-04,20,47,49
2023-05-05,27,62,57
2023-05-06,3,4,1
2023-05-07,1,3,1
2023-05-08,21,60,53
2023-05-09,35,40,53
2023-05-10,41,35,49
2023-05-11,25,34,53
2023-05-12,27,30,58
2023-05-13,0,3,0
2023-05-14,1,2,0
2023-05-15,27,49,54
2023-05-16,27,46,76
2023-05-17,22,45,64
2023-05-18,13,29,55
2023-05-19,0,2,42
2023-05-20,0,1,1
2023-05-21,0,2,0
2023-05-22,33,34,32
2023-05-23,21,43,57
2023-05-24,22,40,55
2023-05-25,35,24,50
2023-05-26,33,41,48
2023-05-27,0,3,0
2023-05-28,0,2,0
2023-05-29,8,13,14
2023-05-30,29,36,68
2023-05-31,20,42,75
2023-06-01,22,33,62
2023-06-02,27,34,42
2023-06-03,1,2,2
2023-06-04,0,2,0
2023-06-05,22,35,54
2023-06-06,31,42,79
2023-06-07,22,49,50
2023-06-08,31,34,63
2023-06-09,14,32,52
2023-06-10,1,2,4
2023-06-11,2,1,0
2023-06-12,23,35,60
2023-06-13,18,52,81
2023-06-14,31,50,79
2023-06-15,28,63,73
2023-06-16,36,11,73
2023-06-17,4,1,6
2023-06-18,0,2,0
2023-06-19,12,42,19
2023-06-20,27,79,45
2023-06-21,38,47,55
2023-06-22,26,51,55
2023-06-23,30,43,49
2023-06-24,0,4,0
2023-06-25,0,1,0
2023-06-26,26,40,77
2023-06-27,25,49,62
2023-06-28,34,44,70
2023-06-29,23,57,77
2023-06-30,15,46,78
2023-07-01,0,4,1
2023-07-02,0,4,0
2023-07-03,1,29,15
2023-07-04,21,27,27
2023-07-05,24,40,68
2023-07-06,20,43,69
2023-07-07,25,35,57
2023-07-08,0,4,0
2023-07-09,0,1,1
2023-07-10,20,31,67
2023-07-11,33,57,71
2023-07-12,31,39,74
2023-07-13,33,43,65
2023-07-14,32,44,52
2023-07-15,1,3,1
2023-07-16,1,2,0
2023-07-17,37,40,61
2023-07-18,44,43,97
2023-07-19,35,33,62
2023-07-20,21,43,83
2023-07-21,34,4,56
2023-07-22,0,2,5
2023-07-23,0,1,3
2023-07-24,39,32,74
2023-07-25,44,31,82
2023-07-26,39,46,72
2023-07-27,18,30,59
2023-07-28,25,30,47
2023-07-29,1,1,3
2023-07-30,0,1,0
2023-07-31,19,46,64
2023-08-01,28,52,53
2023-08-02,25,36,58
2023-08-03,34,34,59
2023-08-04,19,51,59
2023-08-05,0,1,1
2023-08-06,0,1,0
2023-08-07,11,47,43
2023-08-08,14,46,58
2023-08-09,13,41,50
2023-08-10,14,43,85
2023-08-11,8,45,24
2023-08-12,0,4,3
2023-08-13,1,2,1
2023-08-14,12,61,58
2023-08-15,13,59,64
2023-08-16,18,56,68
2023-08-17,21,38,78
2023-08-18,25,4,64
2023-08-19,0,0,1
2023-08-20,0,0,1
2023-08-21,14,37,6
2023-08-22,18,56,4
2023-08-23,23,63,3
2023-08-24,17,49,1
2023-08-25,24,37,6
2023-08-26,0,8,1
2023-08-27,1,2,0
2023-08-28,33,47,76
2023-08-29,31,47,83
2023-08-30,29,49,61
2023-08-31,27,57,57
2023-09-01,17,51,10
2023-09-02,0,2,0
2023-09-03,1,4,0
2023-09-04,19,29,13
2023-09-05,21,59,45
2023-09-06,29,96,53
2023-09-07,29,65,51
2023-09-08,16,40,48
2023-09-09,1,5,3
2023-09-10,0,1,0
2023-09-11,31,32,44
2023-09-12,37,31,70
2023-09-13,39,33,63
2023-09-14,30,56,57
2023-09-15,1,1,39
2023-09-16,0,1,1
2023-09-17,0,2,0
2023-09-18,33,44,54
2023-09-19,33,43,56
2023-09-20,30,52,82
2023-09-21,24,45,63
2023-09-22,33,29,56
2023-09-23,2,1,0
2023-09-24,0,1,0
2023-09-25,28,47,60
2023-09-26,26,43,55
2023-09-27,29,61,86
2023-09-28,40,61,61
2023-09-29,39,61,54
2023-09-30,0,8,1
2023-10-01,0,3,1
2023-10-02,26,65,49
2023-10-03,42,60,64
2023-10-04,44,69,64
2023-10-05,32,46,63
2023-10-06,31,49,60
2023-10-07,1,3,1
2023-10-08,0,1,0
2023-10-09,22,39,16
2023-10-10,36,41,61
2023-10-11,41,37,70
2023-10-12,46,35,57
2023-10-13,59,62,50
2023-10-14,1,4,2
2023-10-15,0,5,0
2023-10-16,21,51,65
2023-10-17,32,65,60
2023-10-18,18,54,82
2023-10-19,26,55,70
2023-10-20,23,4,42
2023-10-21,3,2,3
2023-10-22,0,1,0
2023-10-23,44,58,84
2023-10-24,40,55,69
2023-10-25,39,63,71
2023-10-26,28,52,59
2023-10-27,39,42,48
2023-10-28,1,2,0
2023-10-29,0,1,0
2023-10-30,33,35,52
2023-10-31,35,40,72
2023-11-01,32,35,64
2023-11-02,30,41,68
2023-11-03,30,42,55
2023-11-04,0,5,1
2023-11-05,0,3,1
2023-11-06,34,43,58
2023-11-07,34,37,66
2023-11-08,34,44,53
2023-11-09,26,46,56
2023-11-10,22,37,28
2023-11-11,0,3,1
2023-11-12,1,1,0
2023-11-13,24,24,36
2023-11-14,35,43,59
2023-11-15,42,50,74
2023-11-16,25,47,73
2023-11-17,29,9,33
2023-11-18,2,3,4
2023-11-19,0,2,0
2023-11-20,28,35,52
2023-11-21,34,35,58
2023-11-22,31,41,48
2023-11-23,23,44,16
2023-11-24,20,17,20
2023-11-25,0,2,0
2023-11-26,0,1,0
2023-11-27,21,36,79
2023-11-28,24,52,57
2023-11-29,44,61,65
2023-11-30,27,45,61
2023-12-01,19,31,60
2023-12-02,1,4,1
2023-12-03,1,1,0
2023-12-04,16,61,57
2023-12-05,15,70,81
2023-12-06,23,48,68
2023-12-07,23,75,62
2023-12-08,12,31,51
2023-12-09,0,3,2
2023-12-10,0,1,0
2023-12-11,25,38,50
2023-12-12,44,35,56
2023-12-13,28,51,52
2023-12-14,23,40,60
2023-12-15,27,23,57
2023-12-16,3,18,1
2023-12-17,2,3,0
2023-12-18,23,45,52
2023-12-19,27,73,70
2023-12-20,25,54,54
2023-12-21,15,42,76
2023-12-22,1,19,37
2023-12-23,1,1,1
2023-12-24,0,1,0
2023-12-25,0,1,0
2023-12-26,4,3,0
2023-12-27,5,6,32
2023-12-28,4,16,20
2023-12-29,6,5,29
2023-12-30,0,3,0
2023-12-31,0,1,0
2024-01-01,1,0,0
2024-01-02,16,34,48
2024-01-03,21,36,43
2024-01-04,32,35,49
2024-01-05,38,26,37
2024-01-06,1,6,4
2024-01-07,1,1,0
2024-01-08,26,34,69
2024-01-09,26,33,64
2024-01-10,28,37,63
2024-01-11,36,33,61
2024-01-12,33,35,74
2024-01-13,0,3,0
2024-01-14,0,3,0
2024-01-15,25,39,26
2024-01-16,41,41,64
2024-01-17,37,49,67
2024-01-18,39,31,55
2024-01-19,28,2,56
2024-01-20,2,3,1
2024-01-21,0,2,0
2024-01-22,37,46,51
2024-01-23,44,30,66
2024-01-24,34,33,61
2024-01-25,45,56,75
2024-01-26,41,52,71
2024-01-27,0,2,3
2024-01-28,1,2,0
2024-01-29,39,44,72
2024-01-30,38,49,85
2024-01-31,30,40,84
2024-02-01,46,43,74
2024-02-02,35,35,58
2024-02-03,1,1,0
2024-02-04,2,2,0
2024-02-05,33,42,62
2024-02-06,47,32,57
2024-02-07,42,47,77
2024-02-08,32,57,37
2024-02-09,35,45,38
2024-02-10,2,2,1
2024-02-11,1,2,1
2024-02-12,27,61,53
2024-02-13,26,75,62
2024-02-14,36,81,42
2024-02-15,33,49,60
2024-02-16,38,4,55
2024-02-17,3,1,4
2024-02-18,1,4,0
2024-02-19,9,40,11
2024-02-20,30,40,66
2024-02-21,30,41,72
2024-02-22,27,60,66
2024-02-23,37,49,60
2024-02-24,1,7,4
2024-02-25,1,6,2
2024-02-26,35,6,71
2024-02-27,33,6,67
2024-02-28,35,5,68
2024-02-29,31,2,75
2024-03-01,33,1,50
2024-03-02,1,1,1
2024-03-03,0,5,0
2024-03-04,28,30,70
2024-03-05,29,64,63
2024-03-06,32,48,75
2024-03-07,25,50,66
2024-03-08,2,41,54
2024-03-09,1,2,3
2024-03-10,0,1,0
2024-03-11,42,38,70
2024-03-12,42,59,75
2024-03-13,36,31,70
2024-03-14,30,42,57
2024-03-15,42,8,55
2024-03-16,3,4,1
2024-03-17,0,1,1
2024-03-18,42,34,74
2024-03-19,34,44,67
2024-03-20,31,30,73
2024-03-21,45,26,70
2024-03-22,57,47,62
2024-03-23,1,3,0
2024-03-24,1,1,0
2024-03-25,37,50,69
2024-03-26,33,45,69
2024-03-27,25,39,63
2024-03-28,35,33,55
2024-03-29,5,19,39
2024-03-30,2,1,0
2024-03-31,1,2,0
2024-04-01,1,18,29
2024-04-02,14,57,78
2024-04-03,67,37,64
2024-04-04,31,57,66
2024-04-05,32,41,41
2024-04-06,1,4,0
2024-04-07,0,2,0
2024-04-08,33,33,58
2024-04-09,29,53,66
2024-04-10,27,51,61
2024-04-11,32,39,74
2024-04-12,28,60,58
2024-04-13,0,6,1
2024-04-14,0,2,0
2024-04-15,40,53,69
2024-04-16,37,79,107
2024-04-17,44,54,73
2024-04-18,45,37,65
2024-04-19,44,8,63
2024-04-20,0,2,0
2024-04-21,1,3,0
2024-04-22,23,46,71
2024-04-23,35,49,71
2024-04-24,27,83,58
2024-04-25,28,58,64
2024-04-26,16,87,75
2024-04-27,1,4,1
2024-04-28,0,1,0
2024-04-29,55,46,63
2024-04-30,28,61,65
2024-05-01,20,49,73
2024-05-02,42,74,60
2024-05-03,37,44,63
2024-05-04,1,2,0
2024-05-05,1,1,0
2024-05-06,16,48,70
2024-05-07,23,41,75
2024-05-08,21,50,61
2024-05-09,25,36,63
2024-05-10,33,47,48
2024-05-11,2,3,5
2024-05-12,1,1,0
2024-05-13,37,48,70
2024-05-14,38,50,87
2024-05-15,31,52,56
2024-05-16,22,58,80
2024-05-17,3,51,46
2024-05-18,0,3,2
2024-05-19,0,3,0
2024-05-20,25,30,36
2024-05-21,23,40,80
2024-05-22,21,59,80
2024-05-23,20,44,63
2024-05-24,26,28,19
2024-05-25,0,2,0
2024-05-26,0,1,0
2024-05-27,19,22,11
2024-05-28,31,32,50
2024-05-29,27,51,70
2024-05-30,26,35,59
2024-05-31,22,46,58
2024-06-01,0,3,0
2024-06-02,1,5,0
2024-06-03,25,42,49
2024-06-04,34,31,95
2024-06-05,33,45,89
2024-06-06,37,40,90
2024-06-07,33,38,52
2024-06-08,0,3,0
2024-06-09,0,4,1
2024-06-10,27,29,85
2024-06-11,29,38,84
2024-06-12,24,27,53
2024-06-13,29,45,76
2024-06-14,29,6,53
2024-06-15,1,1,0
2024-06-16,0,0,0
2024-06-17,21,28,48
2024-06-18,29,58,72
2024-06-19,28,41,27
2024-06-20,30,37,53
2024-06-21,26,43,36
2024-06-22,1,3,0
2024-06-23,1,1,0
2024-06-24,29,30,52
2024-06-25,43,29,57
2024-06-26,28,42,53
2024-06-27,27,38,60
2024-06-28,1,37,38
2024-06-29,0,9,1
2024-06-30,0,2,0
2024-07-01,19,44,49
2024-07-02,20,73,76
2024-07-03,28,50,66
2024-07-04,30,51,26
2024-07-05,22,32,20
2024-07-06,2,5,0
2024-07-07,0,0,0
2024-07-08,18,36,60
2024-07-09,23,62,59
2024-07-10,17,39,51
2024-07-11,23,57,45
2024-07-12,30,29,49
2024-07-13,2,3,0
2024-07-14,0,1,0
2024-07-15,15,49,47
2024-07-16,26,50,40
2024-07-17,32,58,57
2024-07-18,24,44,48
2024-07-19,23,32,41
2024-07-20,1,2,4
2024-07-21,0,1,0
2024-07-22,25,51,70
2024-07-23,20,46,75
2024-07-24,18,71,91
2024-07-25,24,52,80
2024-07-26,23,46,45
2024-07-27,0,2,0
2024-07-28,1,0,0
