,protocolbuffers/protobuf,apache/avro,apache/thrift
2021-10-04,21,0,0
2021-10-05,13,2,0
2021-10-06,12,6,0
2021-10-07,11,0,0
2021-10-08,2,0,0
2021-10-09,4,0,0
2021-10-10,1,0,0
2021-10-11,4,0,0
2021-10-12,21,2,0
2021-10-13,19,1,0
2021-10-14,18,1,3
2021-10-15,13,0,2
2021-10-16,3,0,0
2021-10-17,1,0,0
2021-10-18,1,0,5
2021-10-19,7,0,0
2021-10-20,9,2,0
2021-10-21,8,0,1
2021-10-22,1,0,0
2021-10-23,0,0,1
2021-10-24,0,0,0
2021-10-25,7,0,0
2021-10-26,4,0,0
2021-10-27,6,0,1
2021-10-28,6,0,1
2021-10-29,1,0,0
2021-10-30,1,0,0
2021-10-31,0,0,1
2021-11-01,6,0,0
2021-11-02,4,0,0
2021-11-03,1,0,0
2021-11-04,4,0,0
2021-11-05,5,0,0
2021-11-06,2,0,0
2021-11-07,6,0,0
2021-11-08,3,0,0
2021-11-09,5,0,0
2021-11-10,4,0,0
2021-11-11,5,0,0
2021-11-12,4,0,0
2021-11-13,2,0,2
2021-11-14,0,0,3
2021-11-15,1,0,2
2021-11-16,6,1,0
2021-11-17,7,1,0
2021-11-18,0,0,0
2021-11-19,5,0,1
2021-11-20,0,0,0
2021-11-21,1,0,0
2021-11-22,10,0,0
2021-11-23,0,0,1
2021-11-24,13,0,0
2021-11-25,0,0,0
2021-11-26,0,0,0
2021-11-27,0,0,0
2021-11-28,0,0,0
2021-11-29,4,0,0
2021-11-30,3,0,0
2021-12-01,3,0,0
2021-12-02,3,0,0
2021-12-03,9,0,0
2021-12-04,4,2,0
2021-12-05,3,0,1
2021-12-06,4,0,2
2021-12-07,2,0,0
2021-12-08,3,0,0
2021-12-09,4,2,0
2021-12-10,5,0,0
2021-12-11,0,1,0
2021-12-12,0,1,0
2021-12-13,1,0,2
2021-12-14,6,2,0
2021-12-15,1,1,0
2021-12-16,9,0,1
2021-12-17,2,0,1
2021-12-18,0,3,0
2021-12-19,1,0,0
2021-12-20,0,1,0
2021-12-21,1,2,0
2021-12-22,6,4,0
2021-12-23,1,1,0
2021-12-24,0,0,0
2021-12-25,0,0,0
2021-12-26,0,0,0
2021-12-27,0,0,0
2021-12-28,8,0,0
2021-12-29,17,0,0
2021-12-30,6,0,0
2021-12-31,9,0,0
2022-01-01,4,0,0
2022-01-02,1,0,0
2022-01-03,7,0,0
2022-01-04,1,0,0
2022-01-05,12,16,1
2022-01-06,1,0,0
2022-01-07,13,6,1
2022-01-08,6,0,1
2022-01-09,10,0,2
2022-01-10,24,6,0
2022-01-11,8,1,1
2022-01-12,11,1,0
2022-01-13,6,3,0
2022-01-14,1,1,0
2022-01-15,0,1,0
2022-01-16,2,0,0
2022-01-17,18,1,4
2022-01-18,3,0,2
2022-01-19,3,4,0
2022-01-20,4,5,4
2022-01-21,12,1,2
2022-01-22,4,0,0
2022-01-23,0,0,0
2022-01-24,6,3,0
2022-01-25,5,2,0
2022-01-26,2,0,2
2022-01-27,8,0,4
2022-01-28,14,0,0
2022-01-29,2,0,1
2022-01-30,0,8,2
2022-01-31,1,5,0
2022-02-01,8,12,3
2022-02-02,12,9,3
2022-02-03,7,2,1
2022-02-04,3,11,5
2022-02-05,1,1,1
2022-02-06,14,0,0
2022-02-07,5,4,0
2022-02-08,5,1,2
2022-02-09,17,1,5
2022-02-10,3,3,1
2022-02-11,9,1,0
2022-02-12,1,0,1
2022-02-13,0,0,0
2022-02-14,2,0,0
2022-02-15,5,0,1
2022-02-16,7,2,2
2022-02-17,13,1,2
2022-02-18,11,2,0
2022-02-19,12,1,0
2022-02-20,21,0,0
2022-02-21,1,7,1
2022-02-22,14,0,0
2022-02-23,11,0,2
2022-02-24,11,7,0
2022-02-25,13,6,0
2022-02-26,5,0,2
2022-02-27,9,0,0
2022-02-28,15,2,0
2022-03-01,7,0,1
2022-03-02,8,0,3
2022-03-03,7,5,0
2022-03-04,7,0,0
2022-03-05,7,0,8
2022-03-06,16,0,2
2022-03-07,7,1,0
2022-03-08,8,4,1
2022-03-09,10,0,1
2022-03-10,14,2,2
2022-03-11,3,0,1
2022-03-12,2,0,0
2022-03-13,15,0,1
2022-03-14,15,0,1
2022-03-15,7,0,0
2022-03-16,9,0,2
2022-03-17,7,0,1
2022-03-18,8,5,0
2022-03-19,1,0,2
2022-03-20,0,2,0
2022-03-21,2,0,0
2022-03-22,5,3,0
2022-03-23,4,0,0
2022-03-24,7,3,0
2022-03-25,3,0,0
2022-03-26,2,0,0
2022-03-27,0,0,0
2022-03-28,4,0,0
2022-03-29,13,4,0
2022-03-30,8,2,1
2022-03-31,6,0,1
2022-04-01,5,0,1
2022-04-02,1,0,0
2022-04-03,3,0,0
2022-04-04,5,0,0
2022-04-05,12,0,0
2022-04-06,10,0,0
2022-04-07,4,0,0
2022-04-08,5,0,0
2022-04-09,0,0,0
2022-04-10,0,0,0
2022-04-11,2,0,1
2022-04-12,5,0,1
2022-04-13,1,6,2
2022-04-14,2,1,1
2022-04-15,5,0,0
2022-04-16,0,1,1
2022-04-17,0,0,0
2022-04-18,10,4,1
2022-04-19,7,12,4
2022-04-20,7,4,3
2022-04-21,8,5,3
2022-04-22,16,0,0
2022-04-23,0,0,1
2022-04-24,1,0,0
2022-04-25,6,2,1
2022-04-26,17,0,0
2022-04-27,9,1,4
2022-04-28,7,0,1
2022-04-29,6,0,0
2022-04-30,1,1,0
2022-05-01,0,0,0
2022-05-02,2,1,0
2022-05-03,12,4,1
2022-05-04,7,2,0
2022-05-05,6,1,4
2022-05-06,11,0,5
2022-05-07,4,0,1
2022-05-08,0,1,2
2022-05-09,7,1,2
2022-05-10,14,0,2
2022-05-11,4,1,1
2022-05-12,8,1,2
2022-05-13,12,0,0
2022-05-14,3,0,0
2022-05-15,0,0,0
2022-05-16,8,2,0
2022-05-17,13,1,0
2022-05-18,6,0,1
2022-05-19,16,1,0
2022-05-20,14,0,0
2022-05-21,2,0,2
2022-05-22,0,1,0
2022-05-23,4,0,1
2022-05-24,5,0,1
2022-05-25,8,0,0
2022-05-26,10,0,1
2022-05-27,10,0,0
2022-05-28,3,0,0
2022-05-29,0,0,0
2022-05-30,1,0,0
2022-05-31,8,1,0
2022-06-01,6,0,1
2022-06-02,9,0,0
2022-06-03,3,0,0
2022-06-04,0,0,0
2022-06-05,0,0,1
2022-06-06,1,0,0
2022-06-07,4,2,1
2022-06-08,5,0,2
2022-06-09,10,2,0
2022-06-10,9,0,1
2022-06-11,2,0,0
2022-06-12,1,0,0
2022-06-13,1,1,1
2022-06-14,3,0,0
2022-06-15,3,0,0
2022-06-16,2,1,0
2022-06-17,4,3,0
2022-06-18,6,1,0
2022-06-19,4,0,0
2022-06-20,0,0,0
2022-06-21,10,5,1
2022-06-22,13,0,0
2022-06-23,8,1,0
2022-06-24,4,2,0
2022-06-25,0,0,0
2022-06-26,0,0,0
2022-06-27,17,0,0
2022-06-28,5,5,0
2022-06-29,7,2,0
2022-06-30,22,0,0
2022-07-01,9,7,4
2022-07-02,3,0,0
2022-07-03,0,0,0
2022-07-04,2,3,0
2022-07-05,1,0,0
2022-07-06,17,1,0
2022-07-07,5,1,0
2022-07-08,6,0,0
2022-07-09,1,0,0
2022-07-10,0,0,0
2022-07-11,13,1,0
2022-07-12,10,1,0
2022-07-13,5,0,0
2022-07-14,9,0,0
2022-07-15,6,0,0
2022-07-16,1,0,0
2022-07-17,1,0,0
2022-07-18,8,0,0
2022-07-19,22,0,0
2022-07-20,11,1,0
2022-07-21,14,2,0
2022-07-22,1,0,0
2022-07-23,0,0,0
2022-07-24,0,0,0
2022-07-25,6,4,0
2022-07-26,11,0,0
2022-07-27,9,0,0
2022-07-28,5,1,0
2022-07-29,1,0,0
2022-07-30,0,0,1
2022-07-31,0,0,1
2022-08-01,1,0,0
2022-08-02,17,0,1
2022-08-03,6,0,1
2022-08-04,14,1,0
2022-08-05,1,1,0
2022-08-06,0,0,1
2022-08-07,0,1,0
2022-08-08,6,2,0
2022-08-09,12,1,0
2022-08-10,8,1,1
2022-08-11,12,1,0
2022-08-12,24,0,0
2022-08-13,0,0,0
2022-08-14,0,0,0
2022-08-15,1,2,0
2022-08-16,7,0,0
2022-08-17,7,2,0
2022-08-18,2,0,0
2022-08-19,0,0,0
2022-08-20,1,0,0
2022-08-21,1,0,0
2022-08-22,7,0,0
2022-08-23,17,0,0
2022-08-24,11,1,0
2022-08-25,6,1,3
2022-08-26,4,2,0
2022-08-27,2,0,0
2022-08-28,5,0,0
2022-08-29,8,1,1
2022-08-30,4,1,7
2022-08-31,2,0,1
2022-09-01,5,1,3
2022-09-02,4,0,1
2022-09-03,2,0,3
2022-09-04,0,0,0
2022-09-05,0,0,7
2022-09-06,4,0,1
2022-09-07,11,0,1
2022-09-08,4,1,5
2022-09-09,15,3,6
2022-09-10,1,0,3
2022-09-11,0,0,4
2022-09-12,12,0,1
2022-09-13,12,0,1
2022-09-14,9,2,5
2022-09-15,28,0,1
2022-09-16,15,1,0
2022-09-17,1,0,1
2022-09-18,2,0,1
2022-09-19,16,0,3
2022-09-20,3,0,0
2022-09-21,3,0,2
2022-09-22,5,0,0
2022-09-23,17,1,2
2022-09-24,2,0,1
2022-09-25,0,0,0
2022-09-26,11,0,1
2022-09-27,9,0,4
2022-09-28,6,1,0
2022-09-29,10,0,0
2022-09-30,16,0,0
2022-10-01,3,0,0
2022-10-02,0,0,0
2022-10-03,12,0,0
2022-10-04,17,0,0
2022-10-05,5,0,0
2022-10-06,12,0,0
2022-10-07,26,0,0
2022-10-08,2,0,5
2022-10-09,1,0,1
2022-10-10,14,1,1
2022-10-11,20,1,3
2022-10-12,3,1,1
2022-10-13,10,0,0
2022-10-14,7,2,3
2022-10-15,0,0,1
2022-10-16,0,0,2
2022-10-17,2,0,1
2022-10-18,5,1,0
2022-10-19,6,1,0
2022-10-20,3,2,0
2022-10-21,1,1,2
2022-10-22,0,0,0
2022-10-23,0,0,3
2022-10-24,6,0,0
2022-10-25,12,0,5
2022-10-26,7,1,2
2022-10-27,16,1,0
2022-10-28,9,0,0
2022-10-29,0,0,0
2022-10-30,0,0,0
2022-10-31,14,0,0
2022-11-01,13,0,0
2022-11-02,8,0,1
2022-11-03,18,1,0
2022-11-04,22,2,0
2022-11-05,11,0,0
2022-11-06,1,0,0
2022-11-07,7,1,0
2022-11-08,11,0,0
2022-11-09,5,1,0
2022-11-10,8,0,0
2022-11-11,7,1,0
2022-11-12,0,0,0
2022-11-13,0,0,0
2022-11-14,15,6,0
2022-11-15,10,0,0
2022-11-16,9,1,0
2022-11-17,11,0,0
2022-11-18,6,2,4
2022-11-19,1,0,0
2022-11-20,0,0,5
2022-11-21,9,0,0
2022-11-22,8,0,3
2022-11-23,10,1,0
2022-11-24,4,0,0
2022-11-25,0,1,1
2022-11-26,1,0,0
2022-11-27,3,0,0
2022-11-28,15,0,0
2022-11-29,19,0,0
2022-11-30,9,2,0
2022-12-01,25,0,0
2022-12-02,14,1,0
2022-12-03,3,0,0
2022-12-04,0,0,0
2022-12-05,15,0,0
2022-12-06,10,1,0
2022-12-07,12,1,0
2022-12-08,22,1,0
2022-12-09,21,0,0
2022-12-10,7,0,0
2022-12-11,0,0,0
2022-12-12,7,1,0
2022-12-13,25,1,0
2022-12-14,20,0,0
2022-12-15,22,0,0
2022-12-16,15,1,0
2022-12-17,7,0,0
2022-12-18,2,1,0
2022-12-19,12,1,0
2022-12-20,14,1,0
2022-12-21,9,0,0
2022-12-22,8,0,0
2022-12-23,5,0,0
2022-12-24,0,0,0
2022-12-25,1,0,0
2022-12-26,0,0,0
2022-12-27,7,0,0
2022-12-28,12,0,0
2022-12-29,8,0,0
2022-12-30,2,0,0
2022-12-31,1,1,0
2023-01-01,0,1,2
2023-01-02,2,0,0
2023-01-03,8,2,1
2023-01-04,15,8,0
2023-01-05,5,2,0
2023-01-06,9,2,0
2023-01-07,1,0,0
2023-01-08,0,0,0
2023-01-09,5,0,0
2023-01-10,11,1,0
2023-01-11,9,0,0
2023-01-12,4,1,0
2023-01-13,5,0,0
2023-01-14,8,0,0
2023-01-15,2,0,0
2023-01-16,2,0,1
2023-01-17,16,0,0
2023-01-18,20,0,0
2023-01-19,15,0,0
2023-01-20,17,0,0
2023-01-21,21,0,0
2023-01-22,0,0,0
2023-01-23,4,0,0
2023-01-24,6,0,0
2023-01-25,20,0,0
2023-01-26,12,0,0
2023-01-27,11,1,0
2023-01-28,3,0,0
2023-01-29,1,0,0
2023-01-30,4,0,0
2023-01-31,23,3,0
2023-02-01,13,0,0
2023-02-02,20,0,1
2023-02-03,26,0,1
2023-02-04,3,0,0
2023-02-05,0,0,0
2023-02-06,8,0,3
2023-02-07,18,2,0
2023-02-08,21,1,0
2023-02-09,13,2,0
2023-02-10,23,0,0
2023-02-11,1,0,0
2023-02-12,1,0,0
2023-02-13,10,1,1
2023-02-14,25,0,2
2023-02-15,12,0,2
2023-02-16,23,6,2
2023-02-17,17,4,0
2023-02-18,0,5,0
2023-02-19,0,2,1
2023-02-20,0,0,0
2023-02-21,12,0,4
2023-02-22,8,0,0
2023-02-23,13,0,1
2023-02-24,31,0,1
2023-02-25,5,0,0
2023-02-26,0,1,0
2023-02-27,10,0,0
2023-02-28,19,0,0
2023-03-01,20,1,3
2023-03-02,5,0,1
2023-03-03,7,0,0
2023-03-04,0,0,0
2023-03-05,0,0,0
2023-03-06,30,0,0
2023-03-07,19,0,0
2023-03-08,8,1,0
2023-03-09,6,2,1
2023-03-10,10,0,0
2023-03-11,1,0,0
2023-03-12,0,0,0
2023-03-13,7,3,0
2023-03-14,12,0,0
2023-03-15,5,0,0
2023-03-16,9,0,0
2023-03-17,11,0,2
2023-03-18,2,0,1
2023-03-19,0,0,0
2023-03-20,15,0,0
2023-03-21,21,3,0
2023-03-22,14,0,0
2023-03-23,4,1,0
2023-03-24,6,0,0
2023-03-25,1,0,0
2023-03-26,0,0,0
2023-03-27,7,1,0
2023-03-28,13,0,0
2023-03-29,12,0,0
2023-03-30,10,0,0
2023-03-31,7,0,0
2023-04-01,0,0,0
2023-04-02,0,0,0
2023-04-03,2,0,0
2023-04-04,4,0,0
2023-04-05,2,0,1
2023-04-06,4,0,2
2023-04-07,6,0,0
2023-04-08,0,0,1
2023-04-09,1,0,1
2023-04-10,7,0,0
2023-04-11,6,1,0
2023-04-12,12,0,0
2023-04-13,9,0,0
2023-04-14,11,0,2
2023-04-15,2,0,0
2023-04-16,0,0,0
2023-04-17,14,0,0
2023-04-18,16,0,0
2023-04-19,10,0,2
2023-04-20,16,1,2
2023-04-21,10,0,0
2023-04-22,2,0,0
2023-04-23,0,1,0
2023-04-24,9,0,0
2023-04-25,12,0,0
2023-04-26,11,0,0
2023-04-27,23,0,6
2023-04-28,14,0,0
2023-04-29,5,0,0
2023-04-30,0,0,0
2023-05-01,11,0,0
2023-05-02,20,0,0
2023-05-03,16,0,0
2023-05-04,26,0,0
2023-05-05,13,2,0
2023-05-06,4,0,0
2023-05-07,9,0,0
2023-05-08,18,1,0
2023-05-09,16,1,0
2023-05-10,5,1,0
2023-05-11,10,1,1
2023-05-12,13,1,0
2023-05-13,1,0,0
2023-05-14,7,0,0
2023-05-15,25,0,1
2023-05-16,15,0,0
2023-05-17,5,0,1
2023-05-18,7,0,0
2023-05-19,12,0,1
2023-05-20,1,0,0
2023-05-21,0,0,0
2023-05-22,7,0,1
2023-05-23,29,0,0
2023-05-24,29,0,0
2023-05-25,26,2,1
2023-05-26,21,0,0
2023-05-27,3,0,0
2023-05-28,0,0,0
2023-05-29,0,0,0
2023-05-30,22,0,0
2023-05-31,24,3,0
2023-06-01,13,0,0
2023-06-02,7,0,0
2023-06-03,0,0,0
2023-06-04,0,0,1
2023-06-05,12,0,0
2023-06-06,8,0,0
2023-06-07,6,1,0
2023-06-08,10,1,0
2023-06-09,11,0,0
2023-06-10,0,0,2
2023-06-11,0,0,0
2023-06-12,9,0,0
2023-06-13,8,1,0
2023-06-14,10,5,0
2023-06-15,8,2,2
2023-06-16,11,4,1
2023-06-17,1,0,1
2023-06-18,1,0,0
2023-06-19,3,1,0
2023-06-20,12,0,0
2023-06-21,9,1,2
2023-06-22,14,0,5
2023-06-23,12,0,0
2023-06-24,0,0,0
2023-06-25,0,0,0
2023-06-26,11,1,0
2023-06-27,7,0,2
2023-06-28,7,0,0
2023-06-29,8,0,1
2023-06-30,10,0,0
2023-07-01,3,0,0
2023-07-02,1,0,0
2023-07-03,3,0,0
2023-07-04,2,0,0
2023-07-05,7,0,1
2023-07-06,15,0,1
2023-07-07,7,0,2
2023-07-08,2,3,2
2023-07-09,0,0,0
2023-07-10,14,2,0
2023-07-11,19,0,0
2023-07-12,23,2,0
2023-07-13,19,0,0
2023-07-14,6,1,0
2023-07-15,8,1,2
2023-07-16,2,1,2
2023-07-17,10,3,1
2023-07-18,12,0,0
2023-07-19,5,0,0
2023-07-20,10,4,0
2023-07-21,5,2,1
2023-07-22,1,0,1
2023-07-23,0,0,0
2023-07-24,5,1,0
2023-07-25,5,1,0
2023-07-26,3,1,0
2023-07-27,3,1,0
2023-07-28,1,0,0
2023-07-29,3,0,0
2023-07-30,5,0,0
2023-07-31,22,12,0
2023-08-01,10,0,0
2023-08-02,12,0,0
2023-08-03,10,0,0
2023-08-04,9,3,0
2023-08-05,2,0,0
2023-08-06,0,0,0
2023-08-07,11,1,0
2023-08-08,3,1,1
2023-08-09,11,1,2
2023-08-10,12,1,0
2023-08-11,7,1,0
2023-08-12,0,0,0
2023-08-13,0,0,0
2023-08-14,8,0,1
2023-08-15,21,4,0
2023-08-16,11,4,0
2023-08-17,9,4,0
2023-08-18,12,5,0
2023-08-19,1,1,0
2023-08-20,0,0,0
2023-08-21,9,1,6
2023-08-22,21,1,0
2023-08-23,14,0,0
2023-08-24,21,1,0
2023-08-25,37,0,0
2023-08-26,0,0,0
2023-08-27,1,1,1
2023-08-28,12,0,0
2023-08-29,15,0,0
2023-08-30,27,0,0
2023-08-31,9,2,0
2023-09-01,7,0,0
2023-09-02,1,0,1
2023-09-03,0,0,2
2023-09-04,0,1,0
2023-09-05,11,1,0
2023-09-06,22,0,0
2023-09-07,6,1,0
2023-09-08,16,1,0
2023-09-09,44,0,0
2023-09-10,0,0,0
2023-09-11,14,3,0
2023-09-12,21,2,1
2023-09-13,20,2,0
2023-09-14,7,2,0
2023-09-15,27,0,0
2023-09-16,0,0,0
2023-09-17,0,0,0
2023-09-18,8,1,0
2023-09-19,27,4,0
2023-09-20,4,2,1
2023-09-21,19,3,0
2023-09-22,9,2,0
2023-09-23,1,0,0
2023-09-24,0,0,0
2023-09-25,12,2,1
2023-09-26,14,1,0
2023-09-27,11,4,0
2023-09-28,13,0,0
2023-09-29,5,0,0
2023-09-30,0,1,0
2023-10-01,0,0,0
2023-10-02,9,0,0
2023-10-03,4,0,0
2023-10-04,8,1,0
2023-10-05,7,3,0
2023-10-06,8,0,0
2023-10-07,4,0,1
2023-10-08,0,0,0
2023-10-09,8,2,0
2023-10-10,14,5,0
2023-10-11,10,1,4
2023-10-12,7,0,9
2023-10-13,14,0,1
2023-10-14,5,0,1
2023-10-15,1,0,0
2023-10-16,21,0,2
2023-10-17,17,1,0
2023-10-18,19,1,0
2023-10-19,9,1,1
2023-10-20,8,1,1
2023-10-21,1,1,0
2023-10-22,0,0,0
2023-10-23,6,2,0
2023-10-24,4,1,0
2023-10-25,1,1,0
2023-10-26,6,1,0
2023-10-27,2,0,0
2023-10-28,2,0,0
2023-10-29,0,0,0
2023-10-30,6,0,0
2023-10-31,4,0,0
2023-11-01,12,2,0
2023-11-02,33,2,0
2023-11-03,12,0,1
2023-11-04,3,0,0
2023-11-05,0,0,0
2023-11-06,11,0,0
2023-11-07,19,2,1
2023-11-08,14,0,0
2023-11-09,17,0,0
2023-11-10,5,0,0
2023-11-11,2,0,1
2023-11-12,0,0,0
2023-11-13,8,0,0
2023-11-14,11,1,0
2023-11-15,11,0,0
2023-11-16,15,1,0
2023-11-17,8,0,1
2023-11-18,3,0,0
2023-11-19,0,0,0
2023-11-20,8,0,0
2023-11-21,17,0,0
2023-11-22,2,3,0
2023-11-23,2,0,1
2023-11-24,1,0,0
2023-11-25,0,0,1
2023-11-26,0,0,0
2023-11-27,14,2,1
2023-11-28,8,1,0
2023-11-29,4,0,0
2023-11-30,25,0,0
2023-12-01,14,1,0
2023-12-02,0,0,0
2023-12-03,0,0,0
2023-12-04,3,3,1
2023-12-05,21,0,0
2023-12-06,11,1,0
2023-12-07,12,2,0
2023-12-08,8,1,2
2023-12-09,2,0,0
2023-12-10,0,0,0
2023-12-11,10,3,0
2023-12-12,11,2,0
2023-12-13,14,0,0
2023-12-14,18,0,0
2023-12-15,8,0,0
2023-12-16,1,0,2
2023-12-17,0,0,0
2023-12-18,8,0,1
2023-12-19,20,0,0
2023-12-20,13,0,0
2023-12-21,16,1,0
2023-12-22,1,0,0
2023-12-23,0,0,0
2023-12-24,0,0,0
2023-12-25,0,0,0
2023-12-26,9,0,0
2023-12-27,11,0,0
2023-12-28,20,2,0
2023-12-29,3,0,0
2023-12-30,4,0,0
2023-12-31,0,0,0
2024-01-01,0,0,0
2024-01-02,15,2,0
2024-01-03,8,3,2
2024-01-04,9,4,0
2024-01-05,22,0,0
2024-01-06,5,0,0
2024-01-07,3,0,0
2024-01-08,7,0,0
2024-01-09,16,0,2
2024-01-10,19,0,0
2024-01-11,23,3,0
2024-01-12,25,0,0
2024-01-13,0,0,0
2024-01-14,0,0,0
2024-01-15,1,0,0
2024-01-16,9,0,0
2024-01-17,20,0,0
2024-01-18,19,0,1
2024-01-19,7,1,1
2024-01-20,2,0,0
2024-01-21,0,0,0
2024-01-22,15,0,1
2024-01-23,14,0,0
2024-01-24,17,2,1
2024-01-25,18,1,0
2024-01-26,10,0,0
2024-01-27,2,0,0
2024-01-28,0,1,0
2024-01-29,12,4,0
2024-01-30,18,0,0
2024-01-31,14,0,0
2024-02-01,9,2,0
2024-02-02,8,1,0
2024-02-03,2,0,0
2024-02-04,0,0,2
2024-02-05,21,1,0
2024-02-06,16,2,1
2024-02-07,9,0,3
2024-02-08,8,3,0
2024-02-09,8,0,0
2024-02-10,0,0,0
2024-02-11,0,0,0
2024-02-12,13,3,0
2024-02-13,14,2,0
2024-02-14,10,2,0
2024-02-15,8,0,0
2024-02-16,2,0,0
2024-02-17,0,0,0
2024-02-18,0,0,0
2024-02-19,2,3,1
2024-02-20,9,3,0
2024-02-21,3,4,5
2024-02-22,14,2,0
2024-02-23,15,3,0
2024-02-24,1,0,0
2024-02-25,0,0,8
2024-02-26,11,2,1
2024-02-27,10,3,0
2024-02-28,11,1,0
2024-02-29,9,1,0
2024-03-01,4,2,0
2024-03-02,0,0,0
2024-03-03,0,0,0
2024-03-04,7,1,0
2024-03-05,9,1,2
2024-03-06,30,0,0
2024-03-07,11,0,2
2024-03-08,9,0,6
2024-03-09,0,0,0
2024-03-10,0,0,0
2024-03-11,7,2,0
2024-03-12,9,2,3
2024-03-13,5,0,0
2024-03-14,7,0,0
2024-03-15,11,0,0
2024-03-16,8,0,0
2024-03-17,2,0,0
2024-03-18,12,0,2
2024-03-19,9,2,0
2024-03-20,9,0,0
2024-03-21,10,0,1
2024-03-22,16,0,3
2024-03-23,4,0,0
2024-03-24,0,0,0
2024-03-25,13,4,0
2024-03-26,16,0,0
2024-03-27,5,0,0
2024-03-28,4,0,0
2024-03-29,7,0,0
2024-03-30,0,0,1
2024-03-31,0,0,2
2024-04-01,4,0,0
2024-04-02,15,0,11
2024-04-03,18,0,0
2024-04-04,8,1,0
2024-04-05,14,3,0
2024-04-06,4,2,0
2024-04-07,0,0,2
2024-04-08,15,1,0
2024-04-09,1,0,0
2024-04-10,15,0,0
2024-04-11,7,1,0
2024-04-12,8,0,0
2024-04-13,0,0,0
2024-04-14,0,0,0
2024-04-15,8,1,1
2024-04-16,15,1,0
2024-04-17,21,0,0
2024-04-18,12,2,0
2024-04-19,7,0,0
2024-04-20,0,0,0
2024-04-21,0,1,0
2024-04-22,2,0,0
2024-04-23,13,0,0
2024-04-24,9,0,1
2024-04-25,8,0,0
2024-04-26,2,0,2
2024-04-27,0,0,0
2024-04-28,0,0,0
2024-04-29,12,2,0
2024-04-30,10,2,1
2024-05-01,16,0,1
2024-05-02,6,0,2
2024-05-03,12,0,0
2024-05-04,0,0,0
2024-05-05,0,2,0
2024-05-06,10,1,0
2024-05-07,10,1,0
2024-05-08,13,0,0
2024-05-09,14,0,0
2024-05-10,10,0,2
2024-05-11,3,0,0
2024-05-12,0,0,0
2024-05-13,7,0,1
2024-05-14,9,1,0
2024-05-15,12,1,1
2024-05-16,7,0,0
2024-05-17,6,0,1
2024-05-18,0,0,0
2024-05-19,1,0,0
2024-05-20,5,0,0
2024-05-21,6,0,0
2024-05-22,6,0,0
2024-05-23,2,0,1
2024-05-24,2,0,2
2024-05-25,2,0,1
2024-05-26,0,0,0
2024-05-27,0,0,0
2024-05-28,7,0,0
2024-05-29,6,0,1
2024-05-30,8,0,0
2024-05-31,11,2,0
2024-06-01,0,1,0
2024-06-02,0,0,0
2024-06-03,3,1,0
2024-06-04,14,0,1
2024-06-05,10,0,1
2024-06-06,8,0,0
2024-06-07,4,1,0
2024-06-08,0,0,0
2024-06-09,0,0,0
2024-06-10,5,0,0
2024-06-11,10,1,1
2024-06-12,14,3,0
2024-06-13,13,1,0
2024-06-14,3,1,2
